Date,MO
2010-11-04,10.64697551727295
2010-11-05,10.630688667297363
2010-11-08,10.532974243164062
2010-11-09,10.414897918701172
2010-11-10,10.26424789428711
2010-11-11,10.272392272949219
2010-11-12,10.117681503295898
2010-11-15,10.052534103393555
2010-11-16,9.926319122314453
2010-11-17,9.958890914916992
2010-11-18,10.07696533203125
2010-11-19,10.072890281677246
2010-11-22,9.967031478881836
2010-11-23,9.991464614868164
2010-11-24,10.003677368164062
2010-11-26,9.918176651000977
2010-11-29,9.946674346923828
2010-11-30,9.771598815917969
2010-12-01,9.840815544128418
2010-12-02,9.690177917480469
2010-12-03,9.694241523742676
2010-12-06,9.791958808898926
2010-12-07,9.791958808898926
2010-12-08,9.93446159362793
2010-12-09,10.011819839477539
2010-12-10,10.117681503295898
2010-12-13,10.072890281677246
2010-12-14,10.093246459960938
2010-12-15,10.07696533203125
2010-12-16,10.162463188171387
2010-12-17,10.174678802490234
2010-12-20,10.247968673706055
2010-12-21,10.280536651611328
2010-12-22,10.284607887268066
2010-12-23,10.272210121154785
2010-12-27,10.210205078125
2010-12-28,10.23087215423584
2010-12-29,10.214338302612305
2010-12-30,10.168868064880371
2010-12-31,10.177138328552246
2011-01-03,10.127531051635742
2011-01-04,10.082059860229492
2011-01-05,10.119264602661133
2011-01-06,10.160595893859863
2011-01-07,10.082059860229492
2011-01-10,10.02005672454834
2011-01-11,9.949782371520996
2011-01-12,9.945649147033691
2011-01-13,9.97044849395752
2011-01-14,9.986982345581055
2011-01-18,9.9539155960083
2011-01-19,9.91671085357666
2011-01-20,9.937379837036133
2011-01-21,9.958048820495605
2011-01-24,10.094456672668457
2011-01-25,10.04072380065918
2011-01-26,10.032456398010254
2011-01-27,9.887778282165527
2011-01-28,9.834038734436035
2011-01-31,9.718293190002441
2011-02-01,9.747232437133789
2011-02-02,9.788569450378418
2011-02-03,9.941513061523438
2011-02-04,9.920844078063965
2011-02-07,9.945649147033691
2011-02-08,9.974579811096191
2011-02-09,9.982850074768066
2011-02-10,9.958048820495605
2011-02-11,10.102727890014648
2011-02-14,10.123398780822754
2011-02-15,10.119264602661133
2011-02-16,10.119264602661133
2011-02-17,10.222606658935547
2011-02-18,10.247404098510742
2011-02-22,10.226736068725586
2011-02-23,10.214338302612305
2011-02-24,10.214338302612305
2011-02-25,10.309412956237793
2011-02-28,10.487160682678223
2011-03-01,10.383821487426758
2011-03-02,10.35488510131836
2011-03-03,10.516100883483887
2011-03-04,10.466490745544434
2011-03-07,10.491294860839844
2011-03-08,10.607041358947754
2011-03-09,10.669039726257324
2011-03-10,10.598773002624512
2011-03-11,10.510660171508789
2011-03-14,10.485481262207031
2011-03-15,10.367997169494629
2011-03-16,10.19176959991455
2011-03-17,10.254709243774414
2011-03-18,10.405759811401367
2011-03-21,10.552618026733398
2011-03-22,10.6701021194458
2011-03-23,10.745624542236328
2011-03-24,10.879895210266113
2011-03-25,10.833739280700684
2011-03-28,10.93024730682373
2011-03-29,10.896676063537598
2011-03-30,10.955421447753906
2011-03-31,10.921852111816406
2011-04-01,10.900874137878418
2011-04-04,10.884085655212402
2011-04-05,10.955421447753906
2011-04-06,11.026748657226562
2011-04-07,10.951224327087402
2011-04-08,11.009965896606445
2011-04-11,11.127452850341797
2011-04-12,11.202973365783691
2011-04-13,11.194588661193848
2011-04-14,11.282698631286621
2011-04-15,11.333044052124023
2011-04-18,11.140036582946777
2011-04-19,11.068705558776855
2011-04-20,10.972204208374023
2011-04-21,10.934443473815918
2011-04-25,10.942832946777344
2011-04-26,11.030949592590332
2011-04-27,11.169404029846191
2011-04-28,11.18199348449707
2011-04-29,11.261716842651367
2011-05-02,11.236544609069824
2011-05-03,11.328848838806152
2011-05-04,11.265914916992188
2011-05-05,11.194588661193848
2011-05-06,11.312067985534668
2011-05-09,11.387594223022461
2011-05-10,11.400181770324707
2011-05-11,11.354026794433594
2011-05-12,11.475709915161133
2011-05-13,11.458925247192383
2011-05-16,11.534445762634277
2011-05-17,11.605778694152832
2011-05-18,11.693893432617188
2011-05-19,11.740044593811035
2011-05-20,11.639342308044434
2011-05-23,11.685500144958496
2011-05-24,11.714871406555176
2011-05-25,11.71068000793457
2011-05-26,11.651934623718262
2011-05-27,11.72326374053955
2011-05-31,11.773614883422852
2011-06-01,11.714871406555176
2011-06-02,11.568015098571777
2011-06-03,11.580601692199707
2011-06-06,11.433746337890625
2011-06-07,11.37081241607666
2011-06-08,11.450532913208008
2011-06-09,11.521862983703613
2011-06-10,11.333044052124023
2011-06-13,11.46071720123291
2011-06-14,11.647976875305176
2011-06-15,11.324538230895996
2011-06-16,11.46071720123291
2011-06-17,11.524553298950195
2011-06-20,11.626690864562988
2011-06-21,11.62243938446045
2011-06-22,11.56711483001709
2011-06-23,11.426673889160156
2011-06-24,11.401139259338379
2011-06-27,11.392624855041504
2011-06-28,11.218145370483398
2011-06-29,11.107494354248047
2011-06-30,11.239420890808105
2011-07-01,11.290492057800293
2011-07-05,11.320281028747559
2011-07-06,11.413907051086426
2011-07-07,11.490507125854492
2011-07-08,11.44369888305664
2011-07-11,11.46071720123291
2011-07-12,11.44795036315918
2011-07-13,11.430928230285645
2011-07-14,11.426673889160156
2011-07-15,11.3585786819458
2011-07-18,11.320281028747559
2011-07-19,11.499021530151367
2011-07-20,11.222394943237305
2011-07-21,11.31602668762207
2011-07-22,11.218145370483398
2011-07-25,11.167073249816895
2011-07-26,11.133028030395508
2011-07-27,11.111750602722168
2011-07-28,11.162816047668457
2011-07-29,11.192607879638672
2011-08-01,11.128772735595703
2011-08-02,11.141538619995117
2011-08-03,11.218145370483398
2011-08-04,10.847894668579102
2011-08-05,11.018118858337402
2011-08-08,10.443598747253418
2011-08-09,10.715964317321777
2011-08-10,10.366995811462402
2011-08-11,10.622332572937012
2011-08-12,10.724474906921387
2011-08-15,10.937267303466797
2011-08-16,10.928750991821289
2011-08-17,11.064936637878418
2011-08-18,10.937267303466797
2011-08-19,10.941518783569336
2011-08-22,11.005355834960938
2011-08-23,11.247932434082031
2011-08-24,11.264952659606934
2011-08-25,11.069190979003906
2011-08-26,11.192607879638672
2011-08-29,11.396885871887207
2011-08-30,11.499021530151367
2011-08-31,11.571370124816895
2011-09-01,11.528814315795898
2011-09-02,11.37134838104248
2011-09-06,11.418163299560547
2011-09-07,11.486251831054688
2011-09-08,11.49476146697998
2011-09-09,11.222394943237305
2011-09-12,11.294743537902832
2011-09-13,11.31635856628418
2011-09-14,11.476289749145508
2011-09-15,11.614614486694336
2011-09-16,11.627577781677246
2011-09-19,11.614614486694336
2011-09-20,11.649190902709961
2011-09-21,11.290422439575195
2011-09-22,11.108880996704102
2011-09-23,11.13913631439209
2011-09-26,11.238555908203125
2011-09-27,11.420096397399902
2011-09-28,11.281780242919922
2011-09-29,11.42874526977539
2011-09-30,11.588678359985352
2011-10-03,11.480612754821777
2011-10-04,11.471969604492188
2011-10-05,11.454679489135742
2011-10-06,11.649190902709961
2011-10-07,11.856675148010254
2011-10-10,11.943121910095215
2011-10-11,12.016603469848633
2011-10-12,12.003640174865723
2011-10-13,11.934480667114258
2011-10-14,11.960417747497559
2011-10-17,11.852351188659668
2011-10-18,11.89989948272705
2011-10-19,11.809125900268555
2011-10-20,11.7788667678833
2011-10-21,11.865321159362793
2011-10-24,11.804805755615234
2011-10-25,11.67080307006836
2011-10-26,11.791836738586426
2011-10-27,11.956089973449707
2011-10-28,11.912869453430176
2011-10-31,11.90854263305664
2011-11-01,11.714032173156738
2011-11-02,11.752936363220215
2011-11-03,11.873967170715332
2011-11-04,11.830743789672852
2011-11-07,11.895576477050781
2011-11-08,11.951767921447754
2011-11-09,11.74428653717041
2011-11-10,11.943121910095215
2011-11-11,12.007959365844727
2011-11-14,11.938799858093262
2011-11-15,12.003640174865723
2011-11-16,11.886931419372559
2011-11-17,11.904219627380371
2011-11-18,11.947446823120117
2011-11-21,11.800480842590332
2011-11-22,11.830743789672852
2011-11-23,11.722675323486328
2011-11-25,11.7788667678833
2011-11-28,11.930155754089355
2011-11-29,12.081445693969727
2011-11-30,12.401310920715332
2011-12-01,12.396986961364746
2011-12-02,12.280282974243164
2011-12-05,12.198152542114258
2011-12-06,12.431565284729004
2011-12-07,12.461831092834473
2011-12-08,12.332155227661133
2011-12-09,12.440210342407227
2011-12-12,12.479118347167969
2011-12-13,12.530984878540039
2011-12-14,12.418601036071777
2011-12-15,12.58285903930664
2011-12-16,12.595827102661133
2011-12-19,12.682272911071777
2011-12-20,12.907045364379883
2011-12-21,13.101556777954102
2011-12-22,13.066507339477539
2011-12-23,13.075265884399414
2011-12-27,13.022685050964355
2011-12-28,13.022685050964355
2011-12-29,13.053359985351562
2011-12-30,12.992015838623047
2012-01-03,12.514399528503418
2012-01-04,12.444291114807129
2012-01-05,12.632707595825195
2012-01-06,12.584508895874023
2012-01-09,12.488102912902832
2012-01-10,12.667766571044922
2012-01-11,12.637090682983398
2012-01-12,12.637090682983398
2012-01-13,12.68967342376709
2012-01-17,12.663379669189453
2012-01-18,12.68967342376709
2012-01-19,12.536312103271484
2012-01-20,12.575746536254883
2012-01-23,12.536312103271484
2012-01-24,12.391708374023438
2012-01-25,12.562600135803223
2012-01-26,12.558218955993652
2012-01-27,12.330365180969238
2012-01-30,12.439909934997559
2012-01-31,12.444291114807129
2012-02-01,12.457437515258789
2012-02-02,12.505635261535645
2012-02-03,12.637090682983398
2012-02-06,12.549454689025879
2012-02-07,12.628324508666992
2012-02-08,12.637090682983398
2012-02-09,12.838652610778809
2012-02-10,12.799219131469727
2012-02-13,12.807977676391602
2012-02-14,12.825506210327148
2012-02-15,12.816744804382324
2012-02-16,12.94381332397461
2012-02-17,12.992015838623047
2012-02-21,12.97887134552002
2012-02-22,12.992015838623047
2012-02-23,13.01392936706543
2012-02-24,13.140992164611816
2012-02-27,13.158523559570312
2012-02-28,13.15414047241211
2012-02-29,13.189196586608887
2012-03-01,13.15414047241211
2012-03-02,13.127846717834473
2012-03-05,13.259305953979492
2012-03-06,13.180432319641113
2012-03-07,13.189196586608887
2012-03-08,13.346939086914062
2012-03-09,13.346939086914062
2012-03-12,13.338173866271973
2012-03-13,13.369268417358398
2012-03-14,13.302639961242676
2012-03-15,13.338175773620605
2012-03-16,13.338175773620605
2012-03-19,13.373709678649902
2012-03-20,13.382593154907227
2012-03-21,13.391471862792969
2012-03-22,13.387032508850098
2012-03-23,13.502513885498047
2012-03-26,13.617999076843262
2012-03-27,13.595787048339844
2012-03-28,13.555811882019043
2012-03-29,13.586908340454102
2012-03-30,13.711273193359375
2012-04-02,13.84007453918457
2012-04-03,13.808989524841309
2012-04-04,13.817873001098633
2012-04-05,13.928909301757812
2012-04-09,13.84007453918457
2012-04-10,13.746809959411621
2012-04-11,13.862282752990723
2012-04-12,13.906704902648926
2012-04-13,13.986653327941895
2012-04-16,13.937796592712402
2012-04-17,14.039952278137207
2012-04-18,14.062162399291992
2012-04-19,14.115457534790039
2012-04-20,14.164319038391113
2012-04-23,14.106578826904297
2012-04-24,14.079928398132324
2012-04-25,14.075481414794922
2012-04-26,14.18208122253418
2012-04-27,14.270915985107422
2012-04-30,14.306449890136719
2012-05-01,14.399724960327148
2012-05-02,14.377516746520996
2012-05-03,14.457463264465332
2012-05-04,14.404168128967285
2012-05-07,14.302005767822266
2012-05-08,14.328654289245605
2012-05-09,14.10213565826416
2012-05-10,14.093252182006836
2012-05-11,14.119902610778809
2012-05-14,14.075481414794922
2012-05-15,14.10213565826416
2012-05-16,14.150992393493652
2012-05-17,14.053276062011719
2012-05-18,14.07104206085205
2012-05-21,14.1465482711792
2012-05-22,14.106578826904297
2012-05-23,14.0888090133667
2012-05-24,14.328654289245605
2012-05-25,14.262033462524414
2012-05-29,14.270915985107422
2012-05-30,14.222060203552246
2012-05-31,14.297566413879395
2012-06-01,14.075481414794922
2012-06-04,14.18208122253418
2012-06-05,14.124338150024414
2012-06-06,14.470788955688477
2012-06-07,14.546295166015625
2012-06-08,14.617362976074219
2012-06-11,14.639572143554688
2012-06-12,14.848322868347168
2012-06-13,14.960742950439453
2012-06-14,15.145116806030273
2012-06-15,15.18558406829834
2012-06-18,15.2215576171875
2012-06-19,15.253034591674805
2012-06-20,15.248534202575684
2012-06-21,15.239543914794922
2012-06-22,15.230557441711426
2012-06-25,15.163106918334961
2012-06-26,15.140616416931152
2012-06-27,15.289006233215332
2012-06-28,15.302497863769531
2012-06-29,15.536331176757812
2012-07-02,15.720699310302734
2012-07-03,15.734188079833984
2012-07-05,15.689223289489746
2012-07-06,15.72519588470459
2012-07-09,15.810630798339844
2012-07-10,15.932048797607422
2012-07-11,15.88258171081543
2012-07-12,15.792646408081055
2012-07-13,16.017486572265625
2012-07-16,16.003999710083008
2012-07-17,16.102922439575195
2012-07-18,16.152387619018555
2012-07-19,16.1613826751709
2012-07-20,16.14789581298828
2012-07-23,15.959024429321289
2012-07-24,15.995001792907715
2012-07-25,15.918559074401855
2012-07-26,16.02198600769043
2012-07-27,16.143396377563477
2012-07-30,16.260313034057617
2012-07-31,16.174869537353516
2012-08-01,16.20184898376465
2012-08-02,15.99050521850586
2012-08-03,16.152387619018555
2012-08-06,16.093931198120117
2012-08-07,15.716203689575195
2012-08-08,15.743180274963379
2012-08-09,15.612780570983887
2012-08-10,15.720699310302734
2012-08-13,15.833113670349121
2012-08-14,15.936541557312012
2012-08-15,15.797149658203125
2012-08-16,15.918559074401855
2012-08-17,15.923052787780762
2012-08-20,15.819628715515137
2012-08-21,15.477874755859375
2012-08-22,15.253034591674805
2012-08-23,15.041692733764648
2012-08-24,15.324984550476074
2012-08-27,15.405928611755371
2012-08-28,15.51834487915039
2012-08-29,15.55431842803955
2012-08-30,15.486865043640137
2012-08-31,15.27101993560791
2012-09-04,15.46888256072998
2012-09-05,15.401432037353516
2012-09-06,15.55431842803955
2012-09-07,15.410428047180176
2012-09-10,15.491360664367676
2012-09-11,15.464383125305176
2012-09-12,15.168304443359375
2012-09-13,15.400609970092773
2012-09-14,15.004323959350586
2012-09-17,15.127314567565918
2012-09-18,15.16374683380127
2012-09-19,15.099981307983398
2012-09-20,15.30950927734375
2012-09-21,15.514493942260742
2012-09-24,15.582813262939453
2012-09-25,15.491711616516113
2012-09-26,15.564593315124512
2012-09-27,15.441614151000977
2012-09-28,15.209300994873047
2012-10-01,15.323179244995117
2012-10-02,15.364177703857422
2012-10-03,15.509931564331055
2012-10-04,15.48715877532959
2012-10-05,15.48715877532959
2012-10-08,15.478048324584961
2012-10-09,15.268518447875977
2012-10-10,15.186532020568848
2012-10-11,14.899559020996094
2012-10-12,15.086311340332031
2012-10-15,15.109085083007812
2012-10-16,15.150083541870117
2012-10-17,15.259407043457031
2012-10-18,15.072649955749512
2012-10-19,14.863116264343262
2012-10-22,14.995213508605957
2012-10-23,14.735573768615723
2012-10-24,14.63536262512207
2012-10-25,14.621695518493652
2012-10-26,14.466828346252441
2012-10-31,14.485041618347168
2012-11-01,14.562485694885254
2012-11-02,14.439497947692871
2012-11-05,14.521492004394531
2012-11-06,14.548821449279785
2012-11-07,14.302848815917969
2012-11-08,14.248186111450195
2012-11-09,14.339285850524902
2012-11-12,14.1661958694458
2012-11-13,14.20263671875
2012-11-14,14.02499008178711
2012-11-15,13.888337135314941
2012-11-16,14.229962348937988
2012-11-19,14.831230163574219
2012-11-20,14.96332836151123
2012-11-21,14.96788215637207
2012-11-23,15.25029468536377
2012-11-26,15.127314567565918
2012-11-27,15.099981307983398
2012-11-28,15.21840763092041
2012-11-29,15.291290283203125
2012-11-30,15.400609970092773
2012-12-03,15.33228874206543
2012-12-04,15.254855155944824
2012-12-05,15.168304443359375
2012-12-06,15.11364459991455
2012-12-07,15.24574089050293
2012-12-10,15.2229585647583
2012-12-11,15.013439178466797
2012-12-12,15.145525932312012
2012-12-13,15.150083541870117
2012-12-14,15.104534149169922
2012-12-17,15.027093887329102
2012-12-18,14.844898223876953
2012-12-19,14.753800392150879
2012-12-20,14.876784324645996
2012-12-21,14.705942153930664
2012-12-24,14.618220329284668
2012-12-26,14.461231231689453
2012-12-27,14.49816608428955
2012-12-28,14.355034828186035
2012-12-31,14.516641616821289
2013-01-02,15.024535179138184
2013-01-03,15.033766746520996
2013-01-04,15.024535179138184
2013-01-07,14.987597465515137
2013-01-08,14.839842796325684
2013-01-09,14.729035377502441
2013-01-10,15.098419189453125
2013-01-11,15.204607963562012
2013-01-14,15.23231029510498
2013-01-15,15.135348320007324
2013-01-16,15.135348320007324
2013-01-17,15.23231029510498
2013-01-18,15.361590385437012
2013-01-22,15.306185722351074
2013-01-23,15.241545677185059
2013-01-24,15.426231384277344
2013-01-25,15.444701194763184
2013-01-28,15.56013298034668
2013-01-29,15.56013298034668
2013-01-30,15.56013298034668
2013-01-31,15.55090045928955
2013-02-01,15.791000366210938
2013-02-04,15.647867202758789
2013-02-05,15.781768798828125
2013-02-06,15.754059791564941
2013-02-07,15.980308532714844
2013-02-08,16.017240524291992
2013-02-11,16.044944763183594
2013-02-12,16.003385543823242
2013-02-13,16.05879783630371
2013-02-14,15.749443054199219
2013-02-15,15.874106407165527
2013-02-19,16.05417823791504
2013-02-20,16.10958480834961
2013-02-21,16.25272560119629
2013-02-22,16.308130264282227
2013-02-25,15.998775482177734
2013-02-26,15.837165832519531
2013-02-27,15.730974197387695
2013-02-28,15.490877151489258
2013-03-01,15.463172912597656
2013-03-04,15.666333198547363
2013-03-05,15.809469223022461
2013-03-06,15.758676528930664
2013-03-07,15.680184364318848
2013-03-08,15.698652267456055
2013-03-11,15.81869888305664
2013-03-12,15.772528648376465
2013-03-13,15.870758056640625
2013-03-14,15.80994987487793
2013-03-15,15.75381851196289
2013-03-18,15.655594825744629
2013-03-19,15.758498191833496
2013-03-20,15.922208786010742
2013-03-21,15.838016510009766
2013-03-22,15.861397743225098
2013-03-25,15.847367286682129
2013-03-26,16.071895599365234
2013-03-27,16.095277786254883
2013-03-28,16.085926055908203
2013-04-01,16.043819427490234
2013-04-02,16.464801788330078
2013-04-03,16.287059783935547
2013-04-04,16.446090698242188
2013-04-05,16.296409606933594
2013-04-08,16.492860794067383
2013-04-09,16.595766067504883
2013-04-10,16.679960250854492
2013-04-11,16.6612491607666
2013-04-12,16.796897888183594
2013-04-15,16.282377243041992
2013-04-16,16.54899024963379
2013-04-17,16.436735153198242
2013-04-18,16.22157096862793
2013-04-19,16.380603790283203
2013-04-22,16.502216339111328
2013-04-23,16.61916160583496
2013-04-24,16.61916160583496
2013-04-25,16.810930252075195
2013-04-26,16.871747970581055
2013-04-29,17.124330520629883
2013-04-30,17.077552795410156
2013-05-01,16.988685607910156
2013-05-02,17.143037796020508
2013-05-03,17.077552795410156
2013-05-06,16.876422882080078
2013-05-07,17.058839797973633
2013-05-08,17.082229614257812
2013-05-09,17.002708435058594
2013-05-10,17.15707015991211
2013-05-13,17.26933479309082
2013-05-14,17.334810256958008
2013-05-15,17.521913528442383
2013-05-16,17.390945434570312
2013-05-17,17.512561798095703
2013-05-20,17.46578598022461
2013-05-21,17.26933479309082
2013-05-22,17.259973526000977
2013-05-23,17.24126434326172
2013-05-24,17.348848342895508
2013-05-28,17.33949089050293
2013-05-29,17.04480743408203
2013-05-30,17.04013442993164
2013-05-31,16.88576889038086
2013-06-03,17.054162979125977
2013-06-04,16.93722915649414
2013-06-05,16.703351974487305
2013-06-06,16.75012969970703
2013-06-07,16.909162521362305
2013-06-10,16.946575164794922
2013-06-11,16.913841247558594
2013-06-12,16.857017517089844
2013-06-13,16.932785034179688
2013-06-14,16.847549438476562
2013-06-17,16.946989059448242
2013-06-18,17.117450714111328
2013-06-19,16.662879943847656
2013-06-20,16.260391235351562
2013-06-21,16.539762496948242
2013-06-24,16.397708892822266
2013-06-25,16.539762496948242
2013-06-26,16.700759887695312
2013-06-27,16.785993576049805
2013-06-28,16.568178176879883
2013-07-01,16.75284194946289
2013-07-02,16.790725708007812
2013-07-03,16.804931640625
2013-07-05,16.804931640625
2013-07-08,17.06536102294922
2013-07-09,17.17426872253418
2013-07-10,17.28317642211914
2013-07-11,17.453641891479492
2013-07-12,17.482059478759766
2013-07-15,17.543611526489258
2013-07-16,17.628843307495117
2013-07-17,17.52940559387207
2013-07-18,17.519939422607422
2013-07-19,17.59096336364746
2013-07-22,17.46311378479004
2013-07-23,17.04169273376465
2013-07-24,16.84281349182129
2013-07-25,17.003807067871094
2013-07-26,16.99907684326172
2013-07-29,16.890161514282227
2013-07-30,16.83808135986328
2013-07-31,16.6013240814209
2013-08-01,16.828611373901367
2013-08-02,16.894899368286133
2013-08-05,16.861759185791016
2013-08-06,16.76231575012207
2013-08-07,16.667606353759766
2013-08-08,16.84281349182129
2013-08-09,16.748111724853516
2013-08-12,16.64867401123047
2013-08-13,16.677080154418945
2013-08-14,16.6013240814209
2013-08-15,16.36930274963379
2013-08-16,16.236717224121094
2013-08-19,16.06624984741211
2013-08-20,15.990488052368164
2013-08-21,15.843705177307129
2013-08-22,15.89105224609375
2013-08-23,16.231985092163086
2013-08-26,16.123071670532227
2013-08-27,16.094667434692383
2013-08-28,15.909997940063477
2013-08-29,16.07099151611328
2013-08-30,16.042579650878906
2013-09-03,16.018905639648438
2013-09-04,16.179895401000977
2013-09-05,16.217777252197266
2013-09-06,16.288806915283203
2013-09-09,16.37877082824707
2013-09-10,16.563440322875977
2013-09-11,16.767045974731445
2013-09-12,16.57984161376953
2013-09-13,16.723846435546875
