Date,A
2010-09-29,20.746719360351562
2010-09-30,21.24978256225586
2010-10-01,21.479026794433594
2010-10-04,20.753084182739258
2010-10-05,21.039636611938477
2010-10-06,20.804031372070312
2010-10-07,21.141530990600586
2010-10-08,21.52359962463379
2010-10-11,21.49176597595215
2010-10-12,21.447185516357422
2010-10-13,21.848363876342773
2010-10-14,21.797422409057617
2010-10-15,21.956615447998047
2010-10-18,22.071239471435547
2010-10-19,21.663700103759766
2010-10-20,22.071239471435547
2010-10-21,22.128555297851562
2010-10-22,22.128555297851562
2010-10-25,22.22407341003418
2010-10-26,22.160398483276367
2010-10-27,22.026668548583984
2010-10-28,22.23680877685547
2010-10-29,22.160398483276367
2010-11-01,22.128555297851562
2010-11-02,22.325960159301758
2010-11-03,22.357799530029297
2010-11-04,22.918182373046875
2010-11-05,23.16653060913086
2010-11-08,23.039155960083008
2010-11-09,22.593412399291992
2010-11-10,22.453319549560547
2010-11-11,22.752609252929688
2010-11-12,23.15378761291504
2010-11-15,23.05190658569336
2010-11-16,22.313222885131836
2010-11-17,22.421478271484375
2010-11-18,23.071008682250977
2010-11-19,23.217479705810547
2010-11-22,23.10285186767578
2010-11-23,22.561580657958984
2010-11-24,23.141048431396484
2010-11-26,23.147422790527344
2010-11-29,22.701679229736328
2010-11-30,22.300493240356445
2010-12-01,23.00096321105957
2010-12-02,23.383037567138672
2010-12-03,23.866994857788086
2010-12-06,23.644128799438477
2010-12-07,23.93068504333496
2010-12-08,23.981626510620117
2010-12-09,24.2299747467041
2010-12-10,24.5419979095459
2010-12-13,24.643890380859375
2010-12-14,24.7712459564209
2010-12-15,24.5037899017334
2010-12-16,25.3061466217041
2010-12-17,25.81559181213379
2010-12-20,25.872901916503906
2010-12-21,26.000261306762695
2010-12-22,26.146718978881836
2010-12-23,26.15308952331543
2010-12-27,26.694364547729492
2010-12-28,26.433277130126953
2010-12-29,26.547908782958984
2010-12-30,26.484216690063477
2010-12-31,26.382328033447266
2011-01-03,26.66889190673828
2011-01-04,26.420547485351562
2011-01-05,26.36322784423828
2011-01-06,26.414173126220703
2011-01-07,26.503326416015625
2011-01-10,26.88540267944336
2011-01-11,27.343891143798828
2011-01-12,27.464876174926758
2011-01-13,27.362995147705078
2011-01-14,27.54766082763672
2011-01-18,28.241769790649414
2011-01-19,27.019123077392578
2011-01-20,26.92997932434082
2011-01-21,26.81534767150879
2011-01-24,27.235639572143555
2011-01-25,27.1846981048584
2011-01-26,27.108274459838867
2011-01-27,27.031862258911133
2011-01-28,26.095773696899414
2011-01-31,26.63705062866211
2011-02-01,26.777141571044922
2011-02-02,26.254981994628906
2011-02-03,26.10215187072754
2011-02-04,27.375732421875
2011-02-07,28.299087524414062
2011-02-08,28.127140045166016
2011-02-09,27.65592384338379
2011-02-10,28.018896102905273
2011-02-11,28.66842269897461
2011-02-14,28.521955490112305
2011-02-15,27.159221649169922
2011-02-16,27.745065689086914
2011-02-17,27.967952728271484
2011-02-18,27.967952728271484
2011-02-22,27.057336807250977
2011-02-23,25.75827980041504
2011-02-24,26.204023361206055
2011-02-25,26.97454833984375
2011-02-28,26.796249389648438
2011-03-01,25.90473747253418
2011-03-02,26.401437759399414
2011-03-03,27.26747703552246
2011-03-04,29.770063400268555
2011-03-07,29.20969009399414
2011-03-08,29.273374557495117
2011-03-09,29.324316024780273
2011-03-10,28.57927131652832
2011-03-11,28.872201919555664
2011-03-14,28.55379867553711
2011-03-15,27.904268264770508
2011-03-16,26.955448150634766
2011-03-17,27.031862258911133
2011-03-18,27.343891143798828
2011-03-21,27.987056732177734
2011-03-22,27.503084182739258
2011-03-23,27.808744430541992
2011-03-24,27.961580276489258
2011-03-25,28.044363021850586
2011-03-28,27.99342155456543
2011-03-29,28.3754940032959
2011-03-30,28.713001251220703
2011-03-31,28.515588760375977
2011-04-01,28.744829177856445
2011-04-04,28.547428131103516
2011-04-05,28.872201919555664
2011-04-06,28.840360641479492
2011-04-07,28.572898864746094
2011-04-08,28.58563804626465
2011-04-11,28.649311065673828
2011-04-12,28.617483139038086
2011-04-13,29.66817855834961
2011-04-14,29.69365119934082
2011-04-15,30.247682571411133
2011-04-18,29.661823272705078
2011-04-19,29.76370620727539
2011-04-20,30.973617553710938
2011-04-21,31.41937828063965
2011-04-25,30.680688858032227
2011-04-26,31.45757293701172
2011-04-27,31.85875701904297
2011-04-28,32.04341506958008
2011-04-29,31.782320022583008
2011-05-02,32.11983871459961
2011-05-03,32.22172546386719
2011-05-04,31.521259307861328
2011-05-05,31.311113357543945
2011-05-06,31.667726516723633
2011-05-09,31.763248443603516
2011-05-10,32.26630783081055
2011-05-11,31.85875701904297
2011-05-12,32.049781799316406
2011-05-13,33.48258590698242
2011-05-16,33.31700134277344
2011-05-17,32.58469009399414
2011-05-18,32.941314697265625
2011-05-19,32.57831573486328
2011-05-20,32.285400390625
2011-05-23,31.26653480529785
2011-05-24,31.00543975830078
2011-05-25,31.21558952331543
2011-05-26,31.451204299926758
2011-05-27,31.58492660522461
2011-05-31,31.756866455078125
2011-06-01,30.566064834594727
2011-06-02,30.680688858032227
2011-06-03,30.203088760375977
2011-06-06,29.967479705810547
2011-06-07,30.375017166137695
2011-06-08,30.400501251220703
2011-06-09,31.01819610595703
2011-06-10,30.68706512451172
2011-06-13,30.26677703857422
2011-06-14,31.183746337890625
2011-06-15,30.164878845214844
2011-06-16,29.967479705810547
2011-06-17,30.203088760375977
2011-06-20,30.80805015563965
2011-06-21,31.725011825561523
2011-06-22,31.171016693115234
2011-06-23,31.44483757019043
2011-06-24,30.878080368041992
2011-06-27,31.10733985900879
2011-06-28,32.14531326293945
2011-06-29,32.21535873413086
2011-06-30,32.5464973449707
2011-07-01,33.11323547363281
2011-07-05,32.896732330322266
2011-07-06,32.998619079589844
2011-07-07,33.355220794677734
2011-07-08,31.986127853393555
2011-07-11,31.260160446166992
2011-07-12,30.610626220703125
2011-07-13,30.65521240234375
2011-07-14,30.139419555664062
2011-07-15,29.9802188873291
2011-07-18,28.9486083984375
2011-07-19,29.891063690185547
2011-07-20,29.878326416015625
2011-07-21,29.878326416015625
2011-07-22,29.859224319458008
2011-07-25,29.547191619873047
2011-07-26,28.55379867553711
2011-07-27,27.038219451904297
2011-07-28,26.859935760498047
2011-07-29,26.847196578979492
2011-08-01,25.97478675842285
2011-08-02,24.79671859741211
2011-08-03,24.9622859954834
2011-08-04,23.504024505615234
2011-08-05,23.300256729125977
2011-08-08,20.733980178833008
2011-08-09,21.78468894958496
2011-08-10,20.281858444213867
2011-08-11,21.975725173950195
2011-08-12,23.058273315429688
2011-08-15,23.87973403930664
2011-08-16,23.32573127746582
2011-08-17,22.797191619873047
2011-08-18,20.523836135864258
2011-08-19,19.79153060913086
2011-08-22,19.422182083129883
2011-08-23,20.28822135925293
2011-08-24,21.065109252929688
2011-08-25,21.033273696899414
2011-08-26,22.204971313476562
2011-08-29,23.383037567138672
2011-08-30,23.31936264038086
2011-08-31,23.478557586669922
2011-09-01,22.82265853881836
2011-09-02,21.905683517456055
2011-09-06,21.60001564025879
2011-09-07,22.727140426635742
2011-09-08,21.7401123046875
2011-09-09,21.2434139251709
2011-09-12,21.275257110595703
2011-09-13,22.147661209106445
2011-09-14,23.293888092041016
2011-09-15,23.58681297302246
2011-09-16,23.15378761291504
2011-09-19,22.26228141784668
2011-09-20,22.31959342956543
2011-09-21,20.536577224731445
2011-09-22,19.925254821777344
2011-09-23,20.173601150512695
2011-09-26,20.625715255737305
2011-09-27,21.370773315429688
2011-09-28,20.14812660217285
2011-09-29,20.70850372314453
2011-09-30,19.8997802734375
2011-10-03,18.721717834472656
2011-10-04,19.746952056884766
2011-10-05,20.453786849975586
2011-10-06,21.358034133911133
2011-10-07,19.9762020111084
2011-10-10,21.211572647094727
2011-10-11,21.606382369995117
2011-10-12,21.5108642578125
2011-10-13,20.67667007446289
2011-10-14,21.230682373046875
2011-10-17,21.058746337890625
2011-10-18,21.31983184814453
2011-10-19,21.00779914855957
2011-10-20,21.479026794433594
2011-10-21,22.45969009399414
2011-10-24,23.905210494995117
2011-10-25,22.879972457885742
2011-10-26,22.790821075439453
2011-10-27,25.471721649169922
2011-10-28,26.03846549987793
2011-10-31,23.605915069580078
2011-11-01,22.47241973876953
2011-11-02,23.02643394470215
2011-11-03,23.644128799438477
2011-11-04,23.504024505615234
2011-11-07,24.032567977905273
2011-11-08,24.675731658935547
2011-11-09,22.969131469726562
2011-11-10,23.472187042236328
2011-11-11,23.85426139831543
2011-11-14,23.91157341003418
2011-11-15,24.357332229614258
2011-11-16,24.567476272583008
2011-11-17,23.695064544677734
2011-11-18,23.440351486206055
2011-11-21,22.790821075439453
2011-11-22,22.6570987701416
2011-11-23,21.396236419677734
2011-11-25,21.542709350585938
2011-11-28,22.3896484375
2011-11-29,22.300493240356445
2011-11-30,23.87973403930664
2011-12-01,24.083507537841797
2011-12-02,23.408510208129883
2011-12-05,23.599552154541016
2011-12-06,23.548599243164062
2011-12-07,23.34482765197754
2011-12-08,21.91840934753418
2011-12-09,22.49789810180664
2011-12-12,21.479026794433594
2011-12-13,21.109691619873047
2011-12-14,20.96959686279297
2011-12-15,21.30072784423828
2011-12-16,21.30708885192871
2011-12-19,21.160634994506836
2011-12-20,22.020305633544922
2011-12-21,21.88020896911621
2011-12-22,22.185867309570312
2011-12-23,22.517004013061523
2011-12-27,22.446949005126953
2011-12-28,21.721006393432617
2011-12-29,22.325960159301758
2011-12-30,22.243173599243164
2012-01-03,23.230215072631836
2012-01-04,23.04553985595703
2012-01-05,23.561342239379883
2012-01-06,23.816057205200195
2012-01-09,24.440113067626953
2012-01-10,24.89860725402832
2012-01-11,24.783979415893555
2012-01-12,25.16605567932129
2012-01-13,24.873136520385742
2012-01-17,25.465351104736328
2012-01-18,26.280452728271484
2012-01-19,26.6497802734375
2012-01-20,26.10850715637207
2012-01-23,26.10850715637207
2012-01-24,27.127382278442383
2012-01-25,28.050731658935547
2012-01-26,27.16558837890625
2012-01-27,27.178316116333008
2012-01-30,27.483999252319336
2012-01-31,27.04459571838379
2012-02-01,28.13988494873047
2012-02-02,27.84058952331543
2012-02-03,28.833986282348633
2012-02-06,28.439180374145508
2012-02-07,28.400962829589844
2012-02-08,28.636573791503906
2012-02-09,28.713001251220703
2012-02-10,28.10803985595703
2012-02-13,27.91699981689453
2012-02-14,27.878799438476562
2012-02-15,27.789642333984375
2012-02-16,27.91063690185547
2012-02-17,27.47125244140625
2012-02-21,27.13374900817871
2012-02-22,27.203794479370117
2012-02-23,27.6431827545166
2012-02-24,27.39482879638672
2012-02-27,27.604969024658203
2012-02-28,27.783281326293945
2012-02-29,27.77691078186035
2012-03-01,28.120771408081055
2012-03-02,27.84058952331543
2012-03-05,27.242008209228516
2012-03-06,26.923608779907227
2012-03-07,27.675020217895508
2012-03-08,28.197185516357422
2012-03-09,28.36912727355957
2012-03-12,27.77691078186035
2012-03-13,28.725730895996094
2012-03-14,28.636573791503906
2012-03-15,29.203319549560547
2012-03-16,29.050500869750977
2012-03-19,28.884933471679688
2012-03-20,28.547428131103516
2012-03-21,28.477378845214844
2012-03-22,27.834217071533203
2012-03-23,28.209924697875977
2012-03-26,28.687517166137695
2012-03-27,29.08234214782715
2012-03-28,28.394594192504883
2012-03-29,28.31182098388672
2012-03-30,28.407556533813477
2012-04-02,28.637310028076172
2012-04-03,28.611783981323242
2012-04-04,27.91611671447754
2012-04-05,28.573495864868164
2012-04-09,27.794857025146484
2012-04-10,26.99706268310547
2012-04-11,27.10556411743164
2012-04-12,27.782087326049805
2012-04-13,26.958776473999023
2012-04-16,26.79921531677246
2012-04-17,27.220441818237305
2012-04-18,27.009830474853516
2012-04-19,26.754539489746094
2012-04-20,26.86941909790039
2012-04-23,26.339696884155273
2012-04-24,25.4014949798584
2012-04-25,26.282251358032227
2012-04-26,26.79921531677246
2012-04-27,27.16299819946289
2012-04-30,26.92048454284668
2012-05-01,27.424678802490234
2012-05-02,27.46935272216797
2012-05-03,26.939620971679688
2012-05-04,26.17375373840332
2012-05-07,26.078006744384766
2012-05-08,25.701457977294922
2012-05-09,25.484460830688477
2012-05-10,25.363203048706055
2012-05-11,25.178117752075195
2012-05-14,24.827083587646484
2012-05-15,25.854633331298828
2012-05-16,25.375965118408203
2012-05-17,25.293004989624023
2012-05-18,24.718585968017578
2012-05-21,25.52276039123535
2012-05-22,25.84187126159668
2012-05-23,26.020586013793945
2012-05-24,26.180131912231445
2012-05-25,26.17375373840332
2012-05-29,26.92048454284668
2012-05-30,26.3907413482666
2012-05-31,25.95037078857422
2012-06-01,24.39308738708496
2012-06-04,24.15056610107422
2012-06-05,24.437763214111328
2012-06-06,25.38234519958496
2012-06-07,25.50360870361328
2012-06-08,25.273847579956055
2012-06-11,24.87814712524414
2012-06-12,25.190885543823242
2012-06-13,24.890911102294922
2012-06-14,25.11429214477539
2012-06-15,25.535518646240234
2012-06-18,25.6248722076416
2012-06-19,26.263097763061523
2012-06-20,25.93761444091797
2012-06-21,24.967493057250977
2012-06-22,24.910057067871094
2012-06-25,24.03568458557129
2012-06-26,24.246305465698242
2012-06-27,24.476058959960938
2012-06-28,24.073974609375
2012-06-29,25.110666275024414
2012-07-02,24.899477005004883
2012-07-03,25.30263328552246
2012-07-05,25.19384765625
2012-07-06,24.297950744628906
2012-07-09,24.073974609375
2012-07-10,23.99079132080078
2012-07-11,23.79881477355957
2012-07-12,23.37006378173828
2012-07-13,23.702821731567383
2012-07-16,23.568437576293945
2012-07-17,23.89479637145996
2012-07-18,24.54752540588379
2012-07-19,24.611520767211914
2012-07-20,24.03558349609375
2012-07-23,23.478853225708008
2012-07-24,22.7877254486084
2012-07-25,23.126890182495117
2012-07-26,23.427648544311523
2012-07-27,24.278759002685547
2012-07-30,24.43233871459961
2012-07-31,24.502727508544922
2012-08-01,24.43233871459961
2012-08-02,24.157169342041016
2012-08-03,25.027467727661133
2012-08-06,25.104259490966797
2012-08-07,25.756980895996094
2012-08-08,26.019351959228516
2012-08-09,26.10894203186035
2012-08-10,25.93616485595703
2012-08-13,25.840181350708008
2012-08-14,25.910558700561523
2012-08-15,25.904165267944336
2012-08-16,23.773212432861328
2012-08-17,23.818008422851562
2012-08-20,23.472444534301758
2012-08-21,23.76042366027832
2012-08-22,23.971590042114258
2012-08-23,23.97798728942871
2012-08-24,24.22116470336914
2012-08-27,23.95880126953125
2012-08-28,23.645233154296875
2012-08-29,23.77960968017578
2012-08-30,23.702821731567383
2012-08-31,23.77960968017578
2012-09-04,23.709213256835938
2012-09-05,23.510854721069336
2012-09-06,23.98438835144043
2012-09-07,24.585918426513672
2012-09-10,24.48353385925293
2012-09-11,24.208364486694336
2012-09-12,23.99079132080078
2012-09-13,24.560319900512695
2012-09-14,25.424219131469727
2012-09-17,25.360231399536133
2012-09-18,25.309036254882812
2012-09-19,25.52020263671875
2012-09-20,25.104259490966797
2012-09-21,24.957077026367188
2012-09-24,24.75870132446289
2012-09-25,24.52193260192871
2012-09-26,24.48992919921875
2012-09-27,24.688312530517578
2012-09-28,24.669057846069336
2012-10-01,24.93210220336914
2012-10-02,24.93852424621582
2012-10-03,25.009096145629883
2012-10-04,25.150251388549805
2012-10-05,24.93210220336914
2012-10-08,24.803794860839844
2012-10-09,24.476585388183594
2012-10-10,24.00180435180664
2012-10-11,24.142959594726562
2012-10-12,23.879905700683594
2012-10-15,23.854249954223633
2012-10-16,24.322603225708008
2012-10-17,24.418846130371094
2012-10-18,23.507789611816406
2012-10-19,22.936771392822266
2012-10-22,23.097177505493164
2012-10-23,22.782791137695312
2012-10-24,23.000930786132812
2012-10-25,23.167747497558594
2012-10-26,23.058671951293945
2012-10-31,23.09075355529785
2012-11-01,23.802906036376953
2012-11-02,23.73876190185547
2012-11-05,24.130125045776367
2012-11-06,24.55998420715332
2012-11-07,24.110885620117188
2012-11-08,23.661767959594727
2012-11-09,23.681013107299805
2012-11-12,23.62327003479004
2012-11-13,23.308897018432617
2012-11-14,23.186994552612305
2012-11-15,22.936771392822266
2012-11-16,22.97526741027832
2012-11-19,24.065969467163086
2012-11-20,23.276813507080078
2012-11-21,22.9945125579834
2012-11-23,23.661767959594727
2012-11-26,24.040302276611328
2012-11-27,23.95689582824707
2012-11-28,24.361095428466797
2012-11-29,24.598485946655273
2012-11-30,24.566402435302734
2012-12-03,24.329021453857422
2012-12-04,24.46375274658203
2012-12-05,24.803794860839844
2012-12-06,24.585660934448242
2012-12-07,24.258441925048828
2012-12-10,24.739635467529297
2012-12-11,25.471044540405273
2012-12-12,25.990734100341797
2012-12-13,25.535205841064453
2012-12-14,25.56728172302246
2012-12-17,26.13829803466797
2012-12-18,26.555328369140625
2012-12-19,26.042051315307617
2012-12-20,26.53608512878418
2012-12-21,26.337190628051758
2012-12-24,26.35002326965332
2012-12-26,26.23453140258789
2012-12-27,26.1380672454834
2012-12-28,25.617107391357422
2012-12-31,26.331008911132812
2013-01-02,26.935585021972656
2013-01-03,27.03205108642578
2013-01-04,27.565872192382812
2013-01-07,27.36649513244629
2013-01-08,27.14781951904297
2013-01-09,27.881019592285156
2013-01-10,28.086830139160156
2013-01-11,27.932479858398438
2013-01-14,28.003232955932617
2013-01-15,27.810283660888672
2013-01-16,27.68807601928711
2013-01-17,28.215469360351562
2013-01-18,28.395559310913086
2013-01-22,28.710704803466797
2013-01-23,28.49202537536621
2013-01-24,28.723569869995117
2013-01-25,29.128761291503906
2013-01-28,29.058015823364258
2013-01-29,28.710704803466797
2013-01-30,28.556346893310547
2013-01-31,28.800745010375977
2013-02-01,29.128761291503906
2013-02-04,28.466304779052734
2013-02-05,28.942249298095703
2013-02-06,29.0001277923584
2013-02-07,28.94867515563965
2013-02-08,28.993698120117188
2013-02-11,28.684978485107422
2013-02-12,28.697847366333008
2013-02-13,28.781452178955078
2013-02-14,28.672117233276367
2013-02-15,27.173545837402344
2013-02-19,27.6623477935791
2013-02-20,27.1671199798584
2013-02-21,26.774791717529297
2013-02-22,26.884132385253906
2013-02-25,26.556108474731445
2013-02-26,26.350299835205078
2013-02-27,26.839099884033203
2013-02-28,26.678316116333008
2013-03-01,26.967741012573242
2013-03-04,27.03205108642578
2013-03-05,27.43724822998047
2013-03-06,27.810283660888672
2013-03-07,27.816713333129883
2013-03-08,27.67521095275879
2013-03-11,27.533720016479492
2013-03-12,27.411514282226562
2013-03-13,27.655921936035156
2013-03-14,27.861732482910156
2013-03-15,27.6623477935791
2013-03-18,27.36649513244629
2013-03-19,27.012765884399414
2013-03-20,27.46296501159668
2013-03-21,26.78765106201172
2013-03-22,26.530384063720703
2013-03-25,26.45322036743164
2013-03-26,26.89699363708496
2013-03-27,27.070642471313477
2013-03-28,27.070642471313477
2013-04-01,26.399837493896484
2013-04-02,26.22569465637207
2013-04-03,26.135395050048828
2013-04-04,26.709449768066406
2013-04-05,26.793289184570312
2013-04-08,26.870697021484375
2013-04-09,26.864242553710938
2013-04-10,27.2576904296875
2013-04-11,28.289695739746094
2013-04-12,28.86374855041504
2013-04-15,27.760791778564453
2013-04-16,27.98654556274414
2013-04-17,27.212553024291992
2013-04-18,26.9803466796875
2013-04-19,27.08999252319336
2013-04-22,26.99324607849121
2013-04-23,27.48343849182129
2013-04-24,27.638242721557617
2013-04-25,27.56084442138672
2013-04-26,26.63848876953125
2013-04-29,26.74169158935547
2013-04-30,26.72879409790039
2013-05-01,26.64494514465332
2013-05-02,26.754596710205078
2013-05-03,26.79974937438965
2013-05-06,27.08999252319336
2013-05-07,27.347993850708008
2013-05-08,27.6962833404541
2013-05-09,27.83819580078125
2013-05-10,28.14133644104004
2013-05-13,27.760791778564453
2013-05-14,28.360639572143555
2013-05-15,29.46358871459961
2013-05-16,29.018543243408203
2013-05-17,29.38620376586914
2013-05-20,29.88928985595703
2013-05-21,30.153738021850586
2013-05-22,29.824790954589844
2013-05-23,29.502300262451172
2013-05-24,29.40553855895996
2013-05-28,29.947351455688477
2013-05-29,29.70223617553711
2013-05-30,29.70223617553711
2013-05-31,29.31523895263672
2013-06-03,29.353946685791016
2013-06-04,29.295886993408203
2013-06-05,28.721845626831055
2013-06-06,29.03143882751465
2013-06-07,29.12173843383789
2013-06-10,28.850839614868164
2013-06-11,28.63799476623535
2013-06-12,28.328392028808594
2013-06-13,28.69603729248047
2013-06-14,28.379995346069336
2013-06-17,28.625089645385742
2013-06-18,28.8959903717041
2013-06-19,28.070398330688477
2013-06-20,27.296396255493164
2013-06-21,27.722089767456055
2013-06-24,27.289949417114258
2013-06-25,27.399587631225586
2013-06-26,27.309289932250977
2013-06-27,27.786590576171875
2013-06-28,27.6572322845459
2013-07-01,28.194076538085938
2013-07-02,27.87067413330078
2013-07-03,27.922422409057617
2013-07-05,28.6080265045166
2013-07-08,28.69211769104004
2013-07-09,28.84734344482422
2013-07-10,29.30657958984375
2013-07-11,29.571773529052734
2013-07-12,29.591157913208008
2013-07-15,29.824020385742188
2013-07-16,29.69465446472168
2013-07-17,29.500619888305664
2013-07-18,29.68819236755371
2013-07-19,29.88222885131836
2013-07-22,30.270315170288086
2013-07-23,30.056854248046875
2013-07-24,30.24444007873535
2013-07-25,30.17975425720215
2013-07-26,29.494150161743164
2013-07-29,29.32598114013672
2013-07-30,29.009052276611328
2013-07-31,28.931425094604492
2013-08-01,29.77874183654785
2013-08-02,29.998647689819336
2013-08-05,29.714052200317383
2013-08-06,29.804611206054688
2013-08-07,29.933971405029297
2013-08-08,29.655851364135742
2013-08-09,29.895166397094727
2013-08-12,30.043928146362305
2013-08-13,30.347915649414062
2013-08-14,30.08273696899414
2013-08-15,30.37380027770996
2013-08-16,30.263839721679688
2013-08-19,30.037471771240234
2013-08-20,30.419082641601562
2013-08-21,30.32852554321289
2013-08-22,31.027070999145508
2013-08-23,30.83949851989746
2013-08-26,30.78774070739746
2013-08-27,30.380264282226562
2013-08-28,30.231491088867188
2013-08-29,30.270315170288086
2013-08-30,30.166828155517578
2013-09-03,30.35439109802246
2013-09-04,30.96237564086914
2013-09-05,30.83949851989746
2013-09-06,30.677791595458984
2013-09-09,31.01413917541504
2013-09-10,31.4022159576416
2013-09-11,31.66739845275879
2013-09-12,31.447492599487305
2013-09-13,31.3439998626709
2013-09-16,31.525110244750977
