Date,BEN
2010-11-04,23.228212356567383
2010-11-05,23.690258026123047
2010-11-08,23.182575225830078
2010-11-09,23.10270881652832
2010-11-10,22.844120025634766
2010-11-11,22.897357940673828
2010-11-12,22.49995994567871
2010-11-15,22.537981033325195
2010-11-16,21.733661651611328
2010-11-17,21.971349716186523
2010-11-18,22.237558364868164
2010-11-19,22.098745346069336
2010-11-22,22.028396606445312
2010-11-23,21.43703842163086
2010-11-24,22.062620162963867
2010-11-26,21.682321548461914
2010-11-29,21.77359962463379
2010-11-30,21.6937313079834
2010-12-01,22.366853713989258
2010-12-02,22.811792373657227
2010-12-03,22.821300506591797
2010-12-06,22.650175094604492
2010-12-07,22.600723266601562
2010-12-08,22.612136840820312
2010-12-09,22.330717086791992
2010-12-10,22.448617935180664
2010-12-13,22.32501792907715
2010-12-14,22.140575408935547
2010-12-15,22.20332145690918
2010-12-16,22.115861892700195
2010-12-17,21.79070281982422
2010-12-20,21.239288330078125
2010-12-21,21.27731704711914
2010-12-22,20.91033363342285
2010-12-23,20.642227172851562
2010-12-27,20.976882934570312
2010-12-28,20.986391067504883
2010-12-29,20.984477996826172
2010-12-30,21.058815002441406
2010-12-31,21.194122314453125
2011-01-03,21.56764793395996
2011-01-04,21.373260498046875
2011-01-05,21.022600173950195
2011-01-06,20.913970947265625
2011-01-07,21.285598754882812
2011-01-10,21.521913528442383
2011-01-11,22.080303192138672
2011-01-12,22.49005126953125
2011-01-13,22.728269577026367
2011-01-14,23.099905014038086
2011-01-18,22.924564361572266
2011-01-19,22.49195671081543
2011-01-20,22.539596557617188
2011-01-21,22.570087432861328
2011-01-24,22.802589416503906
2011-01-25,22.857860565185547
2011-01-26,22.934097290039062
2011-01-27,23.389572143554688
2011-01-28,23.029382705688477
2011-01-31,22.993179321289062
2011-02-01,23.553464889526367
2011-02-02,23.229490280151367
2011-02-03,23.193275451660156
2011-02-04,23.334300994873047
2011-02-07,23.75929832458496
2011-02-08,24.1290225982666
2011-02-09,24.026107788085938
2011-02-10,24.19000244140625
2011-02-11,24.498737335205078
2011-02-14,24.592111587524414
2011-02-15,24.769359588623047
2011-02-16,24.807456970214844
2011-02-17,24.715991973876953
2011-02-18,24.851299285888672
2011-02-22,23.816469192504883
2011-02-23,23.54584503173828
2011-02-24,23.585865020751953
2011-02-25,23.810752868652344
2011-02-28,23.940338134765625
2011-03-01,23.490581512451172
2011-03-02,23.572532653808594
2011-03-03,24.182376861572266
2011-03-04,23.927000045776367
2011-03-07,23.698301315307617
2011-03-08,24.22620391845703
2011-03-09,23.6278018951416
2011-03-10,22.743507385253906
2011-03-11,23.06177520751953
2011-03-14,22.589149475097656
2011-03-15,22.261348724365234
2011-03-16,21.748708724975586
2011-03-17,22.025043487548828
2011-03-18,22.20608901977539
2011-03-21,22.610107421875
2011-03-22,22.400466918945312
2011-03-23,22.575803756713867
2011-03-24,23.149444580078125
2011-03-25,23.094173431396484
2011-03-28,22.897884368896484
2011-03-29,22.939895629882812
2011-03-30,23.45170783996582
2011-03-31,23.887134552001953
2011-04-01,24.2919979095459
2011-04-04,24.330202102661133
2011-04-05,23.92914581298828
2011-04-06,23.885221481323242
2011-04-07,23.709535598754883
2011-04-08,23.79546546936035
2011-04-11,23.680889129638672
2011-04-12,23.69615936279297
2011-04-13,23.64650535583496
2011-04-14,23.4058780670166
2011-04-15,23.50518798828125
2011-04-18,23.184350967407227
2011-04-19,23.180524826049805
2011-04-20,23.70570945739746
2011-04-21,24.049455642700195
2011-04-25,23.805007934570312
2011-04-26,24.12967872619629
2011-04-27,24.03800392150879
2011-04-28,24.316829681396484
2011-04-29,24.658666610717773
2011-05-02,24.647212982177734
2011-05-03,24.56890869140625
2011-05-04,24.425683975219727
2011-05-05,23.864221572875977
2011-05-06,24.11439323425293
2011-05-09,24.280542373657227
2011-05-10,24.511621475219727
2011-05-11,24.102937698364258
2011-05-12,24.45051383972168
2011-05-13,24.30536651611328
2011-05-16,24.242345809936523
2011-05-17,24.080013275146484
2011-05-18,24.26907730102539
2011-05-19,24.26335906982422
2011-05-20,24.030359268188477
2011-05-23,23.568204879760742
2011-05-24,23.55864906311035
2011-05-25,23.63886070251465
2011-05-26,23.898591995239258
2011-05-27,24.20796775817871
2011-05-31,24.74652099609375
2011-06-01,23.885221481323242
2011-06-02,23.94441795349121
2011-06-03,23.69997215270996
2011-06-06,23.289377212524414
2011-06-07,23.388689041137695
2011-06-08,23.354312896728516
2011-06-09,23.579654693603516
2011-06-10,23.279842376708984
2011-06-13,23.432615280151367
2011-06-14,24.064741134643555
2011-06-15,23.45743751525879
2011-06-16,23.6044921875
2011-06-17,23.75345230102539
2011-06-20,23.74199867248535
2011-06-21,24.125844955444336
2011-06-22,23.841299057006836
2011-06-23,23.70380210876465
2011-06-24,23.516632080078125
2011-06-27,23.90814781188965
2011-06-28,24.23727035522461
2011-06-29,24.73863410949707
2011-06-30,25.123260498046875
2011-07-01,25.69159507751465
2011-07-05,25.699243545532227
2011-07-06,25.777698516845703
2011-07-07,26.265663146972656
2011-07-08,26.2312068939209
2011-07-11,25.21319580078125
2011-07-12,25.13665008544922
2011-07-13,25.113683700561523
2011-07-14,24.929981231689453
2011-07-15,24.937641143798828
2011-07-18,24.547269821166992
2011-07-19,24.954866409301758
2011-07-20,25.00653076171875
2011-07-21,25.79874610900879
2011-07-22,25.54806900024414
2011-07-25,25.427518844604492
2011-07-26,25.41411590576172
2011-07-27,24.288938522338867
2011-07-28,24.765411376953125
2011-07-29,24.29468536376953
2011-08-01,24.195178985595703
2011-08-02,23.408700942993164
2011-08-03,23.90047836303711
2011-08-04,22.495927810668945
2011-08-05,22.515064239501953
2011-08-08,20.404396057128906
2011-08-09,22.067289352416992
2011-08-10,20.942108154296875
2011-08-11,22.132343292236328
2011-08-12,22.13617515563965
2011-08-15,22.182104110717773
2011-08-16,21.9563045501709
2011-08-17,22.149572372436523
2011-08-18,20.995685577392578
2011-08-19,21.169822692871094
2011-08-22,21.508525848388672
2011-08-23,22.015621185302734
2011-08-24,22.354326248168945
2011-08-25,22.03666877746582
2011-08-26,22.16679573059082
2011-08-29,22.82314682006836
2011-08-30,22.681537628173828
2011-08-31,22.947528839111328
2011-09-01,22.603086471557617
2011-09-02,21.759197235107422
2011-09-06,21.441553115844727
2011-09-07,22.147653579711914
2011-09-08,21.874013900756836
2011-09-09,21.372657775878906
2011-09-12,21.646297454833984
2011-09-13,21.770687103271484
2011-09-14,22.099817276000977
2011-09-15,22.97623062133789
2011-09-16,22.834630966186523
2011-09-19,22.132343292236328
2011-09-20,22.063465118408203
2011-09-21,21.177478790283203
2011-09-22,18.521440505981445
2011-09-23,18.898414611816406
2011-09-26,19.441871643066406
2011-09-27,19.468652725219727
2011-09-28,18.728199005126953
2011-09-29,19.280668258666992
2011-09-30,18.346464157104492
2011-10-03,17.337446212768555
2011-10-04,18.3407039642334
2011-10-05,18.77040672302246
2011-10-06,19.077333450317383
2011-10-07,18.210268020629883
2011-10-10,19.138715744018555
2011-10-11,18.578580856323242
2011-10-12,18.68982696533203
2011-10-13,18.779991149902344
2011-10-14,19.39768409729004
2011-10-17,18.84138298034668
2011-10-18,19.599105834960938
2011-10-19,19.23847198486328
2011-10-20,19.188587188720703
2011-10-21,19.8599853515625
2011-10-24,20.385601043701172
2011-10-25,19.38233184814453
2011-10-26,19.345888137817383
2011-10-27,20.76349639892578
2011-10-28,21.277597427368164
2011-10-31,20.454654693603516
2011-11-01,19.182828903198242
2011-11-02,19.881092071533203
2011-11-03,20.493017196655273
2011-11-04,20.512205123901367
2011-11-07,20.581270217895508
2011-11-08,20.920795440673828
2011-11-09,19.840805053710938
2011-11-10,20.097858428955078
2011-11-11,20.63881492614746
2011-11-14,20.126630783081055
2011-11-15,20.105533599853516
2011-11-16,19.68158721923828
2011-11-17,19.073495864868164
2011-11-18,19.06006622314453
2011-11-21,18.313852310180664
2011-11-22,18.30617904663086
2011-11-23,17.623275756835938
2011-11-25,17.577232360839844
2011-11-28,18.07023048400879
2011-11-29,18.00884246826172
2011-11-30,19.340131759643555
2011-12-01,19.027448654174805
2011-12-02,18.883581161499023
2011-12-05,19.34204864501953
2011-12-06,19.282588958740234
2011-12-07,19.320945739746094
2011-12-08,18.50759506225586
2011-12-09,19.169403076171875
2011-12-12,18.58625030517578
2011-12-13,18.40209197998047
2011-12-14,18.137372970581055
2011-12-15,18.241540908813477
2011-12-16,18.493122100830078
2011-12-19,18.233678817749023
2011-12-20,18.725040435791016
2011-12-21,18.522605895996094
2011-12-22,18.6935977935791
2011-12-23,18.852800369262695
2011-12-27,18.82528305053711
2011-12-28,18.469533920288086
2011-12-29,18.886213302612305
2011-12-30,18.880313873291016
2012-01-03,19.46210289001465
2012-01-04,19.22820281982422
2012-01-05,19.446374893188477
2012-01-06,19.312721252441406
2012-01-09,19.42475700378418
2012-01-10,20.008502960205078
2012-01-11,19.000205993652344
2012-01-12,18.980554580688477
2012-01-13,18.919620513916016
2012-01-17,19.037551879882812
2012-01-18,19.593782424926758
2012-01-19,19.91416358947754
2012-01-20,20.126422882080078
2012-01-23,20.16573715209961
2012-01-24,20.36425018310547
2012-01-25,20.655139923095703
2012-01-26,20.9676456451416
2012-01-27,20.924406051635742
2012-01-30,21.130779266357422
2012-01-31,20.85365867614746
2012-02-01,22.007383346557617
2012-02-02,22.255029678344727
2012-02-03,22.88006019592285
2012-02-06,22.84270477294922
2012-02-07,22.944923400878906
2012-02-08,22.937049865722656
2012-02-09,22.966533660888672
2012-02-10,22.819120407104492
2012-02-13,23.027462005615234
2012-02-14,22.797504425048828
2012-02-15,22.7955379486084
2012-02-16,23.076601028442383
2012-02-17,23.003875732421875
2012-02-21,23.060871124267578
2012-02-22,22.866296768188477
2012-02-23,23.24366569519043
2012-02-24,23.3576717376709
2012-02-27,23.257423400878906
2012-02-28,23.176834106445312
2012-02-29,23.170942306518555
2012-03-01,23.35962677001953
2012-03-02,23.21025276184082
2012-03-05,23.07855796813965
2012-03-06,22.72084617614746
2012-03-07,23.172908782958984
2012-03-08,23.571903228759766
2012-03-09,23.666236877441406
2012-03-12,23.520793914794922
2012-03-13,24.28929328918457
2012-03-14,24.22835922241211
2012-03-15,24.672555923461914
2012-03-16,24.65880584716797
2012-03-19,24.56446075439453
2012-03-20,24.363988876342773
2012-03-21,24.49173355102539
2012-03-22,24.108474731445312
2012-03-23,24.12812614440918
2012-03-26,24.599843978881836
2012-03-27,24.664705276489258
2012-03-28,24.62924575805664
2012-03-29,24.284555435180664
2012-03-30,24.4303035736084
2012-04-02,24.92864418029785
2012-04-03,24.832128524780273
2012-04-04,24.62924575805664
2012-04-05,24.954248428344727
2012-04-09,24.583932876586914
2012-04-10,23.985149383544922
2012-04-11,24.026514053344727
2012-04-12,24.53076171875
2012-04-13,24.077733993530273
2012-04-16,24.168336868286133
2012-04-17,24.664701461791992
2012-04-18,24.32196617126465
2012-04-19,24.101362228393555
2012-04-20,24.168336868286133
2012-04-23,23.575458526611328
2012-04-24,23.8649959564209
2012-04-25,24.40470314025879
2012-04-26,24.74545669555664
2012-04-27,24.788789749145508
2012-04-30,24.721817016601562
2012-05-01,24.804550170898438
2012-05-02,23.979244232177734
2012-05-03,23.526206970214844
2012-05-04,23.15787124633789
2012-05-07,22.880149841308594
2012-05-08,22.738317489624023
2012-05-09,22.610294342041016
2012-05-10,22.65165901184082
2012-05-11,22.549232482910156
2012-05-14,22.413318634033203
2012-05-15,22.255739212036133
2012-05-16,21.881502151489258
2012-05-17,21.331939697265625
2012-05-18,21.166501998901367
2012-05-21,21.47377586364746
2012-05-22,21.24921989440918
2012-05-23,21.142854690551758
2012-05-24,21.27286148071289
2012-05-25,21.03452491760254
2012-05-29,21.402864456176758
2012-05-30,21.016794204711914
2012-05-31,21.03452491760254
2012-06-01,20.10088348388672
2012-06-04,20.234825134277344
2012-06-05,20.55194664001465
2012-06-06,21.077861785888672
2012-06-07,21.300432205200195
2012-06-08,21.292560577392578
2012-06-11,20.762704849243164
2012-06-12,20.926193237304688
2012-06-13,20.62482452392578
2012-06-14,20.80801010131836
2012-06-15,21.505290985107422
2012-06-18,21.11725425720215
2012-06-19,21.513174057006836
2012-06-20,21.284685134887695
2012-06-21,20.528310775756836
2012-06-22,20.569671630859375
2012-06-25,20.297855377197266
2012-06-26,20.392396926879883
2012-06-27,20.80316925048828
2012-06-28,20.907838821411133
2012-06-29,21.91896629333496
2012-07-02,22.10065460205078
2012-07-03,22.497594833374023
2012-07-05,22.32973289489746
2012-07-06,22.025609970092773
2012-07-09,21.84984588623047
2012-07-10,21.65433120727539
2012-07-11,21.642480850219727
2012-07-12,21.522022247314453
2012-07-13,22.48969841003418
2012-07-16,22.20729637145996
2012-07-17,22.351465225219727
2012-07-18,22.377132415771484
2012-07-19,22.39491081237793
2012-07-20,21.792579650878906
2012-07-23,21.484493255615234
2012-07-24,21.204076766967773
2012-07-25,21.08953094482422
2012-07-26,21.391677856445312
2012-07-27,22.159894943237305
2012-07-30,22.787900924682617
2012-07-31,22.701004028320312
2012-08-01,22.33763313293457
2012-08-02,21.916990280151367
2012-08-03,22.41466522216797
2012-08-06,22.519325256347656
2012-08-07,23.131528854370117
2012-08-08,23.009078979492188
2012-08-09,22.943918228149414
2012-08-10,22.953794479370117
2012-08-13,22.853076934814453
2012-08-14,22.98933982849121
2012-08-15,23.301368713378906
2012-08-16,23.652894973754883
2012-08-17,23.684494018554688
2012-08-20,23.44554328918457
2012-08-21,23.275697708129883
2012-08-22,23.384319305419922
2012-08-23,23.313217163085938
2012-08-24,23.520580291748047
2012-08-27,23.299406051635742
2012-08-28,23.33493423461914
2012-08-29,23.315189361572266
2012-08-30,23.080183029174805
2012-08-31,23.18485450744629
2012-09-04,23.222370147705078
2012-09-05,23.111778259277344
2012-09-06,23.81087875366211
2012-09-07,23.966896057128906
2012-09-10,23.964923858642578
2012-09-11,24.069589614868164
2012-09-12,24.425058364868164
2012-09-13,24.958274841308594
2012-09-14,25.278213500976562
2012-09-17,24.981975555419922
2012-09-18,24.750925064086914
2012-09-19,24.922739028930664
2012-09-20,24.754867553710938
2012-09-21,24.709449768066406
2012-09-24,24.75684356689453
2012-09-25,24.561325073242188
2012-09-26,24.39904022216797
2012-09-27,24.707799911499023
2012-09-28,24.753307342529297
2012-10-01,24.907678604125977
2012-10-02,24.941320419311523
2012-10-03,25.018512725830078
2012-10-04,25.584545135498047
2012-10-05,25.594440460205078
2012-10-08,25.556846618652344
2012-10-09,25.447986602783203
2012-10-10,25.1986141204834
2012-10-11,25.38861846923828
2012-10-12,25.194665908813477
2012-10-15,25.489547729492188
2012-10-16,25.996232986450195
2012-10-17,26.390064239501953
2012-10-18,26.360376358032227
2012-10-19,25.83392333984375
2012-10-22,25.948719024658203
2012-10-23,25.35892677307129
2012-10-24,25.414342880249023
2012-10-25,25.002683639526367
2012-10-26,25.333206176757812
2012-10-31,25.293621063232422
2012-11-01,26.23174285888672
2012-11-02,26.114965438842773
2012-11-05,25.93684959411621
2012-11-06,26.15850830078125
2012-11-07,25.586530685424805
2012-11-08,25.35299301147461
2012-11-09,25.511323928833008
2012-11-12,25.628095626831055
2012-11-13,25.701332092285156
2012-11-14,25.224342346191406
2012-11-15,25.27580451965332
2012-11-16,25.35695457458496
2012-11-19,25.84381866455078
2012-11-20,25.867563247680664
2012-11-21,26.047670364379883
2012-11-23,26.35840606689453
2012-11-26,26.134754180908203
2012-11-27,26.05559539794922
2012-11-28,26.03183364868164
2012-11-29,26.247570037841797
2012-11-30,26.128820419311523
2012-12-03,26.138721466064453
2012-12-04,26.06783103942871
2012-12-05,25.838985443115234
2012-12-06,25.78228187561035
2012-12-07,25.85722541809082
2012-12-10,25.802547454833984
2012-12-11,25.79848289489746
2012-12-12,25.701061248779297
2012-12-13,25.741662979125977
2012-12-14,25.776166915893555
2012-12-17,26.147605895996094
2012-12-18,26.076566696166992
2012-12-19,26.145580291748047
2012-12-20,26.267377853393555
2012-12-21,26.048152923583984
2012-12-24,26.064390182495117
2012-12-26,25.703081130981445
2012-12-27,25.63610076904297
2012-12-28,25.303226470947266
2012-12-31,25.514320373535156
2013-01-02,26.381040573120117
2013-01-03,26.34449577331543
2013-01-04,26.685501098632812
2013-01-07,26.494699478149414
2013-01-08,26.829608917236328
2013-01-09,26.665205001831055
2013-01-10,27.201061248779297
2013-01-11,27.535972595214844
2013-01-14,27.519742965698242
2013-01-15,27.523801803588867
2013-01-16,27.517717361450195
2013-01-17,27.580642700195312
2013-01-18,27.07520866394043
2013-01-22,27.07520866394043
2013-01-23,26.943283081054688
2013-01-24,26.973724365234375
2013-01-25,27.29646110534668
2013-01-28,27.60702133178711
2013-01-29,27.99267578125
2013-01-30,27.87293243408203
2013-01-31,27.783613204956055
2013-02-01,28.370222091674805
2013-02-04,28.163185119628906
2013-02-05,28.44329071044922
2013-02-06,28.53056526184082
2013-02-07,28.34181022644043
2013-02-08,28.457496643066406
2013-02-11,28.449378967285156
2013-02-12,28.87360382080078
2013-02-13,28.934497833251953
2013-02-14,29.316099166870117
2013-02-15,29.34249496459961
2013-02-19,29.651010513305664
2013-02-20,29.042076110839844
2013-02-21,28.587398529052734
2013-02-22,29.07455825805664
2013-02-25,28.40877914428711
2013-02-26,28.315404891967773
2013-02-27,28.78632354736328
2013-02-28,28.670629501342773
2013-03-01,28.58538246154785
2013-03-04,28.88984489440918
2013-03-05,29.445993423461914
2013-03-06,29.675369262695312
2013-03-07,29.675369262695312
2013-03-08,29.805269241333008
2013-03-11,30.032596588134766
2013-03-12,30.071163177490234
2013-03-13,30.211223602294922
2013-03-14,30.464948654174805
2013-03-15,30.426403045654297
2013-03-18,30.07929801940918
2013-03-19,30.016368865966797
2013-03-20,30.26805877685547
2013-03-21,29.86615753173828
2013-03-22,30.17061996459961
2013-03-25,30.136117935180664
2013-03-26,30.65270233154297
2013-03-27,30.418827056884766
2013-03-28,30.671005249023438
2013-04-01,30.443212509155273
2013-04-02,30.630327224731445
2013-04-03,29.690736770629883
2013-04-04,30.349672317504883
2013-04-05,30.113750457763672
2013-04-08,30.398487091064453
2013-04-09,30.860145568847656
2013-04-10,31.561784744262695
2013-04-11,31.728548049926758
2013-04-12,31.578054428100586
2013-04-15,30.54897689819336
2013-04-16,31.0777587890625
2013-04-17,30.06292152404785
2013-04-18,29.434476852416992
2013-04-19,29.861568450927734
2013-04-22,30.146291732788086
2013-04-23,30.870309829711914
2013-04-24,31.006568908691406
2013-04-25,31.342144012451172
2013-04-26,31.240449905395508
2013-04-29,31.49873924255371
2013-04-30,31.453990936279297
2013-05-01,31.242496490478516
2013-05-02,31.118438720703125
2013-05-03,31.809898376464844
2013-05-06,32.08445358276367
2013-05-07,32.2939453125
2013-05-08,32.62543869018555
2013-05-09,32.403770446777344
2013-05-10,32.786109924316406
2013-05-13,33.16844940185547
2013-05-14,34.04702377319336
2013-05-15,33.880271911621094
2013-05-16,33.750099182128906
2013-05-17,34.232112884521484
2013-05-20,34.13652038574219
2013-05-21,33.603668212890625
2013-05-22,33.2823371887207
2013-05-23,32.95490646362305
2013-05-24,33.137939453125
2013-05-28,33.51826858520508
2013-05-29,32.93862533569336
2013-05-30,32.792213439941406
2013-05-31,31.4845027923584
2013-06-03,31.620763778686523
2013-06-04,31.37467384338379
2013-06-05,30.199174880981445
2013-06-06,30.4066162109375
2013-06-07,30.599821090698242
2013-06-10,30.587621688842773
2013-06-11,29.918514251708984
2013-06-12,29.14365005493164
2013-06-13,29.916486740112305
2013-06-14,29.92258071899414
2013-06-17,29.95106315612793
2013-06-18,30.693370819091797
2013-06-19,29.584983825683594
2013-06-20,28.005672454833984
2013-06-21,27.9221248626709
2013-06-24,27.30262565612793
2013-06-25,27.97103500366211
2013-06-26,27.997520446777344
2013-06-27,28.31134796142578
2013-06-28,27.71834945678711
2013-07-01,28.23595428466797
2013-07-02,28.170740127563477
2013-07-03,28.113676071166992
2013-07-05,27.907865524291992
2013-07-08,27.96695327758789
2013-07-09,28.419361114501953
2013-07-10,27.91397476196289
2013-07-11,28.515121459960938
2013-07-12,29.240589141845703
2013-07-15,29.428062438964844
2013-07-16,29.527917861938477
2013-07-17,29.817285537719727
2013-07-18,29.77857780456543
2013-07-19,29.717437744140625
2013-07-22,30.324710845947266
2013-07-23,30.078136444091797
2013-07-24,29.8132266998291
2013-07-25,29.334333419799805
2013-07-26,29.74800682067871
2013-07-29,29.3934268951416
2013-07-30,29.790794372558594
2013-07-31,29.882503509521484
2013-08-01,30.573314666748047
2013-08-02,30.49995231628418
2013-08-05,30.61610984802246
2013-08-06,30.20650863647461
2013-08-07,30.200403213500977
2013-08-08,30.26152992248535
2013-08-09,30.145368576049805
2013-08-12,29.625741958618164
2013-08-13,30.016998291015625
2013-08-14,29.74800682067871
2013-08-15,28.916574478149414
2013-08-16,28.537546157836914
2013-08-19,28.305234909057617
2013-08-20,28.63536262512207
2013-08-21,28.396940231323242
2013-08-22,29.19168472290039
2013-08-23,28.714832305908203
2013-08-26,28.678157806396484
2013-08-27,27.632755279541016
2013-08-28,27.663318634033203
2013-08-29,28.23187255859375
2013-08-30,28.219654083251953
2013-09-03,28.50086212158203
2013-09-04,28.69648551940918
2013-09-05,28.207406997680664
2013-09-06,28.8004207611084
2013-09-09,28.794307708740234
2013-09-10,29.19778823852539
2013-09-11,29.527917861938477
2013-09-12,29.466793060302734
2013-09-13,29.680753707885742
2013-09-16,30.683366775512695
