Date,TSCO
2010-10-25,3.2749295234680176
2010-10-26,3.309786796569824
2010-10-27,3.240072250366211
2010-10-28,3.2334330081939697
2010-10-29,3.2848892211914062
2010-11-01,3.2425620555877686
2010-11-02,3.297337770462036
2010-11-03,3.292357921600342
2010-11-04,3.40854811668396
2010-11-05,3.4600040912628174
2010-11-08,3.4724538326263428
2010-11-09,3.432617664337158
2010-11-10,3.4592199325561523
2010-11-11,3.4700279235839844
2010-11-12,3.381904125213623
2010-11-15,3.369434356689453
2010-11-16,3.3636162281036377
2010-11-17,3.385230302810669
2010-11-18,3.400195837020874
2010-11-19,3.4492435455322266
2010-11-22,3.488316535949707
2010-11-23,3.4783411026000977
2010-11-24,3.5240650177001953
2010-11-26,3.515752077102661
2010-11-29,3.491642951965332
2010-11-30,3.530717134475708
2010-12-01,3.640453577041626
2010-12-02,3.7776248455047607
2010-12-03,3.8225173950195312
2010-12-06,3.825843572616577
2010-12-07,3.8549389839172363
2010-12-08,3.839144468307495
2010-12-09,3.89151930809021
2010-12-10,3.963015556335449
2010-12-13,3.955531358718872
2010-12-14,3.969665050506592
2010-12-15,3.9513754844665527
2010-12-16,4.036171913146973
2010-12-17,4.029521942138672
2010-12-20,4.0237016677856445
2010-12-21,4.003750324249268
2010-12-22,4.006241798400879
2010-12-23,4.0237016677856445
2010-12-27,4.027029037475586
2010-12-28,4.012896537780762
2010-12-29,4.022040367126465
2010-12-30,4.067763328552246
2010-12-31,4.031182765960693
2011-01-03,4.0902099609375
2011-01-04,3.9355812072753906
2011-01-05,3.9738216400146484
2011-01-06,3.906482458114624
2011-01-07,3.914797782897949
2011-01-10,3.9746525287628174
2011-01-11,3.902324914932251
2011-01-12,3.905653476715088
2011-01-13,3.853278398513794
2011-01-14,3.878218412399292
2011-01-18,3.883204936981201
2011-01-19,3.904820442199707
2011-01-20,3.912303924560547
2011-01-21,3.853278398513794
2011-01-24,3.9588587284088135
2011-01-25,4.020376682281494
2011-01-26,4.036171913146973
2011-01-27,4.406951427459717
2011-01-28,4.214081287384033
2011-01-31,4.265624046325684
2011-02-01,4.296384334564209
2011-02-02,4.228211879730225
2011-02-03,4.323816776275635
2011-02-04,4.358733177185059
2011-02-07,4.359564304351807
2011-02-08,4.435216903686523
2011-02-09,4.3986382484436035
2011-02-10,4.419421672821045
2011-02-11,4.463481903076172
2011-02-14,4.430230140686035
2011-02-15,4.391988754272461
2011-02-16,4.403627872467041
2011-02-17,4.4052910804748535
2011-02-18,4.424437522888184
2011-02-22,4.286251544952393
2011-02-23,4.186357021331787
2011-02-24,4.2138285636901855
2011-02-25,4.317883491516113
2011-02-28,4.334534168243408
2011-03-01,4.2129950523376465
2011-03-02,4.317883491516113
2011-03-03,4.419443607330322
2011-03-04,4.491032123565674
2011-03-07,4.46273136138916
2011-03-08,4.514342308044434
2011-03-09,4.576775074005127
2011-03-10,4.522665500640869
2011-03-11,4.55180025100708
2011-03-14,4.482709884643555
2011-03-15,4.441919803619385
2011-03-16,4.438590049743652
2011-03-17,4.4469122886657715
2011-03-18,4.494363784790039
2011-03-21,4.575110912322998
2011-03-22,4.560958385467529
2011-03-23,4.565121650695801
2011-03-24,4.654192924499512
2011-03-25,4.722452163696289
2011-03-28,4.73160982131958
2011-03-29,4.839826583862305
2011-03-30,4.936389446258545
2011-03-31,4.983006954193115
2011-04-01,5.082899570465088
2011-04-04,5.0953874588012695
2011-04-05,5.146164417266846
2011-04-06,5.119527816772461
2011-04-07,5.176965236663818
2011-04-08,5.231074810028076
2011-04-11,5.2443952560424805
2011-04-12,5.209432125091553
2011-04-13,5.2435622215271
2011-04-14,5.318481922149658
2011-04-15,5.308492660522461
2011-04-18,5.122023105621338
2011-04-19,5.134511470794678
2011-04-20,5.241896629333496
2011-04-21,5.071244716644287
2011-04-25,5.047936916351318
2011-04-26,5.085396766662598
2011-04-27,5.127018928527832
2011-04-28,5.111202239990234
2011-04-29,5.150327205657959
2011-05-02,4.959697723388672
2011-05-03,4.953872203826904
2011-05-04,4.881448745727539
2011-05-05,4.920575141906738
2011-05-06,4.978012561798096
2011-05-09,5.039613723754883
2011-05-10,5.129516124725342
2011-05-11,5.097053050994873
2011-05-12,5.247185707092285
2011-05-13,5.162111282348633
2011-05-16,5.03866720199585
2011-05-17,4.902713775634766
2011-05-18,5.023653507232666
2011-05-19,5.041167259216309
2011-05-20,4.9185590744018555
2011-05-23,5.048676013946533
2011-05-24,5.0044684410095215
2011-05-25,5.043671131134033
2011-05-26,5.159607410430908
2011-05-27,5.206315994262695
2011-05-31,5.268036842346191
2011-06-01,5.132081508636475
2011-06-02,5.184630870819092
2011-06-03,4.985286235809326
2011-06-06,4.916055202484131
2011-06-07,5.0328288078308105
2011-06-08,4.983618259429932
2011-06-09,5.051177978515625
2011-06-10,4.9018778800964355
2011-06-13,4.962764263153076
2011-06-14,5.1103973388671875
2011-06-15,5.054513931274414
2011-06-16,5.071195125579834
2011-06-17,5.082871913909912
2011-06-20,5.293060779571533
2011-06-21,5.412332534790039
2011-06-22,5.424010753631592
2011-06-23,5.521596908569336
2011-06-24,5.41400146484375
2011-06-27,5.5082526206970215
2011-06-28,5.567472457885742
2011-06-29,5.575811862945557
2011-06-30,5.578315734863281
2011-07-01,5.657553672790527
2011-07-05,5.966160297393799
2011-07-06,5.978671550750732
2011-07-07,6.027049541473389
2011-07-08,5.981173992156982
2011-07-11,5.816861152648926
2011-07-12,5.817694187164307
2011-07-13,5.863569736480713
2011-07-14,5.7609782218933105
2011-07-15,5.769318580627441
2011-07-18,5.7101006507873535
2011-07-19,5.830207824707031
2011-07-20,5.8944315910339355
2011-07-21,5.595831394195557
2011-07-22,5.671731948852539
2011-07-25,5.589991569519043
2011-07-26,5.614181041717529
2011-07-27,5.529938220977783
2011-07-28,5.474889755249023
2011-07-29,5.498242378234863
2011-08-01,5.49574089050293
2011-08-02,5.212985992431641
2011-08-03,5.311411380767822
2011-08-04,5.068692207336426
2011-08-05,4.911887168884277
2011-08-08,4.474828720092773
2011-08-09,4.8084611892700195
2011-08-10,4.700862407684326
2011-08-11,4.8412885665893555
2011-08-12,4.913173198699951
2011-08-15,4.986728191375732
2011-08-16,4.915678977966309
2011-08-17,4.863856315612793
2011-08-18,4.615607738494873
2011-08-19,4.466823101043701
2011-08-22,4.5437235832214355
2011-08-23,4.818721771240234
2011-08-24,4.924874305725098
2011-08-25,4.808692455291748
2011-08-26,4.959982395172119
2011-08-29,5.095388412475586
2011-08-30,5.083688735961914
2011-08-31,5.1296586990356445
2011-09-01,5.113776683807373
2011-09-02,4.985057353973389
2011-09-06,5.003445625305176
2011-09-07,5.2299628257751465
2011-09-08,5.3076982498168945
2011-09-09,5.408838272094727
2011-09-12,5.5350518226623535
2011-09-13,5.65374231338501
2011-09-14,5.6253228187561035
2011-09-15,5.682162761688232
2011-09-16,5.7540459632873535
2011-09-19,5.813391208648682
2011-09-20,5.633681774139404
2011-09-21,5.525857925415039
2011-09-22,5.402985095977783
2011-09-23,5.561799049377441
2011-09-26,5.662935256958008
2011-09-27,5.636187553405762
2011-09-28,5.546754360198975
2011-09-29,5.611116409301758
2011-09-30,5.226618766784668
2011-10-03,5.034372329711914
2011-10-04,5.275100231170654
2011-10-05,5.2709197998046875
2011-10-06,5.417193412780762
2011-10-07,5.4957661628723145
2011-10-10,5.575171947479248
2011-10-11,5.523347854614258
2011-10-12,5.514989376068115
2011-10-13,5.611950874328613
2011-10-14,5.6353535652160645
2011-10-17,5.688012599945068
2011-10-18,5.679653167724609
2011-10-19,5.540065288543701
2011-10-20,5.9880852699279785
2011-10-21,6.1402106285095215
2011-10-24,6.164453983306885
2011-10-25,6.034058570861816
2011-10-26,6.052449703216553
2011-10-27,6.156095027923584
2011-10-28,5.950472831726074
2011-10-31,5.929576873779297
2011-11-01,5.933755397796631
2011-11-02,6.069999694824219
2011-11-03,6.0825395584106445
2011-11-04,6.0825395584106445
2011-11-07,6.110955238342285
2011-11-08,6.151913166046143
2011-11-09,5.981119632720947
2011-11-10,6.043913841247559
2011-11-11,6.237310409545898
2011-11-14,6.228939533233643
2011-11-15,6.312661647796631
2011-11-16,6.24568510055542
2011-11-17,6.078239440917969
2011-11-18,6.0506110191345215
2011-11-21,6.009586334228516
2011-11-22,5.998702526092529
2011-11-23,5.881491661071777
2011-11-25,5.666324138641357
2011-11-28,5.764279842376709
2011-11-29,5.860559463500977
2011-11-30,6.0472612380981445
2011-12-01,6.0472612380981445
2011-12-02,6.044750690460205
2011-12-05,6.193775177001953
2011-12-06,6.141866207122803
2011-12-07,6.22391414642334
2011-12-08,6.106704235076904
2011-12-09,6.30177640914917
2011-12-12,6.211356163024902
2011-12-13,6.091633319854736
2011-12-14,5.914980411529541
2011-12-15,5.986144542694092
2011-12-16,6.096659183502197
2011-12-19,5.9911675453186035
2011-12-20,6.090796947479248
2011-12-21,6.064003944396973
2011-12-22,5.928376197814941
2011-12-23,5.940935134887695
2011-12-27,6.032189846038818
2011-12-28,6.0028886795043945
2011-12-29,5.9735846519470215
2011-12-30,5.873118877410889
2012-01-03,5.815351486206055
2012-01-04,5.807814598083496
2012-01-05,5.812001705169678
2012-01-06,5.836280822753906
2012-01-09,5.910794258117676
2012-01-10,6.085773944854736
2012-01-11,6.105867862701416
2012-01-12,6.7145280838012695
2012-01-13,6.744667053222656
2012-01-17,6.737970352172852
2012-01-18,6.805785179138184
2012-01-19,6.733785152435303
2012-01-20,6.6969475746154785
2012-01-23,6.738806247711182
2012-01-24,6.756389617919922
2012-01-25,6.764762878417969
2012-01-26,6.684388160705566
2012-01-27,6.73294734954834
2012-01-30,6.77229642868042
2012-01-31,6.762248992919922
2012-02-01,6.847646236419678
2012-02-02,6.686899662017822
2012-02-03,6.799088478088379
2012-02-06,6.869415760040283
2012-02-07,7.123093128204346
2012-02-08,6.986627101898193
2012-02-09,6.974903106689453
2012-02-10,6.955648422241211
2012-02-13,7.087094783782959
2012-02-14,7.077047824859619
2012-02-15,7.004207134246826
2012-02-16,6.981601238250732
2012-02-17,6.928856372833252
2012-02-21,6.979928493499756
2012-02-22,7.005043983459473
2012-02-23,7.115718364715576
2012-02-24,7.070443153381348
2012-02-27,7.329513072967529
2012-02-28,7.257408142089844
2012-02-29,7.16602087020874
2012-03-01,7.336222171783447
2012-03-02,7.26160192489624
2012-03-05,7.27082633972168
2012-03-06,7.1827898025512695
2012-03-07,7.336222171783447
2012-03-08,7.333705425262451
2012-03-09,7.325323581695557
2012-03-12,7.32364559173584
2012-03-13,7.40246057510376
2012-03-14,7.347120761871338
2012-03-15,7.31777811050415
2012-03-16,7.194528579711914
2012-03-19,7.237288475036621
2012-03-20,7.283402919769287
2012-03-21,7.362212181091309
2012-03-22,7.357181072235107
2012-03-23,7.213809967041016
2012-03-26,7.622962474822998
2012-03-27,7.632185935974121
2012-03-28,7.6548261642456055
2012-03-29,7.641408443450928
2012-03-30,7.592782020568848
2012-04-02,7.701773166656494
2012-04-03,7.788132190704346
2012-04-04,7.766335487365723
2012-04-05,7.826700687408447
2012-04-09,7.799028396606445
2012-04-10,7.6162590980529785
2012-04-11,7.7386674880981445
2012-04-12,8.212376594543457
2012-04-13,8.248430252075195
2012-04-16,8.21740436553955
2012-04-17,8.311309814453125
2012-04-18,8.355751037597656
2012-04-19,8.290349960327148
2012-04-20,8.338976860046387
2012-04-23,8.334787368774414
2012-04-24,8.126859664916992
2012-04-25,8.173810958862305
2012-04-26,8.176328659057617
2012-04-27,8.340655326843262
2012-04-30,8.250946998596191
2012-05-01,8.248430252075195
2012-05-02,8.364971160888672
2012-05-03,8.298736572265625
2012-05-04,8.089126586914062
2012-05-07,8.04804515838623
2012-05-08,8.033794403076172
2012-05-09,8.107573509216309
2012-05-10,8.184710502624512
2012-05-11,8.270227432250977
2012-05-14,8.229145050048828
2012-05-15,8.147819519042969
2012-05-16,8.233333587646484
2012-05-17,7.999778747558594
2012-05-18,7.717492580413818
2012-05-21,7.887202262878418
2012-05-22,8.130838394165039
2012-05-23,8.231657028198242
2012-05-24,8.342552185058594
2012-05-25,8.369440078735352
2012-05-29,7.768744468688965
2012-05-30,7.520900726318359
2012-05-31,7.674645900726318
2012-06-01,7.526783466339111
2012-06-04,7.173924446105957
2012-06-05,7.360434532165527
2012-06-06,7.466294765472412
2012-06-07,7.347834587097168
2012-06-08,7.367997169494629
2012-06-11,7.200808525085449
2012-06-12,7.386480808258057
2012-06-13,7.063025951385498
2012-06-14,7.290702819824219
2012-06-15,7.385643005371094
2012-06-18,7.554506301879883
2012-06-19,7.640198230743408
2012-06-20,7.604916572570801
2012-06-21,7.401603698730469
2012-06-22,7.280623435974121
2012-06-25,7.273901462554932
2012-06-26,7.286501884460449
2012-06-27,6.979854583740234
2012-06-28,6.873996257781982
2012-06-29,6.978173732757568
2012-07-02,7.0487446784973145
2012-07-03,6.994137287139893
2012-07-05,7.06386661529541
2012-07-06,7.05210542678833
2012-07-09,7.093271255493164
2012-07-10,7.02354097366333
2012-07-11,6.719410419464111
2012-07-12,6.961370944976807
2012-07-13,6.80594539642334
2012-07-16,6.770660877227783
2012-07-17,6.600951194763184
2012-07-18,6.681606292724609
2012-07-19,6.8303093910217285
2012-07-20,6.551383972167969
2012-07-23,6.779901027679443
2012-07-24,6.61271333694458
2012-07-25,6.6412787437438965
2012-07-26,7.779663562774658
2012-07-27,7.724212169647217
2012-07-30,7.721693515777588
2012-07-31,7.634317398071289
2012-08-01,7.401603698730469
2012-08-02,7.504098415374756
2012-08-03,7.599032402038574
2012-08-06,7.57214879989624
2012-08-07,7.651962757110596
2012-08-08,7.768744468688965
2012-08-09,7.696492671966553
2012-08-10,7.598191261291504
2012-08-13,7.638522148132324
2012-08-14,7.588950157165527
2012-08-15,7.569629192352295
2012-08-16,7.770026683807373
2012-08-17,7.893802642822266
2012-08-20,7.909800052642822
2012-08-21,7.920745372772217
2012-08-22,8.104301452636719
2012-08-23,8.082408905029297
2012-08-24,8.095879554748535
2012-08-27,8.148089408874512
2012-08-28,8.142193794250488
2012-08-29,8.08661937713623
2012-08-30,8.039466857910156
2012-08-31,8.039466857910156
2012-09-04,8.367851257324219
2012-09-05,8.27186393737793
2012-09-06,8.494153022766113
2012-09-07,8.471418380737305
2012-09-10,8.449528694152832
2012-09-11,8.358588218688965
2012-09-12,8.293755531311035
2012-09-13,8.229759216308594
2012-09-14,8.167452812194824
2012-09-17,8.240708351135254
2012-09-18,8.158188819885254
2012-09-19,8.164081573486328
2012-09-20,8.163240432739258
2012-09-21,8.197765350341797
2012-09-24,8.189346313476562
2012-09-25,8.162399291992188
2012-09-26,8.185979843139648
2012-09-27,8.412477493286133
2012-09-28,8.326591491699219
2012-10-01,8.250812530517578
2012-10-02,8.259231567382812
2012-10-03,8.199451446533203
2012-10-04,8.36953353881836
2012-10-05,8.626349449157715
2012-10-08,8.546354293823242
2012-10-09,8.31312084197998
2012-10-10,8.26849365234375
2012-10-11,8.203657150268555
2012-10-12,8.182609558105469
2012-10-15,8.15903091430664
2012-10-16,8.067254066467285
2012-10-17,8.101778030395508
2012-10-18,8.083252906799316
2012-10-19,7.912323474884033
2012-10-22,7.956951141357422
2012-10-23,8.013367652893066
2012-10-24,8.012524604797363
2012-10-25,7.8205461502075195
2012-10-26,7.753185749053955
2012-10-31,8.099251747131348
2012-11-01,8.164081573486328
2012-11-02,7.962844371795654
2012-11-05,7.971263885498047
2012-11-06,7.910639762878418
2012-11-07,7.708559513092041
2012-11-08,7.746450901031494
2012-11-09,7.763289451599121
2012-11-12,7.690036773681641
2012-11-13,7.610047817230225
2012-11-14,7.362496852874756
2012-11-15,7.316076755523682
2012-11-16,7.356588840484619
2012-11-19,7.53803825378418
2012-11-20,7.599641799926758
2012-11-21,7.581074237823486
2012-11-23,7.65703010559082
2012-11-26,7.576013088226318
2012-11-27,7.548160552978516
2012-11-28,7.655340194702148
2012-11-29,7.628335475921631
2012-11-30,7.5633544921875
2012-12-03,7.491615295410156
2012-12-04,7.037579536437988
2012-12-05,7.115222930908203
2012-12-06,7.139697074890137
2012-12-07,7.247722625732422
2012-12-10,7.157420635223389
2012-12-11,7.280633926391602
2012-12-12,7.189487934112549
2012-12-13,7.2013044357299805
2012-12-14,7.179360866546631
2012-12-17,7.3591227531433105
2012-12-18,7.332113742828369
2012-12-19,7.4966816902160645
2012-12-20,7.516091823577881
2012-12-21,7.429168224334717
2012-12-24,7.430853843688965
2012-12-26,7.348995685577393
2012-12-27,7.3987860679626465
2012-12-28,7.381906032562256
2012-12-31,7.457016944885254
2013-01-02,7.750703811645508
2013-01-03,7.743956565856934
2013-01-04,7.733827114105225
2013-01-07,7.624958515167236
2013-01-08,7.75239372253418
2013-01-09,7.882361888885498
2013-01-10,7.851978778839111
2013-01-11,7.721169948577881
2013-01-14,7.736361026763916
2013-01-15,7.809776306152344
2013-01-16,7.844385623931885
2013-01-17,7.932150840759277
2013-01-18,7.936373233795166
2013-01-22,7.93721342086792
2013-01-23,7.78868293762207
2013-01-24,7.896708965301514
2013-01-25,8.089973449707031
2013-01-28,7.995448112487793
2013-01-29,7.932150840759277
2013-01-30,7.970130443572998
2013-01-31,8.749079704284668
2013-02-01,8.773554801940918
2013-02-04,8.621648788452148
2013-02-05,8.738109588623047
2013-02-06,8.691693305969238
2013-02-07,8.696756362915039
2013-02-08,8.780306816101074
2013-02-11,8.709417343139648
2013-02-12,8.68916130065918
2013-02-13,8.700983047485352
2013-02-14,8.75583267211914
2013-02-15,8.757523536682129
2013-02-19,8.7296724319458
2013-02-20,8.571012496948242
2013-02-21,8.531270980834961
2013-02-22,8.561711311340332
2013-02-25,8.565092086791992
2013-02-26,8.669100761413574
2013-02-27,8.73167610168457
2013-02-28,8.793404579162598
2013-03-01,8.717300415039062
2013-03-04,8.767191886901855
2013-03-05,8.818769454956055
2013-03-06,8.813702583312988
2013-03-07,8.779025077819824
2013-03-08,8.85344409942627
2013-03-11,8.798481941223145
2013-03-12,8.702925682067871
2013-03-13,8.69193172454834
2013-03-14,8.6665678024292
2013-03-15,8.541418075561523
2013-03-18,8.560863494873047
2013-03-19,8.505904197692871
2013-03-20,8.65388011932373
2013-03-21,8.614982604980469
2013-03-22,8.634429931640625
2013-03-25,8.580314636230469
2013-03-26,8.61751937866211
2013-03-27,8.72237491607666
2013-03-28,8.805242538452148
2013-04-01,8.691086769104004
2013-04-02,8.676712036132812
2013-04-03,8.59807300567627
2013-04-04,8.758732795715332
2013-04-05,8.96590805053711
2013-04-08,9.187455177307129
2013-04-09,9.168851852416992
2013-04-10,9.188298225402832
2013-04-11,9.193373680114746
2013-04-12,9.078371047973633
2013-04-15,8.862746238708496
2013-04-16,8.940537452697754
2013-04-17,8.931239128112793
2013-04-18,8.981127738952637
2013-04-19,9.13756275177002
2013-04-22,9.26694393157959
2013-04-23,9.4098482131958
2013-04-24,9.474961280822754
2013-04-25,9.37264347076416
2013-04-26,9.174772262573242
2013-04-29,9.10205078125
2013-04-30,9.06230640411377
2013-05-01,8.906717300415039
2013-05-02,9.167159080505371
2013-05-03,9.364185333251953
2013-05-06,9.460583686828613
2013-05-07,9.569665908813477
2013-05-08,9.41069221496582
2013-05-09,9.42929458618164
2013-05-10,9.619556427001953
2013-05-13,9.641541481018066
2013-05-14,9.694814682006836
2013-05-15,9.719339370727539
2013-05-16,9.57102108001709
2013-05-17,9.543052673339844
2013-05-20,9.511696815490723
2013-05-21,9.692216873168945
2013-05-22,9.426944732666016
2013-05-23,9.424402236938477
2013-05-24,9.424402236938477
2013-05-28,9.487964630126953
2013-05-29,9.460844993591309
2013-05-30,9.596450805664062
2013-05-31,9.490509033203125
2013-06-03,9.339653015136719
2013-06-04,9.205744743347168
2013-06-05,9.32185173034668
2013-06-06,9.50322151184082
2013-06-07,9.621024131774902
2013-06-10,9.64136791229248
2013-06-11,9.692216873168945
2013-06-12,9.55068302154541
2013-06-13,9.704084396362305
2013-06-14,9.719339370727539
2013-06-17,9.79137897491455
2013-06-18,9.967662811279297
2013-06-19,9.832060813903809
2013-06-20,9.537969589233398
2013-06-21,9.340495109558105
2013-06-24,9.423555374145508
2013-06-25,9.489662170410156
2013-06-26,9.56678295135498
2013-06-27,9.872740745544434
2013-06-28,9.962573051452637
2013-07-01,9.863414764404297
2013-07-02,9.822734832763672
2013-07-03,9.855789184570312
2013-07-05,10.069363594055176
2013-07-08,10.097330093383789
2013-07-09,10.1837797164917
2013-07-10,10.354129791259766
2013-07-11,10.415996551513672
2013-07-12,10.425321578979492
2013-07-15,10.38802719116211
2013-07-16,10.227848052978516
2013-07-17,10.093941688537598
2013-07-18,10.233778953552246
2013-07-19,10.381248474121094
2013-07-22,10.345653533935547
2013-07-23,10.346501350402832
2013-07-24,10.277853012084961
2013-07-25,10.028684616088867
2013-07-26,10.100723266601562
2013-07-29,10.116823196411133
2013-07-30,10.182082176208496
2013-07-31,10.267683982849121
2013-08-01,10.421931266784668
2013-08-02,10.450745582580566
2013-08-05,10.393965721130371
2013-08-06,10.34989070892334
2013-08-07,10.154115676879883
2013-08-08,10.298192024230957
2013-08-09,10.371081352233887
2013-08-12,10.18970775604248
2013-08-13,10.333788871765137
2013-08-14,10.198186874389648
2013-08-15,9.920448303222656
2013-08-16,9.917052268981934
2013-08-19,9.99943733215332
2013-08-20,10.222818374633789
2013-08-21,10.038508415222168
2013-08-22,10.301804542541504
2013-08-23,10.27717399597168
2013-08-26,10.32388973236084
