Date,PHM
2010-11-03,6.3807244300842285
2010-11-04,6.637665748596191
2010-11-05,6.731878757476807
2010-11-08,6.8089599609375
2010-11-09,6.637665748596191
2010-11-10,6.76613712310791
2010-11-11,6.740444660186768
2010-11-12,6.41498327255249
2010-11-15,6.0638298988342285
2010-11-16,5.90109920501709
2010-11-17,5.7726287841796875
2010-11-18,5.746934413909912
2010-11-19,5.567075252532959
2010-11-22,5.567075252532959
2010-11-23,5.370087146759033
2010-11-24,5.498556137084961
2010-11-26,5.31013298034668
2010-11-29,5.3443922996521
2010-11-30,5.361522674560547
2010-12-01,5.60133171081543
2010-12-02,5.781194686889648
2010-12-03,5.746934413909912
2010-12-06,5.7212395668029785
2010-12-07,5.686981201171875
2010-12-08,5.858275890350342
2010-12-09,5.961053371429443
2010-12-10,6.012441635131836
2010-12-13,6.021008014678955
2010-12-14,5.841147422790527
2010-12-15,5.746934413909912
2010-12-16,5.8925347328186035
2010-12-17,6.046699047088623
2010-12-20,6.226558208465576
2010-12-21,6.2865118980407715
2010-12-22,6.543454170227051
2010-12-23,6.320771217346191
2010-12-27,6.41498327255249
2010-12-28,6.312204837799072
2010-12-29,6.312204837799072
2010-12-30,6.372161388397217
2010-12-31,6.440677165985107
2011-01-03,6.6633620262146
2011-01-04,6.586278915405273
2011-01-05,6.834656715393066
2011-01-06,7.048774242401123
2011-01-07,7.374235153198242
2011-01-10,7.023078918457031
2011-01-11,7.091596603393555
2011-01-12,7.211503028869629
2011-01-13,7.151549816131592
2011-01-14,7.4427490234375
2011-01-18,7.322846412658691
2011-01-19,7.091596603393555
2011-01-20,7.177244663238525
2011-01-21,7.065903663635254
2011-01-24,7.22006893157959
2011-01-25,7.134420871734619
2011-01-26,7.22006893157959
2011-01-27,7.057339191436768
2011-01-28,6.9203033447265625
2011-01-31,6.757573127746582
2011-02-01,6.937433242797852
2011-02-02,6.783268451690674
2011-02-03,6.457808017730713
2011-02-04,6.457808017730713
2011-02-07,6.517760753631592
2011-02-08,6.6633620262146
2011-02-09,6.697620868682861
2011-02-10,6.552018165588379
2011-02-11,6.552018165588379
2011-02-14,6.397854328155518
2011-02-15,6.252254486083984
2011-02-16,6.406417369842529
2011-02-17,6.646233081817627
2011-02-18,6.6633620262146
2011-02-22,6.166606426239014
2011-02-23,6.080960750579834
2011-02-24,5.9696173667907715
2011-02-25,5.986747741699219
2011-02-28,5.909664630889893
2011-03-01,5.695547103881836
2011-03-02,5.815451145172119
2011-03-03,5.781194686889648
2011-03-04,5.686981201171875
2011-03-07,5.60133171081543
2011-03-08,6.072395324707031
2011-03-09,6.115217208862305
2011-03-10,6.072395324707031
2011-03-11,6.003876686096191
2011-03-14,5.92679500579834
2011-03-15,6.003876686096191
2011-03-16,5.90109920501709
2011-03-17,5.935359954833984
2011-03-18,6.098086833953857
2011-03-21,6.166606426239014
2011-03-22,6.115217208862305
2011-03-23,6.337903022766113
2011-03-24,6.355032444000244
2011-03-25,6.483503341674805
2011-03-28,6.560584545135498
2011-03-29,6.552018165588379
2011-03-30,6.372161388397217
2011-03-31,6.337903022766113
2011-04-01,6.406417369842529
2011-04-04,6.27794885635376
2011-04-05,6.3635945320129395
2011-04-06,6.500629901885986
2011-04-07,6.671926021575928
2011-04-08,6.697620868682861
2011-04-11,6.6633620262146
2011-04-12,6.594842910766602
2011-04-13,6.586278915405273
2011-04-14,6.560584545135498
2011-04-15,6.697620868682861
2011-04-18,6.714749336242676
2011-04-19,7.057339191436768
2011-04-20,6.980255603790283
2011-04-21,6.6633620262146
2011-04-25,6.680490493774414
2011-04-26,6.671926021575928
2011-04-27,6.834656715393066
2011-04-28,7.057339191436768
2011-04-29,6.9631266593933105
2011-05-02,6.8175272941589355
2011-05-03,6.6633620262146
2011-05-04,6.851785659790039
2011-05-05,6.86891508102417
2011-05-06,6.8175272941589355
2011-05-09,6.671926021575928
2011-05-10,6.6547956466674805
2011-05-11,6.440677165985107
2011-05-12,6.560584545135498
2011-05-13,6.509195804595947
2011-05-16,6.517760753631592
2011-05-17,6.517760753631592
2011-05-18,6.483503341674805
2011-05-19,6.483503341674805
2011-05-20,6.620537757873535
2011-05-23,6.449243068695068
2011-05-24,6.397854328155518
2011-05-25,6.41498327255249
2011-05-26,6.731878757476807
2011-05-27,7.023078918457031
2011-05-31,7.228633403778076
2011-06-01,6.886043548583984
2011-06-02,6.680490493774414
2011-06-03,6.697620868682861
2011-06-06,6.346466541290283
2011-06-07,6.1751708984375
2011-06-08,5.9696173667907715
2011-06-09,6.029572486877441
2011-06-10,5.935359954833984
2011-06-13,5.9696173667907715
2011-06-14,6.200865745544434
2011-06-15,5.995311737060547
2011-06-16,6.089524269104004
2011-06-17,6.158041954040527
2011-06-20,6.24368953704834
2011-06-21,6.389288902282715
2011-06-22,6.41498327255249
2011-06-23,6.492066383361816
2011-06-24,6.440677165985107
2011-06-27,6.5777130126953125
2011-06-28,6.757573127746582
2011-06-29,6.492066383361816
2011-06-30,6.560584545135498
2011-07-01,6.697620868682861
2011-07-05,6.60340690612793
2011-07-06,6.492066383361816
2011-07-07,6.714749336242676
2011-07-08,6.6547956466674805
2011-07-11,6.346466541290283
2011-07-12,6.24368953704834
2011-07-13,6.200865745544434
2011-07-14,6.072395324707031
2011-07-15,6.072395324707031
2011-07-18,5.943923473358154
2011-07-19,6.149477005004883
2011-07-20,6.158041954040527
2011-07-21,6.346466541290283
2011-07-22,6.2865118980407715
2011-07-25,6.24368953704834
2011-07-26,6.226558208465576
2011-07-27,5.995311737060547
2011-07-28,5.824016571044922
2011-07-29,5.883969783782959
2011-08-01,5.7298054695129395
2011-08-02,5.352956295013428
2011-08-03,5.173097133636475
2011-08-04,4.744863033294678
2011-08-05,4.5221781730651855
2011-08-08,3.9397764205932617
2011-08-09,3.9997293949127197
2011-08-10,3.6314468383789062
2011-08-11,3.8027398586273193
2011-08-12,3.87125825881958
2011-08-15,4.145331382751465
2011-08-16,4.1367645263671875
2011-08-17,4.025424003601074
2011-08-18,3.5629286766052246
2011-08-19,3.3488104343414307
2011-08-22,3.2203385829925537
2011-08-23,3.0918679237365723
2011-08-24,3.2203385829925537
2011-08-25,3.6314468383789062
2011-08-26,3.8369994163513184
2011-08-29,3.956904649734497
2011-08-30,4.239542484283447
2011-08-31,4.1110711097717285
2011-09-01,3.9397764205932617
2011-09-02,3.7513530254364014
2011-09-06,3.6057515144348145
2011-09-07,3.92264723777771
2011-09-08,3.8369994163513184
2011-09-09,3.682835817337036
2011-09-12,3.6485750675201416
2011-09-13,3.682835817337036
2011-09-14,3.768481969833374
2011-09-15,3.8541300296783447
2011-09-16,3.8198695182800293
2011-09-19,3.7513530254364014
2011-09-20,3.862694025039673
2011-09-21,3.7427868843078613
2011-09-22,3.477281093597412
2011-09-23,3.468716621398926
2011-09-26,3.52010440826416
2011-09-27,3.5629286766052246
2011-09-28,3.4087636470794678
2011-09-29,3.5457983016967773
2011-09-30,3.383068561553955
2011-10-03,3.0319149494171143
2011-10-04,3.1175622940063477
2011-10-05,3.357374668121338
2011-10-06,3.4515867233276367
2011-10-07,3.434457540512085
2011-10-10,3.6228818893432617
2011-10-11,3.6314468383789062
2011-10-12,3.7770473957061768
2011-10-13,3.734222888946533
2011-10-14,3.7941765785217285
2011-10-17,3.434457540512085
2011-10-18,3.8198695182800293
2011-10-19,3.7941765785217285
2011-10-20,3.9997293949127197
2011-10-21,4.196716785430908
2011-10-24,4.462224006652832
2011-10-25,4.119637966156006
2011-10-26,4.222412586212158
2011-10-27,4.633520126342773
2011-10-28,4.710602283477783
2011-10-31,4.436529636383057
2011-11-01,4.2823662757873535
2011-11-02,4.470788478851318
2011-11-03,4.736297607421875
2011-11-04,4.693472862243652
2011-11-07,4.916155815124512
2011-11-08,5.121710777282715
2011-11-09,4.744863033294678
2011-11-10,4.804814338684082
2011-11-11,4.933284759521484
2011-11-14,4.744863033294678
2011-11-15,4.736297607421875
2011-11-16,4.787684917449951
2011-11-17,4.6763434410095215
2011-11-18,4.684908866882324
2011-11-21,4.60782527923584
2011-11-22,4.64208459854126
2011-11-23,4.4108381271362305
2011-11-25,4.470788478851318
2011-11-28,4.7277326583862305
2011-11-29,4.847637176513672
2011-11-30,5.233050346374512
2011-12-01,5.2073564529418945
2011-12-02,5.275874614715576
2011-12-05,5.4728617668151855
2011-12-06,5.5499467849731445
2011-12-07,5.524250507354736
2011-12-08,5.198792457580566
2011-12-09,5.412911415100098
2011-12-12,5.327262878417969
2011-12-13,5.104579925537109
2011-12-14,4.796248912811279
2011-12-15,4.916155815124512
2011-12-16,4.933284759521484
2011-12-19,4.787684917449951
2011-12-20,5.284437656402588
2011-12-21,5.404346466064453
2011-12-22,5.31013298034668
2011-12-23,5.2073564529418945
2011-12-27,5.181662082672119
2011-12-28,5.096015930175781
2011-12-29,5.404346466064453
2011-12-30,5.404346466064453
2012-01-03,5.58420467376709
2012-01-04,5.60133171081543
2012-01-05,6.029572486877441
2012-01-06,6.080960750579834
2012-01-09,6.209431171417236
2012-01-10,6.2865118980407715
2012-01-11,6.594842910766602
2012-01-12,6.586278915405273
2012-01-13,6.526325225830078
2012-01-17,6.423548698425293
2012-01-18,6.8003973960876465
2012-01-19,6.9203033447265625
2012-01-20,6.646233081817627
2012-01-23,6.355032444000244
2012-01-24,6.646233081817627
2012-01-25,6.84321928024292
2012-01-26,6.680490493774414
2012-01-27,6.671926021575928
2012-01-30,6.53488826751709
2012-01-31,6.3807244300842285
2012-02-01,6.706184387207031
2012-02-02,6.637665748596191
2012-02-03,7.10872745513916
2012-02-06,7.07446813583374
2012-02-07,7.1686787605285645
2012-02-08,7.4084906578063965
2012-02-09,7.768211364746094
2012-02-10,7.528397083282471
2012-02-13,7.785343647003174
2012-02-14,7.7767767906188965
2012-02-15,7.733953475952148
2012-02-16,7.596917152404785
2012-02-17,7.631175994873047
2012-02-21,7.3571038246154785
2012-02-22,7.134420871734619
2012-02-23,7.477010250091553
2012-02-24,7.271457195281982
2012-02-27,7.305715560913086
2012-02-28,7.10872745513916
2012-02-29,7.5540947914123535
2012-03-01,7.3571038246154785
2012-03-02,7.245763778686523
2012-03-05,7.22006893157959
2012-03-06,6.9973859786987305
2012-03-07,7.280019760131836
2012-03-08,7.639739036560059
2012-03-09,7.725388050079346
2012-03-12,7.759650230407715
2012-03-13,8.119361877441406
2012-03-14,7.9994587898254395
2012-03-15,8.230703353881836
2012-03-16,7.95663595199585
2012-03-19,7.84529447555542
2012-03-20,7.888116359710693
2012-03-21,8.04228401184082
2012-03-22,7.811035633087158
2012-03-23,7.605479717254639
2012-03-26,7.528397083282471
2012-03-27,7.759650230407715
2012-03-28,8.119361877441406
2012-03-29,7.930943012237549
2012-03-30,7.5797882080078125
2012-04-02,7.425623893737793
2012-04-03,7.399925231933594
2012-04-04,7.2628936767578125
2012-04-05,7.07446813583374
2012-04-09,7.048774242401123
2012-04-10,6.586278915405273
2012-04-11,7.18580961227417
2012-04-12,7.417055130004883
2012-04-13,7.314279079437256
2012-04-16,7.22006893157959
2012-04-17,7.4084906578063965
2012-04-18,7.1686787605285645
2012-04-19,7.048774242401123
2012-04-20,7.1686787605285645
2012-04-23,7.04020881652832
2012-04-24,7.365671634674072
2012-04-25,7.451317310333252
2012-04-26,8.2050142288208
2012-04-27,8.624683380126953
2012-04-30,8.427693367004395
2012-05-01,8.590424537658691
2012-05-02,8.795977592468262
2012-05-03,8.616119384765625
2012-05-04,8.513344764709473
2012-05-07,8.564732551574707
2012-05-08,8.230703353881836
2012-05-09,8.444825172424316
2012-05-10,8.29066276550293
2012-05-11,8.427693367004395
2012-05-14,8.187885284423828
2012-05-15,8.33348274230957
2012-05-16,8.1279296875
2012-05-17,7.434187412261963
2012-05-18,7.271457195281982
2012-05-21,7.588353157043457
2012-05-22,7.7767767906188965
2012-05-23,7.965198040008545
2012-05-24,8.050848007202148
2012-05-25,7.990895748138428
2012-05-29,8.153623580932617
2012-05-30,7.870985984802246
2012-05-31,8.016586303710938
2012-06-01,7.07446813583374
2012-06-04,6.594842910766602
2012-06-05,6.988819599151611
2012-06-06,7.502706050872803
2012-06-07,7.605479717254639
2012-06-08,7.691127777099609
2012-06-11,7.202939987182617
2012-06-12,7.348538875579834
2012-06-13,7.202939987182617
2012-06-14,7.5797882080078125
2012-06-15,7.725388050079346
2012-06-18,7.990895748138428
2012-06-19,8.230703353881836
2012-06-20,8.162189483642578
2012-06-21,7.828163146972656
2012-06-22,8.04228401184082
2012-06-25,7.905245304107666
2012-06-26,8.324917793273926
2012-06-27,8.461954116821289
2012-06-28,8.547601699829102
2012-06-29,9.164262771606445
2012-07-02,9.344123840332031
2012-07-03,9.292736053466797
2012-07-05,9.532544136047363
2012-07-06,9.506851196289062
2012-07-09,9.498287200927734
2012-07-10,9.241342544555664
2012-07-11,9.027229309082031
2012-07-12,9.28416919708252
2012-07-13,9.421204566955566
2012-07-16,9.361251831054688
2012-07-17,9.56680679321289
2012-07-18,9.249908447265625
2012-07-19,8.967273712158203
2012-07-20,9.301298141479492
2012-07-23,9.429769515991211
2012-07-24,8.975839614868164
2012-07-25,8.58185863494873
2012-07-26,10.157769203186035
2012-07-27,10.286243438720703
2012-07-30,9.935090065002441
2012-07-31,9.678143501281738
2012-08-01,9.455465316772461
2012-08-02,9.909395217895508
2012-08-03,9.832311630249023
2012-08-06,9.840876579284668
2012-08-07,10.029300689697266
2012-08-08,10.354761123657227
2012-08-09,10.851513862609863
2012-08-10,10.6887845993042
2012-08-13,10.654525756835938
2012-08-14,10.877209663391113
2012-08-15,10.945723533630371
2012-08-16,11.648033142089844
2012-08-17,11.459610939025879
2012-08-20,11.142717361450195
2012-08-21,10.954292297363281
2012-08-22,11.382528305053711
2012-08-23,11.408222198486328
2012-08-24,11.570952415466309
2012-08-27,11.339705467224121
2012-08-28,11.37396240234375
2012-08-29,11.476740837097168
2012-08-30,11.433917045593262
2012-08-31,11.716551780700684
2012-09-04,11.776500701904297
2012-09-05,12.024883270263672
2012-09-06,12.513071060180664
2012-09-07,12.632978439331055
2012-09-10,12.4274263381958
2012-09-11,12.564460754394531
2012-09-12,13.318158149719238
2012-09-13,13.720698356628418
2012-09-14,14.14893627166748
2012-09-17,13.814910888671875
2012-09-18,13.49801254272461
2012-09-19,14.071855545043945
2012-09-20,14.320235252380371
2012-09-21,14.542914390563965
2012-09-24,14.35448932647705
2012-09-25,13.75495719909668
2012-09-26,13.104036331176758
2012-09-27,13.395241737365723
2012-09-28,13.275331497192383
2012-10-01,13.112605094909668
2012-10-02,13.3267240524292
2012-10-03,14.131807327270508
2012-10-04,14.191755294799805
2012-10-05,14.243147850036621
2012-10-08,13.780654907226562
2012-10-09,13.50657844543457
2012-10-10,13.609360694885254
2012-10-11,13.438063621520996
2012-10-12,13.369547843933105
2012-10-15,14.046157836914062
2012-10-16,14.18319320678711
2012-10-17,14.936891555786133
2012-10-18,15.116751670837402
2012-10-19,15.322300910949707
2012-10-22,15.236658096313477
2012-10-23,14.825546264648438
2012-10-24,14.945455551147461
2012-10-25,14.568609237670898
2012-10-26,14.799850463867188
2012-10-31,14.851247787475586
2012-11-01,15.228093147277832
2012-11-02,14.876935958862305
2012-11-05,15.279478073120117
2012-11-06,15.322300910949707
2012-11-07,15.210959434509277
2012-11-08,14.876935958862305
2012-11-09,14.388744354248047
2012-11-12,13.917688369750977
2012-11-13,13.849170684814453
2012-11-14,13.052650451660156
2012-11-15,13.052650451660156
2012-11-16,13.429498672485352
2012-11-19,13.617919921875
2012-11-20,14.345924377441406
2012-11-21,14.414440155029297
2012-11-23,14.585739135742188
2012-11-26,14.628558158874512
2012-11-27,14.654256820678711
2012-11-28,14.560039520263672
2012-11-29,14.671382904052734
2012-11-30,14.397309303283691
2012-12-03,14.517221450805664
2012-12-04,14.637125968933105
2012-12-05,13.874866485595703
2012-12-06,13.943382263183594
2012-12-07,14.088982582092285
2012-12-10,14.046157836914062
2012-12-11,14.114678382873535
2012-12-12,14.654256820678711
2012-12-13,14.697077751159668
2012-12-14,14.679949760437012
2012-12-17,15.450776100158691
2012-12-18,15.938974380493164
2012-12-19,15.810490608215332
2012-12-20,15.836185455322266
2012-12-21,15.57925033569336
2012-12-24,15.544990539550781
2012-12-26,15.236658096313477
2012-12-27,15.210959434509277
2012-12-28,15.073927879333496
2012-12-31,15.553553581237793
2013-01-02,15.93039608001709
2013-01-03,15.904706954956055
2013-01-04,16.324378967285156
2013-01-07,16.538496017456055
2013-01-08,16.70122718811035
2013-01-09,16.692657470703125
2013-01-10,16.624143600463867
2013-01-11,16.56418800354004
2013-01-14,16.35863494873047
2013-01-15,16.67552947998047
2013-01-16,16.56418800354004
2013-01-17,17.446365356445312
2013-01-18,17.549135208129883
2013-01-22,17.600521087646484
2013-01-23,17.848896026611328
2013-01-24,17.96880531311035
2013-01-25,18.559772491455078
2013-01-28,17.951679229736328
2013-01-29,18.080150604248047
2013-01-30,18.028759002685547
2013-01-31,17.76325225830078
2013-02-01,17.429224014282227
2013-02-04,16.85538673400879
2013-02-05,16.906782150268555
2013-02-06,16.86396026611328
2013-02-07,16.615581512451172
2013-02-08,16.67552947998047
2013-02-11,16.52992820739746
2013-02-12,17.403526306152344
2013-02-13,17.326448440551758
2013-02-14,17.36071014404297
2013-02-15,17.39497184753418
2013-02-19,17.086639404296875
2013-02-20,15.93039608001709
2013-02-21,16.058870315551758
2013-02-22,16.187341690063477
2013-02-25,15.433650016784668
2013-02-26,16.31580924987793
2013-02-27,16.52992820739746
2013-02-28,16.427154541015625
2013-03-01,16.487110137939453
2013-03-04,16.889650344848633
2013-03-05,17.317890167236328
2013-03-06,17.19797706604004
2013-03-07,17.292190551757812
2013-03-08,17.352149963378906
2013-03-11,17.2579345703125
2013-03-12,16.915346145629883
2013-03-13,17.01812171936035
2013-03-14,17.609086990356445
2013-03-15,17.771820068359375
2013-03-18,17.771820068359375
2013-03-19,17.831768035888672
2013-03-20,18.3113956451416
2013-03-21,17.960241317749023
2013-03-22,17.686172485351562
2013-03-25,17.429224014282227
2013-03-26,17.275054931640625
2013-03-27,17.403526306152344
2013-03-28,17.33501625061035
2013-04-01,17.23223876953125
2013-04-02,17.009559631347656
2013-04-03,16.28154754638672
2013-04-04,16.255859375
2013-04-05,16.384336471557617
2013-04-08,16.898212432861328
2013-04-09,16.658401489257812
2013-04-10,16.487110137939453
2013-04-11,16.54705810546875
2013-04-12,16.461406707763672
2013-04-15,15.288043022155762
2013-04-16,15.93039608001709
2013-04-17,15.639198303222656
2013-04-18,15.022541046142578
2013-04-19,15.407947540283203
2013-04-22,15.682022094726562
2013-04-23,16.615581512451172
2013-04-24,16.86396026611328
2013-04-25,17.806072235107422
2013-04-26,18.28569984436035
2013-04-29,18.165790557861328
2013-04-30,17.97737693786621
2013-05-01,17.900287628173828
2013-05-02,18.782455444335938
2013-05-03,19.116479873657227
2013-05-06,19.390548706054688
2013-05-07,19.587535858154297
2013-05-08,19.5789737701416
2013-05-09,19.570411682128906
2013-05-10,19.88730239868164
2013-05-13,20.032909393310547
2013-05-14,20.76947784423828
2013-05-15,20.53822135925293
2013-05-16,19.998647689819336
2013-05-17,20.512531280517578
2013-05-20,20.22133445739746
2013-05-21,19.74171257019043
2013-05-22,19.210693359375
2013-05-23,19.29633903503418
2013-05-24,19.467634201049805
2013-05-28,19.519025802612305
2013-05-29,18.885231018066406
2013-05-30,18.936622619628906
2013-05-31,18.491254806518555
2013-06-03,18.260009765625
2013-06-04,17.609086990356445
2013-06-05,17.26649284362793
2013-06-06,18.071584701538086
2013-06-07,18.03732681274414
2013-06-10,17.67759895324707
2013-06-11,17.223669052124023
2013-06-12,17.13802719116211
2013-06-13,17.934547424316406
2013-06-14,17.866029739379883
2013-06-17,18.345653533935547
2013-06-18,18.40560531616211
2013-06-19,17.78038215637207
2013-06-20,16.161653518676758
2013-06-21,16.110261917114258
2013-06-24,15.682022094726562
2013-06-25,16.29012107849121
2013-06-26,16.298690795898438
2013-06-27,16.59844398498535
2013-06-28,16.247297286987305
2013-07-01,16.36720085144043
2013-07-02,16.272987365722656
2013-07-03,16.401466369628906
2013-07-05,15.921834945678711
2013-07-08,15.467906951904297
2013-07-09,16.31580924987793
2013-07-10,16.29012107849121
2013-07-11,17.463483810424805
2013-07-12,17.317890167236328
2013-07-15,16.735488891601562
2013-07-16,16.512798309326172
2013-07-17,16.692657470703125
2013-07-18,16.36720085144043
2013-07-19,16.58132553100586
2013-07-22,16.392894744873047
2013-07-23,16.56418800354004
2013-07-24,15.801928520202637
2013-07-25,14.174633979797363
2013-07-26,14.011897087097168
2013-07-29,14.037593841552734
2013-07-30,13.857733726501465
2013-07-31,14.243147850036621
2013-08-01,14.363419532775879
2013-08-02,14.792946815490723
2013-08-05,14.483684539794922
2013-08-06,13.90811538696289
2013-08-07,13.555902481079102
2013-08-08,13.53872013092041
2013-08-09,13.461405754089355
2013-08-12,13.512950897216797
2013-08-13,13.203688621520996
2013-08-14,12.980335235595703
2013-08-15,13.667582511901855
2013-08-16,13.985431671142578
2013-08-19,13.444225311279297
2013-08-20,13.90811538696289
2013-08-21,13.830801010131836
2013-08-22,14.019790649414062
2013-08-23,13.796438217163086
2013-08-26,13.87375259399414
2013-08-27,13.392680168151855
2013-08-28,13.212282180786133
2013-08-29,13.624629974365234
2013-08-30,13.220874786376953
2013-09-03,13.220874786376953
2013-09-04,13.160738945007324
2013-09-05,13.100603103637695
