Date,TJX
2010-01-04,7.338798999786377
2010-01-05,7.536319255828857
2010-01-06,7.566868305206299
2010-01-07,7.953760147094727
2010-01-08,7.849907875061035
2010-01-11,7.837695121765137
2010-01-12,7.766420364379883
2010-01-13,7.7928972244262695
2010-01-14,7.697188377380371
2010-01-15,7.593337535858154
2010-01-19,7.713481426239014
2010-01-20,7.617775917053223
2010-01-21,7.5037407875061035
2010-01-22,7.481344699859619
2010-01-25,7.536319255828857
2010-01-26,7.754205226898193
2010-01-27,7.81732702255249
2010-01-28,7.784749507904053
2010-01-29,7.7399516105651855
2010-02-01,7.8397297859191895
2010-02-02,7.988377094268799
2010-02-03,7.892673969268799
2010-02-04,7.768457412719727
2010-02-05,7.801034450531006
2010-02-08,7.695155620574951
2010-02-09,7.744176864624023
2010-02-10,7.682893753051758
2010-02-11,7.664507865905762
2010-02-12,7.678809642791748
2010-02-16,7.858572006225586
2010-02-17,7.923942565917969
2010-02-18,7.985229015350342
2010-02-19,7.997483253479004
2010-02-22,8.042423248291016
2010-02-23,8.003608703613281
2010-02-24,8.275303840637207
2010-02-25,8.526562690734863
2010-02-26,8.504094123840332
2010-03-01,8.512262344360352
2010-03-02,8.391740798950195
2010-03-03,8.40808391571045
2010-03-04,8.383565902709961
2010-03-05,8.483663558959961
2010-03-08,8.485709190368652
2010-03-09,8.510220527648926
2010-03-10,8.553121566772461
2010-03-11,8.532692909240723
2010-03-12,8.606229782104492
2010-03-15,8.757396697998047
2010-03-16,8.830938339233398
2010-03-17,8.804376602172852
2010-03-18,8.816637992858887
2010-03-19,8.779865264892578
2010-03-22,8.910604476928711
2010-03-23,8.892220497131348
2010-03-24,8.830938339233398
2010-03-25,8.890177726745605
2010-03-26,8.851363182067871
2010-03-29,8.841156005859375
2010-03-30,8.824809074401855
2010-03-31,8.685901641845703
2010-04-01,8.724713325500488
2010-04-05,9.059724807739258
2010-04-06,9.131223678588867
2010-04-07,9.114883422851562
2010-04-08,9.155740737915039
2010-04-09,9.157782554626465
2010-04-12,9.317119598388672
2010-04-13,9.427427291870117
2010-04-14,9.466242790222168
2010-04-15,9.447859764099121
2010-04-16,9.331417083740234
2010-04-19,9.292606353759766
2010-04-20,9.394745826721191
2010-04-21,9.572463035583496
2010-04-22,9.742013931274414
2010-04-23,9.807387351989746
2010-04-26,9.78287410736084
2010-04-27,9.601064682006836
2010-04-28,9.53978157043457
2010-04-29,9.65622329711914
2010-04-30,9.466242790222168
2010-05-03,9.629668235778809
2010-05-04,9.329375267028809
2010-05-05,9.462157249450684
2010-05-06,9.116924285888672
2010-05-07,8.920820236206055
2010-05-10,9.347759246826172
2010-05-11,9.374405860900879
2010-05-12,9.530166625976562
2010-05-13,9.29652214050293
2010-05-14,9.273979187011719
2010-05-17,9.273979187011719
2010-05-18,8.952207565307617
2010-05-19,8.851785659790039
2010-05-20,8.903016090393066
2010-05-21,9.013691902160645
2010-05-24,9.007543563842773
2010-05-25,9.294473648071289
2010-05-26,9.120264053344727
2010-05-27,9.429741859436035
2010-05-28,9.3170166015625
2010-06-01,9.278078079223633
2010-06-02,9.452287673950195
2010-06-03,9.48917293548584
2010-06-04,9.118216514587402
2010-06-07,9.011641502380371
2010-06-08,9.175605773925781
2010-06-09,9.226838111877441
2010-06-10,9.4727783203125
2010-06-11,9.437938690185547
2010-06-14,9.444086074829102
2010-06-15,9.554758071899414
2010-06-16,9.48917293548584
2010-06-17,9.407196044921875
2010-06-18,9.4194917678833
2010-06-21,9.239137649536133
2010-06-22,9.116167068481445
2010-06-23,9.163302421569824
2010-06-24,9.04648494720459
2010-06-25,8.841533660888672
2010-06-28,8.857930183410645
2010-06-29,8.61404037475586
2010-06-30,8.597643852233887
2010-07-01,8.79439640045166
2010-07-02,8.683720588684082
2010-07-06,8.6939697265625
2010-07-07,8.917365074157715
2010-07-08,8.511563301086426
2010-07-09,8.550507545471191
2010-07-12,8.605842590332031
2010-07-13,8.765702247619629
2010-07-14,8.704216957092285
2010-07-15,8.788249015808105
2010-07-16,8.452129364013672
2010-07-19,8.4849214553833
2010-07-20,8.616087913513184
2010-07-21,8.548457145690918
2010-07-22,8.659127235412598
2010-07-23,8.788249015808105
2010-07-26,8.804642677307129
2010-07-27,8.661179542541504
2010-07-28,8.532062530517578
2010-07-29,8.388593673706055
2010-07-30,8.509513854980469
2010-08-02,8.605842590332031
2010-08-03,8.407042503356934
2010-08-04,8.431635856628418
2010-08-05,8.607890129089355
2010-08-06,8.54230785369873
2010-08-09,8.80873966217041
2010-08-10,8.777894973754883
2010-08-11,8.596905708312988
2010-08-12,8.584564208984375
2010-08-13,8.411805152893066
2010-08-16,8.508466720581055
2010-08-17,8.592790603637695
2010-08-18,8.656549453735352
2010-08-19,8.623642921447754
2010-08-20,8.592790603637695
2010-08-23,8.51875114440918
2010-08-24,8.378899574279785
2010-08-25,8.450881958007812
2010-08-26,8.341877937316895
2010-08-27,8.459108352661133
2010-08-30,8.308971405029297
2010-08-31,8.162943840026855
2010-09-01,8.409745216369629
2010-09-02,8.524922370910645
2010-09-03,8.615413665771484
2010-09-07,8.420029640197754
2010-09-08,8.485840797424316
2010-09-09,8.459108352661133
2010-09-10,8.454995155334473
2010-09-13,8.479671478271484
2010-09-14,8.683287620544434
2010-09-15,8.74704360961914
2010-09-16,8.800514221191406
2010-09-17,8.804627418518066
2010-09-20,8.872498512268066
2010-09-21,8.829304695129395
2010-09-22,8.948596000671387
2010-09-23,9.082282066345215
2010-09-24,9.265326499938965
2010-09-27,9.220078468322754
2010-09-28,9.300286293029785
2010-09-29,9.244757652282715
2010-09-30,9.17894458770752
2010-10-01,9.160435676574707
2010-10-04,9.162493705749512
2010-10-05,9.195396423339844
2010-10-06,9.164549827575684
2010-10-07,9.080223083496094
2010-10-08,9.187171936035156
2010-10-11,9.252982139587402
2010-10-12,9.218018531799316
2010-10-13,9.139867782592773
2010-10-14,9.158381462097168
2010-10-15,9.261211395263672
2010-10-18,9.296175956726074
2010-10-19,9.164549827575684
2010-10-20,9.24681282043457
2010-10-21,9.226244926452637
2010-10-22,9.226244926452637
2010-10-25,9.396953582763672
2010-10-26,9.483330726623535
2010-10-27,9.518292427062988
2010-10-28,9.551201820373535
2010-10-29,9.438084602355957
2010-11-01,9.42985725402832
2010-11-02,9.530635833740234
2010-11-03,9.629359245300293
2010-11-04,9.639638900756836
2010-11-05,9.684887886047363
2010-11-08,9.50125789642334
2010-11-09,9.383649826049805
2010-11-10,9.420792579650879
2010-11-11,9.439361572265625
2010-11-12,9.447609901428223
2010-11-15,9.42904281616211
2010-11-16,9.290802001953125
2010-11-17,9.367147445678711
2010-11-18,9.455864906311035
2010-11-19,9.50950813293457
2010-11-22,9.546646118164062
2010-11-23,9.457929611206055
2010-11-24,9.592034339904785
2010-11-26,9.563154220581055
2010-11-29,9.344449043273926
2010-11-30,9.410470962524414
2010-12-01,9.40634822845459
2010-12-02,9.187644958496094
2010-12-03,9.344449043273926
2010-12-06,9.282551765441895
2010-12-07,9.255730628967285
2010-12-08,9.224781036376953
2010-12-09,9.276362419128418
2010-12-10,9.299057006835938
2010-12-13,9.10098648071289
2010-12-14,9.173199653625488
2010-12-15,9.04940414428711
2010-12-16,9.037025451660156
2010-12-17,8.962746620178223
2010-12-20,9.055597305297852
2010-12-21,9.121622085571289
2010-12-22,9.152567863464355
2010-12-23,9.179388999938965
2010-12-27,9.144317626953125
2010-12-28,9.156698226928711
2010-12-29,9.208277702331543
2010-12-30,9.22890853881836
2010-12-31,9.158753395080566
2011-01-03,9.039088249206543
2011-01-04,8.991633415222168
2011-01-05,8.871965408325195
2011-01-06,9.3919038772583
2011-01-07,9.418726921081543
2011-01-10,9.404285430908203
2011-01-11,9.424915313720703
2011-01-12,9.468243598937988
2011-01-13,9.3919038772583
2011-01-14,9.484753608703613
2011-01-18,9.528078079223633
2011-01-19,9.643621444702148
2011-01-20,9.70139217376709
2011-01-21,9.744720458984375
2011-01-24,9.810745239257812
2011-01-25,10.019132614135742
2011-01-26,10.025321960449219
2011-01-27,10.029447555541992
2011-01-28,9.843754768371582
2011-01-31,9.777729034423828
2011-02-01,9.891210556030273
2011-02-02,9.724085807800293
2011-02-03,10.215142250061035
2011-02-04,10.25434398651123
2011-02-07,10.27291202545166
2011-02-08,10.314298629760742
2011-02-09,10.217035293579102
2011-02-10,10.343274116516113
2011-02-11,10.512972831726074
2011-02-14,10.252215385437012
2011-02-15,10.202546119689941
2011-02-16,10.227383613586426
2011-02-17,10.181857109069824
2011-02-18,10.363971710205078
2011-02-22,10.289469718933105
2011-02-23,10.101140975952148
2011-02-24,10.397080421447754
2011-02-25,10.415702819824219
2011-02-28,10.320511817932129
2011-03-01,10.268774032592773
2011-03-02,10.444680213928223
2011-03-03,10.541942596435547
2011-03-04,10.467445373535156
2011-03-07,10.20668888092041
2011-03-08,10.246011734008789
2011-03-09,10.262563705444336
2011-03-10,10.237728118896484
2011-03-11,10.299816131591797
2011-03-14,10.219107627868652
2011-03-15,10.157021522521973
2011-03-16,10.055615425109863
2011-03-17,10.07216739654541
2011-03-18,10.070104598999023
2011-03-21,10.196340560913086
2011-03-22,10.111490249633789
2011-03-23,10.252215385437012
2011-03-24,10.4136381149292
2011-03-25,10.378457069396973
2011-03-28,10.183924674987793
2011-03-29,10.239801406860352
2011-03-30,10.366039276123047
2011-03-31,10.291536331176758
2011-04-01,10.243938446044922
2011-04-04,10.264633178710938
2011-04-05,10.548150062561035
2011-04-06,10.668185234069824
2011-04-07,10.579193115234375
2011-04-08,10.492276191711426
2011-04-11,10.572988510131836
2011-04-12,10.566777229309082
