Date,MTB
2010-01-04,43.04447937011719
2010-01-05,43.81531524658203
2010-01-06,45.279903411865234
2010-01-07,46.96928787231445
2010-01-08,47.431793212890625
2010-01-11,46.98213577270508
2010-01-12,46.05070877075195
2010-01-13,47.29048538208008
2010-01-14,48.395320892333984
2010-01-15,46.99497604370117
2010-01-19,47.984214782714844
2010-01-20,49.904869079589844
2010-01-21,50.482994079589844
2010-01-22,48.5559196472168
2010-01-25,48.17692565917969
2010-01-26,47.36113357543945
2010-01-27,49.01199722290039
2010-01-28,48.63943099975586
2010-01-29,47.37397384643555
2010-02-01,48.112693786621094
2010-02-02,48.17692565917969
2010-02-03,46.35904312133789
2010-02-04,45.37624740600586
2010-02-05,46.68022918701172
2010-02-08,45.79376220703125
2010-02-09,46.2434196472168
2010-02-10,46.68022918701172
2010-02-11,46.506778717041016
2010-02-12,46.29482650756836
2010-02-16,48.254005432128906
2010-02-17,47.84931182861328
2010-02-18,48.4531364440918
2010-02-19,49.20469665527344
2010-02-22,50.16180419921875
2010-02-23,49.602970123291016
2010-02-24,50.691978454589844
2010-02-25,49.6418571472168
2010-02-26,50.19284439086914
2010-03-01,50.43269348144531
2010-03-02,50.860538482666016
2010-03-03,49.65481185913086
2010-03-04,49.369590759277344
2010-03-05,50.918880462646484
2010-03-08,51.03557586669922
2010-03-09,51.07444763183594
2010-03-10,51.57358932495117
2010-03-11,52.05329132080078
2010-03-12,51.85881423950195
2010-03-15,52.05977249145508
2010-03-16,52.79875183105469
2010-03-17,53.66737747192383
2010-03-18,54.45175552368164
2010-03-19,53.98505401611328
2010-03-22,53.965579986572266
2010-03-23,53.93964385986328
2010-03-24,53.829471588134766
2010-03-25,53.446990966796875
2010-03-26,52.3838996887207
2010-03-29,52.474632263183594
2010-03-30,51.703224182128906
2010-03-31,51.45691680908203
2010-04-01,51.580055236816406
2010-04-05,52.902503967285156
2010-04-06,54.74995422363281
2010-04-07,54.0304069519043
2010-04-08,54.5360107421875
2010-04-09,55.32038497924805
2010-04-12,55.300941467285156
2010-04-13,55.048126220703125
2010-04-14,56.26033401489258
2010-04-15,55.83898162841797
2010-04-16,54.613807678222656
2010-04-19,54.51658630371094
2010-04-20,55.100013732910156
2010-04-21,55.929710388183594
2010-04-22,56.92802810668945
2010-04-23,57.36233901977539
2010-04-26,55.391685485839844
2010-04-27,54.510101318359375
2010-04-28,55.378746032714844
2010-04-29,57.97817611694336
2010-04-30,56.62334442138672
2010-05-03,57.790164947509766
2010-05-04,56.47426223754883
2010-05-05,56.66224670410156
2010-05-06,54.62678146362305
2010-05-07,54.49714660644531
2010-05-10,57.34290313720703
2010-05-11,57.5438232421875
2010-05-12,58.788455963134766
2010-05-13,58.48380661010742
2010-05-14,56.55852127075195
2010-05-17,56.94095993041992
2010-05-18,54.198944091796875
2010-05-19,54.05632019042969
2010-05-20,51.66434860229492
2010-05-21,54.45175552368164
2010-05-24,52.76633834838867
2010-05-25,52.3838996887207
2010-05-26,52.066246032714844
2010-05-27,53.282569885253906
2010-05-28,51.81776428222656
2010-06-01,50.69953155517578
2010-06-02,52.09894943237305
2010-06-03,51.63465118408203
2010-06-04,49.280513763427734
2010-06-07,48.548072814941406
2010-06-08,50.084835052490234
2010-06-09,49.86902618408203
2010-06-10,51.42538070678711
2010-06-11,51.26190948486328
2010-06-14,50.69953155517578
2010-06-15,51.89622497558594
2010-06-16,53.57683181762695
2010-06-17,58.422515869140625
2010-06-18,59.31839370727539
2010-06-21,61.76410675048828
2010-06-22,61.28020095825195
2010-06-23,59.5211296081543
2010-06-24,56.68956756591797
2010-06-25,57.78818893432617
2010-06-28,58.35710906982422
2010-06-29,56.42799377441406
2010-06-30,55.551734924316406
2010-07-01,57.02306365966797
2010-07-02,55.51248550415039
2010-07-06,56.21220397949219
2010-07-07,58.350589752197266
2010-07-08,57.951663970947266
2010-07-09,59.0045051574707
2010-07-12,58.27864456176758
2010-07-13,59.8415412902832
2010-07-14,58.81486892700195
2010-07-15,58.05626678466797
2010-07-16,56.06178665161133
2010-07-19,56.290679931640625
2010-07-20,55.636749267578125
2010-07-21,54.60350799560547
2010-07-22,56.68302917480469
2010-07-23,58.566349029541016
2010-07-26,60.410465240478516
2010-07-27,58.756004333496094
2010-07-28,57.43505096435547
2010-07-29,56.892295837402344
2010-07-30,57.1146354675293
2010-08-02,58.566349029541016
2010-08-03,57.5396728515625
2010-08-04,57.93858337402344
2010-08-05,57.33042907714844
2010-08-06,56.813804626464844
2010-08-09,57.513511657714844
2010-08-10,57.48738098144531
2010-08-11,55.185516357421875
2010-08-12,55.70868682861328
2010-08-13,55.813289642333984
2010-08-16,55.8786735534668
2010-08-17,59.13526916503906
2010-08-18,58.886783599853516
2010-08-19,58.402896881103516
2010-08-20,58.69715881347656
2010-08-23,58.05626678466797
2010-08-24,57.134246826171875
2010-08-25,56.76803970336914
2010-08-26,56.663429260253906
2010-08-27,57.40235137939453
2010-08-30,55.99827194213867
2010-08-31,56.45310974121094
2010-09-01,57.67263412475586
2010-09-02,57.53418731689453
2010-09-03,58.621864318847656
2010-09-07,55.833473205566406
2010-09-08,56.3344612121582
2010-09-09,57.48805618286133
2010-09-10,57.06618881225586
2010-09-13,58.26589584350586
2010-09-14,57.94288635253906
2010-09-15,57.61332702636719
2010-09-16,57.29690170288086
2010-09-17,57.15187454223633
2010-09-20,59.98640060424805
2010-09-21,58.46367645263672
2010-09-22,58.62847137451172
2010-09-23,58.12088394165039
2010-09-24,59.735904693603516
2010-09-27,55.5302619934082
2010-09-28,54.383262634277344
2010-09-29,53.928428649902344
2010-09-30,53.928428649902344
2010-10-01,53.99433898925781
2010-10-04,54.15254211425781
2010-10-05,54.772186279296875
2010-10-06,52.016780853271484
2010-10-07,50.67201614379883
2010-10-08,50.65224075317383
2010-10-11,50.90272903442383
2010-10-12,51.120269775390625
2010-10-13,50.61266326904297
2010-10-14,49.874393463134766
2010-10-15,49.584354400634766
2010-10-18,50.61927795410156
2010-10-19,49.920536041259766
2010-10-20,48.82628631591797
2010-10-21,48.094573974609375
2010-10-22,49.0701789855957
2010-10-25,49.16248321533203
2010-10-26,49.55138397216797
2010-10-27,49.40637969970703
2010-10-28,49.215206146240234
2010-10-29,49.27452087402344
2010-11-01,51.067543029785156
2010-11-02,51.18620300292969
2010-11-03,53.18354797363281
2010-11-04,54.37668228149414
2010-11-05,54.51510238647461
2010-11-08,54.198707580566406
2010-11-09,52.946231842041016
2010-11-10,54.225059509277344
2010-11-11,54.113006591796875
2010-11-12,53.38129425048828
2010-11-15,53.58563995361328
2010-11-16,52.57707214355469
2010-11-17,52.43204879760742
2010-11-18,51.271907806396484
2010-11-19,51.28506851196289
2010-11-22,50.66542053222656
2010-11-23,50.83021545410156
2010-11-24,50.968658447265625
2010-11-26,50.39516830444336
2010-11-29,51.220115661621094
2010-11-30,51.20014572143555
2010-12-01,52.22468566894531
2010-12-02,53.64839172363281
2010-12-03,53.794742584228516
2010-12-06,52.98311996459961
2010-12-07,52.87000274658203
2010-12-08,54.11405563354492
2010-12-09,55.37811279296875
2010-12-10,56.56235122680664
2010-12-13,56.768558502197266
2010-12-14,55.790584564208984
2010-12-15,54.63963317871094
2010-12-16,54.879180908203125
2010-12-17,55.05213928222656
2010-12-20,56.12324905395508
2010-12-21,57.041324615478516
2010-12-22,57.32073974609375
2010-12-23,56.648826599121094
2010-12-27,57.26089096069336
2010-12-28,57.73323059082031
2010-12-29,58.13240051269531
2010-12-30,57.50037384033203
2010-12-31,57.91282653808594
2011-01-03,58.47833251953125
2011-01-04,57.87959289550781
2011-01-05,58.56483840942383
2011-01-06,58.23884582519531
2011-01-07,57.759830474853516
2011-01-10,57.28083038330078
2011-01-11,57.693302154541016
2011-01-12,58.11910629272461
2011-01-13,57.38727951049805
2011-01-14,57.46711349487305
2011-01-18,57.34735870361328
2011-01-19,57.54029083251953
2011-01-20,57.03467559814453
2011-01-21,57.72657012939453
2011-01-24,57.460453033447266
2011-01-25,57.86626434326172
2011-01-26,57.26753616333008
2011-01-27,57.82637405395508
2011-01-28,57.44718551635742
2011-01-31,57.52695846557617
2011-02-01,58.059207916259766
2011-02-02,57.693302154541016
2011-02-03,57.68000793457031
2011-02-04,58.205570220947266
2011-02-07,58.5382194519043
2011-02-08,59.28998565673828
2011-02-09,59.057159423828125
2011-02-10,58.61806869506836
2011-02-11,59.782283782958984
2011-02-14,59.3498649597168
2011-02-15,59.502872467041016
2011-02-16,59.87543487548828
2011-02-17,59.868804931640625
2011-02-18,60.5473518371582
2011-02-22,59.60931396484375
2011-02-23,59.27002716064453
2011-02-24,58.760406494140625
2011-02-25,59.384033203125
2011-02-28,59.042049407958984
2011-03-01,57.801513671875
2011-03-02,57.47294235229492
2011-03-03,58.61958312988281
2011-03-04,59.01521301269531
2011-03-07,58.3916130065918
2011-03-08,60.20878601074219
2011-03-09,60.00763702392578
2011-03-10,58.780540466308594
2011-03-11,58.80732727050781
2011-03-14,58.72688674926758
2011-03-15,58.022789001464844
2011-03-16,56.990150451660156
2011-03-17,58.565940856933594
2011-03-18,58.720184326171875
2011-03-21,58.21725845336914
2011-03-22,57.90212631225586
2011-03-23,57.96913528442383
2011-03-24,58.324546813964844
2011-03-25,58.700069427490234
2011-03-28,58.4854736328125
2011-03-29,58.6866455078125
2011-03-30,59.350502014160156
2011-03-31,59.32368469238281
2011-04-01,60.141761779785156
2011-04-04,59.89365005493164
2011-04-05,59.471221923828125
2011-04-06,60.20878601074219
2011-04-07,59.1761589050293
2011-04-08,58.80732727050781
2011-04-11,58.84084701538086
2011-04-12,58.44524002075195
2011-04-13,57.6272087097168
2011-04-14,57.130977630615234
2011-04-15,57.23155212402344
2011-04-18,58.478759765625
2011-04-19,57.27848815917969
2011-04-20,57.54672622680664
2011-04-21,57.55342483520508
2011-04-25,57.74787521362305
2011-04-26,58.4854736328125
2011-04-27,60.11494064331055
2011-04-28,59.61870574951172
2011-04-29,59.25661087036133
2011-05-02,58.834171295166016
2011-05-03,59.34379577636719
2011-05-04,58.31784439086914
2011-05-05,57.76798629760742
2011-05-06,57.95574951171875
2011-05-09,57.9959716796875
2011-05-10,58.85429000854492
2011-05-11,58.57265853881836
2011-05-12,58.82075119018555
2011-05-13,57.928924560546875
2011-05-16,57.942352294921875
2011-05-17,58.988380432128906
2011-05-18,59.933876037597656
2011-05-19,59.79306411743164
2011-05-20,59.03533935546875
2011-05-23,58.53240966796875
2011-05-24,58.61288070678711
2011-05-25,58.2977180480957
2011-05-26,58.244056701660156
2011-05-27,59.231056213378906
2011-05-31,59.69071578979492
2011-06-01,58.05480194091797
2011-06-02,58.42660903930664
2011-06-03,57.99397659301758
2011-06-06,57.31121826171875
2011-06-07,57.74384689331055
2011-06-08,57.46669387817383
2011-06-09,57.75061798095703
2011-06-10,57.06106948852539
2011-06-13,57.57482147216797
2011-06-14,58.73756408691406
2011-06-15,58.16295623779297
2011-06-16,59.244564056396484
2011-06-17,59.50144958496094
2011-06-20,59.35271072387695
2011-06-21,59.555503845214844
2011-06-22,59.02824020385742
2011-06-23,58.3252067565918
2011-06-24,57.676231384277344
2011-06-27,58.62262725830078
2011-06-28,58.41983413696289
2011-06-29,59.231056213378906
2011-06-30,59.45412826538086
2011-07-01,60.184207916259766
2011-07-05,59.4879264831543
2011-07-06,59.78536605834961
2011-07-07,60.32618713378906
2011-07-08,59.19047546386719
2011-07-11,58.2508544921875
2011-07-12,59.116119384765625
2011-07-13,58.86600112915039
2011-07-14,58.13593673706055
2011-07-15,57.83847427368164
2011-07-18,57.358524322509766
2011-07-19,58.67674255371094
2011-07-20,58.90656661987305
2011-07-21,59.87322235107422
2011-07-22,60.21800231933594
2011-07-25,59.85972213745117
2011-07-26,59.656925201416016
2011-07-27,58.90656661987305
2011-07-28,58.35224533081055
2011-07-29,58.298160552978516
2011-08-01,59.149932861328125
2011-08-02,57.872276306152344
2011-08-03,57.00025939941406
2011-08-04,54.809993743896484
2011-08-05,53.167327880859375
2011-08-08,49.050498962402344
2011-08-09,51.044700622558594
2011-08-10,47.58357238769531
2011-08-11,50.37543869018555
2011-08-12,49.37497329711914
2011-08-15,50.56473922729492
2011-08-16,49.78733444213867
2011-08-17,50.247005462646484
2011-08-18,48.37449264526367
2011-08-19,47.22528839111328
2011-08-22,47.2996711730957
2011-08-23,49.064022064208984
2011-08-24,50.138851165771484
2011-08-25,49.45608901977539
2011-08-26,50.287574768066406
2011-08-29,51.937015533447266
2011-08-30,51.50721740722656
2011-08-31,51.89609146118164
2011-09-01,50.736324310302734
2011-09-02,49.31730270385742
2011-09-06,48.8534049987793
2011-09-07,51.568634033203125
2011-09-08,49.98588562011719
2011-09-09,48.09613037109375
2011-09-12,49.35824203491211
2011-09-13,49.59019470214844
2011-09-14,49.7607307434082
2011-09-15,50.913692474365234
2011-09-16,50.58623123168945
2011-09-19,49.13310623168945
2011-09-20,49.00350570678711
2011-09-21,46.58845138549805
2011-09-22,46.322391510009766
2011-09-23,47.07965087890625
2011-09-26,50.06773376464844
2011-09-27,49.631126403808594
2011-09-28,47.94605255126953
2011-09-29,49.153568267822266
2011-09-30,47.68680953979492
2011-10-03,46.745357513427734
2011-10-04,47.64588165283203
2011-10-05,47.802791595458984
2011-10-06,49.71980667114258
2011-10-07,48.31444549560547
2011-10-10,50.449790954589844
2011-10-11,50.4224967956543
2011-10-12,51.780113220214844
2011-10-13,51.773292541503906
2011-10-14,51.65730285644531
2011-10-17,50.31333923339844
2011-10-18,52.57829666137695
2011-10-19,49.65840148925781
2011-10-20,50.129150390625
2011-10-21,51.12519454956055
2011-10-24,52.18260955810547
2011-10-25,51.138816833496094
2011-10-26,52.20989227294922
2011-10-27,54.05868911743164
2011-10-28,53.417423248291016
2011-10-31,51.92337417602539
2011-11-01,49.3309440612793
2011-11-02,49.8903694152832
2011-11-03,49.8903694152832
2011-11-04,49.187679290771484
2011-11-07,48.94890594482422
2011-11-08,50.36793518066406
2011-11-09,48.143890380859375
2011-11-10,49.371883392333984
2011-11-11,50.4224967956543
2011-11-14,49.126285552978516
2011-11-15,49.6379508972168
2011-11-16,49.078548431396484
2011-11-17,48.49183654785156
2011-11-18,48.95573043823242
2011-11-21,47.816444396972656
2011-11-22,47.46851348876953
2011-11-23,46.001739501953125
2011-11-25,46.185935974121094
2011-11-28,46.97732162475586
2011-11-29,47.10826873779297
2011-11-30,50.29936981201172
2011-12-01,50.25112533569336
2011-12-02,50.91964340209961
2011-12-05,52.063758850097656
2011-12-06,51.75362777709961
2011-12-07,51.443477630615234
2011-12-08,49.59634780883789
2011-12-09,50.32003402709961
2011-12-12,49.52055358886719
2011-12-13,48.91404342651367
2011-12-14,49.08633804321289
2011-12-15,49.44472122192383
2011-12-16,50.14083480834961
2011-12-19,49.14147186279297
2011-12-20,51.76048278808594
2011-12-21,52.26364517211914
2011-12-22,52.752986907958984
2011-12-23,52.99422073364258
2011-12-27,52.78744125366211
2011-12-28,52.24297332763672
2011-12-29,53.0286750793457
2011-12-30,52.615150451660156
2012-01-03,53.78681564331055
2012-01-04,53.77992248535156
2012-01-05,54.60698699951172
2012-01-06,54.75863265991211
2012-01-09,54.88267135620117
2012-01-10,55.23419189453125
2012-01-11,55.55813217163086
2012-01-12,56.13705825805664
2012-01-13,56.75046157836914
2012-01-17,55.85447692871094
2012-01-18,56.32315444946289
2012-01-19,56.371395111083984
2012-01-20,56.32315444946289
2012-01-23,56.53681182861328
2012-01-24,56.302490234375
2012-01-25,56.51613235473633
2012-01-26,55.23419189453125
2012-01-27,55.213523864746094
2012-01-30,55.054988861083984
2012-01-31,54.958499908447266
2012-02-01,55.28240966796875
2012-02-02,55.516788482666016
2012-02-03,56.82627487182617
2012-02-06,55.82002258300781
2012-02-07,56.08192825317383
2012-02-08,56.31626510620117
2012-02-09,55.69596862792969
2012-02-10,54.99985885620117
2012-02-13,55.59257888793945
2012-02-14,55.84761047363281
2012-02-15,55.813114166259766
2012-02-16,56.42652130126953
2012-02-17,57.15021896362305
2012-02-21,56.964115142822266
2012-02-22,55.73041534423828
2012-02-23,56.59194564819336
2012-02-24,56.357601165771484
2012-02-27,56.74359130859375
2012-02-28,56.4127311706543
2012-02-29,56.25422286987305
2012-03-01,56.4697380065918
2012-03-02,56.0247917175293
2012-03-05,55.69808578491211
2012-03-06,54.724830627441406
2012-03-07,55.503421783447266
2012-03-08,56.08042526245117
2012-03-09,56.55314254760742
2012-03-12,56.41412353515625
2012-03-13,58.22158432006836
2012-03-14,57.811439514160156
2012-03-15,59.055809020996094
2012-03-16,59.57026672363281
2012-03-19,60.22372817993164
2012-03-20,59.96652603149414
2012-03-21,59.42427062988281
2012-03-22,59.083614349365234
2012-03-23,59.68842315673828
2012-03-26,60.21677780151367
2012-03-27,59.76491165161133
2012-03-28,60.66865158081055
2012-03-29,60.18202209472656
2012-03-30,60.39752197265625
2012-04-02,60.480934143066406
2012-04-03,60.501808166503906
2012-04-04,60.015174865722656
2012-04-05,60.39752197265625
2012-04-09,59.29218292236328
2012-04-10,58.360626220703125
2012-04-11,59.160091400146484
2012-04-12,60.015174865722656
2012-04-13,58.69431686401367
2012-04-16,59.52161407470703
2012-04-17,60.71038055419922
2012-04-18,60.54351806640625
2012-04-19,60.446189880371094
2012-04-20,60.7520637512207
2012-04-23,59.63976287841797
2012-04-24,60.20980453491211
2012-04-25,60.557411193847656
2012-04-26,60.73122024536133
2012-04-27,60.7451286315918
2012-04-30,59.973453521728516
2012-05-01,60.37666702270508
2012-05-02,60.237640380859375
2012-05-03,59.77184295654297
2012-05-04,59.47988510131836
2012-05-07,60.175048828125
2012-05-08,59.96652603149414
2012-05-09,58.77079391479492
2012-05-10,59.25046920776367
2012-05-11,58.951560974121094
2012-05-14,58.28416442871094
2012-05-15,57.7140998840332
2012-05-16,57.373477935791016
2012-05-17,56.4697380065918
2012-05-18,56.108238220214844
2012-05-21,56.68523025512695
2012-05-22,56.72696304321289
2012-05-23,56.65049743652344
2012-05-24,56.483646392822266
2012-05-25,56.879886627197266
2012-05-29,57.630714416503906
2012-05-30,56.7332878112793
2012-05-31,57.01372146606445
2012-06-01,55.0856819152832
2012-06-04,54.23033905029297
2012-06-05,53.97093963623047
2012-06-06,54.973514556884766
2012-06-07,55.457271575927734
2012-06-08,56.0391960144043
2012-06-11,54.826271057128906
2012-06-12,55.702667236328125
2012-06-13,55.34510040283203
2012-06-14,56.277565002441406
2012-06-15,56.81740951538086
2012-06-18,56.62110137939453
2012-06-19,57.08381652832031
2012-06-20,57.28716278076172
2012-06-21,56.08125305175781
2012-06-22,56.76129150390625
2012-06-25,55.73070526123047
2012-06-26,55.955047607421875
2012-06-27,56.76129150390625
2012-06-28,56.67717361450195
2012-06-29,57.89011764526367
2012-07-02,58.500057220458984
2012-07-03,59.173118591308594
2012-07-05,58.77349090576172
2012-07-06,58.80855178833008
2012-07-09,58.66830825805664
2012-07-10,57.93217468261719
2012-07-11,58.66830825805664
2012-07-12,57.749874114990234
2012-07-13,58.878665924072266
2012-07-16,58.57718276977539
2012-07-17,60.105613708496094
2012-07-18,60.939918518066406
2012-07-19,60.72957229614258
2012-07-20,59.572757720947266
2012-07-23,59.02589416503906
2012-07-24,59.215187072753906
2012-07-25,59.173118591308594
2012-07-26,60.02849197387695
2012-07-27,60.610374450683594
2012-07-30,60.4140625
2012-07-31,60.18272399902344
2012-08-01,59.94434356689453
2012-08-02,59.25026321411133
2012-08-03,61.29045486450195
2012-08-06,60.76461410522461
2012-08-07,61.038047790527344
2012-08-08,60.82773208618164
2012-08-09,60.85576629638672
2012-08-10,60.757598876953125
2012-08-13,60.54727554321289
2012-08-14,60.44213104248047
2012-08-15,60.76461410522461
2012-08-16,60.883819580078125
2012-08-17,61.19228744506836
2012-08-20,61.479766845703125
2012-08-21,61.01702880859375
2012-08-22,60.7365837097168
2012-08-23,59.94434356689453
2012-08-24,60.20375061035156
2012-08-27,62.973106384277344
2012-08-28,61.991546630859375
2012-08-29,62.06167221069336
2012-08-30,61.482173919677734
2012-08-31,61.41150665283203
2012-09-04,61.793121337890625
2012-09-05,62.436214447021484
2012-09-06,63.496253967285156
