Date,SPG
2010-11-05,52.320831298828125
2010-11-08,52.558258056640625
2010-11-09,50.05028533935547
2010-11-10,51.01985168457031
2010-11-11,50.18881607055664
2010-11-12,50.059165954589844
2010-11-15,49.725101470947266
2010-11-16,47.9351692199707
2010-11-17,48.33401870727539
2010-11-18,48.83761215209961
2010-11-19,48.947296142578125
2010-11-22,49.151729583740234
2010-11-23,48.64815139770508
2010-11-24,49.99435806274414
2010-11-26,49.28135681152344
2010-11-29,49.22651290893555
2010-11-30,49.111846923828125
2010-12-01,49.77996826171875
2010-12-02,50.822021484375
2010-12-03,50.896812438964844
2010-12-06,50.80707931518555
2010-12-07,50.60762405395508
2010-12-08,49.77497482299805
2010-12-09,49.076942443847656
2010-12-10,49.33622741699219
2010-12-13,49.32623291015625
2010-12-14,48.69800567626953
2010-12-15,47.506370544433594
2010-12-16,47.2221565246582
2010-12-17,47.58115005493164
2010-12-20,48.3090934753418
2010-12-21,49.17168045043945
2010-12-22,49.181644439697266
2010-12-23,48.75285339355469
2010-12-27,49.60544967651367
2010-12-28,49.34119415283203
2010-12-29,49.9893913269043
2010-12-30,49.69020080566406
2010-12-31,49.60544967651367
2011-01-03,50.32343292236328
2011-01-04,48.832618713378906
2011-01-05,48.9871826171875
2011-01-06,47.541236877441406
2011-01-07,48.339012145996094
2011-01-10,48.63321304321289
2011-01-11,48.64815139770508
2011-01-12,48.717952728271484
2011-01-13,48.937339782714844
2011-01-14,49.331207275390625
2011-01-18,49.7550163269043
2011-01-19,49.22651290893555
2011-01-20,49.2514533996582
2011-01-21,49.625389099121094
2011-01-24,49.73508834838867
2011-01-25,50.13895034790039
2011-01-26,50.2137451171875
2011-01-27,50.53284454345703
2011-01-28,49.84479522705078
2011-01-31,50.58269119262695
2011-02-01,51.09126281738281
2011-02-02,51.29071044921875
2011-02-03,52.203147888183594
2011-02-04,51.589881896972656
2011-02-07,52.367671966552734
2011-02-08,52.985939025878906
2011-02-09,52.98095703125
2011-02-10,53.458187103271484
2011-02-11,53.835018157958984
2011-02-14,53.76970672607422
2011-02-15,53.67927551269531
2011-02-16,54.161563873291016
2011-02-17,54.32231521606445
2011-02-18,54.226837158203125
2011-02-22,54.19670486450195
2011-02-23,53.744564056396484
2011-02-24,53.07136917114258
2011-02-25,53.744564056396484
2011-02-28,55.281856536865234
2011-03-01,53.774715423583984
2011-03-02,52.965877532958984
2011-03-03,53.945518493652344
2011-03-04,53.57879638671875
2011-03-07,53.22713851928711
2011-03-08,53.87017059326172
2011-03-09,53.51348876953125
2011-03-10,52.94579315185547
2011-03-11,53.68430709838867
2011-03-14,53.06636047363281
2011-03-15,52.6895866394043
2011-03-16,51.69989013671875
2011-03-17,51.86568832397461
2011-03-18,52.18719482421875
2011-03-21,52.900577545166016
2011-03-22,52.704647064208984
2011-03-23,51.6848030090332
2011-03-24,52.08671569824219
2011-03-25,52.56900405883789
2011-03-28,52.8201904296875
2011-03-29,53.217071533203125
2011-03-30,53.59384536743164
2011-03-31,53.835018157958984
2011-04-01,53.80989456176758
2011-04-04,53.72951126098633
2011-04-05,53.82998275756836
2011-04-06,53.91537094116211
2011-04-07,53.43812561035156
2011-04-08,53.076419830322266
2011-04-11,53.12665557861328
2011-04-12,52.62930679321289
2011-04-13,52.77499008178711
2011-04-14,53.980690002441406
2011-04-15,54.62373733520508
2011-04-18,54.28214645385742
2011-04-19,54.4428825378418
2011-04-20,55.07087326049805
2011-04-21,55.497867584228516
2011-04-25,56.13087844848633
2011-04-26,56.27656936645508
2011-04-27,57.0
2011-04-28,57.7485466003418
2011-04-29,57.542572021484375
2011-05-02,58.10524368286133
2011-05-03,58.31120300292969
2011-05-04,58.0700569152832
2011-05-05,57.894229888916016
2011-05-06,57.72843551635742
2011-05-09,58.15043258666992
2011-05-10,58.979366302490234
2011-05-11,58.62769317626953
2011-05-12,58.75331115722656
2011-05-13,58.30817413330078
2011-05-16,58.59648513793945
2011-05-17,58.454864501953125
2011-05-18,59.006221771240234
2011-05-19,58.79882049560547
2011-05-20,57.863033294677734
2011-05-23,57.159889221191406
2011-05-24,57.65563201904297
2011-05-25,57.90348815917969
2011-05-26,58.520606994628906
2011-05-27,58.803863525390625
2011-05-31,59.71943664550781
2011-06-01,58.27780532836914
2011-06-02,57.883243560791016
2011-06-03,58.33851623535156
2011-06-06,57.61514663696289
2011-06-07,58.16650390625
2011-06-08,58.1058235168457
2011-06-09,57.45835876464844
2011-06-10,56.09259033203125
2011-06-13,56.46689987182617
2011-06-14,57.357154846191406
2011-06-15,56.34044647216797
2011-06-16,56.92720031738281
2011-06-17,57.66573715209961
2011-06-20,58.201934814453125
2011-06-21,58.1513671875
2011-06-22,57.777034759521484
2011-06-23,56.64394760131836
2011-06-24,56.87663269042969
2011-06-27,57.54432678222656
2011-06-28,57.68597412109375
2011-06-29,58.54590606689453
2011-06-30,58.79375457763672
2011-07-01,59.977439880371094
2011-07-05,60.31633758544922
2011-07-06,60.8171272277832
2011-07-07,61.50002670288086
2011-07-08,61.292625427246094
2011-07-11,60.27587127685547
2011-07-12,60.32139205932617
2011-07-13,59.78015899658203
2011-07-14,59.44630432128906
2011-07-15,60.088714599609375
2011-07-18,59.618282318115234
2011-07-19,60.8171272277832
2011-07-20,60.95368957519531
2011-07-21,61.343196868896484
2011-07-22,61.6365852355957
2011-07-25,60.93853759765625
2011-07-26,61.90974044799805
2011-07-27,60.30117416381836
2011-07-28,61.0245246887207
2011-07-29,60.95875549316406
2011-08-01,60.56926727294922
2011-08-02,58.571189880371094
2011-08-03,58.37896728515625
2011-08-04,56.09763717651367
2011-08-05,55.055606842041016
2011-08-08,50.45244598388672
2011-08-09,56.188682556152344
2011-08-10,54.57505416870117
2011-08-11,57.93385314941406
2011-08-12,57.79725646972656
2011-08-15,59.10645294189453
2011-08-16,59.7279052734375
2011-08-17,59.896018981933594
2011-08-18,57.41520690917969
2011-08-19,56.16716384887695
2011-08-22,56.274131774902344
2011-08-23,57.89911651611328
2011-08-24,58.81096649169922
2011-08-25,57.73613357543945
2011-08-26,58.663246154785156
2011-08-29,59.712623596191406
2011-08-30,59.25926208496094
2011-08-31,59.85527420043945
2011-09-01,59.83488845825195
2011-09-02,58.372886657714844
2011-09-06,59.1624641418457
2011-09-07,60.81294250488281
2011-09-08,60.471641540527344
2011-09-09,59.0096549987793
2011-09-12,59.12172317504883
2011-09-13,59.269447326660156
2011-09-14,59.34586715698242
2011-09-15,60.66011047363281
2011-09-16,61.485355377197266
2011-09-19,60.532752990722656
2011-09-20,60.91485595703125
2011-09-21,57.3082389831543
2011-09-22,56.45242691040039
2011-09-23,57.41520690917969
2011-09-26,57.81764221191406
2011-09-27,57.868568420410156
2011-09-28,56.6816520690918
2011-09-29,57.348968505859375
2011-09-30,56.02452087402344
2011-10-03,54.25178527832031
2011-10-04,56.43714141845703
2011-10-05,55.72905349731445
2011-10-06,57.33879852294922
2011-10-07,55.77999496459961
2011-10-10,58.37800216674805
2011-10-11,57.48141860961914
2011-10-12,58.698909759521484
2011-10-13,57.65972900390625
2011-10-14,59.03511428833008
2011-10-17,57.532371520996094
2011-10-18,59.70753479003906
2011-10-19,58.867027282714844
2011-10-20,59.468101501464844
2011-10-21,61.485355377197266
2011-10-24,62.59077072143555
2011-10-25,61.69422912597656
2011-10-26,62.95753860473633
2011-10-27,65.7643814086914
2011-10-28,65.93248748779297
2011-10-31,65.42815399169922
2011-11-01,63.85409927368164
2011-11-02,65.04100799560547
2011-11-03,65.91719055175781
2011-11-04,65.63192749023438
2011-11-07,66.11585998535156
2011-11-08,66.63038635253906
2011-11-09,63.772605895996094
2011-11-10,64.10369873046875
2011-11-11,65.18875885009766
2011-11-14,64.1216812133789
2011-11-15,64.78343963623047
2011-11-16,63.53684997558594
2011-11-17,62.64419937133789
2011-11-18,63.20851135253906
2011-11-21,61.30521011352539
2011-11-22,61.099998474121094
2011-11-23,59.396820068359375
2011-11-25,59.6789665222168
2011-11-28,60.8178596496582
2011-11-29,61.141075134277344
2011-11-30,63.788211822509766
2011-12-01,63.100772857666016
2011-12-02,62.9981689453125
2011-12-05,63.08537673950195
2011-12-06,63.01869201660156
2011-12-07,63.76768493652344
2011-12-08,62.331241607666016
2011-12-09,63.76768493652344
2011-12-12,62.45950698852539
2011-12-13,61.8387565612793
2011-12-14,61.926124572753906
2011-12-15,62.82024002075195
2011-12-16,63.38036346435547
2011-12-19,63.33924102783203
2011-12-20,65.40499877929688
2011-12-21,65.58998107910156
2011-12-22,66.3196792602539
2011-12-23,66.93631744384766
2011-12-27,67.31659698486328
2011-12-28,66.30427551269531
2011-12-29,66.71534729003906
2011-12-30,66.25801849365234
2012-01-03,66.484130859375
2012-01-04,65.33304595947266
2012-01-05,65.67735290527344
2012-01-06,65.16861724853516
2012-01-09,65.11723327636719
2012-01-10,65.50775909423828
2012-01-11,65.7955551147461
2012-01-12,65.26626586914062
2012-01-13,65.22000122070312
2012-01-17,65.87776184082031
2012-01-18,66.02165985107422
2012-01-19,67.42964172363281
2012-01-20,67.6557388305664
2012-01-23,67.64031982421875
2012-01-24,68.72460174560547
2012-01-25,69.78316497802734
2012-01-26,70.15827941894531
2012-01-27,70.24050903320312
2012-01-30,69.6341323852539
2012-01-31,69.81398010253906
2012-02-01,70.14286041259766
2012-02-02,70.63103485107422
2012-02-03,71.2887954711914
2012-02-06,70.66700744628906
2012-02-07,70.64645385742188
2012-02-08,70.72866821289062
2012-02-09,70.86227416992188
2012-02-10,70.27645874023438
2012-02-13,70.83016204833984
2012-02-14,70.26094055175781
2012-02-15,70.41100311279297
2012-02-16,71.37348937988281
2012-02-17,71.28553771972656
2012-02-21,70.27645874023438
2012-02-22,69.80558776855469
2012-02-23,70.25576782226562
2012-02-24,70.71630096435547
2012-02-27,70.7990951538086
2012-02-28,70.52999877929688
2012-02-29,70.10569763183594
2012-03-01,70.58174896240234
2012-03-02,71.02161407470703
2012-03-05,71.62187194824219
2012-03-06,70.7576904296875
2012-03-07,71.52352142333984
2012-03-08,71.53389739990234
2012-03-09,70.60762786865234
2012-03-12,72.0047836303711
2012-03-13,72.93621826171875
2012-03-14,73.02418518066406
2012-03-15,73.0655746459961
2012-03-16,73.42780303955078
2012-03-19,74.29714965820312
2012-03-20,74.2557601928711
2012-03-21,74.62828826904297
2012-03-22,73.87800598144531
2012-03-23,74.3178482055664
2012-03-26,74.79389190673828
2012-03-27,74.83529663085938
2012-03-28,74.65937042236328
2012-03-29,74.89221954345703
2012-03-30,75.38380432128906
2012-04-02,76.03580474853516
2012-04-03,75.85985565185547
2012-04-04,75.37345886230469
2012-04-05,75.44075012207031
2012-04-09,74.85079956054688
2012-04-10,73.33982849121094
2012-04-11,74.18331909179688
2012-04-12,75.4096908569336
2012-04-13,74.89739990234375
2012-04-16,76.91548919677734
2012-04-17,77.37084197998047
2012-04-18,77.11212921142578
2012-04-19,76.61539459228516
2012-04-20,77.67617797851562
2012-04-23,76.90515899658203
2012-04-24,78.0694351196289
2012-04-25,79.00601959228516
2012-04-26,78.7524642944336
2012-04-27,80.37730407714844
2012-04-30,80.51705169677734
2012-05-01,81.54161071777344
2012-05-02,81.23631286621094
2012-05-03,80.47042846679688
2012-05-04,79.78743743896484
2012-05-07,80.2427978515625
2012-05-08,80.41870880126953
2012-05-09,80.06166076660156
2012-05-10,80.1703109741211
2012-05-11,80.76541900634766
2012-05-14,79.9271240234375
2012-05-15,79.82815551757812
2012-05-16,78.30210876464844
2012-05-17,76.19795227050781
2012-05-18,75.1771240234375
2012-05-21,76.80732727050781
2012-05-22,76.96878051757812
2012-05-23,77.03650665283203
2012-05-24,77.61981964111328
2012-05-25,77.14588165283203
2012-05-29,78.20838165283203
2012-05-30,76.13543701171875
2012-05-31,76.83335876464844
2012-06-01,74.74481964111328
2012-06-04,74.65107727050781
2012-06-05,76.12506103515625
2012-06-06,77.66671752929688
2012-06-07,77.49479675292969
2012-06-08,78.44275665283203
2012-06-11,76.93751525878906
2012-06-12,77.61981964111328
2012-06-13,76.72918701171875
2012-06-14,77.21357727050781
2012-06-15,77.68234252929688
2012-06-18,77.76563262939453
2012-06-19,78.77607727050781
2012-06-20,79.3125228881836
2012-06-21,77.86981964111328
2012-06-22,78.21879577636719
2012-06-25,78.08335876464844
2012-06-26,78.36981964111328
2012-06-27,78.64066314697266
2012-06-28,79.01042938232422
2012-06-29,81.07295989990234
2012-07-02,82.33336639404297
2012-07-03,82.55731964111328
2012-07-05,81.68756103515625
2012-07-06,81.97923278808594
2012-07-09,82.58338165283203
2012-07-10,81.63545227050781
2012-07-11,81.82294464111328
2012-07-12,81.72920989990234
2012-07-13,82.58338165283203
2012-07-16,82.56255340576172
2012-07-17,83.25004577636719
2012-07-18,82.94795989990234
2012-07-19,82.35941314697266
2012-07-20,81.75528717041016
2012-07-23,81.21878051757812
2012-07-24,82.0833511352539
2012-07-25,81.42713928222656
2012-07-26,82.81253814697266
2012-07-27,83.58338165283203
2012-07-30,83.90111541748047
2012-07-31,83.58859252929688
2012-08-01,83.94795227050781
2012-08-02,84.06775665283203
2012-08-03,84.91148376464844
2012-08-06,84.26045227050781
2012-08-07,83.01567840576172
2012-08-08,82.54171752929688
2012-08-09,81.79694366455078
2012-08-10,82.13546752929688
2012-08-13,81.85942840576172
2012-08-14,82.05734252929688
2012-08-15,82.69700622558594
2012-08-16,83.74044036865234
2012-08-17,83.81385040283203
2012-08-20,83.40486145019531
2012-08-21,83.1112289428711
2012-08-22,83.21084594726562
2012-08-23,82.0363540649414
2012-08-24,82.38240051269531
2012-08-27,83.22655487060547
2012-08-28,83.1531753540039
2012-08-29,82.74419403076172
2012-08-30,82.53448486328125
2012-08-31,83.21084594726562
2012-09-04,83.2370834350586
2012-09-05,82.8176040649414
2012-09-06,83.28950500488281
2012-09-07,83.39434814453125
2012-09-10,81.9052734375
2012-09-11,82.70750427246094
2012-09-12,83.1531753540039
2012-09-13,84.76288604736328
2012-09-14,85.30815887451172
2012-09-17,85.74334716796875
2012-09-18,84.78384399414062
2012-09-19,84.2437744140625
2012-09-20,81.73748779296875
2012-09-21,81.89478302001953
2012-09-24,81.43862915039062
2012-09-25,79.90233612060547
2012-09-26,79.24694061279297
2012-09-27,79.66639709472656
2012-09-28,79.59825134277344
2012-10-01,79.27314758300781
2012-10-02,79.82894134521484
2012-10-03,80.18025207519531
2012-10-04,80.0072250366211
2012-10-05,80.07012176513672
2012-10-08,80.15401458740234
2012-10-09,79.82369232177734
2012-10-10,80.24315643310547
2012-10-11,80.24840545654297
2012-10-12,79.90233612060547
2012-10-15,80.28511047363281
2012-10-16,80.73601531982422
2012-10-17,80.1435546875
2012-10-18,81.16598510742188
2012-10-19,80.50531768798828
2012-10-22,80.19075012207031
2012-10-23,79.18400573730469
2012-10-24,79.26266479492188
2012-10-25,79.41471862792969
2012-10-26,78.8064956665039
2012-10-31,79.80795288085938
2012-11-01,79.98624420166016
2012-11-02,81.66409301757812
2012-11-05,81.12925720214844
2012-11-06,81.52777099609375
2012-11-07,81.63785552978516
2012-11-08,80.8304214477539
2012-11-09,79.69783782958984
2012-11-12,79.76602172851562
2012-11-13,79.59825134277344
2012-11-14,78.24617004394531
2012-11-15,77.49615478515625
2012-11-16,77.59652709960938
2012-11-19,78.668701171875
2012-11-20,79.42395782470703
2012-11-21,79.33416748046875
2012-11-23,80.078857421875
2012-11-26,80.3587646484375
2012-11-27,79.761962890625
2012-11-28,79.35001373291016
2012-11-29,79.88346862792969
2012-11-30,80.34822082519531
2012-12-03,80.71791076660156
2012-12-04,80.57003021240234
2012-12-05,80.42218780517578
2012-12-06,81.5523910522461
2012-12-07,82.20732116699219
2012-12-10,82.41325378417969
2012-12-11,82.77245330810547
2012-12-12,82.60340881347656
2012-12-13,81.33058166503906
2012-12-14,81.36227416992188
2012-12-17,82.11226654052734
2012-12-18,82.8305435180664
2012-12-19,82.59815979003906
2012-12-20,83.48544311523438
2012-12-21,83.34284973144531
2012-12-24,83.41680908203125
2012-12-26,82.89920806884766
2012-12-27,83.4114990234375
2012-12-28,82.40274810791016
2012-12-31,83.49602508544922
2013-01-02,84.39916229248047
2013-01-03,83.7231216430664
2013-01-04,83.76010131835938
2013-01-07,84.35691833496094
2013-01-08,84.0505599975586
2013-01-09,84.46257019042969
2013-01-10,84.45199584960938
2013-01-11,84.4942626953125
2013-01-14,84.20905303955078
2013-01-15,84.60517120361328
2013-01-16,84.35691833496094
2013-01-17,84.45199584960938
2013-01-18,84.44672393798828
2013-01-22,85.00656127929688
2013-01-23,85.29702758789062
2013-01-24,85.64559173583984
2013-01-25,85.74598693847656
2013-01-28,85.93609619140625
2013-01-29,85.97831726074219
2013-01-30,85.23362731933594
2013-01-31,84.59984588623047
2013-02-01,85.54525756835938
2013-02-04,85.8304443359375
2013-02-05,85.434326171875
2013-02-06,85.40267181396484
2013-02-07,84.92204284667969
2013-02-08,85.96249389648438
2013-02-11,86.35333251953125
2013-02-12,86.68309783935547
2013-02-13,86.19378662109375
2013-02-14,85.40656280517578
2013-02-15,85.05021667480469
2013-02-19,85.36933135986328
2013-02-20,84.84806060791016
2013-02-21,84.05023956298828
2013-02-22,84.95445251464844
2013-02-25,83.70450592041016
2013-02-26,83.97576904296875
2013-02-27,84.67786407470703
2013-02-28,84.49702453613281
2013-03-01,85.09806060791016
2013-03-04,85.87994384765625
2013-03-05,86.49161529541016
2013-03-06,86.12461853027344
2013-03-07,85.14596557617188
2013-03-08,85.10336303710938
2013-03-11,85.63529968261719
2013-03-12,84.84806060791016
2013-03-13,84.73104858398438
2013-03-14,85.03955078125
2013-03-15,84.89061737060547
2013-03-18,84.42784881591797
2013-03-19,83.56086730957031
2013-03-20,84.28955078125
2013-03-21,84.07150268554688
2013-03-22,84.64592742919922
2013-03-25,84.7629623413086
2013-03-26,84.74701690673828
2013-03-27,84.67786407470703
2013-03-28,84.33744812011719
2013-04-01,84.74169921875
2013-04-02,85.61932373046875
2013-04-03,86.16717529296875
2013-04-04,87.01820373535156
2013-04-05,88.4170913696289
2013-04-08,89.94364166259766
2013-04-09,89.9489517211914
2013-04-10,90.83190155029297
2013-04-11,92.69355010986328
2013-04-12,92.36908721923828
2013-04-15,90.6563720703125
2013-04-16,92.80523681640625
2013-04-17,91.91165924072266
2013-04-18,91.97016906738281
2013-04-19,93.67222595214844
2013-04-22,93.3477783203125
2013-04-23,93.6349868774414
2013-04-24,94.0605239868164
2013-04-25,93.6190414428711
2013-04-26,93.41159057617188
2013-04-29,93.6084213256836
2013-04-30,94.71475219726562
2013-05-01,93.91690826416016
2013-05-02,94.6934585571289
2013-05-03,95.44343566894531
2013-05-06,95.40620422363281
2013-05-07,95.14027404785156
2013-05-08,95.92217254638672
2013-05-09,95.15623474121094
2013-05-10,95.40620422363281
2013-05-13,95.72001647949219
2013-05-14,95.33174133300781
2013-05-15,96.15614318847656
2013-05-16,95.05339813232422
2013-05-17,96.2792739868164
2013-05-20,95.80282592773438
2013-05-21,96.48272705078125
2013-05-22,94.23963928222656
2013-05-23,92.92813110351562
2013-05-24,93.39920043945312
2013-05-28,93.91845703125
2013-05-29,92.0073471069336
2013-05-30,91.00627899169922
2013-05-31,89.10049438476562
2013-06-03,89.22897338867188
2013-06-04,88.68291473388672
2013-06-05,87.7514419555664
2013-06-06,89.16475677490234
2013-06-07,89.53948211669922
2013-06-10,88.47415161132812
2013-06-11,86.84138488769531
2013-06-12,85.47627258300781
2013-06-13,88.38316345214844
2013-06-14,88.8917236328125
2013-06-17,90.2032699584961
2013-06-18,89.56084442138672
2013-06-19,87.0019760131836
2013-06-20,82.75148010253906
2013-06-21,83.8221206665039
2013-06-24,82.96562194824219
2013-06-25,83.9559555053711
2013-06-26,84.7268295288086
2013-06-27,86.01696014404297
2013-06-28,84.53948974609375
2013-07-01,84.39496612548828
2013-07-02,87.06085968017578
2013-07-03,85.10694122314453
2013-07-05,85.36920928955078
2013-07-08,85.2353744506836
2013-07-09,86.57373046875
2013-07-10,86.0811996459961
2013-07-11,87.83177185058594
2013-07-12,87.25894927978516
2013-07-15,87.20542907714844
2013-07-16,87.25894927978516
2013-07-17,87.15188598632812
2013-07-18,88.17972564697266
2013-07-19,88.30818939208984
2013-07-22,88.8917236328125
2013-07-23,88.85423278808594
2013-07-24,88.01374816894531
2013-07-25,87.68184661865234
2013-07-26,88.08332061767578
2013-07-29,87.28571319580078
2013-07-30,86.57373046875
2013-07-31,85.6850814819336
2013-08-01,85.10157775878906
2013-08-02,84.37350463867188
2013-08-05,83.9988021850586
2013-08-06,83.69901275634766
2013-08-07,83.97201538085938
2013-08-08,83.69901275634766
2013-08-09,84.55551147460938
2013-08-12,84.20222473144531
2013-08-13,83.08335876464844
2013-08-14,82.33910369873047
2013-08-15,80.7319107055664
2013-08-16,78.36426544189453
2013-08-19,77.24243927001953
2013-08-20,78.70403289794922
2013-08-21,78.17549133300781
2013-08-22,78.93595123291016
2013-08-23,79.5507583618164
2013-08-26,79.35123443603516
2013-08-27,78.60157775878906
2013-08-28,78.34806060791016
2013-08-29,78.92514038085938
2013-08-30,78.54222869873047
2013-09-03,77.90042877197266
2013-09-04,77.9705810546875
2013-09-05,76.87570190429688
2013-09-06,78.17010498046875
2013-09-09,80.05775451660156
2013-09-10,80.21415710449219
2013-09-11,80.42449951171875
2013-09-12,79.98223876953125
2013-09-13,80.10089111328125
2013-09-16,81.82135772705078
2013-09-17,81.67035675048828
