Date,CSX
2010-11-02,5.358092784881592
2010-11-03,5.394162654876709
2010-11-04,5.369258403778076
2010-11-05,5.307424068450928
2010-11-08,5.3443498611450195
2010-11-09,5.253319263458252
2010-11-10,5.2996954917907715
2010-11-11,5.238718509674072
2010-11-12,5.225836753845215
2010-11-15,5.272214412689209
2010-11-16,5.176024913787842
2010-11-17,5.205225467681885
2010-11-18,5.3039870262146
2010-11-19,5.362387180328369
2010-11-22,5.308281421661377
2010-11-23,5.169156074523926
2010-11-24,5.316013336181641
2010-11-26,5.318599224090576
2010-11-29,5.328085422515869
2010-11-30,5.2444305419921875
2010-12-01,5.428127288818359
2010-12-02,5.522130966186523
2010-12-03,5.554904460906982
2010-12-06,5.5195465087890625
2010-12-07,5.5290327072143555
2010-12-08,5.442786693572998
2010-12-09,5.511783123016357
2010-12-10,5.528170108795166
2010-12-13,5.500572204589844
2010-12-14,5.486772060394287
2010-12-15,5.440201759338379
2010-12-16,5.515233516693115
2010-12-17,5.4902215003967285
2010-12-20,5.4574503898620605
2010-12-21,5.518682956695557
2010-12-22,5.517819404602051
2010-12-23,5.491946697235107
2010-12-27,5.537654876708984
2010-12-28,5.547142028808594
2010-12-29,5.550592422485352
2010-12-30,5.559214115142822
2010-12-31,5.572153568267822
2011-01-03,5.660982131958008
2011-01-04,5.641147136688232
2011-01-05,5.68254280090332
2011-01-06,5.711866855621338
2011-01-07,5.846405506134033
2011-01-10,5.862790107727051
2011-01-11,5.8645172119140625
2011-01-12,5.924886703491211
2011-01-13,5.9740447998046875
2011-01-14,5.9688720703125
2011-01-18,5.945585250854492
2011-01-19,5.891251564025879
2011-01-20,5.842092514038086
2011-01-21,5.833468914031982
2011-01-24,5.839503765106201
2011-01-25,6.058563232421875
2011-01-26,6.124968528747559
2011-01-27,6.11634635925293
2011-01-28,5.974907398223877
2011-01-31,6.088746070861816
2011-02-01,6.198276519775391
2011-02-02,6.120657444000244
2011-02-03,5.993881702423096
2011-02-04,6.0111284255981445
2011-02-07,6.097372531890869
2011-02-08,6.095645427703857
2011-02-09,6.1223835945129395
2011-02-10,6.199139595031738
2011-02-11,6.3164286613464355
2011-02-14,6.394909858703613
2011-02-15,6.394046783447266
2011-02-16,6.442345142364502
2011-02-17,6.460454940795898
2011-02-18,6.447517395019531
2011-02-22,6.2896928787231445
2011-02-23,6.1698150634765625
2011-02-24,6.2226152420043945
2011-02-25,6.346393585205078
2011-02-28,6.462378025054932
2011-03-01,6.2823381423950195
2011-03-02,6.387940406799316
2011-03-03,6.552399635314941
2011-03-04,6.48834753036499
2011-03-07,6.4251604080200195
2011-03-08,6.548935413360596
2011-03-09,6.567981719970703
2011-03-10,6.454589366912842
2011-03-11,6.482287883758545
2011-03-14,6.441607475280762
2011-03-15,6.46930456161499
2011-03-16,6.382746696472168
2011-03-17,6.554131984710693
2011-03-18,6.597408771514893
2011-03-21,6.759274482727051
2011-03-22,6.783509731292725
2011-03-23,6.7817769050598145
2011-03-24,6.83457612991333
2011-03-25,6.851888656616211
2011-03-28,6.905555248260498
2011-03-29,6.9254631996154785
2011-03-30,6.71426248550415
2011-03-31,6.803416728973389
2011-04-01,6.871798515319824
2011-04-04,6.830246448516846
2011-04-05,6.721186637878418
2011-04-06,6.742825508117676
2011-04-07,6.7436933517456055
2011-04-08,6.658001899719238
2011-04-11,6.596545219421387
2011-04-12,6.523834705352783
2011-04-13,6.587888240814209
2011-04-14,6.587888240814209
2011-04-15,6.635496616363525
2011-04-18,6.522104263305664
2011-04-19,6.5818281173706055
2011-04-20,6.407849311828613
2011-04-21,6.461514949798584
2011-04-25,6.45978307723999
2011-04-26,6.63203239440918
2011-04-27,6.659731864929199
2011-04-28,6.7610015869140625
2011-04-29,6.81120491027832
2011-05-02,6.8086090087890625
2011-05-03,6.746287822723389
2011-05-04,6.653671741485596
2011-05-05,6.736766815185547
2011-05-06,6.803416728973389
2011-05-09,6.773120403289795
2011-05-10,6.8492913246154785
2011-05-11,6.698684215545654
2011-05-12,6.664057731628418
2011-05-13,6.470170497894287
2011-05-16,6.441607475280762
2011-05-17,6.388804912567139
2011-05-18,6.5298943519592285
2011-05-19,6.670115947723389
2011-05-20,6.699548244476318
2011-05-23,6.589620590209961
2011-05-24,6.549804210662842
2011-05-25,6.636361122131348
2011-05-26,6.7172417640686035
2011-05-27,6.777245998382568
2011-05-31,6.896389007568359
2011-06-01,6.635494709014893
2011-06-02,6.7198486328125
2011-06-03,6.586789608001709
2011-06-06,6.496347904205322
2011-06-07,6.495476245880127
2011-06-08,6.435469627380371
2011-06-09,6.544178485870361
2011-06-10,6.390247344970703
2011-06-13,6.374593257904053
2011-06-14,6.476345062255859
2011-06-15,6.346765041351318
2011-06-16,6.339807033538818
2011-06-17,6.472865581512451
2011-06-20,6.551133155822754
2011-06-21,6.728546142578125
2011-06-22,6.665929317474365
2011-06-23,6.598095893859863
2011-06-24,6.5198259353637695
2011-06-27,6.553744792938232
2011-06-28,6.655494689941406
2011-06-29,6.720717906951904
2011-06-30,6.840729713439941
2011-07-01,6.994660377502441
2011-07-05,6.913784027099609
2011-07-06,6.968570709228516
2011-07-07,7.046840667724609
2011-07-08,6.945087432861328
2011-07-11,6.772897243499756
2011-07-12,6.707672119140625
2011-07-13,6.7468085289001465
2011-07-14,6.587660789489746
2011-07-15,6.605923175811768
2011-07-18,6.572004795074463
2011-07-19,6.647665977478027
2011-07-20,6.5354814529418945
2011-07-21,6.650274276733398
2011-07-22,6.6215739250183105
2011-07-25,6.6424479484558105
2011-07-26,6.5354814529418945
2011-07-27,6.438947677612305
2011-07-28,6.451993942260742
2011-07-29,6.410250186920166
2011-08-01,6.4441657066345215
2011-08-02,6.123263359069824
2011-08-03,6.162397384643555
2011-08-04,5.747570991516113
2011-08-05,5.731916904449463
2011-08-08,5.371878623962402
2011-08-09,5.760617733001709
2011-08-10,5.619730472564697
2011-08-11,5.818011283874512
2011-08-12,5.896280765533447
2011-08-15,5.995423316955566
2011-08-16,5.846712112426758
2011-08-17,5.8858442306518555
2011-08-18,5.525809288024902
2011-08-19,5.3223090171813965
2011-08-22,5.267518043518066
2011-08-23,5.348397254943848
2011-08-24,5.478846549987793
2011-08-25,5.45536470413208
2011-08-26,5.596250534057617
2011-08-29,5.7195634841918945
2011-08-30,5.743175029754639
2011-08-31,5.756291389465332
2011-09-01,5.64872407913208
2011-09-02,5.394227504730225
2011-09-06,5.3417558670043945
2011-09-07,5.462442874908447
2011-09-08,5.299776554107666
2011-09-09,5.137112140655518
2011-09-12,5.118744850158691
2011-09-13,5.305023670196533
2011-09-14,5.404723644256592
2011-09-15,5.520164489746094
2011-09-16,5.622487545013428
2011-09-19,5.381109714508057
2011-09-20,5.307648181915283
2011-09-21,4.877369403839111
2011-09-22,4.882614612579346
2011-09-23,5.050531387329102
2011-09-26,4.9980573654174805
2011-09-27,5.137112140655518
2011-09-28,4.958704471588135
2011-09-29,5.137112140655518
2011-09-30,4.8983588218688965
2011-10-03,4.824894905090332
2011-10-04,5.040032863616943
2011-10-05,5.1502299308776855
2011-10-06,5.302402496337891
2011-10-07,5.2709174156188965
2011-10-10,5.478187084197998
2011-10-11,5.470314025878906
2011-10-12,5.538530349731445
2011-10-13,5.449324607849121
2011-10-14,5.543776988983154
2011-10-17,5.349628448486328
2011-10-18,5.598874092102051
2011-10-19,5.5227885246276855
2011-10-20,5.564766883850098
2011-10-21,5.735302925109863
2011-10-24,5.735302925109863
2011-10-25,5.554271697998047
2011-10-26,5.622487545013428
2011-10-27,5.953067302703857
2011-10-28,6.063261032104492
2011-10-31,5.827129364013672
2011-11-01,5.638227939605713
2011-11-02,5.6880784034729
2011-11-03,5.732679843902588
2011-11-04,5.709067344665527
2011-11-07,5.751044750213623
2011-11-08,5.81401252746582
2011-11-09,5.554271697998047
2011-11-10,5.693324089050293
2011-11-11,5.900595188140869
2011-11-14,5.853367328643799
2011-11-15,5.863861560821533
2011-11-16,5.779905796051025
2011-11-17,5.6277360916137695
2011-11-18,5.67758321762085
2011-11-21,5.493927955627441
2011-11-22,5.493927955627441
2011-11-23,5.307648181915283
2011-11-25,5.247303009033203
2011-11-28,5.458460807800293
2011-11-29,5.458460807800293
2011-11-30,5.730329990386963
2011-12-01,5.735609531402588
2011-12-02,5.714494705200195
2011-12-05,5.814794063568115
2011-12-06,5.7620062828063965
2011-12-07,5.680179119110107
2011-12-08,5.553484916687012
2011-12-09,5.627391338348389
2011-12-12,5.516531467437744
2011-12-13,5.392476558685303
2011-12-14,5.289535999298096
2011-12-15,5.273699760437012
2011-12-16,5.3871965408325195
2011-12-19,5.3423261642456055
2011-12-20,5.5270891189575195
2011-12-21,5.548205852508545
2011-12-22,5.5666823387146
2011-12-23,5.632671356201172
2011-12-27,5.608912944793701
2011-12-28,5.5059733390808105
2011-12-29,5.548205852508545
2011-12-30,5.558764934539795
2012-01-03,5.817434787750244
2012-01-04,5.981081485748291
2012-01-05,6.007476806640625
2012-01-06,5.989001274108887
2012-01-09,6.078744411468506
2012-01-10,6.210717678070068
2012-01-11,6.197518348693848
2012-01-12,6.250309944152832
2012-01-13,6.054986953735352
2012-01-17,6.057626247406006
2012-01-18,6.033872127532959
2012-01-19,6.084022521972656
2012-01-20,6.023314476013184
2012-01-23,5.989001274108887
2012-01-24,5.767282962799072
2012-01-25,5.981081485748291
2012-01-26,6.065544605255127
2012-01-27,6.007476806640625
2012-01-30,5.983722686767578
2012-01-31,5.952048301696777
2012-02-01,5.978442192077637
2012-02-02,5.959967136383057
2012-02-03,6.115694999694824
2012-02-06,5.89133882522583
2012-02-07,5.846468925476074
2012-02-08,5.793680191040039
2012-02-09,5.880781173706055
2012-02-10,5.820072650909424
2012-02-13,5.791038990020752
2012-02-14,5.759365081787109
2012-02-15,5.593076229095459
2012-02-16,5.680179119110107
2012-02-17,5.6986565589904785
2012-02-21,5.582518577575684
2012-02-22,5.630032539367676
2012-02-23,5.725052833557129
2012-02-24,5.717132568359375
2012-02-27,5.796758651733398
2012-02-28,5.711824417114258
2012-02-29,5.576461315155029
2012-03-01,5.597695350646973
2012-03-02,5.510106563568115
2012-03-05,5.430479526519775
2012-03-06,5.350853443145752
2012-03-07,5.37474250793457
2012-03-08,5.544610977172852
2012-03-09,5.547265529632568
2012-03-12,5.472947120666504
2012-03-13,5.523378372192383
2012-03-14,5.3641252517700195
2012-03-15,5.8179931640625
2012-03-16,5.905582904815674
2012-03-19,5.857805252075195
2012-03-20,5.767564296722412
2012-03-21,5.7755255699157715
2012-03-22,5.579115390777588
2012-03-23,5.618927478790283
2012-03-26,5.719787120819092
2012-03-27,5.85515022277832
2012-03-28,5.711824417114258
2012-03-29,5.730405807495117
2012-03-30,5.711824417114258
2012-04-02,5.871076583862305
2012-04-03,5.8790388107299805
2012-04-04,5.969280242919922
2012-04-05,5.924160003662109
2012-04-09,5.754290580749512
2012-04-10,5.589732646942139
2012-04-11,5.656087398529053
2012-04-12,5.85515022277832
2012-04-13,5.8179931640625
2012-04-16,5.8604607582092285
2012-04-17,5.956011772155762
2012-04-18,5.89496374130249
2012-04-19,5.722442150115967
2012-04-20,5.73571252822876
2012-04-23,5.703863143920898
2012-04-24,5.788797378540039
2012-04-25,5.881694793701172
2012-04-26,5.942741394042969
2012-04-27,5.942741394042969
2012-04-30,5.916197299957275
2012-05-01,6.019710540771484
2012-05-02,5.985208034515381
2012-05-03,5.961318492889404
2012-05-04,5.8790388107299805
2012-05-07,5.836572170257568
2012-05-08,5.836572170257568
2012-05-09,5.748984336853027
2012-05-10,5.754290580749512
2012-05-11,5.748984336853027
2012-05-14,5.717133045196533
2012-05-15,5.709172248840332
2012-05-16,5.711824417114258
2012-05-17,5.579115390777588
2012-05-18,5.515414714813232
2012-05-21,5.661395072937012
2012-05-22,5.608310699462891
2012-05-23,5.698554039001465
2012-05-24,5.666704177856445
2012-05-25,5.672010898590088
2012-05-29,5.71743106842041
2012-05-30,5.578502655029297
2012-05-31,5.581174373626709
2012-06-01,5.42888879776001
2012-06-04,5.434230327606201
2012-06-05,5.431560039520264
2012-06-06,5.581174373626709
2012-06-07,5.607892990112305
2012-06-08,5.6319379806518555
2012-06-11,5.60521936416626
2012-06-12,5.816285610198975
2012-06-13,5.808269023895264
2012-06-14,5.859030723571777
2012-06-15,5.957883358001709
2012-06-18,6.062079429626465
2012-06-19,6.051393508911133
2012-06-20,6.003302574157715
2012-06-21,5.904449939727783
2012-06-22,5.7788801193237305
2012-06-25,5.690713405609131
2012-06-26,5.725446701049805
2012-06-27,5.834985256195068
2012-06-28,5.845672607421875
2012-06-29,5.973915100097656
2012-07-02,5.925822734832764
2012-07-03,5.936509132385254
2012-07-05,5.949869632720947
2012-07-06,5.987272262573242
2012-07-09,5.984601020812988
2012-07-10,5.936509132385254
2012-07-11,5.944526672363281
2012-07-12,5.909792900085449
2012-07-13,6.054064750671387
2012-07-16,6.035362720489502
2012-07-17,6.088796138763428
2012-07-18,6.046048164367676
2012-07-19,6.086123943328857
2012-07-20,5.976584434509277
2012-07-23,5.848344326019287
2012-07-24,5.784222602844238
2012-07-25,5.832315921783447
2012-07-26,5.944526672363281
2012-07-27,6.104827880859375
2012-07-30,6.115513801574707
2012-07-31,6.128872871398926
2012-08-01,6.013988971710205
2012-08-02,6.038034439086914
2012-08-03,6.174290657043457
2012-08-06,6.120857238769531
2012-08-07,6.102154731750488
2012-08-08,6.094142436981201
2012-08-09,6.051393508911133
2012-08-10,6.139557838439941
2012-08-13,6.112842559814453
2012-08-14,6.134217262268066
2012-08-15,6.144902229309082
2012-08-16,6.19566535949707
2012-08-17,6.249099254608154
2012-08-20,6.249099254608154
2012-08-21,6.214365482330322
2012-08-22,6.203680515289307
2012-08-23,6.102154731750488
2012-08-24,6.142230033874512
2012-08-27,6.086123943328857
2012-08-28,6.064752578735352
2012-08-29,6.075504779815674
2012-08-30,6.024428844451904
2012-08-31,6.037869453430176
2012-09-04,5.841624736785889
2012-09-05,5.752912998199463
2012-09-06,5.930339336395264
2012-09-07,5.9975457191467285
2012-09-10,5.989480018615723
2012-09-11,6.091634273529053
2012-09-12,6.140023708343506
2012-09-13,6.193789958953857
2012-09-14,6.226047039031982
2012-09-17,6.252930641174316
2012-09-18,6.185725212097168
2012-09-19,6.126582622528076
2012-09-20,5.777105331420898
2012-09-21,5.680326461791992
2012-09-24,5.742159843444824
2012-09-25,5.691080570220947
2012-09-26,5.645381450653076
2012-09-27,5.674952507019043
2012-09-28,5.57817268371582
2012-10-01,5.59430456161499
2012-10-02,5.564732551574707
2012-10-03,5.693768501281738
2012-10-04,5.723341941833496
2012-10-05,5.7582879066467285
2012-10-08,5.809366226196289
2012-10-09,5.701834678649902
2012-10-10,5.669576644897461
2012-10-11,5.688392162322998
2012-10-12,5.72871732711792
2012-10-15,5.766354560852051
2012-10-16,5.814743995666504
2012-10-17,5.6964569091796875
2012-10-18,5.742159843444824
2012-10-19,5.672262668609619
2012-10-22,5.723341941833496
2012-10-23,5.72871732711792
2012-10-24,5.535159111022949
2012-10-25,5.532474517822266
2012-10-26,5.52440881729126
2012-10-31,5.502902030944824
2012-11-01,5.599682331085205
2012-11-02,5.553980350494385
2012-11-05,5.567421913146973
2012-11-06,5.607745170593262
2012-11-07,5.43838357925415
2012-11-08,5.387308120727539
2012-11-09,5.344293117523193
2012-11-12,5.365800380706787
2012-11-13,5.34967041015625
2012-11-14,5.266332149505615
2012-11-15,5.207190990447998
2012-11-16,5.110414028167725
2012-11-19,5.290526390075684
2012-11-20,5.247516632080078
2012-11-21,5.207190990447998
2012-11-23,5.298593521118164
2012-11-26,5.379242897033691
2012-11-27,5.379242897033691
2012-11-28,5.3548760414123535
2012-11-29,5.371120452880859
2012-11-30,5.349462032318115
2012-12-03,5.298025131225586
2012-12-04,5.31697416305542
2012-12-05,5.457751750946045
2012-12-06,5.482114791870117
2012-12-07,5.390070915222168
2012-12-10,5.395484447479248
2012-12-11,5.303439617156982
2012-12-12,5.31697416305542
2012-12-13,5.344048023223877
2012-12-14,5.352170467376709
2012-12-17,5.390070915222168
2012-12-18,5.479409217834473
2012-12-19,5.417143821716309
2012-12-20,5.441507816314697
2012-12-21,5.4008989334106445
2012-12-24,5.3738274574279785
2012-12-26,5.333219051361084
2012-12-27,5.311561107635498
2012-12-28,5.260125160217285
2012-12-31,5.341341495513916
2013-01-02,5.460457801818848
2013-01-03,5.511895656585693
2013-01-04,5.6689133644104
2013-01-07,5.53896951675415
2013-01-08,5.55250358581543
2013-01-09,5.560625076293945
2013-01-10,5.560625076293945
2013-01-11,5.560625076293945
2013-01-14,5.590404510498047
2013-01-15,5.625599384307861
2013-01-16,5.636427402496338
2013-01-17,5.6553778648376465
2013-01-18,5.660792350769043
2013-01-22,5.6337199211120605
2013-01-23,5.869247913360596
2013-01-24,5.9802446365356445
2013-01-25,6.020852088928223
2013-01-28,6.042511463165283
2013-01-29,6.096656799316406
2013-01-30,5.991073131561279
2013-01-31,5.964000701904297
2013-02-01,5.934219837188721
2013-02-04,5.861126899719238
2013-02-05,5.858419418334961
2013-02-06,5.8394694328308105
2013-02-07,5.880078315734863
2013-02-08,5.947756767272949
2013-02-11,6.131850242614746
2013-02-12,6.1291422843933105
2013-02-13,6.191407680511475
2013-02-14,6.207651138305664
2013-02-15,6.169751167297363
2013-02-19,6.248258590698242
2013-02-20,6.1778717041015625
2013-02-21,6.1047773361206055
2013-02-22,6.188701152801514
2013-02-25,6.015438556671143
2013-02-26,6.0317840576171875
2013-02-27,6.211594104766846
2013-02-28,6.249736785888672
2013-03-01,6.257908344268799
2013-03-04,6.306947231292725
2013-03-05,6.42409610748291
2013-03-06,6.320569038391113
2013-03-07,6.187075138092041
2013-03-08,6.2633562088012695
2013-03-11,6.358711242675781
2013-03-12,6.369607448577881
2013-03-13,6.42409610748291
2013-03-14,6.5003790855407715
2013-03-15,6.543968677520752
2013-03-18,6.522173881530762
2013-03-19,6.524898529052734
2013-03-20,6.620253562927246
2013-03-21,6.516724586486816
2013-03-22,6.546693801879883
2013-03-25,6.508551120758057
2013-03-26,6.576661586761475
2013-03-27,6.6338725090026855
2013-03-28,6.710158348083496
2013-04-01,6.593008518218994
2013-04-02,6.590282917022705
2013-04-03,6.524898529052734
2013-04-04,6.475858211517334
2013-04-05,6.494930744171143
2013-04-08,6.524898529052734
2013-04-09,6.511277675628662
2013-04-10,6.603905200958252
2013-04-11,6.614802837371826
2013-04-12,6.677464485168457
2013-04-15,6.394128322601318
2013-04-16,6.576661586761475
2013-04-17,6.405025959014893
2013-04-18,6.4731364250183105
2013-04-19,6.456789016723633
2013-04-22,6.48403263092041
2013-04-23,6.48403263092041
2013-04-24,6.535795211791992
2013-04-25,6.620253562927246
2013-04-26,6.6393208503723145
2013-04-29,6.704707145690918
2013-04-30,6.699260234832764
2013-05-01,6.557591438293457
2013-05-02,6.622974395751953
2013-05-03,6.759194374084473
2013-05-06,6.873617649078369
2013-05-07,6.900861740112305
2013-05-08,6.982594966888428
2013-05-09,6.928110599517822
2013-05-10,6.928110599517822
2013-05-13,6.895416259765625
2013-05-14,7.018012046813965
2013-05-15,7.056154727935791
2013-05-16,7.001667022705078
2013-05-17,7.061601161956787
2013-05-20,7.116087913513184
2013-05-21,7.121540069580078
2013-05-22,7.018012046813965
2013-05-23,6.906311988830566
2013-05-24,6.947176933288574
2013-05-28,6.892689228057861
2013-05-29,6.903652191162109
2013-05-30,6.977648735046387
2013-05-31,6.909132957458496
2013-06-03,6.900911331176758
2013-06-04,6.7803239822387695
2013-06-05,6.637812614440918
2013-06-06,6.777584075927734
2013-06-07,6.85706090927124
2013-06-10,6.873505592346191
2013-06-11,6.78854513168335
2013-06-12,6.810470104217529
2013-06-13,6.86802339553833
2013-06-14,6.835136413574219
2013-06-17,6.807730674743652
2013-06-18,6.931058883666992
2013-06-19,6.741955757141113
2013-06-20,6.566554546356201
2013-06-21,6.43226432800293
2013-06-24,6.207530975341797
2013-06-25,6.341822624206543
2013-06-26,6.366488456726074
2013-06-27,6.429522514343262
2013-06-28,6.35552453994751
2013-07-01,6.363747596740723
2013-07-02,6.333600997924805
2013-07-03,6.311676979064941
2013-07-05,6.3747100830078125
2013-07-08,6.377451419830322
2013-07-09,6.593960762023926
2013-07-10,6.552850723266602
2013-07-11,6.684401512145996
2013-07-12,6.6761794090271
2013-07-15,6.670699119567871
2013-07-16,6.752918720245361
2013-07-17,6.878988742828369
2013-07-18,7.002316951751709
2013-07-19,6.958465576171875
2013-07-22,6.939280986785889
2013-07-23,6.92557954788208
2013-07-24,6.835136413574219
2013-07-25,6.84061861038208
2013-07-26,6.763880729675293
2013-07-29,6.75565767288208
2013-07-30,6.772101402282715
2013-07-31,6.799508571624756
2013-08-01,6.972167491912842
2013-08-02,7.139347553253174
2013-08-05,7.087273597717285
2013-08-06,7.018759727478027
2013-08-07,6.963944911956787
2013-08-08,7.076310634613037
2013-08-09,7.043425559997559
2013-08-12,6.96120548248291
2013-08-13,6.939280986785889
2013-08-14,6.9337992668151855
2013-08-15,6.895431995391846
2013-08-16,6.895431995391846
2013-08-19,6.821435451507568
2013-08-20,6.802248954772949
2013-08-21,6.750179290771484
2013-08-22,6.900911331176758
2013-08-23,6.950244426727295
2013-08-26,6.974908828735352
2013-08-27,6.799508571624756
2013-08-28,6.818809509277344
2013-08-29,6.846381187438965
2013-08-30,6.7857208251953125
2013-09-03,6.868440628051758
2013-09-04,6.9732184410095215
