Date,LII
2010-01-04,32.741493225097656
2010-01-05,32.266876220703125
2010-01-06,32.13592529296875
2010-01-07,32.39778518676758
2010-01-08,32.93789291381836
2010-01-11,33.01152801513672
2010-01-12,32.504173278808594
2010-01-13,32.61054992675781
2010-01-14,32.4141731262207
2010-01-15,32.11956024169922
2010-01-19,32.83151626586914
2010-01-20,32.242313385009766
2010-01-21,31.955894470214844
2010-01-22,32.05408477783203
2010-01-25,32.381439208984375
2010-01-26,32.315982818603516
2010-01-27,32.315982818603516
2010-01-28,32.078643798828125
2010-01-29,31.276674270629883
2010-02-01,31.5876407623291
2010-02-02,31.914976119995117
2010-02-03,32.83151626586914
2010-02-04,32.03772735595703
2010-02-05,33.134300231933594
2010-02-08,33.21614456176758
2010-02-09,33.73168182373047
2010-02-10,33.78896713256836
2010-02-11,34.45180892944336
2010-02-12,34.59093475341797
2010-02-16,34.83643341064453
2010-02-17,35.188323974609375
2010-02-18,35.40925979614258
2010-02-19,35.85116195678711
2010-02-22,35.712039947509766
2010-02-23,35.139217376708984
2010-02-24,35.0246467590332
2010-02-25,34.640010833740234
2010-02-26,34.53363800048828
2010-03-01,35.36835479736328
2010-03-02,35.548370361328125
2010-03-03,35.360172271728516
2010-03-04,35.425628662109375
2010-03-05,35.81842041015625
2010-03-08,36.46491241455078
2010-03-09,36.432186126708984
2010-03-10,36.129398345947266
2010-03-11,36.333980560302734
2010-03-12,36.824974060058594
2010-03-15,37.23414611816406
2010-03-16,36.89863204956055
2010-03-17,36.46491241455078
2010-03-18,36.32578659057617
2010-03-19,35.5319938659668
2010-03-22,36.28489303588867
2010-03-23,37.152313232421875
2010-03-24,36.70894241333008
2010-03-25,36.51189422607422
2010-03-26,36.65146255493164
2010-03-29,36.61042404174805
2010-03-30,37.02914047241211
2010-03-31,36.38873291015625
2010-04-01,36.758209228515625
2010-04-05,37.0620002746582
2010-04-06,36.88957214355469
2010-04-07,37.09483337402344
2010-04-08,37.5053596496582
2010-04-09,38.080101013183594
2010-04-12,39.22133255004883
2010-04-13,39.27061080932617
2010-04-14,40.01776123046875
2010-04-15,39.582611083984375
2010-04-16,39.410194396972656
2010-04-19,39.47587966918945
2010-04-20,39.55797576904297
2010-04-21,39.845333099365234
2010-04-22,40.8880729675293
2010-04-23,40.96196365356445
2010-04-26,40.994789123535156
2010-04-27,37.603878021240234
2010-04-28,37.61211013793945
2010-04-29,38.030826568603516
2010-04-30,37.16051483154297
2010-05-03,37.49714660644531
2010-05-04,36.10957717895508
2010-05-05,35.27212905883789
2010-05-06,34.574241638183594
2010-05-07,33.933815002441406
2010-05-10,36.48726272583008
2010-05-11,36.38052749633789
2010-05-12,37.52177429199219
2010-05-13,37.85020446777344
2010-05-14,36.92240524291992
2010-05-17,36.57758331298828
2010-05-18,36.495479583740234
2010-05-19,35.518428802490234
2010-05-20,34.17190170288086
2010-05-21,34.442848205566406
2010-05-24,34.590641021728516
2010-05-25,35.034027099609375
2010-05-26,35.592323303222656
2010-05-27,37.513580322265625
2010-05-28,36.741790771484375
2010-06-01,36.11779022216797
2010-06-02,36.79106140136719
2010-06-03,37.02094650268555
2010-06-04,34.968326568603516
2010-06-07,33.67928695678711
2010-06-08,34.13906478881836
2010-06-09,34.10623550415039
2010-06-10,35.707271575927734
2010-06-11,35.90432357788086
2010-06-14,35.78937530517578
2010-06-15,36.446205139160156
2010-06-16,36.314849853515625
2010-06-17,35.797576904296875
2010-06-18,35.592323303222656
2010-06-21,36.46262741088867
2010-06-22,35.575897216796875
2010-06-23,35.55950164794922
2010-06-24,35.24640655517578
2010-06-25,36.119720458984375
2010-06-28,36.177398681640625
2010-06-29,34.90034484863281
2010-06-30,34.249481201171875
2010-07-01,34.37306594848633
2010-07-02,34.216522216796875
2010-07-06,34.71910095214844
2010-07-07,35.83961486816406
2010-07-08,35.99614334106445
2010-07-09,36.449302673339844
2010-07-12,36.57288360595703
2010-07-13,37.38853454589844
2010-07-14,37.075462341308594
2010-07-15,36.54816436767578
2010-07-16,35.24640655517578
2010-07-19,35.16402053833008
2010-07-20,35.880794525146484
2010-07-21,36.169166564941406
2010-07-22,37.05073928833008
2010-07-23,37.65217971801758
2010-07-26,37.372066497802734
2010-07-27,35.806636810302734
2010-07-28,34.99923324584961
2010-07-29,35.369991302490234
2010-07-30,35.97965621948242
2010-08-02,37.330867767333984
2010-08-03,37.28142166137695
2010-08-04,37.68514633178711
2010-08-05,37.51212692260742
2010-08-06,37.66041564941406
2010-08-09,38.26186752319336
2010-08-10,37.51212692260742
2010-08-11,35.889041900634766
2010-08-12,35.13105392456055
2010-08-13,35.369991302490234
2010-08-16,35.55949783325195
2010-08-17,36.622314453125
2010-08-18,37.06721496582031
2010-08-19,36.300994873046875
2010-08-20,36.27627182006836
2010-08-23,35.889041900634766
2010-08-24,34.93333053588867
2010-08-25,34.867401123046875
2010-08-26,34.43898391723633
2010-08-27,35.155765533447266
2010-08-30,34.79325485229492
2010-08-31,34.925079345703125
2010-09-01,35.87257385253906
2010-09-02,35.55949783325195
2010-09-03,35.954952239990234
2010-09-07,35.35350036621094
2010-09-08,35.23816680908203
2010-09-09,35.61715316772461
2010-09-10,35.28760528564453
2010-09-13,34.69438552856445
2010-09-14,34.59550857543945
2010-09-15,34.7520637512207
2010-09-16,34.46369934082031
2010-09-17,34.5213623046875
2010-09-20,35.13929748535156
2010-09-21,34.60376739501953
2010-09-22,34.19182586669922
2010-09-23,33.16192626953125
2010-09-24,34.19182586669922
2010-09-27,34.36483383178711
2010-09-28,34.28242874145508
2010-09-29,34.03437042236328
2010-09-30,34.472625732421875
2010-10-01,34.828182220458984
2010-10-04,33.97649002075195
2010-10-05,34.89432907104492
2010-10-06,34.993553161621094
2010-10-07,34.36511993408203
2010-10-08,35.17546463012695
2010-10-11,35.59717559814453
2010-10-12,35.4152717590332
2010-10-13,36.04369354248047
2010-10-14,35.688148498535156
2010-10-15,35.61371612548828
2010-10-18,35.44007873535156
2010-10-19,35.18374252319336
2010-10-20,35.03487777709961
2010-10-21,35.307762145996094
2010-10-22,34.852989196777344
2010-10-25,35.77909469604492
2010-10-26,34.32377624511719
2010-10-27,33.81938934326172
2010-10-28,33.72843933105469
2010-10-29,33.91033935546875
2010-11-01,33.67881774902344
2010-11-02,33.48862838745117
2010-11-03,33.30672073364258
2010-11-04,34.265892028808594
2010-11-05,34.447818756103516
2010-11-08,34.5222282409668
2010-11-09,33.778045654296875
2010-11-10,33.67881774902344
2010-11-11,33.76976776123047
2010-11-12,33.33979034423828
2010-11-15,33.33151626586914
2010-11-16,32.67000961303711
2010-11-17,33.22403335571289
2010-11-18,34.29896926879883
2010-11-19,34.852989196777344
2010-11-22,35.274696350097656
2010-11-23,35.03487777709961
2010-11-24,35.58064651489258
2010-11-26,35.67987060546875
2010-11-29,35.53102111816406
2010-11-30,36.37444305419922
2010-12-01,38.135711669921875
2010-12-02,38.27627182006836
2010-12-03,38.2183837890625
2010-12-06,38.40857696533203
2010-12-07,38.83853530883789
2010-12-08,38.739322662353516
2010-12-09,38.68970489501953
2010-12-10,38.75586700439453
2010-12-13,38.78893280029297
2010-12-14,38.937767028808594
2010-12-15,39.44217300415039
2010-12-16,39.90520477294922
2010-12-17,39.591007232666016
2010-12-20,39.591007232666016
2010-12-21,40.24424743652344
2010-12-22,40.28558349609375
2010-12-23,40.194339752197266
2010-12-27,40.127994537353516
2010-12-28,40.0699348449707
2010-12-29,39.9123420715332
2010-12-30,39.9123420715332
2010-12-31,39.22390365600586
2011-01-03,39.7547492980957
2011-01-04,39.39809799194336
2011-01-05,39.4312629699707
2011-01-06,39.22390365600586
2011-01-07,39.18244552612305
2011-01-10,40.11139678955078
2011-01-11,40.58418655395508
2011-01-12,40.9906120300293
2011-01-13,40.874488830566406
2011-01-14,41.18967819213867
2011-01-18,41.380428314208984
2011-01-19,40.28559494018555
2011-01-20,40.50123977661133
2011-01-21,39.364906311035156
2011-01-24,39.7547492980957
2011-01-25,39.66350555419922
2011-01-26,39.96211242675781
2011-01-27,40.127994537353516
2011-01-28,39.90403366088867
2011-01-31,40.758358001708984
2011-02-01,41.85321044921875
2011-02-02,41.44677734375
2011-02-03,40.808135986328125
2011-02-04,42.40892791748047
2011-02-07,42.93146896362305
2011-02-08,43.852149963378906
2011-02-09,42.83194351196289
2011-02-10,42.74898147583008
2011-02-11,42.873416900634766
2011-02-14,43.072486877441406
2011-02-15,42.46700668334961
2011-02-16,42.54166793823242
2011-02-17,42.54166793823242
2011-02-18,42.30110549926758
2011-02-22,41.57950973510742
2011-02-23,40.758358001708984
2011-02-24,40.37681198120117
2011-02-25,40.26070022583008
2011-02-28,40.2275276184082
2011-03-01,39.86256790161133
2011-03-02,40.036746978759766
2011-03-03,41.032066345214844
2011-03-04,40.799842834472656
2011-03-07,40.81641387939453
2011-03-08,42.28452682495117
2011-03-09,42.99784469604492
2011-03-10,42.40892791748047
2011-03-11,42.77388000488281
2011-03-14,42.425533294677734
2011-03-15,42.07716369628906
2011-03-16,41.4633674621582
2011-03-17,41.57950973510742
2011-03-18,42.27622985839844
2011-03-21,42.757293701171875
2011-03-22,42.367462158203125
2011-03-23,42.24263000488281
2011-03-24,42.467342376708984
2011-03-25,42.300872802734375
2011-03-28,42.267574310302734
2011-03-29,42.56722640991211
2011-03-30,43.45786666870117
2011-03-31,43.765846252441406
2011-04-01,44.3151969909668
2011-04-04,44.5316162109375
2011-04-05,44.63981628417969
2011-04-06,44.58987045288086
2011-04-07,44.60653305053711
2011-04-08,43.333003997802734
2011-04-11,43.70758056640625
2011-04-12,43.732547760009766
2011-04-13,43.2414436340332
2011-04-14,42.533939361572266
2011-04-15,42.87520980834961
2011-04-18,42.292564392089844
2011-04-19,42.533939361572266
2011-04-20,43.74087142944336
2011-04-21,44.12374496459961
2011-04-25,44.07380294799805
2011-04-26,41.58503341674805
2011-04-27,40.66111373901367
2011-04-28,40.56123352050781
2011-04-29,40.46134567260742
2011-05-02,40.5861930847168
2011-05-03,40.15336227416992
2011-05-04,40.028507232666016
2011-05-05,40.78596878051758
2011-05-06,41.16054153442383
2011-05-09,40.977413177490234
2011-05-10,41.08561325073242
2011-05-11,40.5362663269043
2011-05-12,40.82760238647461
2011-05-13,40.16168975830078
2011-05-16,40.02019119262695
2011-05-17,39.54574203491211
2011-05-18,39.44586181640625
2011-05-19,39.22944641113281
2011-05-20,38.863197326660156
2011-05-23,38.338802337646484
2011-05-24,38.08909225463867
2011-05-25,38.56354522705078
2011-05-26,38.79659652709961
2011-05-27,38.6800651550293
2011-05-31,38.79659652709961
2011-06-01,37.45650100708008
2011-06-02,37.33164978027344
2011-06-03,36.873844146728516
