Date,KIM
2010-11-03,8.621146202087402
2010-11-04,8.967421531677246
2010-11-05,9.206754684448242
2010-11-08,9.237305641174316
2010-11-09,8.906311988830566
2010-11-10,8.957234382629395
2010-11-11,8.784100532531738
2010-11-12,8.626240730285645
2010-11-15,8.407273292541504
2010-11-16,7.984619140625
2010-11-17,8.076276779174805
2010-11-18,8.264690399169922
2010-11-19,8.335982322692871
2010-11-22,8.346166610717773
2010-11-23,8.305428504943848
2010-11-24,8.560038566589355
2010-11-26,8.463286399841309
2010-11-29,8.54476547241211
2010-11-30,8.483658790588379
2010-12-01,8.575319290161133
2010-12-02,8.784100532531738
2010-12-03,8.799375534057617
2010-12-06,8.926678657531738
2010-12-07,8.992877960205078
2010-12-08,8.850296974182129
2010-12-09,8.666979789733887
2010-12-10,8.733177185058594
2010-12-13,8.70771312713623
2010-12-14,8.534579277038574
2010-12-15,8.422550201416016
2010-12-16,8.463286399841309
2010-12-17,8.6109619140625
2010-12-20,8.7280855178833
2010-12-21,8.875758171081543
2010-12-22,8.86557388305664
2010-12-23,8.835021018981934
2010-12-27,9.048896789550781
2010-12-28,9.125276565551758
2010-12-29,9.222029685974121
2010-12-30,9.299182891845703
2010-12-31,9.278610229492188
2011-01-03,9.448339462280273
2011-01-04,9.252890586853027
2011-01-05,9.38662052154541
2011-01-06,9.30432415008545
2011-01-07,9.294036865234375
2011-01-10,9.170599937438965
2011-01-11,9.05744457244873
2011-01-12,9.222031593322754
2011-01-13,9.206597328186035
2011-01-14,9.299182891845703
2011-01-18,9.278610229492188
2011-01-19,9.144879341125488
2011-01-20,9.124308586120605
2011-01-21,9.10887622833252
2011-01-24,9.180880546569824
2011-01-25,9.191173553466797
2011-01-26,9.247745513916016
2011-01-27,9.283754348754883
2011-01-28,9.170599937438965
2011-01-31,9.30432415008545
2011-02-01,9.402048110961914
2011-02-02,9.479198455810547
2011-02-03,9.520344734191895
2011-02-04,9.45348072052002
2011-02-07,9.628360748291016
2011-02-08,9.607781410217285
2011-02-09,9.690077781677246
2011-02-10,9.597496032714844
2011-02-11,9.546060562133789
2011-02-14,9.540918350219727
2011-02-15,9.45348072052002
2011-02-16,9.633500099182129
2011-02-17,9.695218086242676
2011-02-18,9.664361000061035
2011-02-22,9.57177734375
2011-02-23,9.530632019042969
2011-02-24,9.443192481994629
2011-02-25,9.710649490356445
2011-02-28,9.967819213867188
2011-03-01,9.515201568603516
2011-03-02,9.34547233581543
2011-03-03,9.443192481994629
2011-03-04,9.355757713317871
2011-03-07,9.33518123626709
2011-03-08,9.432905197143555
2011-03-09,9.484343528747559
2011-03-10,9.201458930969238
2011-03-11,9.283754348754883
2011-03-14,9.10887622833252
2011-03-15,9.052299499511719
2011-03-16,8.836280822753906
2011-03-17,8.980293273925781
2011-03-18,9.093451499938965
2011-03-21,9.160309791564941
2011-03-22,9.175737380981445
2011-03-23,9.02658462524414
2011-03-24,9.093451499938965
2011-03-25,9.129450798034668
2011-03-28,9.114018440246582
2011-03-29,9.211742401123047
2011-03-30,9.34547233581543
2011-03-31,9.432905197143555
2011-04-01,9.30305004119873
2011-04-04,9.318634986877441
2011-04-05,9.308244705200195
2011-04-06,9.344606399536133
2011-04-07,9.183578491210938
2011-04-08,9.110860824584961
2011-04-11,9.131635665893555
2011-04-12,9.069304466247559
2011-04-13,9.069304466247559
2011-04-14,9.204357147216797
2011-04-15,9.375771522521973
2011-04-18,9.375771522521973
2011-04-19,9.500433921813965
2011-04-20,9.645874977111816
2011-04-21,9.697818756103516
2011-04-25,9.734176635742188
2011-04-26,9.812094688415527
2011-04-27,9.864038467407227
2011-04-28,10.102975845336914
2011-04-29,10.149723052978516
2011-05-02,10.212055206298828
2011-05-03,10.071809768676758
2011-05-04,10.077005386352539
2011-05-05,10.045838356018066
2011-05-06,9.90558910369873
2011-05-09,10.009477615356445
2011-05-10,10.20167350769043
2011-05-11,9.99389362335205
2011-05-12,9.941951751708984
2011-05-13,9.858842849731445
2011-05-16,9.941951751708984
2011-05-17,9.910786628723145
2011-05-18,10.03544807434082
2011-05-19,10.082194328308105
2011-05-20,9.858842849731445
2011-05-23,9.780927658081055
2011-05-24,9.786127090454102
2011-05-25,9.822484016418457
2011-05-26,9.915980339050293
2011-05-27,9.952340126037598
2011-05-31,10.13414192199707
2011-06-01,9.692625999450684
2011-06-02,9.573152542114258
2011-06-03,9.703011512756348
2011-06-06,9.40174388885498
2011-06-07,9.526407241821289
2011-06-08,9.406935691833496
2011-06-09,9.178387641906738
2011-06-10,8.949837684631348
2011-06-13,8.929058074951172
2011-06-14,9.032943725585938
2011-06-15,8.913474082946777
2011-06-16,9.048526763916016
2011-06-17,9.209548950195312
2011-06-20,9.360185623168945
2011-06-21,9.432905197143555
2011-06-22,9.490044593811035
2011-06-23,9.370576858520508
2011-06-24,9.391351699829102
2011-06-27,9.484853744506836
2011-06-28,9.578351020812988
2011-06-29,9.692625999450684
2011-06-30,9.68223762512207
2011-07-01,9.823850631713867
2011-07-05,9.949731826782227
2011-07-06,10.007424354553223
2011-07-07,10.15953254699707
2011-07-08,10.227710723876953
2011-07-11,10.044140815734863
2011-07-12,10.143795013427734
2011-07-13,10.070364952087402
2011-07-14,10.007424354553223
2011-07-15,10.149039268493652
2011-07-18,10.065118789672852
2011-07-19,10.343104362487793
2011-07-20,10.395552635192871
2011-07-21,10.537168502807617
2011-07-22,10.647311210632324
2011-07-25,10.510941505432129
2011-07-26,10.484718322753906
2011-07-27,10.096588134765625
2011-07-28,10.01266860961914
2011-07-29,9.981197357177734
2011-08-01,9.818609237670898
2011-08-02,9.461947441101074
2011-08-03,9.362292289733887
2011-08-04,8.701427459716797
2011-08-05,8.439176559448242
2011-08-08,7.678652763366699
2011-08-09,8.544078826904297
2011-08-10,8.323785781860352
2011-08-11,8.963675498962402
2011-08-12,8.843037605285645
2011-08-15,9.294106483459473
2011-08-16,9.07381820678711
2011-08-17,9.058080673217773
2011-08-18,8.570300102233887
2011-08-19,8.496871948242188
2011-08-22,8.528343200683594
2011-08-23,8.6332368850708
2011-08-24,8.759117126464844
2011-08-25,8.706669807434082
2011-08-26,8.722402572631836
2011-08-29,9.047592163085938
2011-08-30,9.07381820678711
2011-08-31,9.28361701965332
2011-09-01,9.07381820678711
2011-09-02,8.722402572631836
2011-09-06,8.554564476013184
2011-09-07,8.984650611877441
2011-09-08,8.85352611541748
2011-09-09,8.491625785827637
2011-09-12,8.528343200683594
2011-09-13,8.559809684753418
2011-09-14,8.612258911132812
2011-09-15,8.785345077514648
2011-09-16,8.879755020141602
2011-09-19,8.701427459716797
2011-09-20,8.706669807434082
2011-09-21,8.082518577575684
2011-09-22,7.778305530548096
2011-09-23,7.9828619956970215
2011-09-26,8.19266128540039
2011-09-27,8.29755687713623
2011-09-28,8.061537742614746
2011-09-29,8.213638305664062
2011-09-30,7.88320779800415
2011-10-03,7.490376949310303
2011-10-04,7.856663703918457
2011-10-05,7.766416549682617
2011-10-06,7.989378452301025
2011-10-07,7.739873886108398
2011-10-10,8.005304336547852
2011-10-11,7.782345771789551
2011-10-12,8.010611534118652
2011-10-13,7.994688034057617
2011-10-14,8.22295093536377
2011-10-17,7.904439926147461
2011-10-18,8.233573913574219
2011-10-19,8.026540756225586
2011-10-20,8.265421867370605
2011-10-21,8.663565635681152
2011-10-24,8.902450561523438
2011-10-25,8.870597839355469
2011-10-26,8.93961238861084
2011-10-27,9.380221366882324
2011-10-28,9.502318382263184
2011-10-31,9.274049758911133
2011-11-01,8.822823524475098
2011-11-02,9.210346221923828
2011-11-03,9.258123397827148
2011-11-04,9.194417953491211
2011-11-07,9.141331672668457
2011-11-08,9.178496360778809
2011-11-09,8.668875694274902
2011-11-10,8.536163330078125
2011-11-11,8.652948379516602
2011-11-14,8.49899959564209
2011-11-15,8.557391166687012
2011-11-16,8.451223373413086
2011-11-17,8.291967391967773
2011-11-18,8.366286277770996
2011-11-21,8.122090339660645
2011-11-22,8.100857734680176
2011-11-23,7.750494003295898
2011-11-25,7.81419563293457
2011-11-28,8.010611534118652
2011-11-29,7.904439926147461
2011-11-30,8.371593475341797
2011-12-01,8.276040077209473
2011-12-02,8.276040077209473
2011-12-05,8.366286277770996
2011-12-06,8.392828941345215
2011-12-07,8.557391166687012
2011-12-08,8.297272682189941
2011-12-09,8.514927864074707
2011-12-12,8.297272682189941
2011-12-13,8.1964111328125
2011-12-14,8.228263854980469
2011-12-15,8.355669975280762
2011-12-16,8.562703132629395
2011-12-19,8.49899959564209
2011-12-20,8.796281814575195
2011-12-21,8.759117126464844
2011-12-22,8.96615219116211
2011-12-23,8.971461296081543
2011-12-27,8.838749885559082
2011-12-28,8.753811836242676
2011-12-29,8.769735336303711
2011-12-30,8.721402168273926
2012-01-03,8.925477981567383
2012-01-04,8.785849571228027
2012-01-05,8.9362154006958
2012-01-06,8.83418083190918
2012-01-09,8.737515449523926
2012-01-10,8.930846214294434
2012-01-11,9.17788028717041
2012-01-12,9.210103034973145
2012-01-13,9.24769401550293
2012-01-17,9.328252792358398
2012-01-18,9.408802032470703
2012-01-19,9.494729995727539
2012-01-20,9.731024742126465
2012-01-23,9.811575889587402
2012-01-24,9.93509578704834
2012-01-25,10.096205711364746
2012-01-26,10.047871589660645
2012-01-27,9.859909057617188
2012-01-30,9.822319984436035
2012-01-31,9.800838470458984
2012-02-01,9.811575889587402
2012-02-02,9.945838928222656
2012-02-03,10.144542694091797
2012-02-06,10.074722290039062
2012-02-07,9.988802909851074
2012-02-08,10.12842845916748
2012-02-09,10.015649795532227
2012-02-10,9.876021385192871
2012-02-13,10.112317085266113
2012-02-14,9.956578254699707
2012-02-15,9.902871131896973
2012-02-16,10.085467338562012
2012-02-17,10.080094337463379
2012-02-21,9.978058815002441
2012-02-22,9.93509578704834
2012-02-23,10.058613777160645
2012-02-24,10.042503356933594
2012-02-27,9.999539375305176
2012-02-28,9.897504806518555
2012-02-29,9.886764526367188
2012-03-01,10.042503356933594
2012-03-02,10.080094337463379
2012-03-05,10.133798599243164
2012-03-06,9.795467376708984
2012-03-07,9.859909057617188
2012-03-08,9.763243675231934
2012-03-09,9.7578763961792
2012-03-12,9.838431358337402
2012-03-13,10.198240280151367
2012-03-14,10.343238830566406
2012-03-15,10.450647354125977
2012-03-16,10.53120231628418
2012-03-19,10.611757278442383
2012-03-20,10.450647354125977
2012-03-21,10.477497100830078
2012-03-22,10.294907569885254
2012-03-23,10.311014175415039
2012-03-26,10.43990707397461
2012-03-27,10.482869148254395
2012-03-28,10.461385726928711
2012-03-29,10.353979110717773
2012-03-30,10.343238830566406
2012-04-02,10.430022239685059
2012-04-03,10.337815284729004
2012-04-04,10.147982597351074
2012-04-05,9.974418640136719
2012-04-09,9.871367454528809
2012-04-10,9.648991584777832
2012-04-11,9.762892723083496
2012-04-12,9.941878318786621
2012-04-13,9.822551727294922
2012-04-16,10.001537322998047
2012-04-17,10.137134552001953
2012-04-18,10.061200141906738
2012-04-19,10.072049140930176
2012-04-20,10.196797370910645
2012-04-23,10.039507865905762
2012-04-24,10.245615005493164
2012-04-25,10.451715469360352
2012-04-26,10.495107650756836
2012-04-27,10.495107650756836
2012-04-30,10.52764892578125
2012-05-01,10.717483520507812
2012-05-02,10.695792198181152
2012-05-03,10.630703926086426
2012-05-04,10.57104206085205
2012-05-07,10.744601249694824
2012-05-08,10.695792198181152
2012-05-09,10.59815788269043
2012-05-10,10.58731460571289
2012-05-11,10.636126518249512
2012-05-14,10.435444831848145
2012-05-15,10.419172286987305
2012-05-16,10.20764446258545
2012-05-17,9.83340072631836
2012-05-18,9.648991584777832
2012-05-21,9.811704635620117
2012-05-22,9.844247817993164
2012-05-23,9.822551727294922
2012-05-24,9.860519409179688
2012-05-25,9.811704635620117
2012-05-29,9.985268592834473
2012-05-30,9.665262222290039
2012-05-31,9.735776901245117
2012-06-01,9.464581489562988
2012-06-04,9.421192169189453
2012-06-05,9.621870040893555
2012-06-06,9.920181274414062
2012-06-07,9.88221549987793
2012-06-08,10.006961822509766
2012-06-11,9.68153190612793
2012-06-12,9.860519409179688
2012-06-13,9.817131042480469
2012-06-14,10.01781177520752
2012-06-15,10.104594230651855
2012-06-18,10.104594230651855
2012-06-19,10.164253234863281
2012-06-20,10.17509937286377
2012-06-21,10.04493236541748
2012-06-22,10.001537322998047
2012-06-25,9.88221549987793
2012-06-26,9.903916358947754
2012-06-27,9.89848804473877
2012-06-28,10.006961822509766
2012-06-29,10.321544647216797
2012-07-02,10.398245811462402
2012-07-03,10.447551727294922
2012-07-05,10.409199714660645
2012-07-06,10.546164512634277
2012-07-09,10.562600135803223
2012-07-10,10.43111801147461
2012-07-11,10.540687561035156
2012-07-12,10.469467163085938
2012-07-13,10.562600135803223
2012-07-16,10.644779205322266
2012-07-17,10.716001510620117
2012-07-18,10.628342628479004
2012-07-19,10.540687561035156
2012-07-20,10.436596870422363
2012-07-23,10.354415893554688
2012-07-24,10.29963207244873
2012-07-25,10.288675308227539
2012-07-26,10.37085247039795
2012-07-27,10.562600135803223
2012-07-30,10.62286376953125
2012-07-31,10.677651405334473
2012-08-01,10.852961540222168
2012-08-02,10.809135437011719
2012-08-03,10.924184799194336
2012-08-06,10.852961540222168
2012-08-07,10.754345893859863
2012-08-08,10.63929557800293
2012-08-09,10.694086074829102
2012-08-10,10.716001510620117
2012-08-13,10.776263236999512
2012-08-14,10.776263236999512
2012-08-15,10.86939811706543
2012-08-16,10.995399475097656
2012-08-17,11.126890182495117
2012-08-20,11.083060264587402
2012-08-21,11.165239334106445
2012-08-22,11.132368087768555
2012-08-23,11.050190925598145
2012-08-24,11.132368087768555
2012-08-27,11.132368087768555
2012-08-28,11.1488037109375
2012-08-29,11.154284477233887
2012-08-30,11.1488037109375
2012-08-31,11.132368087768555
2012-09-04,11.225502014160156
2012-09-05,11.159759521484375
2012-09-06,11.26385498046875
2012-09-07,11.220024108886719
2012-09-10,11.181672096252441
2012-09-11,11.26385498046875
2012-09-12,11.252896308898926
2012-09-13,11.411776542663574
2012-09-14,11.521347999572754
2012-09-17,11.504907608032227
2012-09-18,11.406293869018555
2012-09-19,11.450121879577637
2012-09-20,11.346026420593262
2012-09-21,11.302202224731445
2012-09-24,11.28028678894043
2012-09-25,11.094017028808594
2012-09-26,11.083060264587402
2012-09-27,11.14332389831543
2012-09-28,11.104974746704102
2012-10-01,10.961183547973633
2012-10-02,10.994369506835938
2012-10-03,11.132625579833984
2012-10-04,11.121567726135254
2012-10-05,11.198993682861328
2012-10-08,11.165812492370605
2012-10-09,11.171343803405762
2012-10-10,11.198993682861328
2012-10-11,11.237707138061523
2012-10-12,11.210049629211426
2012-10-15,11.304067611694336
2012-10-16,11.375965118408203
2012-10-17,11.39808464050293
2012-10-18,11.530815124511719
2012-10-19,11.381490707397461
2012-10-22,11.320662498474121
2012-10-23,11.060730934143066
2012-10-24,11.027548789978027
2012-10-25,10.939066886901855
2012-10-26,10.856109619140625
2012-10-31,10.795276641845703
2012-11-01,10.789748191833496
2012-11-02,10.83398723602295
2012-11-05,10.745502471923828
2012-11-06,10.767621994018555
2012-11-07,10.706790924072266
2012-11-08,10.474516868591309
2012-11-09,10.474516868591309
2012-11-12,10.435799598693848
2012-11-13,10.341784477233887
2012-11-14,10.131633758544922
2012-11-15,10.103978157043457
2012-11-16,10.264357566833496
2012-11-19,10.402617454528809
2012-11-20,10.457921981811523
2012-11-21,10.513227462768555
2012-11-23,10.601715087890625
2012-11-26,10.601715087890625
2012-11-27,10.446864128112793
2012-11-28,10.419212341308594
2012-11-29,10.507697105407715
2012-11-30,10.651485443115234
2012-12-03,10.662544250488281
2012-12-04,10.773154258728027
2012-12-05,10.806337356567383
2012-12-06,10.900351524353027
2012-12-07,10.839517593383789
2012-12-10,10.739971160888672
2012-12-11,10.734441757202148
2012-12-12,10.690195083618164
2012-12-13,10.623830795288086
2012-12-14,10.66807746887207
2012-12-17,10.66807746887207
2012-12-18,10.773154258728027
2012-12-19,10.706790924072266
2012-12-20,10.872697830200195
2012-12-21,10.756562232971191
2012-12-24,10.78421688079834
2012-12-26,10.762089729309082
2012-12-27,10.745502471923828
2012-12-28,10.650455474853516
2012-12-31,10.801411628723145
2013-01-02,10.918815612792969
2013-01-03,10.974726676940918
2013-01-04,11.069766998291016
2013-01-07,11.097722053527832
2013-01-08,11.052995681762695
2013-01-09,11.047404289245605
2013-01-10,11.075357437133789
2013-01-11,11.069766998291016
2013-01-14,11.052995681762695
2013-01-15,11.092127799987793
2013-01-16,11.036224365234375
2013-01-17,11.086538314819336
2013-01-18,11.108901023864746
2013-01-22,11.243084907531738
2013-01-23,11.25985336303711
2013-01-24,11.382854461669922
2013-01-25,11.572938919067383
2013-01-28,11.61766529083252
2013-01-29,11.640028953552246
2013-01-30,11.61766529083252
2013-01-31,11.612071990966797
2013-02-01,11.768613815307617
2013-02-04,11.763029098510742
2013-02-05,11.751845359802246
2013-02-06,11.880434036254883
2013-02-07,11.858063697814941
2013-02-08,12.048155784606934
2013-02-11,11.981070518493652
2013-02-12,12.02579402923584
2013-02-13,12.042558670043945
2013-02-14,12.042558670043945
2013-02-15,12.13760757446289
2013-02-19,12.255016326904297
2013-02-20,12.031383514404297
2013-02-21,11.936344146728516
2013-02-22,12.13760757446289
2013-02-25,11.84129810333252
2013-02-26,11.975476264953613
2013-02-27,12.165565490722656
2013-02-28,12.171151161193848
2013-03-01,12.1879243850708
2013-03-04,12.271785736083984
2013-03-05,12.417145729064941
2013-03-06,12.433917045593262
2013-03-07,12.355648040771484
2013-03-08,12.338875770568848
2013-03-11,12.277375221252441
2013-03-12,12.271785736083984
2013-03-13,12.24383544921875
2013-03-14,12.33328628540039
2013-03-15,12.338875770568848
2013-03-18,12.260608673095703
2013-03-19,12.277375221252441
2013-03-20,12.417145729064941
2013-03-21,12.355648040771484
2013-03-22,12.47305679321289
2013-03-25,12.400376319885254
2013-03-26,12.394784927368164
2013-03-27,12.417145729064941
2013-03-28,12.52337646484375
2013-04-01,12.613672256469727
2013-04-02,12.720902442932129
2013-04-03,12.658820152282715
2013-04-04,12.839421272277832
2013-04-05,12.754759788513184
2013-04-08,12.980509757995605
2013-04-09,13.087743759155273
2013-04-10,13.110318183898926
2013-04-11,13.183687210083008
2013-04-12,13.115962982177734
2013-04-15,12.839421272277832
2013-04-16,12.997442245483398
2013-04-17,12.70397663116455
2013-04-18,12.726548194885254
2013-04-19,12.918432235717773
2013-04-22,12.867635726928711
2013-04-23,12.963580131530762
2013-04-24,12.974870681762695
2013-04-25,13.059523582458496
2013-04-26,13.036949157714844
2013-04-29,13.251410484313965
2013-04-30,13.420722007751465
2013-05-01,13.358641624450684
2013-05-02,13.635181427001953
2013-05-03,13.860931396484375
2013-05-06,13.93430233001709
2013-05-07,14.035886764526367
2013-05-08,14.109251976013184
2013-05-09,14.002019882202148
2013-05-10,14.092321395874023
2013-05-13,14.030241966247559
2013-05-14,13.979452133178711
2013-05-15,13.92300796508789
2013-05-16,13.62954044342041
2013-05-17,13.66904354095459
2013-05-20,13.61260986328125
2013-05-21,13.65211296081543
2013-05-22,13.358641624450684
2013-05-23,13.194973945617676
2013-05-24,13.065167427062988
2013-05-28,12.878926277160645
2013-05-29,12.726548194885254
2013-05-30,12.52337646484375
2013-05-31,12.500795364379883
2013-06-03,12.48951530456543
2013-06-04,12.320196151733398
2013-06-05,12.049302101135254
2013-06-06,12.410500526428223
2013-06-07,12.48951530456543
2013-06-10,12.52337646484375
2013-06-11,12.325840950012207
2013-06-12,12.241186141967773
2013-06-13,12.46129322052002
2013-06-14,12.421792030334473
2013-06-17,12.450003623962402
2013-06-18,12.568524360656738
2013-06-19,12.179106712341309
2013-06-20,11.620386123657227
2013-06-21,11.761475563049316
2013-06-24,11.71632194519043
2013-06-25,11.800979614257812
2013-06-26,11.879989624023438
2013-06-27,12.20732593536377
2013-06-28,12.094449043273926
2013-07-01,12.003252983093262
2013-07-02,12.293933868408203
2013-07-03,12.219841003417969
2013-07-05,12.18564510345459
2013-07-08,12.356633186340332
2013-07-09,12.556113243103027
2013-07-10,12.516214370727539
2013-07-11,12.806900024414062
2013-07-12,12.732799530029297
2013-07-15,12.823993682861328
2013-07-16,12.82970142364502
2013-07-17,12.85819149017334
2013-07-18,13.086174011230469
2013-07-19,13.091872215270996
2013-07-22,13.177366256713867
2013-07-23,13.194463729858398
2013-07-24,12.852495193481445
2013-07-25,12.932287216186523
2013-07-26,12.943687438964844
2013-07-29,12.892391204833984
2013-07-30,12.767000198364258
2013-07-31,12.852495193481445
2013-08-01,13.017781257629395
2013-08-02,12.823993682861328
2013-08-05,12.647310256958008
2013-08-06,12.527621269226074
2013-08-07,12.516214370727539
2013-08-08,12.584613800048828
2013-08-09,12.613115310668945
2013-08-12,12.470624923706055
2013-08-13,12.356633186340332
2013-08-14,12.385130882263184
2013-08-15,12.134346961975098
2013-08-16,11.684081077575684
2013-08-19,11.456101417541504
2013-08-20,11.723978042602539
2013-08-21,11.609987258911133
2013-08-22,11.689783096313477
2013-08-23,11.723978042602539
2013-08-26,11.672680854797363
2013-08-27,11.541594505310059
2013-08-28,11.490302085876465
2013-08-29,11.51879596710205
2013-08-30,11.416206359863281
2013-09-03,11.336411476135254
2013-09-04,11.564391136169434
2013-09-05,11.30221176147461
2013-09-06,11.456101417541504
2013-09-09,11.615694999694824
2013-09-10,11.587191581726074
2013-09-11,11.666988372802734
2013-09-12,11.530192375183105
