Date,ERIE
2010-11-04,40.05188751220703
2010-11-05,40.577491760253906
2010-11-08,40.517616271972656
2010-11-09,39.85893249511719
2010-11-10,40.916786193847656
2010-11-11,40.39119338989258
2010-11-12,40.13836669921875
2010-11-15,40.63070297241211
2010-11-16,40.17829132080078
2010-11-17,40.47769546508789
2010-11-18,40.97666549682617
2010-11-19,40.95005798339844
2010-11-22,41.249446868896484
2010-11-23,41.136356353759766
2010-11-24,41.216182708740234
2010-11-26,41.369205474853516
2010-11-29,41.994598388671875
2010-11-30,41.88814163208008
2010-12-01,41.94138717651367
2010-12-02,42.107696533203125
2010-12-03,41.92806625366211
2010-12-06,41.88814163208008
2010-12-07,41.96798324584961
2010-12-08,42.40043258666992
2010-12-09,42.30730056762695
2010-12-10,42.427066802978516
2010-12-13,42.35385513305664
2010-12-14,42.26738739013672
2010-12-15,41.974639892578125
2010-12-16,42.23411178588867
2010-12-17,42.02786636352539
2010-12-20,42.22080612182617
2010-12-21,42.16093444824219
2010-12-22,42.912742614746094
2010-12-23,42.79297637939453
2010-12-27,42.959320068359375
2010-12-28,43.185523986816406
2010-12-29,43.27866744995117
2010-12-30,43.39176559448242
2010-12-31,43.558101654052734
2011-01-03,44.25885772705078
2011-01-04,44.0844841003418
2011-01-05,44.077816009521484
2011-01-06,43.729095458984375
2011-01-07,43.95708465576172
2011-01-10,44.01743698120117
2011-01-11,44.205196380615234
2011-01-12,44.13814926147461
2011-01-13,44.17837905883789
2011-01-14,44.11803436279297
2011-01-18,43.9973258972168
2011-01-19,43.55473709106445
2011-01-20,43.65530776977539
2011-01-21,43.6016731262207
2011-01-24,43.83637619018555
2011-01-25,44.19850540161133
2011-01-26,44.17168426513672
2011-01-27,44.23872375488281
2011-01-28,45.60673522949219
2011-01-31,44.54050064086914
2011-02-01,45.23789978027344
2011-02-02,45.32508850097656
2011-02-03,45.700626373291016
2011-02-04,45.861568450927734
2011-02-07,45.97555160522461
2011-02-08,45.90180969238281
2011-02-09,45.78778839111328
2011-02-10,45.90180969238281
2011-02-11,46.317562103271484
2011-02-14,45.895084381103516
2011-02-15,45.828033447265625
2011-02-16,46.270626068115234
2011-02-17,46.18343734741211
2011-02-18,46.41143798828125
2011-02-22,45.88166427612305
2011-02-23,45.86825942993164
2011-02-24,45.7676887512207
2011-02-25,46.42485427856445
2011-02-28,46.833892822265625
2011-03-01,46.62603759765625
2011-03-02,46.72663497924805
2011-03-03,47.32344436645508
2011-03-04,47.12226104736328
2011-03-07,47.0887336730957
2011-03-08,47.62519454956055
2011-03-09,47.3838005065918
2011-03-10,46.719913482666016
2011-03-11,47.142391204833984
2011-03-14,47.20272445678711
2011-03-15,46.7735595703125
2011-03-16,46.90096664428711
2011-03-17,47.578269958496094
2011-03-18,46.49190902709961
2011-03-21,47.24967575073242
2011-03-22,47.06190872192383
2011-03-23,46.67295837402344
2011-03-24,46.88755798339844
2011-03-25,46.92779541015625
2011-03-28,46.934486389160156
2011-03-29,47.041786193847656
2011-03-30,47.424041748046875
2011-03-31,47.68556213378906
2011-04-01,48.054386138916016
2011-04-04,48.73320770263672
2011-04-05,48.530574798583984
2011-04-06,48.922332763671875
2011-04-07,48.49678039550781
2011-04-08,48.51706314086914
2011-04-11,48.618404388427734
2011-04-12,48.07802963256836
2011-04-13,48.44277572631836
2011-04-14,48.3954963684082
2011-04-15,48.41573715209961
2011-04-18,48.03073501586914
2011-04-19,48.1523323059082
2011-04-20,48.51706314086914
2011-04-21,48.43602752685547
2011-04-25,48.17259979248047
2011-04-26,47.96321105957031
2011-04-27,48.45628356933594
2011-04-28,48.83452606201172
2011-04-29,48.922332763671875
2011-05-02,48.92908477783203
2011-05-03,48.38874053955078
2011-05-04,47.81460189819336
2011-05-05,47.34855651855469
2011-05-06,47.801090240478516
2011-05-09,48.31442642211914
2011-05-10,48.51031494140625
2011-05-11,47.89564895629883
2011-05-12,48.73320770263672
2011-05-13,48.1928596496582
2011-05-16,47.969947814941406
2011-05-17,47.67951202392578
2011-05-18,48.26713943481445
2011-05-19,48.69266891479492
2011-05-20,48.57109451293945
2011-05-23,48.0577507019043
2011-05-24,46.90277099609375
2011-05-25,47.54441833496094
2011-05-26,47.882144927978516
2011-05-27,47.87540054321289
2011-05-31,48.105045318603516
2011-06-01,47.21346664428711
2011-06-02,47.51740646362305
2011-06-03,46.855472564697266
2011-06-06,46.55150604248047
2011-06-07,46.92301559448242
2011-06-08,46.646080017089844
2011-06-09,46.74740219116211
2011-06-10,46.38265609741211
2011-06-13,45.93012237548828
2011-06-14,46.43669509887695
2011-06-15,45.76124572753906
2011-06-16,45.74776077270508
2011-06-17,45.396522521972656
2011-06-20,45.43704605102539
2011-06-21,45.79502868652344
2011-06-22,45.71398162841797
2011-06-23,45.34923553466797
2011-06-24,45.470821380615234
2011-06-27,46.37590789794922
2011-06-28,46.794677734375
2011-06-29,47.503902435302734
2011-06-30,47.76732635498047
2011-07-01,48.09732437133789
2011-07-05,48.18577194213867
2011-07-06,48.55998992919922
2011-07-07,50.485504150390625
2011-07-08,50.11808776855469
2011-07-11,49.648624420166016
2011-07-12,49.512535095214844
2011-07-13,49.87314987182617
2011-07-14,50.043243408203125
2011-07-15,50.20655822753906
2011-07-18,49.87995910644531
2011-07-19,50.315406799316406
2011-07-20,50.111289978027344
2011-07-21,50.84612274169922
2011-07-22,50.818912506103516
2011-07-25,50.79169464111328
2011-07-26,50.58076095581055
2011-07-27,49.852752685546875
2011-07-28,49.99562072753906
2011-07-29,50.14530944824219
2011-08-01,49.69626998901367
2011-08-02,48.84575653076172
2011-08-03,48.41029739379883
2011-08-04,47.294437408447266
2011-08-05,45.96766662597656
2011-08-08,42.878665924072266
2011-08-09,46.87260055541992
2011-08-10,45.00149917602539
2011-08-11,47.913612365722656
2011-08-12,47.37610626220703
2011-08-15,48.86617660522461
2011-08-16,48.369476318359375
2011-08-17,48.60081481933594
2011-08-18,47.464542388916016
2011-08-19,47.42372512817383
2011-08-22,47.58020782470703
2011-08-23,48.60081481933594
2011-08-24,49.61460876464844
2011-08-25,48.2810173034668
2011-08-26,48.83894729614258
2011-08-29,50.24055099487305
2011-08-30,49.99562072753906
2011-08-31,50.029640197753906
2011-09-01,49.39688491821289
2011-09-02,48.525978088378906
2011-09-06,48.00886154174805
2011-09-07,50.42427444458008
2011-09-08,50.022830963134766
2011-09-09,48.82533645629883
2011-09-12,49.226783752441406
2011-09-13,49.51933288574219
2011-09-14,49.8391227722168
2011-09-15,49.532955169677734
2011-09-16,49.63500213623047
2011-09-19,49.083892822265625
2011-09-20,49.20637130737305
2011-09-21,47.74350357055664
2011-09-22,47.246829986572266
2011-09-23,46.6208610534668
2011-09-26,46.906620025634766
2011-09-27,48.21297073364258
2011-09-28,47.0086669921875
2011-09-29,48.79132843017578
2011-09-30,48.430702209472656
2011-10-03,47.19240188598633
2011-10-04,49.238555908203125
2011-10-05,49.86236572265625
2011-10-06,50.34906005859375
2011-10-07,49.067195892333984
2011-10-10,50.9522819519043
2011-10-11,50.335350036621094
2011-10-12,50.92485427856445
2011-10-13,50.84260940551758
2011-10-14,51.329280853271484
2011-10-17,50.719207763671875
2011-10-18,52.04906463623047
2011-10-19,51.699462890625
2011-10-20,52.02165222167969
2011-10-21,53.234954833984375
2011-10-24,54.290611267089844
2011-10-25,52.830509185791016
2011-10-26,53.8519172668457
2011-10-27,55.04464340209961
2011-10-28,54.6539306640625
2011-10-31,54.11921691894531
2011-11-01,52.48092269897461
2011-11-02,53.8176383972168
2011-11-03,54.270042419433594
2011-11-04,53.8656120300293
2011-11-07,53.3377685546875
2011-11-08,53.46117401123047
2011-11-09,51.987369537353516
2011-11-10,52.68657302856445
2011-11-11,53.0704460144043
2011-11-14,52.52205276489258
2011-11-15,53.04987335205078
2011-11-16,51.03455352783203
2011-11-17,51.013980865478516
2011-11-18,50.520423889160156
2011-11-21,49.601898193359375
2011-11-22,49.80067825317383
2011-11-23,48.114376068115234
2011-11-25,48.676475524902344
2011-11-28,49.31397247314453
2011-11-29,48.662750244140625
2011-11-30,50.582130432128906
2011-12-01,51.49384307861328
2011-12-02,51.61720657348633
2011-12-05,51.768009185791016
2011-12-06,51.90510940551758
2011-12-07,51.87084197998047
2011-12-08,51.473228454589844
2011-12-09,52.56317138671875
2011-12-12,52.20674133300781
2011-12-13,51.95993423461914
2011-12-14,52.13819122314453
2011-12-15,52.0901985168457
2011-12-16,52.28898239135742
2011-12-19,51.486961364746094
2011-12-20,52.87849807739258
2011-12-21,53.05672073364258
2011-12-22,53.00874710083008
2011-12-23,53.11842346191406
2011-12-27,53.4337272644043
2011-12-28,52.926483154296875
2011-12-29,53.488590240478516
2011-12-30,53.57771301269531
2012-01-03,52.99296951293945
2012-01-04,51.9435920715332
2012-01-05,51.95741271972656
2012-01-06,52.261165618896484
2012-01-09,52.399253845214844
2012-01-10,52.22666549682617
2012-01-11,51.88146209716797
2012-01-12,52.29568099975586
2012-01-13,52.136898040771484
2012-01-17,52.005699157714844
2012-01-18,51.97121810913086
2012-01-19,52.205936431884766
2012-01-20,52.28187561035156
2012-01-23,52.12309265136719
2012-01-24,51.97810745239258
2012-01-25,51.922889709472656
2012-01-26,51.88146209716797
2012-01-27,52.2542610168457
2012-01-30,52.50278854370117
2012-01-31,52.930824279785156
2012-02-01,53.26219940185547
2012-02-02,53.60049819946289
2012-02-03,54.48416519165039
2012-02-06,54.11137390136719
2012-02-07,54.38750457763672
2012-02-08,54.2080192565918
2012-02-09,54.47035598754883
2012-02-10,54.415122985839844
2012-02-13,54.359893798828125
2012-02-14,53.72475814819336
2012-02-15,53.33123779296875
2012-02-16,53.648799896240234
2012-02-17,53.59357452392578
2012-02-21,53.648799896240234
2012-02-22,52.854881286621094
2012-02-23,53.37265396118164
2012-02-24,53.552162170410156
2012-02-27,53.39337158203125
2012-02-28,52.86869812011719
2012-02-29,52.544219970703125
2012-03-01,52.61326599121094
2012-03-02,52.24735641479492
2012-03-05,51.92979431152344
2012-03-06,51.24631118774414
2012-03-07,51.819332122802734
2012-03-08,52.53730392456055
2012-03-09,52.26808166503906
2012-03-12,52.83417510986328
2012-03-13,53.752357482910156
2012-03-14,53.76615905761719
2012-03-15,54.16658401489258
2012-03-16,53.58667755126953
2012-03-19,53.24839782714844
2012-03-20,52.979156494140625
2012-03-21,52.847984313964844
2012-03-22,52.41302490234375
2012-03-23,52.87559127807617
2012-03-26,53.67643356323242
2012-03-27,53.635013580322266
2012-03-28,53.84211730957031
2012-03-29,53.65572738647461
2012-03-30,53.807613372802734
2012-04-02,53.614280700683594
2012-04-03,53.491233825683594
2012-04-04,53.37302017211914
2012-04-05,53.915367126464844
2012-04-09,53.296531677246094
2012-04-10,52.343929290771484
2012-04-11,52.65685272216797
2012-04-12,52.94886016845703
2012-04-13,52.36479568481445
2012-04-16,52.80286407470703
2012-04-17,53.08096694946289
2012-04-18,52.38566589355469
2012-04-19,52.58729553222656
2012-04-20,52.427364349365234
2012-04-23,52.14228057861328
2012-04-24,52.17707061767578
2012-04-25,52.37870407104492
2012-04-26,53.24785614013672
2012-04-27,53.52598190307617
2012-04-30,53.47036361694336
2012-05-01,53.296531677246094
2012-05-02,53.39387512207031
2012-05-03,53.352142333984375
2012-05-04,48.55442428588867
2012-05-07,47.64354705810547
2012-05-08,48.36669158935547
2012-05-09,48.69349670410156
2012-05-10,48.76301193237305
2012-05-11,49.02027893066406
2012-05-14,49.02027893066406
2012-05-15,49.06896209716797
2012-05-16,49.0272331237793
2012-05-17,48.6795768737793
2012-05-18,48.658729553222656
2012-05-21,48.8812370300293
2012-05-22,49.41661071777344
2012-05-23,49.36098861694336
2012-05-24,49.70171356201172
2012-05-25,49.86164855957031
2012-05-29,50.320556640625
2012-05-30,49.74342727661133
2012-05-31,49.972896575927734
2012-06-01,48.846458435058594
2012-06-04,49.13154220581055
2012-06-05,48.92295455932617
2012-06-06,49.590476989746094
2012-06-07,49.1037483215332
2012-06-08,49.24973678588867
2012-06-11,47.845184326171875
2012-06-12,47.914730072021484
2012-06-13,47.47665786743164
2012-06-14,47.73396301269531
2012-06-15,48.512699127197266
2012-06-18,48.78388595581055
2012-06-19,49.110694885253906
2012-06-20,49.20106887817383
2012-06-21,48.234580993652344
2012-06-22,49.44443893432617
2012-06-25,48.36669158935547
2012-06-26,48.29715347290039
2012-06-27,48.6795768737793
2012-06-28,49.05507278442383
2012-06-29,49.79209899902344
2012-07-02,49.97984313964844
2012-07-03,50.49345016479492
2012-07-05,50.69666290283203
2012-07-06,50.37434768676758
2012-07-09,49.66660690307617
2012-07-10,49.41435623168945
2012-07-11,49.58953857421875
2012-07-12,49.64559555053711
2012-07-13,50.42338562011719
2012-07-16,50.33230209350586
2012-07-17,50.4514274597168
2012-07-18,50.66862869262695
2012-07-19,50.5355110168457
2012-07-20,50.0870475769043
2012-07-23,49.673622131347656
2012-07-24,49.750709533691406
2012-07-25,50.17815399169922
2012-07-26,50.54952621459961
2012-07-27,50.31827163696289
2012-07-30,50.28322219848633
2012-07-31,49.953922271728516
2012-08-01,49.37232971191406
2012-08-02,49.351295471191406
2012-08-03,46.19809341430664
2012-08-06,46.07196807861328
2012-08-07,44.950801849365234
2012-08-08,44.887752532958984
2012-08-09,45.52538299560547
2012-08-10,45.13300704956055
2012-08-13,44.62848663330078
2012-08-14,44.271114349365234
2012-08-15,44.65651321411133
2012-08-16,44.43928146362305
2012-08-17,44.52338790893555
2012-08-20,44.495357513427734
2012-08-21,44.299137115478516
2012-08-22,43.89273452758789
2012-08-23,44.00484848022461
2012-08-24,44.173030853271484
2012-08-27,44.2220573425293
2012-08-28,44.572425842285156
2012-08-29,44.740596771240234
2012-08-30,44.635494232177734
2012-08-31,44.68452835083008
2012-09-04,44.5163688659668
2012-09-05,44.21506118774414
2012-09-06,44.985843658447266
2012-09-07,44.91577911376953
2012-09-10,44.60044479370117
2012-09-11,45.224090576171875
2012-09-12,44.957828521728516
2012-09-13,45.13999557495117
2012-09-14,44.845706939697266
2012-09-17,44.59345626831055
2012-09-18,44.69153594970703
2012-09-19,44.35519790649414
2012-09-20,44.11695861816406
2012-09-21,45.26612091064453
2012-09-24,45.455322265625
2012-09-25,45.23810577392578
2012-09-26,44.824684143066406
2012-09-27,45.1610221862793
2012-09-28,45.0349006652832
2012-10-01,45.09794998168945
2012-10-02,45.00688171386719
2012-10-03,44.82521438598633
2012-10-04,45.4966926574707
2012-10-05,45.77939224243164
2012-10-08,45.96315383911133
2012-10-09,45.54615783691406
2012-10-10,45.30584716796875
2012-10-11,45.10087203979492
2012-10-12,44.669734954833984
2012-10-15,45.12207794189453
2012-10-16,44.6343879699707
2012-10-17,45.15034866333008
2012-10-18,45.17155838012695
2012-10-19,44.591983795166016
2012-10-22,44.21737289428711
2012-10-23,44.67679214477539
2012-10-24,44.860565185546875
2012-10-25,44.683860778808594
2012-10-26,44.23857116699219
2012-10-31,43.97705841064453
2012-11-01,44.53543472290039
2012-11-02,46.72651672363281
2012-11-05,47.037506103515625
2012-11-06,46.7759895324707
2012-11-07,46.521549224853516
2012-11-08,46.86081314086914
2012-11-09,46.952693939208984
2012-11-12,46.04092025756836
2012-11-13,45.821807861328125
2012-11-14,45.595645904541016
2012-11-15,45.673377990722656
2012-11-16,46.95975875854492
2012-11-19,46.11865997314453
2012-11-20,47.178863525390625
2012-11-21,47.87860107421875
2012-11-23,48.10478591918945
2012-11-26,48.45111846923828
2012-11-27,48.68434143066406
2012-11-28,48.37335968017578
2012-11-29,48.56418991088867
2012-11-30,50.38066101074219
2012-12-03,49.48303985595703
2012-12-04,49.80815505981445
2012-12-05,50.36070251464844
2012-12-06,50.26533126831055
2012-12-07,49.66359329223633
2012-12-10,49.9717903137207
2012-12-11,49.568199157714844
2012-12-12,49.927764892578125
2012-12-13,49.99379348754883
2012-12-14,49.986480712890625
2012-12-17,49.78834533691406
2012-12-18,50.081851959228516
2012-12-19,50.39004898071289
2012-12-20,50.712928771972656
2012-12-21,49.37742233276367
2012-12-24,49.80303192138672
2012-12-26,49.597557067871094
2012-12-27,49.3113899230957
2012-12-28,48.61427307128906
2012-12-31,50.79365539550781
2013-01-02,50.83768844604492
2013-01-03,51.40269088745117
2013-01-04,51.51276779174805
2013-01-07,51.08717727661133
2013-01-08,51.26329040527344
2013-01-09,51.696224212646484
2013-01-10,51.89433670043945
2013-01-11,51.36601638793945
2013-01-14,50.86701965332031
2013-01-15,51.10918045043945
2013-01-16,51.09451675415039
2013-01-17,50.92573547363281
2013-01-18,50.88902282714844
2013-01-22,50.92573547363281
2013-01-23,50.85969161987305
2013-01-24,50.91839599609375
2013-01-25,51.18257141113281
2013-01-28,51.26329040527344
2013-01-29,52.03377151489258
2013-01-30,51.688880920410156
2013-01-31,52.349308013916016
2013-02-01,53.295902252197266
2013-02-04,54.073734283447266
2013-02-05,54.308555603027344
2013-02-06,54.39661407470703
2013-02-07,54.53603744506836
2013-02-08,54.50667190551758
2013-02-11,54.52136993408203
2013-02-12,54.602081298828125
2013-02-13,54.52869415283203
2013-02-14,53.193172454833984
2013-02-15,53.11979675292969
2013-02-19,53.31059646606445
2013-02-20,53.11979675292969
2013-02-21,53.1564826965332
2013-02-22,54.191123962402344
2013-02-25,52.8189582824707
2013-02-26,53.596778869628906
2013-02-27,52.89231872558594
2013-02-28,53.71417236328125
2013-03-01,54.719512939453125
2013-03-04,54.9102783203125
2013-03-05,54.411293029785156
2013-03-06,54.08842086791992
2013-03-07,53.94166946411133
2013-03-08,53.83159637451172
2013-03-11,54.029720306396484
2013-03-12,54.40394592285156
2013-03-13,54.807552337646484
2013-03-14,54.89557647705078
2013-03-15,55.59270095825195
2013-03-18,55.38724899291992
2013-03-19,56.25311279296875
2013-03-20,56.09170150756836
2013-03-21,54.96162796020508
2013-03-22,54.90293502807617
2013-03-25,55.8275146484375
2013-03-26,55.62938690185547
2013-03-27,55.23316955566406
2013-03-28,55.42394256591797
2013-04-01,55.43125915527344
2013-04-02,55.702789306640625
2013-04-03,55.20209884643555
2013-04-04,55.43872833251953
2013-04-05,55.37958526611328
2013-04-08,56.10437774658203
2013-04-09,55.934261322021484
2013-04-10,56.41498565673828
2013-04-11,57.568729400634766
2013-04-12,57.12498092651367
2013-04-15,55.97863006591797
2013-04-16,57.080604553222656
2013-04-17,56.355804443359375
2013-04-18,56.474178314208984
2013-04-19,56.22269058227539
2013-04-22,57.32468795776367
2013-04-23,57.576133728027344
2013-04-24,57.90153884887695
2013-04-25,58.7298698425293
2013-04-26,58.5523681640625
2013-04-29,58.61894989013672
2013-04-30,58.84819412231445
2013-05-01,58.66331481933594
2013-05-02,58.471012115478516
2013-05-03,59.121849060058594
2013-05-06,59.1958122253418
2013-05-07,59.66914749145508
2013-05-08,60.13507843017578
2013-05-09,59.24758529663086
2013-05-10,59.84663009643555
2013-05-13,59.86140823364258
2013-05-14,60.172054290771484
2013-05-15,61.11872100830078
2013-05-16,60.69713592529297
2013-05-17,61.06694412231445
2013-05-20,60.6453857421875
2013-05-21,60.001956939697266
2013-05-22,59.24758529663086
2013-05-23,59.37329864501953
2013-05-24,59.29194641113281
2013-05-28,58.09384536743164
2013-05-29,55.57184982299805
2013-05-30,54.35896682739258
2013-05-31,56.141353607177734
2013-06-03,56.37062454223633
2013-06-04,56.09696578979492
2013-06-05,55.09855270385742
2013-06-06,55.5644645690918
2013-06-07,56.15613555908203
2013-06-10,57.56133270263672
2013-06-11,56.622066497802734
2013-06-12,57.31726837158203
2013-06-13,57.95329666137695
2013-06-14,57.31726837158203
2013-06-17,55.712406158447266
2013-06-18,57.1027946472168
2013-06-19,55.47573471069336
2013-06-20,54.93582534790039
2013-06-21,54.64740753173828
2013-06-24,53.75992202758789
2013-06-25,55.668033599853516
2013-06-26,58.32311248779297
2013-06-27,58.67808151245117
2013-06-28,58.936946868896484
2013-07-01,60.0906982421875
2013-07-02,59.76512145996094
2013-07-03,59.29574203491211
2013-07-05,59.6012077331543
2013-07-08,59.6012077331543
2013-07-09,59.40007400512695
2013-07-10,59.28832244873047
2013-07-11,59.89922332763672
2013-07-12,60.60697555541992
2013-07-15,60.942237854003906
2013-07-16,61.1806526184082
2013-07-17,61.45629119873047
2013-07-18,61.389251708984375
2013-07-19,61.389251708984375
2013-07-22,61.53077697753906
2013-07-23,60.621910095214844
2013-07-24,59.80237579345703
2013-07-25,60.9720344543457
2013-07-26,60.37603759765625
2013-07-29,59.49691390991211
2013-07-30,59.51926803588867
2013-07-31,59.876869201660156
2013-08-01,59.6012077331543
2013-08-02,58.967952728271484
2013-08-05,57.507713317871094
2013-08-06,58.13353729248047
2013-08-07,57.6865119934082
2013-08-08,57.530086517333984
2013-08-09,57.6716423034668
2013-08-12,57.723785400390625
2013-08-13,56.77014923095703
2013-08-14,57.299110412597656
2013-08-15,56.44981002807617
2013-08-16,56.4945068359375
2013-08-19,55.80162811279297
2013-08-20,56.36785888671875
2013-08-21,55.74204635620117
2013-08-22,55.88358688354492
2013-08-23,56.06238555908203
2013-08-26,55.734580993652344
2013-08-27,55.48128128051758
2013-08-28,55.19816589355469
2013-08-29,55.45894241333008
2013-08-30,54.95232391357422
2013-09-03,54.71392822265625
2013-09-04,55.14601516723633
2013-09-05,55.45894241333008
2013-09-06,54.68412780761719
2013-09-09,55.59303283691406
2013-09-10,55.734580993652344
2013-09-11,55.30248260498047
2013-09-12,55.00446701049805
2013-09-13,55.05662536621094
2013-09-16,55.3173942565918
