Date,AEE
2010-01-04,15.727075576782227
2010-01-05,15.664758682250977
2010-01-06,15.557106971740723
2010-01-07,15.409812927246094
2010-01-08,15.302184104919434
2010-01-11,15.426813125610352
2010-01-12,15.409812927246094
2010-01-13,15.511791229248047
2010-01-14,15.568449020385742
2010-01-15,15.489133834838867
2010-01-19,15.687417984008789
2010-01-20,15.392822265625
2010-01-21,15.024577140808105
2010-01-22,14.60533618927002
2010-01-25,14.678986549377441
2010-01-26,14.718643188476562
2010-01-27,14.7243070602417
2010-01-28,14.577008247375488
2010-01-29,14.475028038024902
2010-02-01,14.441038131713867
2010-02-02,14.599672317504883
2010-02-03,14.509026527404785
2010-02-04,14.15210247039795
2010-02-05,14.084120750427246
2010-02-08,13.834847450256348
2010-02-09,13.953816413879395
2010-02-10,13.829176902770996
2010-02-11,13.953816413879395
2010-02-12,13.914156913757324
2010-02-16,14.214424133300781
2010-02-17,14.39004898071289
2010-02-18,14.526021957397461
2010-02-19,14.531685829162598
2010-02-22,14.395715713500977
2010-02-23,14.327731132507324
2010-02-24,14.242748260498047
2010-02-25,14.203092575073242
2010-02-26,13.999146461486816
2010-03-01,14.186091423034668
2010-03-02,14.350395202636719
2010-03-03,14.407051086425781
2010-03-04,14.49769115447998
2010-03-05,14.6959810256958
2010-03-08,14.664351463317871
2010-03-09,14.704610824584961
2010-03-10,14.704610824584961
2010-03-11,14.81386661529541
2010-03-12,14.670104026794434
2010-03-15,14.658605575561523
2010-03-16,14.664351463317871
2010-03-17,14.762116432189941
2010-03-18,14.951886177062988
2010-03-19,14.974892616271973
2010-03-22,14.848369598388672
2010-03-23,14.882877349853516
2010-03-24,14.664351463317871
2010-03-25,14.543584823608398
2010-03-26,14.739112854003906
2010-03-29,14.911632537841797
2010-03-30,15.003642082214355
2010-03-31,14.99789047241211
2010-04-01,15.21066951751709
2010-04-05,15.22791862487793
2010-04-06,15.32568359375
2010-04-07,15.216418266296387
2010-04-08,15.107160568237305
2010-04-09,15.245172500610352
2010-04-12,15.371695518493652
2010-04-13,15.291183471679688
2010-04-14,15.32568359375
2010-04-15,15.32568359375
2010-04-16,15.153162956237793
2010-04-19,15.124415397644043
2010-04-20,15.354435920715332
2010-04-21,15.475200653076172
2010-04-22,15.319934844970703
2010-04-23,15.423452377319336
2010-04-26,15.342935562133789
2010-04-27,15.043893814086914
2010-04-28,15.222173690795898
2010-04-29,15.158916473388672
2010-04-30,14.928888320922852
2010-05-03,14.819625854492188
2010-05-04,14.744860649108887
2010-05-05,14.658605575561523
2010-05-06,14.181291580200195
2010-05-07,13.916756629943848
2010-05-10,14.49183464050293
2010-05-11,14.514830589294434
2010-05-12,14.664351463317871
2010-05-13,14.532084465026855
2010-05-14,14.428574562072754
2010-05-17,14.468833923339844
2010-05-18,14.394068717956543
2010-05-19,14.20429515838623
2010-05-20,13.882250785827637
2010-05-21,13.882250785827637
2010-05-24,13.778743743896484
2010-05-25,13.652228355407715
2010-05-26,13.749987602233887
2010-05-27,14.037517547607422
2010-05-28,14.181291580200195
2010-06-01,13.7844877243042
2010-06-02,14.123784065246582
2010-06-03,14.296307563781738
2010-06-04,13.853495597839355
2010-06-07,13.961613655090332
2010-06-08,14.020062446594238
2010-06-09,13.909016609191895
2010-06-10,14.172004699707031
2010-06-11,14.096030235290527
2010-06-14,14.119403839111328
2010-06-15,14.53433609008789
2010-06-16,14.738890647888184
2010-06-17,14.937578201293945
2010-06-18,14.92588996887207
2010-06-21,14.797327995300293
2010-06-22,14.399917602539062
2010-06-23,14.212910652160645
2010-06-24,14.154474258422852
2010-06-25,14.177847862243652
2010-06-28,14.288888931274414
2010-06-29,13.984992980957031
2010-06-30,13.891485214233398
2010-07-01,13.78629207611084
2010-07-02,13.838887214660645
2010-07-06,14.002527236938477
2010-07-07,14.429147720336914
2010-07-08,14.493432998657227
2010-07-09,14.551870346069336
2010-07-12,14.569400787353516
2010-07-13,14.651219367980957
2010-07-14,14.633687973022461
2010-07-15,14.657065391540527
2010-07-16,14.376543998718262
2010-07-19,14.692133903503418
2010-07-20,14.621999740600586
2010-07-21,14.423299789428711
2010-07-22,14.651219367980957
2010-07-23,14.779791831970215
2010-07-26,14.990180015563965
2010-07-27,15.264856338500977
2010-07-28,15.31160831451416
2010-07-29,15.077839851379395
2010-07-30,14.826546669006348
2010-08-02,15.142123222351074
2010-08-03,15.259010314941406
2010-08-04,15.288226127624512
2010-08-05,15.80251407623291
2010-08-06,15.896012306213379
2010-08-09,15.960302352905273
2010-08-10,16.141475677490234
2010-08-11,15.790824890136719
2010-08-12,15.615501403808594
2010-08-13,16.118093490600586
2010-08-16,16.416149139404297
2010-08-17,16.34601593017578
2010-08-18,16.123939514160156
2010-08-19,15.843423843383789
2010-08-20,15.860950469970703
2010-08-23,16.16484832763672
2010-08-24,16.38692855834961
2010-08-25,16.32848358154297
2010-08-26,16.217456817626953
2010-08-27,16.521343231201172
2010-08-30,16.13563346862793
2010-08-31,16.404455184936523
2010-09-01,16.883682250976562
2010-09-02,16.63237953186035
2010-09-03,16.743412017822266
2010-09-07,16.65159797668457
2010-09-08,16.414649963378906
2010-09-09,16.432422637939453
2010-09-10,16.462038040161133
2010-09-13,16.633827209472656
2010-09-14,16.675294876098633
2010-09-15,16.46796226501465
2010-09-16,16.3257999420166
2010-09-17,16.24286460876465
2010-09-20,16.35541534423828
2010-09-21,16.313947677612305
2010-09-22,16.47389030456543
2010-09-23,16.236934661865234
2010-09-24,16.562742233276367
2010-09-27,16.73453712463379
2010-09-28,16.80562400817871
2010-09-29,16.847084045410156
2010-09-30,16.823387145996094
2010-10-01,17.054414749145508
2010-10-04,16.977407455444336
2010-10-05,17.202503204345703
2010-10-06,17.137344360351562
2010-10-07,17.273588180541992
2010-10-08,17.285438537597656
2010-10-11,17.285438537597656
2010-10-12,17.125499725341797
2010-10-13,17.11957359313965
2010-10-14,17.04256820678711
2010-10-15,17.107725143432617
2010-10-18,17.320980072021484
2010-10-19,17.143272399902344
2010-10-20,17.285438537597656
2010-10-21,17.143272399902344
2010-10-22,17.078113555908203
2010-10-25,17.036640167236328
2010-10-26,16.9892578125
2010-10-27,16.930015563964844
2010-10-28,16.94186019897461
2010-10-29,17.166969299316406
2010-11-01,17.0899600982666
2010-11-02,17.356525421142578
2010-11-03,17.202503204345703
2010-11-04,17.60531997680664
2010-11-05,17.67047882080078
2010-11-08,17.49869728088379
2010-11-09,17.49869728088379
2010-11-10,17.403907775878906
2010-11-11,17.34467315673828
2010-11-12,17.350601196289062
2010-11-15,17.528308868408203
2010-11-16,17.356525421142578
2010-11-17,17.315059661865234
2010-11-18,17.43352699279785
2010-11-19,17.285438537597656
2010-11-22,17.374298095703125
2010-11-23,17.202503204345703
2010-11-24,17.202503204345703
2010-11-26,17.125499725341797
2010-11-29,17.030719757080078
2010-11-30,17.0129451751709
2010-12-01,17.291370391845703
2010-12-02,17.309131622314453
2010-12-03,17.315059661865234
2010-12-06,17.210010528564453
2010-12-07,17.053939819335938
2010-12-08,17.00591278076172
2010-12-09,16.993911743164062
2010-12-10,17.11396598815918
2010-12-13,17.137977600097656
2010-12-14,17.306058883666992
2010-12-15,17.029932022094727
2010-12-16,17.017919540405273
2010-12-17,17.04793357849121
2010-12-20,16.951889038085938
2010-12-21,16.88585090637207
2010-12-22,16.987905502319336
2010-12-23,16.981901168823242
2010-12-27,17.04793357849121
2010-12-28,17.08995246887207
2010-12-29,16.915870666503906
2010-12-30,16.849843978881836
2010-12-31,16.921878814697266
2011-01-03,16.957895278930664
2011-01-04,17.08395004272461
2011-01-05,17.04793357849121
2011-01-06,16.981901168823242
2011-01-07,16.981901168823242
2011-01-10,16.79581069946289
2011-01-11,16.99991226196289
2011-01-12,17.059938430786133
2011-01-13,16.891862869262695
2011-01-14,16.921878814697266
2011-01-18,17.04193115234375
2011-01-19,17.101953506469727
2011-01-20,17.294048309326172
2011-01-21,17.185997009277344
2011-01-24,17.42010498046875
2011-01-25,17.42010498046875
2011-01-26,17.312055587768555
2011-01-27,17.47412872314453
2011-01-28,17.04793357849121
2011-01-31,17.029932022094727
2011-02-01,17.22200584411621
2011-02-02,17.08995246887207
2011-02-03,17.08395004272461
2011-02-04,16.945880889892578
2011-02-07,17.185997009277344
2011-02-08,17.210010528564453
2011-02-09,17.17399024963379
2011-02-10,17.21601676940918
