Date,EXPD
2010-01-04,28.743406295776367
2010-01-05,28.94004249572754
2010-01-06,28.26817512512207
2010-01-07,28.09610939025879
2010-01-08,28.39107322692871
2010-01-11,28.505788803100586
2010-01-12,28.259973526000977
2010-01-13,28.522178649902344
2010-01-14,28.440237045288086
2010-01-15,28.243595123291016
2010-01-19,28.235397338867188
2010-01-20,28.153467178344727
2010-01-21,28.972829818725586
2010-01-22,28.333723068237305
2010-01-25,28.40746307373047
2010-01-26,28.30913543701172
2010-01-27,28.440237045288086
2010-01-28,28.104299545288086
2010-01-29,27.940427780151367
2010-02-01,28.235397338867188
2010-02-02,28.513978958129883
2010-02-03,27.83390998840332
2010-02-04,27.38324546813965
2010-02-05,27.063705444335938
2010-02-08,27.006343841552734
2010-02-09,27.416025161743164
2010-02-10,27.12105369567871
2010-02-11,26.998159408569336
2010-02-12,26.932600021362305
2010-02-16,27.792945861816406
2010-02-17,28.0141658782959
2010-02-18,27.809324264526367
2010-02-19,28.120685577392578
2010-02-22,28.30913543701172
2010-02-23,30.242855072021484
2010-02-24,29.98065185546875
2010-02-25,29.99703598022461
2010-02-26,29.88233757019043
2010-03-01,29.775808334350586
2010-03-02,29.767610549926758
2010-03-03,29.60373878479004
2010-03-04,29.751220703125
2010-03-05,29.97246551513672
2010-03-08,29.890512466430664
2010-03-09,30.005226135253906
2010-03-10,30.357555389404297
2010-03-11,30.52962303161621
2010-03-12,30.488656997680664
2010-03-15,30.341163635253906
2010-03-16,30.718080520629883
2010-03-17,30.791828155517578
2010-03-18,31.16053581237793
2010-03-19,31.635766983032227
2010-03-22,31.439117431640625
2010-03-23,31.480085372924805
2010-03-24,30.99666404724121
2010-03-25,30.4804630279541
2010-03-26,30.04619598388672
2010-03-29,30.332977294921875
2010-03-30,30.332977294921875
2010-03-31,30.25103759765625
2010-04-01,30.029809951782227
2010-04-05,30.2838134765625
2010-04-06,30.02161407470703
2010-04-07,29.931488037109375
2010-04-08,30.0789794921875
2010-04-09,30.4804630279541
2010-04-12,30.30019760131836
2010-04-13,30.439502716064453
2010-04-14,31.36538314819336
2010-04-15,32.65178680419922
2010-04-16,32.283084869384766
2010-04-19,32.2257194519043
2010-04-20,32.20112991333008
2010-04-21,33.06966018676758
2010-04-22,33.421993255615234
2010-04-23,33.31547927856445
2010-04-26,33.176177978515625
2010-04-27,32.42236328125
2010-04-28,32.58623123168945
2010-04-29,33.331851959228516
2010-04-30,33.3564338684082
2010-05-03,34.544532775878906
2010-05-04,33.610450744628906
2010-05-05,33.29909133911133
2010-05-06,31.979909896850586
2010-05-07,31.652156829833984
2010-05-10,33.725154876708984
2010-05-11,33.839874267578125
2010-05-12,34.73298645019531
2010-05-13,34.257755279541016
2010-05-14,33.58586120605469
2010-05-17,33.53668975830078
2010-05-18,32.99592590332031
2010-05-19,32.569847106933594
2010-05-20,31.144147872924805
2010-05-21,31.381759643554688
2010-05-24,30.70169448852539
2010-05-25,30.537826538085938
2010-05-26,30.570589065551758
2010-05-27,31.72388458251953
2010-05-28,31.501466751098633
2010-06-01,30.809486389160156
2010-06-02,31.85569190979004
2010-06-03,32.00397872924805
2010-06-04,30.59531593322754
2010-06-07,29.615005493164062
2010-06-08,29.960988998413086
2010-06-09,29.72210121154785
2010-06-10,30.89186668395996
2010-06-11,31.229629516601562
2010-06-14,31.147239685058594
2010-06-15,32.12754821777344
2010-06-16,32.045166015625
2010-06-17,31.872161865234375
2010-06-18,31.814498901367188
2010-06-21,31.73213768005371
2010-06-22,30.669448852539062
2010-06-23,30.504682540893555
2010-06-24,30.035123825073242
2010-06-25,30.158702850341797
2010-06-28,29.853910446166992
2010-06-29,28.76650619506836
2010-06-30,28.428760528564453
2010-07-01,28.445241928100586
2010-07-02,27.983917236328125
2010-07-06,28.033344268798828
2010-07-07,28.634702682495117
2010-07-08,29.137210845947266
2010-07-09,29.58205223083496
2010-07-12,29.738567352294922
2010-07-13,30.611783981323242
2010-07-14,32.65475845336914
2010-07-15,32.49825668334961
2010-07-16,31.847455978393555
2010-07-19,32.35820388793945
2010-07-20,32.89365768432617
2010-07-21,32.317020416259766
2010-07-22,33.49502182006836
2010-07-23,34.088138580322266
2010-07-26,34.89545822143555
2010-07-27,34.37647247314453
2010-07-28,34.771888732910156
2010-07-29,34.59066390991211
2010-07-30,35.12611770629883
2010-08-02,35.38972091674805
2010-08-03,35.175537109375
2010-08-04,36.460636138916016
2010-08-05,36.5512580871582
2010-08-06,36.15583419799805
2010-08-09,36.26293182373047
2010-08-10,35.21672439575195
2010-08-11,33.79982376098633
2010-08-12,33.70920944213867
2010-08-13,33.53620147705078
2010-08-16,33.849246978759766
2010-08-17,34.87897872924805
2010-08-18,34.804840087890625
2010-08-19,34.21996307373047
2010-08-20,34.31056594848633
2010-08-23,33.71744155883789
2010-08-24,33.09961700439453
2010-08-25,33.07490158081055
2010-08-26,33.04194259643555
2010-08-27,33.47031021118164
2010-08-30,32.811279296875
2010-08-31,32.62180709838867
2010-09-01,33.74214172363281
2010-09-02,34.62361145019531
2010-09-03,35.52153015136719
2010-09-07,35.356773376464844
2010-09-08,35.603904724121094
2010-09-09,35.40620040893555
2010-09-10,35.958133697509766
2010-09-13,36.699546813964844
2010-09-14,36.485355377197266
2010-09-15,36.699546813964844
2010-09-16,36.23822021484375
2010-09-17,36.41122055053711
2010-09-20,37.045536041259766
2010-09-21,37.300899505615234
2010-09-22,37.01258087158203
2010-09-23,36.29588317871094
2010-09-24,37.56451416015625
2010-09-27,37.53156280517578
2010-09-28,38.12467956542969
2010-09-29,38.33062744140625
2010-09-30,38.08350372314453
2010-10-01,38.00111389160156
2010-10-04,37.56451416015625
2010-10-05,39.11322021484375
2010-10-06,38.915523529052734
2010-10-07,38.56953430175781
2010-10-08,39.22031021118164
2010-10-11,39.2038459777832
2010-10-12,39.393310546875
2010-10-13,40.06882095336914
2010-10-14,40.40657043457031
2010-10-15,40.76078796386719
2010-10-18,40.38185501098633
2010-10-19,39.61574172973633
2010-10-20,40.62897872924805
2010-10-21,40.554847717285156
2010-10-22,40.834930419921875
2010-10-25,41.180912017822266
2010-10-26,41.07381820678711
2010-10-27,40.45598602294922
2010-10-28,40.53837203979492
2010-10-29,40.66193771362305
2010-11-01,40.966739654541016
2010-11-02,40.727848052978516
2010-11-03,41.4362907409668
2010-11-04,42.597835540771484
2010-11-05,42.65548324584961
2010-11-08,42.22712326049805
2010-11-09,41.55986022949219
2010-11-10,41.89760971069336
2010-11-11,42.2847900390625
2010-11-12,42.08708572387695
2010-11-15,42.44131088256836
2010-11-16,41.617515563964844
2010-11-17,41.47747802734375
2010-11-18,42.21065139770508
2010-11-19,42.71315383911133
2010-11-22,42.606056213378906
2010-11-23,42.05413055419922
2010-11-24,43.619327545166016
2010-11-26,43.53694152832031
2010-11-29,43.59482192993164
2010-11-30,43.74367141723633
2010-12-01,45.438846588134766
2010-12-02,45.93498611450195
2010-12-03,45.97632598876953
2010-12-06,45.63729476928711
2010-12-07,46.53863525390625
2010-12-08,46.88593292236328
2010-12-09,46.307098388671875
2010-12-10,46.40633010864258
2010-12-13,46.34016799926758
2010-12-14,46.34843444824219
2010-12-15,46.249210357666016
2010-12-16,47.10093307495117
2010-12-17,45.76960754394531
2010-12-20,45.97632598876953
2010-12-21,46.274017333984375
2010-12-22,45.91844940185547
2010-12-23,45.54634094238281
2010-12-27,45.6290283203125
2010-12-28,45.33133316040039
2010-12-29,45.571144104003906
2010-12-30,45.30652618408203
2010-12-31,45.1494140625
2011-01-03,45.77787399291992
2011-01-04,45.248653411865234
2011-01-05,45.07499313354492
2011-01-06,44.975765228271484
2011-01-07,44.802120208740234
2011-01-10,44.719425201416016
2011-01-11,44.43001174926758
2011-01-12,44.85173797607422
2011-01-13,44.678077697753906
2011-01-14,45.00056076049805
2011-01-18,45.72825622558594
2011-01-19,45.25691604614258
2011-01-20,44.88480758666992
2011-01-21,44.1901969909668
2011-01-24,44.38865661621094
2011-01-25,43.60309600830078
2011-01-26,44.30596923828125
2011-01-27,44.20673751831055
2011-01-28,41.858314514160156
2011-01-31,41.899654388427734
2011-02-01,43.3302116394043
2011-02-02,41.858314514160156
2011-02-03,41.626773834228516
2011-02-04,42.31310272216797
2011-02-07,42.43715286254883
2011-02-08,42.57771682739258
2011-02-09,42.51156234741211
2011-02-10,43.61137008666992
