Date,BX
2010-11-03,6.708507061004639
2010-11-04,6.69431209564209
2010-11-05,6.69431209564209
2010-11-08,6.661196708679199
2010-11-09,6.576040267944336
2010-11-10,6.528388977050781
2010-11-11,6.69517183303833
2010-11-12,6.514093399047852
2010-11-15,6.509326934814453
2010-11-16,6.275830268859863
2010-11-17,6.199586391448975
2010-11-18,6.2186479568481445
2010-11-19,6.313953876495361
2010-11-22,6.313953876495361
2010-11-23,6.161466121673584
2010-11-24,6.204352378845215
2010-11-26,6.180525779724121
2010-11-29,6.2091169357299805
2010-11-30,6.099515438079834
2010-12-01,6.266298770904541
2010-12-02,6.704703330993652
2010-12-03,6.599865913391113
2010-12-06,6.652284145355225
2010-12-07,6.661815643310547
2010-12-08,6.618926048278809
2010-12-09,6.5855712890625
2010-12-10,6.66657829284668
2010-12-13,6.561748027801514
2010-12-14,6.59033727645874
2010-12-15,6.576040267944336
2010-12-16,6.390197277069092
2010-12-17,6.414022445678711
2010-12-20,6.461674213409424
2010-12-21,6.709465980529785
2010-12-22,6.814302921295166
2010-12-23,6.933431625366211
2010-12-27,6.809534549713135
2010-12-28,6.733293056488037
2010-12-29,6.842894554138184
2010-12-30,6.800006866455078
2010-12-31,6.742823600769043
2011-01-03,7.047800540924072
2011-01-04,7.133575916290283
2011-01-05,7.128810882568359
2011-01-06,7.138339519500732
2011-01-07,7.104983329772949
2011-01-10,7.033504962921143
2011-01-11,7.124043941497803
2011-01-12,7.281297206878662
2011-01-13,7.481434345245361
2011-01-14,7.605332851409912
2011-01-18,7.295592784881592
2011-01-19,7.205053329467773
2011-01-20,7.305121898651123
2011-01-21,7.605332851409912
2011-01-24,7.595803737640381
2011-01-25,7.510028839111328
2011-01-26,7.5338544845581055
2011-01-27,7.681579113006592
2011-01-28,7.42425012588501
2011-01-31,7.495734214782715
2011-02-01,7.776880264282227
2011-02-02,7.943664073944092
2011-02-03,8.272468566894531
2011-02-04,8.196222305297852
2011-02-07,8.181929588317871
2011-02-08,8.243877410888672
2011-02-09,7.98178768157959
2011-02-10,8.129508972167969
2011-02-11,8.177165031433105
2011-02-14,8.334416389465332
2011-02-15,8.429719924926758
2011-02-16,8.434486389160156
2011-02-17,8.401131629943848
2011-02-18,8.410659790039062
2011-02-22,8.162867546081543
2011-02-23,8.086626052856445
2011-02-24,8.243877410888672
2011-02-25,8.463075637817383
2011-02-28,8.482136726379395
2011-03-01,8.343948364257812
2011-03-02,8.367772102355957
2011-03-03,8.734697341918945
2011-03-04,8.66321849822998
2011-03-07,8.38206672668457
2011-03-08,8.410659790039062
2011-03-09,8.544086456298828
2011-03-10,8.367772102355957
2011-03-11,8.396899223327637
2011-03-14,8.241578102111816
2011-03-15,8.047430992126465
2011-03-16,7.819304943084717
2011-03-17,7.935795307159424
2011-03-18,8.071697235107422
2011-03-21,8.469700813293457
2011-03-22,8.513382911682129
2011-03-23,8.833725929260254
2011-03-24,9.00846004486084
2011-03-25,9.095827102661133
2011-03-28,9.188047409057617
2011-03-29,8.930800437927246
2011-03-30,8.785191535949707
2011-03-31,8.6784086227417
2011-04-01,8.824020385742188
2011-04-04,9.115243911743164
2011-04-05,9.192901611328125
2011-04-06,9.222024917602539
2011-04-07,9.081262588500977
2011-04-08,8.974486351013184
2011-04-11,8.736655235290527
2011-04-12,8.785191535949707
2011-04-13,8.872556686401367
2011-04-14,8.91138744354248
2011-04-15,9.018168449401855
2011-04-18,8.76577377319336
2011-04-19,8.833725929260254
2011-04-20,9.222024917602539
2011-04-21,9.372490882873535
2011-04-25,9.251147270202637
2011-04-26,9.445296287536621
2011-04-27,9.459856986999512
2011-04-28,9.294829368591309
2011-04-29,9.192901611328125
2011-05-02,9.052145957946777
2011-05-03,9.052145957946777
2011-05-04,8.857995986938477
2011-05-05,8.615306854248047
2011-05-06,8.644433975219727
2011-05-09,8.770631790161133
2011-05-10,8.891973495483398
2011-05-11,8.634725570678711
2011-05-12,8.619998931884766
2011-05-13,8.541458129882812
2011-05-16,8.256741523742676
2011-05-17,8.28128433227539
2011-05-18,8.413824081420898
2011-05-19,8.458003997802734
2011-05-20,8.320558547973633
2011-05-23,8.124198913574219
2011-05-24,8.148744583129883
2011-05-25,8.28128433227539
2011-05-26,8.305829048156738
2011-05-27,8.369647026062012
2011-05-31,8.46291732788086
2011-06-01,8.296012878417969
2011-06-02,8.217473030090332
2011-06-03,8.084930419921875
2011-06-06,7.932755470275879
2011-06-07,7.9425764083862305
2011-06-08,7.9425764083862305
2011-06-09,8.202744483947754
2011-06-10,8.148744583129883
2011-06-13,8.148744583129883
2011-06-14,8.3549222946167
2011-06-15,8.143837928771973
2011-06-16,8.227289199829102
2011-06-17,8.163475036621094
2011-06-20,8.075115203857422
2011-06-21,8.129109382629395
2011-06-22,8.05548095703125
2011-06-23,7.981842041015625
2011-06-24,7.864033222198486
2011-06-27,7.976934909820557
2011-06-28,8.045660018920898
2011-06-29,8.040748596191406
2011-06-30,8.129109382629395
2011-07-01,8.526731491088867
2011-07-05,8.310739517211914
2011-07-06,8.320558547973633
2011-07-07,8.443278312683105
2011-07-08,8.35000991821289
2011-07-11,8.114386558532715
2011-07-12,7.972028732299805
2011-07-13,7.967118740081787
2011-07-14,7.893484115600586
2011-07-15,7.805123805999756
2011-07-18,7.55477237701416
2011-07-19,7.751129150390625
2011-07-20,7.981842041015625
2011-07-21,8.34510326385498
2011-07-22,8.654361724853516
2011-07-25,8.516912460327148
2011-07-26,8.693634033203125
2011-07-27,8.531639099121094
2011-07-28,8.404006958007812
2011-07-29,8.153653144836426
2011-08-01,8.153653144836426
2011-08-02,7.854211330413818
2011-08-03,7.549862861633301
2011-08-04,6.734989166259766
2011-08-05,6.676082134246826
2011-08-08,5.910295486450195
2011-08-09,6.3815507888793945
2011-08-10,6.047744274139404
2011-08-11,6.354585647583008
2011-08-12,6.458517074584961
2011-08-15,6.8049492835998535
2011-08-16,6.79504919052124
2011-08-17,6.800001621246338
2011-08-18,6.032897472381592
2011-08-19,5.760700225830078
2011-08-22,5.706260681152344
2011-08-23,5.88937520980835
2011-08-24,6.176419734954834
2011-08-25,5.834936141967773
2011-08-26,6.097236156463623
2011-08-29,6.468413829803467
2011-08-30,6.6218342781066895
2011-08-31,6.785153865814209
2011-09-01,6.66637659072876
2011-09-02,6.443670749664307
2011-09-06,6.186319828033447
2011-09-07,6.483262538909912
2011-09-08,6.245707035064697
2011-09-09,6.0427961349487305
2011-09-12,6.092283248901367
2011-09-13,6.310044288635254
2011-09-14,6.5376996994018555
2011-09-15,6.849492073059082
2011-09-16,6.903932094573975
2011-09-19,6.592141628265381
2011-09-20,6.508006572723389
2011-09-21,6.275398254394531
2011-09-22,6.097236156463623
2011-09-23,5.973508834838867
2011-09-26,6.290249347686768
2011-09-27,6.314991474151611
2011-09-28,6.057642459869385
2011-09-29,6.146725654602051
2011-09-30,5.928966999053955
2011-10-03,5.597382545471191
2011-10-04,5.894323348999023
2011-10-05,6.151674747467041
2011-10-06,6.59708833694458
2011-10-07,6.310044288635254
2011-10-10,6.740612506866455
2011-10-11,6.750509738922119
2011-10-12,7.091994762420654
2011-10-13,6.705967903137207
2011-10-14,6.755457878112793
2011-10-17,6.443670749664307
2011-10-18,6.834643363952637
2011-10-19,6.552545070648193
2011-10-20,6.656477451324463
2011-10-21,6.94352388381958
2011-10-24,7.057352066040039
2011-10-25,6.928675174713135
2011-10-26,6.993015289306641
2011-10-27,7.4730706214904785
2011-10-28,7.453274726867676
2011-10-31,7.280060768127441
2011-11-01,6.829693794250488
2011-11-02,6.983119010925293
2011-11-03,7.027657508850098
2011-11-04,7.0128092765808105
2011-11-07,7.0870466232299805
2011-11-08,7.24541711807251
2011-11-09,6.626783847808838
2011-11-10,6.776370048522949
2011-11-11,7.1752753257751465
2011-11-14,7.195220947265625
2011-11-15,7.005740165710449
2011-11-16,6.970837593078613
2011-11-17,6.636754512786865
2011-11-18,6.646729469299316
2011-11-21,6.482181072235107
2011-11-22,6.447277545928955
2011-11-23,6.287716865539551
2011-11-25,6.20294713973999
2011-11-28,6.472208499908447
2011-11-29,6.342564582824707
2011-11-30,6.8461785316467285
2011-12-01,7.090507507324219
2011-12-02,7.364756107330322
2011-12-05,7.384698390960693
2011-12-06,7.38968563079834
2011-12-07,7.404644012451172
2011-12-08,6.920975685119629
2011-12-09,7.100479602813721
2011-12-12,6.985794544219971
2011-12-13,6.82124662399292
2011-12-14,6.970837593078613
2011-12-15,7.180261611938477
2011-12-16,6.985794544219971
2011-12-19,6.791330337524414
2011-12-20,6.980809211730957
2011-12-21,7.085522174835205
2011-12-22,7.21018123626709
2011-12-23,7.245086193084717
2011-12-27,7.145358085632324
2011-12-28,6.92596435546875
2011-12-29,6.995769023895264
2011-12-30,6.985794544219971
2012-01-03,7.299932479858398
2012-01-04,7.21018123626709
2012-01-05,7.275001525878906
2012-01-06,7.4295759201049805
2012-01-09,7.509355068206787
2012-01-10,7.698832988739014
2012-01-11,7.773632049560547
2012-01-12,7.634016990661621
2012-01-13,7.634016990661621
2012-01-17,7.66393518447876
2012-01-18,7.703824520111084
2012-01-19,7.823495864868164
2012-01-20,7.938179016113281
2012-01-23,7.893304347991943
2012-01-24,8.022948265075684
2012-01-25,7.858394622802734
2012-01-26,7.778614521026611
2012-01-27,7.763659954071045
2012-01-30,7.908263683319092
2012-01-31,7.883330821990967
2012-02-01,8.29719066619873
2012-02-02,8.317137718200684
2012-02-03,8.381959915161133
2012-02-06,8.376974105834961
2012-02-07,8.322124481201172
2012-02-08,8.16256332397461
2012-02-09,8.272260665893555
2012-02-10,7.998014450073242
2012-02-13,8.02793025970459
2012-02-14,7.75867223739624
2012-02-15,7.753684043884277
2012-02-16,7.958124160766602
2012-02-17,7.963108062744141
2012-02-21,7.788591384887695
2012-02-22,7.7985639572143555
2012-02-23,7.783604145050049
2012-02-24,7.968095302581787
2012-02-27,7.878344535827637
2012-02-28,7.833464622497559
2012-02-29,7.788591384887695
2012-03-01,7.843440532684326
2012-03-02,7.62404203414917
2012-03-05,7.544261455535889
2012-03-06,7.240096092224121
2012-03-07,7.4295759201049805
2012-03-08,7.529304504394531
2012-03-09,7.5392746925354
2012-03-12,7.569193363189697
2012-03-13,7.766519069671631
2012-03-14,7.736159324645996
2012-03-15,7.761458396911621
2012-03-16,7.741219520568848
2012-03-19,7.771575927734375
2012-03-20,7.781697750091553
2012-03-21,7.857589244842529
2012-03-22,7.862652778625488
2012-03-23,7.766519069671631
2012-03-26,7.923367023468018
2012-03-27,7.893009662628174
2012-03-28,7.968902587890625
2012-03-29,7.913248062133789
2012-03-30,8.065034866333008
2012-04-02,8.02455997467041
2012-04-03,7.918306827545166
2012-04-04,7.761458396911621
2012-04-05,7.84241247177124
2012-04-09,7.6197896003723145
2012-04-10,7.371870040893555
2012-04-11,7.402224540710449
2012-04-12,7.483179092407227
2012-04-13,7.351630687713623
2012-04-16,7.381985664367676
2012-04-17,7.346567153930664
2012-04-18,7.508475303649902
2012-04-19,7.154303073883057
2012-04-20,7.058169841766357
2012-04-23,6.795070648193359
2012-04-24,6.764713287353516
2012-04-25,6.678699016571045
2012-04-26,6.653398513793945
2012-04-27,6.7495341300964355
2012-04-30,6.860846519470215
2012-05-01,6.8912034034729
2012-05-02,6.70399808883667
2012-05-03,6.557268142700195
2012-05-04,6.542088985443115
2012-05-07,6.54714822769165
2012-05-08,6.52691125869751
2012-05-09,6.380182266235352
2012-05-10,6.425716876983643
2012-05-11,6.441015720367432
2012-05-14,6.2166266441345215
2012-05-15,6.2166266441345215
2012-05-16,6.231926918029785
2012-05-17,5.885141372680664
2012-05-18,5.885141372680664
2012-05-21,5.966738700866699
2012-05-22,6.1146321296691895
2012-05-23,6.145233154296875
2012-05-24,6.124832630157471
2012-05-25,6.252325534820557
2012-05-29,6.410416603088379
2012-05-30,6.293124675750732
2012-05-31,6.140131950378418
2012-06-01,6.058533668518066
2012-06-04,6.0228376388549805
2012-06-05,6.160529613494873
2012-06-06,6.374719619750977
2012-06-07,6.262523651123047
2012-06-08,6.231926918029785
2012-06-11,6.119731903076172
2012-06-12,6.318622589111328
2012-06-13,6.282923698425293
2012-06-14,6.2676262855529785
2012-06-15,6.395120620727539
2012-06-18,6.2727251052856445
2012-06-19,6.344120979309082
2012-06-20,6.2727251052856445
2012-06-21,6.1707305908203125
2012-06-22,6.119731903076172
2012-06-25,6.129931926727295
2012-06-26,6.313523769378662
2012-06-27,6.374719619750977
2012-06-28,6.410416603088379
2012-06-29,6.665407657623291
2012-07-02,6.798003196716309
2012-07-03,6.828598976135254
2012-07-05,6.741902828216553
2012-07-06,6.6807098388671875
2012-07-09,6.619510650634766
2012-07-10,6.543012619018555
2012-07-11,6.502213478088379
2012-07-12,6.435917854309082
2012-07-13,6.558311939239502
2012-07-16,6.53791618347168
2012-07-17,6.543012619018555
2012-07-18,6.57871150970459
2012-07-19,6.624609470367432
2012-07-20,6.706203937530518
2012-07-23,6.940796852111816
2012-07-24,7.093789100646973
2012-07-25,7.042792320251465
2012-07-26,7.114186763763428
2012-07-27,7.1090898513793945
2012-07-30,7.119287490844727
2012-07-31,7.0631914138793945
2012-08-01,7.01219367980957
2012-08-02,6.986691474914551
2012-08-03,7.088690757751465
2012-08-06,7.017292499542236
2012-08-07,6.986691474914551
2012-08-08,7.001991271972656
2012-08-09,7.1039886474609375
2012-08-10,7.0070953369140625
2012-08-13,6.883800029754639
2012-08-14,6.971132755279541
2012-08-15,6.986542224884033
2012-08-16,7.048188209533691
2012-08-17,7.012229919433594
2012-08-20,7.017366886138916
2012-08-21,7.017366886138916
2012-08-22,6.986542224884033
2012-08-23,6.950582027435303
2012-08-24,6.950582027435303
2012-08-27,7.048188209533691
2012-08-28,7.125247955322266
2012-08-29,7.13038444519043
2012-08-30,7.058465003967285
2012-08-31,6.930036544799805
2012-09-04,6.796467304229736
2012-09-05,6.770782470703125
2012-09-06,7.037914276123047
2012-09-07,7.28963565826416
2012-09-10,7.114975452423096
2012-09-11,7.186892986297607
2012-09-12,7.29477596282959
2012-09-13,7.438612461090088
2012-09-14,7.818764686584473
2012-09-17,7.680059909820557
2012-09-18,7.82390022277832
2012-09-19,7.757119178771973
2012-09-20,7.716019630432129
2012-09-21,7.8547234535217285
2012-09-24,7.644103050231934
2012-09-25,7.567045211791992
2012-09-26,7.438612461090088
2012-09-27,7.428340911865234
2012-09-28,7.335870265960693
2012-10-01,7.351283550262451
2012-10-02,7.207441806793213
2012-10-03,7.217715740203857
2012-10-04,7.253677845001221
2012-10-05,7.238267421722412
2012-10-08,7.423203945159912
2012-10-09,7.29477596282959
2012-10-10,7.341009140014648
2012-10-11,7.443750858306885
2012-10-12,7.674923896789551
2012-10-15,7.772529125213623
2012-10-16,7.890684127807617
2012-10-17,7.72629451751709
2012-10-18,8.070483207702637
2012-10-19,8.049936294555664
2012-10-22,8.121858596801758
2012-10-23,7.8393144607543945
2012-10-24,7.690333366394043
2012-10-25,7.880408763885498
2012-10-26,7.885547161102295
2012-10-31,7.890684127807617
2012-11-01,8.008838653564453
2012-11-02,7.880408763885498
2012-11-05,7.803354263305664
2012-11-06,7.787942409515381
2012-11-07,7.608138084411621
2012-11-08,7.505397319793701
2012-11-09,7.469439506530762
2012-11-12,7.448887825012207
2012-11-13,7.428198337554932
2012-11-14,7.23162841796875
2012-11-15,6.993678569793701
2012-11-16,7.0505805015563965
2012-11-19,7.423022270202637
2012-11-20,7.604074954986572
2012-11-21,7.655803203582764
2012-11-23,7.733396530151367
2012-11-26,7.5471720695495605
2012-11-27,7.521309852600098
2012-11-28,7.562692165374756
2012-11-29,7.562692165374756
2012-11-30,7.5988993644714355
2012-12-03,7.573039531707764
2012-12-04,7.5988993644714355
2012-12-05,7.640283107757568
2012-12-06,7.723049163818359
2012-12-07,7.795467376708984
2012-12-10,7.702358245849609
2012-12-11,7.76443338394165
2012-12-12,7.769602298736572
2012-12-13,7.6299357414245605
2012-12-14,7.5988993644714355
2012-12-17,7.785123348236084
2012-12-18,7.857543468475342
2012-12-19,7.9040985107421875
2012-12-20,7.92478609085083
2012-12-21,7.92478609085083
2012-12-24,7.8834099769592285
2012-12-26,7.909271240234375
2012-12-27,7.9299635887146
2012-12-28,7.888577461242676
2012-12-31,8.06445598602295
2013-01-02,8.374828338623047
2013-01-03,8.359308242797852
2013-01-04,8.514491081237793
2013-01-07,8.669675827026367
2013-01-08,8.628293991088867
2013-01-09,8.638643264770508
2013-01-10,8.731748580932617
2013-01-11,8.721406936645508
2013-01-14,8.742096900939941
2013-01-15,8.726579666137695
2013-01-16,8.757615089416504
2013-01-17,8.871417045593262
2013-01-18,9.171439170837402
2013-01-22,9.300765991210938
2013-01-23,9.32662582397461
2013-01-24,9.424914360046387
2013-01-25,9.424914360046387
2013-01-28,9.331801414489746
2013-01-29,9.430087089538574
2013-01-30,9.021432876586914
2013-01-31,9.569747924804688
2013-02-01,9.880125999450684
2013-02-04,9.745630264282227
2013-02-05,9.797354698181152
2013-02-06,9.642172813415527
2013-02-07,9.520454406738281
2013-02-08,9.536330223083496
2013-02-11,9.58395767211914
2013-02-12,9.843268394470215
2013-02-13,9.658049583435059
2013-02-14,9.832682609558105
2013-02-15,10.219010353088379
2013-02-19,10.134334564208984
2013-02-20,9.912069320678711
2013-02-21,9.83797836303711
2013-02-22,10.070829391479492
2013-02-25,9.822102546691895
2013-02-26,9.75330638885498
2013-02-27,9.949108123779297
2013-02-28,10.002032279968262
2013-03-01,9.938529968261719
2013-03-04,9.896190643310547
2013-03-05,10.060247421264648
2013-03-06,10.017910957336426
2013-03-07,10.081413269042969
2013-03-08,10.388358116149902
2013-03-11,10.578869819641113
2013-03-12,10.584168434143066
2013-03-13,10.817014694213867
2013-03-14,10.917563438415527
2013-03-15,11.055160522460938
2013-03-18,10.790555000305176
2013-03-19,10.626502990722656
2013-03-20,10.742924690246582
2013-03-21,10.531246185302734
2013-03-22,10.430693626403809
2013-03-25,10.388358116149902
2013-03-26,10.584168434143066
2013-03-27,10.610623359680176
2013-03-28,10.467734336853027
2013-04-01,10.25605583190918
2013-04-02,10.293099403381348
2013-04-03,10.107876777648926
2013-04-04,10.277217864990234
2013-04-05,10.319557189941406
2013-04-08,10.727051734924316
2013-04-09,10.790555000305176
2013-04-10,11.065739631652832
2013-04-11,11.166293144226074
2013-04-12,11.229799270629883
2013-04-15,10.843473434448242
2013-04-16,11.071032524108887
2013-04-17,10.811726570129395
2013-04-18,10.573578834533691
2013-04-19,10.60533332824707
2013-04-22,10.668834686279297
2013-04-23,10.727051734924316
2013-04-24,10.891103744506836
2013-04-25,11.062955856323242
2013-04-26,10.880366325378418
2013-04-29,10.987771034240723
2013-04-30,11.036102294921875
2013-05-01,10.928698539733887
2013-05-02,11.159623146057129
2013-05-03,11.680548667907715
2013-05-06,12.077953338623047
2013-05-07,11.92758560180664
2013-05-08,12.056475639343262
2013-05-09,11.814807891845703
2013-05-10,11.787957191467285
2013-05-13,11.922215461730957
2013-05-14,12.099434852600098
2013-05-15,12.15850830078125
2013-05-16,12.319620132446289
2013-05-17,12.59350872039795
2013-05-20,12.577402114868164
2013-05-21,12.529065132141113
2013-05-22,12.018880844116211
2013-05-23,11.949065208435059
2013-05-24,12.163881301879883
2013-05-28,12.405550956726074
2013-05-29,11.970548629760742
2013-05-30,12.115549087524414
2013-05-31,11.755732536315918
2013-06-03,11.73425006866455
2013-06-04,11.304620742797852
2013-06-05,11.224069595336914
2013-06-06,11.277772903442383
2013-06-07,11.637585639953613
2013-06-10,11.798694610595703
2013-06-11,11.277772903442383
2013-06-12,11.138140678405762
2013-06-13,11.352956771850586
2013-06-14,11.18647289276123
2013-06-17,11.54092025756836
2013-06-18,11.594619750976562
2013-06-19,11.412030220031738
2013-06-20,10.934065818786621
2013-06-21,11.003881454467773
2013-06-24,10.627959251403809
2013-06-25,10.91795539855957
2013-06-26,11.003881454467773
2013-06-27,11.18110179901123
2013-06-28,11.309989929199219
2013-07-01,11.272400856018066
2013-07-02,11.132769584655762
2013-07-03,11.014623641967773
2013-07-05,11.143511772155762
2013-07-08,11.019989967346191
2013-07-09,11.240181922912598
2013-07-10,11.36906909942627
2013-07-11,11.702027320861816
2013-07-12,11.804065704345703
2013-07-15,11.91684341430664
2013-07-16,11.744993209838867
2013-07-17,11.793326377868652
2013-07-18,12.550543785095215
2013-07-19,12.776100158691406
2013-07-22,12.937216758728027
2013-07-23,12.883506774902344
2013-07-24,12.754623413085938
2013-07-25,12.77088737487793
2013-07-26,12.667851448059082
2013-07-29,12.494318008422852
2013-07-30,12.402131080627441
2013-07-31,12.228604316711426
2013-08-01,12.570240020751953
2013-08-02,12.494318008422852
2013-08-05,12.396713256835938
2013-08-06,12.55939769744873
2013-08-07,12.342479705810547
2013-08-08,12.461786270141602
2013-08-09,12.483478546142578
2013-08-12,12.440093040466309
2013-08-13,12.434669494628906
2013-08-14,12.201489448547363
2013-08-15,11.751389503479004
2013-08-16,11.789346694946289
2013-08-19,11.642930030822754
2013-08-20,11.80561351776123
2013-08-21,11.718851089477539
2013-08-22,11.756813049316406
2013-08-23,11.957456588745117
2013-08-26,11.794772148132324
2013-08-27,11.604965209960938
2013-08-28,11.74053955078125
2013-08-29,11.957456588745117
2013-08-30,11.843578338623047
2013-09-03,12.00626277923584
2013-09-04,12.027955055236816
2013-09-05,11.924921989440918
2013-09-06,12.082186698913574
2013-09-09,12.158099174499512
