Date,MCHP
2010-01-04,9.742172241210938
2010-01-05,9.588594436645508
2010-01-06,9.508467674255371
2010-01-07,9.458390235900879
2010-01-08,9.51514720916748
2010-01-11,9.501786231994629
2010-01-12,9.34487247467041
2010-01-13,9.425002098083496
2010-01-14,9.358229637145996
2010-01-15,9.14455509185791
2010-01-19,9.268087387084961
2010-01-20,9.181280136108398
2010-01-21,9.091134071350098
2010-01-22,8.750593185424805
2010-01-25,8.827386856079102
2010-01-26,8.824044227600098
2010-01-27,8.894156455993652
2010-01-28,8.810691833496094
2010-01-29,8.617051124572754
2010-02-01,8.850752830505371
2010-02-02,8.867448806762695
2010-02-03,8.987639427185059
2010-02-04,8.663788795471191
2010-02-05,8.77396297454834
2010-02-08,8.77396297454834
2010-02-09,8.817367553710938
2010-02-10,8.900837898254395
2010-02-11,9.07778263092041
2010-02-12,9.091134071350098
2010-02-16,9.196287155151367
2010-02-17,9.14894962310791
2010-02-18,9.219950675964355
2010-02-19,9.267285346984863
2010-02-22,9.155715942382812
2010-02-23,9.088093757629395
2010-02-24,9.226712226867676
2010-02-25,9.169235229492188
2010-02-26,9.14894962310791
2010-03-01,9.294333457946777
2010-03-02,9.226712226867676
2010-03-03,9.132047653198242
2010-03-04,9.128666877746582
2010-03-05,9.216568946838379
2010-03-08,9.159093856811523
2010-03-09,9.101618766784668
2010-03-10,9.223332405090332
2010-03-11,9.30109691619873
2010-03-12,9.54452896118164
2010-03-15,9.41266918182373
2010-03-16,9.585100173950195
2010-03-17,9.673001289367676
2010-03-18,9.62567138671875
2010-03-19,9.551288604736328
2010-03-22,9.733860969543457
2010-03-23,9.828529357910156
2010-03-24,9.656097412109375
2010-03-25,9.635814666748047
2010-03-26,9.612146377563477
2010-03-29,9.656097412109375
2010-03-30,9.612146377563477
2010-03-31,9.520857810974121
2010-04-01,9.598624229431152
2010-04-05,9.693286895751953
2010-04-06,9.700053215026855
2010-04-07,9.70681095123291
2010-04-08,9.622285842895508
2010-04-09,9.683151245117188
2010-04-12,9.713576316833496
2010-04-13,9.838674545288086
2010-04-14,10.278199195861816
2010-04-15,10.23425006866455
2010-04-16,10.190295219421387
2010-04-19,10.102388381958008
2010-04-20,10.328914642333984
2010-04-21,10.190295219421387
2010-04-22,10.305249214172363
2010-04-23,10.345820426940918
2010-04-26,10.352583885192871
2010-04-27,10.044912338256836
2010-04-28,10.139578819274902
2010-04-29,10.257916450500488
2010-04-30,9.875864028930664
2010-05-03,10.031388282775879
2010-05-04,9.747387886047363
2010-05-05,9.80147933959961
2010-05-06,9.436335563659668
2010-05-07,9.39914608001709
2010-05-10,9.76091194152832
2010-05-11,9.70681095123291
2010-05-12,9.875864028930664
2010-05-13,9.700053215026855
2010-05-14,9.49381160736084
2010-05-17,9.67590045928955
2010-05-18,9.429466247558594
2010-05-19,9.477384567260742
2010-05-20,9.186456680297852
2010-05-21,9.364435195922852
2010-05-24,9.169342994689941
2010-05-25,9.18988037109375
2010-05-26,9.138541221618652
2010-05-27,9.610868453979492
2010-05-28,9.532144546508789
2010-06-01,9.361011505126953
2010-06-02,9.569795608520508
2010-06-03,9.662210464477539
2010-06-04,9.347322463989258
2010-06-07,9.107734680175781
2010-06-08,9.213839530944824
2010-06-09,9.241219520568848
2010-06-10,9.491070747375488
2010-06-11,9.672478675842285
2010-06-14,9.706703186035156
2010-06-15,10.096888542175293
2010-06-16,10.148231506347656
2010-06-17,10.165339469909668
2010-06-18,10.165339469909668
2010-06-21,10.038700103759766
2010-06-22,9.912060737609863
2010-06-23,9.990785598754883
2010-06-24,9.836763381958008
2010-06-25,9.877837181091309
2010-06-28,9.977093696594238
2010-06-29,9.552681922912598
2010-06-30,9.494497299194336
2010-07-01,9.562949180603027
2010-07-02,9.446577072143555
2010-07-06,9.542413711547852
2010-07-07,9.980514526367188
2010-07-08,9.96340274810791
2010-07-09,10.004476547241211
2010-07-12,10.103734970092773
2010-07-13,10.23721981048584
2010-07-14,10.261175155639648
2010-07-15,10.305670738220215
2010-07-16,10.052389144897461
2010-07-19,10.346738815307617
2010-07-20,10.326207160949707
2010-07-21,10.113996505737305
2010-07-22,10.463112831115723
2010-07-23,10.534990310668945
2010-07-26,10.788269996643066
2010-07-27,10.709545135498047
2010-07-28,10.610289573669434
2010-07-29,10.398080825805664
2010-07-30,10.42204475402832
2010-08-02,10.490494728088379
2010-08-03,10.473381042480469
2010-08-04,10.411770820617676
2010-08-05,10.528146743774414
2010-08-06,10.442580223083496
2010-08-09,10.545256614685059
2010-08-10,10.404924392700195
2010-08-11,10.021589279174805
2010-08-12,9.9017972946167
2010-08-13,9.84703254699707
2010-08-16,9.877837181091309
2010-08-17,10.08323860168457
2010-08-18,10.124813079833984
2010-08-19,9.962007522583008
2010-08-20,9.910051345825195
2010-08-23,9.868484497070312
2010-08-24,9.899659156799316
2010-08-25,9.910051345825195
2010-08-26,9.76803207397461
2010-08-27,9.94815444946289
2010-08-30,9.788816452026367
2010-08-31,9.605230331420898
2010-09-01,9.82345199584961
2010-09-02,9.889266967773438
2010-09-03,10.166377067565918
2010-09-07,9.94815444946289
