Date,MAS
2010-11-04,7.8669281005859375
2010-11-05,8.019548416137695
2010-11-08,8.047295570373535
2010-11-09,7.964050769805908
2010-11-10,8.068110466003418
2010-11-11,7.901612758636475
2010-11-12,7.880800247192383
2010-11-15,7.804489612579346
2010-11-16,7.7073655128479
2010-11-17,7.6033101081848145
2010-11-18,7.631056785583496
2010-11-19,7.651870250701904
2010-11-22,7.6033101081848145
2010-11-23,7.457627773284912
2010-11-24,7.575560569763184
2010-11-26,7.436813831329346
2010-11-29,7.547810077667236
2010-11-30,7.5686235427856445
2010-12-01,8.102797508239746
2010-12-02,8.331729888916016
2010-12-03,8.317852973937988
2010-12-06,8.317852973937988
2010-12-07,8.588410377502441
2010-12-08,9.087897300720215
2010-12-09,9.198894500732422
2010-12-10,9.386205673217773
2010-12-13,9.191956520080566
2010-12-14,9.039335250854492
2010-12-15,8.949153900146484
2010-12-16,9.115646362304688
2010-12-17,9.060149192810059
2010-12-20,9.018523216247559
2010-12-21,9.060149192810059
2010-12-22,9.018523216247559
2010-12-23,8.872838020324707
2010-12-27,8.872838020324707
2010-12-28,8.838154792785645
2010-12-29,8.817342758178711
2010-12-30,8.900588035583496
2010-12-31,8.782654762268066
2011-01-03,9.05320930480957
2011-01-04,8.914463996887207
2011-01-05,9.169161796569824
2011-01-06,9.434329986572266
2011-01-07,9.608785629272461
2011-01-10,9.566909790039062
2011-01-11,9.622737884521484
2011-01-12,9.61575984954834
2011-01-13,9.594823837280273
2011-01-14,9.76927661895752
2011-01-18,9.518065452575684
2011-01-19,9.218008041381836
2011-01-20,9.308722496032715
2011-01-21,9.266852378845215
2011-01-24,9.32268238067627
2011-01-25,9.336637496948242
2011-01-26,9.49713134765625
2011-01-27,9.73438835144043
2011-01-28,9.273835182189941
2011-01-31,9.294766426086426
2011-02-01,9.720426559448242
2011-02-02,9.532021522521973
2011-02-03,9.587843894958496
2011-02-04,9.783232688903809
2011-02-07,10.027462005615234
2011-02-08,10.299607276916504
2011-02-09,10.306583404541016
2011-02-10,10.13911247253418
2011-02-11,9.887900352478027
2011-02-14,9.901859283447266
2011-02-15,8.9877347946167
2011-02-16,8.9458646774292
2011-02-17,9.211033821105957
2011-02-18,9.28080940246582
2011-02-22,9.1133394241333
2011-02-23,8.876084327697754
2011-02-24,8.89004135131836
2011-02-25,9.20405387878418
2011-02-28,9.483175277709961
2011-03-01,9.12729549407959
2011-03-02,9.197072982788086
2011-03-03,9.266852378845215
2011-03-04,9.28779411315918
2011-03-07,9.35757064819336
2011-03-08,9.63669490814209
2011-03-09,9.776257514953613
2011-03-10,9.490152359008789
2011-03-11,9.678559303283691
2011-03-14,9.518065452575684
2011-03-15,9.55295467376709
2011-03-16,9.532021522521973
2011-03-17,9.49713134765625
2011-03-18,9.73438835144043
2011-03-21,9.964661598205566
2011-03-22,9.741361618041992
2011-03-23,9.85998821258545
2011-03-24,9.87394905090332
2011-03-25,9.887900352478027
2011-03-28,9.706472396850586
2011-03-29,9.63669490814209
2011-03-30,9.811147689819336
2011-03-31,9.713449478149414
2011-04-01,9.853011131286621
2011-04-04,9.783232688903809
2011-04-05,9.880926132202148
2011-04-06,9.884431838989258
2011-04-07,9.772187232971191
2011-04-08,9.407398223876953
2011-04-11,9.477546691894531
2011-04-12,9.31619644165039
2011-04-13,9.42142391204834
2011-04-14,9.42142391204834
2011-04-15,9.24604606628418
2011-04-18,9.2741060256958
2011-04-19,9.449490547180176
2011-04-20,9.470536231994629
2011-04-21,9.400382041931152
2011-04-25,9.386353492736816
2011-04-26,9.126791000366211
2011-04-27,9.288140296936035
2011-04-28,9.54068660736084
2011-04-29,9.414411544799805
2011-05-02,9.477546691894531
2011-05-03,9.337248802185059
2011-05-04,9.344261169433594
2011-05-05,9.253064155578613
2011-05-06,9.372320175170898
2011-05-09,9.330227851867676
2011-05-10,9.498592376708984
2011-05-11,9.379337310791016
2011-05-12,9.470536231994629
2011-05-13,9.2741060256958
2011-05-16,9.126791000366211
2011-05-17,9.168880462646484
2011-05-18,9.407398223876953
2011-05-19,9.688007354736328
2011-05-20,9.996675491333008
2011-05-23,9.961599349975586
2011-05-24,9.89846134185791
2011-05-25,9.975627899169922
2011-05-26,9.989660263061523
2011-05-27,10.024731636047363
2011-05-31,9.996675491333008
2011-06-01,9.751142501831055
2011-06-02,9.744126319885254
2011-06-03,9.330227851867676
2011-06-06,9.042606353759766
2011-06-07,8.77602767944336
2011-06-08,8.66378402709961
2011-06-09,8.579605102539062
2011-06-10,8.284964561462402
2011-06-13,8.298999786376953
2011-06-14,8.565572738647461
2011-06-15,8.298999786376953
2011-06-16,8.397204399108887
2011-06-17,8.509449005126953
2011-06-20,8.551542282104492
2011-06-21,8.7199068069458
2011-06-22,8.621692657470703
2011-06-23,8.67080020904541
2011-06-24,8.425268173217773
2011-06-27,8.474371910095215
2011-06-28,8.523483276367188
2011-06-29,8.4954195022583
2011-06-30,8.43929672241211
2011-07-01,8.740951538085938
2011-07-05,8.607664108276367
2011-07-06,8.52649211883545
2011-07-07,8.498258590698242
2011-07-08,8.413559913635254
2011-07-11,8.279448509216309
2011-07-12,8.194751739501953
2011-07-13,8.173577308654785
2011-07-14,7.990057945251465
2011-07-15,8.025352478027344
2011-07-18,7.990057945251465
2011-07-19,8.152400016784668
2011-07-20,8.110050201416016
2011-07-21,8.159457206726074
2011-07-22,8.060638427734375
2011-07-25,8.095929145812988
2011-07-26,7.841830253601074
2011-07-27,7.7077226638793945
2011-07-28,7.474800109863281
2011-07-29,7.446561813354492
2011-08-01,7.446561813354492
2011-08-02,7.093644618988037
2011-08-03,7.150112152099609
2011-08-04,6.5148606300354
2011-08-05,6.4795708656311035
2011-08-08,5.816082954406738
2011-08-09,5.886666297912598
2011-08-10,5.724325180053711
2011-08-11,5.907842636108398
2011-08-12,6.041950702667236
2011-08-15,6.232526779174805
2011-08-16,6.2113518714904785
2011-08-17,6.140770435333252
2011-08-18,5.554924964904785
2011-08-19,5.336116790771484
2011-08-22,5.265532493591309
2011-08-23,5.477282524108887
2011-08-24,5.639626502990723
2011-08-25,5.561984062194824
2011-08-26,5.681975841522217
2011-08-29,6.246644496917725
2011-08-30,6.267819404602051
2011-08-31,6.2607598304748535
2011-09-01,5.879607200622559
2011-09-02,5.632566928863525
2011-09-06,5.540809631347656
2011-09-07,5.8231401443481445
2011-09-08,5.632566928863525
2011-09-09,5.505516052246094
2011-09-12,5.343174457550049
2011-09-13,5.4278740882873535
2011-09-14,5.611391544342041
2011-09-15,5.639626502990723
2011-09-16,5.625507831573486
2011-09-19,5.456108093261719
2011-09-20,5.371407985687256
2011-09-21,5.074958324432373
2011-09-22,4.912614345550537
2011-09-23,5.039665222167969
2011-09-26,5.124364852905273
2011-09-27,5.209064483642578
2011-09-28,5.209064483642578
2011-09-29,5.307882785797119
2011-09-30,5.025547981262207
2011-10-03,4.877323150634766
2011-10-04,5.173773288726807
2011-10-05,5.519641876220703
2011-10-06,5.576691150665283
2011-10-07,5.341359615325928
2011-10-10,5.655138969421387
2011-10-11,5.5909552574157715
2011-10-12,5.7193193435668945
2011-10-13,5.712186336517334
2011-10-14,6.040227890014648
2011-10-17,5.911865711212158
2011-10-18,6.247037887573242
2011-10-19,6.161460876464844
2011-10-20,6.168594837188721
2011-10-21,6.418189525604248
2011-10-24,6.660655498504639
2011-10-25,6.774756908416748
2011-10-26,6.881725788116455
2011-10-27,7.295340061187744
2011-10-28,7.045746803283691
2011-10-31,6.8460693359375
2011-11-01,6.382532596588135
2011-11-02,6.482371807098389
2011-11-03,6.739099502563477
2011-11-04,6.696312427520752
2011-11-07,6.7034406661987305
2011-11-08,6.924513339996338
2011-11-09,6.375400066375732
2011-11-10,6.510896682739258
2011-11-11,6.810413360595703
2011-11-14,6.696312427520752
2011-11-15,6.910250186920166
2011-11-16,6.8460693359375
2011-11-17,6.532289505004883
2011-11-18,6.425321102142334
2011-11-21,6.239905834197998
2011-11-22,6.247037887573242
2011-11-23,6.004574298858643
2011-11-25,6.004574298858643
2011-11-28,6.368270397186279
2011-11-29,6.418189525604248
2011-11-30,6.831806659698486
2011-12-01,6.724835395812988
2011-12-02,6.646392822265625
2011-12-05,6.710574150085449
2011-12-06,6.739099502563477
2011-12-07,6.739099502563477
2011-12-08,6.446714878082275
2011-12-09,6.696312427520752
2011-12-12,6.532289505004883
2011-12-13,6.411057472229004
2011-12-14,6.161460876464844
2011-12-15,6.204251766204834
2011-12-16,6.532289505004883
2011-12-19,6.4324517250061035
2011-12-20,7.002958297729492
2011-12-21,7.145584583282471
2011-12-22,7.295340061187744
2011-12-23,7.273946762084961
2011-12-27,7.266815662384033
2011-12-28,7.0386152267456055
2011-12-29,7.6305131912231445
2011-12-30,7.473625183105469
2012-01-03,7.830190181732178
2012-01-04,8.034834861755371
2012-01-05,8.286142349243164
2012-01-06,8.18562126159668
2012-01-09,8.18562126159668
2012-01-10,8.228704452514648
2012-01-11,8.609261512756348
2012-01-12,8.56617546081543
2012-01-13,8.681066513061523
2012-01-17,8.688247680664062
2012-01-18,9.09034252166748
2012-01-19,9.226774215698242
2012-01-20,8.910839080810547
2012-01-23,8.702605247497559
2012-01-24,8.774409294128418
2012-01-25,9.047262191772461
2012-01-26,8.795951843261719
2012-01-27,8.853391647338867
2012-01-30,8.795951843261719
2012-01-31,8.666704177856445
2012-02-01,8.939558029174805
2012-02-02,8.932374954223633
2012-02-03,9.2770357131958
2012-02-06,9.262678146362305
2012-02-07,9.190865516662598
2012-02-08,9.205229759216309
2012-02-09,9.341662406921387
2012-02-10,9.13342571258545
2012-02-13,9.499628067016602
2012-02-14,8.350768089294434
2012-02-15,8.37948989868164
2012-02-16,8.645162582397461
2012-02-17,8.688247680664062
2012-02-21,8.451288223266602
2012-02-22,8.523093223571777
2012-02-23,8.56617546081543
2012-02-24,8.307684898376465
2012-02-27,8.436931610107422
2012-02-28,8.602076530456543
2012-02-29,8.530278205871582
2012-03-01,8.523093223571777
2012-03-02,8.30050277709961
2012-03-05,8.429754257202148
2012-03-06,7.9414873123168945
2012-03-07,8.307684898376465
2012-03-08,8.602076530456543
2012-03-09,8.695425033569336
2012-03-12,8.65234375
2012-03-13,9.262678146362305
2012-03-14,9.2770357131958
2012-03-15,9.758119583129883
2012-03-16,9.607331275939941
2012-03-19,9.837101936340332
2012-03-20,9.772479057312012
2012-03-21,10.124317169189453
2012-03-22,9.865822792053223
2012-03-23,9.750938415527344
2012-03-26,9.894549369812012
2012-03-27,9.916085243225098
2012-03-28,9.82274055480957
2012-03-29,9.794021606445312
2012-03-30,9.600152015686035
2012-04-02,9.492445945739746
2012-04-03,9.391923904418945
2012-04-04,9.236652374267578
2012-04-05,9.222210884094238
2012-04-09,8.861119270324707
2012-04-10,8.702239036560059
2012-04-11,8.810564041137695
2012-04-12,9.077770233154297
2012-04-13,8.767234802246094
2012-04-16,8.810564041137695
2012-04-17,9.019996643066406
2012-04-18,8.65890884399414
2012-04-19,8.644464492797852
2012-04-20,8.666129112243652
2012-04-23,8.579468727111816
2012-04-24,8.839458465576172
2012-04-25,9.128327369689941
2012-04-26,9.316096305847168
2012-04-27,9.70606517791748
2012-04-30,9.518302917480469
2012-05-01,10.059937477111816
2012-05-02,10.500468254089355
2012-05-03,10.413801193237305
2012-05-04,10.399357795715332
2012-05-07,10.507685661315918
2012-05-08,10.341585159301758
2012-05-09,10.117709159851074
2012-05-10,10.059937477111816
2012-05-11,10.088823318481445
2012-05-14,9.749396324157715
2012-05-15,9.539966583251953
2012-05-16,9.503859519958496
2012-05-17,8.781681060791016
2012-05-18,8.557805061340332
2012-05-21,8.853898048400879
2012-05-22,9.06332778930664
2012-05-23,9.214986801147461
2012-05-24,9.164435386657715
2012-05-25,9.099437713623047
2012-05-29,9.38830852508545
2012-05-30,8.926119804382324
2012-05-31,9.14999008178711
2012-06-01,8.69501781463623
2012-06-04,8.47114086151123
2012-06-05,8.774458885192871
2012-06-06,9.301648139953613
2012-06-07,9.38109016418457
2012-06-08,9.749396324157715
2012-06-11,9.272760391235352
2012-06-12,9.63385009765625
2012-06-13,9.337759017944336
2012-06-14,9.604964256286621
2012-06-15,9.821615219116211
2012-06-18,9.987717628479004
2012-06-19,10.074381828308105
2012-06-20,10.103263854980469
2012-06-21,9.453307151794434
2012-06-22,9.214986801147461
2012-06-25,8.853898048400879
2012-06-26,9.171656608581543
2012-06-27,9.568854331970215
2012-06-28,9.73495101928711
2012-06-29,10.016603469848633
2012-07-02,10.233255386352539
2012-07-03,10.142504692077637
2012-07-05,10.294967651367188
2012-07-06,10.280447006225586
2012-07-09,10.244147300720215
2012-07-10,9.881138801574707
2012-07-11,9.757712364196777
2012-07-12,9.953742027282715
2012-07-13,10.200587272644043
2012-07-16,10.004561424255371
2012-07-17,9.939220428466797
2012-07-18,10.331269264221191
2012-07-19,10.432914733886719
2012-07-20,10.273188591003418
2012-07-23,10.120722770690918
2012-07-24,9.91018009185791
2012-07-25,9.380184173583984
2012-07-26,9.481828689575195
2012-07-27,9.656068801879883
2012-07-30,9.525384902954102
2012-07-31,8.734025955200195
2012-08-01,8.668683052062988
2012-08-02,8.71224594116211
2012-08-03,9.2277193069458
2012-08-06,9.126073837280273
2012-08-07,9.351140975952148
2012-08-08,9.49634838104248
2012-08-09,9.510868072509766
2012-08-10,9.416483879089355
2012-08-13,9.314841270446777
2012-08-14,9.423747062683105
2012-08-15,9.57620906829834
2012-08-16,10.004561424255371
2012-08-17,10.084423065185547
2012-08-20,9.917435646057129
2012-08-21,9.91018009185791
2012-08-22,10.069902420043945
2012-08-23,10.11346435546875
2012-08-24,10.25866985321045
2012-08-27,10.05538272857666
2012-08-28,10.048123359680176
2012-08-29,10.077166557312012
2012-08-30,9.990042686462402
2012-08-31,10.280447006225586
2012-09-04,10.200587272644043
2012-09-05,9.77223014831543
2012-09-06,10.019083976745605
2012-09-07,10.273188591003418
2012-09-10,10.294967651367188
2012-09-11,10.461954116821289
2012-09-12,10.708799362182617
2012-09-13,11.129892349243164
2012-09-14,11.471123695373535
2012-09-17,11.267837524414062
2012-09-18,11.347696304321289
2012-09-19,11.543721199035645
2012-09-20,11.674407958984375
2012-09-21,11.797831535339355
2012-09-24,11.572765350341797
2012-09-25,11.282355308532715
2012-09-26,10.875787734985352
2012-09-27,11.115374565124512
2012-09-28,10.926605224609375
2012-10-01,11.13715648651123
2012-10-02,11.158933639526367
2012-10-03,11.550986289978027
2012-10-04,11.623587608337402
2012-10-05,11.594545364379883
2012-10-08,11.30413818359375
2012-10-09,10.650724411010742
2012-10-10,10.45003890991211
2012-10-11,10.435441970825195
2012-10-12,10.435441970825195
2012-10-15,10.785723686218262
2012-10-16,10.778425216674805
2012-10-17,10.924372673034668
2012-10-18,11.063029289245605
2012-10-19,10.975460052490234
2012-10-22,10.807615280151367
2012-10-23,10.982755661010742
2012-10-24,11.333036422729492
2012-10-25,10.88059139251709
2012-10-26,10.654366493225098
2012-10-31,11.011944770812988
2012-11-01,11.770889282226562
2012-11-02,11.595747947692871
2012-11-05,11.792777061462402
2012-11-06,11.924134254455566
2012-11-07,11.887648582458496
2012-11-08,11.449793815612793
2012-11-09,11.157896995544434
2012-11-12,11.026540756225586
2012-11-13,11.289250373840332
2012-11-14,10.865997314453125
2012-11-15,10.515715599060059
2012-11-16,10.887889862060547
2012-11-19,11.267356872558594
2012-11-20,11.902243614196777
2012-11-21,12.106573104858398
2012-11-23,12.332794189453125
2012-11-26,12.303605079650879
2012-11-27,12.383877754211426
2012-11-28,12.318197250366211
2012-11-29,12.46414852142334
2012-11-30,12.376582145690918
2012-12-03,12.157651901245117
2012-12-04,12.099276542663574
2012-12-05,11.829270362854004
2012-12-06,11.515475273132324
2012-12-07,11.668722152709961
2012-12-10,11.581151008605957
2012-12-11,11.471688270568848
2012-12-12,11.865754127502441
2012-12-13,11.792777061462402
2012-12-14,11.763593673706055
2012-12-17,11.960620880126953
2012-12-18,12.186843872070312
2012-12-19,11.931431770324707
2012-12-20,12.150358200073242
2012-12-21,11.873053550720215
2012-12-24,12.033599853515625
2012-12-26,11.858457565307617
2012-12-27,11.887648582458496
2012-12-28,11.705208778381348
2012-12-31,12.157651901245117
2013-01-02,12.51318645477295
2013-01-03,12.681787490844727
2013-01-04,12.806408882141113
2013-01-07,12.645133972167969
2013-01-08,12.630474090576172
2013-01-09,12.777082443237305
2013-01-10,12.806408882141113
2013-01-11,12.967674255371094
2013-01-14,12.828399658203125
2013-01-15,12.799076080322266
2013-01-16,12.733099937438965
2013-01-17,12.828399658203125
2013-01-18,13.033652305603027
2013-01-22,12.90903091430664
2013-01-23,12.90903091430664
2013-01-24,12.996999740600586
2013-01-25,13.458822250366211
2013-01-28,13.29022216796875
2013-01-29,13.400177955627441
2013-01-30,13.356194496154785
2013-01-31,13.480812072753906
2013-02-01,13.598099708557129
2013-02-04,13.392847061157227
2013-02-05,13.466153144836426
2013-02-06,13.400177955627441
2013-02-07,13.092299461364746
2013-02-08,13.040983200073242
2013-02-11,13.040983200073242
2013-02-12,14.668355941772461
2013-02-13,14.924925804138184
2013-02-14,14.74166202545166
2013-02-15,14.661023139953613
2013-02-19,14.646361351013184
2013-02-20,13.730048179626465
2013-02-21,13.664078712463379
2013-02-22,13.869330406188965
2013-02-25,13.202254295349121
2013-02-26,13.722719192504883
2013-02-27,14.074585914611816
2013-02-28,14.11856460571289
2013-03-01,14.089241981506348
2013-03-04,14.301831245422363
2013-03-05,14.67568302154541
2013-03-06,14.580387115478516
2013-03-07,14.63170051574707
2013-03-08,14.61704158782959
2013-03-11,14.551068305969238
2013-03-12,14.338479995727539
2013-03-13,14.800307273864746
2013-03-14,14.858949661254883
2013-03-15,14.63170051574707
2013-03-18,14.822299003601074
2013-03-19,14.961579322814941
2013-03-20,15.350095748901367
2013-03-21,15.056869506835938
2013-03-22,15.10085391998291
2013-03-25,15.064208030700684
2013-03-26,15.130175590515137
2013-03-27,15.02755069732666
2013-03-28,14.844292640686035
2013-04-01,14.580387115478516
2013-04-02,14.39712905883789
2013-04-03,14.128539085388184
2013-04-04,14.150618553161621
2013-04-05,14.187408447265625
2013-04-08,14.422886848449707
2013-04-09,14.415521621704102
2013-04-10,14.592130661010742
2013-04-11,14.834962844848633
2013-04-12,14.79817008972168
2013-04-15,13.723814010620117
2013-04-16,14.224203109741211
2013-04-17,13.981364250183105
2013-04-18,13.826834678649902
2013-04-19,14.180048942565918
2013-04-22,14.135897636413574
2013-04-23,14.739298820495605
2013-04-24,14.945341110229492
2013-04-25,14.974781036376953
2013-04-26,15.173462867736816
2013-04-29,15.026288986206055
2013-04-30,14.30514907836914
2013-05-01,14.79817008972168
2013-05-02,15.423650741577148
2013-05-03,15.894607543945312
2013-05-06,15.887245178222656
2013-05-07,15.87988567352295
2013-05-08,15.747425079345703
2013-05-09,15.548747062683105
2013-05-10,15.865172386169434
2013-05-13,15.76950454711914
2013-05-14,16.314043045043945
2013-05-15,16.630474090576172
2013-05-16,16.34347915649414
2013-05-17,16.733491897583008
2013-05-20,16.358200073242188
2013-05-21,16.225749969482422
2013-05-22,16.078569412231445
2013-05-23,16.314043045043945
2013-05-24,16.29196548461914
2013-05-28,16.247819900512695
2013-05-29,15.695923805236816
2013-05-30,15.703289031982422
2013-05-31,15.467806816101074
2013-06-03,15.26176643371582
2013-06-04,14.731940269470215
2013-06-05,14.503829956054688
2013-06-06,14.834962844848633
2013-06-07,14.871767044067383
2013-06-10,14.776089668273926
2013-06-11,14.386090278625488
2013-06-12,14.628921508789062
2013-06-13,15.408935546875
2013-06-14,15.29855728149414
2013-06-17,15.489880561828613
2013-06-18,15.857820510864258
2013-06-19,15.379508018493652
2013-06-20,14.437602043151855
2013-06-21,14.025521278381348
2013-06-24,13.929856300354004
2013-06-25,14.025521278381348
2013-06-26,14.143258094787598
2013-06-27,14.731940269470215
2013-06-28,14.341938018798828
2013-07-01,14.864398956298828
2013-07-02,14.59481143951416
2013-07-03,14.742530822753906
2013-07-05,14.616966247558594
2013-07-08,14.262435913085938
2013-07-09,14.772072792053223
2013-07-10,14.698212623596191
2013-07-11,15.355570793151855
2013-07-12,15.326029777526855
2013-07-15,15.07490348815918
2013-07-16,15.19308090209961
2013-07-17,15.178306579589844
2013-07-18,15.119223594665527
2013-07-19,15.429429054260254
2013-07-22,15.444204330444336
2013-07-23,15.599310874938965
2013-07-24,15.19308090209961
2013-07-25,14.779461860656738
2013-07-26,14.653894424438477
2013-07-29,14.580038070678711
2013-07-30,15.362953186035156
2013-07-31,15.156147003173828
2013-08-01,15.488512992858887
2013-08-02,15.916918754577637
2013-08-05,15.739645004272461
2013-08-06,15.318642616271973
2013-08-07,14.897642135620117
2013-08-08,14.98627758026123
2013-08-09,14.698212623596191
2013-08-12,14.690829277038574
2013-08-13,14.203353881835938
2013-08-14,14.077790260314941
2013-08-15,14.092560768127441
2013-08-16,14.048240661621094
2013-08-19,13.745413780212402
2013-08-20,14.077790260314941
2013-08-21,14.255053520202637
2013-08-22,14.373230934143066
2013-08-23,14.291984558105469
2013-08-26,14.210739135742188
2013-08-27,13.819276809692383
2013-08-28,13.671557426452637
2013-08-29,14.063014030456543
2013-08-30,13.974383354187012
2013-09-03,14.092560768127441
2013-09-04,14.077790260314941
2013-09-05,14.195965766906738
2013-09-06,14.49879264831543
2013-09-09,15.119223594665527
2013-09-10,15.303864479064941
2013-09-11,15.503296852111816
2013-09-12,15.25955581665039
