Date,L
2012-03-02,36.3121337890625
2012-03-05,36.293453216552734
2012-03-06,35.64887237548828
2012-03-07,35.695587158203125
2012-03-08,35.798343658447266
2012-03-09,36.10661315917969
2012-03-12,36.0318717956543
2012-03-13,36.71384048461914
2012-03-14,36.452274322509766
2012-03-15,36.95674133300781
2012-03-16,36.88200378417969
2012-03-19,37.06883239746094
2012-03-20,37.0875244140625
2012-03-21,36.75120544433594
2012-03-22,36.246742248535156
2012-03-23,36.61106872558594
2012-03-26,37.236995697021484
2012-03-27,37.07817840576172
2012-03-28,37.022125244140625
2012-03-29,36.872642517089844
2012-03-30,37.246334075927734
2012-04-02,37.71342849731445
2012-04-03,37.423824310302734
2012-04-04,37.09687805175781
2012-04-05,36.9660758972168
2012-04-09,36.43357467651367
2012-04-10,35.86371612548828
2012-04-11,36.237403869628906
2012-04-12,36.835296630859375
2012-04-13,36.349517822265625
2012-04-16,36.6671142578125
2012-04-17,37.29301834106445
2012-04-18,37.04081726074219
2012-04-19,36.947391510009766
2012-04-20,37.21830749511719
2012-04-23,37.01277542114258
2012-04-24,37.59199523925781
2012-04-25,37.965667724609375
2012-04-26,38.34868240356445
2012-04-27,38.31132125854492
2012-04-30,38.42341232299805
2012-05-01,38.75975036621094
2012-05-02,38.554222106933594
2012-05-03,38.43276596069336
2012-05-04,38.08711242675781
2012-05-07,38.04041290283203
2012-05-08,38.21791076660156
2012-05-09,38.077762603759766
2012-05-10,38.301971435546875
2012-05-11,37.965667724609375
2012-05-14,37.47054672241211
2012-05-15,37.09687805175781
2012-05-16,36.53634262084961
2012-05-17,36.18134689331055
2012-05-18,35.798343658447266
2012-05-21,36.39622116088867
2012-05-22,36.620418548583984
2012-05-23,36.63910675048828
2012-05-24,36.77923583984375
2012-05-25,36.63910675048828
2012-05-29,37.05016326904297
2012-05-30,36.27634811401367
2012-05-31,36.38862609863281
2012-06-01,35.89271926879883
2012-06-04,35.83658218383789
2012-06-05,36.023712158203125
2012-06-06,36.987457275390625
2012-06-07,37.01553726196289
2012-06-08,37.30559539794922
2012-06-11,36.97811508178711
2012-06-12,37.11845779418945
2012-06-13,36.706748962402344
2012-06-14,37.155906677246094
2012-06-15,37.85765075683594
2012-06-18,38.09156036376953
2012-06-19,38.24128341674805
2012-06-20,38.27870178222656
2012-06-21,37.27751541137695
2012-06-22,37.49272918701172
2012-06-25,36.79096603393555
2012-06-26,36.8096923828125
2012-06-27,37.286895751953125
2012-06-28,37.558231353759766
2012-06-29,38.27870178222656
2012-07-02,38.37226486206055
2012-07-03,38.6810417175293
2012-07-05,37.97928237915039
2012-07-06,37.89507293701172
2012-07-09,37.614376068115234
2012-07-10,37.380435943603516
2012-07-11,37.75470733642578
2012-07-12,37.511444091796875
2012-07-13,38.26934051513672
2012-07-16,38.07285690307617
2012-07-17,38.10093307495117
2012-07-18,38.381622314453125
2012-07-19,38.35354995727539
2012-07-20,37.941856384277344
2012-07-23,37.86699295043945
2012-07-24,37.70793914794922
2012-07-25,37.70793914794922
2012-07-26,38.35354995727539
2012-07-27,39.017887115478516
2012-07-30,36.9968147277832
2012-07-31,37.0435905456543
2012-08-01,36.91260528564453
2012-08-02,36.921974182128906
2012-08-03,37.75470733642578
2012-08-06,37.82022476196289
2012-08-07,37.96992492675781
2012-08-08,37.85765075683594
2012-08-09,37.86699295043945
2012-08-10,37.90442657470703
2012-08-13,37.85765075683594
2012-08-14,37.88571548461914
2012-08-15,37.838932037353516
2012-08-16,37.91379165649414
2012-08-17,37.87635040283203
2012-08-20,37.99799346923828
2012-08-21,37.88571548461914
2012-08-22,37.838932037353516
2012-08-23,37.21201705932617
2012-08-24,37.64243698120117
2012-08-27,37.82022476196289
2012-08-28,37.63308334350586
2012-08-29,37.83269119262695
2012-08-30,37.72024917602539
2012-08-31,38.095096588134766
2012-09-04,38.226295471191406
2012-09-05,38.35751724243164
2012-09-06,38.35751724243164
2012-09-07,38.59177780151367
2012-09-10,38.619903564453125
2012-09-11,38.87293243408203
2012-09-12,38.77921676635742
2012-09-13,39.660133361816406
2012-09-14,40.00687026977539
2012-09-17,39.632015228271484
2012-09-18,39.407108306884766
2012-09-19,39.09784698486328
2012-09-20,38.83543395996094
2012-09-21,38.826072692871094
2012-09-24,38.90104675292969
2012-09-25,38.648014068603516
2012-09-26,38.38561248779297
2012-09-27,38.68550491333008
2012-09-28,38.66675567626953
2012-10-01,38.93853759765625
2012-10-02,38.9197998046875
2012-10-03,38.69486999511719
2012-10-04,39.3227653503418
2012-10-05,39.3227653503418
2012-10-08,39.435218811035156
2012-10-09,39.172821044921875
2012-10-10,38.93853759765625
2012-10-11,38.99475860595703
2012-10-12,38.87293243408203
2012-10-15,39.069725036621094
2012-10-16,39.4539680480957
2012-10-17,40.00687026977539
2012-10-18,40.456703186035156
2012-10-19,39.838191986083984
2012-10-22,39.781959533691406
2012-10-23,39.18219757080078
2012-10-24,39.378990173339844
2012-10-25,39.73511505126953
2012-10-26,39.725730895996094
2012-10-31,39.622650146484375
2012-11-01,40.222434997558594
2012-11-02,39.51017761230469
2012-11-05,39.519561767578125
2012-11-06,39.669517517089844
2012-11-07,38.610538482666016
2012-11-08,38.066978454589844
2012-11-09,38.5449333190918
2012-11-12,38.413726806640625
2012-11-13,38.05760955810547
2012-11-14,37.41098403930664
2012-11-15,37.32664108276367
2012-11-16,38.16069793701172
2012-11-19,38.273162841796875
2012-11-20,38.17007064819336
2012-11-21,38.273162841796875
2012-11-23,38.70423889160156
2012-11-26,38.507450103759766
2012-11-27,38.17943572998047
2012-11-28,38.3418083190918
2012-11-29,38.45444869995117
2012-11-30,38.369972229003906
2012-12-03,38.219810485839844
2012-12-04,38.4356803894043
2012-12-05,38.53892517089844
2012-12-06,38.745418548583984
2012-12-07,38.745418548583984
2012-12-10,38.520145416259766
2012-12-11,38.95191192626953
2012-12-12,38.895591735839844
2012-12-13,38.473236083984375
2012-12-14,38.15409469604492
2012-12-17,38.51076126098633
2012-12-18,39.08330154418945
2012-12-19,38.64216995239258
2012-12-20,38.7078857421875
2012-12-21,38.38874435424805
2012-12-24,38.238582611083984
2012-12-26,38.041473388671875
2012-12-27,38.003929138183594
2012-12-28,37.712947845458984
2012-12-31,38.247955322265625
2013-01-02,38.980072021484375
2013-01-03,39.14900207519531
2013-01-04,39.477516174316406
2013-01-07,39.52445602416992
2013-01-08,39.477516174316406
2013-01-09,39.52445602416992
2013-01-10,40.13454055786133
2013-01-11,40.03131103515625
2013-01-14,39.92805480957031
2013-01-15,39.89051818847656
2013-01-16,39.862361907958984
2013-01-17,40.10639190673828
2013-01-18,40.19086837768555
2013-01-22,40.725860595703125
2013-01-23,40.70708465576172
2013-01-24,40.58506774902344
2013-01-25,40.80095291137695
2013-01-28,40.66017150878906
2013-01-29,40.98866271972656
2013-01-30,40.697715759277344
2013-01-31,40.70708465576172
2013-02-01,41.37350845336914
2013-02-04,41.02621078491211
2013-02-05,41.12007522583008
2013-02-06,41.223323822021484
2013-02-07,41.05437088012695
2013-02-08,41.157623291015625
2013-02-11,40.83848571777344
2013-02-12,40.96989822387695
2013-02-13,41.37350845336914
2013-02-14,41.37350845336914
2013-02-15,41.213924407958984
2013-02-19,41.223323822021484
2013-02-20,40.67893981933594
2013-02-21,40.744632720947266
2013-02-22,40.9980583190918
2013-02-25,39.796653747558594
2013-02-26,40.05945587158203
2013-02-27,40.4161376953125
2013-02-28,40.46305847167969
2013-03-01,40.52876281738281
2013-03-04,40.21902084350586
2013-03-05,40.43490219116211
2013-03-06,40.53171920776367
2013-03-07,40.62571716308594
2013-03-08,40.96410369873047
2013-03-11,41.58448791503906
2013-03-12,41.32128143310547
2013-03-13,41.3306999206543
2013-03-14,41.960472106933594
2013-03-15,41.922882080078125
2013-03-18,41.509281158447266
2013-03-19,41.17089080810547
2013-03-20,41.368289947509766
2013-03-21,41.217899322509766
2013-03-22,41.340091705322266
2013-03-25,41.17089080810547
2013-03-26,41.3494758605957
2013-03-27,41.095699310302734
2013-03-28,41.4246826171875
2013-04-01,41.3306999206543
2013-04-02,41.63147735595703
2013-04-03,41.29310607910156
2013-04-04,41.575077056884766
2013-04-05,41.17089080810547
2013-04-08,41.3306999206543
2013-04-09,41.26490783691406
2013-04-10,41.368289947509766
2013-04-11,41.358909606933594
2013-04-12,41.3494758605957
2013-04-15,40.06172561645508
2013-04-16,40.78550338745117
2013-04-17,40.53171920776367
2013-04-18,40.41890335083008
2013-04-19,40.58811569213867
2013-04-22,40.40953063964844
2013-04-23,41.02048873901367
2013-04-24,41.83827590942383
2013-04-25,42.308250427246094
2013-04-26,41.772491455078125
2013-04-29,41.857086181640625
2013-04-30,41.988670349121094
2013-05-01,42.045066833496094
2013-05-02,42.233062744140625
2013-05-03,42.69364547729492
2013-05-06,42.88164520263672
2013-05-07,42.90045928955078
2013-05-08,43.03203582763672
2013-05-09,42.66544723510742
2013-05-10,42.72185134887695
2013-05-13,42.73125076293945
2013-05-14,43.23883056640625
2013-05-15,43.50205612182617
2013-05-16,43.27644348144531
2013-05-17,43.652435302734375
2013-05-20,43.90623092651367
2013-05-21,43.85923767089844
2013-05-22,43.605438232421875
2013-05-23,43.29524230957031
2013-05-24,43.19185256958008
2013-05-28,43.42683792114258
2013-05-29,43.408042907714844
2013-05-30,43.476741790771484
2013-05-31,43.12849807739258
2013-06-03,43.12849807739258
2013-06-04,42.59196472167969
2013-06-05,42.083702087402344
2013-06-06,42.46018981933594
2013-06-07,43.053184509277344
2013-06-10,42.686092376708984
2013-06-11,42.149566650390625
2013-06-12,41.82012939453125
2013-06-13,42.34724426269531
2013-06-14,41.961334228515625
2013-06-17,42.23429489135742
2013-06-18,42.516658782958984
2013-06-19,42.02721405029297
2013-06-20,41.02006530761719
2013-06-21,41.02006530761719
2013-06-24,40.68120193481445
2013-06-25,41.274208068847656
2013-06-26,41.38715362548828
2013-06-27,41.895423889160156
2013-06-28,41.79189682006836
2013-07-01,42.055442810058594
2013-07-02,41.886024475097656
2013-07-03,41.660118103027344
2013-07-05,42.23429489135742
2013-07-08,42.34724426269531
2013-07-09,42.61079406738281
2013-07-10,42.35664749145508
2013-07-11,42.78022003173828
2013-07-12,42.9967041015625
2013-07-15,43.11907196044922
2013-07-16,42.977882385253906
2013-07-17,43.28850555419922
2013-07-18,43.617942810058594
2013-07-19,43.7779426574707
2013-07-22,44.01326370239258
2013-07-23,43.70265579223633
2013-07-24,43.44851303100586
2013-07-25,43.41086959838867
2013-07-26,43.344974517822266
2013-07-29,43.35438919067383
2013-07-30,43.0626106262207
2013-07-31,42.87433624267578
2013-08-01,43.83443069458008
2013-08-02,43.57087326049805
2013-08-05,43.41086959838867
2013-08-06,43.222599029541016
2013-08-07,42.96847152709961
2013-08-08,43.32615661621094
2013-08-09,43.46733856201172
2013-08-12,43.69324493408203
2013-08-13,44.427425384521484
2013-08-14,44.73802947998047
2013-08-15,44.2109375
2013-08-16,43.6838264465332
2013-08-19,42.98728942871094
2013-08-20,43.0814094543457
2013-08-21,42.8837776184082
2013-08-22,43.23203659057617
2013-08-23,43.2508430480957
2013-08-26,43.1755485534668
2013-08-27,42.422550201416016
2013-08-28,42.42536926269531
2013-08-29,42.03890609741211
2013-08-30,41.90696334838867
2013-09-03,41.972923278808594
2013-09-04,42.387672424316406
2013-09-05,42.236854553222656
2013-09-06,42.12374496459961
2013-09-09,42.868385314941406
2013-09-10,43.10402297973633
2013-09-11,43.46220397949219
2013-09-12,43.37736511230469
2013-09-13,43.57530212402344
2013-09-16,44.30110549926758
2013-09-17,44.583866119384766
