Date,L
2010-01-04,34.21029281616211
2010-01-05,34.394309997558594
2010-01-06,34.6335563659668
2010-01-07,34.89118576049805
2010-01-08,34.863582611083984
2010-01-11,34.89118576049805
2010-01-12,34.61514663696289
2010-01-13,34.89118576049805
2010-01-14,34.881996154785156
2010-01-15,34.23788833618164
2010-01-19,35.11201858520508
2010-01-20,34.596736907958984
2010-01-21,34.219486236572266
2010-01-22,32.8761100769043
2010-01-25,33.207359313964844
2010-01-26,33.161346435546875
2010-01-27,33.47419357299805
2010-01-28,33.06013870239258
2010-01-29,32.912906646728516
2010-02-01,33.501792907714844
2010-02-02,34.09987258911133
2010-02-03,33.7042236328125
2010-02-04,32.508079528808594
2010-02-05,32.544864654541016
2010-02-08,31.98357582092285
2010-02-09,32.4068603515625
2010-02-10,32.23200225830078
2010-02-11,32.397647857666016
2010-02-12,32.360843658447266
2010-02-16,33.23495101928711
2010-02-17,33.28097152709961
2010-02-18,33.5294075012207
2010-02-19,33.630611419677734
2010-02-22,33.76862716674805
2010-02-23,33.17974853515625
2010-02-24,33.69501495361328
2010-02-25,33.78995895385742
2010-02-26,33.60560989379883
2010-03-01,34.12178039550781
2010-03-02,34.27846908569336
2010-03-03,34.149417877197266
2010-03-04,34.232391357421875
2010-03-05,34.56420135498047
2010-03-08,34.601078033447266
2010-03-09,34.50889587402344
2010-03-10,34.59185028076172
2010-03-11,34.748531341552734
2010-03-12,34.619483947753906
2010-03-15,34.472023010253906
2010-03-16,34.67479705810547
2010-03-17,34.6563720703125
2010-03-18,34.51810836791992
2010-03-19,34.260009765625
2010-03-22,34.232391357421875
2010-03-23,34.53654098510742
2010-03-24,34.33376693725586
2010-03-25,34.19550323486328
2010-03-26,34.324562072753906
2010-03-29,34.43515396118164
2010-03-30,34.315330505371094
2010-03-31,34.36140823364258
2010-04-01,34.90522384643555
2010-04-05,35.430599212646484
2010-04-06,35.28312683105469
2010-04-07,35.080352783203125
2010-04-08,35.061927795410156
2010-04-09,35.430599212646484
2010-04-12,35.44904708862305
2010-04-13,35.48591232299805
2010-04-14,35.882240295410156
2010-04-15,35.77164077758789
2010-04-16,34.8407096862793
2010-04-19,35.20940399169922
2010-04-20,35.6425895690918
2010-04-21,35.5504264831543
2010-04-22,35.05271911621094
2010-04-23,35.366085052490234
2010-04-26,35.48591232299805
2010-04-27,34.45358657836914
2010-04-28,34.34298324584961
2010-04-29,34.859134674072266
2010-04-30,34.324562072753906
2010-05-03,34.50889587402344
2010-05-04,33.2369384765625
2010-05-05,33.02494430541992
2010-05-06,31.26446533203125
2010-05-07,30.969507217407227
2010-05-10,32.241477966308594
2010-05-11,32.186180114746094
2010-05-12,32.591712951660156
2010-05-13,32.15853500366211
2010-05-14,31.43037986755371
2010-05-17,31.282909393310547
2010-05-18,30.59162139892578
2010-05-19,30.527101516723633
2010-05-20,28.858802795410156
2010-05-21,29.467130661010742
2010-05-24,28.93253517150879
2010-05-25,29.024709701538086
2010-05-26,29.015493392944336
2010-05-27,30.449777603149414
2010-05-28,30.024944305419922
2010-06-01,29.433866500854492
2010-06-02,30.135770797729492
2010-06-03,30.06188201904297
2010-06-04,29.184497833251953
2010-06-07,28.944381713867188
2010-06-08,28.907432556152344
2010-06-09,28.741195678710938
2010-06-10,29.951059341430664
2010-06-11,30.06188201904297
2010-06-14,30.23736572265625
2010-06-15,31.07779884338379
2010-06-16,31.11474609375
2010-06-17,31.28097152709961
2010-06-18,31.308696746826172
2010-06-21,31.188642501831055
2010-06-22,31.179401397705078
2010-06-23,31.10550308227539
2010-06-24,30.80074119567871
2010-06-25,31.290233612060547
2010-06-28,31.11474609375
2010-06-29,30.717607498168945
2010-06-30,30.763797760009766
2010-07-01,31.07779884338379
2010-07-02,31.003915786743164
2010-07-06,31.271747589111328
2010-07-07,32.306156158447266
2010-07-08,32.749446868896484
2010-07-09,32.971107482910156
2010-07-12,32.8140983581543
2010-07-13,33.312801361083984
2010-07-14,33.41440963745117
2010-07-15,33.654544830322266
2010-07-16,32.841819763183594
2010-07-19,32.90644836425781
2010-07-20,33.56216812133789
2010-07-21,33.238948822021484
2010-07-22,34.0609016418457
2010-07-23,34.3287353515625
2010-07-26,34.29179763793945
2010-07-27,34.3287353515625
2010-07-28,34.15325927734375
2010-07-29,34.347198486328125
2010-07-30,34.31026077270508
2010-08-02,34.707401275634766
2010-08-03,34.661224365234375
2010-08-04,35.14146423339844
2010-08-05,35.28000259399414
2010-08-06,35.076812744140625
2010-08-09,35.60323715209961
2010-08-10,35.04912185668945
2010-08-11,34.17173767089844
2010-08-12,34.079368591308594
2010-08-13,34.2179069519043
2010-08-16,34.0609016418457
2010-08-17,34.624263763427734
2010-08-18,34.254844665527344
2010-08-19,33.74690628051758
2010-08-20,33.51599884033203
2010-08-23,33.11887741088867
2010-08-24,32.647850036621094
2010-08-25,32.55550003051758
2010-08-26,32.25995635986328
2010-08-27,33.211219787597656
2010-08-30,32.520111083984375
2010-08-31,32.51087188720703
2010-09-01,33.48230743408203
2010-09-02,33.53781509399414
2010-09-03,34.13917541503906
2010-09-07,33.695091247558594
2010-09-08,33.66733932495117
2010-09-09,33.630313873291016
2010-09-10,33.778358459472656
2010-09-13,34.10218048095703
2010-09-14,33.88938903808594
2010-09-15,34.11143112182617
2010-09-16,34.250205993652344
2010-09-17,34.44449234008789
2010-09-20,35.03660583496094
2010-09-21,34.990352630615234
2010-09-22,34.68504333496094
2010-09-23,34.11143112182617
2010-09-24,34.805320739746094
2010-09-27,34.52775955200195
2010-09-28,34.907100677490234
2010-09-29,35.11985778808594
2010-09-30,35.064369201660156
2010-10-01,35.175384521484375
2010-10-04,34.842323303222656
2010-10-05,35.60097122192383
2010-10-06,35.860015869140625
2010-10-07,35.684226989746094
2010-10-08,35.99878692626953
2010-10-11,35.92478942871094
2010-10-12,36.526153564453125
2010-10-13,36.886962890625
2010-10-14,36.82221221923828
2010-10-15,36.692691802978516
2010-10-18,36.8499641418457
2010-10-19,36.350364685058594
2010-10-20,36.76668930053711
2010-10-21,36.794437408447266
2010-10-22,36.729698181152344
2010-10-25,36.683433532714844
2010-10-26,36.794437408447266
2010-10-27,36.47988510131836
2010-10-28,36.51689529418945
2010-10-29,36.53541564941406
2010-11-01,36.56315612792969
2010-11-02,36.89622497558594
2010-11-03,36.794437408447266
2010-11-04,37.072017669677734
2010-11-05,37.08124923706055
2010-11-08,36.886962890625
2010-11-09,36.33186340332031
2010-11-10,36.7111930847168
2010-11-11,36.387386322021484
2010-11-12,36.294864654541016
2010-11-15,36.32261276245117
2010-11-16,35.52695846557617
2010-11-17,35.23088836669922
2010-11-18,35.841529846191406
2010-11-19,35.4344367980957
2010-11-22,35.4344367980957
2010-11-23,34.796051025390625
2010-11-24,35.166133880615234
2010-11-26,34.78895950317383
2010-11-29,34.90017318725586
2010-11-30,34.668495178222656
2010-12-01,35.13185119628906
2010-12-02,35.419132232666016
2010-12-03,35.335731506347656
2010-12-06,35.24306106567383
2010-12-07,35.15038299560547
2010-12-08,35.53034973144531
2010-12-09,35.65083312988281
2010-12-10,35.92881393432617
2010-12-13,35.87321472167969
2010-12-14,35.71567916870117
2010-12-15,35.60447311401367
2010-12-16,35.808349609375
2010-12-17,35.817623138427734
2010-12-20,35.956634521484375
2010-12-21,36.12344741821289
2010-12-22,36.327308654785156
2010-12-23,36.12344741821289
2010-12-27,36.308780670166016
2010-12-28,36.15122985839844
2010-12-29,36.141971588134766
2010-12-30,36.086341857910156
2010-12-31,36.058555603027344
2011-01-03,36.512657165527344
2011-01-04,36.419986724853516
2011-01-05,36.71652603149414
2011-01-06,36.83701705932617
2011-01-07,37.0501594543457
2011-01-10,37.07796096801758
2011-01-11,37.17061233520508
2011-01-12,37.810062408447266
2011-01-13,37.50425338745117
2011-01-14,37.39303207397461
2011-01-18,37.47644805908203
2011-01-19,36.88334274291992
2011-01-20,37.105743408203125
2011-01-21,37.28182601928711
2011-01-24,37.522762298583984
2011-01-25,37.71738815307617
2011-01-26,37.430084228515625
2011-01-27,37.71738815307617
2011-01-28,37.031620025634766
2011-01-31,37.11501693725586
2011-02-01,38.24562454223633
2011-02-02,38.2641487121582
2011-02-03,38.254878997802734
2011-02-04,38.3660774230957
2011-02-07,40.09904098510742
2011-02-08,39.87663269042969
2011-02-09,39.84883499145508
2011-02-10,39.84883499145508
2011-02-11,39.87663269042969
2011-02-14,39.9137077331543
2011-02-15,39.84883499145508
2011-02-16,39.97858428955078
2011-02-17,40.071231842041016
2011-02-18,40.0248908996582
2011-02-22,39.728370666503906
2011-02-23,39.737640380859375
2011-02-24,39.691307067871094
2011-02-25,39.82402038574219
2011-02-28,40.139549255371094
2011-03-01,39.59198760986328
2011-03-02,39.47133255004883
2011-03-03,39.93538284301758
2011-03-04,39.69409942626953
2011-03-07,39.33213424682617
2011-03-08,39.851863861083984
2011-03-09,39.68480682373047
2011-03-10,38.803131103515625
2011-03-11,38.951622009277344
2011-03-14,38.7659912109375
2011-03-15,38.55255126953125
2011-03-16,38.41332244873047
2011-03-17,38.84022903442383
2011-03-18,39.10940170288086
2011-03-21,39.851863861083984
2011-03-22,39.90753936767578
2011-03-23,39.861148834228516
2011-03-24,39.90753936767578
2011-03-25,39.944664001464844
2011-03-28,39.60125732421875
2011-03-29,39.90753936767578
2011-03-30,39.93538284301758
2011-03-31,39.99106979370117
2011-04-01,40.380863189697266
2011-04-04,40.52935028076172
2011-04-05,40.278770446777344
2011-04-06,40.52935028076172
2011-04-07,40.223079681396484
2011-04-08,39.90753936767578
2011-04-11,39.92609786987305
2011-04-12,39.45278549194336
2011-04-13,39.33213424682617
2011-04-14,39.17435073852539
2011-04-15,39.42493438720703
2011-04-18,39.081546783447266
2011-04-19,39.09082794189453
2011-04-20,39.74977111816406
2011-04-21,40.16740417480469
2011-04-25,40.02818298339844
2011-04-26,40.11172103881836
2011-04-27,40.176692962646484
2011-04-28,40.891300201416016
2011-04-29,41.07692337036133
2011-05-02,39.93538284301758
2011-05-03,39.42493438720703
2011-05-04,39.22075271606445
2011-05-05,38.589664459228516
2011-05-06,38.71958541870117
2011-05-09,38.803131103515625
2011-05-10,39.13722229003906
2011-05-11,38.571109771728516
2011-05-12,38.914493560791016
2011-05-13,38.654624938964844
2011-05-16,38.53396987915039
2011-05-17,38.62677764892578
2011-05-18,38.923744201660156
2011-05-19,39.05370330810547
2011-05-20,38.7381591796875
2011-05-23,38.58036422729492
2011-05-24,38.58036422729492
2011-05-25,38.691734313964844
2011-05-26,38.97016906738281
2011-05-27,38.88930892944336
2011-05-31,39.05662155151367
2011-06-01,38.3409309387207
2011-06-02,38.591880798339844
2011-06-03,38.39669418334961
2011-06-06,38.052772521972656
2011-06-07,37.997005462646484
2011-06-08,37.94124984741211
2011-06-09,38.26655197143555
2011-06-10,37.829715728759766
2011-06-13,37.83900451660156
2011-06-14,38.136436462402344
2011-06-15,37.457916259765625
2011-06-16,37.40215301513672
2011-06-17,37.699588775634766
2011-06-20,37.95984649658203
2011-06-21,38.480342864990234
2011-06-22,38.48963928222656
2011-06-23,38.433876037597656
2011-06-24,37.913360595703125
2011-06-27,38.303741455078125
2011-06-28,38.78707504272461
2011-06-29,39.16816711425781
2011-06-30,39.12169647216797
2011-07-01,39.149566650390625
2011-07-05,38.98225402832031
2011-07-06,39.177452087402344
2011-07-07,39.62359619140625
2011-07-08,39.37264633178711
2011-07-11,38.35021209716797
2011-07-12,38.40599822998047
2011-07-13,38.36880111694336
2011-07-14,37.93195343017578
2011-07-15,37.894771575927734
2011-07-18,37.28131866455078
2011-07-19,37.746063232421875
2011-07-20,37.61592483520508
2011-07-21,38.16431427001953
2011-07-22,38.015594482421875
2011-07-25,37.75534439086914
2011-07-26,37.56016159057617
2011-07-27,37.290611267089844
2011-07-28,37.20695114135742
2011-07-29,37.05823516845703
2011-08-01,36.35184097290039
2011-08-02,35.53390121459961
2011-08-03,35.62684631347656
2011-08-04,34.86467742919922
2011-08-05,34.929752349853516
2011-08-08,32.86629867553711
2011-08-09,33.88873291015625
2011-08-10,32.10411834716797
2011-08-11,33.935203552246094
2011-08-12,33.70282745361328
2011-08-15,34.47429275512695
2011-08-16,34.24192428588867
2011-08-17,34.32558059692383
2011-08-18,33.05220413208008
2011-08-19,32.76405334472656
2011-08-22,32.661808013916016
2011-08-23,33.210208892822266
2011-08-24,33.591278076171875
2011-08-25,33.05220413208008
2011-08-26,33.349632263183594
2011-08-29,34.53934860229492
2011-08-30,34.51422119140625
2011-08-31,35.02629089355469
2011-09-01,34.337318420410156
2011-09-02,33.58316421508789
2011-09-06,33.10832977294922
2011-09-07,34.38387680053711
2011-09-08,33.936981201171875
2011-09-09,33.480743408203125
2011-09-12,33.83455276489258
2011-09-13,33.95559310913086
2011-09-14,34.281471252441406
2011-09-15,34.85870361328125
2011-09-16,34.97974395751953
2011-09-19,34.45836639404297
2011-09-20,34.4211311340332
2011-09-21,32.84764099121094
2011-09-22,31.89794158935547
2011-09-23,32.0283088684082
2011-09-26,32.9965934753418
2011-09-27,33.06177520751953
2011-09-28,32.23313903808594
2011-09-29,32.80107498168945
2011-09-30,32.167972564697266
2011-10-03,31.19036293029785
2011-10-04,31.758285522460938
2011-10-05,32.5776252746582
2011-10-06,32.96866989135742
2011-10-07,32.27969741821289
2011-10-10,33.60179901123047
2011-10-11,33.52729034423828
2011-10-12,33.59247970581055
2011-10-13,33.490055084228516
2011-10-14,34.03937911987305
2011-10-17,33.08039474487305
2011-10-18,34.300079345703125
2011-10-19,33.92765808105469
2011-10-20,34.93318557739258
2011-10-21,35.994606018066406
2011-10-24,36.6556510925293
2011-10-25,36.07838821411133
2011-10-26,36.7580680847168
2011-10-27,38.56431579589844
2011-10-28,38.4339714050293
2011-10-31,36.962894439697266
2011-11-01,35.52906799316406
2011-11-02,36.20875549316406
2011-11-03,36.64634704589844
2011-11-04,36.571868896484375
2011-11-07,36.73945999145508
2011-11-08,37.11186599731445
2011-11-09,35.68735122680664
2011-11-10,36.02254104614258
2011-11-11,36.77668762207031
2011-11-14,36.24598693847656
2011-11-15,36.543907165527344
2011-11-16,35.780460357666016
2011-11-17,35.128726959228516
2011-11-18,35.54768371582031
2011-11-21,34.625953674316406
2011-11-22,34.365264892578125
2011-11-23,33.350406646728516
2011-11-25,33.43715286254883
2011-11-28,34.21128463745117
2011-11-29,34.22993850708008
2011-11-30,35.843502044677734
2011-12-01,35.75022888183594
2011-12-02,35.67560577392578
2011-12-05,36.32849884033203
2011-12-06,36.50572204589844
2011-12-07,36.51504135131836
2011-12-08,35.28388977050781
2011-12-09,35.98341369628906
2011-12-12,35.218589782714844
2011-12-13,34.873504638671875
2011-12-14,34.78022003173828
2011-12-15,34.68696212768555
2011-12-16,34.47243118286133
2011-12-19,34.07136535644531
2011-12-20,34.93877029418945
2011-12-21,35.19993591308594
2011-12-22,35.36781692504883
2011-12-23,35.64762878417969
2011-12-27,35.535709381103516
2011-12-28,35.02272033691406
2011-12-29,35.36781692504883
2011-12-30,35.11601257324219
2012-01-03,35.88080978393555
2012-01-04,35.44243240356445
2012-01-05,35.48908233642578
2012-01-06,35.1812858581543
2012-01-09,35.293209075927734
2012-01-10,35.890140533447266
2012-01-11,35.75954818725586
2012-01-12,35.92744445800781
2012-01-13,35.65696716308594
2012-01-17,35.47041702270508
2012-01-18,35.796852111816406
2012-01-19,35.936763763427734
2012-01-20,35.96474075317383
2012-01-23,36.31919479370117
2012-01-24,35.852813720703125
2012-01-25,35.61031723022461
2012-01-26,35.395809173583984
2012-01-27,35.09735107421875
2012-01-30,34.80820083618164
2012-01-31,34.79887771606445
2012-02-01,35.30253982543945
2012-02-02,35.44243240356445
2012-02-03,36.01139450073242
2012-02-06,35.796852111816406
2012-02-07,35.7782096862793
2012-02-08,35.89945602416992
2012-02-09,35.628990173339844
2012-02-10,35.535709381103516
2012-02-13,35.83417892456055
2012-02-14,35.58234405517578
2012-02-15,35.06003952026367
2012-02-16,35.507728576660156
2012-02-17,35.72224426269531
2012-02-21,36.123313903808594
2012-02-22,36.104652404785156
2012-02-23,36.53369903564453
2012-02-24,36.50572204589844
2012-02-27,36.62696838378906
2012-02-28,36.760555267333984
2012-02-29,36.56438446044922
2012-03-01,36.6484489440918
