Date,CMS
2010-11-05,11.466187477111816
2010-11-08,11.385089874267578
2010-11-09,11.291512489318848
2010-11-10,11.19169807434082
2010-11-11,11.197938919067383
2010-11-12,11.129311561584473
2010-11-15,11.216647148132324
2010-11-16,11.05445384979248
2010-11-17,11.104361534118652
2010-11-18,11.197938919067383
2010-11-19,11.123074531555176
2010-11-22,11.24160099029541
2010-11-23,11.148029327392578
2010-11-24,11.22912883758545
2010-11-26,11.154266357421875
2010-11-29,11.172983169555664
2010-11-30,11.21041202545166
2010-12-01,11.360133171081543
2010-12-02,11.509860038757324
2010-12-03,11.615909576416016
2010-12-06,11.622143745422363
2010-12-07,11.484903335571289
2010-12-08,11.553522109985352
2010-12-09,11.634624481201172
2010-12-10,11.703248023986816
2010-12-13,11.784345626831055
2010-12-14,11.809297561645508
2010-12-15,11.74691390991211
2010-12-16,11.85920524597168
2010-12-17,11.9091157913208
2010-12-20,11.94030475616455
2010-12-21,11.946540832519531
2010-12-22,11.94030475616455
2010-12-23,11.952781677246094
2010-12-27,11.815535545349121
2010-12-28,11.703248023986816
2010-12-29,11.709487915039062
2010-12-30,11.703248023986816
2010-12-31,11.603432655334473
2011-01-03,11.703248023986816
2011-01-04,11.72819995880127
2011-01-05,11.697006225585938
2011-01-06,11.67205810546875
2011-01-07,11.79682445526123
2011-01-10,11.690763473510742
2011-01-11,11.690763473510742
2011-01-12,11.765631675720215
2011-01-13,11.815535545349121
2011-01-14,11.852968215942383
2011-01-18,11.94030475616455
2011-01-19,11.852968215942383
2011-01-20,11.927828788757324
2011-01-21,11.934065818786621
2011-01-24,12.09002685546875
2011-01-25,12.189842224121094
2011-01-26,12.177364349365234
2011-01-27,12.245991706848145
2011-01-28,12.065075874328613
2011-01-31,12.164887428283691
2011-02-01,12.295891761779785
2011-02-02,12.239748001098633
2011-02-03,12.23974895477295
2011-02-04,12.201915740966797
2011-02-07,12.29019546508789
2011-02-08,12.17038345336914
2011-02-09,12.037962913513184
2011-02-10,12.1577730178833
2011-02-11,12.151467323303223
2011-02-14,12.189300537109375
2011-02-15,12.271276473999023
2011-02-16,12.353255271911621
2011-02-17,12.315418243408203
2011-02-18,12.372172355651855
2011-02-22,12.220829010009766
2011-02-23,12.201915740966797
2011-02-24,12.01904296875
2011-02-25,12.06318187713623
2011-02-28,12.145162582397461
2011-03-01,12.056875228881836
2011-03-02,12.10732364654541
2011-03-03,12.23974895477295
2011-03-04,12.088411331176758
2011-03-07,12.082101821899414
2011-03-08,12.3595609664917
2011-03-09,12.428923606872559
2011-03-10,12.138853073120117
2011-03-11,12.126243591308594
2011-03-14,12.06318187713623
2011-03-15,11.905536651611328
2011-03-16,11.728972434997559
2011-03-17,11.80463981628418
2011-03-18,11.924458503723145
2011-03-21,12.145162582397461
2011-03-22,12.138853073120117
2011-03-23,12.10732364654541
2011-03-24,12.044267654418945
2011-03-25,12.06318187713623
2011-03-28,12.176692962646484
2011-03-29,12.264968872070312
2011-03-30,12.473071098327637
2011-03-31,12.384781837463379
2011-04-01,12.422615051269531
2011-04-04,12.384781837463379
2011-04-05,12.246052742004395
2011-04-06,12.3784818649292
2011-04-07,12.346949577331543
2011-04-08,12.145162582397461
2011-04-11,11.918150901794434
2011-04-12,11.937065124511719
2011-04-13,11.955981254577637
2011-04-14,12.006429672241211
2011-04-15,12.1577730178833
2011-04-18,11.918150901794434
2011-04-19,12.006429672241211
2011-04-20,12.227139472961426
2011-04-21,12.252360343933105
2011-04-25,12.182994842529297
2011-04-26,11.943371772766113
2011-04-27,12.01904296875
2011-04-28,12.195611000061035
2011-04-29,12.485682487487793
2011-05-02,12.529821395874023
2011-05-03,12.573962211608887
2011-05-04,12.682299613952637
2011-05-05,12.637691497802734
2011-05-06,12.841628074645996
2011-05-09,12.784274101257324
2011-05-10,12.994579315185547
2011-05-11,12.860748291015625
2011-05-12,12.943597793579102
2011-05-13,12.879864692687988
2011-05-16,12.822509765625
2011-05-17,12.797015190124512
2011-05-18,12.848002433776855
2011-05-19,12.949963569641113
2011-05-20,12.924481391906738
2011-05-23,12.707795143127441
2011-05-24,12.599458694458008
2011-05-25,12.637691497802734
2011-05-26,12.59307861328125
2011-05-27,12.554840087890625
2011-05-31,12.707795143127441
2011-06-01,12.516603469848633
2011-06-02,12.618575096130371
2011-06-03,12.580333709716797
2011-06-06,12.471996307373047
2011-06-07,12.414629936218262
2011-06-08,12.478368759155273
2011-06-09,12.433751106262207
2011-06-10,12.401890754699707
2011-06-13,12.331788063049316
2011-06-14,12.471996307373047
2011-06-15,12.408265113830566
2011-06-16,12.382773399353027
2011-06-17,12.542095184326172
2011-06-20,12.516603469848633
2011-06-21,12.580333709716797
2011-06-22,12.471996307373047
2011-06-23,12.331788063049316
2011-06-24,12.427377700805664
2011-06-27,12.471996307373047
2011-06-28,12.567584037780762
2011-06-29,12.573960304260254
2011-06-30,12.548469543457031
2011-07-01,12.81613826751709
2011-07-05,12.701422691345215
2011-07-06,12.771527290344238
2011-07-07,12.784274101257324
2011-07-08,12.784274101257324
2011-07-11,12.59307861328125
2011-07-12,12.59307861328125
2011-07-13,12.618575096130371
2011-07-14,12.573960304260254
2011-07-15,12.554840087890625
2011-07-18,12.389144897460938
2011-07-19,12.516603469848633
2011-07-20,12.618575096130371
2011-07-21,12.758779525756836
2011-07-22,12.701422691345215
2011-07-25,12.7778959274292
2011-07-26,12.688677787780762
2011-07-27,12.49748706817627
2011-07-28,12.389144897460938
2011-07-29,12.197952270507812
2011-08-01,12.401890754699707
2011-08-02,12.06412124633789
2011-08-03,12.057672500610352
2011-08-04,11.587224006652832
2011-08-05,11.774118423461914
2011-08-08,11.0587739944458
2011-08-09,11.606559753417969
2011-08-10,11.432560920715332
2011-08-11,11.909452438354492
2011-08-12,11.754781723022461
2011-08-15,12.180123329162598
2011-08-16,12.16723346710205
2011-08-17,12.263900756835938
2011-08-18,12.244564056396484
2011-08-19,12.16723346710205
2011-08-22,12.012563705444336
2011-08-23,12.360568046569824
2011-08-24,12.586127281188965
2011-08-25,12.347678184509277
2011-08-26,12.392791748046875
2011-08-29,12.650568962097168
2011-08-30,12.553900718688965
2011-08-31,12.695680618286133
2011-09-01,12.560344696044922
2011-09-02,12.437899589538574
2011-09-06,12.270344734191895
2011-09-07,12.405679702758789
2011-09-08,12.444347381591797
2011-09-09,12.12211799621582
2011-09-12,12.283233642578125
2011-09-13,12.495906829833984
2011-09-14,12.676348686218262
2011-09-15,12.979238510131836
2011-09-16,13.088797569274902
2011-09-19,13.056573867797852
2011-09-20,13.191909790039062
2011-09-21,12.927688598632812
2011-09-22,12.566788673400879
2011-09-23,12.669903755187988
2011-09-26,12.71501350402832
2011-09-27,12.895461082458496
2011-09-28,12.631237030029297
2011-09-29,12.753680229187012
2011-09-30,12.753680229187012
2011-10-03,12.360568046569824
2011-10-04,12.437899589538574
2011-10-05,12.560344696044922
2011-10-06,12.72145938873291
2011-10-07,12.7730131149292
2011-10-10,13.037237167358398
2011-10-11,12.869684219360352
2011-10-12,12.921238899230957
2011-10-13,12.940567970275879
2011-10-14,13.198354721069336
2011-10-17,13.127467155456543
2011-10-18,13.211243629455566
2011-10-19,13.20479965209961
2011-10-20,13.35302448272705
2011-10-21,13.514132499694824
2011-10-24,13.578579902648926
2011-10-25,13.365911483764648
2011-10-26,13.436802864074707
2011-10-27,13.778359413146973
2011-10-28,13.604355812072754
2011-10-31,13.41746711730957
2011-11-01,13.063018798828125
2011-11-02,13.258376121520996
2011-11-03,13.47978401184082
2011-11-04,13.408153533935547
2011-11-07,13.50583267211914
2011-11-08,13.681652069091797
2011-11-09,13.336524963378906
2011-11-10,13.518856048583984
2011-11-11,13.811896324157715
2011-11-14,13.544899940490723
2011-11-15,13.616537094116211
2011-11-16,13.382109642028809
2011-11-17,13.375593185424805
2011-11-18,13.596999168395996
2011-11-21,13.29744815826416
2011-11-22,13.036970138549805
2011-11-23,12.783005714416504
2011-11-25,12.835100173950195
2011-11-28,13.036970138549805
2011-11-29,13.284424781799316
2011-11-30,13.623050689697266
2011-12-01,13.753286361694336
2011-12-02,13.538392066955566
2011-12-05,13.544899940490723
2011-12-06,13.59049129486084
2011-12-07,13.610021591186523
2011-12-08,13.369083404541016
2011-12-09,13.512350082397461
2011-12-12,13.421175003051758
2011-12-13,13.486292839050293
2011-12-14,13.362570762634277
2011-12-15,13.557929992675781
2011-12-16,13.59049129486084
2011-12-19,13.512350082397461
2011-12-20,13.903061866760254
2011-12-21,14.163543701171875
2011-12-22,14.150518417358398
2011-12-23,14.33936595916748
2011-12-27,14.469603538513184
2011-12-28,14.43052864074707
2011-12-29,14.554264068603516
2011-12-30,14.378442764282227
2012-01-03,14.209128379821777
2012-01-04,14.098421096801758
2012-01-05,14.215641975402832
2012-01-06,14.08539867401123
2012-01-09,14.150518417358398
2012-01-10,14.163543701171875
2012-01-11,14.098421096801758
2012-01-12,14.137495994567871
2012-01-13,14.267733573913574
2012-01-17,14.163543701171875
2012-01-18,14.176568031311035
2012-01-19,13.968178749084473
2012-01-20,13.987716674804688
2012-01-23,14.130987167358398
2012-01-24,14.072380065917969
2012-01-25,14.437047004699707
2012-01-26,14.528212547302246
2012-01-27,14.384949684143066
2012-01-30,14.189591407775879
2012-01-31,14.215641975402832
2012-02-01,14.345879554748535
2012-02-02,14.352388381958008
2012-02-03,14.345879554748535
2012-02-06,14.196107864379883
2012-02-07,14.267733573913574
2012-02-08,14.326992988586426
2012-02-09,14.320403099060059
2012-02-10,14.2413969039917
2012-02-13,14.188728332519531
2012-02-14,14.228230476379395
2012-02-15,14.195310592651367
2012-02-16,14.267733573913574
2012-02-17,14.182144165039062
2012-02-21,14.188728332519531
2012-02-22,14.168971061706543
2012-02-23,14.136051177978516
2012-02-24,14.274314880371094
2012-02-27,14.234814643859863
2012-02-28,14.122886657714844
2012-02-29,14.096549034118652
2012-03-01,14.043879508972168
2012-03-02,14.096549034118652
2012-03-05,14.195310592651367
2012-03-06,14.096549034118652
2012-03-07,14.208475112915039
2012-03-08,14.280900955200195
2012-03-09,14.412583351135254
2012-03-12,14.583765029907227
2012-03-13,14.577184677124023
2012-03-14,14.373085021972656
2012-03-15,14.386246681213379
2012-03-16,14.25456714630127
2012-03-19,14.234814643859863
2012-03-20,14.346746444702148
2012-03-21,14.359914779663086
2012-03-22,14.36649227142334
2012-03-23,14.42574691772461
2012-03-26,14.504764556884766
2012-03-27,14.471839904785156
2012-03-28,14.386246681213379
2012-03-29,14.42574691772461
2012-03-30,14.485013008117676
2012-04-02,14.68252944946289
2012-04-03,14.735200881958008
2012-04-04,14.623273849487305
2012-04-05,14.577184677124023
2012-04-09,14.550849914550781
2012-04-10,14.234814643859863
2012-04-11,14.168971061706543
2012-04-12,14.175554275512695
2012-04-13,14.182144165039062
2012-04-16,14.412583351135254
2012-04-17,14.471839904785156
2012-04-18,14.524518966674805
2012-04-19,14.511347770690918
2012-04-20,14.68252944946289
2012-04-23,14.557433128356934
2012-04-24,14.643028259277344
2012-04-25,14.695700645446777
2012-04-26,14.939315795898438
2012-04-27,15.031487464904785
2012-04-30,15.136836051940918
2012-05-01,15.301434516906738
2012-05-02,15.041975021362305
2012-05-03,15.028670310974121
2012-05-04,14.948837280273438
2012-05-07,14.92888355255127
2012-05-08,15.04863166809082
2012-05-09,14.948837280273438
2012-05-10,15.234911918640137
2012-05-11,15.19499683380127
2012-05-14,15.141775131225586
2012-05-15,14.975447654724121
2012-05-16,15.155076026916504
2012-05-17,15.101849555969238
2012-05-18,15.088546752929688
2012-05-21,15.181686401367188
2012-05-22,15.334705352783203
2012-05-23,15.228256225585938
2012-05-24,15.348007202148438
2012-05-25,15.381269454956055
2012-05-29,15.487720489501953
2012-05-30,15.281479835510254
2012-05-31,15.501016616821289
2012-06-01,15.348007202148438
2012-06-04,15.367963790893555
2012-06-05,15.474407196044922
2012-06-06,15.487720489501953
2012-06-07,15.547592163085938
2012-06-08,15.673992156982422
2012-06-11,15.620774269104004
2012-06-12,15.580852508544922
2012-06-13,15.620774269104004
2012-06-14,15.740522384643555
2012-06-15,15.793745040893555
2012-06-18,15.880233764648438
2012-06-19,15.800397872924805
2012-06-20,15.634077072143555
2012-06-21,15.48106575012207
2012-06-22,15.461103439331055
2012-06-25,15.381269454956055
2012-06-26,15.407883644104004
2012-06-27,15.527633666992188
2012-06-28,15.520975112915039
2012-06-29,15.634077072143555
2012-07-02,15.693949699401855
2012-07-03,15.727219581604004
2012-07-05,15.707256317138672
2012-07-06,15.753822326660156
2012-07-09,15.707256317138672
2012-07-10,15.767135620117188
2012-07-11,15.773787498474121
2012-07-12,15.840313911437988
2012-07-13,16.179607391357422
2012-07-16,16.152997970581055
2012-07-17,16.246139526367188
2012-07-18,16.306011199951172
2012-07-19,16.25278663635254
2012-07-20,16.325969696044922
2012-07-23,16.226177215576172
2012-07-24,16.046552658081055
2012-07-25,15.993325233459473
2012-07-26,16.319324493408203
2012-07-27,16.498937606811523
2012-07-30,16.50558853149414
2012-07-31,16.405807495117188
2012-08-01,16.237852096557617
2012-08-02,16.076610565185547
2012-08-03,16.25127410888672
2012-08-06,16.237852096557617
2012-08-07,16.04302406311035
2012-08-08,16.04973602294922
2012-08-09,15.935525894165039
2012-08-10,16.04973602294922
2012-08-13,15.96239948272705
2012-08-14,15.935525894165039
2012-08-15,15.787725448608398
2012-08-16,15.740703582763672
2012-08-17,15.707112312316895
2012-08-20,15.727263450622559
2012-08-21,15.532438278198242
2012-08-22,15.471976280212402
2012-08-23,15.250276565551758
2012-08-24,15.35776424407959
2012-08-27,15.398075103759766
2012-08-28,15.431669235229492
2012-08-29,15.48541259765625
2012-08-30,15.411513328552246
2012-08-31,15.498848915100098
2012-09-04,15.619778633117676
2012-09-05,15.552592277526855
2012-09-06,15.720550537109375
2012-09-07,15.680244445800781
2012-09-10,15.707112312316895
2012-09-11,15.639935493469238
2012-09-12,15.592902183532715
2012-09-13,15.77429485321045
2012-09-14,15.5794677734375
2012-09-17,15.411513328552246
2012-09-18,15.512286186218262
2012-09-19,15.48541259765625
2012-09-20,15.46526050567627
2012-09-21,15.54587459564209
2012-09-24,15.740703582763672
2012-09-25,15.693675994873047
2012-09-26,15.841476440429688
2012-09-27,15.707112312316895
2012-09-28,15.821322441101074
2012-10-01,15.740703582763672
2012-10-02,15.834754943847656
2012-10-03,15.88178539276123
2012-10-04,16.022865295410156
2012-10-05,16.002714157104492
2012-10-08,16.009428024291992
2012-10-09,16.029586791992188
2012-10-10,15.94225025177002
2012-10-11,16.036298751831055
2012-10-12,15.901932716369629
2012-10-15,15.99599552154541
2012-10-16,16.016149520874023
2012-10-17,16.237852096557617
2012-10-18,16.338623046875
2012-10-19,16.32518196105957
2012-10-22,16.25800323486328
2012-10-23,16.103485107421875
2012-10-24,16.04302406311035
2012-10-25,16.264720916748047
2012-10-26,16.271440505981445
2012-10-31,16.50213623046875
2012-11-01,16.420711517333984
2012-11-02,16.271438598632812
2012-11-05,16.00680923461914
2012-11-06,16.047521591186523
2012-11-07,15.708246231079102
2012-11-08,15.660750389099121
2012-11-09,15.606467247009277
2012-11-12,15.463973999023438
2012-11-13,15.59289836883545
2012-11-14,15.545400619506836
2012-11-15,15.463973999023438
2012-11-16,15.75574779510498
2012-11-19,15.78288745880127
2012-11-20,15.938952445983887
2012-11-21,15.95252513885498
2012-11-23,15.959306716918945
2012-11-26,16.169660568237305
2012-11-27,16.25107765197754
2012-11-28,16.33930206298828
2012-11-29,16.441072463989258
2012-11-30,16.576780319213867
2012-12-03,16.488569259643555
2012-12-04,16.54285430908203
2012-12-05,16.712491989135742
2012-12-06,16.75320816040039
2012-12-07,16.739635467529297
2012-12-10,16.75998878479004
2012-12-11,16.678564071655273
2012-12-12,16.597139358520508
2012-12-13,16.569997787475586
2012-12-14,16.30536651611328
2012-12-17,16.644636154174805
2012-12-18,16.678564071655273
2012-12-19,16.664995193481445
2012-12-20,16.70570182800293
2012-12-21,16.65142059326172
2012-12-24,16.631065368652344
2012-12-26,16.529277801513672
2012-12-27,16.447856903076172
2012-12-28,16.318937301635742
2012-12-31,16.54285430908203
2013-01-02,16.83462142944336
2013-01-03,16.88212776184082
2013-01-04,17.03139877319336
2013-01-07,16.827844619750977
2013-01-08,16.800701141357422
2013-01-09,16.83462142944336
2013-01-10,16.92962646484375
2013-01-11,16.88890838623047
2013-01-14,16.909265518188477
2013-01-15,16.922836303710938
2013-01-16,16.807485580444336
2013-01-17,16.902482986450195
2013-01-18,17.02461814880371
2013-01-22,17.228181838989258
2013-01-23,17.08568572998047
2013-01-24,17.153541564941406
2013-01-25,17.119617462158203
2013-01-28,17.139972686767578
2013-01-29,17.336746215820312
2013-01-30,17.411386489868164
2013-01-31,17.438535690307617
2013-02-01,17.52674102783203
2013-02-04,17.4792423248291
2013-02-05,17.553882598876953
2013-02-06,17.59157371520996
2013-02-07,17.577871322631836
2013-02-08,17.584720611572266
2013-02-11,17.59157371520996
2013-02-12,17.70807647705078
2013-02-13,17.721778869628906
2013-02-14,17.646400451660156
2013-02-15,17.660097122192383
2013-02-19,17.87939453125
2013-02-20,17.851985931396484
2013-02-21,17.899959564208984
2013-02-22,18.091842651367188
2013-02-25,17.906808853149414
2013-02-26,17.94108009338379
2013-02-27,18.07813262939453
2013-02-28,18.235754013061523
2013-03-01,18.12611198425293
2013-03-04,18.420787811279297
2013-03-05,18.503023147583008
2013-03-06,18.427637100219727
2013-03-07,18.400224685668945
2013-03-08,18.557846069335938
2013-03-11,18.626379013061523
2013-03-12,18.482458114624023
2013-03-13,18.578399658203125
2013-03-14,18.74287223815918
2013-03-15,18.804548263549805
2013-03-18,18.64008331298828
2013-03-19,18.564695358276367
2013-03-20,18.68804931640625
2013-03-21,18.592113494873047
2013-03-22,18.729167938232422
2013-03-25,18.646930694580078
2013-03-26,18.74287223815918
2013-03-27,18.8114070892334
2013-03-28,19.147205352783203
2013-04-01,19.051258087158203
2013-04-02,19.08552360534668
2013-04-03,19.04440689086914
2013-04-04,19.28425407409668
2013-04-05,19.33222007751465
2013-04-08,19.46928596496582
2013-04-09,19.35964012145996
2013-04-10,19.51040267944336
2013-04-11,19.496702194213867
2013-04-12,19.688587188720703
2013-04-15,19.38705825805664
2013-04-16,19.66117286682129
2013-04-17,19.551523208618164
2013-04-18,19.640615463256836
2013-04-19,19.93528938293457
2013-04-22,19.91472816467285
2013-04-23,19.873619079589844
2013-04-24,19.99696922302246
2013-04-25,20.0380859375
2013-04-26,20.16829490661621
2013-04-29,20.38758087158203
2013-04-30,20.517791748046875
2013-05-01,20.355369567871094
2013-05-02,20.272428512573242
2013-05-03,20.31389808654785
2013-05-06,20.023595809936523
2013-05-07,20.237869262695312
2013-05-08,20.03050994873047
2013-05-09,19.6088924407959
2013-05-10,19.64344596862793
2013-05-13,19.601974487304688
2013-05-14,19.77476692199707
2013-05-15,20.00977325439453
2013-05-16,19.809329986572266
2013-05-17,20.113449096679688
2013-05-20,20.016685485839844
2013-05-21,19.913009643554688
2013-05-22,19.581235885620117
2013-05-23,19.31859016418457
2013-05-24,19.028291702270508
2013-05-28,19.02138328552246
2013-05-29,18.724166870117188
2013-05-30,18.79328727722168
2013-05-31,18.627408981323242
2013-06-03,18.648136138916016
2013-06-04,18.406225204467773
2013-06-05,18.205780029296875
2013-06-06,18.613584518432617
2013-06-07,18.689613342285156
2013-06-10,18.765644073486328
2013-06-11,18.634319305419922
2013-06-12,18.3302001953125
2013-06-13,18.800201416015625
2013-06-14,18.93844223022461
2013-06-17,18.93844223022461
2013-06-18,19.055938720703125
2013-06-19,18.558284759521484
2013-06-20,17.93621826171875
2013-06-21,18.24725341796875
2013-06-24,18.385494232177734
2013-06-25,18.66196632385254
2013-06-26,18.95917510986328
2013-06-27,19.02138328552246
2013-06-28,18.779460906982422
2013-07-01,18.406225204467773
2013-07-02,18.447694778442383
2013-07-03,18.392406463623047
2013-07-05,18.454607009887695
2013-07-08,18.77254867553711
2013-07-09,18.97300148010254
2013-07-10,19.03520393371582
2013-07-11,19.201086044311523
2013-07-12,19.2978458404541
2013-07-15,19.512115478515625
2013-07-16,19.43608856201172
2013-07-17,19.42917823791504
2013-07-18,19.67108726501465
2013-07-19,19.684921264648438
2013-07-22,19.601974487304688
2013-07-23,19.622709274291992
2013-07-24,19.339323043823242
2013-07-25,19.498291015625
2013-07-26,19.49139404296875
2013-07-29,19.546682357788086
2013-07-30,19.678007125854492
2013-07-31,19.521080017089844
2013-08-01,19.848867416381836
2013-08-02,19.89072036743164
2013-08-05,19.625690460205078
2013-08-06,19.451337814331055
2013-08-07,19.542007446289062
2013-08-08,19.681495666503906
2013-08-09,19.50015640258789
2013-08-12,19.458314895629883
2013-08-13,19.249088287353516
2013-08-14,19.081701278686523
2013-08-15,18.774829864501953
2013-08-16,18.739961624145508
2013-08-19,18.656269073486328
2013-08-20,18.830629348754883
2013-08-21,18.579553604125977
2013-08-22,18.656269073486328
2013-08-23,18.788780212402344
2013-08-26,18.6004695892334
2013-08-27,18.55165672302246
2013-08-28,18.607452392578125
2013-08-29,18.509803771972656
2013-08-30,18.502832412719727
2013-09-03,18.244792938232422
2013-09-04,18.133197784423828
2013-09-05,18.035554885864258
2013-09-06,18.119253158569336
2013-09-09,18.091346740722656
2013-09-10,18.20991325378418
2013-09-11,18.126224517822266
2013-09-12,18.070425033569336
2013-09-13,18.265705108642578
2013-09-16,18.216882705688477
