Date,ICE
2010-01-04,19.43743324279785
2010-01-05,18.705543518066406
2010-01-06,18.12863540649414
2010-01-07,18.622882843017578
2010-01-08,18.681432723999023
2010-01-11,18.68488311767578
2010-01-12,18.207847595214844
2010-01-13,18.5333251953125
2010-01-14,18.87602996826172
2010-01-15,18.431726455688477
2010-01-19,18.784757614135742
2010-01-20,18.536775588989258
2010-01-21,17.834150314331055
2010-01-22,17.248641967773438
2010-01-25,17.3795166015625
2010-01-26,16.41341781616211
2010-01-27,16.71478271484375
2010-01-28,16.418582916259766
2010-01-29,16.442691802978516
2010-02-01,16.864612579345703
2010-02-02,17.055763244628906
2010-02-03,17.18836212158203
2010-02-04,16.458194732666016
2010-02-05,16.95760154724121
2010-02-08,16.71134376525879
2010-02-09,17.0264892578125
2010-02-10,16.47713851928711
2010-02-11,17.13325309753418
2010-02-12,17.308910369873047
2010-02-16,17.93747329711914
2010-02-17,17.705005645751953
2010-02-18,17.62750244140625
2010-02-19,17.82382583618164
2010-02-22,17.696382522583008
2010-02-23,17.596508026123047
2010-02-24,17.944366455078125
2010-02-25,18.09764289855957
2010-02-26,18.47650146484375
2010-03-01,18.61426544189453
2010-03-02,18.63149070739746
2010-03-03,18.48512077331543
2010-03-04,18.762374877929688
2010-03-05,18.846752166748047
2010-03-08,18.9810791015625
2010-03-09,18.89325523376465
2010-03-10,18.943195343017578
2010-03-11,19.22906494140625
2010-03-12,18.982797622680664
2010-03-15,18.75204086303711
2010-03-16,18.721038818359375
2010-03-17,18.848480224609375
2010-03-18,18.863977432250977
2010-03-19,18.617713928222656
2010-03-22,18.922536849975586
2010-03-23,18.917362213134766
2010-03-24,19.02757453918457
2010-03-25,18.92597007751465
2010-03-26,19.129188537597656
2010-03-29,19.177398681640625
2010-03-30,19.00518798828125
2010-03-31,19.318618774414062
2010-04-01,19.40471649169922
2010-04-05,19.010358810424805
2010-04-06,18.438615798950195
2010-04-07,18.28362274169922
2010-04-08,18.431726455688477
2010-04-09,18.433448791503906
2010-04-12,18.698650360107422
2010-04-13,18.757205963134766
2010-04-14,19.06029510498047
2010-04-15,19.227338790893555
2010-04-16,18.514389038085938
2010-04-19,18.846752166748047
2010-04-20,19.359943389892578
2010-04-21,19.265222549438477
2010-04-22,20.121116638183594
2010-04-23,20.36565589904785
2010-04-26,20.713525772094727
2010-04-27,19.945457458496094
2010-04-28,20.053953170776367
2010-04-29,20.462093353271484
2010-04-30,20.084949493408203
2010-05-03,20.124557495117188
2010-05-04,19.53388023376465
2010-05-05,20.482763290405273
2010-05-06,20.155553817749023
2010-05-07,19.74913215637207
2010-05-10,21.249099731445312
2010-05-11,20.739355087280273
2010-05-12,21.109615325927734
2010-05-13,20.995939254760742
2010-05-14,20.353605270385742
2010-05-17,20.55508804321289
2010-05-18,19.7508602142334
2010-05-19,19.635482788085938
2010-05-20,18.860532760620117
2010-05-21,19.819746017456055
2010-05-24,19.663034439086914
2010-05-25,19.614818572998047
2010-05-26,19.4770450592041
2010-05-27,20.208946228027344
2010-05-28,19.99884033203125
2010-06-01,19.947185516357422
2010-06-02,20.90639877319336
2010-06-03,20.87540054321289
2010-06-04,20.303651809692383
2010-06-07,20.14350128173828
2010-06-08,19.988513946533203
2010-06-09,19.766368865966797
2010-06-10,20.487924575805664
2010-06-11,21.25253677368164
2010-06-14,21.168161392211914
2010-06-15,21.22498893737793
2010-06-16,21.860441207885742
2010-06-17,21.066556930541992
2010-06-18,21.039003372192383
2010-06-21,20.92017936706543
2010-06-22,20.56369400024414
2010-06-23,20.23822021484375
2010-06-24,19.721580505371094
2010-06-25,20.382877349853516
2010-06-28,20.320884704589844
2010-06-29,19.611371994018555
2010-06-30,19.464990615844727
2010-07-01,19.396102905273438
2010-07-02,18.293954849243164
2010-07-06,17.894428253173828
2010-07-07,18.38867950439453
2010-07-08,18.479948043823242
2010-07-09,18.36456298828125
2010-07-12,18.35940170288086
2010-07-13,18.59876823425293
2010-07-14,18.23713493347168
2010-07-15,18.17340660095215
2010-07-16,17.486291885375977
2010-07-19,17.718774795532227
2010-07-20,18.519548416137695
2010-07-21,17.975370407104492
2010-07-22,18.34389877319336
2010-07-23,18.660770416259766
2010-07-26,18.59876823425293
2010-07-27,18.461002349853516
2010-07-28,18.36628532409668
2010-07-29,18.335285186767578
2010-07-30,18.188905715942383
2010-08-02,18.708988189697266
2010-08-03,18.497163772583008
2010-08-04,18.9965763092041
2010-08-05,18.76409339904785
2010-08-06,18.483388900756836
2010-08-09,18.691770553588867
2010-08-10,18.29740333557129
2010-08-11,17.56894874572754
2010-08-12,17.308910369873047
2010-08-13,16.61146354675293
2010-08-16,16.912826538085938
2010-08-17,17.205583572387695
2010-08-18,17.167694091796875
2010-08-19,16.776779174804688
2010-08-20,16.71306037902832
2010-08-23,16.614906311035156
2010-08-24,16.17404556274414
2010-08-25,16.46851921081543
2010-08-26,16.47713851928711
2010-08-27,16.763002395629883
2010-08-30,16.260149002075195
2010-08-31,16.45646095275879
2010-09-01,17.11948013305664
2010-09-02,17.333026885986328
2010-09-03,17.62233543395996
2010-09-07,17.7807674407959
2010-09-08,17.925426483154297
2010-09-09,17.977088928222656
2010-09-10,18.17168426513672
2010-09-13,18.467891693115234
2010-09-14,18.33011817932129
2010-09-15,18.454113006591797
2010-09-16,18.2922420501709
2010-09-17,18.07525062561035
2010-09-20,18.070083618164062
2010-09-21,17.822105407714844
2010-09-22,17.71188735961914
2010-09-23,17.405357360839844
2010-09-24,18.001197814941406
2010-09-27,18.094196319580078
2010-09-28,18.2268009185791
2010-09-29,18.121749877929688
2010-09-30,18.033926010131836
2010-10-01,18.349063873291016
2010-10-04,18.48855972290039
2010-10-05,19.167068481445312
2010-10-06,19.079242706298828
2010-10-07,19.18428611755371
2010-10-08,19.3496150970459
2010-10-11,19.2841739654541
2010-10-12,19.50115966796875
2010-10-13,19.449491500854492
2010-10-14,19.451208114624023
2010-10-15,19.804244995117188
2010-10-18,20.112503051757812
2010-10-19,19.97129249572754
2010-10-20,19.974735260009766
2010-10-21,20.35188102722168
2010-10-22,20.121116638183594
2010-10-25,19.909297943115234
2010-10-26,19.489105224609375
2010-10-27,19.747417449951172
2010-10-28,19.730199813842773
2010-10-29,19.7818603515625
2010-11-01,19.678537368774414
2010-11-02,19.544208526611328
2010-11-03,19.373722076416016
2010-11-04,19.756027221679688
2010-11-05,20.224445343017578
2010-11-08,20.205493927001953
2010-11-09,19.82663345336914
2010-11-10,19.96957015991211
2010-11-11,19.74913215637207
2010-11-12,19.332387924194336
2010-11-15,19.520103454589844
2010-11-16,19.07407569885254
2010-11-17,19.23250961303711
2010-11-18,19.48566246032715
2010-11-19,19.766368865966797
2010-11-22,19.45293426513672
2010-11-23,19.254899978637695
2010-11-24,19.671649932861328
2010-11-26,19.471879959106445
2010-11-29,19.44605255126953
2010-11-30,19.408164978027344
2010-12-01,19.91101837158203
2010-12-02,20.723861694335938
2010-12-03,20.107337951660156
2010-12-06,20.3105411529541
2010-12-07,20.010896682739258
2010-12-08,20.327770233154297
2010-12-09,20.272661209106445
2010-12-10,20.243392944335938
2010-12-13,20.2778263092041
2010-12-14,20.041898727416992
2010-12-15,20.286439895629883
2010-12-16,20.210668563842773
2010-12-17,20.532697677612305
2010-12-20,20.5034236907959
2010-12-21,20.679079055786133
2010-12-22,20.742794036865234
2010-12-23,20.665302276611328
2010-12-27,20.81340217590332
2010-12-28,20.820295333862305
2010-12-29,20.639463424682617
2010-12-30,20.577472686767578
2010-12-31,20.518924713134766
2011-01-03,20.518924713134766
2011-01-04,20.315710067749023
2011-01-05,20.26060676574707
2011-01-06,19.714698791503906
2011-01-07,19.635482788085938
2011-01-10,19.647537231445312
2011-01-11,19.370275497436523
2011-01-12,19.873138427734375
2011-01-13,20.036731719970703
2011-01-14,20.02295684814453
2011-01-18,20.107337951660156
2011-01-19,19.90068244934082
2011-01-20,19.898963928222656
2011-01-21,20.07805824279785
2011-01-24,20.115942001342773
2011-01-25,19.873138427734375
2011-01-26,19.79907989501953
2011-01-27,20.2950496673584
2011-01-28,20.13317108154297
2011-01-31,20.749683380126953
2011-02-01,20.9029541015625
2011-02-02,20.715240478515625
2011-02-03,20.537864685058594
2011-02-04,20.730741500854492
2011-02-07,20.72040367126465
