Date,DG
2010-09-29,25.83789825439453
2010-09-30,25.5929012298584
2010-10-01,25.505403518676758
2010-10-04,25.3216552734375
2010-10-05,25.584152221679688
2010-10-06,26.039134979248047
2010-10-07,26.10038185119629
2010-10-08,26.249135971069336
2010-10-11,25.671646118164062
2010-10-12,25.207918167114258
2010-10-13,25.584152221679688
2010-10-14,25.37415313720703
2010-10-15,25.312910079956055
2010-10-18,25.671646118164062
2010-10-19,24.595434188842773
2010-10-20,24.586687088012695
2010-10-21,24.41169548034668
2010-10-22,24.674184799194336
2010-10-25,25.015424728393555
2010-10-26,24.779172897338867
2010-10-27,24.44668960571289
2010-10-28,24.44668960571289
2010-10-29,24.66543960571289
2010-11-01,24.44668960571289
2010-11-02,25.05916976928711
2010-11-03,24.980426788330078
2010-11-04,24.80542755126953
2010-11-05,24.49918556213379
2010-11-08,24.831668853759766
2010-11-09,25.00667381286621
2010-11-10,25.426652908325195
2010-11-11,25.969135284423828
2010-11-12,25.391653060913086
2010-11-15,25.269163131713867
2010-11-16,25.514158248901367
2010-11-17,25.995386123657227
2010-11-18,26.319128036499023
2010-11-19,27.089099884033203
2010-11-22,27.9815731048584
2010-11-23,29.119037628173828
2010-11-24,28.88278579711914
2010-11-26,28.64655303955078
2010-11-29,28.681547164916992
2010-11-30,28.734045028686523
2010-12-01,28.270315170288086
2010-12-02,27.93782615661621
2010-12-03,29.250280380249023
2010-12-06,27.1153507232666
2010-12-07,27.649078369140625
2010-12-08,26.984106063842773
2010-12-09,26.975357055664062
2010-12-10,27.185348510742188
2010-12-13,27.124103546142578
2010-12-14,26.686616897583008
2010-12-15,26.69536781311035
2010-12-16,26.861610412597656
2010-12-17,26.826608657836914
2010-12-20,27.1153507232666
2010-12-21,27.386594772338867
2010-12-22,27.202842712402344
2010-12-23,26.95785903930664
2010-12-27,26.800355911254883
2010-12-28,26.79161262512207
2010-12-29,26.940359115600586
2010-12-30,26.756610870361328
2010-12-31,26.835363388061523
2011-01-03,26.835363388061523
2011-01-04,26.721614837646484
2011-01-05,26.33662986755371
2011-01-06,26.074134826660156
2011-01-07,26.10038185119629
2011-01-10,26.249135971069336
2011-01-11,25.890396118164062
2011-01-12,25.776641845703125
2011-01-13,25.111669540405273
2011-01-14,25.776641845703125
2011-01-18,26.249135971069336
2011-01-19,25.66289520263672
2011-01-20,25.79414176940918
2011-01-21,25.732900619506836
2011-01-24,25.37415313720703
2011-01-25,25.111669540405273
2011-01-26,25.155414581298828
2011-01-27,25.08542251586914
2011-01-28,24.84917449951172
2011-01-31,24.332937240600586
2011-02-01,25.242918014526367
2011-02-02,24.175447463989258
2011-02-03,24.01795196533203
2011-02-04,24.035449981689453
2011-02-07,24.41169548034668
2011-02-08,24.49918556213379
2011-02-09,24.420440673828125
2011-02-10,24.192951202392578
2011-02-11,23.83420753479004
2011-02-14,23.49297332763672
2011-02-15,23.562973022460938
2011-02-16,25.934139251708984
2011-02-17,25.829147338867188
2011-02-18,25.5929012298584
2011-02-22,24.919174194335938
2011-02-23,24.472938537597656
2011-02-24,24.80542755126953
2011-02-25,24.49918556213379
2011-02-28,24.717933654785156
2011-03-01,24.744186401367188
2011-03-02,24.735431671142578
2011-03-03,24.481687545776367
2011-03-04,24.910425186157227
2011-03-07,24.41169548034668
2011-03-08,24.52543830871582
2011-03-09,24.49918556213379
2011-03-10,24.595434188842773
2011-03-11,25.216670989990234
2011-03-14,25.067914962768555
2011-03-15,25.269163131713867
2011-03-16,26.056642532348633
2011-03-17,26.0303897857666
2011-03-18,26.117887496948242
2011-03-21,26.581619262695312
2011-03-22,26.984106063842773
2011-03-23,26.78286361694336
2011-03-24,27.325342178344727
2011-03-25,27.60533332824707
2011-03-28,27.552837371826172
2011-03-29,26.70411491394043
2011-03-30,27.596590042114258
2011-03-31,27.43034553527832
2011-04-01,27.60533332824707
2011-04-04,27.649078369140625
2011-04-05,28.200319290161133
2011-04-06,28.305315017700195
2011-04-07,28.445310592651367
2011-04-08,27.841577529907227
2011-04-11,27.67533302307129
2011-04-12,27.83283233642578
2011-04-13,27.762832641601562
2011-04-14,27.51784324645996
2011-04-15,27.552837371826172
2011-04-18,27.552837371826172
2011-04-19,27.4390926361084
2011-04-20,27.124103546142578
2011-04-21,27.27284812927246
2011-04-25,27.96407127380371
2011-04-26,28.17406463623047
2011-04-27,28.769041061401367
2011-04-28,28.91779327392578
2011-04-29,28.515308380126953
2011-05-02,28.926544189453125
2011-05-03,29.03154182434082
2011-05-04,28.629051208496094
2011-05-05,28.445310592651367
2011-05-06,28.83029556274414
2011-05-09,28.88278579711914
2011-05-10,28.952787399291992
2011-05-11,29.241531372070312
2011-05-12,29.495275497436523
2011-05-13,29.21527099609375
2011-05-16,29.302780151367188
2011-05-17,29.416521072387695
2011-05-18,29.801509857177734
2011-05-19,29.407773971557617
2011-05-20,29.425275802612305
2011-05-23,28.786542892456055
2011-05-24,28.655298233032227
2011-05-25,29.01403045654297
2011-05-26,29.65277099609375
2011-05-27,30.326492309570312
2011-05-31,30.68524169921875
2011-06-01,27.83283233642578
2011-06-02,27.972820281982422
2011-06-03,27.859073638916016
2011-06-06,28.217817306518555
2011-06-07,28.37531089782715
2011-06-08,28.270315170288086
2011-06-09,28.611549377441406
2011-06-10,28.4978084564209
2011-06-13,28.89154815673828
2011-06-14,29.267776489257812
2011-06-15,29.189037322998047
2011-06-16,29.03154182434082
2011-06-17,29.65277099609375
2011-06-20,29.985261917114258
2011-06-21,30.099002838134766
2011-06-22,29.731517791748047
2011-06-23,29.372783660888672
2011-06-24,29.25902557373047
2011-06-27,28.952787399291992
2011-06-28,29.276531219482422
2011-06-29,29.241531372070312
2011-06-30,29.65277099609375
2011-07-01,29.749019622802734
2011-07-05,29.8277645111084
2011-07-06,29.836517333984375
2011-07-07,29.86275863647461
2011-07-08,29.62652587890625
2011-07-11,29.119037628173828
2011-07-12,29.110286712646484
2011-07-13,29.180278778076172
2011-07-14,29.189037322998047
2011-07-15,29.057783126831055
2011-07-18,28.926544189453125
2011-07-19,29.59151840209961
2011-07-20,29.066537857055664
2011-07-21,29.232778549194336
2011-07-22,29.04903793334961
2011-07-25,28.41905403137207
2011-07-26,28.43656349182129
2011-07-27,27.771581649780273
2011-07-28,27.561588287353516
2011-07-29,27.526592254638672
2011-08-01,27.24659538269043
2011-08-02,26.70411491394043
2011-08-03,27.167850494384766
2011-08-04,26.599119186401367
2011-08-05,26.94910430908203
2011-08-08,26.651622772216797
2011-08-09,27.684083938598633
2011-08-10,26.931604385375977
2011-08-11,27.666582107543945
2011-08-12,27.701587677001953
2011-08-15,28.16531753540039
2011-08-16,29.565271377563477
2011-08-17,28.67279815673828
2011-08-18,28.480308532714844
2011-08-19,28.069072723388672
2011-08-22,27.94658088684082
2011-08-23,28.349071502685547
2011-08-24,28.734045028686523
2011-08-25,28.200319290161133
2011-08-26,28.480308532714844
2011-08-29,29.565271377563477
2011-08-30,31.288951873779297
2011-08-31,32.02394485473633
2011-09-01,31.47270965576172
2011-09-02,31.551464080810547
2011-09-06,31.892690658569336
2011-09-07,32.48767852783203
2011-09-08,30.62397575378418
2011-09-09,30.448986053466797
2011-09-12,31.271472930908203
2011-09-13,31.542709350585938
2011-09-14,32.38267517089844
2011-09-15,32.71516799926758
2011-09-16,33.310150146484375
2011-09-19,33.16139221191406
2011-09-20,32.942665100097656
2011-09-21,32.44392395019531
2011-09-22,31.507707595825195
2011-09-23,31.98018455505371
2011-09-26,32.44392395019531
2011-09-27,32.6539192199707
2011-09-28,33.05640411376953
2011-09-29,33.003910064697266
2011-09-30,33.038902282714844
2011-10-03,32.2164306640625
2011-10-04,32.56642150878906
2011-10-05,32.99515151977539
2011-10-06,33.143917083740234
2011-10-07,33.07389450073242
2011-10-10,33.64262771606445
2011-10-11,34.18511962890625
2011-10-12,34.08012008666992
2011-10-13,33.975128173828125
2011-10-14,34.412620544433594
2011-10-17,34.40385818481445
2011-10-18,35.033843994140625
2011-10-19,34.9288444519043
2011-10-20,34.78010177612305
2011-10-21,34.99884796142578
2011-10-24,35.00758743286133
2011-10-25,35.313838958740234
2011-10-26,34.88510513305664
2011-10-27,34.797607421875
2011-10-28,34.097625732421875
2011-10-31,34.701351165771484
2011-11-01,34.202606201171875
2011-11-02,34.28135681152344
2011-11-03,34.05386734008789
2011-11-04,34.351356506347656
2011-11-07,34.298858642578125
2011-11-08,34.517608642578125
2011-11-09,33.8701286315918
2011-11-10,34.08888244628906
2011-11-11,34.8763542175293
2011-11-14,34.75385284423828
2011-11-15,35.25257873535156
2011-11-16,34.53511428833008
2011-11-17,34.17637252807617
2011-11-18,34.74509048461914
2011-11-21,34.32511901855469
2011-11-22,34.46510314941406
2011-11-23,34.062625885009766
2011-11-25,33.52888870239258
2011-11-28,33.86137008666992
2011-11-29,34.937591552734375
2011-11-30,35.497581481933594
2011-12-01,35.07758331298828
2011-12-02,34.94635009765625
2011-12-05,35.506324768066406
2011-12-06,34.67509841918945
2011-12-07,34.53511428833008
2011-12-08,34.990089416503906
2011-12-09,35.383819580078125
2011-12-12,36.1537971496582
2011-12-13,36.26755142211914
2011-12-14,35.82131576538086
2011-12-15,35.795074462890625
2011-12-16,35.89130783081055
2011-12-19,35.41007614135742
2011-12-20,35.75131607055664
2011-12-21,35.62882614135742
2011-12-22,35.8300666809082
2011-12-23,36.066307067871094
2011-12-27,36.29378890991211
2011-12-28,36.26755142211914
2011-12-29,36.1537971496582
2011-12-30,35.996315002441406
2012-01-03,35.94381332397461
2012-01-04,36.18879699707031
2012-01-05,36.18879699707031
2012-01-06,35.76005554199219
2012-01-09,35.74256134033203
2012-01-10,35.43632888793945
2012-01-11,35.357582092285156
2012-01-12,35.32257843017578
2012-01-13,35.87380599975586
2012-01-17,36.206302642822266
2012-01-18,36.25005340576172
2012-01-19,36.066307067871094
2012-01-20,35.83881759643555
2012-01-23,36.12754440307617
2012-01-24,36.59128189086914
2012-01-25,37.36125946044922
2012-01-26,37.116268157958984
2012-01-27,36.82753372192383
2012-01-30,37.011268615722656
2012-01-31,37.28251647949219
2012-02-01,37.02878189086914
2012-02-02,37.011268615722656
2012-02-03,36.696292877197266
2012-02-06,36.76628112792969
2012-02-07,37.107521057128906
2012-02-08,36.98503112792969
2012-02-09,37.335018157958984
2012-02-10,37.527496337890625
2012-02-13,36.53879928588867
2012-02-14,37.17751693725586
2012-02-15,36.98503112792969
2012-02-16,36.696292877197266
2012-02-17,37.08127212524414
2012-02-21,36.86252212524414
2012-02-22,36.206302642822266
2012-02-23,36.87128448486328
2012-02-24,36.460044860839844
2012-02-27,36.43380355834961
2012-02-28,37.002532958984375
2012-02-29,36.80128860473633
2012-03-01,37.63249969482422
2012-03-02,37.42252731323242
2012-03-05,37.79875183105469
2012-03-06,37.37002182006836
2012-03-07,37.230010986328125
2012-03-08,37.95624923706055
2012-03-09,38.6824836730957
2012-03-12,38.15748596191406
2012-03-13,38.376220703125
2012-03-14,38.90121078491211
2012-03-15,39.487449645996094
2012-03-16,39.102455139160156
2012-03-19,39.15496063232422
2012-03-20,39.592430114746094
2012-03-21,39.15496063232422
2012-03-22,40.371158599853516
2012-03-23,41.237396240234375
2012-03-26,41.351131439208984
2012-03-27,40.0299186706543
2012-03-28,40.248661041259766
2012-03-29,40.48490905761719
2012-03-30,40.42366027832031
2012-04-02,40.91363525390625
2012-04-03,41.123634338378906
2012-04-04,40.983646392822266
2012-04-05,41.31612014770508
2012-04-09,40.72114944458008
2012-04-10,39.81118392944336
2012-04-11,40.12616729736328
2012-04-12,40.799903869628906
2012-04-13,40.51116180419922
2012-04-16,40.152427673339844
2012-04-17,40.729896545410156
2012-04-18,41.018638610839844
2012-04-19,40.80864715576172
2012-04-20,41.06238555908203
2012-04-23,40.686161041259766
2012-04-24,39.977413177490234
2012-04-25,40.51116180419922
2012-04-26,41.48237228393555
2012-04-27,41.80610275268555
2012-04-30,41.5261344909668
2012-05-01,41.8236083984375
2012-05-02,42.164852142333984
2012-05-03,42.068603515625
2012-05-04,41.613624572753906
2012-05-07,42.1823616027832
2012-05-08,41.21113586425781
2012-05-09,40.983646392822266
2012-05-10,41.07988357543945
2012-05-11,41.27238464355469
2012-05-14,40.96613693237305
2012-05-15,41.123634338378906
2012-05-16,41.65736770629883
2012-05-17,40.23990249633789
2012-05-18,39.94243621826172
2012-05-21,40.55491256713867
2012-05-22,40.16117477416992
2012-05-23,41.0361442565918
2012-05-24,41.6923713684082
2012-05-25,41.63111877441406
2012-05-29,42.05110549926758
2012-05-30,42.488582611083984
2012-05-31,42.794822692871094
2012-06-01,42.54108810424805
2012-06-04,42.42734909057617
2012-06-05,40.91363525390625
2012-06-06,42.61109161376953
2012-06-07,42.856082916259766
2012-06-08,44.0023078918457
2012-06-11,43.90604782104492
2012-06-12,44.03729248046875
2012-06-13,43.90604782104492
2012-06-14,44.22978591918945
2012-06-15,45.664737701416016
2012-06-18,45.17475891113281
2012-06-19,45.673484802246094
2012-06-20,46.02347183227539
2012-06-21,45.83097457885742
2012-06-22,46.02347183227539
2012-06-25,46.53969955444336
2012-06-26,48.079654693603516
2012-06-27,47.26593780517578
2012-06-28,47.0121955871582
2012-06-29,47.58967971801758
2012-07-02,47.88715744018555
2012-07-03,47.03843688964844
2012-07-05,47.502193450927734
2012-07-06,47.76467514038086
2012-07-09,48.00090026855469
2012-07-10,48.64838409423828
2012-07-11,48.05341720581055
2012-07-12,47.24844741821289
2012-07-13,47.71217346191406
2012-07-16,47.782161712646484
2012-07-17,48.1759033203125
2012-07-18,47.02094268798828
2012-07-19,45.75223159790039
2012-07-20,45.79597091674805
2012-07-23,45.77847671508789
2012-07-24,45.918487548828125
2012-07-25,44.87726593017578
2012-07-26,44.86851119995117
2012-07-27,44.614776611328125
2012-07-30,44.579769134521484
2012-07-31,44.632266998291016
2012-08-01,44.676029205322266
2012-08-02,45.03475570678711
2012-08-03,45.4109992980957
2012-08-06,45.096012115478516
2012-08-07,46.12847900390625
2012-08-08,45.58598709106445
2012-08-09,44.92976379394531
2012-08-10,45.29724884033203
2012-08-13,45.97097396850586
2012-08-14,45.76973342895508
2012-08-15,45.28849792480469
2012-08-16,44.81602096557617
2012-08-17,44.92976379394531
2012-08-20,44.43977737426758
2012-08-21,44.422271728515625
2012-08-22,44.22103500366211
2012-08-23,43.494808197021484
2012-08-24,43.4510612487793
2012-08-27,42.74233627319336
2012-08-28,42.71608352661133
2012-08-29,42.471099853515625
2012-08-30,43.809791564941406
2012-08-31,44.68476486206055
2012-09-04,44.32604217529297
2012-09-05,44.676029205322266
2012-09-06,44.30854034423828
2012-09-07,43.6173210144043
2012-09-10,42.847312927246094
2012-09-11,42.724830627441406
2012-09-12,43.50355911254883
2012-09-13,44.39603805541992
2012-09-14,43.888545989990234
2012-09-17,43.844810485839844
2012-09-18,43.967288970947266
2012-09-19,44.7810173034668
2012-09-20,45.89223098754883
2012-09-21,46.32096481323242
2012-09-24,45.944725036621094
2012-09-25,46.11098098754883
2012-09-26,46.250953674316406
2012-09-27,45.49850082397461
2012-09-28,45.096012115478516
2012-10-01,45.15726089477539
2012-10-02,45.104759216308594
2012-10-03,45.104759216308594
2012-10-04,45.559749603271484
2012-10-05,45.22724533081055
2012-10-08,44.66727066040039
2012-10-09,43.93230056762695
2012-10-10,44.151031494140625
2012-10-11,43.37232208251953
2012-10-12,43.09231948852539
2012-10-15,43.162322998046875
2012-10-16,44.0023078918457
2012-10-17,42.2086067199707
2012-10-18,41.377384185791016
2012-10-19,41.27238464355469
2012-10-22,41.07988357543945
2012-10-23,41.21989059448242
2012-10-24,41.31612014770508
2012-10-25,41.38613510131836
2012-10-26,41.674869537353516
2012-10-31,42.54108810424805
2012-11-01,42.436092376708984
2012-11-02,41.79736328125
2012-11-05,41.762367248535156
2012-11-06,41.99861145019531
2012-11-07,41.98112106323242
2012-11-08,42.10360336303711
2012-11-09,41.11488342285156
2012-11-12,40.86988830566406
2012-11-13,40.773643493652344
2012-11-14,41.281131744384766
2012-11-15,41.96358871459961
2012-11-16,42.61109161376953
2012-11-19,42.40985107421875
2012-11-20,41.639862060546875
2012-11-21,41.99861145019531
2012-11-23,43.2323112487793
2012-11-26,43.14482879638672
2012-11-27,43.31980514526367
2012-11-28,43.381065368652344
2012-11-29,43.62604904174805
2012-11-30,43.74855041503906
2012-12-03,42.66358947753906
2012-12-04,41.946102142333984
2012-12-05,40.773643493652344
2012-12-06,40.62490463256836
2012-12-07,40.94864273071289
2012-12-10,40.74740982055664
2012-12-11,37.57126235961914
2012-12-12,38.83995819091797
2012-12-13,39.3299446105957
2012-12-14,38.349979400634766
2012-12-17,38.61247253417969
2012-12-18,38.67372131347656
2012-12-19,37.86874771118164
2012-12-20,38.47247314453125
2012-12-21,38.174983978271484
2012-12-24,38.02623748779297
2012-12-26,37.57999801635742
2012-12-27,37.72875213623047
2012-12-28,37.36125946044922
2012-12-31,38.577476501464844
2013-01-02,37.55375671386719
2013-01-03,37.03752517700195
2013-01-04,39.02371597290039
2013-01-07,38.25373077392578
2013-01-08,37.938743591308594
2013-01-09,37.614994049072266
2013-01-10,37.95624923706055
2013-01-11,37.921234130859375
2013-01-14,37.641258239746094
2013-01-15,39.0587043762207
2013-01-16,39.049964904785156
2013-01-17,39.24245071411133
2013-01-18,39.06745147705078
2013-01-22,39.347442626953125
2013-01-23,39.42620086669922
2013-01-24,40.57241439819336
2013-01-25,40.983646392822266
2013-01-28,41.123634338378906
2013-01-29,41.263633728027344
2013-01-30,40.922393798828125
2013-01-31,40.441162109375
2013-02-01,40.493648529052734
2013-02-04,39.82868576049805
2013-02-05,39.846168518066406
2013-02-06,40.29241943359375
2013-02-07,39.723690032958984
2013-02-08,40.248661041259766
2013-02-11,40.0299186706543
2013-02-12,39.40870666503906
2013-02-13,38.83995819091797
2013-02-14,39.39995193481445
2013-02-15,38.82246780395508
2013-02-19,38.46372604370117
2013-02-20,38.323726654052734
2013-02-21,39.8199348449707
2013-02-22,40.27492141723633
2013-02-25,39.767433166503906
2013-02-26,39.3299446105957
2013-02-27,40.738651275634766
2013-02-28,40.54616165161133
2013-03-01,41.622371673583984
2013-03-04,42.567344665527344
2013-03-05,42.8035888671875
2013-03-06,42.173614501953125
2013-03-07,41.5261344909668
2013-03-08,41.81486892700195
2013-03-11,41.54362106323242
2013-03-12,41.78862380981445
2013-03-13,42.02485656738281
2013-03-14,42.67235565185547
2013-03-15,42.156097412109375
2013-03-18,42.0948486328125
2013-03-19,41.79736328125
2013-03-20,43.56480407714844
2013-03-21,43.582298278808594
2013-03-22,43.809791564941406
2013-03-25,44.69351577758789
2013-03-26,45.690982818603516
2013-03-27,44.579769134521484
2013-03-28,44.256046295166016
2013-04-01,44.29103469848633
2013-04-02,44.22103500366211
2013-04-03,43.85355758666992
2013-04-04,44.38728332519531
2013-04-05,44.098533630371094
2013-04-08,44.063533782958984
2013-04-09,43.6173210144043
2013-04-10,43.958553314208984
2013-04-11,43.99354934692383
2013-04-12,44.01979064941406
2013-04-15,43.661048889160156
2013-04-16,44.1597900390625
2013-04-17,45.4109992980957
2013-04-18,44.88600540161133
2013-04-19,45.34101486206055
2013-04-22,45.17475891113281
2013-04-23,45.62975311279297
2013-04-24,45.577239990234375
2013-04-25,46.11972427368164
2013-04-26,46.22472381591797
2013-04-29,45.65599822998047
2013-04-30,45.577239990234375
2013-05-01,45.524742126464844
2013-05-02,45.8397216796875
2013-05-03,45.9272346496582
2013-05-06,46.88093948364258
2013-05-07,46.758453369140625
2013-05-08,46.740943908691406
2013-05-09,46.09347152709961
2013-05-10,46.19846725463867
2013-05-13,46.01471710205078
2013-05-14,46.18972396850586
2013-05-15,46.653446197509766
2013-05-16,46.60095977783203
2013-05-17,47.31842803955078
2013-05-20,47.10845184326172
2013-05-21,47.659671783447266
2013-05-22,47.125946044921875
2013-05-23,47.64218521118164
2013-05-24,47.61592483520508
2013-05-28,47.66841506958008
2013-05-29,47.18718719482422
2013-05-30,46.959693908691406
2013-05-31,46.19846725463867
2013-06-03,46.854698181152344
2013-06-04,42.558597564697266
2013-06-05,43.914791107177734
2013-06-06,44.90350341796875
2013-06-07,44.70226287841797
2013-06-10,44.05480194091797
2013-06-11,45.20974349975586
2013-06-12,44.70226287841797
2013-06-13,44.79852294921875
2013-06-14,44.7810173034668
2013-06-17,44.737266540527344
2013-06-18,45.75223159790039
2013-06-19,44.91225051879883
2013-06-20,43.643550872802734
2013-06-21,43.93230056762695
2013-06-24,43.74855041503906
2013-06-25,44.19478988647461
2013-06-26,44.772274017333984
2013-06-27,45.183502197265625
2013-06-28,44.12479019165039
2013-07-01,45.8747444152832
2013-07-02,44.93852233886719
2013-07-03,44.719764709472656
2013-07-05,45.507240295410156
2013-07-08,45.60348892211914
2013-07-09,45.32350540161133
2013-07-10,47.930912017822266
2013-07-11,48.692142486572266
2013-07-12,47.047183990478516
2013-07-15,47.21343231201172
2013-07-16,47.16094970703125
2013-07-17,46.942203521728516
2013-07-18,46.76720428466797
2013-07-19,46.635948181152344
2013-07-22,46.84596633911133
2013-07-23,47.090938568115234
2013-07-24,47.449684143066406
2013-07-25,47.449684143066406
2013-07-26,47.05593490600586
2013-07-29,47.40592956542969
2013-07-30,47.300941467285156
2013-07-31,47.83466339111328
2013-08-01,48.49088668823242
2013-08-02,48.81464385986328
2013-08-05,48.34215545654297
2013-08-06,48.00966262817383
2013-08-07,47.35342788696289
2013-08-08,47.88715744018555
2013-08-09,47.46717071533203
2013-08-12,47.55467987060547
2013-08-13,47.773406982421875
2013-08-14,47.68590545654297
2013-08-15,46.810951232910156
2013-08-16,45.90972900390625
2013-08-19,47.32719421386719
2013-08-20,46.69719314575195
2013-08-21,47.598419189453125
2013-08-22,48.51714324951172
2013-08-23,48.16715621948242
2013-08-26,48.6396369934082
2013-08-27,47.81718063354492
2013-08-28,47.66841506958008
2013-08-29,47.572181701660156
2013-08-30,47.22218322753906
2013-09-03,47.1434326171875
2013-09-04,49.33961868286133
2013-09-05,50.205833435058594
2013-09-06,49.838348388671875
2013-09-09,50.284576416015625
2013-09-10,50.16209030151367
2013-09-11,50.18833923339844
2013-09-12,49.995845794677734
2013-09-13,49.72460174560547
2013-09-16,49.87335205078125
