Date,TSN
2010-01-04,9.213763236999512
2010-01-05,9.386898040771484
2010-01-06,9.861136436462402
2010-01-07,10.034269332885742
2010-01-08,10.011688232421875
2010-01-11,9.876187324523926
2010-01-12,9.763277053833008
2010-01-13,10.019211769104004
2010-01-14,10.568730354309082
2010-01-15,10.455814361572266
2010-01-19,10.531089782714844
2010-01-20,10.463338851928711
2010-01-21,10.275153160095215
2010-01-22,10.365485191345215
2010-01-25,10.455814361572266
2010-01-26,10.523563385009766
2010-01-27,10.373008728027344
2010-01-28,10.38054084777832
2010-01-29,10.40312385559082
2010-02-01,10.531089782714844
2010-02-02,10.741864204406738
2010-02-03,10.802084922790527
2010-02-04,10.531089782714844
2010-02-05,11.027913093566895
2010-02-08,11.359127044677734
2010-02-09,11.600005149841309
2010-02-10,11.690338134765625
2010-02-11,12.014023780822754
2010-02-12,12.074247360229492
2010-02-16,12.375350952148438
2010-02-17,12.51837158203125
2010-02-18,12.72161865234375
2010-02-19,12.759257316589355
2010-02-22,12.525895118713379
2010-02-23,12.6087007522583
2010-02-24,12.548486709594727
2010-02-25,12.827672958374023
2010-02-26,12.857858657836914
2010-03-01,12.955952644348145
2010-03-02,13.167231559753418
2010-03-03,12.993673324584961
2010-03-04,13.204961776733398
2010-03-05,13.008770942687988
2010-03-08,13.295509338378906
2010-03-09,13.280414581298828
2010-03-10,13.212503433227539
2010-03-11,13.386054992675781
2010-03-12,13.235137939453125
2010-03-15,13.106863975524902
2010-03-16,13.325691223144531
2010-03-17,13.355871200561523
2010-03-18,13.318143844604492
2010-03-19,13.370962142944336
2010-03-22,13.665250778198242
2010-03-23,13.801067352294922
2010-03-24,13.914251327514648
2010-03-25,13.740703582763672
2010-03-26,14.110443115234375
2010-03-29,14.404718399047852
2010-03-30,14.465085983276367
2010-03-31,14.449995994567871
2010-04-01,14.714092254638672
2010-04-05,14.4877290725708
2010-04-06,14.32171630859375
2010-04-07,14.51790714263916
2010-04-08,14.699005126953125
2010-04-09,14.842375755310059
2010-04-12,15.091382026672363
2010-04-13,15.14420223236084
2010-04-14,15.295112609863281
2010-04-15,15.393208503723145
2010-04-16,15.000829696655273
2010-04-19,15.015924453735352
2010-04-20,15.14420223236084
2010-04-21,15.24984073638916
2010-04-22,15.332840919494629
2010-04-23,15.204559326171875
2010-04-26,15.393208503723145
2010-04-27,14.766919136047363
2010-04-28,14.857460021972656
2010-04-29,15.000829696655273
2010-04-30,14.78200626373291
2010-05-03,15.015924453735352
2010-05-04,14.729190826416016
2010-05-05,14.661276817321777
2010-05-06,14.019895553588867
2010-05-07,14.05007553100586
2010-05-10,13.76334285736084
2010-05-11,13.597332000732422
2010-05-12,13.680327415466309
2010-05-13,13.680327415466309
2010-05-14,13.355871200561523
2010-05-17,13.310595512390137
2010-05-18,13.438872337341309
2010-05-19,13.431329727172852
2010-05-20,12.805033683776855
2010-05-21,12.888038635253906
2010-05-24,12.812580108642578
2010-05-25,12.85030746459961
2010-05-26,12.623940467834473
2010-05-27,13.448391914367676
2010-05-28,13.297114372253418
2010-06-01,12.873549461364746
2010-06-02,13.244168281555176
2010-06-03,13.690436363220215
2010-06-04,13.236610412597656
2010-06-07,13.251731872558594
2010-06-08,13.297114372253418
2010-06-09,13.350062370300293
2010-06-10,13.713113784790039
2010-06-11,14.045928001403809
2010-06-14,13.932473182678223
2010-06-15,14.129133224487305
2010-06-16,13.91734504699707
2010-06-17,13.909788131713867
2010-06-18,13.856837272644043
2010-06-21,13.705557823181152
2010-06-22,13.387882232666016
2010-06-23,13.395442008972168
2010-06-24,13.51646614074707
2010-06-25,13.085329055786133
2010-06-28,13.04751205444336
2010-06-29,12.669319152832031
2010-06-30,12.397029876708984
2010-07-01,12.2911376953125
2010-07-02,12.42728042602539
2010-07-06,12.502923965454102
2010-07-07,12.782779693603516
2010-07-08,13.009695053100586
2010-07-09,13.26685905456543
2010-07-12,13.26685905456543
2010-07-13,13.418136596679688
2010-07-14,13.49377727508545
2010-07-15,13.455961227416992
2010-07-16,12.994565963745117
2010-07-19,13.26685905456543
2010-07-20,13.145837783813477
2010-07-21,13.070205688476562
2010-07-22,13.501335144042969
2010-07-23,13.561850547790527
2010-07-26,13.660178184509277
2010-07-27,13.51646614074707
2010-07-28,13.342495918273926
2010-07-29,13.123147964477539
2010-07-30,13.244168281555176
2010-08-02,13.418136596679688
2010-08-03,13.380318641662598
2010-08-04,13.289552688598633
2010-08-05,12.692015647888184
2010-08-06,12.964315414428711
2010-08-09,12.32895278930664
2010-08-10,12.162551879882812
2010-08-11,12.071785926818848
2010-08-12,12.094474792480469
2010-08-13,12.306260108947754
2010-08-16,12.60881519317627
2010-08-17,12.230627059936523
2010-08-18,12.457534790039062
2010-08-19,12.449971199035645
2010-08-20,12.570998191833496
2010-08-23,12.548303604125977
2010-08-24,12.253315925598145
2010-08-25,12.24575138092041
2010-08-26,12.404592514038086
2010-08-27,12.56342887878418
2010-08-30,12.434537887573242
2010-08-31,12.419373512268066
2010-09-01,12.578598976135254
2010-09-02,12.161581993103027
2010-09-03,12.290477752685547
2010-09-07,12.411787986755371
2010-09-08,12.69990348815918
2010-09-09,12.904626846313477
2010-09-10,12.768145561218262
2010-09-13,13.010771751403809
2010-09-14,12.851550102233887
2010-09-15,12.965278625488281
2010-09-16,12.904626846313477
2010-09-17,12.017522811889648
2010-09-20,12.305645942687988
2010-09-21,11.918962478637695
2010-09-22,11.736989974975586
2010-09-23,11.926536560058594
2010-09-24,11.865880012512207
2010-09-27,11.53985595703125
2010-09-28,11.577764511108398
2010-09-29,11.691493034362793
2010-09-30,12.146417617797852
2010-10-01,12.328387260437012
2010-10-04,11.956865310668945
2010-10-05,12.229819297790527
2010-10-06,12.161581993103027
2010-10-07,12.335968971252441
2010-10-08,11.380634307861328
2010-10-11,11.251740455627441
2010-10-12,11.251740455627441
2010-10-13,11.426124572753906
2010-10-14,11.6080904006958
2010-10-15,11.646001815795898
2010-10-18,11.8810453414917
2010-10-19,11.653585433959961
2010-10-20,11.699076652526855
2010-10-21,11.85072135925293
2010-10-22,11.85072135925293
2010-10-25,11.934118270874023
2010-10-26,11.9796142578125
2010-10-27,11.918962478637695
2010-10-28,11.79006290435791
2010-10-29,11.79006290435791
2010-11-01,11.767317771911621
2010-11-02,11.577764511108398
2010-11-03,11.66116714477539
2010-11-04,11.683913230895996
2010-11-05,11.448866844177246
2010-11-08,11.782480239868164
2010-11-09,11.395795822143555
2010-11-10,11.577764511108398
2010-11-11,11.373053550720215
2010-11-12,11.36546802520752
2010-11-15,11.380634307861328
2010-11-16,11.555017471313477
2010-11-17,11.646001815795898
2010-11-18,11.812808990478516
2010-11-19,11.858296394348145
2010-11-22,12.586175918579102
2010-11-23,12.275311470031738
2010-11-24,12.396624565124512
2010-11-26,12.267730712890625
2010-11-29,12.305732727050781
2010-11-30,12.032105445861816
2010-12-01,12.541359901428223
2010-12-02,12.807392120361328
2010-12-03,12.845392227172852
2010-12-06,12.860599517822266
2010-12-07,13.065816879272461
2010-12-08,13.012611389160156
2010-12-09,13.19503116607666
2010-12-10,13.483861923217773
2010-12-13,13.005008697509766
2010-12-14,13.027815818786621
2010-12-15,12.883400917053223
2010-12-16,13.286238670349121
2010-12-17,13.058216094970703
2010-12-20,13.134227752685547
2010-12-21,13.309042930603027
2010-12-22,13.415453910827637
2010-12-23,13.278642654418945
2010-12-27,13.248235702514648
2010-12-28,13.2178316116333
2010-12-29,13.286238670349121
2010-12-30,13.331839561462402
2010-12-31,13.088614463806152
2011-01-03,12.480552673339844
2011-01-04,12.351343154907227
2011-01-05,12.5033597946167
2011-01-06,12.586966514587402
2011-01-07,12.868195533752441
2011-01-10,12.860599517822266
2011-01-11,12.822592735290527
2011-01-12,12.792191505432129
2011-01-13,12.776986122131348
2011-01-14,12.92900276184082
2011-01-18,13.1038179397583
2011-01-19,12.807392120361328
2011-01-20,13.149425506591797
2011-01-21,13.111420631408691
2011-01-24,12.92900276184082
2011-01-25,12.746586799621582
2011-01-26,12.974607467651367
2011-01-27,12.776986122131348
2011-01-28,12.579367637634277
2011-01-31,12.5033597946167
2011-02-01,13.035412788391113
2011-02-02,12.98980712890625
2011-02-03,13.347046852111816
2011-02-04,14.107131004333496
2011-02-07,13.673884391784668
2011-02-08,14.266749382019043
2011-02-09,14.129932403564453
2011-02-10,14.015914916992188
2011-02-11,14.053922653198242
2011-02-14,13.879110336303711
2011-02-15,13.863905906677246
2011-02-16,14.084329605102539
2011-02-17,14.24394416809082
2011-02-18,14.16033935546875
2011-02-22,14.205942153930664
2011-02-23,14.046324729919434
2011-02-24,13.90190601348877
2011-02-25,14.37419605255127
2011-02-28,14.19137191772461
2011-03-01,14.069489479064941
2011-03-02,14.084724426269531
2011-03-03,14.275166511535645
2011-03-04,14.03140640258789
2011-03-07,14.016168594360352
2011-03-08,14.320870399475098
2011-03-09,14.937888145446777
2011-03-10,14.747448921203613
2011-03-11,14.846473693847656
2011-03-14,14.389422416687012
2011-03-15,14.397041320800781
2011-03-16,14.061875343322754
2011-03-17,14.084724426269531
2011-03-18,14.518924713134766
2011-03-21,14.549398422241211
2011-03-22,14.503684997558594
2011-03-23,14.47321891784668
2011-03-24,14.937888145446777
2011-03-25,15.097855567932129
2011-03-28,15.059765815734863
2011-03-29,14.93027114868164
2011-03-30,15.014058113098145
2011-03-31,14.617958068847656
2011-04-01,14.716978073120117
2011-04-04,14.488454818725586
2011-04-05,14.397041320800781
2011-04-06,14.701744079589844
2011-04-07,14.70936107635498
2011-04-08,14.70936107635498
2011-04-11,14.610332489013672
2011-04-12,14.85409164428711
2011-04-13,14.808385848999023
2011-04-14,14.777917861938477
2011-04-15,14.953118324279785
2011-04-18,14.838860511779785
2011-04-19,14.656042098999023
2011-04-20,14.762682914733887
2011-04-21,14.846473693847656
2011-04-25,14.656042098999023
2011-04-26,14.884560585021973
2011-04-27,15.00644588470459
2011-04-28,15.059765815734863
2011-04-29,15.158793449401855
2011-05-02,15.174028396606445
2011-05-03,15.06738567352295
2011-05-04,14.755070686340332
2011-05-05,14.640806198120117
2011-05-06,14.389422416687012
2011-05-09,13.521037101745605
2011-05-10,13.67338752746582
2011-05-11,13.719091415405273
2011-05-12,14.351343154907227
2011-05-13,14.115199089050293
2011-05-16,14.09996223449707
2011-05-17,14.138050079345703
2011-05-18,14.03140640258789
2011-05-19,14.138050079345703
2011-05-20,14.290401458740234
2011-05-23,14.198990821838379
2011-05-24,14.13043212890625
2011-05-25,13.939997673034668
2011-05-26,14.084724426269531
2011-05-27,14.153433799743652
2011-05-31,14.519865989685059
2011-06-01,14.428256034851074
2011-06-02,13.825177192687988
2011-06-03,13.557975769042969
2011-06-06,13.382400512695312
2011-06-07,13.306061744689941
2011-06-08,13.451104164123535
2011-06-09,13.336597442626953
2011-06-10,13.069405555725098
2011-06-13,13.458742141723633
2011-06-14,13.817536354064941
2011-06-15,13.428199768066406
2011-06-16,13.802268028259277
2011-06-17,13.878606796264648
2011-06-20,13.954950332641602
2011-06-21,14.061829566955566
2011-06-22,13.96258544921875
2011-06-23,14.306114196777344
2011-06-24,14.428256034851074
2011-06-27,14.46642780303955
2011-06-28,14.626747131347656
2011-06-29,14.764158248901367
2011-06-30,14.825228691101074
2011-07-01,14.909201622009277
2011-07-05,14.687817573547363
2011-07-06,14.687817573547363
2011-07-07,14.527497291564941
2011-07-08,14.23741340637207
2011-07-11,14.061829566955566
2011-07-12,14.222137451171875
2011-07-13,14.176337242126465
2011-07-14,14.092363357543945
2011-07-15,14.0694580078125
2011-07-18,13.8633451461792
2011-07-19,14.023653984069824
2011-07-20,13.970218658447266
2011-07-21,14.252670288085938
2011-07-22,13.932045936584473
2011-07-25,13.748832702636719
