Date,XEL
2010-01-04,12.36737060546875
2010-01-05,12.220694541931152
2010-01-06,12.24416446685791
2010-01-07,12.191362380981445
2010-01-08,12.197230339050293
2010-01-11,12.314568519592285
2010-01-12,12.461235046386719
2010-01-13,12.654840469360352
2010-01-14,12.67831039428711
2010-01-15,12.56097412109375
2010-01-19,12.672444343566895
2010-01-20,12.637245178222656
2010-01-21,12.537508964538574
2010-01-22,12.226563453674316
2010-01-25,12.197230339050293
2010-01-26,12.203091621398926
2010-01-27,12.28523063659668
2010-01-28,12.238299369812012
2010-01-29,12.191362380981445
2010-02-01,12.232434272766113
2010-02-02,12.420167922973633
2010-02-03,12.273497581481934
2010-02-04,11.868685722351074
2010-02-05,11.810013771057129
2010-02-08,11.757209777832031
2010-02-09,11.851086616516113
2010-02-10,11.76894474029541
2010-02-11,11.903882026672363
2010-02-12,11.868685722351074
2010-02-16,12.0857572555542
2010-02-17,12.056421279907227
2010-02-18,12.226563453674316
2010-02-19,12.36737060546875
2010-02-22,12.343896865844727
2010-02-23,12.308696746826172
2010-02-24,12.338037490844727
2010-02-25,12.302825927734375
2010-02-26,12.20895767211914
2010-03-01,12.332161903381348
2010-03-02,12.449495315551758
2010-03-03,12.455368995666504
2010-03-04,12.355636596679688
2010-03-05,12.431904792785645
2010-03-08,12.408431053161621
2010-03-09,12.396699905395508
2010-03-10,12.384964942932129
2010-03-11,12.373236656188965
2010-03-12,12.338037490844727
2010-03-15,12.408431053161621
2010-03-16,12.502303123474121
2010-03-17,12.578572273254395
2010-03-18,12.578572273254395
2010-03-19,12.660706520080566
2010-03-22,12.613771438598633
2010-03-23,12.640478134155273
2010-03-24,12.50992488861084
2010-03-25,12.498055458068848
2010-03-26,12.48618221282959
2010-03-29,12.60487174987793
2010-03-30,12.592997550964355
2010-03-31,12.581135749816895
2010-04-01,12.69982624053955
2010-04-05,12.83631420135498
2010-04-06,12.960944175720215
2010-04-07,12.83631420135498
2010-04-08,12.753233909606934
2010-04-09,12.83631420135498
2010-04-12,12.90159797668457
2010-04-13,12.75916862487793
2010-04-14,12.771039962768555
2010-04-15,12.59893798828125
2010-04-16,12.747300148010254
2010-04-19,12.74136734008789
2010-04-20,12.81851577758789
2010-04-21,12.82444953918457
2010-04-22,12.925335884094238
2010-04-23,13.020288467407227
2010-04-26,12.955011367797852
2010-04-27,12.735435485839844
2010-04-28,12.753233909606934
2010-04-29,12.82444953918457
2010-04-30,12.907526969909668
2010-05-03,13.115242004394531
2010-05-04,12.90159797668457
2010-05-05,12.90159797668457
2010-05-06,12.527721405029297
2010-05-07,12.385297775268555
2010-05-10,12.747300148010254
2010-05-11,12.800711631774902
2010-05-12,12.794778823852539
2010-05-13,12.717630386352539
2010-05-14,12.622674942016602
2010-05-17,12.735435485839844
2010-05-18,12.640478134155273
2010-05-19,12.622674942016602
2010-05-20,12.23100471496582
2010-05-21,12.266610145568848
2010-05-24,12.153848648071289
2010-05-25,12.04703140258789
2010-05-26,12.029230117797852
2010-05-27,12.183524131774902
2010-05-28,12.1597900390625
2010-06-01,11.952077865600586
2010-06-02,12.189459800720215
2010-06-03,12.290346145629883
2010-06-04,11.975817680358887
2010-06-07,11.940211296081543
2010-06-08,12.09450912475586
2010-06-09,11.958009719848633
2010-06-10,12.195391654968262
2010-06-11,12.201326370239258
2010-06-14,12.2131929397583
2010-06-15,12.498055458068848
2010-06-16,12.563329696655273
2010-06-17,12.735435485839844
2010-06-18,12.800711631774902
2010-06-21,12.753233909606934
2010-06-22,12.526843070983887
2010-06-23,12.412744522094727
2010-06-24,12.454782485961914
2010-06-25,12.466791152954102
2010-06-28,12.56887149810791
2010-06-29,12.40073299407959
2010-06-30,12.376712799072266
2010-07-01,12.382719039916992
2010-07-02,12.436763763427734
2010-07-06,12.586892127990723
2010-07-07,12.833105087280273
2010-07-08,12.97122573852539
2010-07-09,13.013259887695312
2010-07-12,13.085326194763184
2010-07-13,13.151383399963379
2010-07-14,13.037282943725586
2010-07-15,13.133367538452148
2010-07-16,12.881146430969238
2010-07-19,13.103338241577148
2010-07-20,13.199419975280762
2010-07-21,13.02527141571045
2010-07-22,13.223443031311035
2010-07-23,13.361563682556152
2010-07-26,13.48767375946045
2010-07-27,13.661825180053711
2010-07-28,13.60176944732666
2010-07-29,13.367566108703613
2010-07-30,13.20543098449707
2010-08-02,13.415614128112793
2010-08-03,13.271485328674316
2010-08-04,13.127361297607422
2010-08-05,13.247465133666992
2010-08-06,13.28349494934082
2010-08-09,13.37357234954834
2010-08-10,13.45764446258545
2010-08-11,13.30151081085205
2010-08-12,13.3795804977417
2010-08-13,13.463650703430176
2010-08-16,13.325531005859375
2010-08-17,13.421616554260254
2010-08-18,13.307517051696777
2010-08-19,13.061299324035645
2010-08-20,13.133367538452148
2010-08-23,13.187410354614258
2010-08-24,13.271485328674316
2010-08-25,13.325531005859375
2010-08-26,13.319527626037598
2010-08-27,13.553730010986328
2010-08-30,13.349554061889648
2010-08-31,13.39759349822998
2010-09-01,13.69184684753418
2010-09-02,13.625795364379883
2010-09-03,13.69184684753418
2010-09-07,13.697851181030273
2010-09-08,13.571749687194824
2010-09-09,13.721874237060547
2010-09-10,13.655820846557617
2010-09-13,13.745890617370605
2010-09-14,13.841980934143066
2010-09-15,13.793939590454102
2010-09-16,13.71586799621582
2010-09-17,13.70386028289795
2010-09-20,13.896029472351074
2010-09-21,13.867486000061035
2010-09-22,13.861416816711426
2010-09-23,13.685342788696289
2010-09-24,13.922134399414062
2010-09-27,13.909989356994629
2010-09-28,13.976784706115723
2010-09-29,14.019274711608887
2010-09-30,13.94642162322998
2010-10-01,14.104283332824707
2010-10-04,14.073923110961914
2010-10-05,14.304643630981445
2010-10-06,14.243929862976074
2010-10-07,14.22571086883545
2010-10-08,14.250000953674316
2010-10-11,14.213574409484863
2010-10-12,14.104283332824707
2010-10-13,14.158924102783203
2010-10-14,14.158924102783203
2010-10-15,14.304643630981445
2010-10-18,14.426077842712402
2010-10-19,14.383577346801758
2010-10-20,14.511077880859375
2010-10-21,14.426077842712402
2010-10-22,14.505000114440918
2010-10-25,14.511077880859375
2010-10-26,14.590007781982422
2010-10-27,14.486785888671875
2010-10-28,14.450356483459473
2010-10-29,14.486785888671875
2010-11-01,14.37143611907959
2010-11-02,14.517149925231934
2010-11-03,14.498933792114258
2010-11-04,14.644651412963867
2010-11-05,14.772162437438965
2010-11-08,14.723572731018066
2010-11-09,14.644651412963867
2010-11-10,14.620365142822266
2010-11-11,14.644651412963867
2010-11-12,14.505000114440918
2010-11-15,14.432148933410645
2010-11-16,14.280354499816895
2010-11-17,14.207499504089355
2010-11-18,14.328932762145996
2010-11-19,14.304643630981445
2010-11-22,14.347139358520508
2010-11-23,14.177140235900879
2010-11-24,14.268208503723145
2010-11-26,14.2378568649292
2010-11-29,14.231778144836426
2010-11-30,14.268208503723145
2010-12-01,14.456432342529297
2010-12-02,14.456432342529297
2010-12-03,14.492862701416016
2010-12-06,14.341072082519531
2010-12-07,14.219637870788574
2010-12-08,14.183211326599121
2010-12-09,14.213574409484863
2010-12-10,14.219637870788574
2010-12-13,14.28642463684082
2010-12-14,14.383577346801758
2010-12-15,14.268208503723145
2010-12-16,14.383577346801758
2010-12-17,14.407857894897461
2010-12-20,14.426077842712402
2010-12-21,14.45246696472168
2010-12-22,14.409502029418945
2010-12-23,14.403362274169922
2010-12-27,14.397231101989746
2010-12-28,14.434054374694824
2010-12-29,14.421780586242676
2010-12-30,14.45246696472168
2010-12-31,14.45246696472168
2011-01-03,14.458599090576172
2011-01-04,14.519967079162598
2011-01-05,14.434054374694824
2011-01-06,14.421780586242676
2011-01-07,14.550649642944336
2011-01-10,14.458599090576172
2011-01-11,14.409502029418945
2011-01-12,14.446327209472656
2011-01-13,14.391092300415039
2011-01-14,14.403362274169922
2011-01-18,14.59361743927002
2011-01-19,14.550649642944336
2011-01-20,14.704075813293457
2011-01-21,14.673397064208984
2011-01-24,14.77158260345459
2011-01-25,14.77158260345459
2011-01-26,14.697938919067383
2011-01-27,14.740901947021484
2011-01-28,14.45246696472168
2011-01-31,14.464734077453613
2011-02-01,14.65498161315918
2011-02-02,14.562925338745117
2011-02-03,14.526103973388672
2011-02-04,14.51383113861084
2011-02-07,14.636568069458008
2011-02-08,14.59361743927002
2011-02-09,14.61202335357666
2011-02-10,14.605887413024902
2011-02-11,14.68566608428955
2011-02-14,14.550649642944336
2011-02-15,14.581336975097656
2011-02-16,14.61202335357666
2011-02-17,14.59361743927002
2011-02-18,14.61202335357666
2011-02-22,14.4954252243042
2011-02-23,14.489288330078125
2011-02-24,14.434054374694824
2011-02-25,14.618155479431152
2011-02-28,14.69179916381836
2011-03-01,14.397231101989746
2011-03-02,14.507689476013184
2011-03-03,14.68566608428955
2011-03-04,14.661124229431152
2011-03-07,14.728625297546387
2011-03-08,15.023198127746582
2011-03-09,15.109107971191406
2011-03-10,14.845232009887695
2011-03-11,14.918869018554688
2011-03-14,14.722488403320312
2011-03-15,14.501561164855957
2011-03-16,14.34199047088623
2011-03-17,14.440193176269531
2011-03-18,14.391092300415039
2011-03-21,14.538384437561035
2011-03-22,14.546442031860352
2011-03-23,14.515424728393555
2011-03-24,14.558846473693848
2011-03-25,14.577462196350098
2011-03-28,14.521629333496094
2011-03-29,14.65810489654541
2011-03-30,14.844198226928711
2011-03-31,14.819388389587402
2011-04-01,14.937241554260254
2011-04-04,14.993069648742676
2011-04-05,14.924835205078125
2011-04-06,15.011688232421875
2011-04-07,14.89382266998291
2011-04-08,14.819388389587402
2011-04-11,14.583662033081055
2011-04-12,14.558846473693848
2011-04-13,14.627082824707031
2011-04-14,14.726333618164062
2011-04-15,14.962050437927246
2011-04-18,14.86280632019043
