Date,NEE
2010-06-02,8.06563663482666
2010-06-03,8.151719093322754
2010-06-04,7.898349761962891
2010-06-07,7.963313102722168
2010-06-08,7.947072505950928
2010-06-09,7.86099100112915
2010-06-10,8.169587135314941
2010-06-11,8.120857238769531
2010-06-14,8.202067375183105
2010-06-15,8.333626747131348
2010-06-16,8.393718719482422
2010-06-17,8.505786895751953
2010-06-18,8.528528213500977
2010-06-21,8.43432331085205
2010-06-22,8.236175537109375
2010-06-23,8.153342247009277
2010-06-24,8.052642822265625
2010-06-25,7.994174480438232
2010-06-28,7.9893035888671875
2010-06-29,7.856119155883789
2010-06-30,7.919462203979492
2010-07-01,7.95032262802124
2010-07-02,7.9519453048706055
2010-07-06,8.023412704467773
2010-07-07,8.250791549682617
2010-07-08,8.28327751159668
2010-07-09,8.35311508178711
2010-07-12,8.431076049804688
2010-07-13,8.491172790527344
2010-07-14,8.461935997009277
2010-07-15,8.59836483001709
2010-07-16,8.544769287109375
2010-07-19,8.570754051208496
2010-07-20,8.559388160705566
2010-07-21,8.46518325805664
2010-07-22,8.582124710083008
2010-07-23,8.577251434326172
2010-07-26,8.580500602722168
2010-07-27,8.738046646118164
2010-07-28,8.61948013305664
2010-07-29,8.526906967163086
2010-07-30,8.494420051574707
2010-08-02,8.772151947021484
2010-08-03,8.728301048278809
2010-08-04,8.705564498901367
2010-08-05,8.65034008026123
2010-08-06,8.723427772521973
2010-08-09,8.686070442199707
2010-08-10,8.729925155639648
2010-08-11,8.556138038635254
2010-08-12,8.455437660217285
2010-08-13,8.448942184448242
2010-08-16,8.471680641174316
2010-08-17,8.522028923034668
2010-08-18,8.535026550292969
2010-08-19,8.419709205627441
2010-08-20,8.655211448669434
2010-08-23,8.725051879882812
2010-08-24,8.817630767822266
2010-08-25,8.732382774353027
2010-08-26,8.69632625579834
2010-08-27,8.83402156829834
2010-08-30,8.73075008392334
2010-08-31,8.807793617248535
2010-09-01,8.953690528869629
2010-09-02,8.956969261169434
2010-09-03,8.956969261169434
2010-09-07,8.8995943069458
2010-09-08,8.896317481994629
2010-09-09,8.95205020904541
2010-09-10,9.042208671569824
2010-09-13,9.089747428894043
2010-09-14,9.019257545471191
2010-09-15,8.811073303222656
2010-09-16,8.830741882324219
2010-09-17,8.81270980834961
2010-09-20,8.934017181396484
2010-09-21,8.866809844970703
2010-09-22,8.902870178222656
2010-09-23,8.778288841247559
2010-09-24,8.934017181396484
2010-09-27,8.961886405944824
2010-09-28,9.017620086669922
2010-09-29,8.961886405944824
2010-09-30,8.915986061096191
2010-10-01,8.919264793395996
2010-10-04,8.85041618347168
2010-10-05,8.917621612548828
2010-10-06,8.9799165725708
2010-10-07,8.999589920043945
2010-10-08,9.002864837646484
2010-10-11,9.0143404006958
2010-10-12,9.05532169342041
2010-10-13,9.093026161193848
2010-10-14,9.071717262268066
2010-10-15,9.068437576293945
2010-10-18,9.150397300720215
2010-10-19,9.099584579467773
2010-10-20,9.18482494354248
2010-10-21,9.112699508666992
2010-10-22,9.089747428894043
2010-10-25,8.991390228271484
2010-10-26,9.05532169342041
2010-10-27,8.966802597045898
2010-10-28,9.024174690246582
2010-10-29,9.022543907165527
2010-11-01,8.83894157409668
2010-11-02,8.917621612548828
2010-11-03,8.955327033996582
2010-11-04,9.017620086669922
2010-11-05,8.971722602844238
2010-11-08,8.925821304321289
2010-11-09,8.922540664672852
2010-11-10,8.87336540222168
2010-11-11,8.83402156829834
2010-11-12,8.791401863098145
2010-11-15,8.781563758850098
2010-11-16,8.615999221801758
2010-11-17,8.558627128601074
2010-11-18,8.57993221282959
2010-11-19,8.51928424835205
2010-11-22,8.538952827453613
2010-11-23,8.469436645507812
2010-11-24,8.522404670715332
2010-11-26,8.40488338470459
2010-11-29,8.391644477844238
2010-11-30,8.378403663635254
2010-12-01,8.42971420288086
2010-12-02,8.479368209838867
2010-12-03,8.457853317260742
2010-12-06,8.42640209197998
2010-12-07,8.414814949035645
2010-12-08,8.421438217163086
2010-12-09,8.454543113708496
2010-12-10,8.606816291809082
2010-12-13,8.621711730957031
2010-12-14,8.512471199035645
2010-12-15,8.414814949035645
2010-12-16,8.477715492248535
2010-12-17,8.552194595336914
2010-12-20,8.529024124145508
2010-12-21,8.461163520812988
2010-12-22,8.618402481079102
2010-12-23,8.6349515914917
2010-12-27,8.631644248962402
2010-12-28,8.654814720153809
2010-12-29,8.618402481079102
2010-12-30,8.601853370666504
2010-12-31,8.6051607131958
2011-01-03,8.64488410949707
2011-01-04,8.730953216552734
2011-01-05,8.663090705871582
2011-01-06,8.625022888183594
2011-01-07,8.643230438232422
2011-01-10,8.759090423583984
2011-01-11,8.732606887817383
2011-01-12,8.876605987548828
2011-01-13,8.898122787475586
2011-01-14,8.962672233581543
2011-01-18,8.98750114440918
2011-01-19,8.947778701782227
2011-01-20,8.979226112365723
2011-01-21,9.007365226745605
2011-01-24,8.961020469665527
2011-01-25,9.032190322875977
2011-01-26,8.972606658935547
2011-01-27,9.005704879760742
2011-01-28,8.942811965942383
2011-01-31,8.848468780517578
2011-02-01,9.0255708694458
2011-02-02,9.08018970489502
2011-02-03,9.10170841217041
2011-02-04,9.060330390930176
2011-02-07,9.134810447692871
2011-02-08,9.174534797668457
2011-02-09,9.143085479736328
2011-02-10,9.139774322509766
2011-02-11,9.11329460144043
2011-02-14,9.053707122802734
2011-02-15,9.06529426574707
2011-02-16,8.997431755065918
2011-02-17,8.977570533752441
2011-02-18,9.035502433776855
2011-02-22,9.045433044433594
2011-02-23,8.9990873336792
2011-02-24,9.005704879760742
2011-02-25,9.05205249786377
2011-02-28,9.18115234375
2011-03-01,8.959362030029297
2011-03-02,8.996150970458984
2011-03-03,9.103167533874512
2011-03-04,9.155006408691406
2011-03-07,9.133268356323242
2011-03-08,9.24697494506836
2011-03-09,9.325565338134766
2011-03-10,9.255335807800293
2011-03-11,9.31218433380127
2011-03-14,9.210186004638672
2011-03-15,8.991133689880371
2011-03-16,8.795492172241211
2011-03-17,8.832279205322266
2011-03-18,8.822248458862305
2011-03-21,8.989459037780762
2011-03-22,9.011199951171875
2011-03-23,8.977758407592773
2011-03-24,9.032938003540039
2011-03-25,9.046317100524902
2011-03-28,8.991133689880371
2011-03-29,9.143299102783203
2011-03-30,9.193463325500488
2011-03-31,9.216873168945312
2011-04-01,9.352323532104492
2011-04-04,9.395792961120605
2011-04-05,9.415861129760742
2011-04-06,9.459336280822754
2011-04-07,9.372381210327148
2011-04-08,9.364023208618164
2011-04-11,9.225232124328613
2011-04-12,9.216873168945312
2011-04-13,9.191791534423828
2011-04-14,9.223564147949219
2011-04-15,9.216873168945312
2011-04-18,9.185101509094238
2011-04-19,9.178417205810547
2011-04-20,9.310513496398926
2011-04-21,9.282090187072754
2011-04-25,9.273726463317871
2011-04-26,9.37071418762207
2011-04-27,9.397464752197266
2011-04-28,9.502808570861816
2011-04-29,9.459336280822754
2011-05-02,9.464351654052734
2011-05-03,9.593106269836426
2011-05-04,9.603141784667969
2011-05-05,9.539600372314453
2011-05-06,9.596451759338379
2011-05-09,9.639928817749023
2011-05-10,9.756978034973145
2011-05-11,9.735239028930664
2011-05-12,9.845603942871094
2011-05-13,9.805468559265137
2011-05-16,9.710161209106445
2011-05-17,9.798778533935547
2011-05-18,9.782059669494629
2011-05-19,9.763668060302734
2011-05-20,9.66166877746582
2011-05-23,9.62989616394043
2011-05-24,9.594780921936035
2011-05-25,9.532909393310547
2011-05-26,9.547961235046387
2011-05-27,9.589761734008789
2011-05-31,9.690095901489258
2011-06-01,9.582048416137695
2011-06-02,9.489201545715332
2011-06-03,9.39972972869873
2011-06-06,9.354145050048828
2011-06-07,9.354145050048828
2011-06-08,9.369340896606445
2011-06-09,9.391286849975586
2011-06-10,9.367650985717773
2011-06-13,9.436863899230957
2011-06-14,9.43517780303955
2011-06-15,9.364275932312012
2011-06-16,9.479074478149414
2011-06-17,9.560103416442871
2011-06-20,9.631007194519043
2011-06-21,9.617499351501465
2011-06-22,9.575296401977539
2011-06-23,9.517898559570312
2011-06-24,9.556727409362793
2011-06-27,9.61919116973877
2011-06-28,9.63775634765625
2011-06-29,9.661394119262695
2011-06-30,9.700221061706543
2011-07-01,9.821769714355469
2011-07-05,9.739045143127441
2011-07-06,9.75086784362793
2011-07-07,9.799822807312012
2011-07-08,9.740738868713379
2011-07-11,9.649579048156738
2011-07-12,9.671523094177246
2011-07-13,9.656329154968262
2011-07-14,9.620879173278809
2011-07-15,9.588802337646484
2011-07-18,9.514520645141602
2011-07-19,9.583739280700684
2011-07-20,9.612433433532715
2011-07-21,9.772814750671387
2011-07-22,9.700221061706543
2011-07-25,9.713724136352539
2011-07-26,9.68333911895752
2011-07-27,9.563482284545898
2011-07-28,9.494263648986816
2011-07-29,9.327136039733887
2011-08-01,9.354145050048828
2011-08-02,9.156630516052246
2011-08-03,9.121180534362793
2011-08-04,8.861199378967285
2011-08-05,8.915221214294434
2011-08-08,8.469545364379883
2011-08-09,8.768352508544922
2011-08-10,8.472921371459961
2011-08-11,8.854448318481445
2011-08-12,8.8949613571167
2011-08-15,9.241039276123047
2011-08-16,9.232601165771484
2011-08-17,9.29337215423584
2011-08-18,9.215716361999512
2011-08-19,9.165071487426758
2011-08-22,9.1380615234375
2011-08-23,9.305185317993164
2011-08-24,9.555852890014648
2011-08-25,9.414324760437012
2011-08-26,9.44842529296875
2011-08-29,9.598479270935059
2011-08-30,9.62405776977539
2011-08-31,9.67180347442627
2011-09-01,9.67180347442627
2011-09-02,9.485941886901855
2011-09-06,9.387038230895996
2011-09-07,9.378512382507324
2011-09-08,9.320535659790039
2011-09-09,9.139784812927246
2011-09-12,9.228455543518066
2011-09-13,9.13808536529541
2011-09-14,9.182413101196289
2011-09-15,9.26596736907959
2011-09-16,9.42625617980957
2011-09-19,9.335882186889648
2011-09-20,9.492755889892578
2011-09-21,9.346114158630371
2011-09-22,9.097156524658203
2011-09-23,9.1755952835083
2011-09-26,9.27279281616211
2011-09-27,9.303485870361328
2011-09-28,9.18071174621582
2011-09-29,9.29666519165039
2011-09-30,9.211405754089355
2011-10-03,9.015310287475586
2011-10-04,9.03918170928955
2011-10-05,9.040887832641602
2011-10-06,9.167071342468262
2011-10-07,9.24209976196289
2011-10-10,9.395563125610352
2011-10-11,9.339292526245117
2011-10-12,9.323948860168457
2011-10-13,9.308601379394531
2011-10-14,9.354641914367676
2011-10-17,9.325654983520508
2011-10-18,9.349525451660156
2011-10-19,9.335882186889648
2011-10-20,9.3921537399292
2011-10-21,9.526861190795898
2011-10-24,9.521748542785645
2011-10-25,9.412616729736328
2011-10-26,9.554142951965332
2011-10-27,9.855963706970215
2011-10-28,9.726373672485352
2011-10-31,9.617239952087402
2011-11-01,9.438197135925293
2011-11-02,9.583134651184082
2011-11-03,9.823564529418945
2011-11-04,9.62405776977539
2011-11-07,9.554142951965332
2011-11-08,9.625762939453125
2011-11-09,9.358052253723145
2011-11-10,9.427963256835938
2011-11-11,9.51833724975586
2011-11-14,9.424554824829102
2011-11-15,9.489351272583008
2011-11-16,9.480823516845703
2011-11-17,9.44331169128418
2011-11-18,9.468888282775879
2011-11-21,9.327356338500977
2011-11-22,9.208503723144531
2011-11-23,9.022473335266113
2011-11-25,9.055200576782227
2011-11-28,9.224010467529297
2011-11-29,9.370421409606934
2011-11-30,9.549558639526367
2011-12-01,9.573674201965332
2011-12-02,9.604681015014648
2011-12-05,9.733865737915039
2011-12-06,9.780378341674805
2011-12-07,9.832050323486328
2011-12-08,9.752815246582031
2011-12-09,9.90095043182373
2011-12-12,9.816547393798828
2011-12-13,9.883727073669434
2011-12-14,9.847553253173828
2011-12-15,9.975014686584473
2011-12-16,9.96812915802002
2011-12-19,9.913010597229004
2011-12-20,10.117986679077148
2011-12-21,10.279903411865234
2011-12-22,10.286792755126953
2011-12-23,10.378083229064941
2011-12-27,10.467655181884766
2011-12-28,10.45042896270752
2011-12-29,10.521052360534668
2011-12-30,10.486599922180176
2012-01-03,10.154156684875488
2012-01-04,10.128320693969727
2012-01-05,10.257508277893066
2012-01-06,10.148992538452148
2012-01-09,10.161049842834473
2012-01-10,10.205833435058594
2012-01-11,10.198942184448242
2012-01-12,10.229948997497559
2012-01-13,10.183439254760742
2012-01-17,10.188608169555664
2012-01-18,10.248900413513184
2012-01-19,10.126599311828613
2012-01-20,10.216167449951172
2012-01-23,10.224781036376953
2012-01-24,10.195496559143066
2012-01-25,10.343634605407715
2012-01-26,10.278179168701172
2012-01-27,10.321243286132812
2012-01-30,10.322961807250977
2012-01-31,10.309185028076172
2012-02-01,10.326411247253418
2012-02-02,10.353967666625977
2012-02-03,10.371192932128906
2012-02-06,10.329853057861328
2012-02-07,10.366025924682617
2012-02-08,10.395308494567871
2012-02-09,10.38497543334961
2012-02-10,10.397032737731934
2012-02-13,10.341911315917969
2012-02-14,10.400477409362793
2012-02-15,10.329853057861328
2012-02-16,10.409087181091309
2012-02-17,10.372919082641602
2012-02-21,10.405641555786133
2012-02-22,10.366025924682617
2012-02-23,10.371192932128906
2012-02-24,10.467655181884766
2012-02-27,10.47627067565918
2012-02-28,10.417699813842773
2012-02-29,10.353328704833984
2012-03-01,10.405524253845215
2012-03-02,10.403785705566406
2012-03-05,10.410743713378906
2012-03-06,10.356810569763184
2012-03-07,10.395086288452148
2012-03-08,10.396824836730957
2012-03-09,10.44031810760498
2012-03-12,10.572543144226074
2012-03-13,10.59689712524414
2012-03-14,10.449017524719238
2012-03-15,10.482074737548828
2012-03-16,10.466414451599121
2012-03-19,10.44379997253418
2012-03-20,10.473374366760254
2012-03-21,10.492515563964844
2012-03-22,10.489030838012695
2012-03-23,10.508170127868652
2012-03-26,10.60037899017334
2012-03-27,10.605599403381348
2012-03-28,10.51686954498291
2012-03-29,10.542966842651367
2012-03-30,10.626474380493164
2012-04-02,10.756956100463867
2012-04-03,10.779572486877441
2012-04-04,10.86308479309082
2012-04-05,10.939630508422852
2012-04-09,10.896136283874512
2012-04-10,10.830023765563965
2012-04-11,10.856122016906738
2012-04-12,10.87700080871582
2012-04-13,10.800451278686523
2012-04-16,10.911791801452637
2012-04-17,10.963987350463867
2012-04-18,10.925712585449219
2012-04-19,10.911791801452637
2012-04-20,11.040539741516113
2012-04-23,11.019661903381348
2012-04-24,11.117087364196777
2012-04-25,11.205812454223633
2012-04-26,11.209295272827148
2012-04-27,11.22843074798584
2012-04-30,11.195377349853516
2012-05-01,11.097949028015137
2012-05-02,11.097949028015137
2012-05-03,11.064894676208496
2012-05-04,11.059673309326172
2012-05-07,11.158841133117676
2012-05-08,11.169280052185059
2012-05-09,11.160581588745117
2012-05-10,11.324116706848145
2012-05-11,11.33803653717041
2012-05-14,11.430242538452148
2012-05-15,11.419804573059082
2012-05-16,11.405887603759766
2012-05-17,11.317159652709961
2012-05-18,11.308460235595703
2012-05-21,11.343253135681152
2012-05-22,11.414587020874023
2012-05-23,11.298023223876953
2012-05-24,11.313680648803711
2012-05-25,11.365873336791992
2012-05-29,11.419804573059082
2012-05-30,11.33803653717041
2012-05-31,11.473244667053223
2012-06-01,11.34154987335205
2012-06-04,11.366134643554688
2012-06-05,11.43988037109375
2012-06-06,11.52943229675293
2012-06-07,11.633033752441406
2012-06-08,11.754194259643555
2012-06-11,11.708537101745605
2012-06-12,11.747167587280273
2012-06-13,11.764724731445312
2012-06-14,11.854279518127441
2012-06-15,11.899930953979492
2012-06-18,11.975438117980957
2012-06-19,11.912223815917969
2012-06-20,11.799849510192871
2012-06-21,11.696247100830078
2012-06-22,11.698002815246582
2012-06-25,11.748922348022461
2012-06-26,11.768240928649902
2012-06-27,11.898177146911621
2012-06-28,11.92802619934082
2012-06-29,12.082549095153809
2012-07-02,12.087814331054688
2012-07-03,12.040407180786133
2012-07-05,12.012313842773438
2012-07-06,11.992999076843262
2012-07-09,11.915739059448242
2012-07-10,12.033384323120117
2012-07-11,12.005290031433105
2012-07-12,12.014076232910156
2012-07-13,12.173860549926758
2012-07-16,12.208975791931152
2012-07-17,12.196685791015625
2012-07-18,12.379303932189941
2012-07-19,12.344183921813965
2012-07-20,12.377548217773438
2012-07-23,12.28272819519043
2012-07-24,12.159811019897461
2012-07-25,12.084309577941895
2012-07-26,12.417937278747559
2012-07-27,12.482901573181152
2012-07-30,12.540849685668945
2012-07-31,12.449542045593262
2012-08-01,12.393346786499023
2012-08-02,12.326623916625977
2012-08-03,12.444270133972168
2012-08-06,12.35998821258545
2012-08-07,12.26517105102539
2012-08-08,12.256387710571289
2012-08-09,12.159811019897461
2012-08-10,12.256387710571289
2012-08-13,12.166831970214844
2012-08-14,12.219513893127441
2012-08-15,12.156299591064453
2012-08-16,12.21776008605957
2012-08-17,12.221267700195312
2012-08-20,12.121180534362793
2012-08-21,12.038654327392578
2012-08-22,11.977197647094727
2012-08-23,11.83672046661377
2012-08-24,11.912223815917969
2012-08-27,11.992999076843262
2012-08-28,12.008801460266113
2012-08-29,12.00171184539795
2012-08-30,11.936171531677246
2012-08-31,11.9237699508667
2012-09-04,11.902511596679688
2012-09-05,11.895428657531738
2012-09-06,11.941485404968262
2012-09-07,11.984001159667969
2012-09-10,12.03537368774414
2012-09-11,11.999945640563965
2012-09-12,11.88833999633789
2012-09-13,12.17000675201416
2012-09-14,12.008798599243164
2012-09-17,11.966289520263672
2012-09-18,11.941485404968262
2012-09-19,11.959197998046875
2012-09-20,12.054861068725586
2012-09-21,12.157605171203613
2012-09-24,12.309951782226562
2012-09-25,12.32767105102539
2012-09-26,12.391440391540527
2012-09-27,12.42509651184082
2012-09-28,12.458754539489746
2012-10-01,12.426871299743652
2012-10-02,12.501272201538086
2012-10-03,12.52784538269043
2012-10-04,12.5916166305542
2012-10-05,12.547331809997559
2012-10-08,12.520760536193848
2012-10-09,12.45521068572998
2012-10-10,12.380810737609863
2012-10-11,12.373727798461914
2012-10-12,12.288692474365234
2012-10-15,12.340067863464355
2012-10-16,12.487100601196289
2012-10-17,12.715619087219238
2012-10-18,12.763453483581543
2012-10-19,12.70499038696289
2012-10-22,12.69436264038086
2012-10-23,12.534929275512695
2012-10-24,12.317039489746094
2012-10-25,12.354236602783203
2012-10-26,12.315266609191895
2012-10-31,12.410926818847656
2012-11-01,12.377267837524414
2012-11-02,12.352466583251953
2012-11-05,12.331210136413574
2012-11-06,12.249716758728027
2012-11-07,12.054861068725586
2012-11-08,11.976913452148438
2012-11-09,11.936171531677246
2012-11-12,11.831655502319336
2012-11-13,11.886571884155273
2012-11-14,11.813942909240723
2012-11-15,11.778510093688965
2012-11-16,11.93086051940918
2012-11-19,11.994629859924316
2012-11-20,11.994629859924316
2012-11-21,11.913146018981934
2012-11-23,11.904287338256836
2012-11-26,12.03891658782959
2012-11-27,12.014119148254395
2012-11-28,12.048075675964355
2012-11-29,12.173184394836426
2012-11-30,12.28042221069336
2012-12-03,12.205354690551758
2012-12-04,12.137443542480469
2012-12-05,12.364421844482422
2012-12-06,12.36085319519043
2012-12-07,12.398382186889648
2012-12-10,12.35727310180664
2012-12-11,12.38765811920166
2012-12-12,12.373361587524414
2012-12-13,12.519917488098145
2012-12-14,12.416253089904785
2012-12-17,12.603920936584473
2012-12-18,12.670050621032715
2012-12-19,12.6128568649292
2012-12-20,12.616429328918457
2012-12-21,12.503829956054688
2012-12-24,12.496687889099121
2012-12-26,12.351916313171387
2012-12-27,12.369784355163574
2012-12-28,12.19820785522461
2012-12-31,12.3662109375
2013-01-02,12.603920936584473
2013-01-03,12.605705261230469
2013-01-04,12.668261528015137
2013-01-07,12.609277725219727
2013-01-08,12.743329048156738
2013-01-09,12.653966903686523
2013-01-10,12.7772855758667
2013-01-11,12.829117774963379
2013-01-14,12.813035011291504
2013-01-15,12.846989631652832
2013-01-16,12.745119094848633
2013-01-17,12.704009056091309
2013-01-18,12.788008689880371
2013-01-22,12.864863395690918
2013-01-23,12.830904006958008
2013-01-24,12.886305809020996
2013-01-25,12.957804679870605
2013-01-28,12.93993091583252
2013-01-29,12.977460861206055
2013-01-30,12.868435859680176
2013-01-31,12.877375602722168
2013-02-01,12.918482780456543
2013-02-04,12.866647720336914
2013-02-05,12.897039413452148
2013-02-06,12.870223045349121
2013-02-07,12.913119316101074
2013-02-08,12.886305809020996
2013-02-11,12.90061092376709
2013-02-12,12.956013679504395
2013-02-13,12.966736793518066
2013-02-14,12.904180526733398
2013-02-15,12.957804679870605
2013-02-19,13.029291152954102
2013-02-20,13.036438941955566
2013-02-21,12.96315860748291
2013-02-22,13.002482414245605
2013-02-25,12.902396202087402
2013-02-26,12.916695594787598
2013-02-27,12.976217269897461
2013-02-28,12.96359634399414
2013-03-01,13.051976203918457
2013-03-04,13.273837089538574
2013-03-05,13.32614803314209
2013-03-06,13.378456115722656
2013-03-07,13.336969375610352
2013-03-08,13.376653671264648
2013-03-11,13.380261421203613
2013-03-12,13.185452461242676
2013-03-13,13.302698135375977
2013-03-14,13.349594116210938
2013-03-15,13.432574272155762
2013-03-18,13.36943531036377
2013-03-19,13.549810409545898
2013-03-20,13.65443229675293
2013-03-21,13.634588241577148
2013-03-22,13.739206314086914
2013-03-25,13.741012573242188
2013-03-26,13.919584274291992
2013-03-27,13.867277145385742
2013-03-28,14.011569023132324
2013-04-01,13.975494384765625
2013-04-02,14.098152160644531
2013-04-03,14.1270112991333
2013-04-04,14.291157722473145
2013-04-05,14.347070693969727
2013-04-08,14.419219017028809
2013-04-09,14.283940315246582
2013-04-10,14.404789924621582
2013-04-11,14.401187896728516
2013-04-12,14.33804988861084
2013-04-15,14.240652084350586
2013-04-16,14.377742767333984
2013-04-17,14.253275871276855
2013-04-18,14.222615242004395
2013-04-19,14.444477081298828
2013-04-22,14.413814544677734
2013-04-23,14.449884414672852
2013-04-24,14.531052589416504
2013-04-25,14.50941276550293
2013-04-26,14.52745246887207
2013-04-29,14.65732192993164
2013-04-30,14.79621410369873
2013-05-01,14.66994571685791
2013-05-02,14.742097854614258
2013-05-03,14.745697021484375
2013-05-06,14.53826904296875
2013-05-07,14.7402925491333
2013-05-08,14.59959888458252
2013-05-09,14.401187896728516
2013-05-10,14.43005084991455
2013-05-13,14.361499786376953
2013-05-14,14.464314460754395
2013-05-15,14.639283180236816
2013-05-16,14.507608413696289
2013-05-17,14.628458023071289
2013-05-20,14.473334312438965
2013-05-21,14.5184326171875
2013-05-22,14.278532028198242
2013-05-23,14.10897445678711
2013-05-24,13.94303035736084
2013-05-28,13.89252758026123
2013-05-29,13.658039093017578
2013-05-30,13.776315689086914
2013-05-31,13.75993824005127
2013-06-03,13.880027770996094
2013-06-04,13.918241500854492
2013-06-05,13.82726001739502
2013-06-06,14.082009315490723
2013-06-07,14.338578224182129
2013-06-10,14.31673812866211
2013-06-11,14.35131549835205
2013-06-12,14.147513389587402
2013-06-13,14.398619651794434
2013-06-14,14.50780200958252
2013-06-17,14.677021980285645
2013-06-18,14.846245765686035
2013-06-19,14.591500282287598
2013-06-20,14.071094512939453
2013-06-21,14.253053665161133
2013-06-24,14.262147903442383
2013-06-25,14.374968528747559
2013-06-26,14.52781867980957
2013-06-27,14.633354187011719
2013-06-28,14.826231002807617
2013-07-01,14.598775863647461
2013-07-02,14.618792533874512
2013-07-03,14.578761100769043
2013-07-05,14.544198036193848
2013-07-08,14.677021980285645
2013-07-09,14.802576065063477
2013-07-10,14.853524208068848
2013-07-11,15.144665718078613
2013-07-12,15.286592483520508
2013-07-15,15.546801567077637
2013-07-16,15.45945930480957
2013-07-17,15.432162284851074
2013-07-18,15.544977188110352
2013-07-19,15.45945930480957
2013-07-22,15.444900512695312
2013-07-23,15.43034553527832
2013-07-24,15.241104125976562
2013-07-25,15.299332618713379
2013-07-26,15.275676727294922
2013-07-29,15.428526878356934
2013-07-30,15.736042976379395
2013-07-31,15.759696006774902
2013-08-01,16.06538963317871
2013-08-02,16.00170135498047
2013-08-05,15.845220565795898
2013-08-06,15.797905921936035
2013-08-07,15.786985397338867
2013-08-08,15.76333236694336
2013-08-09,15.69601058959961
2013-08-12,15.574095726013184
2013-08-13,15.48493480682373
2013-08-14,15.361200332641602
2013-08-15,15.102816581726074
2013-08-16,14.948145866394043
2013-08-19,14.837156295776367
2013-08-20,14.95543098449707
2013-08-21,14.698860168457031
2013-08-22,14.733433723449707
2013-08-23,14.813492774963379
2013-08-26,14.658823013305664
2013-08-27,14.755263328552246
2013-08-28,14.87451171875
2013-08-29,14.779112815856934
2013-08-30,14.742426872253418
2013-09-03,14.634191513061523
2013-09-04,14.694724082946777
2013-09-05,14.669048309326172
2013-09-06,14.678223609924316
2013-09-09,14.718572616577148
2013-09-10,14.788285255432129
2013-09-11,14.604837417602539
2013-09-12,14.542458534240723
2013-09-13,14.533287048339844
2013-09-16,14.524112701416016
