Date,HSY
2010-01-04,25.145397186279297
2010-01-05,25.804931640625
2010-01-06,25.582782745361328
2010-01-07,25.33285140991211
2010-01-08,25.25648307800293
2010-01-11,25.11763572692871
2010-01-12,26.207592010498047
2010-01-13,25.41615104675293
2010-01-14,25.659128189086914
2010-01-15,25.166223526000977
2010-01-19,25.929893493652344
2010-01-20,25.742450714111328
2010-01-21,25.124568939208984
2010-01-22,25.18705177307129
2010-01-25,25.305086135864258
2010-01-26,25.33978843688965
2010-01-27,25.888235092163086
2010-01-28,25.77716636657715
2010-01-29,25.291196823120117
2010-02-01,25.555009841918945
2010-02-02,25.825759887695312
2010-02-03,25.791046142578125
2010-02-04,25.617488861083984
2010-02-05,25.929893493652344
2010-02-08,25.652196884155273
2010-02-09,25.825759887695312
2010-02-10,25.839643478393555
2010-02-11,25.964609146118164
2010-02-12,26.103456497192383
2010-02-16,26.644968032836914
2010-02-17,26.651893615722656
2010-02-18,26.957374572753906
2010-02-19,27.748804092407227
2010-02-22,27.589130401611328
2010-02-23,27.47715187072754
2010-02-24,27.74310874938965
2010-02-25,27.80608558654785
2010-02-26,27.827085494995117
2010-03-01,27.932065963745117
2010-03-02,28.114038467407227
2010-03-03,28.526973724365234
2010-03-04,28.76491928100586
2010-03-05,29.00988006591797
2010-03-08,28.834911346435547
2010-03-09,29.093862533569336
2010-03-10,29.044879913330078
2010-03-11,29.170862197875977
2010-03-12,29.849733352661133
2010-03-15,30.0806884765625
2010-03-16,30.45862579345703
2010-03-17,30.19965934753418
2010-03-18,30.0806884765625
2010-03-19,29.702749252319336
2010-03-22,30.010705947875977
2010-03-23,30.19965934753418
2010-03-24,29.87771987915039
2010-03-25,29.842731475830078
2010-03-26,29.737754821777344
2010-03-29,30.00370216369629
2010-03-30,30.129680633544922
2010-03-31,29.961715698242188
2010-04-01,30.13667869567871
2010-04-05,30.262657165527344
2010-04-06,30.339637756347656
2010-04-07,30.325639724731445
2010-04-08,30.430631637573242
2010-04-09,30.8785457611084
2010-04-12,30.9835262298584
2010-04-13,30.74557876586914
2010-04-14,30.892545700073242
2010-04-15,30.976524353027344
2010-04-16,30.703584671020508
2010-04-19,31.011526107788086
2010-04-20,31.431446075439453
2010-04-21,31.382463455200195
2010-04-22,33.65005111694336
2010-04-23,34.09798812866211
2010-04-26,33.482078552246094
2010-04-27,32.950191497802734
2010-04-28,32.810211181640625
2010-04-29,33.048152923583984
2010-04-30,32.90119552612305
2010-05-03,33.28612518310547
2010-05-04,32.908180236816406
2010-05-05,32.908180236816406
2010-05-06,32.4252815246582
2010-05-07,32.48826217651367
2010-05-10,33.538089752197266
2010-05-11,33.51007843017578
2010-05-12,33.566070556640625
2010-05-13,33.28612518310547
2010-05-14,33.048152923583984
2010-05-17,33.62907791137695
2010-05-18,33.489097595214844
2010-05-19,33.447086334228516
2010-05-20,32.63523864746094
2010-05-21,32.81140899658203
2010-05-24,32.8889274597168
2010-05-25,32.466121673583984
2010-05-26,32.34630584716797
2010-05-27,33.32585144042969
2010-05-28,32.98054122924805
2010-06-01,33.826210021972656
2010-06-02,34.31950378417969
2010-06-03,34.81985092163086
2010-06-04,34.030548095703125
2010-06-07,34.277217864990234
2010-06-08,35.566837310791016
2010-06-09,36.04605484008789
2010-06-10,36.475921630859375
2010-06-11,35.77825927734375
2010-06-14,35.85578155517578
2010-06-15,35.270870208740234
2010-06-16,35.158111572265625
2010-06-17,35.54570770263672
2010-06-18,35.390663146972656
2010-06-21,34.75640869140625
2010-06-22,34.64368438720703
2010-06-23,34.7705078125
2010-06-24,34.81279754638672
2010-06-25,34.093990325927734
2010-06-28,34.5379524230957
2010-06-29,33.98828887939453
2010-06-30,33.77687454223633
2010-07-01,33.60068893432617
2010-07-02,33.97419738769531
2010-07-06,34.81279754638672
2010-07-07,35.22153091430664
2010-07-08,35.54570770263672
2010-07-09,35.743011474609375
2010-07-12,35.72187805175781
2010-07-13,36.102420806884766
2010-07-14,36.208133697509766
2010-07-15,36.370216369628906
2010-07-16,35.806453704833984
2010-07-19,35.62322235107422
2010-07-20,35.20039367675781
2010-07-21,35.10877990722656
2010-07-22,33.65001678466797
2010-07-23,33.26948165893555
2010-07-26,33.530235290527344
2010-07-27,33.14262771606445
2010-07-28,32.7056999206543
2010-07-29,32.64228820800781
2010-07-30,33.12149429321289
2010-08-02,32.79026794433594
2010-08-03,32.58589553833008
2010-08-04,32.53657531738281
2010-08-05,32.51544952392578
2010-08-06,32.54362487792969
2010-08-09,32.6070442199707
2010-08-10,32.65637969970703
2010-08-11,32.48725128173828
2010-08-12,32.44496536254883
2010-08-13,32.66342544555664
2010-08-16,32.66342544555664
2010-08-17,33.01578903198242
2010-08-18,33.57954788208008
2010-08-19,33.22720718383789
2010-08-20,33.64297103881836
2010-08-23,33.706825256347656
2010-08-24,33.203102111816406
2010-08-25,32.926395416259766
2010-08-26,32.98318099975586
2010-08-27,33.408851623535156
2010-08-30,32.47944259643555
2010-08-31,32.968994140625
2010-09-01,33.46562576293945
2010-09-02,33.33789825439453
2010-09-03,33.444332122802734
2010-09-07,32.94059753417969
2010-09-08,32.94059753417969
2010-09-09,32.869659423828125
2010-09-10,32.59296417236328
2010-09-13,32.45816421508789
2010-09-14,32.273704528808594
2010-09-15,32.415592193603516
2010-09-16,33.52947235107422
2010-09-17,33.60750198364258
2010-09-20,34.146697998046875
2010-09-21,34.026100158691406
2010-09-22,33.91965866088867
2010-09-23,33.74230194091797
2010-09-24,34.13960266113281
2010-09-27,33.635868072509766
2010-09-28,33.7990608215332
2010-09-29,33.90547180175781
2010-09-30,33.763587951660156
2010-10-01,33.90547180175781
2010-10-04,33.79196548461914
2010-10-05,34.12541580200195
2010-10-06,34.175071716308594
2010-10-07,33.96931457519531
2010-10-08,34.58656692504883
2010-10-11,34.948394775390625
2010-10-12,35.4095458984375
2010-10-13,36.012603759765625
2010-10-14,36.08354949951172
2010-10-15,36.622737884521484
2010-10-18,36.416988372802734
2010-10-19,36.16868209838867
2010-10-20,36.25382614135742
2010-10-21,34.990966796875
2010-10-22,35.4095458984375
2010-10-25,35.189632415771484
2010-10-26,35.05482864379883
2010-10-27,34.70008087158203
2010-10-28,35.01933670043945
2010-10-29,35.111568450927734
2010-11-01,34.856170654296875
2010-11-02,34.707183837890625
2010-11-03,34.89872741699219
2010-11-04,34.664608001708984
2010-11-05,34.4021110534668
2010-11-08,34.380821228027344
2010-11-09,34.16796875
2010-11-10,33.99773025512695
2010-11-11,34.040279388427734
2010-11-12,33.735206604003906
2010-11-15,33.34499740600586
2010-11-16,32.91931915283203
2010-11-17,32.80580520629883
2010-11-18,33.025733947753906
2010-11-19,33.00447082519531
2010-11-22,33.30450439453125
2010-11-23,33.361656188964844
2010-11-24,33.6688346862793
2010-11-26,33.733131408691406
2010-11-29,33.35450744628906
2010-11-30,33.43309783935547
2010-12-01,33.74026107788086
2010-12-02,33.79741668701172
2010-12-03,33.39736557006836
2010-12-06,33.16877365112305
2010-12-07,32.840145111083984
2010-12-08,32.78300476074219
2010-12-09,33.633121490478516
2010-12-10,33.86170959472656
2010-12-13,33.64740753173828
2010-12-14,34.040313720703125
2010-12-15,34.068885803222656
2010-12-16,34.33320236206055
2010-12-17,34.504661560058594
2010-12-20,33.976016998291016
2010-12-21,33.983154296875
2010-12-22,34.283199310302734
2010-12-23,34.2689208984375
2010-12-27,34.09031295776367
2010-12-28,33.84742736816406
2010-12-29,33.84742736816406
2010-12-30,33.76884078979492
2010-12-31,33.683128356933594
2011-01-03,33.44023513793945
2011-01-04,33.125885009765625
2011-01-05,33.30450439453125
2011-01-06,34.24034118652344
2011-01-07,34.39033508300781
2011-01-10,34.511802673339844
2011-01-11,34.547515869140625
2011-01-12,34.854705810546875
2011-01-13,35.583377838134766
2011-01-14,35.39763259887695
2011-01-18,35.504783630371094
2011-01-19,35.14759826660156
2011-01-20,35.14044952392578
2011-01-21,35.2833251953125
2011-01-24,34.854705810546875
2011-01-25,35.433349609375
2011-01-26,34.66181945800781
2011-01-27,34.16891098022461
2011-01-28,33.60453414916992
2011-01-31,33.35450744628906
2011-02-01,33.67597579956055
2011-02-02,34.726131439208984
2011-02-03,36.06916809082031
2011-02-04,36.06916809082031
2011-02-07,35.576229095458984
2011-02-08,35.897701263427734
2011-02-09,36.033424377441406
2011-02-10,35.511940002441406
2011-02-11,35.726261138916016
2011-02-14,35.55480194091797
2011-02-15,35.511940002441406
2011-02-16,35.469078063964844
2011-02-17,35.7762451171875
2011-02-18,35.954864501953125
