Date,C
2010-11-05,33.514583587646484
2010-11-08,33.141353607177734
2010-11-09,32.09634780883789
2010-11-10,32.9920768737793
2010-11-11,32.54420852661133
2010-11-12,32.021728515625
2010-11-15,32.245628356933594
2010-11-16,31.499217987060547
2010-11-17,31.275287628173828
2010-11-18,32.09634780883789
2010-11-19,31.872426986694336
2010-11-22,31.200651168823242
2010-11-23,30.6035099029541
2010-11-24,31.126008987426758
2010-11-26,30.678150177001953
2010-11-29,30.976715087890625
2010-11-30,31.349929809570312
2010-12-01,32.09634780883789
2010-12-02,32.9920768737793
2010-12-03,33.21599578857422
2010-12-06,33.21599578857422
2010-12-07,34.484920501708984
2010-12-08,34.63420486450195
2010-12-09,35.00742721557617
2010-12-10,35.604557037353516
2010-12-13,35.90312957763672
2010-12-14,35.00742721557617
2010-12-15,34.260990142822266
2010-12-16,34.260990142822266
2010-12-17,35.082069396972656
2010-12-20,35.15671157836914
2010-12-21,35.380638122558594
2010-12-22,35.305992126464844
2010-12-23,34.93278121948242
2010-12-27,35.604557037353516
2010-12-28,35.6792106628418
2010-12-29,35.604557037353516
2010-12-30,35.5299186706543
2010-12-31,35.305992126464844
2011-01-03,36.574928283691406
2011-01-04,36.574928283691406
2011-01-05,37.09741973876953
2011-01-06,36.94813919067383
2011-01-07,36.87349319458008
2011-01-10,36.64955139160156
2011-01-11,36.87349319458008
2011-01-12,37.91847610473633
2011-01-13,37.61991882324219
2011-01-14,38.29170608520508
2011-01-18,35.8285026550293
2011-01-19,35.5299186706543
2011-01-20,35.8285026550293
2011-01-21,36.50027847290039
2011-01-24,36.2763557434082
2011-01-25,35.977783203125
2011-01-26,35.90312957763672
2011-01-27,36.05241394042969
2011-01-28,35.23135757446289
2011-01-31,35.977783203125
2011-02-01,36.574928283691406
2011-02-02,36.20170211791992
2011-02-03,35.90312957763672
2011-02-04,35.977783203125
2011-02-07,36.574928283691406
2011-02-08,36.50027847290039
2011-02-09,36.12706756591797
2011-02-10,35.6792106628418
2011-02-11,36.42564392089844
2011-02-14,36.64955139160156
2011-02-15,36.64955139160156
2011-02-16,36.574928283691406
2011-02-17,36.87349319458008
2011-02-18,36.64955139160156
2011-02-22,35.00742721557617
2011-02-23,35.082069396972656
2011-02-24,35.00742721557617
2011-02-25,35.082069396972656
2011-02-28,34.93278121948242
2011-03-01,34.11170959472656
2011-03-02,34.33564376831055
2011-03-03,34.93278121948242
2011-03-04,33.88777542114258
2011-03-07,33.73847198486328
2011-03-08,34.63420486450195
2011-03-09,34.70884704589844
2011-03-10,33.88777542114258
2011-03-11,34.11170959472656
2011-03-14,33.88777542114258
2011-03-15,33.141353607177734
2011-03-16,32.768131256103516
2011-03-17,33.21599578857422
2011-03-18,33.58921813964844
2011-03-21,33.06670379638672
2011-03-22,32.9920768737793
2011-03-23,32.8427848815918
2011-03-24,33.06670379638672
2011-03-25,33.290626525878906
2011-03-28,33.06670379638672
2011-03-29,33.21599578857422
2011-03-30,33.21599578857422
2011-03-31,32.9920768737793
2011-04-01,33.21599578857422
2011-04-04,33.06670379638672
2011-04-05,33.36529541015625
2011-04-06,34.260990142822266
2011-04-07,34.186363220214844
2011-04-08,34.037071228027344
2011-04-11,33.81314468383789
2011-04-12,33.96243667602539
2011-04-13,33.58921813964844
2011-04-14,33.06670379638672
2011-04-15,32.9920768737793
2011-04-18,32.9920768737793
2011-04-19,33.81314468383789
2011-04-20,34.11170959472656
2011-04-21,33.96243667602539
2011-04-25,33.73847198486328
2011-04-26,33.663848876953125
2011-04-27,33.663848876953125
2011-04-28,34.260990142822266
2011-04-29,34.260990142822266
2011-05-02,33.514583587646484
2011-05-03,33.73847198486328
2011-05-04,33.73847198486328
2011-05-05,33.43992614746094
2011-05-06,33.73847198486328
2011-05-09,32.962215423583984
2011-05-10,32.9920768737793
2011-05-11,32.03664779663086
2011-05-12,31.663429260253906
2011-05-13,30.999109268188477
2011-05-16,30.745328903198242
2011-05-17,31.006574630737305
2011-05-18,30.782657623291016
2011-05-19,30.88715934753418
2011-05-20,30.618431091308594
2011-05-23,29.97649574279785
2011-05-24,30.237751007080078
2011-05-25,30.110836029052734
2011-05-26,30.028703689575195
2011-05-27,30.588666915893555
2011-05-31,30.72304916381836
2011-06-01,29.603147506713867
2011-06-02,29.87190818786621
2011-06-03,29.7524471282959
2011-06-06,28.423490524291992
2011-06-07,28.057653427124023
2011-06-08,27.482765197753906
2011-06-09,28.199508666992188
2011-06-10,28.31151008605957
2011-06-13,29.244760513305664
2011-06-14,28.95358657836914
2011-06-15,28.371238708496094
2011-06-16,28.094972610473633
2011-06-17,28.59520721435547
2011-06-20,28.49068260192871
2011-06-21,29.34929084777832
2011-06-22,29.498624801635742
2011-06-23,29.423948287963867
2011-06-24,29.558347702026367
2011-06-27,29.85698699951172
2011-06-28,29.9764461517334
2011-06-29,30.98436164855957
2011-06-30,31.088899612426758
2011-07-01,32.01469039916992
2011-07-05,31.783252716064453
2011-07-06,31.36513900756836
2011-07-07,31.828039169311523
2011-07-08,31.38007926940918
2011-07-11,29.707666397094727
2011-07-12,29.17009735107422
2011-07-13,29.468740463256836
2011-07-14,29.132768630981445
2011-07-15,28.654935836791992
2011-07-18,28.177112579345703
2011-07-19,28.38616180419922
2011-07-20,28.834125518798828
2011-07-21,30.10336685180664
2011-07-22,30.05856704711914
2011-07-25,29.79724884033203
2011-07-26,29.65540313720703
2011-07-27,28.572797775268555
2011-07-28,28.513057708740234
2011-07-29,28.63255500793457
2011-08-01,28.737104415893555
2011-08-02,27.66170883178711
2011-08-03,27.82599639892578
2011-08-04,25.996335983276367
2011-08-05,24.973201751708984
2011-08-08,20.873239517211914
2011-08-09,23.763381958007812
2011-08-10,21.276504516601562
2011-08-11,22.62076187133789
2011-08-12,22.29216957092285
2011-08-15,23.35263442993164
2011-08-16,22.359384536743164
2011-08-17,22.29216957092285
2011-08-18,20.89564323425293
2011-08-19,19.992006301879883
2011-08-22,19.46177101135254
2011-08-23,20.402748107910156
2011-08-24,21.246641159057617
2011-08-25,22.277233123779297
2011-08-26,22.284706115722656
2011-08-29,23.367570877075195
2011-08-30,23.10619354248047
2011-08-31,23.188335418701172
2011-09-01,22.404193878173828
2011-09-02,21.209300994873047
2011-09-06,20.686534881591797
2011-09-07,21.64244842529297
2011-09-08,20.89564323425293
2011-09-09,19.9695987701416
2011-09-12,20.133901596069336
2011-09-13,20.201114654541016
2011-09-14,20.455026626586914
2011-09-15,21.3511962890625
2011-09-16,21.649913787841797
2011-09-19,20.694007873535156
2011-09-20,20.11150360107422
2011-09-21,19.05849838256836
2011-09-22,17.893482208251953
2011-09-23,18.655221939086914
2011-09-26,19.954666137695312
2011-09-27,20.156307220458984
2011-09-28,19.35722541809082
2011-09-29,20.089094161987305
2011-09-30,19.1331787109375
2011-10-03,17.258699417114258
2011-10-04,18.214614868164062
2011-10-05,18.453580856323242
2011-10-06,19.43189811706543
2011-10-07,18.39384651184082
2011-10-10,19.782894134521484
2011-10-11,20.791091918945312
2011-10-12,21.806745529174805
2011-10-13,20.6417293548584
2011-10-14,21.209300994873047
2011-10-17,20.858299255371094
2011-10-18,22.3145751953125
2011-10-19,21.948640823364258
2011-10-20,22.463937759399414
2011-10-21,22.628225326538086
2011-10-24,23.599084854125977
2011-10-25,23.076324462890625
2011-10-26,23.263019561767578
2011-10-27,25.518375396728516
2011-10-28,25.510900497436523
2011-10-31,23.59160804748535
2011-11-01,21.784347534179688
2011-11-02,22.277233123779297
2011-11-03,22.99440574645996
2011-11-04,22.66571044921875
2011-11-07,22.82258415222168
2011-11-08,23.47252655029297
2011-11-09,21.552587509155273
2011-11-10,21.388233184814453
2011-11-11,21.911178588867188
2011-11-14,21.20147132873535
2011-11-15,20.932533264160156
2011-11-16,20.065948486328125
2011-11-17,19.423477172851562
2011-11-18,19.63265037536621
2011-11-21,18.676424026489258
2011-11-22,18.273008346557617
2011-11-23,17.563308715820312
2011-11-25,17.6529541015625
2011-11-28,18.71377182006836
2011-11-29,18.855710983276367
2011-11-30,20.529115676879883
2011-12-01,20.16305923461914
2011-12-02,21.04458999633789
2011-12-05,22.28470802307129
2011-12-06,22.224945068359375
2011-12-07,22.28470802307129
2011-12-08,20.7308292388916
2011-12-09,21.49282455444336
2011-12-12,20.334880828857422
2011-12-13,20.0958309173584
2011-12-14,19.460826873779297
2011-12-15,19.36371612548828
2011-12-16,19.445890426635742
2011-12-19,18.54194450378418
2011-12-20,19.386125564575195
2011-12-21,19.498184204101562
2011-12-22,20.656124114990234
2011-12-23,20.514179229736328
2011-12-27,20.0958309173584
2011-12-28,19.520593643188477
2011-12-29,19.99124526977539
2011-12-30,19.655059814453125
2012-01-03,21.16411590576172
2012-01-04,21.04458999633789
2012-01-05,21.298587799072266
2012-01-06,21.32847023010254
2012-01-09,21.724409103393555
2012-01-10,22.41170883178711
2012-01-11,23.36046600341797
2012-01-12,23.60699462890625
2012-01-13,22.964527130126953
2012-01-17,21.08194351196289
2012-01-18,21.68705940246582
2012-01-19,21.911178588867188
2012-01-20,22.142765045166016
2012-01-23,22.299652099609375
2012-01-24,22.336994171142578
2012-01-25,22.38182830810547
2012-01-26,22.695589065551758
2012-01-27,23.061641693115234
2012-01-30,22.583534240722656
2012-01-31,22.949586868286133
2012-02-01,23.60699462890625
2012-02-02,23.90591049194336
2012-02-03,25.06421661376953
2012-02-06,24.88487434387207
2012-02-07,24.712982177734375
2012-02-08,25.57984733581543
2012-02-09,25.15389060974121
2012-02-10,24.60837745666504
2012-02-13,24.57099723815918
2012-02-14,23.973167419433594
2012-02-15,23.704143524169922
2012-02-16,24.443958282470703
2012-02-17,24.60089111328125
2012-02-21,24.929710388183594
2012-02-22,24.182409286499023
2012-02-23,24.443958282470703
2012-02-24,24.17494010925293
2012-02-27,24.60837745666504
2012-02-28,25.01937484741211
2012-02-29,24.899803161621094
2012-03-01,25.505117416381836
2012-03-02,25.482707977294922
2012-03-05,25.168838500976562
2012-03-06,24.00305938720703
2012-03-07,24.840028762817383
2012-03-08,25.407968521118164
2012-03-09,25.557422637939453
2012-03-12,25.624692916870117
2012-03-13,27.23884391784668
2012-03-14,26.312192916870117
2012-03-15,27.104331970214844
2012-03-16,27.41818618774414
2012-03-19,27.776893615722656
2012-03-20,28.456926345825195
2012-03-21,28.24768829345703
2012-03-22,27.575122833251953
2012-03-23,27.746997833251953
2012-03-26,27.97117805480957
2012-03-27,27.48544692993164
2012-03-28,27.6946964263916
2012-03-29,27.283672332763672
2012-03-30,27.313575744628906
2012-04-02,27.55270767211914
2012-04-03,27.17905044555664
2012-04-04,26.18515968322754
2012-04-05,25.998334884643555
2012-04-09,25.38555908203125
2012-04-10,24.556055068969727
2012-04-11,25.101579666137695
2012-04-12,25.87877655029297
2012-04-13,24.96706771850586
2012-04-16,25.407968521118164
2012-04-17,26.215045928955078
2012-04-18,26.215045928955078
2012-04-19,26.043174743652344
2012-04-20,25.325763702392578
2012-04-23,24.847501754760742
2012-04-24,24.97454071044922
2012-04-25,25.168838500976562
2012-04-26,25.318300247192383
2012-04-27,25.034324645996094
2012-04-30,24.690576553344727
2012-05-01,25.10905647277832
2012-05-02,24.43648910522461
2012-05-03,24.27951431274414
2012-05-04,23.621692657470703
2012-05-07,23.674022674560547
2012-05-08,23.412389755249023
2012-05-09,22.762048721313477
2012-05-10,22.911548614501953
2012-05-11,21.939767837524414
2012-05-14,21.035263061523438
2012-05-15,20.773632049560547
2012-05-16,20.123289108276367
2012-05-17,19.74204444885254
2012-05-18,19.44304847717285
2012-05-21,19.622453689575195
2012-05-22,20.123289108276367
2012-05-23,20.29521942138672
2012-05-24,19.928936004638672
2012-05-25,19.78689956665039
2012-05-29,20.198043823242188
2012-05-30,19.43556785583496
2012-05-31,19.816804885864258
2012-06-01,18.979576110839844
2012-06-04,18.553489685058594
2012-06-05,19.248689651489258
2012-06-06,20.287748336791992
2012-06-07,20.115812301635742
2012-06-08,20.758684158325195
2012-06-11,19.79438591003418
2012-06-12,20.646560668945312
2012-06-13,20.68393325805664
2012-06-14,20.863338470458984
2012-06-15,21.162343978881836
2012-06-18,20.594228744506836
2012-06-19,21.30437469482422
2012-06-20,21.57347869873047
2012-06-21,20.80353355407715
2012-06-22,20.923131942749023
2012-06-25,19.996204376220703
2012-06-26,19.98125648498535
2012-06-27,20.257841110229492
2012-06-28,19.727100372314453
2012-06-29,20.489574432373047
2012-07-02,20.52695083618164
2012-07-03,20.668983459472656
2012-07-05,20.063486099243164
2012-07-06,19.704681396484375
2012-07-09,19.517797470092773
2012-07-10,19.345870971679688
2012-07-11,19.3383846282959
2012-07-12,18.897356033325195
2012-07-13,19.92146110534668
2012-07-16,20.041061401367188
2012-07-17,20.467151641845703
2012-07-18,20.257841110229492
2012-07-19,19.876609802246094
2012-07-20,19.3383846282959
2012-07-23,18.94221305847168
2012-07-24,18.867448806762695
2012-07-25,19.27859115600586
2012-07-26,19.644872665405273
2012-07-27,20.407344818115234
2012-07-30,20.287748336791992
2012-07-31,20.2802677154541
2012-08-01,20.018638610839844
2012-08-02,19.577436447143555
2012-08-03,20.4897518157959
2012-08-06,21.35720443725586
2012-08-07,21.603973388671875
2012-08-08,21.581541061401367
2012-08-09,21.581541061401367
2012-08-10,21.6114501953125
2012-08-13,21.521713256835938
2012-08-14,21.514240264892578
2012-08-15,21.491796493530273
2012-08-16,21.551626205444336
2012-08-17,21.70866584777832
2012-08-20,22.41908073425293
2012-08-21,22.979928970336914
2012-08-22,22.80046272277832
2012-08-23,22.127437591552734
2012-08-24,22.306907653808594
2012-08-27,22.20221519470215
2012-08-28,21.940492630004883
2012-08-29,22.366731643676758
2012-08-30,22.17230987548828
2012-08-31,22.217174530029297
2012-09-04,22.20969009399414
2012-09-05,22.26205062866211
2012-09-06,23.271575927734375
2012-09-07,23.981983184814453
2012-09-10,23.80251693725586
2012-09-11,24.423185348510742
2012-09-12,24.714828491210938
2012-09-13,25.76175308227539
2012-09-14,26.016010284423828
2012-09-17,25.470108032226562
2012-09-18,25.380369186401367
2012-09-19,25.559846878051758
2012-09-20,25.283153533935547
2012-09-21,25.1784610748291
2012-09-24,25.04386329650879
2012-09-25,24.572742462158203
2012-09-26,24.311012268066406
2012-09-27,24.655000686645508
2012-09-28,24.468048095703125
2012-10-01,24.490489959716797
2012-10-02,24.871864318847656
2012-10-03,25.470108032226562
2012-10-04,26.143125534057617
2012-10-05,26.00104522705078
2012-10-08,26.008522033691406
2012-10-09,25.873918533325195
2012-10-10,26.277727127075195
2012-10-11,26.561891555786133
2012-10-12,25.98609161376953
2012-10-15,27.41438102722168
2012-10-16,27.855587005615234
2012-10-17,28.738008499145508
2012-10-18,28.730520248413086
2012-10-19,27.78830337524414
2012-10-22,28.20705795288086
2012-10-23,27.586380004882812
2012-10-24,27.89297866821289
2012-10-25,27.975242614746094
2012-10-26,27.36952781677246
2012-10-31,27.96029281616211
2012-11-01,28.386646270751953
2012-11-02,28.124845504760742
2012-11-05,27.915416717529297
2012-11-06,28.77560806274414
2012-11-07,26.965444564819336
2012-11-08,26.928050994873047
2012-11-09,26.87568473815918
2012-11-12,27.24219512939453
2012-11-13,27.047725677490234
2012-11-14,26.194997787475586
2012-11-15,26.337120056152344
2012-11-16,26.165077209472656
2012-11-19,27.002843856811523
2012-11-20,26.928050994873047
2012-11-21,26.75600242614746
2012-11-23,26.95047950744629
2012-11-26,26.60639762878418
2012-11-27,26.209964752197266
2012-11-28,26.232404708862305
2012-11-29,26.337120056152344
2012-11-30,25.8584041595459
2012-12-03,25.596607208251953
2012-12-04,25.64896011352539
2012-12-05,27.272123336791992
2012-12-06,27.691003799438477
2012-12-07,28.154766082763672
2012-12-10,27.818166732788086
2012-12-11,27.676048278808594
2012-12-12,28.072484970092773
2012-12-13,27.89297103881836
2012-12-14,28.124845504760742
2012-12-17,29.284242630004883
2012-12-18,29.516124725341797
2012-12-19,29.508657455444336
2012-12-20,30.04720687866211
2012-12-21,29.538570404052734
2012-12-24,29.45628547668457
2012-12-26,29.583457946777344
2012-12-27,29.35904884338379
2012-12-28,29.179515838623047
2012-12-31,29.59092903137207
2013-01-02,30.855037689208984
2013-01-03,30.95977020263672
2013-01-04,31.737701416015625
2013-01-07,31.767616271972656
2013-01-08,31.760133743286133
2013-01-09,31.44597053527832
2013-01-10,32.036895751953125
2013-01-11,31.670372009277344
2013-01-14,31.58061981201172
2013-01-15,31.8424129486084
2013-01-16,31.775087356567383
2013-01-17,30.847566604614258
2013-01-18,31.161706924438477
2013-01-22,31.25149154663086
2013-01-23,31.431015014648438
2013-01-24,32.01445388793945
2013-01-25,32.09674072265625
2013-01-28,31.670372009277344
2013-01-29,31.535728454589844
2013-01-30,31.378650665283203
2013-01-31,31.543251037597656
2013-02-01,32.18667221069336
2013-02-04,31.580669403076172
2013-02-05,32.11186218261719
2013-02-06,32.209136962890625
2013-02-07,32.07445526123047
2013-02-08,31.932308197021484
2013-02-11,32.28395462036133
2013-02-12,33.181766510009766
2013-02-13,32.91989517211914
2013-02-14,33.15931701660156
2013-02-15,32.80018615722656
2013-02-19,33.29398727416992
2013-02-20,32.33632278442383
2013-02-21,31.685407638549805
2013-02-22,32.01461410522461
2013-02-25,30.78759002685547
2013-02-26,30.892335891723633
2013-02-27,31.543251037597656
2013-02-28,31.401094436645508
2013-03-01,31.505834579467773
2013-03-04,32.12683868408203
2013-03-05,32.620635986328125
2013-03-06,33.353851318359375
2013-03-07,33.6680793762207
2013-03-08,34.925025939941406
2013-03-11,35.61334228515625
2013-03-12,35.127037048339844
2013-03-13,35.141998291015625
2013-03-14,35.50860595703125
2013-03-15,35.35896301269531
2013-03-18,34.595829010009766
2013-03-19,34.2591438293457
2013-03-20,34.48359298706055
2013-03-21,33.84016036987305
2013-03-22,33.84016036987305
2013-03-25,33.28650665283203
2013-03-26,33.54088592529297
2013-03-27,33.264076232910156
2013-03-28,33.099456787109375
2013-04-01,32.76278305053711
2013-04-02,33.00220489501953
2013-04-03,31.797639846801758
2013-04-04,31.999643325805664
2013-04-05,32.179203033447266
2013-04-08,32.59070587158203
2013-04-09,32.837589263916016
2013-04-10,33.71296310424805
2013-04-11,33.57081985473633
2013-04-12,33.503475189208984
2013-04-15,33.57081985473633
2013-04-16,34.91004943847656
2013-04-17,34.22172546386719
2013-04-18,33.735416412353516
2013-04-19,33.69051742553711
2013-04-22,33.78031539916992
2013-04-23,34.76041793823242
2013-04-24,35.25421905517578
2013-04-25,35.246734619140625
2013-04-26,35.104583740234375
2013-04-29,35.02976989746094
2013-04-30,34.91004943847656
2013-05-01,34.31899642944336
2013-05-02,34.82786560058594
2013-05-03,35.149654388427734
2013-05-06,35.53131866455078
2013-05-07,36.00276565551758
2013-05-08,36.885807037353516
2013-05-09,36.369441986083984
2013-05-10,36.48169708251953
2013-05-13,36.60892868041992
2013-05-14,37.4844970703125
2013-05-15,38.419918060302734
2013-05-16,37.873619079589844
2013-05-17,38.50223922729492
2013-05-20,38.61448287963867
2013-05-21,38.659385681152344
2013-05-22,38.16548156738281
2013-05-23,37.813758850097656
2013-05-24,37.806278228759766
2013-05-28,38.75666427612305
2013-05-29,39.12336349487305
2013-05-30,39.864219665527344
2013-05-31,38.90634536743164
2013-06-03,38.88388442993164
2013-06-04,38.337589263916016
2013-06-05,37.43958282470703
2013-06-06,38.03825759887695
2013-06-07,38.61448287963867
2013-06-10,38.8614387512207
2013-06-11,37.37971496582031
2013-06-12,36.99806594848633
2013-06-13,37.6341438293457
2013-06-14,36.83343505859375
2013-06-17,36.938194274902344
2013-06-18,37.42462158203125
2013-06-19,37.06541061401367
2013-06-20,35.84561538696289
2013-06-21,35.07482147216797
2013-06-24,34.00469207763672
2013-06-25,35.1721076965332
2013-06-26,35.628597259521484
2013-06-27,36.12998580932617
2013-06-28,35.898006439208984
2013-07-01,36.10752868652344
2013-07-02,36.03270721435547
2013-07-03,35.673500061035156
2013-07-05,36.31707763671875
2013-07-08,37.05793380737305
2013-07-09,37.57428741455078
2013-07-10,37.14025115966797
2013-07-11,37.44706726074219
2013-07-12,38.02329635620117
2013-07-15,38.77163314819336
2013-07-16,38.78660583496094
2013-07-17,38.75666427612305
2013-07-18,39.430171966552734
2013-07-19,39.175743103027344
2013-07-22,39.662174224853516
2013-07-23,39.572357177734375
2013-07-24,39.055999755859375
2013-07-25,39.40773391723633
2013-07-26,39.07097625732422
2013-07-29,38.6444206237793
2013-07-30,38.74918746948242
2013-07-31,39.018577575683594
2013-08-01,39.56498336791992
2013-08-02,39.669776916503906
2013-08-05,39.57246017456055
2013-08-06,38.53207015991211
2013-08-07,38.54704284667969
2013-08-08,38.756629943847656
2013-08-09,38.412322998046875
2013-08-12,38.097957611083984
2013-08-13,38.7491340637207
2013-08-14,38.61439895629883
2013-08-15,38.06801223754883
2013-08-16,37.686275482177734
2013-08-19,36.922828674316406
2013-08-20,37.36442947387695
2013-08-21,36.79558181762695
2013-08-22,37.35696029663086
2013-08-23,37.29706573486328
2013-08-26,37.12491989135742
2013-08-27,36.10698318481445
2013-08-28,36.15937042236328
2013-08-29,36.27913284301758
2013-08-30,36.17435073852539
2013-09-03,36.95277404785156
2013-09-04,37.12491989135742
2013-09-05,37.31951904296875
2013-09-06,36.840492248535156
2013-09-09,37.49168395996094
2013-09-10,38.24016189575195
2013-09-11,37.9707145690918
2013-09-12,37.61891174316406
2013-09-13,37.791072845458984
2013-09-16,38.17280197143555
