Date,CNP
2010-11-04,9.84947681427002
2010-11-05,9.709771156311035
2010-11-08,9.634092330932617
2010-11-09,9.663198471069336
2010-11-10,9.651561737060547
2010-11-11,9.657376289367676
2010-11-12,9.489500999450684
2010-11-15,9.554293632507324
2010-11-16,9.354025840759277
2010-11-17,9.24209976196289
2010-11-18,9.33635139465332
2010-11-19,9.318680763244629
2010-11-22,9.348130226135254
2010-11-23,9.283336639404297
2010-11-24,9.377584457397461
2010-11-26,9.301006317138672
2010-11-29,9.189090728759766
2010-11-30,9.206761360168457
2010-12-01,9.283336639404297
2010-12-02,9.330463409423828
2010-12-03,9.365803718566895
2010-12-06,9.224431991577148
2010-12-07,9.212652206420898
2010-12-08,9.206761360168457
2010-12-09,9.277445793151855
2010-12-10,9.330463409423828
2010-12-13,9.383475303649902
2010-12-14,9.483610153198242
2010-12-15,9.342239379882812
2010-12-16,9.365803718566895
2010-12-17,9.348130226135254
2010-12-20,9.371691703796387
2010-12-21,9.354025840759277
2010-12-22,9.354025840759277
2010-12-23,9.365803718566895
2010-12-27,9.365803718566895
2010-12-28,9.33635139465332
2010-12-29,9.324567794799805
2010-12-30,9.283336639404297
2010-12-31,9.259778022766113
2011-01-03,9.306900978088379
2011-01-04,9.324567794799805
2011-01-05,9.289227485656738
2011-01-06,9.19498062133789
2011-01-07,9.236210823059082
2011-01-10,9.271554946899414
2011-01-11,9.206761360168457
2011-01-12,9.289227485656738
2011-01-13,9.289227485656738
2011-01-14,9.247995376586914
2011-01-18,9.271554946899414
2011-01-19,9.318680763244629
2011-01-20,9.389363288879395
2011-01-21,9.365803718566895
2011-01-24,9.477721214294434
2011-01-25,9.513062477111816
2011-01-26,9.489500999450684
2011-01-27,9.513062477111816
2011-01-28,9.442378997802734
2011-01-31,9.513062477111816
2011-02-01,9.571969985961914
2011-02-02,9.465944290161133
2011-02-03,9.51895523071289
2011-02-04,9.507173538208008
2011-02-07,9.624981880187988
2011-02-08,9.56607437133789
2011-02-09,9.483610153198242
2011-02-10,9.50128173828125
2011-02-11,9.53662395477295
2011-02-14,9.46983814239502
2011-02-15,9.51754379272461
2011-02-16,9.49368953704834
2011-02-17,9.487728118896484
2011-02-18,9.481762886047363
2011-02-22,9.410200119018555
2011-02-23,9.267082214355469
2011-02-24,9.225337982177734
2011-02-25,9.350565910339355
2011-02-28,9.457907676696777
2011-03-01,9.326715469360352
2011-03-02,9.398277282714844
2011-03-03,9.49368953704834
2011-03-04,9.46983814239502
2011-03-07,9.434056282043457
2011-03-08,9.601031303405762
2011-03-09,9.684514999389648
2011-03-10,9.553325653076172
2011-03-11,9.601031303405762
2011-03-14,9.39231014251709
2011-03-15,9.290933609008789
2011-03-16,9.13588809967041
2011-03-17,9.06432819366455
2011-03-18,9.940945625305176
2011-03-21,10.197371482849121
2011-03-22,10.072136878967285
2011-03-23,10.113882064819336
2011-03-24,10.239110946655273
2011-03-25,10.215254783630371
2011-03-28,10.239110946655273
2011-03-29,10.310673713684082
2011-03-30,10.543242454528809
2011-03-31,10.471685409545898
2011-04-01,10.58498764038086
2011-04-04,10.680399894714355
2011-04-05,10.543242454528809
2011-04-06,10.561137199401855
2011-04-07,10.429939270019531
2011-04-08,10.43590259552002
2011-04-11,10.32856273651123
2011-04-12,10.274890899658203
2011-04-13,10.32856273651123
2011-04-14,10.519390106201172
2011-04-15,10.662508964538574
2011-04-18,10.626731872558594
2011-04-19,10.620768547058105
2011-04-20,10.79966926574707
2011-04-21,10.901046752929688
2011-04-25,10.889118194580078
2011-04-26,10.895086288452148
2011-04-27,10.936824798583984
2011-04-28,11.00838565826416
2011-04-29,11.091873168945312
2011-05-02,11.08591079711914
2011-05-03,11.121688842773438
2011-05-04,11.026276588439941
2011-05-05,11.091873168945312
2011-05-06,11.16342830657959
2011-05-09,11.276739120483398
2011-05-10,11.485453605651855
2011-05-11,11.396008491516113
2011-05-12,11.388773918151855
2011-05-13,11.286333084106445
2011-05-16,11.262234687805176
2011-05-17,11.226078033447266
2011-05-18,11.436984062194824
2011-05-19,11.449034690856934
2011-05-20,11.424931526184082
2011-05-23,11.286333084106445
2011-05-24,11.29839038848877
2011-05-25,11.430952072143555
2011-05-26,11.461081504821777
2011-05-27,11.49724292755127
2011-05-31,11.647882461547852
2011-06-01,11.593653678894043
2011-06-02,11.65993595123291
2011-06-03,11.503267288208008
2011-06-06,11.503267288208008
2011-06-07,11.503267288208008
2011-06-08,11.388773918151855
2011-06-09,11.340569496154785
2011-06-10,11.364669799804688
2011-06-13,11.280304908752441
2011-06-14,11.35262393951416
2011-06-15,11.141716957092285
2011-06-16,11.244153022766113
2011-06-17,11.292363166809082
2011-06-20,11.346592903137207
2011-06-21,11.449034690856934
2011-06-22,11.461081504821777
2011-06-23,11.304415702819824
2011-06-24,11.418905258178711
2011-06-27,11.521339416503906
2011-06-28,11.593653678894043
2011-06-29,11.653909683227539
2011-06-30,11.65993595123291
2011-07-01,11.925069808959961
2011-07-05,11.900969505310059
2011-07-06,11.937119483947754
2011-07-07,11.931097030639648
2011-07-08,11.900969505310059
2011-07-11,11.62378215789795
2011-07-12,11.720195770263672
2011-07-13,11.69006633758545
2011-07-14,11.635833740234375
2011-07-15,11.684038162231445
2011-07-18,11.69006633758545
2011-07-19,11.876861572265625
2011-07-20,12.12392520904541
2011-07-21,12.220338821411133
2011-07-22,12.208281517028809
2011-07-25,12.111868858337402
2011-07-26,12.081740379333496
2011-07-27,12.081740379333496
2011-07-28,11.925069808959961
2011-07-29,11.798529624938965
2011-08-01,11.786478042602539
2011-08-02,11.62378215789795
2011-08-03,11.641854286193848
2011-08-04,11.1176176071167
2011-08-05,11.171845436096191
2011-08-08,10.388489723205566
2011-08-09,11.057355880737305
2011-08-10,10.985044479370117
2011-08-11,11.52737045288086
2011-08-12,11.386102676391602
2011-08-15,11.897568702697754
2011-08-16,11.781880378723145
2011-08-17,11.83668041229248
2011-08-18,11.477439880371094
2011-08-19,11.404375076293945
2011-08-22,11.3617525100708
2011-08-23,11.696637153625488
2011-08-24,11.91583251953125
2011-08-25,11.7149019241333
2011-08-26,11.903656005859375
2011-08-29,12.074145317077637
2011-08-30,12.10458755493164
2011-08-31,12.183741569519043
2011-09-01,12.049789428710938
2011-09-02,11.842769622802734
2011-09-06,11.708817481994629
2011-09-07,11.940192222595215
2011-09-08,12.183741569519043
2011-09-09,11.885390281677246
2011-09-12,11.897568702697754
2011-09-13,12.074145317077637
2011-09-14,12.1228609085083
2011-09-15,12.10458755493164
2011-09-16,12.13503360748291
2011-09-19,12.15938663482666
2011-09-20,12.256810188293457
2011-09-21,11.787971496582031
2011-09-22,11.392196655273438
2011-09-23,11.550506591796875
2011-09-26,11.7149019241333
2011-09-27,11.708817481994629
2011-09-28,11.641839027404785
2011-09-29,12.153302192687988
2011-09-30,11.946279525756836
2011-10-03,11.678373336791992
2011-10-04,11.91583251953125
2011-10-05,12.001079559326172
2011-10-06,12.256810188293457
2011-10-07,12.13503360748291
2011-10-10,12.482096672058105
2011-10-11,12.208094596862793
2011-10-12,12.10458755493164
2011-10-13,12.220274925231934
2011-10-14,12.390763282775879
2011-10-17,12.488186836242676
2011-10-18,12.622138977050781
2011-10-19,12.585603713989258
2011-10-20,12.750009536743164
2011-10-21,12.926580429077148
2011-10-24,12.938755989074707
2011-10-25,12.73173713684082
2011-10-26,12.798713684082031
2011-10-27,12.938755989074707
2011-10-28,12.963113784790039
2011-10-31,12.689119338989258
2011-11-01,12.317700386047363
2011-11-02,12.226365089416504
2011-11-03,12.360320091247559
2011-11-04,12.36640739440918
2011-11-07,12.390763282775879
2011-11-08,12.281164169311523
2011-11-09,11.921921730041504
2011-11-10,11.903656005859375
2011-11-11,12.055874824523926
2011-11-14,11.839385032653809
2011-11-15,12.054652214050293
2011-11-16,11.851685523986816
2011-11-17,11.907042503356934
2011-11-18,11.907042503356934
2011-11-21,11.691781044006348
2011-11-22,11.62412166595459
2011-11-23,11.488818168640137
2011-11-25,11.433464050292969
2011-11-28,11.667176246643066
2011-11-29,11.820934295654297
2011-11-30,12.239157676696777
2011-12-01,12.177652359008789
2011-12-02,12.073099136352539
2011-12-05,12.171504974365234
2011-12-06,12.103853225708008
2011-12-07,12.177652359008789
2011-12-08,11.94394302368164
2011-12-09,12.196102142333984
2011-12-12,11.956239700317383
2011-12-13,11.808636665344238
2011-12-14,11.5380220413208
2011-12-15,11.747127532958984
2011-12-16,11.820934295654297
2011-12-19,11.747127532958984
2011-12-20,12.005444526672363
2011-12-21,12.153053283691406
2011-12-22,12.25146198272705
2011-12-23,12.435967445373535
2011-12-27,12.49131965637207
2011-12-28,12.405217170715332
2011-12-29,12.442120552062988
2011-12-30,12.356013298034668
2012-01-03,12.233007431030273
2012-01-04,12.171504974365234
2012-01-05,12.177652359008789
2012-01-06,12.017748832702637
2012-01-09,12.116148948669434
2012-01-10,12.023897171020508
2012-01-11,11.882438659667969
2012-01-12,11.784035682678223
2012-01-13,11.740983009338379
2012-01-17,11.765582084655762
2012-01-18,11.648727416992188
2012-01-19,11.335060119628906
2012-01-20,11.568775177001953
2012-01-23,11.525718688964844
2012-01-24,11.427311897277832
2012-01-25,11.51341724395752
2012-01-26,11.365812301635742
2012-01-27,11.212053298950195
2012-01-30,11.279703140258789
2012-01-31,11.359659194946289
2012-02-01,11.488818168640137
2012-02-02,11.427311897277832
2012-02-03,11.611824989318848
2012-02-06,11.544171333312988
2012-02-07,11.605673789978027
2012-02-08,11.61797046661377
2012-02-09,11.587221145629883
2012-02-10,11.63027572631836
2012-02-13,11.59952449798584
2012-02-14,11.58273696899414
2012-02-15,11.713296890258789
2012-02-16,11.71951961517334
2012-02-17,11.80034351348877
2012-02-21,11.781688690185547
2012-02-22,11.682212829589844
2012-02-23,11.707082748413086
2012-02-24,11.688431739807129
2012-02-27,11.576519012451172
2012-02-28,11.5143461227417
2012-02-29,12.11741828918457
2012-03-01,12.03659725189209
2012-03-02,12.142285346984863
2012-03-05,12.005513191223145
2012-03-06,11.912252426147461
2012-03-07,11.99307632446289
2012-03-08,12.073902130126953
2012-03-09,11.974418640136719
2012-03-12,12.042815208435059
2012-03-13,12.104982376098633
2012-03-14,11.89981460571289
2012-03-15,11.949556350708008
2012-03-16,11.85629653930664
2012-03-19,11.775474548339844
2012-03-20,11.906035423278809
2012-03-21,11.893596649169922
2012-03-22,11.999290466308594
2012-03-23,12.005513191223145
2012-03-26,12.11741828918457
2012-03-27,12.148508071899414
2012-03-28,11.918472290039062
2012-03-29,12.030383110046387
2012-03-30,12.260415077209473
2012-04-02,12.35367488861084
2012-04-03,12.322593688964844
2012-04-04,12.20446491241455
2012-04-05,12.154726028442383
2012-04-09,12.073902130126953
2012-04-10,11.850077629089355
2012-04-11,11.85629653930664
2012-04-12,11.974418640136719
2012-04-13,11.918472290039062
2012-04-16,12.011727333068848
2012-04-17,12.111205101013184
2012-04-18,12.011727333068848
2012-04-19,12.017945289611816
2012-04-20,12.142285346984863
2012-04-23,11.986861228942871
2012-04-24,12.142285346984863
2012-04-25,12.260415077209473
2012-04-26,12.341240882873535
2012-04-27,12.465584754943848
2012-04-30,12.565059661865234
2012-05-01,12.695625305175781
2012-05-02,12.465584754943848
2012-05-03,12.260415077209473
2012-05-04,12.465584754943848
2012-05-07,12.366109848022461
2012-05-08,12.366109848022461
2012-05-09,12.291502952575684
2012-05-10,12.589934349060059
2012-05-11,12.583712577819824
2012-05-14,12.610721588134766
2012-05-15,12.453710556030273
2012-05-16,12.573036193847656
2012-05-17,12.453710556030273
2012-05-18,12.32182788848877
2012-05-21,12.472551345825195
2012-05-22,12.547919273376465
2012-05-23,12.478833198547363
2012-05-24,12.579318046569824
2012-05-25,12.673521995544434
2012-05-29,12.711202621459961
2012-05-30,12.573036193847656
2012-05-31,12.704923629760742
2012-06-01,12.541632652282715
2012-06-04,12.422311782836914
2012-06-05,12.516514778137207
2012-06-06,12.654684066772461
2012-06-07,12.761444091796875
2012-06-08,12.811687469482422
2012-06-11,12.66096305847168
2012-06-12,12.748883247375488
2012-06-13,12.748883247375488
2012-06-14,12.817972183227539
2012-06-15,12.949858665466309
2012-06-18,13.00637435913086
2012-06-19,12.931009292602539
2012-06-20,12.92473030090332
2012-06-21,12.673521995544434
2012-06-22,12.774006843566895
2012-06-25,12.73632526397705
2012-06-26,12.742609977722168
2012-06-27,12.887053489685059
2012-06-28,12.949858665466309
2012-06-29,12.981250762939453
2012-07-02,13.037776947021484
2012-07-03,12.9686918258667
2012-07-05,12.849363327026367
2012-07-06,12.918449401855469
2012-07-09,12.9121732711792
2012-07-10,12.855645179748535
2012-07-11,12.887053489685059
2012-07-12,12.956133842468262
2012-07-13,13.182219505310059
2012-07-16,13.000094413757324
2012-07-17,13.062891960144043
2012-07-18,13.157097816467285
2012-07-19,13.138260841369629
2012-07-20,13.282705307006836
2012-07-23,13.169659614562988
2012-07-24,12.90589427947998
2012-07-25,12.918449401855469
2012-07-26,13.119421005249023
2012-07-27,13.307830810546875
2012-07-30,13.307830810546875
2012-07-31,13.22618579864502
2012-08-01,13.125699043273926
2012-08-02,13.081733703613281
2012-08-03,13.288990020751953
2012-08-06,13.22618579864502
2012-08-07,13.213621139526367
2012-08-08,13.257587432861328
2012-08-09,13.194780349731445
2012-08-10,13.238738059997559
2012-08-13,13.050336837768555
2012-08-14,13.033214569091797
2012-08-15,13.007847785949707
2012-08-16,12.950761795043945
2012-08-17,12.8366060256958
2012-08-20,12.95710277557373
2012-08-21,12.95710277557373
2012-08-22,12.925395011901855
2012-08-23,12.8366060256958
2012-08-24,12.887345314025879
2012-08-27,12.976129531860352
2012-08-28,13.064921379089355
2012-08-29,13.052240371704102
2012-08-30,13.014187812805176
2012-08-31,12.931734085083008
2012-09-04,13.08395004272461
2012-09-05,13.090290069580078
2012-09-06,13.312268257141113
2012-09-07,13.286901473999023
2012-09-10,13.274219512939453
2012-09-11,13.255189895629883
2012-09-12,13.128350257873535
2012-09-13,13.382037162780762
2012-09-14,13.331295013427734
2012-09-17,13.191768646240234
2012-09-18,13.198107719421387
2012-09-19,13.141032218933105
2012-09-20,13.236157417297363
2012-09-21,13.394722938537598
2012-09-24,13.502537727355957
2012-09-25,13.584986686706543
2012-09-26,13.604008674621582
2012-09-27,13.508875846862793
2012-09-28,13.508875846862793
2012-10-01,13.413742065429688
2012-10-02,13.445454597473145
2012-10-03,13.648404121398926
2012-10-04,13.64206314086914
2012-10-05,13.57863998413086
2012-10-08,13.57863998413086
2012-10-09,13.5469331741333
2012-10-10,13.502537727355957
2012-10-11,13.432769775390625
2012-10-12,13.4010591506958
2012-10-15,13.572301864624023
2012-10-16,13.597668647766113
2012-10-17,13.794279098510742
2012-10-18,13.756227493286133
2012-10-19,13.57863998413086
2012-10-22,13.470826148986816
2012-10-23,13.34398078918457
2012-10-24,13.394722938537598
2012-10-25,13.559614181518555
2012-10-26,13.616694450378418
2012-10-31,13.74354076385498
2012-11-01,13.787934303283691
2012-11-02,13.661091804504395
2012-11-05,13.553274154663086
2012-11-06,13.623041152954102
2012-11-07,13.08395004272461
2012-11-08,12.931734085083008
2012-11-09,12.77952766418457
2012-11-12,12.785870552062988
2012-11-13,12.659025192260742
2012-11-14,12.487943649291992
2012-11-15,12.25727653503418
2012-11-16,12.545613288879395
2012-11-19,12.417465209960938
2012-11-20,12.40464973449707
2012-11-21,12.366204261779785
2012-11-23,12.340578079223633
2012-11-26,12.532798767089844
2012-11-27,12.57124137878418
2012-11-28,12.648130416870117
2012-11-29,12.660944938659668
2012-11-30,12.641722679138184
2012-12-03,12.660944938659668
2012-12-04,12.577649116516113
2012-12-05,12.76346492767334
2012-12-06,12.725018501281738
2012-12-07,12.712207794189453
2012-12-10,12.76346492767334
2012-12-11,12.737833976745605
2012-12-12,12.718612670898438
2012-12-13,12.705796241760254
2012-12-14,12.603280067443848
2012-12-17,12.712207794189453
2012-12-18,12.750648498535156
2012-12-19,12.6353120803833
2012-12-20,12.603280067443848
2012-12-21,12.468725204467773
2012-12-24,12.423872947692871
2012-12-26,12.25727653503418
2012-12-27,12.206022262573242
2012-12-28,12.173985481262207
2012-12-31,12.334172248840332
2013-01-02,12.57124137878418
2013-01-03,12.609688758850098
2013-01-04,12.699395179748535
2013-01-07,12.558428764343262
2013-01-08,12.47513484954834
2013-01-09,12.603280067443848
2013-01-10,12.680164337158203
2013-01-11,12.840348243713379
2013-01-14,12.737833976745605
2013-01-15,12.853165626525879
2013-01-16,12.76346492767334
2013-01-17,12.757052421569824
2013-01-18,12.827534675598145
2013-01-22,12.936456680297852
2013-01-23,12.917241096496582
2013-01-24,12.968499183654785
2013-01-25,13.026166915893555
2013-01-28,12.974905967712402
2013-01-29,13.154312133789062
2013-01-30,13.141498565673828
2013-01-31,13.096643447875977
2013-02-01,13.17353343963623
2013-02-04,13.154312133789062
2013-02-05,13.244012832641602
2013-02-06,13.314494132995605
2013-02-07,13.372159004211426
2013-02-08,13.397790908813477
2013-02-11,13.404199600219727
2013-02-12,13.487495422363281
2013-02-13,13.44672966003418
2013-02-14,13.220242500305176
2013-02-15,13.207304954528809
2013-02-19,13.272010803222656
2013-02-20,13.394960403442383
2013-02-21,13.375548362731934
2013-02-22,13.524378776550293
2013-02-25,13.278482437133789
2013-02-26,13.394960403442383
2013-02-27,13.737923622131348
2013-02-28,13.867341995239258
2013-03-01,13.932056427001953
2013-03-04,14.009703636169434
2013-03-05,14.145593643188477
2013-03-06,14.048530578613281
2013-03-07,13.99676513671875
2013-03-08,14.119709968566895
2013-03-11,14.139129638671875
2013-03-12,14.087356567382812
2013-03-13,14.152069091796875
2013-03-14,14.13265323638916
2013-03-15,15.14859676361084
2013-03-18,14.954471588134766
2013-03-19,14.863874435424805
2013-03-20,14.960943222045898
2013-03-21,15.168014526367188
2013-03-22,15.161541938781738
2013-03-25,15.14859676361084
2013-03-26,15.36861515045166
2013-03-27,15.316842079162598
2013-03-28,15.504508018493652
2013-04-01,15.400969505310059
2013-04-02,15.504508018493652
2013-04-03,15.355661392211914
2013-04-04,15.491565704345703
2013-04-05,15.446268081665039
2013-04-08,15.575688362121582
2013-04-09,15.491565704345703
2013-04-10,15.595098495483398
2013-04-11,15.679220199584961
2013-04-12,15.54333209991455
2013-04-15,15.213306427001953
2013-04-16,15.433323860168457
2013-04-17,15.252137184143066
2013-04-18,15.362147331237793
2013-04-19,15.620985984802246
2013-04-22,15.54333209991455
2013-04-23,15.653334617614746
2013-04-24,15.653334617614746
2013-04-25,15.73746395111084
2013-04-26,15.698637008666992
2013-04-29,15.866883277893066
2013-04-30,15.970416069030762
2013-05-01,15.75040340423584
2013-05-02,15.620985984802246
2013-05-03,15.75040340423584
2013-05-06,15.64686393737793
2013-05-07,15.776284217834473
2013-05-08,15.672747611999512
2013-05-09,15.588629722595215
2013-05-10,15.666278839111328
2013-05-13,15.5821533203125
2013-05-14,15.749902725219727
2013-05-15,15.932662963867188
2013-05-16,15.730323791503906
2013-05-17,15.86086368560791
2013-05-20,15.841280937194824
2013-05-21,15.9065523147583
2013-05-22,15.49535083770752
2013-05-23,15.573670387268066
2013-05-24,15.37785816192627
2013-05-28,15.293007850646973
2013-05-29,15.0384521484375
2013-05-30,15.142879486083984
2013-05-31,15.129830360412598
2013-06-03,15.142879486083984
2013-06-04,15.084136962890625
2013-06-05,14.914433479309082
2013-06-06,15.110244750976562
2013-06-07,15.266899108886719
2013-06-10,15.227734565734863
2013-06-11,15.090669631958008
2013-06-12,15.058029174804688
2013-06-13,15.41702651977539
2013-06-14,15.475762367248535
2013-06-17,15.3648042678833
2013-06-18,15.44965648651123
2013-06-19,15.071085929870605
2013-06-20,14.679452896118164
2013-06-21,14.855687141418457
2013-06-24,14.764313697814941
2013-06-25,15.058029174804688
2013-06-26,15.20815658569336
2013-06-27,15.332169532775879
2013-06-28,15.332169532775879
2013-07-01,15.188576698303223
2013-07-02,15.306061744689941
2013-07-03,15.247312545776367
2013-07-05,15.234262466430664
2013-07-08,15.456183433532715
2013-07-09,15.573670387268066
2013-07-10,15.69115924835205
2013-07-11,15.867389678955078
2013-07-12,15.926128387451172
2013-07-15,16.082786560058594
2013-07-16,15.997937202453613
2013-07-17,15.965299606323242
2013-07-18,16.14805793762207
2013-07-19,16.082786560058594
2013-07-22,16.043621063232422
2013-07-23,16.17416763305664
2013-07-24,15.958769798278809
2013-07-25,16.12847137451172
2013-07-26,16.20027732849121
2013-07-29,16.102367401123047
2013-07-30,16.206802368164062
2013-07-31,16.20027732849121
2013-08-01,16.422197341918945
2013-08-02,16.38956069946289
2013-08-05,16.043621063232422
2013-08-06,16.06972885131836
2013-08-07,16.010982513427734
2013-08-08,15.926128387451172
2013-08-09,15.828228950500488
2013-08-12,15.736848831176758
2013-08-13,15.68463134765625
2013-08-14,15.504894256591797
2013-08-15,15.333718299865723
2013-08-16,15.261295318603516
2013-08-19,15.096701622009277
2013-08-20,15.346880912780762
2013-08-21,15.142780303955078
2013-08-22,15.149364471435547
2013-08-23,15.254711151123047
2013-08-26,15.136201858520508
2013-08-27,15.169122695922852
2013-08-28,15.274457931518555
2013-08-29,15.175705909729004
2013-08-30,15.096701622009277
2013-09-03,14.984769821166992
2013-09-04,15.096701622009277
2013-09-05,14.984769821166992
2013-09-06,15.017687797546387
2013-09-09,15.1559476852417
2013-09-10,15.215204238891602
2013-09-11,15.050613403320312
2013-09-12,15.057190895080566
2013-09-13,15.070366859436035
