Date,KO
2010-11-04,19.84352684020996
2010-11-05,19.884836196899414
2010-11-08,19.84670639038086
2010-11-09,19.903905868530273
2010-11-10,19.875307083129883
2010-11-11,19.954744338989258
2010-11-12,19.99286651611328
2010-11-15,20.005577087402344
2010-11-16,19.725963592529297
2010-11-17,19.865772247314453
2010-11-18,20.285200119018555
2010-11-19,20.437715530395508
2010-11-22,20.421836853027344
2010-11-23,20.215293884277344
2010-11-24,20.529876708984375
2010-11-26,20.37099266052246
2010-11-29,20.281414031982422
2010-11-30,20.21101951599121
2010-12-01,20.700532913208008
2010-12-02,20.764528274536133
2010-12-03,20.636552810668945
2010-12-06,20.47338104248047
2010-12-07,20.521364212036133
2010-12-08,20.601346969604492
2010-12-09,20.742136001586914
2010-12-10,20.68453598022461
2010-12-13,20.7485294342041
2010-12-14,20.444583892822266
2010-12-15,20.713336944580078
2010-12-16,20.905303955078125
2010-12-17,21.020483016967773
2010-12-20,20.895700454711914
2010-12-21,20.953296661376953
2010-12-22,20.985292434692383
2010-12-23,20.982091903686523
2010-12-27,20.818925857543945
2010-12-28,20.91170883178711
2010-12-29,20.94049835205078
2010-12-30,20.956497192382812
2010-12-31,21.042879104614258
2011-01-03,20.86691665649414
2011-01-04,20.434982299804688
2011-01-05,20.31340789794922
2011-01-06,20.166221618652344
2011-01-07,20.131031036376953
2011-01-10,20.175827026367188
2011-01-11,20.057443618774414
2011-01-12,20.169431686401367
2011-01-13,20.28460693359375
2011-01-14,20.19822120666504
2011-01-18,20.310203552246094
2011-01-19,20.291004180908203
2011-01-20,20.134231567382812
2011-01-21,20.083038330078125
2011-01-24,20.236614227294922
2011-01-25,20.14383316040039
2011-01-26,20.14383316040039
2011-01-27,20.060651779174805
2011-01-28,19.90386962890625
2011-01-31,20.10863494873047
2011-02-01,20.172626495361328
2011-02-02,20.111833572387695
2011-02-03,20.0190486907959
2011-02-04,20.015851974487305
2011-02-07,20.003053665161133
2011-02-08,20.115036010742188
2011-02-09,20.204618453979492
2011-02-10,20.32940101623535
2011-02-11,20.33900260925293
2011-02-14,20.20142364501953
2011-02-15,20.21742057800293
2011-02-16,20.28460693359375
2011-02-17,20.652545928955078
2011-02-18,20.652545928955078
2011-02-22,20.399784088134766
2011-02-23,20.44778060913086
2011-02-24,20.438180923461914
2011-02-25,20.57576560974121
2011-02-28,20.450984954833984
2011-03-01,20.767728805541992
2011-03-02,20.614154815673828
2011-03-03,20.978893280029297
2011-03-04,20.863710403442383
2011-03-07,20.86691665649414
2011-03-08,21.001296997070312
2011-03-09,20.994888305664062
2011-03-10,20.88930892944336
2011-03-11,20.886079788208008
2011-03-14,20.605709075927734
2011-03-15,20.31244468688965
2011-03-16,19.851608276367188
2011-03-17,20.070749282836914
2011-03-18,20.20610809326172
2011-03-21,20.486478805541992
2011-03-22,20.467138290405273
2011-03-23,20.712059020996094
2011-03-24,20.847410202026367
2011-03-25,21.018217086791992
2011-03-28,20.95699119567871
2011-03-29,21.179349899291992
2011-03-30,21.282466888427734
2011-03-31,21.37914276123047
2011-04-01,21.662744522094727
2011-04-04,21.804542541503906
2011-04-05,21.743310928344727
2011-04-06,21.794879913330078
2011-04-07,21.733644485473633
2011-04-08,21.678848266601562
2011-04-11,21.720752716064453
2011-04-12,21.55962562561035
2011-04-13,21.682085037231445
2011-04-14,22.014009475708008
2011-04-15,21.917339324951172
2011-04-18,21.691749572753906
2011-04-19,21.620849609375
2011-04-20,21.865772247314453
2011-04-21,21.875442504882812
2011-04-25,21.830331802368164
2011-04-26,21.569292068481445
2011-04-27,21.591848373413086
2011-04-28,21.723983764648438
2011-04-29,21.740083694458008
2011-05-02,21.82387924194336
2011-05-03,21.875442504882812
2011-05-04,21.740083694458008
2011-05-05,21.49516487121582
2011-05-06,21.55962562561035
2011-05-09,21.575727462768555
2011-05-10,21.701414108276367
2011-05-11,21.694969177246094
2011-05-12,22.014009475708008
2011-05-13,21.972116470336914
2011-05-16,21.859329223632812
2011-05-17,21.91089630126953
2011-05-18,22.01079559326172
2011-05-19,22.062360763549805
2011-05-20,22.01079559326172
2011-05-23,21.749757766723633
2011-05-24,21.743310928344727
2011-05-25,21.562847137451172
2011-05-26,21.49516487121582
2011-05-27,21.43393898010254
2011-05-31,21.530616760253906
2011-06-01,21.51450538635254
2011-06-02,21.282466888427734
2011-06-03,21.11811637878418
2011-06-06,21.08266830444336
2011-06-07,21.011764526367188
2011-06-08,21.076221466064453
2011-06-09,21.234134674072266
2011-06-10,21.072994232177734
2011-06-13,21.137922286987305
2011-06-14,21.29697036743164
2011-06-15,21.0892333984375
2011-06-16,21.258018493652344
2011-06-17,21.30021858215332
2011-06-20,21.36838722229004
2011-06-21,21.50796127319336
2011-06-22,21.553407669067383
2011-06-23,21.09247589111328
2011-06-24,21.076250076293945
2011-06-27,21.16713523864746
2011-06-28,21.433311462402344
2011-06-29,21.654033660888672
2011-06-30,21.842300415039062
2011-07-01,22.101987838745117
2011-07-05,22.17014503479004
2011-07-06,22.244796752929688
2011-07-07,22.316213607788086
2011-07-08,22.293493270874023
2011-07-11,22.105228424072266
2011-07-12,22.024076461791992
2011-07-13,22.092243194580078
2011-07-14,21.965646743774414
2011-07-15,21.920204162597656
2011-07-18,21.78712272644043
2011-07-19,22.501237869262695
2011-07-20,22.355167388916016
2011-07-21,22.50773048400879
2011-07-22,22.634323120117188
2011-07-25,22.481761932373047
2011-07-26,22.45904541015625
2011-07-27,22.29673957824707
2011-07-28,22.335691452026367
2011-07-29,22.076007843017578
2011-08-01,21.985126495361328
2011-08-02,21.77088737487793
2011-08-03,22.202606201171875
2011-08-04,21.365137100219727
2011-08-05,21.67351531982422
2011-08-08,21.137922286987305
2011-08-09,21.644296646118164
2011-08-10,20.761384963989258
2011-08-11,21.576129913330078
2011-08-12,21.793607711791992
2011-08-15,22.137691497802734
2011-08-16,22.127948760986328
2011-08-17,22.488248825073242
2011-08-18,21.994857788085938
2011-08-19,21.78062629699707
2011-08-22,21.83580780029297
2011-08-23,22.416837692260742
2011-08-24,22.61809730529785
2011-08-25,22.063026428222656
2011-08-26,22.235061645507812
2011-08-29,22.634323120117188
2011-08-30,22.676523208618164
2011-08-31,22.868032455444336
2011-09-01,22.868032455444336
2011-09-02,22.6375789642334
2011-09-06,22.53694725036621
2011-09-07,22.98164176940918
2011-09-08,23.10174560546875
2011-09-09,22.51746940612793
2011-09-12,22.52071762084961
2011-09-13,22.582815170288086
2011-09-14,22.80177116394043
2011-09-15,23.210290908813477
2011-09-16,23.27891731262207
2011-09-19,23.037078857421875
2011-09-20,23.089374542236328
2011-09-21,22.64162826538086
2011-09-22,22.16448211669922
2011-09-23,22.033761978149414
2011-09-26,22.471691131591797
2011-09-27,22.736408233642578
2011-09-28,22.242921829223633
2011-09-29,22.56647300720215
2011-09-30,22.07950782775879
2011-10-03,21.3801326751709
2011-10-04,21.318038940429688
2011-10-05,21.416080474853516
2011-10-06,21.370328903198242
2011-10-07,21.53700828552246
2011-10-10,21.863821029663086
2011-10-11,21.831140518188477
2011-10-12,22.053369522094727
2011-10-13,22.0272274017334
2011-10-14,22.174293518066406
2011-10-17,21.896501541137695
2011-10-18,21.811527252197266
2011-10-19,21.90630340576172
2011-10-20,21.93572235107422
2011-10-21,22.285409927368164
2011-10-24,22.180824279785156
2011-10-25,21.880155563354492
2011-10-26,22.050100326538086
2011-10-27,22.40959930419922
2011-10-28,22.52725601196289
2011-10-31,22.327892303466797
2011-11-01,21.909576416015625
2011-11-02,22.14814567565918
2011-11-03,22.435741424560547
2011-11-04,22.15141487121582
2011-11-07,22.29194450378418
2011-11-08,22.435741424560547
2011-11-09,21.90630340576172
2011-11-10,22.023956298828125
2011-11-11,22.262531280517578
2011-11-14,22.15468406677246
2011-11-15,22.223312377929688
2011-11-16,21.899765014648438
2011-11-17,21.772315979003906
2011-11-18,22.023956298828125
2011-11-21,21.5533447265625
2011-11-22,21.559886932373047
2011-11-23,21.200389862060547
2011-11-25,21.15789794921875
2011-11-28,21.298431396484375
2011-11-29,21.788917541503906
2011-11-30,22.13127899169922
2011-12-01,21.999605178833008
2011-12-02,21.85146713256836
2011-12-05,21.828418731689453
2011-12-06,21.950218200683594
2011-12-07,21.983137130737305
2011-12-08,21.96668243408203
2011-12-09,22.24319839477539
2011-12-12,22.01935386657715
2011-12-13,21.884382247924805
2011-12-14,21.811962127685547
2011-12-15,22.01935386657715
2011-12-16,22.200403213500977
2011-12-19,22.1773681640625
2011-12-20,22.516427993774414
2011-12-21,22.90157699584961
2011-12-22,22.7764835357666
2011-12-23,23.02337646484375
2011-12-27,23.003625869750977
2011-12-28,22.881824493408203
2011-12-29,23.095794677734375
2011-12-30,23.03325080871582
2012-01-03,23.089202880859375
2012-01-04,22.944368362426758
2012-01-05,22.83574104309082
2012-01-06,22.690898895263672
2012-01-09,22.690898895263672
2012-01-10,22.82585906982422
2012-01-11,22.404497146606445
2012-01-12,22.24319839477539
2012-01-13,22.05227279663086
2012-01-17,22.1707820892334
2012-01-18,22.249788284301758
2012-01-19,22.203699111938477
2012-01-20,22.41437530517578
2012-01-23,22.559221267700195
2012-01-24,22.351835250854492
2012-01-25,22.52629280090332
2012-01-26,22.38804817199707
2012-01-27,22.200403213500977
2012-01-30,22.206989288330078
2012-01-31,22.230037689208984
2012-02-01,22.33537483215332
2012-02-02,22.32878875732422
2012-02-03,22.411088943481445
2012-02-06,22.394622802734375
2012-02-07,22.565807342529297
2012-02-08,22.49338150024414
2012-02-09,22.3748722076416
2012-02-10,22.3649959564209
2012-02-13,22.52959442138672
2012-02-14,22.68101692199707
2012-02-15,22.516427993774414
2012-02-16,22.667850494384766
2012-02-17,22.73040008544922
2012-02-21,22.654685974121094
2012-02-22,22.796234130859375
2012-02-23,22.773197174072266
2012-02-24,22.713932037353516
2012-02-27,22.657976150512695
2012-02-28,22.66455841064453
2012-02-29,22.997045516967773
2012-03-01,22.911449432373047
2012-03-02,22.773197174072266
2012-03-05,22.78965187072754
2012-03-06,22.634933471679688
2012-03-07,22.64480972290039
2012-03-08,22.802820205688477
2012-03-09,22.881824493408203
2012-03-12,23.09250831604004
2012-03-13,23.294782638549805
2012-03-14,23.284835815429688
2012-03-15,23.32131004333496
2012-03-16,23.26493263244629
2012-03-19,23.344518661499023
2012-03-20,23.407516479492188
2012-03-21,23.583269119262695
2012-03-22,23.6827449798584
2012-03-23,23.70595932006836
2012-03-26,23.841909408569336
2012-03-27,23.83197021484375
2012-03-28,24.09393310546875
2012-03-29,24.47527503967285
2012-03-30,24.541587829589844
2012-04-02,24.584699630737305
2012-04-03,24.458694458007812
2012-04-04,24.359209060668945
2012-04-05,24.362533569335938
2012-04-09,24.16356658935547
2012-04-10,23.8817081451416
2012-04-11,23.91486930847168
2012-04-12,23.948030471801758
2012-04-13,23.855178833007812
2012-04-16,24.020971298217773
2012-04-17,24.52168846130371
2012-04-18,24.594642639160156
2012-04-19,24.47858238220215
2012-04-20,24.58138084411621
2012-04-23,24.43548583984375
2012-04-24,24.57806396484375
2012-04-25,24.846660614013672
2012-04-26,25.105310440063477
2012-04-27,25.410377502441406
2012-04-30,25.307575225830078
2012-05-01,25.509851455688477
2012-05-02,25.586130142211914
2012-05-03,25.678970336914062
2012-05-04,25.533069610595703
2012-05-07,25.625919342041016
2012-05-08,25.579492568969727
2012-05-09,25.460107803344727
2012-05-10,25.66902732849121
2012-05-11,25.688915252685547
2012-05-14,25.48996353149414
2012-05-15,25.39046859741211
2012-05-16,25.31089210510254
2012-05-17,24.90966796875
2012-05-18,24.55484962463379
2012-05-21,24.707393646240234
2012-05-22,24.601276397705078
2012-05-23,24.72065544128418
2012-05-24,25.055557250976562
2012-05-25,24.946155548095703
2012-05-29,25.022409439086914
2012-05-30,24.889766693115234
2012-05-31,24.780338287353516
2012-06-01,24.236515045166016
2012-06-04,24.418893814086914
2012-06-05,24.286252975463867
2012-06-06,24.740549087524414
2012-06-07,24.631122589111328
2012-06-08,24.94945526123047
2012-06-11,24.757129669189453
2012-06-12,24.936185836791992
2012-06-13,24.936185836791992
2012-06-14,25.28675079345703
2012-06-15,25.403596878051758
2012-06-18,25.36687469482422
2012-06-19,25.28675079345703
2012-06-20,25.226646423339844
2012-06-21,24.929513931274414
2012-06-22,25.0196590423584
2012-06-25,24.9628963470459
2012-06-26,25.066396713256836
2012-06-27,25.487070083618164
2012-06-28,25.563840866088867
2012-06-29,26.10470962524414
2012-07-02,26.34842300415039
2012-07-03,26.42856216430664
2012-07-05,26.191513061523438
2012-07-06,26.091358184814453
2012-07-09,26.034595489501953
2012-07-10,26.034595489501953
2012-07-11,25.860992431640625
2012-07-12,25.587221145629883
2012-07-13,25.8008975982666
2012-07-16,25.533809661865234
2012-07-17,25.937782287597656
2012-07-18,25.854310989379883
2012-07-19,25.891048431396484
2012-07-20,25.71742820739746
2012-07-23,25.667348861694336
2012-07-24,25.593902587890625
2012-07-25,25.714092254638672
2012-07-26,26.325063705444336
2012-07-27,26.71233367919922
2012-07-30,27.082931518554688
2012-07-31,26.976089477539062
2012-08-01,27.046199798583984
2012-08-02,26.625539779663086
2012-08-03,26.986108779907227
2012-08-06,26.922666549682617
2012-08-07,26.63221549987793
2012-08-08,26.562101364135742
2012-08-09,26.455270767211914
2012-08-10,26.305034637451172
2012-08-13,26.241600036621094
2012-08-14,26.295011520385742
2012-08-15,26.274988174438477
2012-08-16,26.408523559570312
2012-08-17,26.395172119140625
2012-08-20,26.3551082611084
2012-08-21,26.214885711669922
2012-08-22,25.887693405151367
2012-08-23,25.446998596191406
2012-08-24,25.687381744384766
2012-08-27,25.487070083618164
2012-08-28,25.373550415039062
2012-08-29,25.012977600097656
2012-08-30,24.79930877685547
2012-08-31,24.972915649414062
2012-09-04,24.89278793334961
2012-09-05,25.046367645263672
2012-09-06,25.473703384399414
2012-09-07,25.306779861450195
2012-09-10,25.146530151367188
2012-09-11,25.219980239868164
2012-09-12,25.243511199951172
2012-09-13,25.781307220458984
2012-09-14,25.626697540283203
2012-09-17,25.781307220458984
2012-09-18,25.96282196044922
2012-09-19,25.895599365234375
2012-09-20,25.976276397705078
2012-09-21,25.566192626953125
2012-09-24,25.626697540283203
2012-09-25,25.330902099609375
2012-09-26,25.384679794311523
2012-09-27,25.75442123413086
2012-09-28,25.498960494995117
2012-10-01,25.801488876342773
2012-10-02,25.774593353271484
2012-10-03,25.70737075805664
2012-10-04,25.767871856689453
2012-10-05,25.935941696166992
2012-10-08,25.935941696166992
2012-10-09,25.9224910736084
2012-10-10,25.606525421142578
2012-10-11,25.619970321655273
2012-10-12,25.700639724731445
2012-10-15,25.633426666259766
2012-10-16,25.478797912597656
2012-10-17,25.371234893798828
2012-10-18,25.43845558166504
2012-10-19,25.142663955688477
2012-10-22,25.02838134765625
2012-10-23,24.611570358276367
2012-10-24,24.793094635009766
2012-10-25,24.93426513671875
2012-10-26,24.90065574645996
2012-10-31,24.994770050048828
2012-11-01,25.095605850219727
2012-11-02,24.927539825439453
2012-11-05,24.71914291381836
2012-11-06,25.15611457824707
2012-11-07,24.685535430908203
2012-11-08,24.443511962890625
2012-11-09,24.39645767211914
2012-11-12,24.255285263061523
2012-11-13,24.30906105041504
2012-11-14,24.20821762084961
2012-11-15,24.490562438964844
2012-11-16,24.577964782714844
2012-11-19,25.035104751586914
2012-11-20,25.041820526123047
2012-11-21,25.135936737060547
2012-11-23,25.498960494995117
2012-11-26,25.11577606201172
2012-11-27,25.15611457824707
2012-11-28,25.423479080200195
2012-11-29,25.700990676879883
2012-11-30,25.667152404785156
2012-12-03,25.301645278930664
2012-12-04,25.145952224731445
2012-12-05,25.254255294799805
2012-12-06,25.301645278930664
2012-12-07,25.525001525878906
2012-12-10,25.47762107849121
2012-12-11,25.626550674438477
2012-12-12,25.47762107849121
2012-12-13,25.450544357299805
2012-12-14,25.49116325378418
2012-12-17,25.38286018371582
2012-12-18,25.233943939208984
2012-12-19,24.8955078125
2012-12-20,25.078269958496094
2012-12-21,24.969968795776367
2012-12-24,24.861671447753906
2012-12-26,24.65183448791504
2012-12-27,24.65183448791504
2012-12-28,24.347238540649414
2012-12-31,24.536767959594727
2013-01-02,25.450544357299805
2013-01-03,25.450544357299805
2013-01-04,25.49116325378418
2013-01-07,25.247495651245117
2013-01-08,25.071508407592773
2013-01-09,25.064733505249023
2013-01-10,25.017351150512695
2013-01-11,24.983503341674805
2013-01-14,25.037662506103516
2013-01-15,25.261028289794922
2013-01-16,25.261028289794922
2013-01-17,25.38962745666504
2013-01-18,25.518239974975586
2013-01-22,25.13241195678711
2013-01-23,25.13241195678711
2013-01-24,25.118886947631836
2013-01-25,25.078269958496094
2013-01-28,25.051185607910156
2013-01-29,25.32871437072754
2013-01-30,25.38286018371582
2013-01-31,25.206878662109375
2013-02-01,25.409934997558594
2013-02-04,25.281330108642578
2013-02-05,25.816068649291992
2013-02-06,25.931129455566406
2013-02-07,26.337257385253906
2013-02-08,26.24249839782715
2013-02-11,26.134193420410156
2013-02-12,25.423479080200195
2013-02-13,25.18657112121582
2013-02-14,24.936119079589844
2013-02-15,25.32871437072754
2013-02-19,25.497920989990234
2013-02-20,25.538543701171875
2013-02-21,25.525001525878906
2013-02-22,26.07327651977539
2013-02-25,25.531776428222656
2013-02-26,25.795759201049805
2013-02-27,26.02589988708496
2013-02-28,26.20865821838379
2013-03-01,26.195114135742188
2013-03-04,26.27634620666504
2013-03-05,26.181583404541016
2013-03-06,26.41170883178711
2013-03-07,26.479398727416992
2013-03-08,26.547096252441406
2013-03-11,26.608007431030273
2013-03-12,26.37109375
2013-03-13,26.309743881225586
2013-03-14,26.602901458740234
2013-03-15,26.473373413085938
2013-03-18,26.425643920898438
2013-03-19,26.814254760742188
2013-03-20,27.182422637939453
2013-03-21,27.318777084350586
2013-03-22,27.29831886291504
2013-03-25,27.352861404418945
2013-03-26,27.741470336914062
2013-03-27,27.42104148864746
2013-03-28,27.571027755737305
2013-04-01,27.577835083007812
2013-04-02,27.76192855834961
2013-04-03,27.386943817138672
2013-04-04,27.63920783996582
2013-04-05,27.32558822631836
2013-04-08,27.857378005981445
2013-04-09,27.75511360168457
2013-04-10,28.00055694580078
2013-04-11,28.07554054260254
2013-04-12,28.007362365722656
2013-04-15,27.3324031829834
2013-04-16,28.886857986450195
2013-04-17,29.00958251953125
2013-04-18,28.702774047851562
2013-04-19,29.084571838378906
2013-04-22,29.125478744506836
2013-04-23,29.111841201782227
2013-04-24,28.736867904663086
2013-04-25,28.87321662902832
2013-04-26,28.702774047851562
2013-04-29,28.79822540283203
2013-04-30,28.859582901000977
2013-05-01,28.777767181396484
2013-05-02,28.60732650756836
2013-05-03,28.79822540283203
2013-05-06,28.689144134521484
2013-05-07,29.111841201782227
2013-05-08,28.94820785522461
2013-05-09,28.716419219970703
2013-05-10,28.736867904663086
2013-05-13,28.764135360717773
2013-05-14,28.98912811279297
2013-05-15,29.26183319091797
2013-05-16,29.377731323242188
2013-05-17,29.295921325683594
2013-05-20,28.89366912841797
2013-05-21,28.86640167236328
2013-05-22,28.8050537109375
2013-05-23,28.586877822875977
2013-05-24,28.79822540283203
2013-05-28,29.00958251953125
2013-05-29,28.22553825378418
2013-05-30,27.7960147857666
2013-05-31,27.264232635498047
2013-06-03,27.82327651977539
2013-06-04,28.23917007446289
2013-06-05,27.71419906616211
2013-06-06,27.80965232849121
2013-06-07,28.23234748840332
2013-06-10,28.07554054260254
2013-06-11,27.80965232849121
2013-06-12,27.727272033691406
2013-06-13,27.741003036499023
2013-06-14,27.69294548034668
2013-06-17,27.926355361938477
2013-06-18,28.09797477722168
2013-06-19,27.741003036499023
2013-06-20,26.862300872802734
2013-06-21,27.294780731201172
2013-06-24,27.13689613342285
2013-06-25,27.267324447631836
2013-06-26,27.68609046936035
2013-06-27,27.638015747070312
2013-06-28,27.535057067871094
2013-07-01,27.775327682495117
2013-07-02,27.713529586791992
2013-07-03,27.79591941833496
2013-07-05,27.816509246826172
2013-07-08,27.830244064331055
2013-07-09,28.029325485229492
2013-07-10,27.926355361938477
2013-07-11,28.166629791259766
2013-07-12,28.166629791259766
2013-07-15,28.152896881103516
2013-07-16,27.61743927001953
2013-07-17,28.03619956970215
2013-07-18,28.01559066772461
2013-07-19,28.207813262939453
2013-07-22,28.03619956970215
2013-07-23,28.118574142456055
2013-07-24,28.04991912841797
2013-07-25,28.03619956970215
2013-07-26,27.89889907836914
2013-07-29,27.651752471923828
2013-07-30,27.679214477539062
2013-07-31,27.514463424682617
2013-08-01,27.850830078125
2013-08-02,27.610572814941406
2013-08-05,27.658626556396484
2013-08-06,27.713529586791992
2013-08-07,27.56251335144043
2013-08-08,27.59684944152832
2013-08-09,27.569366455078125
2013-08-12,27.342845916748047
2013-08-13,27.21927261352539
2013-08-14,27.13689613342285
2013-08-15,26.834829330444336
2013-08-16,26.807376861572266
2013-08-19,26.62203025817871
2013-08-20,26.532785415649414
2013-08-21,26.27876853942871
2013-08-22,26.299367904663086
2013-08-23,26.443538665771484
2013-08-26,26.1689453125
2013-08-27,26.189537048339844
2013-08-28,26.326833724975586
2013-08-29,26.15521812438965
2013-08-30,26.210134506225586
2013-09-03,26.01791000366211
2013-09-04,26.457271575927734
2013-09-05,26.251327514648438
2013-09-06,26.326833724975586
2013-09-09,26.443538665771484
2013-09-10,26.51905059814453
2013-09-11,26.62203025817871
2013-09-12,26.580537796020508
2013-09-13,26.753402709960938
2013-09-16,26.870952606201172
