Date,J
2010-12-21,35.0117301940918
2010-12-22,36.732582092285156
2010-12-23,36.3360710144043
2010-12-27,36.30434799194336
2010-12-28,36.375728607177734
2010-12-29,36.5660400390625
2010-12-30,36.462947845458984
2010-12-31,36.35986328125
2011-01-03,37.255977630615234
2011-01-04,36.510536193847656
2011-01-05,36.074378967285156
2011-01-06,36.21712875366211
2011-01-07,35.89991760253906
2011-01-10,36.38364791870117
2011-01-11,37.35113525390625
2011-01-12,38.60409927368164
2011-01-13,38.65961456298828
2011-01-14,40.45975875854492
2011-01-18,40.57078170776367
2011-01-19,39.72225570678711
2011-01-20,39.11164093017578
2011-01-21,39.42884063720703
2011-01-24,39.9046516418457
2011-01-25,39.2464485168457
2011-01-26,42.03786849975586
2011-01-27,41.31623077392578
2011-01-28,39.61123275756836
2011-01-31,40.73731231689453
2011-02-01,41.657222747802734
2011-02-02,41.34000778198242
2011-02-03,41.11796569824219
2011-02-04,41.31623077392578
2011-02-07,41.982364654541016
2011-02-08,41.87133026123047
2011-02-09,40.824554443359375
2011-02-10,41.11796569824219
2011-02-11,41.34794616699219
2011-02-14,41.12589645385742
2011-02-15,40.23772048950195
2011-02-16,41.0069465637207
2011-02-17,41.24485397338867
2011-02-18,40.880069732666016
2011-02-22,38.929237365722656
2011-02-23,38.43756866455078
2011-02-24,38.72305679321289
2011-02-25,39.38919448852539
2011-02-28,39.698463439941406
2011-03-01,39.278167724609375
2011-03-02,39.53193664550781
2011-03-03,40.29323196411133
2011-03-04,39.333675384521484
2011-03-07,38.17586898803711
2011-03-08,38.57238006591797
2011-03-09,38.50893783569336
2011-03-10,37.35906219482422
2011-03-11,38.92130661010742
2011-03-14,38.699256896972656
2011-03-15,38.524803161621094
2011-03-16,37.6604118347168
2011-03-17,38.08864212036133
2011-03-18,38.5882453918457
2011-03-21,39.17506408691406
2011-03-22,38.16000747680664
2011-03-23,38.10449981689453
2011-03-24,38.50893783569336
2011-03-25,38.64375305175781
2011-03-28,38.25517272949219
2011-03-29,39.12749099731445
2011-03-30,40.50733184814453
2011-03-31,40.78490447998047
2011-04-01,40.87213897705078
2011-04-04,41.08624267578125
2011-04-05,41.18933868408203
2011-04-06,41.2131233215332
2011-04-07,40.87213897705078
2011-04-08,40.11875915527344
2011-04-11,39.397125244140625
2011-04-12,38.31861114501953
2011-04-13,38.04106140136719
2011-04-14,38.16794204711914
2011-04-15,39.325748443603516
2011-04-18,38.37413024902344
2011-04-19,39.056121826171875
2011-04-20,39.85707092285156
2011-04-21,40.721466064453125
2011-04-25,40.713531494140625
2011-04-26,39.278167724609375
2011-04-27,39.135414123535156
2011-04-28,38.73098373413086
2011-04-29,39.34160614013672
2011-05-02,38.59617614746094
2011-05-03,38.24723815917969
2011-05-04,37.43042755126953
2011-05-05,37.121158599853516
2011-05-06,37.303558349609375
2011-05-09,37.89830780029297
2011-05-10,38.54859161376953
2011-05-11,37.97761154174805
2011-05-12,37.55732345581055
2011-05-13,36.94670104980469
2011-05-16,36.67706298828125
2011-05-17,36.240909576416016
2011-05-18,36.772220611572266
2011-05-19,37.37491989135742
2011-05-20,36.67706298828125
2011-05-23,35.313072204589844
2011-05-24,35.003807067871094
2011-05-25,35.376522064208984
2011-05-26,35.61442565917969
2011-05-27,35.98714065551758
2011-05-31,36.52640151977539
2011-06-01,34.92449188232422
2011-06-02,34.972076416015625
2011-06-03,34.46454620361328
2011-06-06,33.82221984863281
2011-06-07,33.65566635131836
2011-06-08,33.34639358520508
2011-06-09,33.45741653442383
2011-06-10,32.91817092895508
2011-06-13,32.79921340942383
2011-06-14,33.79048156738281
2011-06-15,32.65646743774414
2011-06-16,32.624755859375
2011-06-17,32.47406768798828
2011-06-20,32.727840423583984
2011-06-21,33.25122833251953
2011-06-22,33.116416931152344
2011-06-23,33.243309020996094
2011-06-24,32.41856384277344
2011-06-27,32.50579833984375
2011-06-28,33.314674377441406
2011-06-29,33.58430099487305
2011-06-30,34.29801559448242
2011-07-01,34.37731170654297
2011-07-05,34.1394157409668
2011-07-06,34.19492721557617
2011-07-07,34.631080627441406
2011-07-08,34.48041915893555
2011-07-11,33.02125549316406
2011-07-12,32.830936431884766
2011-07-13,32.97366714477539
2011-07-14,32.70404052734375
2011-07-15,32.95781707763672
2011-07-18,32.45821762084961
2011-07-19,32.878517150878906
2011-07-20,33.02125549316406
2011-07-21,34.06010818481445
2011-07-22,33.94908905029297
2011-07-25,34.099754333496094
2011-07-26,32.69611740112305
2011-07-27,31.593828201293945
2011-07-28,31.05457305908203
2011-07-29,31.03871726989746
2011-08-01,30.816669464111328
2011-08-02,29.91262435913086
2011-08-03,30.1981143951416
2011-08-04,28.556568145751953
2011-08-05,28.26314926147461
2011-08-08,26.272672653198242
2011-08-09,27.359111785888672
2011-08-10,26.423349380493164
2011-08-11,27.945945739746094
2011-08-12,27.938020706176758
2011-08-15,28.588285446166992
2011-08-16,27.866640090942383
2011-08-17,27.715967178344727
2011-08-18,25.820653915405273
2011-08-19,25.281404495239258
2011-08-22,25.582748413085938
2011-08-23,26.772275924682617
2011-08-24,27.731828689575195
2011-08-25,27.05776596069336
2011-08-26,27.953868865966797
2011-08-29,28.76274871826172
2011-08-30,29.444744110107422
2011-08-31,29.531978607177734
2011-09-01,28.984792709350586
2011-09-02,27.77941131591797
2011-09-06,27.866640090942383
2011-09-07,29.42888832092285
2011-09-08,28.794471740722656
2011-09-09,27.938020706176758
2011-09-12,27.636669158935547
2011-09-13,28.286941528320312
2011-09-14,28.56450080871582
2011-09-15,29.15926170349121
2011-09-16,28.976869583129883
2011-09-19,28.223499298095703
2011-09-20,27.7476863861084
2011-09-21,26.88330078125
2011-09-22,25.781005859375
2011-09-23,26.772275924682617
2011-09-26,27.343244552612305
2011-09-27,27.628738403320312
2011-09-28,26.811922073364258
2011-09-29,27.446340560913086
2011-09-30,25.606538772583008
2011-10-03,25.01970672607422
2011-10-04,26.53437042236328
2011-10-05,27.002254486083984
2011-10-06,27.73975944519043
2011-10-07,27.097415924072266
2011-10-10,28.334518432617188
2011-10-11,29.000654220581055
2011-10-12,29.70644760131836
2011-10-13,29.555770874023438
2011-10-14,29.98399543762207
2011-10-17,28.849987030029297
2011-10-18,29.508188247680664
2011-10-19,28.889633178710938
2011-10-20,28.889633178710938
2011-10-21,30.102949142456055
2011-10-24,30.816669464111328
2011-10-25,30.142601013183594
2011-10-26,30.75322723388672
2011-10-27,32.434425354003906
2011-10-28,32.02997589111328
2011-10-31,30.76908302307129
2011-11-01,30.190181732177734
2011-11-02,31.165597915649414
2011-11-03,32.30754470825195
2011-11-04,31.118013381958008
2011-11-07,30.96734046936035
2011-11-08,31.673126220703125
2011-11-09,29.952280044555664
2011-11-10,30.04744529724121
2011-11-11,30.895971298217773
2011-11-14,30.24569320678711
2011-11-15,32.64854431152344
2011-11-16,32.69611740112305
2011-11-17,32.370975494384766
2011-11-18,32.26788330078125
2011-11-21,31.45901107788086
2011-11-22,31.403505325317383
2011-11-23,30.52324867248535
2011-11-25,30.539113998413086
2011-11-28,31.593828201293945
2011-11-29,31.585893630981445
2011-11-30,32.941959381103516
2011-12-01,32.727840423583984
2011-12-02,33.34639358520508
2011-12-05,33.82221984863281
2011-12-06,33.79048156738281
2011-12-07,33.90943908691406
2011-12-08,33.14813995361328
2011-12-09,33.727046966552734
2011-12-12,33.07676696777344
2011-12-13,32.26788330078125
2011-12-14,31.522457122802734
2011-12-15,31.570035934448242
2011-12-16,31.570035934448242
2011-12-19,30.554969787597656
2011-12-20,31.926889419555664
2011-12-21,31.807937622070312
2011-12-22,32.26788330078125
2011-12-23,32.426490783691406
2011-12-27,32.58509826660156
2011-12-28,31.831727981567383
2011-12-29,32.40270233154297
2011-12-30,32.180660247802734
2012-01-03,32.90230941772461
2012-01-04,32.926090240478516
2012-01-05,32.735774993896484
2012-01-06,32.64854431152344
2012-01-09,32.23617172241211
2012-01-10,33.05297088623047
2012-01-11,32.75956344604492
2012-01-12,34.472476959228516
2012-01-13,34.099754333496094
2012-01-17,34.615230560302734
2012-01-18,35.083106994628906
2012-01-19,35.812679290771484
2012-01-20,35.915771484375
2012-01-23,35.9237060546875
2012-01-24,36.1060905456543
2012-01-25,36.72464370727539
2012-01-26,35.907840728759766
2012-01-27,35.83647537231445
2012-01-30,35.53512191772461
2012-01-31,35.495479583740234
2012-02-01,36.67706298828125
2012-02-02,36.573978424072266
2012-02-03,37.4383659362793
2012-02-06,36.899112701416016
2012-02-07,36.58983612060547
2012-02-08,36.34400177001953
2012-02-09,36.7880973815918
2012-02-10,36.35986328125
2012-02-13,36.70879364013672
2012-02-14,36.47088623046875
2012-02-15,35.39237976074219
2012-02-16,36.06644058227539
2012-02-17,36.1219596862793
2012-02-21,36.17747116088867
2012-02-22,35.495479583740234
2012-02-23,37.755577087402344
2012-02-24,37.42250061035156
2012-02-27,37.311485290527344
2012-02-28,37.255977630615234
2012-02-29,36.65327835083008
2012-03-01,37.49387741088867
2012-03-02,37.414573669433594
2012-03-05,37.121158599853516
2012-03-06,35.55098342895508
2012-03-07,35.53512191772461
2012-03-08,35.804744720458984
2012-03-09,36.00300979614258
2012-03-12,35.72544479370117
2012-03-13,36.7960205078125
2012-03-14,36.30434799194336
2012-03-15,37.16873550415039
2012-03-16,37.184600830078125
2012-03-19,37.16873550415039
2012-03-20,36.3360710144043
2012-03-21,36.423301696777344
2012-03-22,35.54304885864258
2012-03-23,35.60649871826172
2012-03-26,36.76429748535156
2012-03-27,36.84360885620117
2012-03-28,36.034725189208984
2012-03-29,35.566837310791016
2012-03-30,35.18620300292969
2012-04-02,35.48754119873047
2012-04-03,35.47168731689453
2012-04-04,34.83726501464844
2012-04-05,34.710391998291016
2012-04-09,34.115623474121094
2012-04-10,33.243309020996094
2012-04-11,33.83806228637695
2012-04-12,34.62315368652344
2012-04-13,34.02046585083008
2012-04-16,34.321807861328125
2012-04-17,35.091033935546875
2012-04-18,34.78175354003906
2012-04-19,34.24250793457031
2012-04-20,34.24250793457031
2012-04-23,33.85393524169922
2012-04-24,34.00460433959961
2012-04-25,34.54384994506836
2012-04-26,34.75796127319336
2012-04-27,35.36858367919922
2012-04-30,34.75796127319336
2012-05-01,33.19573211669922
2012-05-02,33.14813995361328
2012-05-03,32.44235610961914
2012-05-04,31.363855361938477
2012-05-07,31.15766716003418
2012-05-08,31.03871726989746
2012-05-09,31.15766716003418
2012-05-10,30.91182518005371
2012-05-11,30.816669464111328
2012-05-14,30.332923889160156
2012-05-15,29.809537887573242
2012-05-16,29.444744110107422
2012-05-17,28.905494689941406
2012-05-18,28.659664154052734
2012-05-21,29.309932708740234
2012-05-22,28.961008071899414
2012-05-23,29.33372688293457
2012-05-24,29.365446090698242
2012-05-25,29.309932708740234
2012-05-29,29.690584182739258
2012-05-30,28.620006561279297
2012-05-31,28.167987823486328
2012-06-01,27.715967178344727
2012-06-04,27.279813766479492
2012-06-05,28.21556854248047
2012-06-06,28.905494689941406
2012-06-07,28.715171813964844
2012-06-08,28.89756202697754
2012-06-11,28.21556854248047
2012-06-12,28.4376163482666
2012-06-13,28.033174514770508
2012-06-14,28.21556854248047
2012-06-15,28.50105857849121
2012-06-18,28.47726821899414
2012-06-19,29.111679077148438
2012-06-20,28.675518035888672
2012-06-21,27.85078239440918
2012-06-22,28.072830200195312
2012-06-25,27.359111785888672
2012-06-26,27.67631721496582
2012-06-27,28.47726821899414
2012-06-28,28.96894073486328
2012-06-29,30.023651123046875
2012-07-02,29.857114791870117
2012-07-03,30.483600616455078
2012-07-05,30.118812561035156
2012-07-06,29.746089935302734
2012-07-09,29.84125518798828
2012-07-10,29.389236450195312
2012-07-11,29.127538681030273
2012-07-12,28.913427352905273
2012-07-13,29.531978607177734
2012-07-16,29.40509605407715
2012-07-17,29.690584182739258
2012-07-18,30.451881408691406
2012-07-19,30.737367630004883
2012-07-20,30.04744529724121
2012-07-23,29.56369972229004
2012-07-24,28.8658447265625
2012-07-25,29.032377243041992
2012-07-26,29.857114791870117
2012-07-27,31.284549713134766
2012-07-30,31.086284637451172
2012-07-31,30.58669662475586
2012-08-01,30.412227630615234
2012-08-02,30.396371841430664
2012-08-03,30.919757843017578
2012-08-06,31.197315216064453
2012-08-07,31.18145179748535
2012-08-08,31.403505325317383
2012-08-09,31.451087951660156
2012-08-10,31.197315216064453
2012-08-13,31.070436477661133
2012-08-14,31.316280364990234
2012-08-15,31.831727981567383
2012-08-16,32.41856384277344
2012-08-17,32.513729095458984
2012-08-20,32.47406768798828
2012-08-21,32.74370193481445
2012-08-22,32.283748626708984
2012-08-23,32.14100646972656
2012-08-24,32.03791809082031
2012-08-27,31.800004959106445
2012-08-28,31.62554931640625
2012-08-29,31.514524459838867
2012-08-30,31.078369140625
2012-08-31,31.35591697692871
2012-09-04,31.308338165283203
2012-09-05,31.284549713134766
2012-09-06,32.19651794433594
2012-09-07,31.879304885864258
2012-09-10,32.331329345703125
2012-09-11,33.0450439453125
2012-09-12,33.02125549316406
2012-09-13,33.79048156738281
2012-09-14,34.35352325439453
2012-09-17,34.22664260864258
2012-09-18,34.22664260864258
2012-09-19,34.099754333496094
2012-09-20,33.84599304199219
2012-09-21,33.925296783447266
2012-09-24,33.9332275390625
2012-09-25,32.55337905883789
2012-09-26,32.283748626708984
2012-09-27,32.40270233154297
2012-09-28,32.06170654296875
2012-10-01,32.19651794433594
2012-10-02,32.537513732910156
2012-10-03,32.31547546386719
2012-10-04,32.52959060668945
2012-10-05,32.680259704589844
2012-10-08,32.38684844970703
2012-10-09,31.681062698364258
2012-10-10,31.546249389648438
2012-10-11,31.665199279785156
2012-10-12,31.688980102539062
2012-10-15,31.7286434173584
2012-10-16,32.25996780395508
2012-10-17,32.45821762084961
2012-10-18,32.44235610961914
2012-10-19,31.41935920715332
2012-10-22,31.347991943359375
2012-10-23,30.84046173095703
2012-10-24,30.68978500366211
2012-10-25,30.832529067993164
2012-10-26,30.475671768188477
2012-10-31,30.60254669189453
2012-11-01,31.308338165283203
2012-11-02,30.745290756225586
2012-11-05,31.498666763305664
2012-11-06,32.48993682861328
2012-11-07,31.47487449645996
2012-11-08,30.903900146484375
2012-11-09,30.927692413330078
2012-11-12,31.15766716003418
2012-11-13,30.927692413330078
2012-11-14,30.761154174804688
2012-11-15,30.943552017211914
2012-11-16,30.888038635253906
2012-11-19,31.482805252075195
2012-11-20,31.276615142822266
2012-11-21,31.570035934448242
2012-11-23,32.02206039428711
2012-11-26,32.54543685913086
2012-11-27,32.339263916015625
2012-11-28,32.21239471435547
2012-11-29,32.52165222167969
2012-11-30,32.46614456176758
2012-12-03,32.21239471435547
2012-12-04,32.59303283691406
2012-12-05,32.75956344604492
2012-12-06,32.95781707763672
2012-12-07,33.393978118896484
2012-12-10,33.43362808227539
2012-12-11,33.63980484008789
2012-12-12,33.42569351196289
2012-12-13,33.08468246459961
2012-12-14,32.783355712890625
2012-12-17,33.33846664428711
2012-12-18,34.02838897705078
2012-12-19,33.75876235961914
2012-12-20,34.52798843383789
2012-12-21,34.02838897705078
2012-12-24,33.95702362060547
2012-12-26,33.79048156738281
2012-12-27,33.58430099487305
2012-12-28,33.092628479003906
2012-12-31,33.75876235961914
2013-01-02,34.694522857666016
2013-01-03,34.52798843383789
2013-01-04,34.8293342590332
2013-01-07,34.92449188232422
2013-01-08,35.0434455871582
2013-01-09,35.23377990722656
2013-01-10,35.83647537231445
2013-01-11,35.646141052246094
2013-01-14,35.622352600097656
2013-01-15,36.1219596862793
2013-01-16,35.98714065551758
2013-01-17,36.51846694946289
2013-01-18,36.51846694946289
2013-01-22,37.121158599853516
2013-01-23,36.748435974121094
2013-01-24,37.295616149902344
2013-01-25,38.42964553833008
2013-01-28,38.64375305175781
2013-01-29,38.786495208740234
2013-01-30,38.0965690612793
2013-01-31,38.15208435058594
2013-02-01,38.326541900634766
2013-02-04,37.99348831176758
2013-02-05,38.46135711669922
2013-02-06,38.50893783569336
2013-02-07,38.08070755004883
2013-02-08,38.1282958984375
2013-02-11,37.937965393066406
2013-02-12,38.17586898803711
2013-02-13,38.61202621459961
2013-02-14,38.77857208251953
2013-02-15,39.135414123535156
2013-02-19,39.8887939453125
2013-02-20,39.16715621948242
2013-02-21,38.5565185546875
2013-02-22,38.937171936035156
2013-02-25,37.73177719116211
2013-02-26,37.82695007324219
2013-02-27,38.51687240600586
2013-02-28,38.73098373413086
2013-03-01,38.06485366821289
2013-03-04,38.294822692871094
2013-03-05,39.6746711730957
2013-03-06,39.841209411621094
2013-03-07,39.97602462768555
2013-03-08,41.09418487548828
2013-03-11,41.39552688598633
2013-03-12,41.23692321777344
2013-03-13,41.60171127319336
2013-03-14,42.3154182434082
2013-03-15,42.592987060546875
2013-03-18,42.862606048583984
2013-03-19,42.973636627197266
2013-03-20,42.973636627197266
2013-03-21,42.77537155151367
2013-03-22,43.2115364074707
2013-03-25,43.06879806518555
2013-03-26,43.86180877685547
2013-03-27,44.03627395629883
2013-03-28,44.59931182861328
2013-04-01,43.71906661987305
2013-04-02,43.092594146728516
2013-04-03,41.66515350341797
2013-04-04,42.022010803222656
2013-04-05,42.307498931884766
2013-04-08,42.807098388671875
2013-04-09,42.474029541015625
2013-04-10,42.92605209350586
2013-04-11,43.32255554199219
2013-04-12,42.0933837890625
2013-04-15,39.92844009399414
2013-04-16,40.610435485839844
2013-04-17,39.23851013183594
2013-04-18,39.19886779785156
2013-04-19,39.682594299316406
2013-04-22,40.15842056274414
2013-04-23,40.483551025390625
2013-04-24,41.133827209472656
2013-04-25,41.39552688598633
2013-04-26,40.95936584472656
2013-04-29,41.26070785522461
2013-04-30,40.03153610229492
2013-05-01,38.87373352050781
2013-05-02,39.53193664550781
2013-05-03,40.150489807128906
2013-05-06,40.36459732055664
2013-05-07,40.52321243286133
2013-05-08,40.80076217651367
2013-05-09,40.07118606567383
2013-05-10,40.44390106201172
2013-05-13,39.80949401855469
2013-05-14,40.73731231689453
2013-05-15,41.522403717041016
2013-05-16,41.8396110534668
2013-05-17,42.894317626953125
2013-05-20,43.61597442626953
2013-05-21,43.6556282043457
2013-05-22,43.27497482299805
2013-05-23,43.61597442626953
2013-05-24,43.60803985595703
2013-05-28,44.75791549682617
2013-05-29,44.456573486328125
2013-05-30,45.32889938354492
2013-05-31,45.209930419921875
2013-06-03,45.51921844482422
2013-06-04,45.122711181640625
2013-06-05,44.202816009521484
2013-06-06,44.34556198120117
2013-06-07,45.1464958190918
2013-06-10,45.209930419921875
2013-06-11,44.456573486328125
2013-06-12,43.64768981933594
2013-06-13,44.03627395629883
2013-06-14,44.2741813659668
2013-06-17,45.059268951416016
2013-06-18,45.820560455322266
2013-06-19,44.97203826904297
2013-06-20,44.03627395629883
2013-06-21,44.2979736328125
2013-06-24,43.42565155029297
2013-06-25,43.93318557739258
2013-06-26,43.520816802978516
2013-06-27,44.17108917236328
2013-06-28,43.71906661987305
2013-07-01,43.94904327392578
2013-07-02,43.31463623046875
2013-07-03,43.26704788208008
2013-07-05,43.901466369628906
2013-07-08,43.552528381347656
2013-07-09,44.39313507080078
2013-07-10,44.448638916015625
2013-07-11,45.21786880493164
2013-07-12,45.80470657348633
2013-07-15,45.87607192993164
2013-07-16,45.5985107421875
2013-07-17,45.96330642700195
2013-07-18,46.938716888427734
2013-07-19,47.200416564941406
2013-07-22,47.18455505371094
2013-07-23,47.1686897277832
2013-07-24,47.09731674194336
2013-07-25,47.64449691772461
2013-07-26,46.780120849609375
2013-07-29,46.14570617675781
2013-07-30,45.90779113769531
2013-07-31,46.9466552734375
2013-08-01,48.76265335083008
2013-08-02,49.428794860839844
2013-08-05,48.556480407714844
2013-08-06,47.1766242980957
2013-08-07,47.11317825317383
2013-08-08,48.09652328491211
2013-08-09,48.27892303466797
2013-08-12,48.33442687988281
2013-08-13,48.35821533203125
2013-08-14,48.580265045166016
2013-08-15,48.43751907348633
2013-08-16,48.70714569091797
2013-08-19,47.557281494140625
2013-08-20,47.692081451416016
2013-08-21,47.438316345214844
2013-08-22,47.85862731933594
2013-08-23,47.47796630859375
2013-08-26,47.46211242675781
2013-08-27,46.19327926635742
2013-08-28,46.478755950927734
2013-08-29,46.058467864990234
2013-08-30,46.217071533203125
2013-09-03,46.447044372558594
2013-09-04,46.978370666503906
2013-09-05,46.80390930175781
2013-09-06,46.058467864990234
2013-09-09,46.33602523803711
2013-09-10,46.399471282958984
2013-09-11,45.68575668334961
2013-09-12,46.042606353759766
2013-09-13,45.91572570800781
2013-09-16,46.447044372558594
2013-09-17,46.67702865600586
