Date,TPL
2010-04-23,8.563750267028809
2010-04-26,8.572461128234863
2010-04-27,8.563750267028809
2010-04-28,8.52601432800293
2010-04-29,8.665355682373047
2010-04-30,8.656645774841309
2010-05-03,8.790182113647461
2010-05-04,8.598587036132812
2010-05-05,8.462148666381836
2010-05-06,8.369250297546387
2010-05-07,8.087664604187012
2010-05-10,8.134112358093262
2010-05-11,8.174755096435547
2010-05-12,8.209589004516602
2010-05-13,8.360546112060547
2010-05-14,8.032506942749023
2010-05-17,7.977354526519775
2010-05-18,7.939614772796631
2010-05-19,8.0499267578125
2010-05-20,7.887362003326416
2010-05-21,7.88155460357666
2010-05-24,7.750919818878174
2010-05-25,7.5477142333984375
2010-05-26,7.4490132331848145
2010-05-27,7.849624156951904
2010-05-28,7.791563034057617
2010-06-01,7.777048110961914
2010-06-02,7.867041110992432
2010-06-03,7.887362003326416
2010-06-04,7.663830280303955
2010-06-07,7.58544921875
2010-06-08,7.631899833679199
2010-06-09,7.716085910797119
2010-06-10,8.009284019470215
2010-06-11,7.785755157470703
2010-06-14,7.945417404174805
2010-06-15,8.078953742980957
2010-06-16,8.125406265258789
2010-06-17,8.02380084991455
2010-06-18,7.849624156951904
2010-06-21,8.020895957946777
2010-06-22,8.015094757080078
2010-06-23,8.206686019897461
2010-06-24,7.838013172149658
2010-06-25,7.823494911193848
2010-06-28,7.762531280517578
2010-06-29,7.649317264556885
2010-06-30,7.637706279754639
2010-07-01,7.4664306640625
2010-07-02,7.576742649078369
2010-07-06,7.498363494873047
2010-07-07,7.460624694824219
2010-07-08,7.533199310302734
2010-07-09,7.736404895782471
2010-07-12,7.867041110992432
2010-07-13,7.872848033905029
2010-07-14,7.7015700340271
2010-07-15,7.753823757171631
2010-07-16,7.6086745262146
2010-07-19,7.599966526031494
2010-07-20,7.826397895812988
2010-07-21,7.7015700340271
2010-07-22,7.84091329574585
2010-07-23,7.942516326904297
2010-07-26,7.838013172149658
2010-07-27,7.826397895812988
2010-07-28,7.68996000289917
2010-07-29,7.70447301864624
2010-07-30,7.66964054107666
2010-08-02,7.945417404174805
2010-08-03,7.93671178817749
2010-08-04,8.061539649963379
2010-08-05,8.06443977355957
2010-08-06,7.980256080627441
2010-08-09,7.974451065063477
2010-08-10,7.88155460357666
2010-08-11,7.788659572601318
2010-08-12,7.649317264556885
2010-08-13,7.597064018249512
2010-08-16,7.658024787902832
2010-08-17,7.884459018707275
2010-08-18,7.835109710693359
2010-08-19,7.849624156951904
2010-08-20,7.742211818695068
2010-08-23,8.668254852294922
2010-08-24,8.691483497619629
2010-08-25,8.412798881530762
2010-08-26,8.578269004821777
2010-08-27,8.450536727905273
2010-08-30,8.517304420471191
2010-08-31,8.703093528747559
2010-09-01,8.70889949798584
2010-09-02,9.100801467895508
2010-09-03,9.100801467895508
2010-09-07,9.245948791503906
2010-09-08,10.145867347717285
2010-09-09,9.80331802368164
2010-09-10,10.070390701293945
2010-09-13,10.03555679321289
2010-09-14,10.128450393676758
2010-09-15,9.9862060546875
2010-09-16,9.724934577941895
2010-09-17,9.777193069458008
2010-09-20,10.125550270080566
2010-09-21,10.212634086608887
2010-09-22,10.276505470275879
2010-09-23,10.29392147064209
2010-09-24,10.404232025146484
2010-09-27,10.668402671813965
2010-09-28,11.46672248840332
2010-09-29,11.475428581237793
2010-09-30,11.620574951171875
2010-10-01,12.720799446105957
2010-10-04,11.829588890075684
2010-10-05,11.257704734802246
2010-10-06,11.031274795532227
2010-10-07,11.03417682647705
2010-10-08,11.09223747253418
2010-10-11,11.344795227050781
2010-10-12,11.368017196655273
2010-10-13,11.431883811950684
2010-10-14,11.32447338104248
2010-10-15,11.295441627502441
2010-10-18,11.214160919189453
2010-10-19,11.03417682647705
2010-10-20,11.089329719543457
2010-10-21,11.054497718811035
2010-10-22,10.95289421081543
2010-10-25,11.06030559539795
2010-10-26,10.967409133911133
2010-10-27,10.8948335647583
2010-10-28,10.694530487060547
2010-10-29,10.494223594665527
2010-11-01,10.581315040588379
2010-11-02,10.78451919555664
2010-11-03,10.668402671813965
2010-11-04,10.973214149475098
2010-11-05,10.83096981048584
2010-11-08,10.857094764709473
2010-11-09,11.248995780944824
2010-11-10,11.222868919372559
2010-11-11,11.489941596984863
2010-11-12,11.385435104370117
2010-11-15,11.539294242858887
2010-11-16,11.582839012145996
2010-11-17,11.507359504699707
2010-11-18,11.553808212280273
2010-11-19,11.507359504699707
2010-11-22,11.507359504699707
2010-11-23,11.52477741241455
2010-11-24,11.475428581237793
2010-11-26,11.365117073059082
2010-11-29,11.132875442504883
2010-11-30,11.167713165283203
2010-12-01,11.045788764953613
2010-12-02,10.897734642028809
2010-12-03,10.804841995239258
2010-12-06,10.584216117858887
2010-12-07,10.746784210205078
2010-12-08,10.828065872192383
2010-12-09,10.7554931640625
2010-12-10,10.709043502807617
2010-12-13,10.743880271911621
2010-12-14,10.74968433380127
2010-12-15,10.598732948303223
2010-12-16,10.680015563964844
2010-12-17,10.581315040588379
2010-12-20,10.738077163696289
2010-12-21,10.761297225952148
2010-12-22,10.668402671813965
2010-12-23,10.656791687011719
2010-12-27,10.485517501831055
2010-12-28,10.903542518615723
2010-12-29,10.740976333618164
2010-12-30,10.674209594726562
2010-12-31,10.590021133422852
2011-01-03,10.682914733886719
2011-01-04,10.711947441101074
2011-01-05,10.677111625671387
2011-01-06,10.723559379577637
2011-01-07,10.720657348632812
2011-01-10,10.822259902954102
2011-01-11,10.987727165222168
2011-01-12,10.958698272705078
2011-01-13,10.822259902954102
2011-01-14,10.851290702819824
2011-01-18,10.624860763549805
2011-01-19,10.543575286865234
2011-01-20,10.407133102416992
2011-01-21,10.30553150177002
2011-01-24,10.552284240722656
2011-01-25,10.601634979248047
2011-01-26,10.624860763549805
2011-01-27,10.84548282623291
2011-01-28,10.886124610900879
2011-01-31,10.958698272705078
2011-02-01,11.12707233428955
2011-02-02,11.646702766418457
2011-02-03,11.922484397888184
2011-02-04,11.646702766418457
2011-02-07,11.995059967041016
2011-02-08,12.018281936645508
2011-02-09,12.192461967468262
2011-02-10,12.677257537841797
2011-02-11,12.758541107177734
2011-02-14,12.595973014831543
2011-02-15,12.683062553405762
2011-02-16,13.037221908569336
2011-02-17,12.97916316986084
2011-02-18,12.897883415222168
2011-02-22,12.5059814453125
2011-02-23,12.744025230407715
2011-02-24,12.889171600341797
2011-02-25,12.906590461730957
2011-02-28,13.118505477905273
2011-03-01,13.353645324707031
2011-03-02,13.779424667358398
2011-03-03,13.689021110534668
2011-03-04,13.761924743652344
2011-03-07,13.7677583694458
2011-03-08,13.344895362854004
2011-03-09,13.216584205627441
2011-03-10,13.053268432617188
2011-03-11,12.959948539733887
2011-03-14,12.706232070922852
2011-03-15,12.752897262573242
2011-03-16,12.502095222473145
2011-03-17,12.831632614135742
2011-03-18,13.123260498046875
2011-03-21,13.371145248413086
2011-03-22,13.365312576293945
2011-03-23,13.41197395324707
2011-03-24,13.414886474609375
2011-03-25,13.079517364501953
2011-03-28,13.17283821105957
2011-03-29,13.210748672485352
2011-03-30,13.20783519744873
2011-03-31,13.024107933044434
2011-04-01,12.986196517944336
2011-04-04,13.371145248413086
2011-04-05,13.23116397857666
2011-04-06,13.560704231262207
2011-04-07,13.99814510345459
2011-04-08,14.257694244384766
2011-04-11,14.248944282531738
2011-04-12,14.091468811035156
2011-04-13,14.132292747497559
2011-04-14,13.846498489379883
2011-04-15,14.23144817352295
2011-04-18,13.72984790802002
2011-04-19,13.79983901977539
2011-04-20,14.251860618591309
2011-04-21,14.222697257995605
2011-04-25,14.243112564086914
2011-04-26,14.228532791137695
2011-04-27,14.088549613952637
2011-04-28,13.893159866333008
2011-04-29,13.852331161499023
2011-05-02,14.021476745605469
2011-05-03,13.70068359375
2011-05-04,13.094098091125488
2011-05-05,12.924952507019043
2011-05-06,13.199085235595703
2011-05-09,13.70651626586914
2011-05-10,13.884407997131348
2011-05-11,13.724018096923828
2011-05-12,13.85524845123291
2011-05-13,13.68027400970459
2011-05-16,14.003978729248047
2011-05-17,13.589865684509277
2011-05-18,13.630694389343262
2011-05-19,13.586949348449707
2011-05-20,13.522791862487793
2011-05-23,13.502378463745117
2011-05-24,13.578202247619629
2011-05-25,13.589865684509277
2011-05-26,13.534456253051758
2011-05-27,13.589865684509277
2011-05-31,13.566536903381348
2011-06-01,13.756093978881836
2011-06-02,14.01855754852295
2011-06-03,13.694851875305176
2011-06-06,13.96898365020752
2011-06-07,13.896072387695312
2011-06-08,14.21686840057373
2011-06-09,14.313104629516602
2011-06-10,13.616113662719727
2011-06-13,13.25449275970459
2011-06-14,13.4090576171875
2011-06-15,13.691935539245605
2011-06-16,13.779424667358398
2011-06-17,13.6336088180542
2011-06-20,13.5811185836792
2011-06-21,13.5811185836792
2011-06-22,13.25449275970459
2011-06-23,12.437935829162598
2011-06-24,12.735394477844238
2011-06-27,12.68581771850586
2011-06-28,12.930787086486816
2011-06-29,13.161173820495605
2011-06-30,13.184503555297852
2011-07-01,13.429471015930176
2011-07-05,13.70068359375
2011-07-06,13.339067459106445
2011-07-07,13.528623580932617
2011-07-08,13.5811185836792
2011-07-11,13.493626594543457
2011-07-12,13.341984748840332
2011-07-13,13.420721054077148
2011-07-14,13.298238754272461
2011-07-15,13.35364818572998
2011-07-18,13.099929809570312
2011-07-19,13.347814559936523
2011-07-20,13.365312576293945
2011-07-21,13.435301780700684
2011-07-22,13.417806625366211
2011-07-25,13.365312576293945
2011-07-26,13.236998558044434
2011-07-27,12.977447509765625
2011-07-28,12.854962348937988
2011-07-29,13.099929809570312
2011-08-01,13.263243675231934
2011-08-02,13.178668975830078
2011-08-03,12.887041091918945
2011-08-04,12.57208251953125
2011-08-05,12.437935829162598
2011-08-08,11.300586700439453
2011-08-09,11.700117111206055
2011-08-10,11.77593994140625
2011-08-11,12.24837875366211
2011-08-12,12.39418888092041
2011-08-15,12.586666107177734
2011-08-16,12.694570541381836
2011-08-17,12.793720245361328
2011-08-18,12.703319549560547
2011-08-19,12.376692771911621
2011-08-22,12.39418888092041
2011-08-23,12.204630851745605
2011-08-24,12.219217300415039
2011-08-25,12.239628791809082
2011-08-26,12.157973289489746
2011-08-29,12.39418888092041
2011-08-30,12.25421142578125
2011-08-31,12.292120933532715
2011-09-01,12.085066795349121
2011-09-02,11.644707679748535
2011-09-06,11.627208709716797
2011-09-07,12.087982177734375
2011-09-08,11.956748962402344
2011-09-09,12.006324768066406
2011-09-12,12.015073776245117
2011-09-13,12.125894546508789
2011-09-14,12.262959480285645
2011-09-15,12.19005012512207
2011-09-16,11.851764678955078
2011-09-19,11.662206649780273
2011-09-20,11.796354293823242
2011-09-21,11.539721488952637
2011-09-22,10.79023551940918
2011-09-23,10.279888153076172
2011-09-26,10.833978652954102
2011-09-27,10.971047401428223
2011-09-28,11.067282676696777
2011-09-29,10.918554306030273
2011-09-30,10.59776496887207
2011-10-03,10.513189315795898
2011-10-04,10.311967849731445
2011-10-05,10.489861488342285
2011-10-06,10.953548431396484
2011-10-07,11.13436222076416
2011-10-10,11.504727363586426
2011-10-11,11.738029479980469
2011-10-12,11.650541305541992
2011-10-13,11.528057098388672
2011-10-14,11.930501937866211
2011-10-17,11.446399688720703
2011-10-18,11.662206649780273
2011-10-19,11.598048210144043
2011-10-20,11.48139762878418
2011-10-21,11.662206649780273
2011-10-24,11.813850402832031
2011-10-25,11.752610206604004
2011-10-26,11.86634635925293
2011-10-27,11.95091724395752
2011-10-28,12.245462417602539
2011-10-31,11.81093692779541
2011-11-01,11.685538291931152
2011-11-02,11.886759757995605
2011-11-03,11.816771507263184
2011-11-04,11.752610206604004
2011-11-07,11.913002967834473
2011-11-08,12.507925033569336
2011-11-09,12.45543384552002
2011-11-10,12.414603233337402
2011-11-11,12.650824546813965
2011-11-14,12.630412101745605
2011-11-15,12.528337478637695
2011-11-16,12.55167293548584
2011-11-17,12.525424003601074
2011-11-18,11.665120124816895
2011-11-21,11.452234268188477
2011-11-22,11.787605285644531
2011-11-23,11.691367149353027
2011-11-25,11.974247932434082
2011-11-28,11.959668159484863
2011-11-29,11.708864212036133
2011-11-30,11.761359214782715
2011-12-01,11.854679107666016
2011-12-02,12.236711502075195
2011-12-05,12.598331451416016
2011-12-06,12.57791805267334
2011-12-07,12.531258583068848
2011-12-08,12.213382720947266
2011-12-09,11.956748962402344
2011-12-12,11.988826751708984
2011-12-13,12.009243965148926
2011-12-14,11.752610206604004
2011-12-15,11.738029479980469
2011-12-16,11.819684028625488
2011-12-19,11.487227439880371
2011-12-20,11.971331596374512
2011-12-21,11.752610206604004
2011-12-22,12.13172721862793
2011-12-23,12.146305084228516
2011-12-27,12.181302070617676
2011-12-28,11.758443832397461
2011-12-29,11.878008842468262
2011-12-30,11.86634635925293
2012-01-03,11.819684028625488
2012-01-04,11.878008842468262
2012-01-05,11.939251899719238
2012-01-06,12.000492095947266
2012-01-09,12.111313819885254
2012-01-10,12.40294075012207
2012-01-11,12.050071716308594
2012-01-12,12.052987098693848
2012-01-13,12.041324615478516
2012-01-17,12.120061874389648
2012-01-18,12.140474319458008
2012-01-19,12.330032348632812
2012-01-20,12.443766593933105
2012-01-23,12.790806770324707
2012-01-24,12.580832481384277
2012-01-25,12.516674995422363
2012-01-26,12.598331451416016
2012-01-27,12.548752784729004
2012-01-30,12.350448608398438
2012-01-31,12.831632614135742
2012-02-01,12.747060775756836
2012-02-02,12.767475128173828
2012-02-03,12.72956371307373
2012-02-06,12.802469253540039
2012-02-07,13.000778198242188
2012-02-08,13.027026176452637
2012-02-09,13.035771369934082
2012-02-10,13.079517364501953
2012-02-13,13.178668975830078
2012-02-14,13.018275260925293
2012-02-15,12.948286056518555
2012-02-16,12.983283042907715
2012-02-17,13.035771369934082
2012-02-21,13.079517364501953
2012-02-22,13.035771369934082
2012-02-23,13.114513397216797
2012-02-24,13.269078254699707
2012-02-27,13.204916954040527
2012-02-28,13.091180801391602
2012-02-29,13.079517364501953
2012-03-01,13.123260498046875
2012-03-02,13.0558443069458
2012-03-05,12.950318336486816
2012-03-06,13.026531219482422
2012-03-07,13.21999454498291
2012-03-08,13.545364379882812
2012-03-09,13.557086944580078
2012-03-12,13.574679374694824
2012-03-13,13.601055145263672
2012-03-14,13.518982887268066
2012-03-15,13.53364086151123
2012-03-16,13.486739158630371
2012-03-19,13.366558074951172
2012-03-20,13.187751770019531
2012-03-21,13.196542739868164
2012-03-22,13.375349998474121
2012-03-23,13.624509811401367
2012-03-26,13.776933670043945
2012-03-27,13.817974090576172
2012-03-28,13.674341201782227
2012-03-29,13.923497200012207
2012-03-30,13.817974090576172
2012-04-02,14.187309265136719
2012-04-03,14.275246620178223
2012-04-04,14.36025333404541
2012-04-05,14.465781211853027
2012-04-09,14.641655921936035
2012-04-10,14.656312942504883
2012-04-11,14.673898696899414
2012-04-12,15.093070030212402
2012-04-13,15.066689491271973
2012-04-16,15.219114303588867
2012-04-17,15.471199035644531
2012-04-18,15.957796096801758
2012-04-19,16.294889450073242
2012-04-20,16.945629119873047
2012-04-23,16.89872932434082
2012-04-24,17.0482177734375
2012-04-25,17.139087677001953
2012-04-26,17.007183074951172
2012-04-27,17.241689682006836
2012-04-30,16.760953903198242
2012-05-01,17.004247665405273
2012-05-02,16.928043365478516
2012-05-03,16.93683433532715
2012-05-04,16.857690811157227
2012-05-07,17.587575912475586
2012-05-08,17.62275505065918
2012-05-09,17.200645446777344
2012-05-10,17.520153045654297
2012-05-11,17.514291763305664
2012-05-14,17.575847625732422
2012-05-15,17.479122161865234
2012-05-16,17.0364990234375
2012-05-17,16.473695755004883
2012-05-18,16.362306594848633
2012-05-21,16.904586791992188
2012-05-22,16.643705368041992
2012-05-23,16.353515625
2012-05-24,16.00469398498535
2012-05-25,16.160053253173828
2012-05-29,16.44731330871582
2012-05-30,16.415069580078125
2012-05-31,16.772680282592773
2012-06-01,16.640775680541992
2012-06-04,16.593873977661133
2012-06-05,16.70526695251465
2012-06-06,17.10684585571289
2012-06-07,16.913389205932617
2012-06-08,16.960281372070312
2012-06-11,16.629051208496094
2012-06-12,16.904586791992188
2012-06-13,16.505937576293945
2012-06-14,16.901660919189453
2012-06-15,16.82837677001953
2012-06-18,16.957353591918945
2012-06-19,16.793203353881836
2012-06-20,16.532318115234375
2012-06-21,16.91631317138672
2012-06-22,16.972009658813477
2012-06-25,16.957353591918945
2012-06-26,16.734573364257812
2012-06-27,16.664226531982422
2012-06-28,16.67888069152832
2012-06-29,16.731653213500977
2012-07-02,16.734573364257812
2012-07-03,16.643705368041992
2012-07-05,16.523527145385742
2012-07-06,16.221607208251953
2012-07-09,16.45024299621582
2012-07-10,16.435588836669922
2012-07-11,16.385757446289062
2012-07-12,16.44145393371582
2012-07-13,16.470766067504883
2012-07-16,16.26264762878418
2012-07-17,16.330062866210938
2012-07-18,16.3681697845459
2012-07-19,16.661296844482422
2012-07-20,16.57628631591797
2012-07-23,16.385757446289062
2012-07-24,16.503007888793945
2012-07-25,16.517662048339844
2012-07-26,16.43265724182129
2012-07-27,16.514734268188477
2012-07-30,16.549911499023438
2012-07-31,16.43265724182129
2012-08-01,16.341785430908203
2012-08-02,16.737510681152344
2012-08-03,17.001317977905273
2012-08-06,17.118576049804688
2012-08-07,17.288583755493164
2012-08-08,17.55826187133789
2012-08-09,17.33841896057129
2012-08-10,17.13322639465332
2012-08-13,17.54360580444336
2012-08-14,17.608095169067383
2012-08-15,17.772247314453125
2012-08-16,17.55826187133789
2012-08-17,17.26513671875
2012-08-20,17.276857376098633
2012-08-21,17.646198272705078
2012-08-22,17.63154411315918
2012-08-23,17.528947830200195
2012-08-24,17.55826187133789
2012-08-27,17.54360580444336
2012-08-28,17.4996337890625
2012-08-29,17.4820499420166
2012-08-30,17.379453659057617
2012-08-31,17.23288917541504
2012-09-04,17.2710018157959
2012-09-05,17.29444694519043
2012-09-06,17.26513671875
2012-09-07,17.291515350341797
2012-09-10,17.183059692382812
2012-09-11,17.010112762451172
2012-09-12,16.89872932434082
2012-09-13,16.44145393371582
2012-09-14,16.30954360961914
2012-09-17,16.24212074279785
2012-09-18,16.01055335998535
2012-09-19,16.31247329711914
2012-09-20,16.69647216796875
2012-09-21,16.631990432739258
2012-09-24,16.14832305908203
2012-09-25,16.168846130371094
2012-09-26,16.083837509155273
2012-09-27,15.948999404907227
2012-09-28,16.09262466430664
2012-10-01,15.969517707824707
2012-10-02,15.94606876373291
2012-10-03,15.913825035095215
2012-10-04,16.289024353027344
2012-10-05,16.045732498168945
2012-10-08,16.347654342651367
2012-10-09,16.388690948486328
2012-10-10,16.43851661682129
2012-10-11,16.1395263671875
2012-10-12,16.3564453125
2012-10-15,16.30661392211914
2012-10-16,16.417999267578125
2012-10-17,16.511798858642578
2012-10-18,16.400409698486328
2012-10-19,16.37110137939453
2012-10-22,15.925549507141113
2012-10-23,15.799504280090332
2012-10-24,15.729157447814941
2012-10-25,15.603110313415527
2012-10-26,15.802434921264648
2012-10-31,15.42430591583252
2012-11-01,15.608972549438477
2012-11-02,15.547417640686035
2012-11-05,16.341785430908203
2012-11-06,16.766820907592773
2012-11-07,16.725786209106445
2012-11-08,16.781475067138672
2012-11-09,16.673023223876953
2012-11-12,16.913389205932617
2012-11-13,16.71699333190918
2012-11-14,16.781475067138672
2012-11-15,16.854759216308594
2012-11-16,16.892866134643555
2012-11-19,17.08633041381836
2012-11-20,17.26513671875
2012-11-21,17.26513671875
2012-11-23,17.31203842163086
2012-11-26,16.843036651611328
2012-11-27,16.588008880615234
2012-11-28,16.121944427490234
2012-11-29,16.538183212280273
2012-11-30,16.796131134033203
2012-12-03,16.957353591918945
2012-12-04,17.001317977905273
2012-12-05,16.766820907592773
2012-12-06,16.737510681152344
2012-12-07,16.590946197509766
2012-12-10,16.728713989257812
2012-12-11,16.315406799316406
2012-12-12,16.562742233276367
2012-12-13,16.19468116760254
2012-12-14,16.37135124206543
2012-12-17,16.138736724853516
2012-12-18,16.324241638183594
2012-12-19,16.280071258544922
2012-12-20,16.403736114501953
2012-12-21,16.076904296875
2012-12-24,15.870789527893066
2012-12-26,15.726510047912598
2012-12-27,15.42617130279541
2012-12-28,15.576339721679688
2012-12-31,15.732400894165039
2013-01-02,15.543951988220215
2013-01-03,15.679400444030762
2013-01-04,15.579285621643066
2013-01-07,15.965011596679688
2013-01-08,15.785399436950684
2013-01-09,16.19468116760254
2013-01-10,16.121068954467773
2013-01-11,15.814844131469727
2013-01-14,15.79128646850586
2013-01-15,15.856063842773438
2013-01-16,15.755952835083008
2013-01-17,15.800116539001465
2013-01-18,16.00034523010254
2013-01-22,15.988571166992188
2013-01-23,15.635234832763672
2013-01-24,15.502724647521973
2013-01-25,15.464448928833008
2013-01-28,15.19061279296875
2013-01-29,15.328999519348145
2013-01-30,15.311334609985352
2013-01-31,15.267171859741211
2013-02-01,15.458562850952148
2013-02-04,15.455617904663086
2013-02-05,15.56750774383545
2013-02-06,15.64995288848877
2013-02-07,15.549840927124023
2013-02-08,15.617563247680664
2013-02-11,15.950291633605957
2013-02-12,15.953234672546387
2013-02-13,15.92673397064209
2013-02-14,15.870789527893066
2013-02-15,15.900236129760742
2013-02-19,15.932624816894531
2013-02-20,16.11223602294922
2013-02-21,15.90612506866455
2013-02-22,16.177013397216797
2013-02-25,16.365467071533203
2013-02-26,16.33013343811035
2013-02-27,16.65402603149414
2013-02-28,16.489131927490234
2013-03-01,16.59513282775879
2013-03-04,16.665802001953125
2013-03-05,16.6363525390625
2013-03-06,16.6363525390625
2013-03-07,16.960250854492188
2013-03-08,17.07508659362793
2013-03-11,17.343034744262695
2013-03-12,17.263530731201172
2013-03-13,17.446088790893555
2013-03-14,17.58742332458496
2013-03-15,17.666927337646484
2013-03-18,18.02320671081543
2013-03-19,17.287086486816406
2013-03-20,17.80531883239746
2013-03-21,18.108598709106445
2013-03-22,18.19104766845703
2013-03-25,18.788780212402344
2013-03-26,19.286394119262695
2013-03-27,19.53373146057129
2013-03-28,20.752750396728516
2013-04-01,21.326927185058594
2013-04-02,21.524202346801758
2013-04-03,21.04130744934082
2013-04-04,21.276865005493164
2013-04-05,21.197372436523438
2013-04-08,21.2003116607666
2013-04-09,21.63315200805664
2013-04-10,21.494760513305664
2013-04-11,21.435869216918945
2013-04-12,21.491817474365234
2013-04-15,20.920583724975586
2013-04-16,21.191482543945312
2013-04-17,20.941198348999023
2013-04-18,20.897031784057617
2013-04-19,21.3475341796875
2013-04-22,20.71446990966797
2013-04-23,21.167924880981445
2013-04-24,21.20326042175293
2013-04-25,21.30631446838379
2013-04-26,21.46531867980957
2013-04-29,21.397592544555664
2013-04-30,21.09136962890625
2013-05-01,21.494760513305664
2013-05-02,21.36815071105957
2013-05-03,21.379924774169922
2013-05-06,21.45353889465332
2013-05-07,21.694988250732422
2013-05-08,21.945261001586914
2013-05-09,21.93643569946289
2013-05-10,22.319217681884766
2013-05-13,22.49294090270996
2013-05-14,22.116050720214844
2013-05-15,22.613662719726562
2013-05-16,22.734392166137695
2013-05-17,22.89633560180664
2013-05-20,23.32328987121582
2013-05-21,23.399845123291016
2013-05-22,22.934619903564453
2013-05-23,23.058284759521484
2013-05-24,23.420455932617188
2013-05-28,23.997577667236328
2013-05-29,23.832683563232422
2013-05-30,23.78851890563965
2013-05-31,24.094749450683594
2013-06-03,24.43925666809082
2013-06-04,23.915130615234375
2013-06-05,23.997577667236328
2013-06-06,24.345020294189453
2013-06-07,24.49519157409668
2013-06-10,25.73482322692871
2013-06-11,25.849655151367188
2013-06-12,25.275482177734375
2013-06-13,24.824974060058594
2013-06-14,24.701313018798828
2013-06-17,25.142982482910156
2013-06-18,25.322595596313477
2013-06-19,25.546371459960938
2013-06-20,24.73369598388672
2013-06-21,24.4068603515625
2013-06-24,23.938688278198242
2013-06-25,24.082963943481445
2013-06-26,24.3361873626709
2013-06-27,24.610027313232422
2013-06-28,24.848529815673828
2013-07-01,23.71490478515625
2013-07-02,24.46280288696289
2013-07-03,24.244915008544922
2013-07-05,24.501081466674805
2013-07-08,24.42747688293457
2013-07-09,24.43630599975586
2013-07-10,24.350919723510742
2013-07-11,24.607084274291992
2013-07-12,24.46869468688965
2013-07-15,24.872087478637695
2013-07-16,24.886810302734375
2013-07-17,24.9162540435791
2013-07-18,25.045814514160156
2013-07-19,24.995759963989258
2013-07-22,25.013423919677734
2013-07-23,24.707191467285156
2013-07-24,24.618865966796875
2013-07-25,24.57175064086914
2013-07-26,24.607084274291992
2013-07-29,24.180133819580078
2013-07-30,24.421585083007812
2013-07-31,24.73958969116211
2013-08-01,25.066423416137695
2013-08-02,24.73369598388672
2013-08-05,24.465747833251953
2013-08-06,24.29496955871582
2013-08-07,24.124189376831055
2013-08-08,24.4068603515625
2013-08-09,24.642423629760742
2013-08-12,24.718975067138672
2013-08-13,24.989870071411133
2013-08-14,25.322595596313477
2013-08-15,25.19304084777832
2013-08-16,26.60049819946289
2013-08-19,26.126440048217773
2013-08-20,26.515113830566406
2013-08-21,26.462116241455078
2013-08-22,26.347280502319336
2013-08-23,26.370830535888672
2013-08-26,25.985107421875
2013-08-27,25.77899169921875
2013-08-28,25.41387367248535
2013-08-29,25.251928329467773
2013-08-30,25.293148040771484
2013-09-03,25.399150848388672
2013-09-04,25.263704299926758
2013-09-05,25.098819732666016
2013-09-06,25.372650146484375
2013-09-09,25.204816818237305
2013-09-10,25.331430435180664
2013-09-11,25.352039337158203
2013-09-12,25.02814292907715
2013-09-13,25.360870361328125
2013-09-16,25.063478469848633
2013-09-17,24.736642837524414
