Date,CTRA
2010-11-03,5.6704792976379395
2010-11-04,5.822154521942139
2010-11-05,5.886113166809082
2010-11-08,5.951962947845459
2010-11-09,6.189746379852295
2010-11-10,6.350710868835449
2010-11-11,6.4494829177856445
2010-11-12,6.286690711975098
2010-11-15,6.266571998596191
2010-11-16,6.123900413513184
2010-11-17,6.1019511222839355
2010-11-18,6.295837879180908
2010-11-19,6.553744792938232
2010-11-22,6.5647172927856445
2010-11-23,6.365345001220703
2010-11-24,6.443995475769043
2010-11-26,6.403753757476807
2010-11-29,6.379976749420166
2010-11-30,6.396440029144287
2010-12-01,6.584838390350342
2010-12-02,6.756777763366699
2010-12-03,6.8939619064331055
2010-12-06,6.835428237915039
2010-12-07,6.813478469848633
2010-12-08,6.604957580566406
2010-12-09,6.56654691696167
2010-12-10,6.467775344848633
2010-12-13,6.75860595703125
2010-12-14,6.6250786781311035
2010-12-15,6.610447406768799
2010-12-16,6.584838390350342
2010-12-17,6.700072288513184
2010-12-20,6.736654758453369
2010-12-21,6.764094829559326
2010-12-22,6.723850250244141
2010-12-23,6.754947185516357
2010-12-27,6.696414470672607
2010-12-28,6.734825134277344
2010-12-29,6.831771373748779
2010-12-30,6.8939619064331055
2010-12-31,6.923226833343506
2011-01-03,7.034801006317139
2011-01-04,6.862865447998047
2011-01-05,6.859207630157471
2011-01-06,6.846401214599609
2011-01-07,6.857377529144287
2011-01-10,6.87749719619751
2011-01-11,7.012852191925049
2011-01-12,7.005537509918213
2011-01-13,6.941516399383545
2011-01-14,7.056751251220703
2011-01-18,7.1756463050842285
2011-01-19,7.02017068862915
2011-01-20,7.007364749908447
2011-01-21,7.150036811828613
2011-01-24,7.3219733238220215
2011-01-25,7.23234748840332
2011-01-26,7.448348522186279
2011-01-27,7.415398120880127
2011-01-28,7.279941082000732
2011-01-31,7.6204142570495605
2011-02-01,7.642385482788086
2011-02-02,7.735736846923828
2011-02-03,7.6332292556762695
2011-02-04,7.574652671813965
2011-02-07,7.517904758453369
2011-02-08,7.49044942855835
2011-02-09,7.400754451751709
2011-02-10,7.472143650054932
2011-02-11,7.397096157073975
2011-02-14,7.446518421173096
2011-02-15,7.349502086639404
2011-02-16,7.516074180603027
2011-02-17,7.466653347015381
2011-02-18,7.481297492980957
2011-02-22,7.290925025939941
2011-02-23,8.197027206420898
2011-02-24,8.20068645477295
2011-02-25,8.381908416748047
2011-02-28,8.358108520507812
2011-03-01,8.138450622558594
2011-03-02,8.22082233428955
2011-03-03,8.385570526123047
2011-03-04,8.475263595581055
2011-03-07,8.29587459564209
2011-03-08,8.151262283325195
2011-03-09,8.116484642028809
2011-03-10,7.876689434051514
2011-03-11,8.057909965515137
2011-03-14,8.460620880126953
2011-03-15,8.544822692871094
2011-03-16,8.597909927368164
2011-03-17,8.8175687789917
2011-03-18,8.872488021850586
2011-03-21,9.048212051391602
2011-03-22,9.022591590881348
2011-03-23,9.066518783569336
2011-03-24,9.167200088500977
2011-03-25,9.410653114318848
2011-03-28,9.15255355834961
2011-03-29,9.284351348876953
2011-03-30,9.773096084594727
2011-03-31,9.696210861206055
2011-04-01,9.890250205993652
2011-04-04,9.86095905303955
2011-04-05,9.84631633758545
2011-04-06,9.741979598999023
2011-04-07,9.76760482788086
2011-04-08,9.725502967834473
2011-04-11,9.586383819580078
2011-04-12,9.324621200561523
2011-04-13,9.496689796447754
2011-04-14,9.621164321899414
2011-04-15,9.793230056762695
2011-04-18,9.566247940063477
2011-04-19,9.480216026306152
2011-04-20,9.749299049377441
2011-04-21,10.007401466369629
2011-04-25,9.990926742553711
2011-04-26,10.168486595153809
2011-04-27,10.194109916687012
2011-04-28,10.188624382019043
2011-04-29,10.302111625671387
2011-05-02,10.285637855529785
2011-05-03,9.959809303283691
2011-05-04,9.637639045715332
2011-05-05,9.522313117980957
2011-05-06,9.571738243103027
2011-05-09,10.10075855255127
2011-05-10,10.274657249450684
2011-05-11,9.685232162475586
2011-05-12,9.745637893676758
2011-05-13,9.696187019348145
2011-05-16,9.670543670654297
2011-05-17,9.796921730041504
2011-05-18,10.119270324707031
2011-05-19,9.903151512145996
2011-05-20,10.011213302612305
2011-05-23,9.714502334594727
2011-05-24,9.793257713317871
2011-05-25,10.485584259033203
2011-05-26,10.637598037719727
2011-05-27,10.644927978515625
2011-05-31,10.760313987731934
2011-06-01,10.27495288848877
2011-06-02,10.302427291870117
2011-06-03,10.35920524597168
2011-06-06,10.07715129852295
2011-06-07,10.240155220031738
2011-06-08,10.679727554321289
2011-06-09,10.866541862487793
2011-06-10,10.591815948486328
2011-06-13,10.223671913146973
2011-06-14,10.795112609863281
2011-06-15,10.665072441101074
2011-06-16,11.068014144897461
2011-06-17,11.051526069641113
2011-06-20,11.075339317321777
2011-06-21,11.329924583435059
2011-06-22,11.41234016418457
2011-06-23,11.262157440185547
2011-06-24,11.254830360412598
2011-06-27,11.467290878295898
2011-06-28,12.042393684387207
2011-06-29,12.073533058166504
2011-06-30,12.1449613571167
2011-07-01,12.309795379638672
2011-07-05,12.300646781921387
2011-07-06,12.17792797088623
2011-07-07,12.196240425109863
2011-07-08,12.17609691619873
2011-07-11,11.611980438232422
2011-07-12,11.597331047058105
2011-07-13,11.80063247680664
2011-07-14,11.46545696258545
2011-07-15,12.533242225646973
2011-07-18,12.56071949005127
2011-07-19,13.018607139587402
2011-07-20,12.87024974822998
2011-07-21,13.069889068603516
2011-07-22,13.174288749694824
2011-07-25,13.243887901306152
2011-07-26,13.375751495361328
2011-07-27,12.996625900268555
2011-07-28,13.888591766357422
2011-07-29,13.568066596984863
2011-08-01,13.78419017791748
2011-08-02,13.460007667541504
2011-08-03,13.395907402038574
2011-08-04,12.364741325378418
2011-08-05,12.247529029846191
2011-08-08,10.86104679107666
2011-08-09,12.022245407104492
2011-08-10,12.221972465515137
2011-08-11,13.046544075012207
2011-08-12,13.233451843261719
2011-08-15,13.559614181518555
2011-08-16,13.172983169555664
2011-08-17,13.211462020874023
2011-08-18,12.454690933227539
2011-08-19,12.20181655883789
2011-08-22,12.113865852355957
2011-08-23,12.865140914916992
2011-08-24,12.872471809387207
2011-08-25,12.735045433044434
2011-08-26,13.183976173400879
2011-08-29,13.555947303771973
2011-08-30,14.048860549926758
2011-08-31,13.900436401367188
2011-09-01,13.797821998596191
2011-09-02,13.603591918945312
2011-09-06,13.761177062988281
2011-09-07,14.13132095336914
2011-09-08,13.614585876464844
2011-09-09,12.861475944519043
2011-09-12,12.77718734741211
2011-09-13,12.78818416595459
2011-09-14,12.846819877624512
2011-09-15,12.736873626708984
2011-09-16,12.929275512695312
2011-09-19,13.33240032196045
2011-09-20,13.0831937789917
2011-09-21,12.832159996032715
2011-09-22,11.859164237976074
2011-09-23,11.197676658630371
2011-09-26,11.892149925231934
2011-09-27,12.145017623901367
2011-09-28,11.661269187927246
2011-09-29,11.751053810119629
2011-09-30,11.344264030456543
2011-10-03,10.73408317565918
2011-10-04,11.210501670837402
2011-10-05,11.784037590026855
2011-10-06,12.007588386535645
2011-10-07,11.657600402832031
2011-10-10,12.309925079345703
2011-10-11,12.058895111083984
2011-10-12,11.80052661895752
2011-10-13,11.901305198669434
2011-10-14,12.518820762634277
2011-10-17,12.626935958862305
2011-10-18,12.755203247070312
2011-10-19,12.50416374206543
2011-10-20,12.619603157043457
2011-10-21,12.879799842834473
2011-10-24,12.940268516540527
2011-10-25,12.11569881439209
2011-10-26,12.247628211975098
2011-10-27,14.188117027282715
2011-10-28,14.695690155029297
2011-10-31,14.241259574890137
2011-11-01,14.228431701660156
2011-11-02,14.735998153686523
2011-11-03,15.042007446289062
2011-11-04,15.326027870178223
2011-11-07,15.331527709960938
2011-11-08,15.20876407623291
2011-11-09,14.726663589477539
2011-11-10,15.864986419677734
2011-11-11,16.14177894592285
2011-11-14,15.820992469787598
2011-11-15,15.72750186920166
2011-11-16,15.61569595336914
2011-11-17,14.829313278198242
2011-11-18,15.056615829467773
2011-11-21,14.70833683013916
2011-11-22,14.680840492248535
2011-11-23,13.799142837524414
2011-11-25,14.057607650756836
2011-11-28,14.668004989624023
2011-11-29,15.230749130249023
2011-11-30,16.23892593383789
2011-12-01,15.723847389221191
2011-12-02,15.83932113647461
2011-12-05,15.744007110595703
2011-12-06,15.72750186920166
2011-12-07,14.937466621398926
2011-12-08,14.777986526489258
2011-12-09,14.880640029907227
2011-12-12,14.229907989501953
2011-12-13,13.949456214904785
2011-12-14,13.432539939880371
2011-12-15,13.216238975524902
2011-12-16,13.595677375793457
2011-12-19,13.207070350646973
2011-12-20,14.136429786682129
2011-12-21,14.178589820861816
2011-12-22,14.277566909790039
2011-12-23,14.295903205871582
2011-12-27,14.284903526306152
2011-12-28,13.969618797302246
2011-12-29,14.105259895324707
2011-12-30,13.912795066833496
2012-01-03,14.077768325805664
2012-01-04,15.089608192443848
2012-01-05,15.16109848022461
2012-01-06,14.783491134643555
2012-01-09,14.602019309997559
2012-01-10,14.365559577941895
2012-01-11,12.761643409729004
2012-01-12,12.315960884094238
2012-01-13,12.312289237976074
2012-01-17,12.171065330505371
2012-01-18,12.37098217010498
2012-01-19,11.57131576538086
2012-01-20,11.20999813079834
2012-01-23,11.93630313873291
2012-01-24,11.745555877685547
2012-01-25,12.218750953674316
2012-01-26,11.899616241455078
2012-01-27,12.061019897460938
2012-01-30,11.906951904296875
2012-01-31,11.701537132263184
2012-02-01,11.950972557067871
2012-02-02,11.800575256347656
2012-02-03,11.903287887573242
2012-02-06,12.303116798400879
2012-02-07,12.490200996398926
2012-02-08,12.123376846313477
2012-02-09,11.939966201782227
2012-02-10,12.314126968383789
2012-02-13,12.486528396606445
2012-02-14,12.84234619140625
2012-02-15,12.717626571655273
2012-02-16,13.014750480651855
2012-02-17,13.440258979797363
2012-02-21,13.209159851074219
2012-02-22,12.853348731994629
2012-02-23,12.996411323547363
2012-02-24,13.091780662536621
2012-02-27,13.022086143493652
2012-02-28,13.000076293945312
2012-02-29,12.794660568237305
2012-03-01,13.19449234008789
2012-03-02,12.640595436096191
2012-03-05,12.60024642944336
2012-03-06,12.413166046142578
2012-03-07,12.651597023010254
2012-03-08,12.85701847076416
2012-03-09,12.805663108825684
2012-03-12,12.376485824584961
2012-03-13,12.442513465881348
2012-03-14,12.244427680969238
2012-03-15,12.119710922241211
2012-03-16,12.259099960327148
2012-03-19,12.475526809692383
2012-03-20,12.163728713989258
2012-03-21,12.310457229614258
2012-03-22,11.562142372131348
2012-03-23,11.92896556854248
2012-03-26,11.976652145385742
2012-03-27,11.756559371948242
2012-03-28,11.661185264587402
2012-03-29,11.09628677368164
2012-03-30,11.433757781982422
2012-04-02,11.752889633178711
2012-04-03,11.558477401733398
2012-04-04,11.46677017211914
2012-04-05,11.716209411621094
2012-04-09,11.510790824890137
2012-04-10,11.235677719116211
2012-04-11,10.934882164001465
2012-04-12,11.254018783569336
2012-04-13,11.224671363830566
2012-04-16,10.835845947265625
2012-04-17,11.213665962219238
2012-04-18,11.19532585144043
2012-04-19,11.364060401916504
2012-04-20,11.05593204498291
2012-04-23,10.989906311035156
2012-04-24,10.857853889465332
2012-04-25,11.29069709777832
2012-04-26,12.1050386428833
2012-04-27,12.394824981689453
2012-04-30,12.890034675598145
2012-05-01,13.179815292358398
2012-05-02,12.74697208404541
2012-05-03,12.684612274169922
2012-05-04,12.607576370239258
2012-05-07,12.416836738586426
2012-05-08,12.515878677368164
2012-05-09,13.19815731048584
2012-05-10,13.267853736877441
2012-05-11,13.03296184539795
2012-05-14,12.926526069641113
2012-05-15,12.478755950927734
2012-05-16,12.73567008972168
2012-05-17,12.364977836608887
2012-05-18,12.577855110168457
2012-05-21,13.054981231689453
2012-05-22,13.154077529907227
2012-05-23,13.3375883102417
2012-05-24,12.87147331237793
2012-05-25,12.76136302947998
2012-05-29,12.717321395874023
2012-05-30,12.045669555664062
2012-05-31,11.942903518676758
2012-06-01,11.432744979858398
2012-06-04,11.42540168762207
2012-06-05,11.744711875915527
2012-06-06,12.247535705566406
2012-06-07,12.038329124450684
2012-06-08,12.108065605163574
2012-06-11,11.755722045898438
2012-06-12,12.328276634216309
2012-06-13,11.840136528015137
2012-06-14,12.86046028137207
2012-06-15,13.286206245422363
2012-06-18,13.51375961303711
2012-06-19,13.319238662719727
2012-06-20,13.35960578918457
2012-06-21,12.787056922912598
2012-06-22,13.35960578918457
2012-06-25,13.539454460144043
2012-06-26,13.891793251037598
2012-06-27,15.135995864868164
2012-06-28,14.798336029052734
2012-06-29,14.460678100585938
2012-07-02,14.581798553466797
2012-07-03,14.732275009155273
2012-07-05,14.629505157470703
2012-07-06,14.501047134399414
2012-07-09,14.779989242553711
2012-07-10,14.339563369750977
2012-07-11,14.471684455871582
2012-07-12,14.30285930633545
2012-07-13,14.897428512573242
2012-07-16,14.791000366210938
2012-07-17,14.691901206970215
2012-07-18,14.647854804992676
2012-07-19,14.453338623046875
2012-07-20,14.754300117492676
2012-07-23,14.695573806762695
2012-07-24,14.497376441955566
2012-07-25,14.423977851867676
2012-07-26,15.334187507629395
2012-07-27,15.425943374633789
2012-07-30,15.778284072875977
2012-07-31,15.491877555847168
2012-08-01,15.425777435302734
2012-08-02,14.922727584838867
2012-08-03,15.12100887298584
2012-08-06,14.977803230285645
2012-08-07,15.745244979858398
2012-08-08,15.557971000671387
2012-08-09,15.965553283691406
2012-08-10,15.745244979858398
2012-08-13,15.436795234680176
2012-08-14,15.616721153259277
2012-08-15,15.484527587890625
2012-08-16,15.899460792541504
2012-08-17,15.78563117980957
2012-08-20,15.447813987731934
2012-08-21,15.333980560302734
2012-08-22,15.425777435302734
2012-08-23,14.922727584838867
2012-08-24,15.37070083618164
2012-08-27,15.510233879089355
2012-08-28,15.304608345031738
2012-08-29,15.098973274230957
2012-08-30,14.886009216308594
2012-08-31,15.205469131469727
2012-09-04,15.238516807556152
2012-09-05,14.900693893432617
2012-09-06,15.267885208129883
2012-09-07,15.484527587890625
2012-09-10,15.46249771118164
2012-09-11,16.34376335144043
2012-09-12,16.72197723388672
2012-09-13,16.799081802368164
2012-09-14,16.8394718170166
2012-09-17,16.553064346313477
2012-09-18,16.505325317382812
2012-09-19,16.391498565673828
2012-09-20,16.22994041442871
2012-09-21,16.54204750061035
2012-09-24,16.127117156982422
2012-09-25,16.027976989746094
2012-09-26,16.16016960144043
2012-09-27,16.531030654907227
2012-09-28,16.48697280883789
2012-10-01,16.780719757080078
2012-10-02,16.52368927001953
2012-10-03,16.09040069580078
2012-10-04,16.25196647644043
2012-10-05,16.259309768676758
2012-10-08,16.119781494140625
2012-10-09,16.211578369140625
2012-10-10,16.145477294921875
2012-10-11,16.285015106201172
2012-10-12,16.105085372924805
2012-10-15,16.262981414794922
2012-10-16,16.743999481201172
2012-10-17,16.80275535583496
2012-10-18,16.54204750061035
2012-10-19,16.332748413085938
2012-10-22,16.097742080688477
2012-10-23,16.057357788085938
2012-10-24,15.767273902893066
2012-10-25,15.844377517700195
2012-10-26,17.426986694335938
2012-10-31,17.250732421875
2012-11-01,17.628936767578125
2012-11-02,17.460031509399414
2012-11-05,17.647293090820312
2012-11-06,17.922807693481445
2012-11-07,17.680355072021484
2012-11-08,17.48566436767578
2012-11-09,17.46729278564453
2012-11-12,17.566484451293945
2012-11-13,17.76117706298828
2012-11-14,17.62892723083496
2012-11-15,17.5003604888916
2012-11-16,17.621583938598633
2012-11-19,18.033016204833984
2012-11-20,18.091779708862305
2012-11-21,18.16893196105957
2012-11-23,18.323213577270508
2012-11-26,17.66566276550293
2012-11-27,17.55913734436035
2012-11-28,17.59587287902832
2012-11-29,17.540769577026367
2012-11-30,17.301992416381836
2012-12-03,17.669340133666992
2012-12-04,17.474641799926758
2012-12-05,17.5003604888916
2012-12-06,17.922807693481445
2012-12-07,17.941173553466797
2012-12-10,17.643625259399414
2012-12-11,17.658321380615234
2012-12-12,17.849342346191406
2012-12-13,17.272607803344727
2012-12-14,17.1881160736084
2012-12-17,17.540769577026367
2012-12-18,17.8971004486084
2012-12-19,18.227703094482422
2012-12-20,18.760360717773438
2012-12-21,18.672195434570312
2012-12-24,18.348922729492188
2012-12-26,18.161579132080078
2012-12-27,18.27545738220215
2012-12-28,17.937503814697266
2012-12-31,18.271791458129883
2013-01-02,18.08444595336914
2013-01-03,18.326894760131836
2013-01-04,18.407697677612305
2013-01-07,18.260766983032227
2013-01-08,17.985254287719727
2013-01-09,17.459957122802734
2013-01-10,17.544443130493164
2013-01-11,17.669340133666992
2013-01-14,17.86771011352539
2013-01-15,18.161579132080078
2013-01-16,18.21668243408203
2013-01-17,18.426069259643555
2013-01-18,18.87422752380371
2013-01-22,19.311376571655273
2013-01-23,19.076271057128906
2013-01-24,19.333423614501953
2013-01-25,19.414230346679688
2013-01-28,19.035724639892578
2013-01-29,19.384828567504883
2013-01-30,19.29295539855957
2013-01-31,19.395856857299805
2013-02-01,19.5428524017334
2013-02-04,19.31133270263672
2013-02-05,19.65309715270996
2013-02-06,19.99118995666504
2013-02-07,19.94341278076172
2013-02-08,20.174936294555664
2013-02-11,20.086732864379883
2013-02-12,20.10142707824707
2013-02-13,20.380714416503906
2013-02-14,20.19697380065918
2013-02-15,19.958105087280273
2013-02-19,20.40277099609375
2013-02-20,19.73027229309082
2013-02-21,19.792743682861328
2013-02-22,21.979280471801758
2013-02-25,21.497875213623047
2013-02-26,22.328384399414062
2013-02-27,22.993534088134766
2013-02-28,22.773048400878906
2013-03-01,23.298559188842773
2013-03-04,23.19198226928711
2013-03-05,23.184627532958984
2013-03-06,22.86491584777832
2013-03-07,23.7652587890625
2013-03-08,23.739532470703125
2013-03-11,24.242984771728516
2013-03-12,23.96001625061035
2013-03-13,24.16581153869629
2013-03-14,25.08452796936035
2013-03-15,24.643543243408203
2013-03-18,24.93018341064453
2013-03-19,25.01470375061035
2013-03-20,24.937536239624023
2013-03-21,24.84198570251465
2013-03-22,24.871387481689453
2013-03-25,24.77583885192871
2013-03-26,24.897109985351562
2013-03-27,24.992658615112305
2013-03-28,24.845664978027344
2013-04-01,24.53697395324707
2013-04-02,24.49287986755371
2013-04-03,23.794654846191406
2013-04-04,23.754236221313477
2013-04-05,24.974279403686523
2013-04-08,25.22416877746582
2013-04-09,25.8452205657959
2013-04-10,25.5585880279541
2013-04-11,25.650455474853516
2013-04-12,24.878734588623047
2013-04-15,23.346324920654297
2013-04-16,23.80935287475586
2013-04-17,23.50434112548828
2013-04-18,24.1511173248291
2013-04-19,23.739532470703125
2013-04-22,24.18052101135254
2013-04-23,24.217267990112305
2013-04-24,24.592100143432617
2013-04-25,25.062475204467773
2013-04-26,24.74277114868164
2013-04-29,25.055126190185547
2013-04-30,25.007362365722656
2013-05-01,24.32383155822754
2013-05-02,24.316482543945312
2013-05-03,24.73542022705078
2013-05-06,25.01470375061035
2013-05-07,24.922842025756836
2013-05-08,25.033071517944336
2013-05-09,24.864036560058594
2013-05-10,24.562698364257812
2013-05-13,24.496551513671875
2013-05-14,25.180269241333008
2013-05-15,25.191308975219727
2013-05-16,24.897232055664062
2013-05-17,25.834598541259766
2013-05-20,26.569787979125977
2013-05-21,26.139699935913086
2013-05-22,25.941205978393555
2013-05-23,26.577144622802734
2013-05-24,26.08456039428711
2013-05-28,26.64698600769043
2013-05-29,26.53670883178711
2013-05-30,26.52935218811035
2013-05-31,25.864011764526367
2013-06-03,26.07721710205078
2013-06-04,25.88606071472168
2013-06-05,25.819889068603516
2013-06-06,25.94487190246582
2013-06-07,26.5808162689209
2013-06-10,26.334529876708984
2013-06-11,25.922822952270508
2013-06-12,25.52948570251465
2013-06-13,25.941205978393555
2013-06-14,25.562576293945312
2013-06-17,26.213220596313477
2013-06-18,26.52935218811035
2013-06-19,26.272031784057617
2013-06-20,25.34202003479004
2013-06-21,24.996475219726562
2013-06-24,25.38980484008789
2013-06-25,25.860326766967773
2013-06-26,26.38231658935547
2013-06-27,26.0257511138916
2013-06-28,26.106624603271484
2013-07-01,25.9595890045166
2013-07-02,26.147056579589844
2013-07-03,26.352903366088867
2013-07-05,26.264692306518555
2013-07-08,26.305118560791016
2013-07-09,26.38231658935547
2013-07-10,26.180143356323242
2013-07-11,26.07721710205078
2013-07-12,26.036773681640625
2013-07-15,25.812543869018555
2013-07-16,25.57729148864746
2013-07-17,25.617717742919922
2013-07-18,26.70212745666504
2013-07-19,27.080751419067383
2013-07-22,26.753585815429688
2013-07-23,26.566112518310547
2013-07-24,26.360265731811523
2013-07-25,28.143110275268555
2013-07-26,28.36365509033203
2013-07-29,28.135738372802734
2013-07-30,28.20191764831543
2013-07-31,27.871074676513672
2013-08-01,28.470252990722656
2013-08-02,28.385665893554688
2013-08-05,28.407732009887695
2013-08-06,28.53278350830078
2013-08-07,27.83765983581543
2013-08-08,27.841339111328125
2013-08-09,27.951677322387695
2013-08-12,27.76779556274414
2013-08-13,27.668487548828125
2013-08-14,27.502975463867188
2013-08-15,27.753070831298828
2013-08-16,27.31174087524414
2013-08-19,27.010141372680664
2013-08-20,27.628028869628906
2013-08-21,27.52504539489746
2013-08-22,28.59897804260254
2013-08-23,28.576913833618164
2013-08-26,28.569551467895508
2013-08-27,28.503355026245117
2013-08-28,29.025615692138672
2013-08-29,28.98147964477539
2013-08-30,28.782878875732422
2013-09-03,29.371337890625
2013-09-04,29.0035457611084
2013-09-05,28.28269386291504
2013-09-06,28.49601173400879
2013-09-09,28.68724250793457
2013-09-10,28.407732009887695
2013-09-11,28.59897804260254
