Date,DD
2010-11-05,31.44562530517578
2010-11-08,31.300474166870117
2010-11-09,30.778011322021484
2010-11-10,30.66189956665039
2010-11-11,30.778011322021484
2010-11-12,30.284557342529297
2010-11-15,30.14910125732422
2010-11-16,29.568565368652344
2010-11-17,29.568565368652344
2010-11-18,30.34261703491211
2010-11-19,30.681255340576172
2010-11-22,30.47806167602539
2010-11-23,29.820131301879883
2010-11-24,30.642555236816406
2010-11-26,30.274877548217773
2010-11-29,30.265213012695312
2010-11-30,30.168441772460938
2010-12-01,31.36821746826172
2010-12-02,32.16161346435547
2010-12-03,32.27772521972656
2010-12-06,32.44219970703125
2010-12-07,32.66474533081055
2010-12-08,32.471248626708984
2010-12-09,32.84858322143555
2010-12-10,32.964683532714844
2010-12-13,32.97437286376953
2010-12-14,32.95500946044922
2010-12-15,32.74214553833008
2010-12-16,33.23561477661133
2010-12-17,32.84858322143555
2010-12-20,32.74214553833008
2010-12-21,32.97437286376953
2010-12-22,33.254947662353516
2010-12-23,33.293670654296875
2010-12-27,33.216251373291016
2010-12-28,33.26462936401367
2010-12-29,33.264625549316406
2010-12-30,33.2840690612793
2010-12-31,33.177162170410156
2011-01-03,33.99348068237305
2011-01-04,33.76023864746094
2011-01-05,33.70195388793945
2011-01-06,34.343318939208984
2011-01-07,33.94487762451172
2011-01-10,34.49882125854492
2011-01-11,34.489097595214844
2011-01-12,34.83894348144531
2011-01-13,34.64458084106445
2011-01-14,34.91668701171875
2011-01-18,34.97499465942383
2011-01-19,34.17811584472656
2011-01-20,33.32293701171875
2011-01-21,33.51728439331055
2011-01-24,34.00319290161133
2011-01-25,34.285011291503906
2011-01-26,34.314178466796875
2011-01-27,34.56684494018555
2011-01-28,34.071224212646484
2011-01-31,34.479393005371094
2011-02-01,35.334556579589844
2011-02-02,35.606658935546875
2011-02-03,35.70384216308594
2011-02-04,35.966217041015625
2011-02-07,36.559024810791016
2011-02-08,36.87000274658203
2011-02-09,36.40353012084961
2011-02-10,37.05465316772461
2011-02-11,37.29759216308594
2011-02-14,37.40449905395508
2011-02-15,36.889442443847656
2011-02-16,37.21984100341797
2011-02-17,37.666866302490234
2011-02-18,37.453086853027344
2011-02-22,36.11201095581055
2011-02-23,35.0041618347168
2011-02-24,34.489097595214844
2011-02-25,35.295692443847656
2011-02-28,36.11201095581055
2011-03-01,35.12077331542969
2011-03-02,35.587223052978516
2011-03-03,36.821414947509766
2011-03-04,36.46183395385742
2011-03-07,36.20917510986328
2011-03-08,37.21984100341797
2011-03-09,36.840850830078125
2011-03-10,35.78158187866211
2011-03-11,35.752437591552734
2011-03-14,35.57752227783203
2011-03-15,34.94584655761719
2011-03-16,34.168399810791016
2011-03-17,34.70289993286133
2011-03-18,34.83894348144531
2011-03-21,35.9273567199707
2011-03-22,35.694129943847656
2011-03-23,35.66497802734375
2011-03-24,35.72328567504883
2011-03-25,36.102291107177734
2011-03-28,35.995384216308594
2011-03-29,36.336875915527344
2011-03-30,36.36616516113281
2011-03-31,36.83452606201172
2011-04-01,36.99065399169922
2011-04-04,37.22482681274414
2011-04-05,37.722450256347656
2011-04-06,37.55658721923828
2011-04-07,37.40046691894531
2011-04-08,37.58586883544922
2011-04-11,36.844276428222656
2011-04-12,36.06369400024414
2011-04-13,35.80999755859375
2011-04-14,36.034427642822266
2011-04-15,36.86379623413086
2011-04-18,36.11246109008789
2011-04-19,36.785743713378906
2011-04-20,37.30287170410156
2011-04-21,38.52256774902344
2011-04-25,38.395721435546875
2011-04-26,39.00069046020508
2011-04-27,38.95191192626953
2011-04-28,39.722740173339844
2011-04-29,39.99595642089844
2011-05-02,40.33747482299805
2011-05-03,39.5275993347168
2011-05-04,38.678688049316406
2011-05-05,38.27864074707031
2011-05-06,38.75675964355469
2011-05-09,38.88360595703125
2011-05-10,39.75201416015625
2011-05-11,38.05420684814453
2011-05-12,37.98591613769531
2011-05-13,37.439483642578125
2011-05-16,36.795494079589844
2011-05-17,35.644107818603516
2011-05-18,36.07344055175781
2011-05-19,35.95634460449219
2011-05-20,35.13672637939453
2011-05-23,34.74642562866211
2011-05-24,34.609825134277344
2011-05-25,35.31235885620117
2011-05-26,34.83424377441406
2011-05-27,34.736671447753906
2011-05-31,35.25381088256836
2011-06-01,34.24879455566406
2011-06-02,34.892784118652344
2011-06-03,34.34638214111328
2011-06-06,34.20975875854492
2011-06-07,34.32685470581055
2011-06-08,34.02437210083008
2011-06-09,34.31708908081055
2011-06-10,34.21950912475586
2011-06-13,34.11217498779297
2011-06-14,34.7171630859375
2011-06-15,33.78042984008789
2011-06-16,33.59503173828125
2011-06-17,33.75115203857422
2011-06-20,34.11217498779297
2011-06-21,35.20504379272461
2011-06-22,35.10744857788086
2011-06-23,34.756187438964844
2011-06-24,34.375633239746094
2011-06-27,34.258544921875
2011-06-28,34.84819793701172
2011-06-29,35.172489166259766
2011-06-30,35.3788948059082
2011-07-01,35.693355560302734
2011-07-05,35.673709869384766
2011-07-06,35.83095169067383
2011-07-07,36.52870178222656
2011-07-08,35.752323150634766
2011-07-11,34.4747428894043
2011-07-12,33.46253204345703
2011-07-13,33.6590690612793
2011-07-14,33.95389175415039
2011-07-15,34.34699630737305
2011-07-18,33.678733825683594
2011-07-19,34.160274505615234
2011-07-20,34.514068603515625
2011-07-21,35.13319396972656
2011-07-22,34.96614456176758
2011-07-25,35.369056701660156
2011-07-26,35.2314567565918
2011-07-27,34.38630676269531
2011-07-28,34.75975036621094
2011-07-29,34.26838302612305
2011-08-01,34.533729553222656
2011-08-02,33.08907699584961
2011-08-03,33.1873664855957
2011-08-04,29.78705406188965
2011-08-05,29.6986083984375
2011-08-08,26.60294532775879
2011-08-09,28.853452682495117
2011-08-10,27.634841918945312
2011-08-11,28.91240882873535
2011-08-12,28.922237396240234
2011-08-15,29.561023712158203
2011-08-16,28.814136505126953
2011-08-17,29.040163040161133
2011-08-18,26.426055908203125
2011-08-19,25.806930541992188
2011-08-22,25.148487091064453
2011-08-23,25.91503143310547
2011-08-24,26.367090225219727
2011-08-25,25.94450569152832
2011-08-26,26.35726547241211
2011-08-29,27.82156753540039
2011-08-30,27.77242660522461
2011-08-31,27.95914077758789
2011-09-01,27.123811721801758
2011-09-02,26.249164581298828
2011-09-06,25.688995361328125
2011-09-07,26.60294532775879
2011-09-08,26.435876846313477
2011-09-09,25.325380325317383
2011-09-12,25.3155574798584
2011-09-13,25.856063842773438
2011-09-14,26.445711135864258
2011-09-15,27.271211624145508
2011-09-16,27.811735153198242
2011-09-19,27.24173355102539
2011-09-20,26.799495697021484
2011-09-21,25.09934425354004
2011-09-22,22.622827529907227
2011-09-23,23.124032974243164
2011-09-26,24.087116241455078
2011-09-27,25.148487091064453
2011-09-28,23.580427169799805
2011-09-29,23.560583114624023
2011-09-30,22.290260314941406
2011-10-03,21.347434997558594
2011-10-04,22.627685546875
2011-10-05,24.314836502075195
2011-10-06,25.128644943237305
2011-10-07,24.572874069213867
2011-10-10,25.992067337036133
2011-10-11,26.200485229492188
2011-10-12,27.08374786376953
2011-10-13,26.468442916870117
2011-10-14,27.47080421447754
2011-10-17,26.32949447631836
2011-10-18,27.560129165649414
2011-10-19,26.389034271240234
2011-10-20,26.230249404907227
2011-10-21,27.03412437438965
2011-10-24,27.689138412475586
2011-10-25,26.289794921875
2011-10-26,26.686784744262695
2011-10-27,28.880067825317383
2011-10-28,29.028932571411133
2011-10-31,27.669294357299805
2011-11-01,27.13337516784668
2011-11-02,27.78838348388672
2011-11-03,28.4036922454834
2011-11-04,27.96702003479004
2011-11-07,27.996795654296875
2011-11-08,28.35408592224121
2011-11-09,26.974586486816406
2011-11-10,27.202844619750977
2011-11-11,27.97695541381836
2011-11-14,27.64944076538086
2011-11-15,27.47080421447754
2011-11-16,26.75624656677246
2011-11-17,25.992067337036133
2011-11-18,25.753877639770508
2011-11-21,25.069093704223633
2011-11-22,24.95992660522461
2011-11-23,24.414081573486328
2011-11-25,24.285058975219727
2011-11-28,25.456157684326172
2011-11-29,25.555389404296875
2011-11-30,27.500581741333008
2011-12-01,27.361637115478516
2011-12-02,27.540267944335938
2011-12-05,27.778459548950195
2011-12-06,27.83799934387207
2011-12-07,27.599822998046875
2011-12-08,26.567676544189453
2011-12-09,26.895183563232422
2011-12-12,26.140932083129883
2011-12-13,25.555389404296875
2011-12-14,25.188180923461914
2011-12-15,25.605010986328125
2011-12-16,26.160770416259766
2011-12-19,25.54545783996582
2011-12-20,26.75624656677246
2011-12-21,27.073822021484375
2011-12-22,27.847932815551758
2011-12-23,28.622032165527344
2011-12-27,28.622032165527344
2011-12-28,28.20157241821289
2011-12-29,28.76219367980957
2011-12-30,28.792236328125
2012-01-03,29.823379516601562
2012-01-04,29.983558654785156
2012-01-05,30.17377471923828
2012-01-06,30.353975296020508
2012-01-09,30.343963623046875
2012-01-10,31.014705657958984
2012-01-11,31.465232849121094
2012-01-12,32.59647750854492
2012-01-13,32.055877685546875
2012-01-17,32.66655349731445
2012-01-18,33.18714904785156
2012-01-19,33.0169563293457
2012-01-20,33.427406311035156
2012-01-23,33.1370849609375
2012-01-24,33.417396545410156
2012-01-25,33.777809143066406
2012-01-26,33.44742965698242
2012-01-27,33.497493743896484
2012-01-30,33.22719955444336
2012-01-31,33.547550201416016
2012-02-01,33.9780387878418
2012-02-02,33.57758331298828
2012-02-03,34.21829605102539
2012-02-06,34.018070220947266
2012-02-07,33.89795684814453
2012-02-08,33.988037109375
2012-02-09,34.45856475830078
2012-02-10,34.0380973815918
2012-02-13,34.22831344604492
2012-02-14,33.63764953613281
2012-02-15,33.69770812988281
2012-02-16,34.47858810424805
2012-02-17,35.03921890258789
2012-02-21,34.688819885253906
2012-02-22,33.70772933959961
2012-02-23,33.89795684814453
2012-02-24,33.85789108276367
2012-02-27,34.22831344604492
2012-02-28,34.38849639892578
2012-02-29,33.547550201416016
2012-03-01,34.13820266723633
2012-03-02,34.23832702636719
2012-03-05,33.72775650024414
2012-03-06,32.53642272949219
2012-03-07,33.157127380371094
2012-03-08,33.89795684814453
2012-03-09,34.09816360473633
2012-03-12,33.64767074584961
2012-03-13,34.638763427734375
2012-03-14,34.488609313964844
2012-03-15,35.03921890258789
2012-03-16,35.33955001831055
2012-03-19,35.47972869873047
2012-03-20,35.33955001831055
2012-03-21,35.07925796508789
2012-03-22,34.50861740112305
2012-03-23,35.05924987792969
2012-03-26,35.719974517822266
2012-03-27,35.19939422607422
2012-03-28,34.40283203125
2012-03-29,34.463340759277344
2012-03-30,34.927154541015625
2012-04-02,35.25989532470703
2012-04-03,34.332271575927734
2012-04-04,33.8785400390625
2012-04-05,33.69704818725586
2012-04-09,32.75934600830078
2012-04-10,31.96278190612793
2012-04-11,32.13420104980469
2012-04-12,32.94083023071289
2012-04-13,33.475215911865234
2012-04-16,33.8785400390625
2012-04-17,34.90699005126953
2012-04-18,34.896907806396484
2012-04-19,35.249813079833984
2012-04-20,35.60270309448242
2012-04-23,35.04815673828125
2012-04-24,34.91707229614258
2012-04-25,36.37910461425781
2012-04-26,35.13888931274414
2012-04-27,35.017906188964844
2012-04-30,34.160858154296875
2012-05-01,34.130611419677734
2012-05-02,33.626461029052734
2012-05-03,33.13239669799805
2012-05-04,32.598018646240234
2012-05-07,32.55766677856445
2012-05-08,32.37618637084961
2012-05-09,32.3963508605957
2012-05-10,32.45684051513672
2012-05-11,32.41652297973633
2012-05-14,31.932538986206055
2012-05-15,31.125905990600586
2012-05-16,30.399938583374023
2012-05-17,29.633636474609375
2012-05-18,29.69413185119629
2012-05-21,30.79317283630371
2012-05-22,30.73267936706543
2012-05-23,30.773019790649414
2012-05-24,31.811534881591797
2012-05-25,31.55947494506836
2012-05-29,32.2451171875
2012-05-30,31.47881507873535
2012-05-31,31.317476272583008
2012-06-01,30.61167335510254
2012-06-04,30.74275779724121
2012-06-05,31.09565544128418
2012-06-06,31.952699661254883
2012-06-07,32.10395431518555
2012-06-08,32.37618637084961
2012-06-11,31.811534881591797
2012-06-12,32.37618637084961
2012-06-13,31.92245101928711
2012-06-14,32.26527786254883
2012-06-15,33.16265106201172
2012-06-18,33.29371643066406
2012-06-19,33.898712158203125
2012-06-20,34.03986358642578
2012-06-21,33.182804107666016
2012-06-22,33.092071533203125
2012-06-25,32.507259368896484
2012-06-26,31.579633712768555
2012-06-27,31.335155487060547
2012-06-28,31.23328399658203
2012-06-29,32.0889778137207
2012-07-02,32.09918212890625
2012-07-03,32.282535552978516
2012-07-05,32.25197219848633
2012-07-06,32.09918212890625
2012-07-09,31.773193359375
2012-07-10,31.13141441345215
2012-07-11,30.856355667114258
2012-07-12,30.357202529907227
2012-07-13,30.886924743652344
2012-07-16,30.46925926208496
2012-07-17,30.81561851501465
2012-07-18,31.314773559570312
2012-07-19,31.905622482299805
2012-07-20,31.498149871826172
2012-07-23,30.99898910522461
2012-07-24,30.61186981201172
2012-07-25,30.835987091064453
2012-07-26,29.725601196289062
2012-07-27,29.623729705810547
2012-07-30,29.37924575805664
2012-07-31,29.318130493164062
2012-08-01,29.847856521606445
2012-08-02,29.623729705810547
2012-08-03,30.387771606445312
2012-08-06,30.55076026916504
2012-08-07,30.622053146362305
2012-08-08,30.479450225830078
2012-08-09,30.4183292388916
2012-08-10,30.285884857177734
2012-08-13,30.000656127929688
2012-08-14,30.23495864868164
2012-08-15,30.224773406982422
2012-08-16,30.61186981201172
2012-08-17,30.72393226623535
2012-08-20,30.744319915771484
2012-08-21,30.795242309570312
2012-08-22,30.764684677124023
2012-08-23,30.347013473510742
2012-08-24,30.44889259338379
2012-08-27,29.980283737182617
2012-08-28,29.80710220336914
2012-08-29,29.86823081970215
2012-08-30,29.919151306152344
2012-08-31,29.85803985595703
2012-09-04,29.175504684448242
2012-09-05,28.98196029663086
2012-09-06,30.08214569091797
2012-09-07,30.89710235595703
2012-09-10,30.866540908813477
2012-09-11,30.80542755126953
2012-09-12,30.744319915771484
2012-09-13,32.0176887512207
2012-09-14,32.8530158996582
2012-09-17,31.712078094482422
2012-09-18,31.600008010864258
2012-09-19,31.53888702392578
2012-09-20,31.457399368286133
2012-09-21,30.825801849365234
2012-09-24,30.785058975219727
2012-09-25,30.347013473510742
2012-09-26,29.966007232666016
2012-09-27,30.017478942871094
2012-09-28,29.821836471557617
2012-10-01,30.192556381225586
2012-10-02,30.027780532836914
2012-10-03,29.564390182495117
2012-10-04,30.048376083374023
2012-10-05,30.06898307800293
2012-10-08,29.8630313873291
2012-10-09,29.245182037353516
2012-10-10,28.9156494140625
2012-10-11,29.059814453125
2012-10-12,28.9156494140625
2012-10-15,29.16278076171875
2012-10-16,30.800113677978516
2012-10-17,31.139930725097656
2012-10-18,31.119335174560547
2012-10-19,30.748628616333008
2012-10-22,30.625051498413086
2012-10-23,29.399633407592773
2012-10-24,30.769214630126953
2012-10-25,30.542661666870117
2012-10-26,30.449989318847656
2012-10-31,30.171955108642578
2012-11-01,31.006052017211914
2012-11-02,30.635347366333008
2012-11-05,30.95456314086914
2012-11-06,31.428274154663086
2012-11-07,31.191404342651367
2012-11-08,30.429397583007812
2012-11-09,30.23374366760254
2012-11-12,29.646772384643555
2012-11-13,29.687957763671875
2012-11-14,29.121593475341797
2012-11-15,28.71999168395996
2012-11-16,28.56553077697754
2012-11-19,29.636484146118164
2012-11-20,29.646772384643555
2012-11-21,29.677669525146484
2012-11-23,30.25432586669922
2012-11-26,30.470584869384766
2012-11-27,30.59415626525879
2012-11-28,30.758907318115234
2012-11-29,30.89278793334961
2012-11-30,31.088441848754883
2012-12-03,30.171955108642578
2012-12-04,30.171955108642578
2012-12-05,30.36760711669922
2012-12-06,30.52207374572754
2012-12-07,31.201709747314453
2012-12-10,31.52092933654785
2012-12-11,31.974037170410156
2012-12-12,32.07700729370117
2012-12-13,31.95344352722168
2012-12-14,32.35504913330078
2012-12-17,32.76695251464844
2012-12-18,33.76581573486328
2012-12-19,33.39509582519531
2012-12-20,33.790306091308594
2012-12-21,33.27029800415039
2012-12-24,33.46790313720703
2012-12-26,33.71752166748047
2012-12-27,33.40550231933594
2012-12-28,32.8854866027832
2012-12-31,33.62390899658203
2013-01-02,34.372718811035156
2013-01-03,34.476722717285156
2013-01-04,34.97593688964844
2013-01-07,34.9343376159668
2013-01-08,34.42472839355469
2013-01-09,34.84073257446289
2013-01-10,35.19432830810547
2013-01-11,35.215145111083984
2013-01-14,35.651954650878906
2013-01-15,35.4543342590332
2013-01-16,35.00712966918945
2013-01-17,35.163143157958984
2013-01-18,35.152740478515625
2013-01-22,35.30873107910156
2013-01-23,35.443931579589844
2013-01-24,35.807952880859375
2013-01-25,35.963951110839844
2013-01-28,35.797550201416016
2013-01-29,36.11994934082031
2013-01-30,35.99514389038086
2013-01-31,33.48869705200195
2013-02-01,33.89431381225586
2013-02-04,33.41590881347656
2013-02-05,33.60310745239258
2013-02-06,33.83191680908203
2013-02-07,33.48869705200195
2013-02-08,33.71752166748047
2013-02-11,33.779903411865234
2013-02-12,34.07110595703125
2013-02-13,34.32072067260742
2013-02-14,33.790306091308594
2013-02-15,33.447105407714844
2013-02-19,33.48869705200195
2013-02-20,32.90629577636719
2013-02-21,32.074275970458984
2013-02-22,32.63587951660156
2013-02-25,31.86626625061035
2013-02-26,32.12626647949219
2013-02-27,33.08309555053711
2013-02-28,32.989498138427734
2013-03-01,33.08309555053711
2013-03-04,33.19749069213867
2013-03-05,33.48869705200195
2013-03-06,34.01910400390625
2013-03-07,33.80072021484375
2013-03-08,34.08150100708008
2013-03-11,34.310325622558594
2013-03-12,34.57032012939453
2013-03-13,34.53911209106445
2013-03-14,35.01753234863281
2013-03-15,35.163143157958984
2013-03-18,34.60151672363281
2013-03-19,34.51832962036133
2013-03-20,34.7783317565918
2013-03-21,33.779903411865234
2013-03-22,34.091915130615234
2013-03-25,33.58229446411133
2013-03-26,33.61381530761719
2013-03-27,33.38273620605469
2013-03-28,33.44575119018555
2013-04-01,32.952056884765625
2013-04-02,32.51087188720703
2013-04-03,32.56338882446289
2013-04-04,33.01506042480469
2013-04-05,32.45834732055664
2013-04-08,32.22724533081055
2013-04-09,33.025577545166016
2013-04-10,33.43525314331055
2013-04-11,33.46675109863281
2013-04-12,33.351219177246094
2013-04-15,31.702030181884766
2013-04-16,31.796573638916016
2013-04-17,31.828083038330078
2013-04-18,31.702030181884766
2013-04-19,32.09069061279297
2013-04-22,32.55287170410156
2013-04-23,33.25666809082031
2013-04-24,33.79240417480469
2013-04-25,35.68315887451172
2013-04-26,35.10542678833008
2013-04-29,35.578128814697266
2013-04-30,35.620140075683594
2013-05-01,34.82182312011719
2013-05-02,34.7902946472168
2013-05-03,35.67266082763672
2013-05-06,35.72519302368164
2013-05-07,36.28190994262695
2013-05-08,36.250404357910156
2013-05-09,36.68108367919922
2013-05-10,36.197879791259766
2013-05-13,36.08232879638672
2013-05-14,36.691585540771484
2013-05-15,37.12226486206055
2013-05-16,36.87015151977539
2013-05-17,37.626468658447266
2013-05-20,37.40587615966797
2013-05-21,37.58444595336914
2013-05-22,36.89116287231445
2013-05-23,36.87015151977539
2013-05-24,36.84914016723633
2013-05-28,36.807132720947266
2013-05-29,36.70208740234375
2013-05-30,36.55502700805664
2013-05-31,36.197879791259766
2013-06-03,36.07183074951172
2013-06-04,36.36594772338867
2013-06-05,35.3575439453125
2013-06-06,35.59913635253906
2013-06-07,36.08232879638672
2013-06-10,36.06132125854492
2013-06-11,35.71468734741211
2013-06-12,35.494075775146484
2013-06-13,36.397457122802734
2013-06-14,35.72519302368164
2013-06-17,35.861724853515625
2013-06-18,36.36594772338867
2013-06-19,35.81972122192383
2013-06-20,34.86381912231445
2013-06-21,34.27558898925781
2013-06-24,33.9814567565918
2013-06-25,34.1390266418457
2013-06-26,34.160240173339844
2013-06-27,34.31938552856445
2013-06-28,34.128421783447266
2013-07-01,34.4785041809082
2013-07-02,34.41486358642578
2013-07-03,34.404258728027344
2013-07-05,34.68009948730469
2013-07-08,35.104434967041016
2013-07-09,36.09103775024414
2013-07-10,35.84703826904297
2013-07-11,36.282005310058594
2013-07-12,36.19713592529297
2013-07-15,36.49419403076172
2013-07-16,36.038002014160156
2013-07-17,36.84426498413086
2013-07-18,36.685142517089844
2013-07-19,36.780609130859375
2013-07-22,36.695743560791016
2013-07-23,36.65331268310547
2013-07-24,36.46235275268555
2013-07-25,37.120113372802734
2013-07-26,36.81245040893555
2013-07-29,37.13071060180664
2013-07-30,37.19436264038086
2013-07-31,37.17314529418945
2013-08-01,37.5550537109375
2013-08-02,38.42497634887695
2013-08-05,38.700801849365234
2013-08-06,38.255245208740234
2013-08-07,38.49924087524414
2013-08-08,39.156986236572266
2013-08-09,40.35575866699219
2013-08-12,39.761688232421875
2013-08-13,40.186031341552734
2013-08-14,40.048118591308594
2013-08-15,39.411598205566406
2013-08-16,39.13576889038086
2013-08-19,38.85994338989258
2013-08-20,39.19942855834961
2013-08-21,39.400978088378906
2013-08-22,39.45404052734375
2013-08-23,41.098388671875
2013-08-26,41.00289535522461
2013-08-27,39.846553802490234
2013-08-28,39.7298583984375
2013-08-29,39.80411148071289
2013-08-30,39.67681884765625
2013-09-03,39.71924591064453
2013-09-04,40.07994842529297
2013-09-05,40.7483024597168
2013-09-06,40.90741729736328
2013-09-09,41.172645568847656
2013-09-10,42.413875579833984
2013-09-11,42.27595901489258
2013-09-12,41.225704193115234
2013-09-13,42.29718017578125
2013-09-16,42.22293472290039
