Date,KR
2011-03-24,9.11940860748291
2011-03-25,9.054460525512695
2011-03-28,9.04682445526123
2011-03-29,9.241661071777344
2011-03-30,9.27987003326416
2011-03-31,9.15761661529541
2011-04-01,9.073565483093262
2011-04-04,9.123231887817383
2011-04-05,9.088849067687988
2011-04-06,9.15761661529541
2011-04-07,9.211101531982422
2011-04-08,9.169076919555664
2011-04-11,9.256950378417969
2011-04-12,9.211101531982422
2011-04-13,9.24548625946045
2011-04-14,9.436509132385254
2011-04-15,9.375382423400879
2011-04-18,9.390664100646973
2011-04-19,9.405943870544434
2011-04-20,9.260769844055176
2011-04-21,9.363919258117676
2011-04-25,9.272229194641113
2011-04-26,9.27987003326416
2011-04-27,9.394482612609863
2011-04-28,9.199640274047852
2011-04-29,9.28751277923584
2011-05-02,9.20346450805664
2011-05-03,9.20346450805664
2011-05-04,9.230203628540039
2011-05-05,9.283689498901367
2011-05-06,9.256950378417969
2011-05-09,9.27987003326416
2011-05-10,9.39830207824707
2011-05-11,9.3868408203125
2011-05-12,9.607460021972656
2011-05-13,9.603628158569336
2011-05-16,9.584437370300293
2011-05-17,9.711057662963867
2011-05-18,9.730239868164062
2011-05-19,9.776283264160156
2011-05-20,9.58060359954834
2011-05-23,9.430968284606934
2011-05-24,9.388760566711426
2011-05-25,9.289000511169434
2011-05-26,9.338882446289062
2011-05-27,9.484687805175781
2011-05-31,9.52304744720459
2011-06-01,9.170062065124512
2011-06-02,9.11634349822998
2011-06-03,9.043445587158203
2011-06-06,8.886133193969727
2011-06-07,8.939847946166992
2011-06-08,9.062631607055664
2011-06-09,9.131692886352539
2011-06-10,8.932178497314453
2011-06-13,8.982056617736816
2011-06-14,8.909158706665039
2011-06-15,8.805561065673828
2011-06-16,9.204594612121582
2011-06-17,9.208429336547852
2011-06-20,9.223773956298828
2011-06-21,9.446313858032227
2011-06-22,9.40027141571045
2011-06-23,9.492351531982422
2011-06-24,9.40027141571045
2011-06-27,9.315863609313965
2011-06-28,9.365739822387695
2011-06-29,9.434805870056152
2011-06-30,9.515378952026367
2011-07-01,9.622807502746582
2011-07-05,9.607460021972656
2011-07-06,9.641993522644043
2011-07-07,9.768607139587402
2011-07-08,9.714890480041504
2011-07-11,9.584437370300293
2011-07-12,9.641993522644043
2011-07-13,9.691872596740723
2011-07-14,9.726402282714844
2011-07-15,9.776283264160156
2011-07-18,9.749425888061523
2011-07-19,9.91057300567627
2011-07-20,9.883715629577637
2011-07-21,9.649665832519531
2011-07-22,9.711057662963867
2011-07-25,9.52304744720459
2011-07-26,9.565252304077148
2011-07-27,9.584437370300293
2011-07-28,9.530722618103027
2011-07-29,9.54223346710205
2011-08-01,9.473172187805176
2011-08-02,9.212265014648438
2011-08-03,9.31202507019043
2011-08-04,9.100998878479004
2011-08-05,9.035774230957031
2011-08-08,8.560004234313965
2011-08-09,8.655921936035156
2011-08-10,8.414201736450195
2011-08-11,8.716842651367188
2011-08-12,8.763108253479004
2011-08-15,8.817083358764648
2011-08-16,8.89804458618164
2011-08-17,9.013700485229492
2011-08-18,8.840213775634766
2011-08-19,8.75539493560791
2011-08-22,8.75925350189209
2011-08-23,8.80937385559082
2011-08-24,8.674432754516602
2011-08-25,8.674432754516602
2011-08-26,8.743831634521484
2011-08-29,9.002137184143066
2011-08-30,8.890331268310547
2011-08-31,9.083097457885742
2011-09-01,8.986713409423828
2011-09-02,8.89804458618164
2011-09-06,8.774674415588379
2011-09-07,9.059968948364258
2011-09-08,9.002137184143066
2011-09-09,8.4893798828125
2011-09-12,8.412275314331055
2011-09-13,8.473958969116211
2011-09-14,8.520223617553711
2011-09-15,8.716842651367188
2011-09-16,8.632027626037598
2011-09-19,8.628172874450684
2011-09-20,8.639738082885742
2011-09-21,8.389144897460938
2011-09-22,8.37757682800293
2011-09-23,8.396851539611816
2011-09-26,8.497091293334961
2011-09-27,8.458540916442871
2011-09-28,8.462393760681152
2011-09-29,8.566488265991211
2011-09-30,8.466252326965332
2011-10-03,8.381430625915527
2011-10-04,8.485526084899902
2011-10-05,8.535643577575684
2011-10-06,8.782383918762207
2011-10-07,8.686001777648926
2011-10-10,8.824790954589844
2011-10-11,8.778529167175293
2011-10-12,8.751538276672363
2011-10-13,8.686001777648926
2011-10-14,8.716842651367188
2011-10-17,8.62045955657959
2011-10-18,8.766963005065918
2011-10-19,8.751538276672363
2011-10-20,8.75925350189209
2011-10-21,8.901898384094238
2011-10-24,8.96744441986084
2011-10-25,8.836357116699219
2011-10-26,8.87491226196289
2011-10-27,9.056109428405762
2011-10-28,9.040688514709473
2011-10-31,8.936596870422363
2011-11-01,8.670580863952637
2011-11-02,8.728408813476562
2011-11-03,8.728408813476562
2011-11-04,8.79394817352295
2011-11-07,8.89804458618164
2011-11-08,8.963582992553711
2011-11-09,8.7708158493042
2011-11-10,8.881254196166992
2011-11-11,9.078871726989746
2011-11-14,8.966501235961914
2011-11-15,8.954877853393555
2011-11-16,8.710759162902832
2011-11-17,8.567387580871582
2011-11-18,8.652630805969238
2011-11-21,8.567387580871582
2011-11-22,8.474388122558594
2011-11-23,8.4550142288208
2011-11-25,8.586760520935059
2011-11-28,8.788256645202637
2011-11-29,8.66038703918457
2011-11-30,8.981998443603516
2011-12-01,9.055622100830078
2011-12-02,9.05174732208252
2011-12-05,9.17574405670166
2011-12-06,9.19124698638916
2011-12-07,9.179622650146484
2011-12-08,9.113746643066406
2011-12-09,9.276490211486816
2011-12-12,9.268742561340332
2011-12-13,9.226116180419922
2011-12-14,9.125370025634766
2011-12-15,9.226116180419922
2011-12-16,9.18736743927002
2011-12-19,9.105997085571289
2011-12-20,9.2919921875
2011-12-21,9.485735893249512
2011-12-22,9.361735343933105
2011-12-23,9.485735893249512
2011-12-27,9.481860160827637
2011-12-28,9.427617073059082
2011-12-29,9.474112510681152
2011-12-30,9.384989738464355
2012-01-03,9.501235008239746
2012-01-04,9.404363632202148
2012-01-05,9.412117958068848
2012-01-06,9.37336540222168
2012-01-09,9.40048599243164
2012-01-10,9.423736572265625
2012-01-11,9.334614753723145
2012-01-12,9.2919921875
2012-01-13,9.350114822387695
2012-01-17,9.4198637008667
2012-01-18,9.346240997314453
2012-01-19,9.322989463806152
2012-01-20,9.264864921569824
2012-01-23,9.350114822387695
2012-01-24,9.431485176086426
2012-01-25,9.551612854003906
2012-01-26,9.520609855651855
2012-01-27,9.41599178314209
2012-01-30,9.334614753723145
2012-01-31,9.206742286682129
2012-02-01,9.233868598937988
2012-02-02,9.288113594055176
2012-02-03,9.268742561340332
2012-02-06,9.322989463806152
2012-02-07,9.183493614196777
2012-02-08,9.160243034362793
2012-02-09,9.136995315551758
2012-02-10,9.156367301940918
2012-02-13,9.166105270385742
2012-02-14,9.294602394104004
2012-02-15,9.247873306274414
2012-02-16,9.298498153686523
2012-02-17,9.314070701599121
2012-02-21,9.27513313293457
2012-02-22,9.20504093170166
2012-02-23,8.948047637939453
2012-02-24,9.166105270385742
2012-02-27,9.298498153686523
2012-02-28,9.259557723999023
2012-02-29,9.263450622558594
2012-03-01,9.516548156738281
2012-03-02,9.376375198364258
2012-03-05,9.42309856414795
2012-03-06,9.364690780639648
2012-03-07,9.372479438781738
2012-03-08,9.47761058807373
2012-03-09,9.46982479095459
2012-03-12,9.493188858032227
2012-03-13,9.430886268615723
2012-03-14,9.47761058807373
2012-03-15,9.504867553710938
2012-03-16,9.489291191101074
2012-03-19,9.395841598510742
2012-03-20,9.384160041809082
2012-03-21,9.45425033569336
2012-03-22,9.345219612121582
2012-03-23,9.516548156738281
2012-03-26,9.426994323730469
2012-03-27,9.458148956298828
2012-03-28,9.419204711914062
2012-03-29,9.430886268615723
2012-03-30,9.434779167175293
2012-04-02,9.497077941894531
2012-04-03,9.240086555480957
2012-04-04,9.166105270385742
2012-04-05,9.28292179107666
2012-04-09,9.150527954101562
2012-04-10,9.060970306396484
2012-04-11,9.1349515914917
2012-04-12,9.197254180908203
2012-04-13,9.154425621032715
2012-04-16,9.177785873413086
2012-04-17,9.224515914916992
2012-04-18,9.146635055541992
2012-04-19,9.037606239318848
2012-04-20,9.053181648254395
2012-04-23,9.053181648254395
2012-04-24,9.076545715332031
2012-04-25,9.029821395874023
2012-04-26,9.06875991821289
2012-04-27,9.092118263244629
2012-04-30,9.060970306396484
2012-05-01,9.119377136230469
2012-05-02,9.088228225708008
2012-05-03,9.053181648254395
2012-05-04,9.002564430236816
2012-05-07,8.95972728729248
2012-05-08,8.920792579650879
2012-05-09,8.877959251403809
2012-05-10,8.986989974975586
2012-05-11,8.98894214630127
2012-05-14,8.812845230102539
2012-05-15,8.671963691711426
2012-05-16,8.695443153381348
2012-05-17,8.58195686340332
2012-05-18,8.534994125366211
2012-05-21,8.644573211669922
2012-05-22,8.734577178955078
2012-05-23,8.671963691711426
2012-05-24,8.668050765991211
2012-05-25,8.769796371459961
2012-05-29,8.8245849609375
2012-05-30,8.746316909790039
2012-05-31,8.613263130187988
2012-06-01,8.468469619750977
2012-06-04,8.574130058288574
2012-06-05,8.554564476013184
2012-06-06,8.589784622192383
2012-06-07,8.50760269165039
2012-06-08,8.44107437133789
2012-06-11,8.354982376098633
2012-06-12,8.413686752319336
2012-06-13,8.331504821777344
2012-06-14,8.836321830749512
2012-06-15,8.926332473754883
2012-06-18,8.926332473754883
2012-06-19,8.887200355529785
2012-06-20,9.01242446899414
2012-06-21,9.016337394714355
2012-06-22,8.957637786865234
2012-06-25,8.879372596740723
2012-06-26,8.820674896240234
2012-06-27,8.918505668640137
2012-06-28,8.969377517700195
2012-06-29,9.075039863586426
2012-07-02,8.926332473754883
2012-07-03,8.965462684631348
2012-07-05,8.851975440979004
2012-07-06,8.922416687011719
2012-07-09,8.785449981689453
2012-07-10,8.836321830749512
2012-07-11,8.926332473754883
2012-07-12,8.593698501586914
2012-07-13,8.656312942504883
2012-07-16,8.578042984008789
2012-07-17,8.593698501586914
2012-07-18,8.601522445678711
2012-07-19,8.448905944824219
2012-07-20,8.401942253112793
2012-07-23,8.323676109313965
2012-07-24,8.261062622070312
2012-07-25,8.315847396850586
2012-07-26,8.425423622131348
2012-07-27,8.558480262756348
2012-07-30,8.58195686340332
2012-07-31,8.675878524780273
2012-08-01,8.687618255615234
2012-08-02,8.56239128112793
2012-08-03,8.687618255615234
2012-08-06,8.789361000061035
2012-08-07,8.79719352722168
2012-08-08,8.887200355529785
2012-08-09,8.808928489685059
2012-08-10,8.80501651763916
2012-08-13,8.826653480529785
2012-08-14,8.79124927520752
2012-08-15,8.688980102539062
2012-08-16,8.704712867736816
2012-08-17,8.66538143157959
2012-08-20,8.704712867736816
2012-08-21,8.657513618469238
2012-08-22,8.63784408569336
2012-08-23,8.531641006469727
2012-08-24,8.578842163085938
2012-08-27,8.653579711914062
2012-08-28,8.73225212097168
2012-08-29,8.712579727172852
2012-08-30,8.73225212097168
2012-08-31,8.763718605041504
2012-09-04,8.78731918334961
2012-09-05,8.873852729797363
2012-09-06,9.086260795593262
2012-09-07,8.940723419189453
2012-09-10,9.066594123840332
2012-09-11,9.204261779785156
2012-09-12,9.40880298614502
2012-09-13,9.39306640625
2012-09-14,9.361598014831543
2012-09-17,9.365535736083984
2012-09-18,9.294731140136719
2012-09-19,9.436333656311035
2012-09-20,9.400933265686035
2012-09-21,9.314403533935547
2012-09-24,9.314403533935547
2012-09-25,9.231793403625488
2012-09-26,9.251462936401367
2012-09-27,9.275064468383789
2012-09-28,9.259330749511719
2012-10-01,9.353732109069824
2012-10-02,9.318334579467773
2012-10-03,9.357664108276367
2012-10-04,9.318334579467773
2012-10-05,9.349803924560547
2012-10-08,9.369465827941895
2012-10-09,9.259330749511719
2012-10-10,9.16492748260498
2012-10-11,9.172796249389648
2012-10-12,9.16886043548584
2012-10-15,9.216064453125
2012-10-16,9.609406471252441
2012-10-17,9.837546348571777
2012-10-18,9.912281036376953
2012-10-19,9.884747505187988
2012-10-22,9.971282958984375
2012-10-23,9.880812644958496
2012-10-24,9.837546348571777
2012-10-25,9.975215911865234
2012-10-26,9.904414176940918
2012-10-31,9.920147895812988
2012-11-01,9.833616256713867
2012-11-02,9.80608081817627
2012-11-05,9.80608081817627
2012-11-06,9.87688159942627
2012-11-07,9.692009925842285
2012-11-08,9.652673721313477
2012-11-09,9.715611457824707
2012-11-12,9.798213958740234
2012-11-13,9.802170753479004
2012-11-14,9.683450698852539
2012-11-15,9.647833824157715
2012-11-16,9.703235626220703
2012-11-19,9.746771812438965
2012-11-20,9.71115493774414
2012-11-21,9.754677772521973
2012-11-23,9.885271072387695
2012-11-26,9.73885440826416
2012-11-27,9.837784767150879
2012-11-28,9.916927337646484
2012-11-29,10.387847900390625
2012-11-30,10.38388729095459
2012-12-03,10.597582817077637
2012-12-04,10.633197784423828
2012-12-05,10.569881439208984
2012-12-06,10.645069122314453
2012-12-07,10.609454154968262
2012-12-10,10.546134948730469
2012-12-11,10.526350975036621
2012-12-12,10.5223970413208
2012-12-13,10.427421569824219
2012-12-14,10.403677940368652
2012-12-17,10.51447868347168
2012-12-18,10.585711479187012
2012-12-19,10.486778259277344
2012-12-20,10.53822135925293
2012-12-21,10.407633781433105
2012-12-24,10.423463821411133
2012-12-26,10.328487396240234
2012-12-27,10.273082733154297
2012-12-28,10.162280082702637
2012-12-31,10.296830177307129
2013-01-02,10.435333251953125
2013-01-03,10.44324779510498
2013-01-04,10.470946311950684
2013-01-07,10.21768569946289
2013-01-08,10.003992080688477
2013-01-09,10.110836029052734
2013-01-10,10.110836029052734
2013-01-11,10.170199394226074
2013-01-14,10.23351001739502
2013-01-15,10.332443237304688
2013-01-16,10.403677940368652
2013-01-17,10.561966896057129
2013-01-18,10.71629810333252
2013-01-22,10.854809761047363
2013-01-23,10.945821762084961
2013-01-24,10.985394477844238
2013-01-25,11.017053604125977
2013-01-28,11.001221656799316
2013-01-29,10.965608596801758
2013-01-30,10.985394477844238
2013-01-31,10.961652755737305
2013-02-01,11.036840438842773
2013-02-04,10.949779510498047
2013-02-05,11.036840438842773
2013-02-06,11.0249662399292
2013-02-07,11.088284492492676
2013-02-08,11.159516334533691
2013-02-11,11.23470401763916
2013-02-12,11.294060707092285
2013-02-13,11.321907043457031
2013-02-14,11.234389305114746
2013-02-15,11.095152854919434
2013-02-19,11.222455024719238
2013-02-20,11.007636070251465
2013-02-21,11.441253662109375
2013-02-22,11.453187942504883
2013-02-25,11.278148651123047
2013-02-26,11.425341606140137
2013-02-27,11.57651424407959
2013-02-28,11.62027359008789
2013-03-01,11.747576713562012
2013-03-04,11.723706245422363
2013-03-05,11.771445274353027
2013-03-06,11.679943084716797
2013-03-07,12.034005165100098
2013-03-08,12.399998664855957
2013-03-11,12.312478065490723
2013-03-12,12.256781578063965
2013-03-13,12.455689430236816
2013-03-14,12.531277656555176
2013-03-15,12.579015731811523
2013-03-18,12.594928741455078
2013-03-19,12.626753807067871
2013-03-20,12.67846965789795
2013-03-21,12.73018741607666
2013-03-22,12.88931655883789
2013-03-25,12.98478889465332
2013-03-26,13.044462203979492
2013-03-27,13.167787551879883
2013-03-28,13.183698654174805
2013-04-01,12.945011138916016
2013-04-02,13.044462203979492
2013-04-03,12.746097564697266
2013-04-04,12.853508949279785
2013-04-05,12.746097564697266
2013-04-08,12.682446479797363
2013-04-09,12.754055976867676
2013-04-10,12.988767623901367
2013-04-11,13.195630073547363
2013-04-12,13.17176342010498
2013-04-15,13.016619682312012
2013-04-16,13.247347831726074
2013-04-17,13.299066543579102
2013-04-18,13.430343627929688
2013-04-19,13.410456657409668
2013-04-22,13.609362602233887
2013-04-23,13.792362213134766
2013-04-24,13.760537147521973
2013-04-25,13.657103538513184
2013-04-26,13.637214660644531
2013-04-29,13.704837799072266
2013-04-30,13.67699909210205
2013-05-01,13.605385780334473
2013-05-02,13.772469520568848
2013-05-03,13.80827522277832
2013-05-06,13.724735260009766
2013-05-07,13.919663429260254
2013-05-08,13.816228866577148
2013-05-09,13.704837799072266
2013-05-10,13.720757484436035
2013-05-13,13.564926147460938
2013-05-14,13.904550552368164
2013-05-15,14.07236385345459
2013-05-16,14.012433052062988
2013-05-17,14.152271270751953
2013-05-20,13.87258529663086
2013-05-21,13.916532516479492
2013-05-22,13.632854461669922
2013-05-23,13.660815238952637
2013-05-24,13.676804542541504
2013-05-28,13.800665855407715
2013-05-29,13.752717018127441
2013-05-30,13.740729331970215
2013-05-31,13.453048706054688
2013-06-03,13.520977020263672
2013-06-04,13.564926147460938
2013-06-05,13.197334289550781
2013-06-06,13.233296394348145
2013-06-07,13.8086576461792
2013-06-10,13.876579284667969
2013-06-11,13.816645622253418
2013-06-12,13.70477294921875
2013-06-13,14.00843620300293
2013-06-14,13.900559425354004
2013-06-17,14.056378364562988
2013-06-18,14.192231178283691
2013-06-19,14.036404609680176
2013-06-20,13.177358627319336
2013-06-21,13.49300479888916
2013-06-24,13.580911636352539
2013-06-25,13.788670539855957
2013-06-26,13.776693344116211
2013-06-27,13.8685884475708
2013-06-28,13.800665855407715
2013-07-01,13.852606773376465
2013-07-02,14.352054595947266
2013-07-03,14.224191665649414
2013-07-05,14.411986351013184
2013-07-08,14.45992660522461
2013-07-09,14.843507766723633
2013-07-10,14.919422149658203
2013-07-11,15.099221229553223
2013-07-12,15.035290718078613
2013-07-15,15.087235450744629
2013-07-16,15.23507022857666
2013-07-17,15.358936309814453
2013-07-18,15.378912925720215
2013-07-19,15.506768226623535
2013-07-22,15.60266399383545
2013-07-23,15.554718017578125
2013-07-24,15.634628295898438
2013-07-25,15.854385375976562
2013-07-26,15.84239673614502
2013-07-29,15.922317504882812
2013-07-30,15.822420120239258
2013-07-31,15.690567016601562
2013-08-01,15.84239673614502
2013-08-02,15.654603958129883
2013-08-05,15.646614074707031
2013-08-06,15.698556900024414
2013-08-07,15.578685760498047
2013-08-08,15.822420120239258
2013-08-09,15.534736633300781
2013-08-12,15.566702842712402
2013-08-13,15.699068069458008
2013-08-14,15.570711135864258
2013-08-15,15.24582290649414
2013-08-16,15.342082977294922
2013-08-19,15.21774673461914
2013-08-20,15.153569221496582
2013-08-21,15.029226303100586
2013-08-22,14.928955078125
2013-08-23,15.053293228149414
2013-08-26,14.78455924987793
2013-08-27,14.600048065185547
2013-08-28,14.600048065185547
2013-08-29,14.752470016479492
2013-08-30,14.680272102355957
2013-09-03,14.768511772155762
2013-09-04,14.97708511352539
2013-09-05,14.981097221374512
2013-09-06,15.001152992248535
2013-09-09,15.117472648620605
2013-09-10,15.057303428649902
2013-09-11,15.109443664550781
2013-09-12,15.490492820739746
2013-09-13,15.654942512512207
2013-09-16,15.915658950805664
