Date,EL
2010-11-05,29.937532424926758
2010-11-08,29.800626754760742
2010-11-09,29.464570999145508
2010-11-10,29.244693756103516
2010-11-11,29.821369171142578
2010-11-12,29.779874801635742
2010-11-15,30.169858932495117
2010-11-16,29.447980880737305
2010-11-17,30.0122013092041
2010-11-18,30.900053024291992
2010-11-19,31.269298553466797
2010-11-22,31.638513565063477
2010-11-23,31.33981704711914
2010-11-24,31.809131622314453
2010-11-26,31.758848190307617
2010-11-29,31.385915756225586
2010-11-30,31.3942928314209
2010-12-01,32.32875061035156
2010-12-02,32.70167922973633
2010-12-03,32.404170989990234
2010-12-06,32.638824462890625
2010-12-07,32.70167922973633
2010-12-08,32.43769836425781
2010-12-09,32.78131103515625
2010-12-10,32.722633361816406
2010-12-13,32.14436340332031
2010-12-14,33.07883071899414
2010-12-15,32.86091613769531
2010-12-16,32.823204040527344
2010-12-17,33.22967529296875
2010-12-20,33.13749313354492
2010-12-21,33.5565299987793
2010-12-22,33.443382263183594
2010-12-23,33.489479064941406
2010-12-27,33.3763313293457
2010-12-28,33.35539627075195
2010-12-29,33.40986633300781
2010-12-30,33.38471984863281
2010-12-31,33.816322326660156
2011-01-03,33.707393646240234
2011-01-04,34.2479362487793
2011-01-05,34.616703033447266
2011-01-06,33.97555923461914
2011-01-07,33.782806396484375
2011-01-10,34.07612609863281
2011-01-11,34.700496673583984
2011-01-12,34.99801254272461
2011-01-13,35.1153450012207
2011-01-14,35.1949462890625
2011-01-18,35.11953353881836
2011-01-19,35.0776252746582
2011-01-20,35.03993225097656
2011-01-21,35.0902099609375
2011-01-24,34.972862243652344
2011-01-25,33.99652099609375
2011-01-26,34.13059997558594
2011-01-27,34.13479995727539
2011-01-28,33.5565299987793
2011-01-31,33.732521057128906
2011-02-01,34.097084045410156
2011-02-02,33.7576789855957
2011-02-03,38.52631378173828
2011-02-04,38.970489501953125
2011-02-07,38.279075622558594
2011-02-08,38.75258255004883
2011-02-09,38.93696212768555
2011-02-10,38.89925765991211
2011-02-11,39.45236587524414
2011-02-14,39.70379638671875
2011-02-15,39.280582427978516
2011-02-16,39.48590850830078
2011-02-17,39.2889518737793
2011-02-18,39.590675354003906
2011-02-22,38.07374572753906
2011-02-23,37.8809928894043
2011-02-24,38.32516860961914
2011-02-25,38.96630096435547
2011-02-28,39.56133270263672
2011-03-01,38.43412780761719
2011-03-02,38.90345001220703
2011-03-03,38.51373291015625
2011-03-04,38.719051361083984
2011-03-07,38.08633041381836
2011-03-08,38.72325897216797
2011-03-09,38.84897232055664
2011-03-10,38.656219482421875
2011-03-11,38.916015625
2011-03-14,38.13660430908203
2011-03-15,37.32368087768555
2011-03-16,36.678348541259766
2011-03-17,36.93815612792969
2011-03-18,37.44102096557617
2011-03-21,38.509552001953125
2011-03-22,38.061180114746094
2011-03-23,37.91453170776367
2011-03-24,38.75258255004883
2011-03-25,39.586483001708984
2011-03-28,40.21504211425781
2011-03-29,39.833702087402344
2011-03-30,40.17312240600586
2011-03-31,40.37845993041992
2011-04-01,40.19826889038086
2011-04-04,40.018096923828125
2011-04-05,39.90913772583008
2011-04-06,39.795989990234375
2011-04-07,40.23178482055664
2011-04-08,39.833702087402344
2011-04-11,39.82952880859375
2011-04-12,39.59904098510742
2011-04-13,40.219234466552734
2011-04-14,39.787620544433594
2011-04-15,40.38685607910156
2011-04-18,39.60324478149414
2011-04-19,39.6702880859375
2011-04-20,39.661903381347656
2011-04-21,39.63675308227539
2011-04-25,39.33504867553711
2011-04-26,39.5948600769043
2011-04-27,39.99713134765625
2011-04-28,40.65082550048828
2011-04-29,40.64664077758789
2011-05-02,40.479026794433594
2011-05-03,40.30302047729492
2011-05-04,40.147987365722656
2011-05-05,40.64664077758789
2011-05-06,41.0908203125
2011-05-09,42.96810531616211
2011-05-10,42.871726989746094
2011-05-11,41.912139892578125
2011-05-12,42.46107482910156
2011-05-13,41.97498321533203
2011-05-16,41.954044342041016
2011-05-17,42.000125885009766
2011-05-18,42.741825103759766
2011-05-19,42.65802001953125
2011-05-20,42.1761360168457
2011-05-23,41.1955680847168
2011-05-24,41.421875
2011-05-25,41.442813873291016
2011-05-26,41.73613739013672
2011-05-27,42.079750061035156
2011-05-31,42.955543518066406
2011-06-01,42.0252685546875
2011-06-02,41.685855865478516
2011-06-03,41.1033821105957
2011-06-06,40.692726135253906
2011-06-07,40.55863952636719
2011-06-08,39.90495681762695
2011-06-09,40.55863952636719
2011-06-10,40.26112747192383
2011-06-13,40.562835693359375
2011-06-14,41.73613739013672
2011-06-15,40.70949172973633
2011-06-16,40.58378982543945
2011-06-17,40.78073501586914
2011-06-20,41.58529281616211
2011-06-21,42.91364669799805
2011-06-22,42.549076080322266
2011-06-23,42.13002395629883
2011-06-24,42.25994110107422
2011-06-27,42.368892669677734
2011-06-28,43.236289978027344
2011-06-29,44.053428649902344
2011-06-30,44.078556060791016
2011-07-01,44.032474517822266
2011-07-05,44.405418395996094
2011-07-06,44.648460388183594
2011-07-07,44.329994201660156
2011-07-08,44.371883392333984
2011-07-11,43.701419830322266
2011-07-12,43.550575256347656
2011-07-13,44.12883758544922
2011-07-14,44.00312805175781
2011-07-15,44.06598663330078
2011-07-18,43.93190383911133
2011-07-19,44.79930114746094
2011-07-20,44.47663116455078
2011-07-21,44.937583923339844
2011-07-22,44.93339920043945
2011-07-25,44.79512405395508
2011-07-26,44.598175048828125
2011-07-27,43.85227966308594
2011-07-28,44.17912673950195
2011-07-29,43.96122741699219
2011-08-01,43.85227966308594
2011-08-02,42.65383529663086
2011-08-03,42.20964813232422
2011-08-04,39.77505111694336
2011-08-05,40.00551223754883
2011-08-08,36.66159439086914
2011-08-09,38.15336990356445
2011-08-10,38.28746032714844
2011-08-11,41.14949035644531
2011-08-12,42.25994110107422
2011-08-15,39.502662658691406
2011-08-16,39.368587493896484
2011-08-17,39.846275329589844
2011-08-18,38.3419303894043
2011-08-19,37.11417007446289
2011-08-22,37.07644271850586
2011-08-23,38.580787658691406
2011-08-24,39.092002868652344
2011-08-25,39.06269073486328
2011-08-26,40.189903259277344
2011-08-29,40.562835693359375
2011-08-30,40.86873245239258
2011-08-31,40.92320251464844
2011-09-01,41.13691329956055
2011-09-02,40.240177154541016
2011-09-06,39.8881950378418
2011-09-07,40.818443298339844
2011-09-08,40.831016540527344
2011-09-09,39.55295181274414
2011-09-12,39.133914947509766
2011-09-13,40.05997848510742
2011-09-14,40.76816177368164
2011-09-15,41.48891067504883
2011-09-16,42.616111755371094
2011-09-19,42.414981842041016
2011-09-20,43.110572814941406
2011-09-21,41.73613739013672
2011-09-22,39.368587493896484
2011-09-23,39.86723709106445
2011-09-26,39.65352249145508
2011-09-27,40.69691848754883
2011-09-28,38.09050750732422
2011-09-29,37.269203186035156
2011-09-30,36.80826187133789
2011-10-03,35.28296661376953
2011-10-04,36.61549758911133
2011-10-05,36.86272430419922
2011-10-06,37.629573822021484
2011-10-07,38.413177490234375
2011-10-10,39.45236587524414
2011-10-11,39.45657730102539
2011-10-12,40.44969177246094
2011-10-13,40.53769302368164
2011-10-14,41.05311965942383
2011-10-17,40.080928802490234
2011-10-18,40.16054916381836
2011-10-19,39.56553649902344
2011-10-20,39.9761848449707
2011-10-21,40.629878997802734
2011-10-24,41.63138198852539
2011-10-25,40.48322677612305
2011-10-26,40.68853759765625
2011-10-27,42.80049514770508
2011-10-28,42.49460220336914
2011-10-31,41.254241943359375
2011-11-01,40.96511459350586
2011-11-02,42.25156021118164
2011-11-03,49.831939697265625
2011-11-04,49.421287536621094
2011-11-07,49.31235122680664
2011-11-08,49.25785827636719
2011-11-09,48.15998458862305
2011-11-10,48.599971771240234
2011-11-11,48.21445846557617
2011-11-14,48.33597946166992
2011-11-15,48.49522018432617
2011-11-16,47.90856170654297
2011-11-17,47.3470573425293
2011-11-18,47.15428924560547
2011-11-21,45.649959564208984
2011-11-22,46.504791259765625
2011-11-23,45.5233268737793
2011-11-25,45.36258316040039
2011-11-28,47.49047088623047
2011-11-29,46.978599548339844
2011-11-30,49.910247802734375
2011-12-01,48.89918518066406
2011-12-02,49.10649108886719
2011-12-05,48.50577163696289
2011-12-06,47.47355651855469
2011-12-07,48.125030517578125
2011-12-08,47.11821365356445
2011-12-09,46.21711730957031
2011-12-12,45.92521286010742
2011-12-13,45.527557373046875
2011-12-14,44.66033935546875
2011-12-15,44.990299224853516
2011-12-16,45.739078521728516
2011-12-19,45.476810455322266
2011-12-20,46.115596771240234
2011-12-21,46.83475112915039
2011-12-22,46.775535583496094
2011-12-23,47.985416412353516
2011-12-27,48.3746337890625
2011-12-28,47.76121520996094
2011-12-29,48.15041732788086
2011-12-30,47.515846252441406
2012-01-03,47.5623893737793
2012-01-04,47.744300842285156
2012-01-05,47.663917541503906
2012-01-06,47.1689567565918
2012-01-09,46.9997444152832
2012-01-10,47.42277526855469
2012-01-11,47.06319808959961
2012-01-12,47.410091400146484
2012-01-13,47.44816970825195
2012-01-17,48.683433532714844
2012-01-18,48.85689926147461
2012-01-19,49.14878845214844
2012-01-20,49.08531951904297
2012-01-23,48.632686614990234
2012-01-24,49.14031982421875
2012-01-25,50.09638977050781
2012-01-26,49.06417465209961
2012-01-27,49.05571365356445
2012-01-30,48.83573532104492
2012-01-31,49.0134162902832
2012-02-01,49.8341064453125
2012-02-02,49.791805267333984
2012-02-03,48.632686614990234
2012-02-06,48.57345962524414
2012-02-07,48.59883117675781
2012-02-08,48.28578186035156
2012-02-09,48.776519775390625
2012-02-10,48.1419563293457
2012-02-13,46.95744323730469
2012-02-14,46.66978073120117
2012-02-15,46.68669509887695
2012-02-16,47.44816970825195
2012-02-17,47.41432571411133
2012-02-21,47.49892807006836
2012-02-22,47.71891403198242
2012-02-23,48.51423263549805
2012-02-24,48.091190338134766
2012-02-27,48.90342712402344
2012-02-28,49.32646560668945
2012-02-29,49.52952575683594
2012-03-01,49.622596740722656
2012-03-02,49.3687744140625
2012-03-05,49.791805267333984
2012-03-06,49.15725326538086
2012-03-07,49.40260696411133
2012-03-08,49.84255599975586
2012-03-09,49.977935791015625
2012-03-12,50.587127685546875
2012-03-13,52.23698425292969
2012-03-14,52.761558532714844
2012-03-15,53.62454605102539
2012-03-16,53.869911193847656
2012-03-19,53.15921401977539
2012-03-20,52.65156173706055
2012-03-21,53.09998321533203
2012-03-22,52.778472900390625
2012-03-23,52.668479919433594
2012-03-26,52.99845504760742
2012-03-27,52.9392204284668
2012-03-28,52.668479919433594
2012-03-29,52.65156173706055
2012-03-30,52.40617370605469
2012-04-02,52.786930084228516
2012-04-03,53.00690841674805
2012-04-04,52.744625091552734
2012-04-05,53.42996597290039
2012-04-09,52.592323303222656
2012-04-10,51.43321228027344
2012-04-11,51.56857681274414
2012-04-12,52.8038444519043
2012-04-13,53.269195556640625
2012-04-16,53.03229522705078
2012-04-17,53.53146743774414
2012-04-18,53.35380554199219
2012-04-19,53.116886138916016
2012-04-20,54.174495697021484
2012-04-23,52.880001068115234
2012-04-24,52.355411529541016
2012-04-25,54.682159423828125
2012-04-26,55.01212692260742
2012-04-27,55.189781188964844
2012-04-30,55.29133224487305
2012-05-01,54.15757751464844
2012-05-02,54.656761169433594
2012-05-03,54.276023864746094
2012-05-04,51.37398910522461
2012-05-07,52.1185188293457
2012-05-08,50.65482711791992
2012-05-09,50.104854583740234
2012-05-10,50.06254959106445
2012-05-11,49.20802688598633
2012-05-14,48.59883117675781
2012-05-15,47.778141021728516
2012-05-16,48.27732849121094
2012-05-17,46.60209655761719
2012-05-18,46.145198822021484
2012-05-21,46.58515548706055
2012-05-22,46.27212142944336
2012-05-23,46.23826599121094
2012-05-24,46.61054992675781
2012-05-25,46.50054931640625
2012-05-29,47.202796936035156
2012-05-30,47.1689567565918
2012-05-31,45.815216064453125
2012-06-01,44.35996627807617
2012-06-04,44.969154357910156
2012-06-05,45.823699951171875
2012-06-06,46.517478942871094
2012-06-07,46.424407958984375
2012-06-08,46.54286575317383
2012-06-11,46.263648986816406
2012-06-12,46.84744644165039
2012-06-13,45.95061111450195
2012-06-14,45.94213104248047
2012-06-15,46.593624114990234
2012-06-18,46.855918884277344
2012-06-19,47.8458251953125
2012-06-20,47.50738525390625
2012-06-21,46.10289764404297
2012-06-22,46.46671676635742
2012-06-25,45.595272064208984
2012-06-26,45.56986618041992
2012-06-27,45.603721618652344
2012-06-28,44.77455520629883
2012-06-29,45.78982925415039
2012-07-02,46.28058624267578
2012-07-03,46.69515609741211
2012-07-05,46.95744323730469
2012-07-06,46.23826599121094
2012-07-09,44.80839157104492
2012-07-10,43.58157730102539
2012-07-11,42.81165313720703
2012-07-12,42.77781295776367
2012-07-13,43.68312454223633
2012-07-16,43.48005294799805
2012-07-17,43.446197509765625
2012-07-18,44.49534225463867
2012-07-19,46.263648986816406
2012-07-20,45.0199089050293
2012-07-23,44.3853645324707
2012-07-24,44.3345947265625
2012-07-25,44.28382873535156
2012-07-26,45.434505462646484
2012-07-27,46.28058624267578
2012-07-30,45.54448699951172
2012-07-31,44.31766891479492
2012-08-01,43.0570068359375
2012-08-02,43.04854202270508
2012-08-03,44.91837692260742
2012-08-06,45.273746490478516
2012-08-07,46.04366683959961
2012-08-08,46.00136947631836
2012-08-09,46.7543830871582
2012-08-10,47.058963775634766
2012-08-13,46.54286575317383
2012-08-14,50.87480163574219
2012-08-15,51.55165481567383
2012-08-16,51.85624694824219
2012-08-17,52.12698745727539
2012-08-20,51.26398468017578
2012-08-21,51.06937789916992
2012-08-22,50.604042053222656
2012-08-23,50.36713790893555
2012-08-24,50.84941101074219
2012-08-27,50.604042053222656
2012-08-28,50.9255485534668
2012-08-29,50.8917121887207
2012-08-30,50.604042053222656
2012-08-31,50.72251510620117
2012-09-04,50.57865905761719
2012-09-05,50.41790771484375
2012-09-06,51.56857681274414
2012-09-07,51.61088180541992
2012-09-10,51.458580017089844
2012-09-11,50.95093536376953
2012-09-12,50.45175552368164
2012-09-13,51.27244567871094
2012-09-14,51.80547332763672
2012-09-17,51.602413177490234
2012-09-18,51.86470031738281
2012-09-19,52.0931396484375
2012-09-20,52.13544464111328
2012-09-21,52.304664611816406
2012-09-24,51.983158111572266
2012-09-25,51.949317932128906
2012-09-26,51.31475067138672
2012-09-27,52.1777458190918
2012-09-28,52.0931396484375
2012-10-01,53.438411712646484
2012-10-02,53.04921340942383
2012-10-03,53.55686950683594
2012-10-04,53.55686950683594
2012-10-05,54.149112701416016
2012-10-08,53.67531204223633
2012-10-09,52.91383743286133
2012-10-10,52.778472900390625
2012-10-11,53.438411712646484
2012-10-12,53.31149673461914
2012-10-15,53.66686248779297
2012-10-16,54.961360931396484
2012-10-17,54.57215118408203
2012-10-18,54.39448928833008
2012-10-19,53.24380874633789
2012-10-22,52.95612716674805
2012-10-23,52.617706298828125
2012-10-24,52.05929946899414
2012-10-25,51.86470031738281
2012-10-26,51.43321228027344
2012-10-31,52.13544464111328
2012-11-01,51.75471496582031
2012-11-02,50.79018783569336
2012-11-05,50.25716018676758
2012-11-06,50.57865905761719
2012-11-07,49.54644012451172
2012-11-08,48.48883819580078
2012-11-09,48.6411247253418
2012-11-12,48.6072883605957
2012-11-13,48.19271469116211
2012-11-14,47.668148040771484
2012-11-15,47.72736740112305
2012-11-16,47.90503692626953
2012-11-19,48.81880569458008
2012-11-20,49.098026275634766
2012-11-21,49.495689392089844
2012-11-23,50.44328689575195
2012-11-26,50.18947219848633
2012-11-27,49.656436920166016
2012-11-28,49.72495651245117
2012-11-29,49.69070053100586
2012-11-30,49.896278381347656
2012-12-03,50.71861267089844
2012-12-04,50.59011459350586
2012-12-05,50.82139587402344
2012-12-06,51.19829177856445
2012-12-07,51.9692268371582
2012-12-10,51.47239303588867
2012-12-11,51.73793411254883
2012-12-12,51.73793411254883
2012-12-13,51.31822204589844
2012-12-14,52.19192123413086
2012-12-17,52.09770202636719
2012-12-18,52.16622543334961
2012-12-19,51.68653106689453
2012-12-20,51.386749267578125
2012-12-21,51.24112319946289
2012-12-24,50.495880126953125
2012-12-26,49.6392936706543
2012-12-27,50.067588806152344
2012-12-28,49.622154235839844
2012-12-31,51.275390625
2013-01-02,52.260475158691406
2013-01-03,53.30549240112305
2013-01-04,53.69953536987305
2013-01-07,53.108489990234375
2013-01-08,53.74236297607422
2013-01-09,53.5282096862793
2013-01-10,54.65034484863281
2013-01-11,54.93301010131836
2013-01-14,55.0186882019043
2013-01-15,55.1129035949707
2013-01-16,54.79594802856445
2013-01-17,55.0186882019043
2013-01-18,53.83657455444336
2013-01-22,53.80232620239258
2013-01-23,53.451114654541016
2013-01-24,53.5710563659668
2013-01-25,54.17921447753906
2013-01-28,54.084999084472656
2013-01-29,54.581817626953125
2013-01-30,53.85372543334961
2013-01-31,52.19192123413086
2013-02-01,53.72522735595703
2013-02-04,52.29472351074219
2013-02-05,55.42984390258789
2013-02-06,54.247737884521484
2013-02-07,54.084999084472656
2013-02-08,53.75092315673828
2013-02-11,52.920040130615234
2013-02-12,53.68239212036133
2013-02-13,54.22205352783203
2013-02-14,54.4276123046875
2013-02-15,54.05929946899414
2013-02-19,54.4790153503418
2013-02-20,54.5732421875
2013-02-21,53.990779876708984
2013-02-22,54.230621337890625
2013-02-25,52.920040130615234
2013-02-26,53.547176361083984
2013-02-27,54.92170715332031
2013-02-28,55.0677604675293
2013-03-01,55.3856315612793
2013-03-04,55.7464485168457
2013-03-05,56.57118606567383
2013-03-06,56.631309509277344
2013-03-07,56.614139556884766
2013-03-08,56.44230270385742
2013-03-11,56.48526382446289
2013-03-12,56.55400085449219
2013-03-13,55.85813903808594
2013-03-14,55.85813903808594
2013-03-15,54.414859771728516
2013-03-18,53.64168930053711
2013-03-19,53.478450775146484
2013-03-20,54.76709747314453
2013-03-21,54.15713119506836
2013-03-22,54.887359619140625
2013-03-25,54.363304138183594
2013-03-26,54.9732666015625
2013-03-27,54.58665084838867
2013-03-28,55.00761413574219
2013-04-01,54.68977355957031
2013-04-02,56.08149337768555
2013-04-03,55.73785400390625
2013-04-04,55.43717575073242
2013-04-05,54.26881790161133
2013-04-08,55.31688690185547
2013-04-09,55.39421081542969
2013-04-10,56.261898040771484
2013-04-11,58.04023361206055
2013-04-12,58.624393463134766
2013-04-15,57.902767181396484
2013-04-16,58.323734283447266
2013-04-17,57.30998992919922
2013-04-18,57.739532470703125
2013-04-19,59.8529167175293
2013-04-22,59.7841796875
2013-04-23,60.462852478027344
2013-04-24,59.1226806640625
2013-04-25,59.21718215942383
2013-04-26,59.17422103881836
2013-04-29,59.208595275878906
2013-04-30,59.577999114990234
2013-05-01,59.09690856933594
2013-05-02,60.65186309814453
2013-05-03,61.19306945800781
2013-05-06,60.136383056640625
2013-05-07,60.4027214050293
2013-05-08,60.14501953125
2013-05-09,59.50928497314453
2013-05-10,61.038448333740234
2013-05-13,61.01266098022461
2013-05-14,61.68275833129883
2013-05-15,61.536678314208984
2013-05-16,60.80649948120117
2013-05-17,60.86665344238281
2013-05-20,61.390655517578125
2013-05-21,61.09858322143555
2013-05-22,60.25667190551758
2013-05-23,60.419921875
2013-05-24,60.95252990722656
2013-05-28,61.038448333740234
2013-05-29,59.6087532043457
2013-05-30,59.92741775512695
2013-05-31,58.37712097167969
2013-06-03,58.13595962524414
2013-06-04,58.11012268066406
2013-06-05,57.257450103759766
2013-06-06,56.81821823120117
2013-06-07,58.66995620727539
2013-06-10,58.22209167480469
2013-06-11,58.35129165649414
2013-06-12,58.06706619262695
2013-06-13,58.60966873168945
2013-06-14,58.919715881347656
2013-06-17,60.46138381958008
2013-06-18,60.0479850769043
2013-06-19,58.893882751464844
2013-06-20,56.422019958496094
2013-06-21,56.66318893432617
2013-06-24,55.75884246826172
2013-06-25,55.75884246826172
2013-06-26,56.53398513793945
2013-06-27,57.24884033203125
2013-06-28,56.64595413208008
2013-07-01,57.65365982055664
2013-07-02,58.09288024902344
2013-07-03,57.9206428527832
2013-07-05,58.50629806518555
2013-07-08,58.49770736694336
2013-07-09,57.35220718383789
2013-07-10,57.73115921020508
2013-07-11,58.61827087402344
2013-07-12,58.96277618408203
2013-07-15,58.08430099487305
2013-07-16,57.515838623046875
2013-07-17,57.128273010253906
2013-07-18,57.48137664794922
2013-07-19,58.19624328613281
2013-07-22,57.421085357666016
2013-07-23,55.93972396850586
2013-07-24,55.73300552368164
2013-07-25,56.232547760009766
2013-07-26,57.01628875732422
2013-07-29,56.84405517578125
2013-07-30,56.49953842163086
2013-07-31,56.54261779785156
2013-08-01,57.52445983886719
2013-08-02,57.6105842590332
2013-08-05,57.94648361206055
2013-08-06,58.07567596435547
2013-08-07,57.395259857177734
2013-08-08,56.84405517578125
2013-08-09,57.35220718383789
2013-08-12,57.34358596801758
2013-08-13,57.23162841796875
2013-08-14,56.09473419189453
2013-08-15,58.015384674072266
2013-08-16,57.9206428527832
2013-08-19,57.49000930786133
2013-08-20,57.58474349975586
2013-08-21,57.119651794433594
2013-08-22,57.937870025634766
2013-08-23,58.69579315185547
2013-08-26,57.937870025634766
2013-08-27,56.53398513793945
2013-08-28,56.46488571166992
2013-08-29,56.45627975463867
2013-08-30,56.44761657714844
2013-09-03,57.22492599487305
2013-09-04,58.131710052490234
2013-09-05,58.183555603027344
2013-09-06,58.36492156982422
2013-09-09,60.01447296142578
2013-09-10,59.565372467041016
2013-09-11,60.18717956542969
2013-09-12,60.73994445800781
2013-09-13,61.145851135253906
2013-09-16,61.413570404052734
2013-09-17,61.60358428955078
