Date,NI
2010-10-28,4.222983360290527
2010-10-29,4.189103603363037
2010-11-01,4.155223369598389
2010-11-02,4.203622817993164
2010-11-03,4.184263706207275
2010-11-04,4.239923000335693
2010-11-05,4.266546249389648
2010-11-08,4.23508358001709
2010-11-09,4.230244159698486
2010-11-10,4.210882663726807
2010-11-11,4.208462238311768
2010-11-12,4.160062789916992
2010-11-15,4.189103603363037
2010-11-16,4.135860919952393
2010-11-17,4.150382041931152
2010-11-18,4.1721625328063965
2010-11-19,4.118920803070068
2010-11-22,4.147960662841797
2010-11-23,4.11650276184082
2010-11-24,4.128602027893066
2010-11-26,4.114080429077148
2010-11-29,4.080202102661133
2010-11-30,4.048740386962891
2010-12-01,4.121342182159424
2010-12-02,4.131021022796631
2010-12-03,4.104401588439941
2010-12-06,4.099563121795654
2010-12-07,4.1237616539001465
2010-12-08,4.118920803070068
2010-12-09,4.135860919952393
2010-12-10,4.181841850280762
2010-12-13,4.189103603363037
2010-12-14,4.186683654785156
2010-12-15,4.135860919952393
2010-12-16,4.174583911895752
2010-12-17,4.140702724456787
2010-12-20,4.186683654785156
2010-12-21,4.213304042816162
2010-12-22,4.239923000335693
2010-12-23,4.2447638511657715
2010-12-27,4.2447638511657715
2010-12-28,4.261703968048096
2010-12-29,4.266546249389648
2010-12-30,4.264124870300293
2010-12-31,4.264124870300293
2011-01-03,4.314946174621582
2011-01-04,4.32220458984375
2011-01-05,4.339146137237549
2011-01-06,4.336726665496826
2011-01-07,4.40690803527832
2011-01-10,4.377866268157959
2011-01-11,4.411747455596924
2011-01-12,4.433528423309326
2011-01-13,4.435948848724365
2011-01-14,4.494028091430664
2011-01-18,4.484349250793457
2011-01-19,4.489190101623535
2011-01-20,4.506129741668701
2011-01-21,4.50370979309082
2011-01-24,4.540009498596191
2011-01-25,4.554530143737793
2011-01-26,4.549689769744873
2011-01-27,4.593790054321289
2011-01-28,4.559488773345947
2011-01-31,4.561940670013428
2011-02-01,4.588891506195068
2011-02-02,4.495789051055908
2011-02-03,4.53009033203125
2011-02-04,4.508039474487305
2011-02-07,4.571739196777344
2011-02-08,4.598690509796143
2011-02-09,4.579090118408203
2011-02-10,4.623189926147461
2011-02-11,4.645242214202881
2011-02-14,4.645242214202881
2011-02-15,4.659941673278809
2011-02-16,4.642789840698242
2011-02-17,4.672191143035889
2011-02-18,4.679542064666748
2011-02-22,4.63054084777832
2011-02-23,4.574191093444824
2011-02-24,4.588891506195068
2011-02-25,4.642789840698242
2011-02-28,4.694242000579834
2011-03-01,4.6207404136657715
2011-03-02,4.650140285491943
2011-03-03,4.711392402648926
2011-03-04,4.674639701843262
2011-03-07,4.677091598510742
2011-03-08,4.733443737030029
2011-03-09,4.782441139221191
2011-03-10,4.6378912925720215
2011-03-11,4.6378912925720215
2011-03-14,4.5864410400390625
2011-03-15,4.552139759063721
2011-03-16,4.481088638305664
2011-03-17,4.505589485168457
2011-03-18,4.539890289306641
2011-03-21,4.610940456390381
2011-03-22,4.579090118408203
2011-03-23,4.576641082763672
2011-03-24,4.618290901184082
2011-03-25,4.606040954589844
2011-03-28,4.588891506195068
2011-03-29,4.652589797973633
2011-03-30,4.708940505981445
2011-03-31,4.699142932891846
2011-04-01,4.745692729949951
2011-04-04,4.743243217468262
2011-04-05,4.718740463256836
2011-04-06,4.721190929412842
2011-04-07,4.674639701843262
2011-04-08,4.650140285491943
2011-04-11,4.608489513397217
2011-04-12,4.588891506195068
2011-04-13,4.593790054321289
2011-04-14,4.635441780090332
2011-04-15,4.696691513061523
2011-04-18,4.632989883422852
2011-04-19,4.601141929626465
2011-04-20,4.677091598510742
2011-04-21,4.684439659118652
2011-04-25,4.711392402648926
2011-04-26,4.760391712188721
2011-04-27,4.802541255950928
2011-04-28,4.814938545227051
2011-04-29,4.822376251220703
2011-05-02,4.839731693267822
2011-05-03,4.867003917694092
2011-05-04,4.9141130447387695
2011-05-05,4.847169876098633
2011-05-06,4.819896697998047
2011-05-09,4.876923084259033
2011-05-10,5.035600662231445
2011-05-11,5.0430402755737305
2011-05-12,5.077752113342285
2011-05-13,5.047998428344727
2011-05-16,4.995931148529053
2011-05-17,5.030643939971924
2011-05-18,5.047998428344727
2011-05-19,5.0851898193359375
2011-05-20,5.050477504730225
2011-05-23,4.973617076873779
2011-05-24,4.953781604766846
2011-05-25,4.995931148529053
2011-05-26,4.995931148529053
2011-05-27,5.018246173858643
2011-05-31,5.033123016357422
2011-06-01,4.948824405670166
2011-06-02,4.909154891967773
2011-06-03,4.881880760192871
2011-06-06,4.822376251220703
2011-06-07,4.842209815979004
2011-06-08,4.824855327606201
2011-06-09,4.8570876121521
2011-06-10,4.809980869293213
2011-06-13,4.797583103179932
2011-06-14,4.82981538772583
2011-06-15,4.755434513092041
2011-06-16,4.78518533706665
2011-06-17,4.834773540496826
2011-06-20,4.837254047393799
2011-06-21,4.842209815979004
2011-06-22,4.812459468841553
2011-06-23,4.75295352935791
2011-06-24,4.82981538772583
2011-06-27,4.891798496246338
2011-06-28,4.94138765335083
2011-06-29,4.993452548980713
2011-06-30,5.020724773406982
2011-07-01,5.105024337768555
2011-07-05,5.0851898193359375
2011-07-06,5.0628743171691895
2011-07-07,5.10254430770874
2011-07-08,5.107503890991211
2011-07-11,5.003368854522705
2011-07-12,5.010807514190674
2011-07-13,5.020724773406982
2011-07-14,5.0430402755737305
2011-07-15,5.067833423614502
2011-07-18,5.0232062339782715
2011-07-19,5.134776592254639
2011-07-20,5.20419979095459
2011-07-21,5.271142959594727
2011-07-22,5.221553325653076
2011-07-25,5.216596603393555
2011-07-26,5.169488430023193
2011-07-27,5.104305267333984
2011-07-28,5.0792341232299805
2011-07-29,5.046644687652588
2011-08-01,5.044137477874756
2011-08-02,5.11433219909668
2011-08-03,5.1669816970825195
2011-08-04,4.936333179473877
2011-08-05,4.901235103607178
2011-08-08,4.5803375244140625
2011-08-09,4.79594087600708
2011-08-10,4.753321170806885
2011-08-11,4.966419696807861
2011-08-12,4.921292781829834
2011-08-15,5.11683988571167
2011-08-16,5.106811046600342
2011-08-17,5.171996116638184
2011-08-18,5.056671619415283
2011-08-19,5.074221611022949
2011-08-22,5.029095649719238
2011-08-23,5.0967841148376465
2011-08-24,5.22714900970459
2011-08-25,5.11433219909668
2011-08-26,5.149432182312012
2011-08-29,5.279797554016113
2011-08-30,5.324923992156982
2011-08-31,5.355008602142334
2011-09-01,5.319909572601318
2011-09-02,5.242192268371582
2011-09-06,5.239685535430908
2011-09-07,5.372556686401367
2011-09-08,5.397626876831055
2011-09-09,5.269768238067627
2011-09-12,5.289825439453125
2011-09-13,5.339967250823975
2011-09-14,5.477851390838623
2011-09-15,5.5330071449279785
2011-09-16,5.56058406829834
2011-09-19,5.568106651306152
2011-09-20,5.643314838409424
2011-09-21,5.43272590637207
2011-09-22,5.242192268371582
2011-09-23,5.287319183349609
2011-09-26,5.349994659423828
2011-09-27,5.410162448883057
2011-09-28,5.370050430297852
2011-09-29,5.430218696594238
2011-09-30,5.360023021697998
2011-10-03,5.229656219482422
2011-10-04,5.309882164001465
2011-10-05,5.367542743682861
2011-10-06,5.442753791809082
2011-10-07,5.402639865875244
2011-10-10,5.5781331062316895
2011-10-11,5.412671089172363
2011-10-12,5.402639865875244
2011-10-13,5.4577956199646
2011-10-14,5.452783107757568
2011-10-17,5.548049449920654
2011-10-18,5.633285999298096
2011-10-19,5.575626850128174
2011-10-20,5.613231182098389
2011-10-21,5.741089344024658
2011-10-24,5.746105194091797
2011-10-25,5.668383598327637
2011-10-26,5.618246555328369
2011-10-27,5.673971652984619
2011-10-28,5.704369068145752
2011-10-31,5.595447063446045
2011-11-01,5.400405406951904
2011-11-02,5.516924858093262
2011-11-03,5.610647201538086
2011-11-04,5.630910396575928
2011-11-07,5.618246555328369
2011-11-08,5.658773899078369
2011-11-09,5.4966607093811035
2011-11-10,5.55238676071167
2011-11-11,5.691701889038086
2011-11-14,5.5903849601745605
2011-11-15,5.600514888763428
2011-11-16,5.532120704650879
2011-11-17,5.570119380950928
2011-11-18,5.572651386260986
2011-11-21,5.476396083831787
2011-11-22,5.453599452972412
2011-11-23,5.377607345581055
2011-11-25,5.408006191253662
2011-11-28,5.448534965515137
2011-11-29,5.597980976104736
2011-11-30,5.803155899047852
2011-12-01,5.780359745025635
2011-12-02,5.714500427246094
2011-12-05,5.734763145446777
2011-12-06,5.722099304199219
2011-12-07,5.658773899078369
2011-12-08,5.5346550941467285
2011-12-09,5.6359782218933105
2011-12-12,5.539721488952637
2011-12-13,5.6359782218933105
2011-12-14,5.539721488952637
2011-12-15,5.643574237823486
2011-12-16,5.7069010734558105
2011-12-19,5.6055827140808105
2011-12-20,5.800623893737793
2011-12-21,5.879147052764893
2011-12-22,5.874079704284668
2011-12-23,5.9323410987854
2011-12-27,5.993131160736084
2011-12-28,5.988069534301758
2011-12-29,6.0488600730896
2011-12-30,6.031129837036133
2012-01-03,5.914610385894775
2012-01-04,5.861413955688477
2012-01-05,5.848749160766602
2012-01-06,5.825953006744385
2012-01-09,5.793024063110352
2012-01-10,5.775291442871094
2012-01-11,5.691701889038086
2012-01-12,5.7069010734558105
2012-01-13,5.866482257843018
2012-01-17,5.945006370544434
2012-01-18,5.937405586242676
2012-01-19,5.780359745025635
2012-01-20,5.785426139831543
2012-01-23,5.831020832061768
2012-01-24,5.785426139831543
2012-01-25,5.856349945068359
2012-01-26,5.919673919677734
2012-01-27,5.800623893737793
2012-01-30,5.765161991119385
2012-01-31,5.757562160491943
2012-02-01,5.939938068389893
2012-02-02,5.847846984863281
2012-02-03,5.886218070983887
2012-02-06,5.875988006591797
2012-02-07,5.960402488708496
2012-02-08,6.021799564361572
2012-02-09,5.929706573486328
2012-02-10,5.899011611938477
2012-02-13,5.868312835693359
2012-02-14,5.850406169891357
2012-02-15,5.835056304931641
2012-02-16,5.909243583679199
2012-02-17,6.085750579833984
2012-02-21,6.067844390869141
2012-02-22,6.0166826248168945
2012-02-23,6.026915073394775
2012-02-24,6.05761194229126
2012-02-27,6.024355888366699
2012-02-28,6.044821739196777
2012-02-29,6.13947057723999
2012-03-01,6.108774662017822
2012-03-02,6.060170650482178
2012-03-05,6.0729594230651855
2012-03-06,6.037147045135498
2012-03-07,6.039704322814941
2012-03-08,6.113893032073975
2012-03-09,6.167611122131348
2012-03-12,6.234120845794678
2012-03-13,6.2187724113464355
2012-03-14,6.126682758331299
2012-03-15,6.113893032073975
2012-03-16,6.039704322814941
2012-03-19,6.034589767456055
2012-03-20,6.011568546295166
2012-03-21,6.065285682678223
2012-03-22,6.124123573303223
2012-03-23,6.14458703994751
2012-03-26,6.1957502365112305
2012-03-27,6.154820442199707
2012-03-28,6.124123573303223
2012-03-29,6.20342493057251
2012-03-30,6.229005336761475
2012-04-02,6.262263298034668
2012-04-03,6.272497177124023
2012-04-04,6.208542346954346
2012-04-05,6.267377853393555
2012-04-09,6.211097240447998
2012-04-10,6.055052757263184
2012-04-11,6.070403099060059
2012-04-12,6.113893032073975
2012-04-13,6.119006156921387
2012-04-16,6.180401802062988
2012-04-17,6.231564044952393
2012-04-18,6.2213311195373535
2012-04-19,6.157379627227783
2012-04-20,6.244356632232666
2012-04-23,6.216213226318359
2012-04-24,6.2238898277282715
2012-04-25,6.292958736419678
2012-04-26,6.313615322113037
2012-04-27,6.323946952819824
2012-04-30,6.365262508392334
2012-05-01,6.540855407714844
2012-05-02,6.465969562530518
2012-05-03,6.396250247955322
2012-05-04,6.434983730316162
2012-05-07,6.409160137176514
2012-05-08,6.416909217834473
2012-05-09,6.440149307250977
2012-05-10,6.522782325744629
2012-05-11,6.520198822021484
2012-05-14,6.486628532409668
2012-05-15,6.478882312774658
2012-05-16,6.4633870124816895
2012-05-17,6.367844581604004
2012-05-18,6.30845308303833
2012-05-21,6.406579494476318
2012-05-22,6.396250247955322
2012-05-23,6.3885040283203125
2012-05-24,6.445310115814209
2012-05-25,6.465969562530518
2012-05-29,6.522782325744629
2012-05-30,6.465969562530518
2012-05-31,6.478882312774658
2012-06-01,6.38333797454834
2012-06-04,6.385921001434326
2012-06-05,6.3936662673950195
2012-06-06,6.447893142700195
2012-06-07,6.484048366546631
2012-06-08,6.520198822021484
2012-06-11,6.486628532409668
2012-06-12,6.564094066619873
2012-06-13,6.525362968444824
2012-06-14,6.538271903991699
2012-06-15,6.543436050415039
2012-06-18,6.543436050415039
2012-06-19,6.473716735839844
2012-06-20,6.4272379875183105
2012-06-21,6.215492248535156
2012-06-22,6.277463912963867
2012-06-25,6.272299766540527
2012-06-26,6.264556407928467
2012-06-27,6.30845308303833
2012-06-28,6.331696033477783
2012-06-29,6.391086101531982
2012-07-02,6.409160137176514
2012-07-03,6.406579494476318
2012-07-05,6.342021465301514
2012-07-06,6.391086101531982
2012-07-09,6.303289413452148
2012-07-10,6.313615322113037
2012-07-11,6.336859226226807
2012-07-12,6.373007774353027
2012-07-13,6.494374752044678
2012-07-16,6.450476169586182
2012-07-17,6.525362968444824
2012-07-18,6.530525207519531
2012-07-19,6.543436050415039
2012-07-20,6.620904445648193
2012-07-23,6.535689353942871
2012-07-24,6.484048366546631
2012-07-25,6.486628532409668
2012-07-26,6.574423789978027
2012-07-27,6.673486709594727
2012-07-30,6.6813063621521
2012-07-31,6.670878887176514
2012-08-01,6.616133213043213
2012-08-02,6.524895191192627
2012-08-03,6.590065002441406
2012-08-06,6.597885608673096
2012-08-07,6.56660270690918
2012-08-08,6.590065002441406
2012-08-09,6.579639911651611
2012-08-10,6.5613884925842285
2012-08-13,6.496220588684082
2012-08-14,6.5301079750061035
2012-08-15,6.514466285705566
2012-08-16,6.470151424407959
2012-08-17,6.438871383666992
2012-08-20,6.4232282638549805
2012-08-21,6.345024108886719
2012-08-22,6.324172496795654
2012-08-23,6.256390571594238
2012-08-24,6.2928876876831055
2012-08-27,6.326778411865234
2012-08-28,6.368486404418945
2012-08-29,6.352843284606934
2012-08-30,6.339808940887451
2012-08-31,6.345024108886719
2012-09-04,6.438871383666992
2012-09-05,6.496220588684082
2012-09-06,6.631772041320801
2012-09-07,6.595280647277832
2012-09-10,6.56660270690918
2012-09-11,6.587459564208984
2012-09-12,6.608314514160156
2012-09-13,6.676095008850098
2012-09-14,6.676095008850098
2012-09-17,6.647413730621338
2012-09-18,6.647413730621338
2012-09-19,6.652629375457764
2012-09-20,6.670878887176514
2012-09-21,6.647413730621338
2012-09-24,6.7021613121032715
2012-09-25,6.6500244140625
2012-09-26,6.639598369598389
2012-09-27,6.6500244140625
2012-09-28,6.6422038078308105
2012-10-01,6.629171371459961
2012-10-02,6.6656646728515625
2012-10-03,6.673486709594727
2012-10-04,6.733440399169922
2012-10-05,6.707374572753906
2012-10-08,6.6839118003845215
2012-10-09,6.691732406616211
2012-10-10,6.6604509353637695
2012-10-11,6.634382247924805
2012-10-12,6.600492477416992
2012-10-15,6.636987209320068
2012-10-16,6.626560211181641
2012-10-17,6.699553966522217
2012-10-18,6.696948528289795
2012-10-19,6.626560211181641
2012-10-22,6.587459564208984
2012-10-23,6.537928581237793
2012-10-24,6.558784008026123
2012-10-25,6.657841682434082
2012-10-26,6.636987209320068
2012-10-31,6.702780723571777
2012-11-01,6.697516441345215
2012-11-02,6.636988162994385
2012-11-05,6.523829460144043
2012-11-06,6.563302993774414
2012-11-07,6.452775001525879
2012-11-08,6.442248344421387
2012-11-09,6.39487886428833
2012-11-12,6.321193695068359
2012-11-13,6.31856107711792
2012-11-14,6.221193790435791
2012-11-15,6.1580305099487305
2012-11-16,6.28698205947876
2012-11-19,6.26855993270874
2012-11-20,6.2975077629089355
2012-11-21,6.2975077629089355
2012-11-23,6.321193695068359
2012-11-26,6.281719207763672
2012-11-27,6.22645378112793
2012-11-28,6.26855993270874
2012-11-29,6.2975077629089355
2012-11-30,6.360666751861572
2012-12-03,6.4054059982299805
2012-12-04,6.365930557250977
2012-12-05,6.465933799743652
2012-12-06,6.458038806915283
2012-12-07,6.43172025680542
2012-12-10,6.444880485534668
2012-12-11,6.3632988929748535
2012-12-12,6.415931224822998
2012-12-13,6.3632988929748535
2012-12-14,6.355404853820801
2012-12-17,6.4264607429504395
2012-12-18,6.486987590789795
2012-12-19,6.497511863708496
2012-12-20,6.584356307983398
2012-12-21,6.57119607925415
2012-12-24,6.555408000946045
2012-12-26,6.502778053283691
2012-12-27,6.5054097175598145
2012-12-28,6.4817214012146
2012-12-31,6.550144195556641
2013-01-02,6.6448845863342285
2013-01-03,6.636988162994385
2013-01-04,6.684360980987549
2013-01-07,6.618570327758789
2013-01-08,6.565936088562012
2013-01-09,6.629095554351807
2013-01-10,6.7106733322143555
2013-01-11,6.7790961265563965
2013-01-14,6.8106794357299805
2013-01-15,6.815940856933594
2013-01-16,6.8106794357299805
2013-01-17,6.850151062011719
2013-01-18,6.9054155349731445
2013-01-22,6.9843645095825195
2013-01-23,6.979103088378906
2013-01-24,6.97383975982666
2013-01-25,7.0159430503845215
2013-01-28,7.042261123657227
2013-01-29,7.1764726638793945
2013-01-30,7.131735801696777
2013-01-31,7.176873207092285
2013-02-01,7.219359874725342
2013-02-04,7.139702320098877
2013-02-05,7.147668838500977
2013-02-06,7.123771667480469
2013-02-07,7.14501428604126
2013-02-08,7.147668838500977
2013-02-11,7.152979373931885
2013-02-12,7.176873207092285
2013-02-13,7.216700553894043
2013-02-14,7.14501428604126
2013-02-15,7.110495090484619
2013-02-19,7.237943172454834
2013-02-20,7.179529190063477
2013-02-21,7.160942554473877
2013-02-22,7.222012519836426
2013-02-25,7.142361164093018
2013-02-26,7.208734035491943
2013-02-27,7.2804274559021
2013-02-28,7.354769229888916
2013-03-01,7.415836334228516
2013-03-04,7.479565143585205
2013-03-05,7.5193867683410645
2013-03-06,7.498147010803223
2013-03-07,7.442387580871582
2013-03-08,7.511425971984863
2013-03-11,7.577802658081055
2013-03-12,7.527358055114746
2013-03-13,7.5459418296813965
2013-03-14,7.527358055114746
2013-03-15,7.508768081665039
2013-03-18,7.460977554321289
2013-03-19,7.5220465660095215
2013-03-20,7.58842134475708
2013-03-21,7.569838047027588
2013-03-22,7.537974834442139
2013-03-25,7.535319805145264
2013-03-26,7.601699352264404
2013-03-27,7.638873100280762
2013-03-28,7.7902116775512695
2013-04-01,7.745079040527344
2013-04-02,7.774284362792969
2013-04-03,7.774284362792969
2013-04-04,7.864558219909668
2013-04-05,7.930939674377441
2013-04-08,8.013248443603516
2013-04-09,8.010594367980957
2013-04-10,8.140694618225098
2013-04-11,8.108835220336914
2013-04-12,8.132731437683105
2013-04-15,7.970767021179199
2013-04-16,8.100869178771973
2013-04-17,8.084939002990723
2013-04-18,8.14334774017334
2013-04-19,8.254866600036621
2013-04-22,8.241592407226562
2013-04-23,8.24690055847168
2013-04-24,8.268144607543945
2013-04-25,8.276107788085938
2013-04-26,8.246674537658691
2013-04-29,8.33497428894043
2013-04-30,8.222591400146484
2013-05-01,8.190482139587402
2013-05-02,8.179780960083008
2013-05-03,8.169076919555664
2013-05-06,8.075427055358887
2013-05-07,8.07810115814209
2013-05-08,7.98444938659668
2013-05-09,7.719549655914307
2013-05-10,7.690118312835693
2013-05-13,7.698145389556885
2013-05-14,7.783766746520996
2013-05-15,7.933610916137695
2013-05-16,7.8961501121521
2013-05-17,7.968396186828613
2013-05-20,7.928260803222656
2013-05-21,7.920234203338623
2013-05-22,7.76503849029541
2013-05-23,7.708847999572754
2013-05-24,7.698145389556885
2013-05-28,7.724900722503662
2013-05-29,7.6259002685546875
2013-05-30,7.698145389556885
2013-05-31,7.687441825866699
2013-06-03,7.679413318634033
2013-06-04,7.564355850219727
2013-06-05,7.489433288574219
2013-06-06,7.593790531158447
2013-06-07,7.633925914764404
2013-06-10,7.607170581817627
2013-06-11,7.537600040435791
2013-06-12,7.529571533203125
2013-06-13,7.708847999572754
2013-06-14,7.789121150970459
2013-06-17,7.805175304412842
2013-06-18,7.861365795135498
2013-06-19,7.6740617752075195
2013-06-20,7.390432834625244
2013-06-21,7.508167266845703
2013-06-24,7.409163951873779
2013-06-25,7.454647064208984
2013-06-26,7.518868446350098
2013-06-27,7.607170581817627
2013-06-28,7.663359642028809
2013-07-01,7.636600971221924
2013-07-02,7.679413318634033
2013-07-03,7.65800666809082
2013-07-05,7.65800666809082
2013-07-08,7.823904991149902
2013-07-09,7.9496660232543945
2013-07-10,7.997832298278809
2013-07-11,8.064723014831543
2013-07-12,8.104857444763184
2013-07-15,8.222591400146484
2013-07-16,8.198511123657227
2013-07-17,8.222591400146484
2013-07-18,8.278780937194824
2013-07-19,8.292162895202637
2013-07-22,8.302867889404297
2013-07-23,8.33497428894043
2013-07-24,8.185133934020996
2013-07-25,8.41257095336914
2013-07-26,8.409893035888672
2013-07-29,8.310096740722656
2013-07-30,8.320887565612793
2013-07-31,8.2858247756958
2013-08-01,8.391016006469727
2013-08-02,8.38562297821045
2013-08-05,8.323583602905273
2013-08-06,8.202208518981934
2013-08-07,8.250761032104492
2013-08-08,8.296611785888672
2013-08-09,8.272339820861816
2013-08-12,8.269640922546387
2013-08-13,8.310096740722656
2013-08-14,8.304703712463379
2013-08-15,8.129384994506836
2013-08-16,8.040375709533691
2013-08-19,7.959460735321045
2013-08-20,7.991827011108398
2013-08-21,7.902818202972412
2013-08-22,7.924397945404053
2013-08-23,7.991827011108398
2013-08-26,7.924397945404053
2013-08-27,7.9324870109558105
2013-08-28,7.905518054962158
2013-08-29,7.867757320404053
