Date,BBY
2010-11-05,27.463788986206055
2010-11-08,27.512874603271484
2010-11-09,27.095558166503906
2010-11-10,27.298084259033203
2010-11-11,27.248977661132812
2010-11-12,26.751874923706055
2010-11-15,26.506383895874023
2010-11-16,26.24249267578125
2010-11-17,26.30999755859375
2010-11-18,26.438884735107422
2010-11-19,26.721193313598633
2010-11-22,27.53129005432129
2010-11-23,27.107833862304688
2010-11-24,27.500612258911133
2010-11-26,27.463788986206055
2010-11-29,26.64141082763672
2010-11-30,26.21794319152832
2010-12-01,26.04610824584961
2010-12-02,26.73345947265625
2010-12-03,26.285457611083984
2010-12-06,26.138151168823242
2010-12-07,25.524442672729492
2010-12-08,25.55512809753418
2010-12-09,25.77606773376465
2010-12-10,25.65333366394043
2010-12-13,25.59195327758789
2010-12-14,21.7991943359375
2010-12-15,21.173189163208008
2010-12-16,21.234575271606445
2010-12-17,21.032041549682617
2010-12-20,20.847923278808594
2010-12-21,20.534940719604492
2010-12-22,20.571758270263672
2010-12-23,21.08113670349121
2010-12-27,21.001359939575195
2010-12-28,20.897022247314453
2010-12-29,21.044322967529297
2010-12-30,21.050460815429688
2010-12-31,21.136754989624023
2011-01-03,21.247709274291992
2011-01-04,21.605220794677734
2011-01-05,22.00588607788086
2011-01-06,21.728513717651367
2011-01-07,21.802474975585938
2011-01-10,22.135343551635742
2011-01-11,21.999723434448242
2011-01-12,21.987403869628906
2011-01-13,21.90726661682129
2011-01-14,21.95657730102539
2011-01-18,21.654542922973633
2011-01-19,21.51276206970215
2011-01-20,21.771657943725586
2011-01-21,21.6422061920166
2011-01-24,21.740833282470703
2011-01-25,21.66070556640625
2011-01-26,21.5682430267334
2011-01-27,21.444957733154297
2011-01-28,21.025794982910156
2011-01-31,20.957992553710938
2011-02-01,21.204557418823242
2011-02-02,21.383323669433594
2011-02-03,21.586732864379883
2011-02-04,21.722341537475586
2011-02-07,21.5682430267334
2011-02-08,21.17373275756836
2011-02-09,20.86553192138672
2011-02-10,20.994977951049805
2011-02-11,20.7114315032959
2011-02-14,20.37857437133789
2011-02-15,20.26761245727539
2011-02-16,20.13816261291504
2011-02-17,20.25528335571289
2011-02-18,20.36623764038086
2011-02-22,20.421714782714844
2011-02-23,20.168989181518555
2011-02-24,19.8299617767334
2011-02-25,19.9532413482666
2011-02-28,19.87311363220215
2011-03-01,20.008716583251953
2011-03-02,19.99639320373535
2011-03-03,20.36007308959961
2011-03-04,20.150489807128906
2011-03-07,19.608051300048828
2011-03-08,19.49093246459961
2011-03-09,19.281354904174805
2011-03-10,19.053279876708984
2011-03-11,19.429296493530273
2011-03-14,19.50326156616211
2011-03-15,19.102596282958984
2011-03-16,19.010133743286133
2011-03-17,19.028629302978516
2011-03-18,19.43545150756836
2011-03-21,19.663528442382812
2011-03-22,19.36765480041504
2011-03-23,19.632713317871094
2011-03-24,18.572479248046875
2011-03-25,18.011545181274414
2011-03-28,18.0916805267334
2011-03-29,17.925251007080078
2011-03-30,18.005380630493164
2011-03-31,17.703340530395508
2011-04-01,17.65402603149414
2011-04-04,17.351993560791016
2011-04-05,17.65402603149414
2011-04-06,18.338247299194336
2011-04-07,18.486181259155273
2011-04-08,18.30742835998535
2011-04-11,18.80671501159668
2011-04-12,18.82529640197754
2011-04-13,18.738574981689453
2011-04-14,18.24920654296875
2011-04-15,17.871334075927734
2011-04-18,18.100536346435547
2011-04-19,18.33592987060547
2011-04-20,18.64565658569336
2011-04-21,18.658050537109375
2011-04-25,18.707603454589844
2011-04-26,19.017332077026367
2011-04-27,19.017332077026367
2011-04-28,19.104063034057617
2011-04-29,19.339454650878906
2011-05-02,19.481929779052734
2011-05-03,19.4571475982666
2011-05-04,19.395198822021484
2011-05-05,19.147418975830078
2011-05-06,19.203166961669922
2011-05-09,18.831497192382812
2011-05-10,18.819108963012695
2011-05-11,18.85007667541504
2011-05-12,19.630590438842773
2011-05-13,20.01465606689453
2011-05-16,19.903154373168945
2011-05-17,19.7978458404541
2011-05-18,19.958904266357422
2011-05-19,19.69873046875
2011-05-20,19.4075927734375
2011-05-23,19.52528190612793
2011-05-24,19.673954010009766
2011-05-25,19.32706069946289
2011-05-26,19.258922576904297
2011-05-27,19.56865119934082
2011-05-31,19.673954010009766
2011-06-01,19.18458366394043
2011-06-02,18.9182186126709
2011-06-03,18.973966598510742
2011-06-06,18.50937271118164
2011-06-07,17.92089080810547
2011-06-08,17.75983428955078
2011-06-09,17.94567108154297
2011-06-10,17.611164093017578
2011-06-13,17.852752685546875
2011-06-14,18.66423988342285
2011-06-15,18.83769416809082
2011-06-16,18.58990478515625
2011-06-17,19.209362030029297
2011-06-20,19.53767967224121
2011-06-21,20.05802345275879
2011-06-22,19.680156707763672
2011-06-23,19.896963119506836
2011-06-24,20.119970321655273
2011-06-27,19.40140151977539
2011-06-28,19.773073196411133
2011-06-29,19.618206024169922
2011-06-30,19.549741744995117
2011-07-01,19.916961669921875
2011-07-05,20.066335678100586
2011-07-06,19.916961669921875
2011-07-07,20.091232299804688
2011-07-08,19.804931640625
2011-07-11,19.350566864013672
2011-07-12,19.387916564941406
2011-07-13,19.45016098022461
2011-07-14,18.336055755615234
2011-07-15,18.429407119750977
2011-07-18,18.02485466003418
2011-07-19,18.06219482421875
2011-07-20,17.999950408935547
2011-07-21,18.485424041748047
2011-07-22,18.398286819458008
2011-07-25,18.236469268798828
2011-07-26,18.52276611328125
2011-07-27,17.912818908691406
2011-07-28,17.389997482299805
2011-07-29,17.178377151489258
2011-08-01,16.780038833618164
2011-08-02,16.73647117614746
2011-08-03,16.79248809814453
2011-08-04,15.510332107543945
2011-08-05,15.883779525756836
2011-08-08,14.90660285949707
2011-08-09,15.63481616973877
2011-08-10,14.98751163482666
2011-08-11,15.529008865356445
2011-08-12,14.73854923248291
2011-08-15,15.261368751525879
2011-08-16,15.479207038879395
2011-08-17,15.44186782836914
2011-08-18,14.950166702270508
2011-08-19,14.975068092346191
2011-08-22,14.90660285949707
2011-08-23,15.174234390258789
2011-08-24,15.591239929199219
2011-08-25,15.024858474731445
2011-08-26,15.429418563842773
2011-08-29,15.8277587890625
2011-08-30,15.70327091217041
2011-08-31,15.927350044250488
2011-09-01,15.429418563842773
2011-09-02,14.99996280670166
2011-09-06,14.502031326293945
2011-09-07,15.280040740966797
2011-09-08,15.0621976852417
2011-09-09,15.248923301696777
2011-09-12,15.53523063659668
2011-09-13,14.53315544128418
2011-09-14,14.94394302368164
2011-09-15,15.983355522155762
2011-09-16,15.8277587890625
2011-09-19,15.622365951538086
2011-09-20,15.429418563842773
2011-09-21,15.012402534484863
2011-09-22,15.093327522277832
2011-09-23,15.049756050109863
2011-09-26,15.697052001953125
2011-09-27,15.367175102233887
2011-09-28,15.230246543884277
2011-09-29,15.174234390258789
2011-09-30,14.5978422164917
2011-10-03,13.858551979064941
2011-10-04,14.272052764892578
2011-10-05,14.510127067565918
2011-10-06,15.19929313659668
2011-10-07,15.518820762634277
2011-10-10,15.719307899475098
2011-10-11,16.157865524291992
2011-10-12,16.17666244506836
2011-10-13,16.00750160217285
2011-10-14,16.076419830322266
2011-10-17,15.581475257873535
2011-10-18,15.9010009765625
2011-10-19,15.687973022460938
2011-10-20,16.12026596069336
2011-10-21,16.339561462402344
2011-10-24,16.558841705322266
2011-10-25,16.320762634277344
2011-10-26,16.696666717529297
2011-10-27,16.947277069091797
2011-10-28,16.602689743041992
2011-10-31,16.43353843688965
2011-11-01,16.245580673217773
2011-11-02,16.65907859802246
2011-11-03,16.92221450805664
2011-11-04,17.110170364379883
2011-11-07,16.57762908935547
2011-11-08,16.81570816040039
2011-11-09,17.053783416748047
2011-11-10,17.10390853881836
2011-11-11,17.598859786987305
2011-11-14,17.316919326782227
2011-11-15,17.58005142211914
2011-11-16,17.58005142211914
2011-11-17,17.241744995117188
2011-11-18,16.95353889465332
2011-11-21,16.54630470275879
2011-11-22,16.402204513549805
2011-11-23,16.107746124267578
2011-11-25,16.0576171875
2011-11-28,16.59642791748047
2011-11-29,17.45475959777832
2011-11-30,16.97233772277832
2011-12-01,16.95980453491211
2011-12-02,17.291860580444336
2011-12-05,17.774276733398438
2011-12-06,17.62391471862793
2011-12-07,17.61764907836914
2011-12-08,17.17909049987793
2011-12-09,17.61138916015625
2011-12-12,17.586322784423828
2011-12-13,14.867242813110352
2011-12-14,14.629166603088379
2011-12-15,14.635429382324219
2011-12-16,14.528919219970703
2011-12-19,14.134217262268066
2011-12-20,14.447474479675293
2011-12-21,14.334701538085938
2011-12-22,14.547723770141602
2011-12-23,14.585310935974121
2011-12-27,14.679281234741211
2011-12-28,14.409884452819824
2011-12-29,14.580229759216309
2011-12-30,14.74426555633545
2012-01-03,14.939842224121094
2012-01-04,14.655938148498535
2012-01-05,14.78842830657959
2012-01-06,15.280533790588379
2012-01-09,15.532893180847168
2012-01-10,15.595986366271973
2012-01-11,15.652765274047852
2012-01-12,15.621224403381348
2012-01-13,15.324698448181152
2012-01-17,15.43194580078125
2012-01-18,15.879899978637695
2012-01-19,15.83573055267334
2012-01-20,15.772639274597168
2012-01-23,16.20796775817871
2012-01-24,15.999773025512695
2012-01-25,16.220582962036133
2012-01-26,15.785256385803223
2012-01-27,16.05023765563965
2012-01-30,16.012386322021484
2012-01-31,15.110185623168945
2012-02-01,15.255300521850586
2012-02-02,15.331005096435547
2012-02-03,15.053410530090332
2012-02-06,15.564441680908203
2012-02-07,16.012386322021484
2012-02-08,16.024993896484375
2012-02-09,15.99345588684082
2012-02-10,15.823116302490234
2012-02-13,15.905136108398438
2012-02-14,16.081783294677734
2012-02-15,15.99345588684082
2012-02-16,16.3215274810791
2012-02-17,16.220582962036133
2012-02-21,16.346763610839844
2012-02-22,15.823116302490234
2012-02-23,15.892511367797852
2012-02-24,15.766324996948242
2012-02-27,15.778949737548828
2012-02-28,16.11333465576172
2012-02-29,15.58337688446045
2012-03-01,15.58337688446045
2012-03-02,15.337311744689941
2012-03-05,15.545515060424805
2012-03-06,15.179585456848145
2012-03-07,15.387784957885742
2012-03-08,15.48873519897461
2012-03-09,15.627532005310059
2012-03-12,15.495040893554688
2012-03-13,15.513972282409668
2012-03-14,15.091265678405762
2012-03-15,15.898818969726562
2012-03-16,16.100711822509766
2012-03-19,16.4792537689209
2012-03-20,16.586505889892578
2012-03-21,17.122777938842773
2012-03-22,17.00921630859375
2012-03-23,17.356216430664062
2012-03-26,17.267892837524414
2012-03-27,16.990293502807617
2012-03-28,16.794702529907227
2012-03-29,15.627532005310059
2012-03-30,14.939842224121094
2012-04-02,14.914607048034668
2012-04-03,14.857826232910156
2012-04-04,14.479283332824707
2012-04-05,14.290009498596191
2012-04-09,14.290009498596191
2012-04-10,13.450909614562988
2012-04-11,13.854690551757812
2012-04-12,14.031343460083008
2012-04-13,13.905160903930664
2012-04-16,13.78528881072998
2012-04-17,13.931465148925781
2012-04-18,14.020447731018066
2012-04-19,13.982315063476562
2012-04-20,13.645463943481445
2012-04-23,13.823421478271484
2012-04-24,13.791646003723145
2012-04-25,14.033158302307129
2012-04-26,14.052223205566406
2012-04-27,14.192048072814941
2012-04-30,14.026798248291016
2012-05-01,14.26831340789795
2012-05-02,14.045868873596191
2012-05-03,13.721735000610352
2012-05-04,13.232348442077637
2012-05-07,13.105242729187012
2012-05-08,12.78746223449707
2012-05-09,12.774747848510742
2012-05-10,12.673056602478027
2012-05-11,12.25358772277832
2012-05-14,12.431549072265625
2012-05-15,12.151902198791504
2012-05-16,12.024787902832031
2012-05-17,11.719720840454102
2012-05-18,11.45278549194336
2012-05-21,11.548117637634277
2012-05-22,11.732431411743164
2012-05-23,11.802342414855957
2012-05-24,11.96123218536377
2012-05-25,12.183676719665527
2012-05-29,12.25358772277832
2012-05-30,12.202741622924805
2012-05-31,11.897677421569824
2012-06-01,11.63074016571045
2012-06-04,11.579895973205566
2012-06-05,12.183676719665527
2012-06-06,12.641279220581055
2012-06-07,12.520523071289062
2012-06-08,12.802458763122559
2012-06-11,12.494893074035645
2012-06-12,12.84090518951416
2012-06-13,12.430816650390625
2012-06-14,12.693532943725586
2012-06-15,12.834495544433594
2012-06-18,12.687121391296387
2012-06-19,12.962647438049316
2012-06-20,13.013915061950684
2012-06-21,12.482075691223145
2012-06-22,12.296252250671387
2012-06-25,11.860539436340332
2012-06-26,12.411593437194824
2012-06-27,12.687121391296387
2012-06-28,13.379145622253418
2012-06-29,13.430411338806152
2012-07-02,14.224954605102539
2012-07-03,13.93661117553711
2012-07-05,13.930206298828125
2012-07-06,13.83409309387207
2012-07-09,13.571375846862793
2012-07-10,13.545747756958008
2012-07-11,12.411593437194824
2012-07-12,12.187324523925781
2012-07-13,12.17451000213623
2012-07-16,12.11043643951416
2012-07-17,12.059175491333008
2012-07-18,12.078397750854492
2012-07-19,12.020730018615723
2012-07-20,11.681126594543457
2012-07-23,11.969468116760254
2012-07-24,11.59782600402832
2012-07-25,11.110847473144531
2012-07-26,11.040360450744629
2012-07-27,11.379965782165527
2012-07-30,11.572193145751953
2012-07-31,11.591419219970703
2012-08-01,11.57860279083252
2012-08-02,11.1428804397583
2012-08-03,11.303074836730957
2012-08-06,12.808869361877441
2012-08-07,12.751197814941406
2012-08-08,12.725569725036621
2012-08-09,12.296252250671387
2012-08-10,12.30907154083252
2012-08-13,12.482075691223145
2012-08-14,12.398780822753906
2012-08-15,12.40518569946289
2012-08-16,13.077994346618652
2012-08-17,12.988283157348633
2012-08-20,11.636269569396973
2012-08-21,11.476078987121582
2012-08-22,11.35433578491211
2012-08-23,11.540154457092285
2012-08-24,11.091617584228516
2012-08-27,11.450450897216797
2012-08-28,11.444038391113281
2012-08-29,11.668303489685059
2012-08-30,11.405596733093262
2012-08-31,11.367149353027344
2012-09-04,11.5465669631958
2012-09-05,11.476078987121582
2012-09-06,11.687535285949707
2012-09-07,11.791015625
2012-09-10,11.758681297302246
2012-09-11,12.017391204833984
2012-09-12,12.017391204833984
2012-09-13,11.849230766296387
2012-09-14,12.017391204833984
2012-09-17,11.616381645202637
2012-09-18,11.422347068786621
2012-09-19,11.603449821472168
2012-09-20,11.700469017028809
2012-09-21,11.519365310668945
2012-09-24,11.390009880065918
2012-09-25,10.950189590454102
2012-09-26,11.37707233428955
2012-09-27,11.370604515075684
2012-09-28,11.124825477600098
2012-10-01,10.988995552062988
2012-10-02,10.97606372833252
2012-10-03,11.487025260925293
2012-10-04,11.900971412658691
2012-10-05,11.661660194396973
2012-10-08,11.584044456481934
2012-10-09,11.53876781463623
2012-10-10,11.512900352478027
2012-10-11,11.53876781463623
2012-10-12,11.422347068786621
2012-10-15,11.305925369262695
2012-10-16,11.390009880065918
2012-10-17,11.37707233428955
2012-10-18,11.312392234802246
2012-10-19,11.1571626663208
2012-10-22,11.060139656066895
2012-10-23,10.911383628845215
2012-10-24,10.943720817565918
2012-10-25,9.81183910369873
2012-10-26,9.676008224487305
2012-10-31,9.83770751953125
2012-11-01,9.734224319458008
2012-11-02,9.501376152038574
2012-11-05,9.359082221984863
2012-11-06,9.669541358947754
2012-11-07,10.005870819091797
2012-11-08,9.870047569274902
2012-11-09,9.895917892456055
2012-11-12,10.251654624938965
2012-11-13,10.15463638305664
2012-11-14,9.915318489074707
2012-11-15,9.863579750061035
2012-11-16,8.893391609191895
2012-11-19,8.893391609191895
2012-11-20,7.735632419586182
2012-11-21,7.483383655548096
2012-11-23,7.567465782165527
2012-11-26,8.071965217590332
2012-11-27,8.337149620056152
2012-11-28,8.634672164916992
2012-11-29,8.375956535339355
2012-11-30,8.479442596435547
2012-12-03,8.356552124023438
2012-12-04,7.858522415161133
2012-12-05,7.813248634338379
2012-12-06,7.994350910186768
2012-12-07,7.863189220428467
2012-12-10,8.125511169433594
2012-12-11,7.941883087158203
2012-12-12,7.987791061401367
2012-12-13,9.260068893432617
2012-12-14,7.902536869049072
2012-12-17,8.046814918518066
2012-12-18,7.948441028594971
2012-12-19,7.804165363311768
2012-12-20,7.85007381439209
2012-12-21,7.653326034545898
2012-12-24,7.5877485275268555
2012-12-26,7.522165775299072
2012-12-27,7.548395156860352
2012-12-28,7.404120922088623
2012-12-31,7.77137565612793
2013-01-02,7.745140075683594
2013-01-03,7.863189220428467
2013-01-04,7.941883087158203
2013-01-07,8.007464408874512
2013-01-08,7.751699447631836
2013-01-09,7.600863456726074
2013-01-10,8.007464408874512
2013-01-11,9.319090843200684
2013-01-14,9.496156692504883
2013-01-15,9.456808090209961
2013-01-16,9.62076473236084
2013-01-17,9.587972640991211
2013-01-18,9.75848388671875
2013-01-22,10.092950820922852
2013-01-23,10.099508285522461
2013-01-24,10.060155868530273
2013-01-25,10.348713874816895
2013-01-28,10.532343864440918
2013-01-29,10.486438751220703
2013-01-30,10.427409172058105
2013-01-31,10.663505554199219
2013-02-01,10.565132141113281
2013-02-04,10.335599899291992
2013-02-05,10.447087287902832
2013-02-06,10.43397045135498
2013-02-07,10.217552185058594
2013-02-08,10.02737045288086
2013-02-11,10.30280876159668
2013-02-12,10.119184494018555
2013-02-13,9.915879249572754
2013-02-14,10.30280876159668
2013-02-15,11.063552856445312
2013-02-19,11.36522388458252
2013-02-20,11.312760353088379
2013-02-21,11.417689323425293
2013-02-22,11.161922454833984
2013-02-25,11.148804664611816
2013-02-26,10.794663429260254
2013-02-27,10.886479377746582
2013-02-28,10.761874198913574
2013-03-01,11.253735542297363
2013-03-04,11.653783798217773
2013-03-05,12.066941261291504
2013-03-06,12.296475410461426
2013-03-07,12.630942344665527
2013-03-08,13.227734565734863
2013-03-11,13.168707847595215
2013-03-12,13.306427001953125
2013-03-13,13.745823860168457
2013-03-14,14.099961280822754
2013-03-15,14.067167282104492
2013-03-18,14.513123512268066
2013-03-19,14.70478630065918
2013-03-20,15.246712684631348
2013-03-21,14.8435697555542
2013-03-22,15.055047988891602
2013-03-25,15.332633018493652
2013-03-26,15.002187728881836
2013-03-27,14.638692855834961
2013-03-28,14.638692855834961
2013-04-01,14.328076362609863
2013-04-02,14.301639556884766
2013-04-03,14.308249473571777
2013-04-04,16.608139038085938
2013-04-05,16.819625854492188
2013-04-08,17.15667724609375
2013-04-09,17.01128578186035
2013-04-10,16.403263092041016
2013-04-11,15.934035301208496
2013-04-12,15.920819282531738
2013-04-15,15.16079044342041
2013-04-16,15.636631965637207
2013-04-17,15.451583862304688
2013-04-18,15.180617332458496
2013-04-19,15.365670204162598
2013-04-22,15.649853706359863
2013-04-23,15.947251319885254
2013-04-24,15.709329605102539
2013-04-25,15.953857421875
2013-04-26,15.53089714050293
2013-04-29,15.993514060974121
2013-04-30,17.17650032043457
2013-05-01,17.11702537536621
2013-05-02,17.354948043823242
2013-05-03,17.52678108215332
2013-05-06,17.407821655273438
2013-05-07,17.262420654296875
2013-05-08,16.859277725219727
2013-05-09,16.91876220703125
2013-05-10,16.76675796508789
2013-05-13,16.727102279663086
2013-05-14,17.67216682434082
2013-05-15,17.447471618652344
2013-05-16,17.11702537536621
2013-05-17,17.777915954589844
2013-05-20,17.718429565429688
2013-05-21,16.945194244384766
2013-05-22,16.951805114746094
2013-05-23,17.37476921081543
2013-05-24,17.20294761657715
2013-05-28,17.66556167602539
2013-05-29,17.870437622070312
2013-05-30,18.333065032958984
2013-05-31,18.207496643066406
2013-06-03,18.081918716430664
2013-06-04,18.10835838317871
2013-06-05,17.903484344482422
2013-06-06,18.293405532836914
2013-06-07,18.19365882873535
2013-06-10,18.645841598510742
2013-06-11,18.546096801757812
2013-06-12,17.87447166442871
2013-06-13,18.326658248901367
2013-06-14,17.867826461791992
2013-06-17,18.226909637451172
2013-06-18,18.659137725830078
2013-06-19,18.393150329589844
2013-06-20,17.681631088256836
2013-06-21,17.80132293701172
2013-06-24,17.502086639404297
2013-06-25,17.781373977661133
2013-06-26,18.140466690063477
2013-06-27,18.512853622436523
2013-06-28,18.1737117767334
2013-07-01,19.776296615600586
2013-07-02,19.078075408935547
2013-07-03,19.56351089477539
2013-07-05,19.76964569091797
2013-07-08,19.962488174438477
2013-07-09,19.76964569091797
2013-07-10,18.931779861450195
2013-07-11,19.53691291809082
2013-07-12,19.76964569091797
2013-07-15,19.683204650878906
2013-07-16,19.37731170654297
2013-07-17,18.978336334228516
2013-07-18,19.157867431640625
2013-07-19,19.264266967773438
2013-07-22,19.550203323364258
2013-07-23,19.5036563873291
2013-07-24,19.5036563873291
2013-07-25,19.902645111083984
2013-07-26,19.716449737548828
2013-07-29,19.191120147705078
2013-07-30,19.510305404663086
2013-07-31,20.00904083251953
2013-08-01,20.421321868896484
2013-08-02,20.813650131225586
2013-08-05,20.77375602722168
2013-08-06,20.873498916625977
2013-08-07,20.24178123474121
2013-08-08,20.634111404418945
2013-08-09,20.368122100830078
2013-08-12,20.521072387695312
2013-08-13,20.521072387695312
2013-08-14,21.059694290161133
2013-08-15,20.48781967163086
2013-08-16,20.19522476196289
2013-08-19,20.43462562561035
2013-08-20,23.14105796813965
2013-08-21,22.442842483520508
2013-08-22,23.40704917907715
2013-08-23,23.327251434326172
2013-08-26,23.81269073486328
2013-08-27,23.287353515625
2013-08-28,23.81269073486328
2013-08-29,24.171772003173828
2013-08-30,23.939027786254883
2013-09-03,24.59735107421875
2013-09-04,24.69709587097168
2013-09-05,24.929834365844727
2013-09-06,24.72943878173828
2013-09-09,24.822946548461914
2013-09-10,25.330642700195312
2013-09-11,25.317279815673828
2013-09-12,25.136919021606445
2013-09-13,25.57111930847168
2013-09-16,25.597837448120117
