Date,BR
2010-11-04,16.640060424804688
2010-11-05,15.936226844787598
2010-11-08,15.847328186035156
2010-11-09,15.995501518249512
2010-11-10,16.262218475341797
2010-11-11,15.92141342163086
2010-11-12,15.83991813659668
2010-11-15,15.876957893371582
2010-11-16,16.01032257080078
2010-11-17,15.980680465698242
2010-11-18,15.802874565124512
2010-11-19,15.691741943359375
2010-11-22,15.684333801269531
2010-11-23,15.669520378112793
2010-11-24,15.928827285766602
2010-11-26,15.765830993652344
2010-11-29,15.63247299194336
2010-11-30,15.254629135131836
2010-12-01,15.6991548538208
2010-12-02,16.091808319091797
2010-12-03,16.417800903320312
2010-12-06,16.328893661499023
2010-12-07,16.4326229095459
2010-12-08,16.551156997680664
2010-12-09,16.65488052368164
2010-12-10,16.617834091186523
2010-12-13,16.766014099121094
2010-12-14,16.469661712646484
2010-12-15,16.327939987182617
2010-12-16,16.477123260498047
2010-12-17,16.335403442382812
2010-12-20,16.029571533203125
2010-12-21,15.925148010253906
2010-12-22,15.962447166442871
2010-12-23,15.999747276306152
2010-12-27,16.245893478393555
2010-12-28,16.1489200592041
2010-12-29,16.283178329467773
2010-12-30,16.454748153686523
2010-12-31,16.357778549194336
2011-01-03,16.618844985961914
2011-01-04,16.46966552734375
2011-01-05,16.49203872680664
2011-01-06,16.671058654785156
2011-01-07,16.58155059814453
2011-01-10,16.641225814819336
2011-01-11,16.693437576293945
2011-01-12,16.790407180786133
2011-01-13,16.700899124145508
2011-01-14,17.051469802856445
2011-01-18,17.424434661865234
2011-01-19,17.24541473388672
2011-01-20,17.021636962890625
2011-01-21,16.991798400878906
2011-01-24,17.215566635131836
2011-01-25,17.170820236206055
2011-01-26,16.991798400878906
2011-01-27,17.10368537902832
2011-01-28,16.976884841918945
2011-01-31,17.073843002319336
2011-02-01,17.12606430053711
2011-02-02,17.11115074157715
2011-02-03,17.252870559692383
2011-02-04,17.08130645751953
2011-02-07,17.342378616333008
2011-02-08,16.26080322265625
2011-02-09,16.1489200592041
2011-02-10,16.700899124145508
2011-02-11,16.85007667541504
2011-02-14,17.066389083862305
2011-02-15,17.088769912719727
2011-02-16,17.215566635131836
2011-02-17,17.40205192565918
2011-02-18,17.334922790527344
2011-02-22,17.073843002319336
2011-02-23,16.89483070373535
2011-02-24,17.051469802856445
2011-02-25,17.334922790527344
2011-02-28,17.09623146057129
2011-03-01,17.03655433654785
2011-03-02,17.073843002319336
2011-03-03,17.454269409179688
2011-03-04,17.09623146057129
2011-03-07,16.864990234375
2011-03-08,16.87244987487793
2011-03-09,16.85007667541504
2011-03-10,16.40999412536621
2011-03-11,16.297338485717773
2011-03-14,16.23725128173828
2011-03-15,16.05699920654297
2011-03-16,15.771613121032715
2011-03-17,15.921823501586914
2011-03-18,15.861740112304688
2011-03-21,15.94434642791748
2011-03-22,15.891779899597168
2011-03-23,15.921823501586914
2011-03-24,16.13211441040039
2011-03-25,16.117097854614258
2011-03-28,16.019453048706055
2011-03-29,16.23725128173828
2011-03-30,16.913177490234375
2011-03-31,17.04085922241211
2011-04-01,17.236127853393555
2011-04-04,17.17603874206543
2011-04-05,17.16852569580078
2011-04-06,17.318729400634766
2011-04-07,17.25113868713379
2011-04-08,17.138492584228516
2011-04-11,17.183547973632812
2011-04-12,17.14599609375
2011-04-13,17.14599609375
2011-04-14,17.17603874206543
2011-04-15,17.213584899902344
2011-04-18,17.01080894470215
2011-04-19,17.063385009765625
2011-04-20,17.14599609375
2011-04-21,17.14599609375
2011-04-25,17.206085205078125
2011-04-26,17.4464111328125
2011-04-27,17.596622467041016
2011-04-28,17.604124069213867
2011-04-29,17.453922271728516
2011-05-02,17.46143341064453
2011-05-03,17.476449966430664
2011-05-04,17.39384651184082
2011-05-05,17.243635177612305
2011-05-06,17.326244354248047
2011-05-09,17.58910369873047
2011-05-10,17.341272354125977
2011-05-11,16.958240509033203
2011-05-12,17.19856834411621
2011-05-13,17.078411102294922
2011-05-16,16.823055267333984
2011-05-17,16.8455867767334
2011-05-18,16.883140563964844
2011-05-19,17.055871963500977
2011-05-20,17.025836944580078
2011-05-23,16.823055267333984
2011-05-24,16.860607147216797
2011-05-25,16.99579429626465
2011-05-26,17.11595344543457
2011-05-27,17.138492584228516
2011-05-31,17.183547973632812
2011-06-01,17.213584899902344
2011-06-02,17.39384651184082
2011-06-03,17.16101837158203
2011-06-06,17.025836944580078
2011-06-07,16.980777740478516
2011-06-08,16.777992248535156
2011-06-09,16.695383071899414
2011-06-10,16.409996032714844
2011-06-13,16.47805404663086
2011-06-14,16.909101486206055
2011-06-15,16.68222999572754
2011-06-16,16.697351455688477
2011-06-17,17.22670555114746
2011-06-20,17.30233383178711
2011-06-21,17.559450149536133
2011-06-22,17.650196075439453
2011-06-23,17.725814819335938
2011-06-24,17.78631019592285
2011-06-27,17.733375549316406
2011-06-28,17.8695011138916
2011-06-29,18.119050979614258
2011-06-30,18.202234268188477
2011-07-01,18.429100036621094
2011-07-05,18.429100036621094
2011-07-06,18.595462799072266
2011-07-07,18.71646499633789
2011-07-08,18.519840240478516
2011-07-11,18.187116622924805
2011-07-12,18.179542541503906
2011-07-13,18.240049362182617
2011-07-14,17.96024513244629
2011-07-15,17.90730857849121
2011-07-18,17.703123092651367
2011-07-19,17.937551498413086
2011-07-20,17.952688217163086
2011-07-21,17.967811584472656
2011-07-22,18.02829933166504
2011-07-25,17.8619384765625
2011-07-26,17.78631019592285
2011-07-27,17.71825408935547
2011-07-28,17.589689254760742
2011-07-29,17.438447952270508
2011-08-01,17.377954483032227
2011-08-02,16.931791305541992
2011-08-03,17.158647537231445
2011-08-04,16.462923049926758
2011-08-05,16.220935821533203
2011-08-08,15.192475318908691
2011-08-09,15.72939395904541
2011-08-10,15.131979942321777
2011-08-11,15.850385665893555
2011-08-12,16.319242477416992
2011-08-15,16.152877807617188
2011-08-16,16.145309448242188
2011-08-17,15.956262588500977
2011-08-18,15.18491268157959
2011-08-19,14.814360618591309
2011-08-22,14.99586296081543
2011-08-23,15.373966217041016
2011-08-24,15.50252628326416
2011-08-25,15.147103309631348
2011-08-26,15.366411209106445
2011-08-29,15.699143409729004
2011-08-30,15.600834846496582
2011-08-31,15.744515419006348
2011-09-01,15.699143409729004
2011-09-02,15.49495792388916
2011-09-06,15.449585914611816
2011-09-07,15.91088581085205
2011-09-08,15.600834846496582
2011-09-09,15.10929012298584
2011-09-12,15.215165138244629
2011-09-13,15.405732154846191
2011-09-14,15.64203929901123
2011-09-15,16.046051025390625
2011-09-16,15.962190628051758
2011-09-19,15.931707382202148
2011-09-20,15.962190628051758
2011-09-21,15.581059455871582
2011-09-22,15.24565601348877
2011-09-23,15.367616653442383
2011-09-26,15.657283782958984
2011-09-27,15.771624565124512
2011-09-28,15.443840980529785
2011-09-29,15.52769947052002
2011-09-30,15.352363586425781
2011-10-03,14.620580673217773
2011-10-04,15.154180526733398
2011-10-05,15.1618013381958
2011-10-06,15.619168281555176
2011-10-07,15.481964111328125
2011-10-10,15.977449417114258
2011-10-11,16.099409103393555
2011-10-12,16.404327392578125
2011-10-13,16.373830795288086
2011-10-14,16.45768928527832
2011-10-17,16.00031089782715
2011-10-18,16.320466995239258
2011-10-19,16.18326187133789
2011-10-20,16.030807495117188
2011-10-21,16.137529373168945
2011-10-24,16.892183303833008
2011-10-25,16.693992614746094
2011-10-26,16.86168670654297
2011-10-27,17.372425079345703
2011-10-28,17.3571720123291
2011-10-31,16.960786819458008
2011-11-01,16.053668975830078
2011-11-02,16.823577880859375
2011-11-03,17.3571720123291
2011-11-04,17.120864868164062
2011-11-07,17.143739700317383
2011-11-08,17.1361141204834
2011-11-09,16.366214752197266
2011-11-10,16.61775779724121
2011-11-11,16.838829040527344
2011-11-14,16.671125411987305
2011-11-15,16.808326721191406
2011-11-16,16.71685791015625
2011-11-17,16.58726692199707
2011-11-18,16.762588500976562
2011-11-21,16.518659591674805
2011-11-22,16.21375274658203
2011-11-23,16.137529373168945
2011-11-25,16.084169387817383
2011-11-28,16.58726692199707
2011-11-29,16.533912658691406
2011-11-30,17.204713821411133
2011-12-01,17.1361141204834
2011-12-02,17.09037208557129
2011-12-05,17.082752227783203
2011-12-06,16.930295944213867
2011-12-07,17.037015914916992
2011-12-08,17.06004524230957
2011-12-09,17.405553817749023
2011-12-12,17.190574645996094
2011-12-13,17.22895622253418
2011-12-14,16.96792221069336
2011-12-15,17.02166175842285
2011-12-16,17.0523681640625
2011-12-19,16.622413635253906
2011-12-20,17.02166175842285
2011-12-21,17.083086013793945
2011-12-22,17.367156982421875
2011-12-23,17.336444854736328
2011-12-27,17.2059268951416
2011-12-28,17.037012100219727
2011-12-29,17.275026321411133
2011-12-30,17.313419342041016
2012-01-03,17.405553817749023
2012-01-04,17.359485626220703
2012-01-05,17.42090606689453
2012-01-06,17.328771591186523
2012-01-09,17.459291458129883
2012-01-10,17.735694885253906
2012-01-11,17.91228485107422
2012-01-12,17.850862503051758
2012-01-13,17.612850189208984
2012-01-17,17.82015037536621
2012-01-18,18.157974243164062
2012-01-19,18.21939468383789
2012-01-20,18.419021606445312
2012-01-23,18.488113403320312
2012-01-24,18.35759735107422
2012-01-25,18.434375762939453
2012-01-26,18.41133689880371
2012-01-27,18.434375762939453
2012-01-30,18.442058563232422
2012-01-31,18.403654098510742
2012-02-01,18.85665512084961
2012-02-02,18.649349212646484
2012-02-03,18.80290412902832
2012-02-06,18.779876708984375
2012-02-07,18.52650260925293
2012-02-08,18.518823623657227
2012-02-09,18.618642807006836
2012-02-10,18.49579429626465
2012-02-13,18.541854858398438
2012-02-14,18.58793067932129
2012-02-15,18.53418731689453
2012-02-16,18.76451873779297
2012-02-17,18.680065155029297
2012-02-21,18.680065155029297
2012-02-22,18.733808517456055
2012-02-23,18.99485206604004
2012-02-24,19.06395149230957
2012-02-27,19.079313278198242
2012-02-28,18.956464767456055
2012-02-29,18.6877384185791
2012-03-01,18.680065155029297
2012-03-02,18.472761154174805
2012-03-05,18.449729919433594
2012-03-06,18.250104904174805
2012-03-07,18.280818939208984
2012-03-08,18.419021606445312
2012-03-09,18.703094482421875
2012-03-12,18.710824966430664
2012-03-13,18.98905372619629
2012-03-14,18.865400314331055
2012-03-15,19.004514694213867
2012-03-16,18.873125076293945
2012-03-19,18.834482192993164
2012-03-20,18.74173355102539
2012-03-21,18.734010696411133
2012-03-22,18.695363998413086
2012-03-23,18.880849838256836
2012-03-26,19.05087661743164
2012-03-27,18.911771774291992
2012-03-28,18.610349655151367
2012-03-29,18.533069610595703
2012-03-30,18.478967666625977
2012-04-02,18.695363998413086
2012-04-03,18.579444885253906
2012-04-04,18.270301818847656
2012-04-05,18.200735092163086
2012-04-09,17.91478729248047
2012-04-10,17.822040557861328
2012-04-11,18.123456954956055
2012-04-12,18.09253692626953
2012-04-13,17.85295295715332
2012-04-16,17.783401489257812
2012-04-17,17.783401489257812
2012-04-18,17.652013778686523
2012-04-19,17.60564422607422
2012-04-20,17.69838523864746
2012-04-23,17.590185165405273
2012-04-24,17.551542282104492
2012-04-25,17.7447566986084
2012-04-26,17.907060623168945
2012-04-27,18.022985458374023
2012-04-30,17.93796730041504
2012-05-01,18.022985458374023
2012-05-02,17.798858642578125
2012-05-03,17.505170822143555
2012-05-04,17.257858276367188
2012-05-07,17.118745803833008
2012-05-08,16.886882781982422
2012-05-09,16.50046157836914
2012-05-10,16.454090118408203
2012-05-11,16.314970016479492
2012-05-14,16.26860809326172
2012-05-15,16.399986267089844
2012-05-16,16.206771850585938
2012-05-17,15.928545951843262
2012-05-18,15.650324821472168
2012-05-21,15.812614440917969
2012-05-22,15.951727867126465
2012-05-23,15.920821189880371
2012-05-24,15.920821189880371
2012-05-25,15.874446868896484
2012-05-29,15.97491455078125
2012-05-30,15.704418182373047
2012-05-31,15.634857177734375
2012-06-01,15.665777206420898
2012-06-04,15.696690559387207
2012-06-05,15.773975372314453
2012-06-06,16.021289825439453
2012-06-07,16.199045181274414
2012-06-08,16.229963302612305
2012-06-11,16.036746978759766
2012-06-12,16.13722038269043
2012-06-13,16.04446792602539
2012-06-14,15.974376678466797
2012-06-15,16.083412170410156
2012-06-18,16.13015365600586
2012-06-19,16.34822654724121
2012-06-20,16.324859619140625
2012-06-21,16.122364044189453
2012-06-22,16.29370880126953
2012-06-25,15.88092041015625
2012-06-26,15.974376678466797
2012-06-27,16.29370880126953
2012-06-28,16.246976852416992
2012-06-29,16.566312789916992
2012-07-02,16.644193649291992
2012-07-03,16.75322914123535
2012-07-05,16.581892013549805
2012-07-06,16.34822654724121
2012-07-09,16.22361183166504
2012-07-10,16.31707763671875
2012-07-11,16.426118850708008
2012-07-12,16.465059280395508
2012-07-13,16.636409759521484
2012-07-16,16.799964904785156
2012-07-17,16.916793823242188
2012-07-18,16.901214599609375
2012-07-19,16.963525772094727
2012-07-20,16.68313217163086
2012-07-23,16.340435028076172
2012-07-24,16.122364044189453
2012-07-25,16.239194869995117
2012-07-26,16.4183292388916
2012-07-27,16.644193649291992
2012-07-30,16.706504821777344
2012-07-31,16.488420486450195
2012-08-01,16.192453384399414
2012-08-02,15.896492958068848
2012-08-03,16.285919189453125
2012-08-06,16.31707763671875
2012-08-07,16.488420486450195
2012-08-08,16.566312789916992
2012-08-09,17.134878158569336
2012-08-10,17.212759017944336
2012-08-13,17.282859802246094
2012-08-14,17.586610794067383
2012-08-15,17.820268630981445
2012-08-16,17.944889068603516
2012-08-17,18.05392837524414
2012-08-20,18.303165435791016
2012-08-21,18.529037475585938
2012-08-22,18.310949325561523
2012-08-23,18.272010803222656
2012-08-24,18.381044387817383
2012-08-27,18.38884162902832
2012-08-28,18.4044132232666
2012-08-29,18.661441802978516
2012-08-30,18.248641967773438
2012-08-31,18.4433536529541
2012-09-04,18.731534957885742
2012-09-05,18.708173751831055
2012-09-06,18.731534957885742
2012-09-07,18.653650283813477
2012-09-10,18.747106552124023
2012-09-11,18.731534957885742
2012-09-12,18.731534957885742
2012-09-13,18.82569694519043
2012-09-14,19.00619125366211
2012-09-17,18.78646469116211
2012-09-18,18.747230529785156
2012-09-19,18.731534957885742
2012-09-20,18.72368812561035
2012-09-21,18.61382484436035
2012-09-24,18.496112823486328
2012-09-25,18.19791603088379
2012-09-26,18.205768585205078
2012-09-27,18.394105911254883
2012-09-28,18.307781219482422
2012-10-01,18.088058471679688
2012-10-02,18.158679962158203
2012-10-03,18.158679962158203
2012-10-04,18.488271713256836
2012-10-05,18.370559692382812
2012-10-08,18.354862213134766
2012-10-09,18.11944580078125
2012-10-10,17.946802139282227
2012-10-11,17.91541290283203
2012-10-12,17.711389541625977
2012-10-15,17.884029388427734
2012-10-16,18.22930908203125
2012-10-17,18.370559692382812
2012-10-18,18.36271095275879
2012-10-19,17.993892669677734
2012-10-22,17.805557250976562
2012-10-23,17.821247100830078
2012-10-24,17.734922409057617
2012-10-25,17.85263442993164
2012-10-26,17.923261642456055
2012-10-31,18.009580612182617
2012-11-01,18.519657135009766
2012-11-02,18.040964126586914
2012-11-05,18.307781219482422
2012-11-06,18.08020782470703
2012-11-07,17.34255599975586
2012-11-08,17.507354736328125
2012-11-09,17.813400268554688
2012-11-12,17.797704696655273
2012-11-13,17.860477447509766
2012-11-14,17.76631736755371
2012-11-15,17.789859771728516
2012-11-16,17.656452178955078
2012-11-19,17.923261642456055
2012-11-20,18.040964126586914
2012-11-21,18.29993438720703
2012-11-23,18.370559692382812
2012-11-26,18.511812210083008
2012-11-27,18.354862213134766
2012-11-28,18.36271095275879
2012-11-29,18.40194320678711
2012-11-30,18.527503967285156
2012-12-03,18.40194320678711
2012-12-04,18.511812210083008
2012-12-05,18.480417251586914
2012-12-06,18.61382484436035
2012-12-07,18.543195724487305
2012-12-10,18.740886688232422
2012-12-11,18.819965362548828
2012-12-12,18.709259033203125
2012-12-13,18.511573791503906
2012-12-14,18.23480224609375
2012-12-17,18.479936599731445
2012-12-18,18.582738876342773
2012-12-19,18.385051727294922
2012-12-20,18.52737808227539
2012-12-21,18.45621681213379
2012-12-24,18.519479751586914
2012-12-26,18.250619888305664
2012-12-27,17.97385597229004
2012-12-28,17.942232131958008
2012-12-31,18.092466354370117
2013-01-02,18.653905868530273
2013-01-03,18.566919326782227
2013-01-04,18.566919326782227
2013-01-07,18.59064292907715
2013-01-08,18.677623748779297
2013-01-09,18.54319953918457
2013-01-10,18.43248748779297
2013-01-11,18.440401077270508
2013-01-14,18.2901611328125
2013-01-15,18.337608337402344
2013-01-16,18.163639068603516
2013-01-17,18.250619888305664
2013-01-18,18.329687118530273
2013-01-22,18.54319953918457
2013-01-23,18.495750427246094
2013-01-24,18.606460571289062
2013-01-25,18.55901527404785
2013-01-28,18.448305130004883
2013-01-29,18.55901527404785
2013-01-30,18.34551239013672
2013-01-31,18.63809585571289
2013-02-01,18.64600372314453
2013-02-04,18.535293579101562
2013-02-05,18.59064292907715
2013-02-06,18.630178451538086
2013-02-07,17.6812801361084
2013-02-08,17.38079261779785
2013-02-11,17.61011505126953
2013-02-12,17.64964485168457
2013-02-13,17.72872543334961
2013-02-14,17.791976928710938
2013-02-15,17.831518173217773
2013-02-19,18.01339340209961
2013-02-20,18.092466354370117
2013-02-21,17.989669799804688
2013-02-22,18.029205322265625
2013-02-25,17.736629486083984
2013-02-26,17.85524559020996
2013-02-27,18.092466354370117
2013-02-28,18.147823333740234
2013-03-01,18.11618995666504
2013-03-04,18.060836791992188
2013-03-05,18.258525848388672
2013-03-06,18.2901611328125
2013-03-07,18.37714195251465
2013-03-08,18.74879264831543
2013-03-11,18.772518157958984
2013-03-12,18.74879264831543
2013-03-13,18.947996139526367
2013-03-14,19.09141731262207
2013-03-15,19.155168533325195
2013-03-18,19.051578521728516
2013-03-19,19.027679443359375
2013-03-20,19.394210815429688
2013-03-21,19.362335205078125
2013-03-22,19.537630081176758
2013-03-25,19.65715217590332
2013-03-26,19.585437774658203
2013-03-27,19.64121437072754
2013-03-28,19.792613983154297
2013-04-01,19.46591567993164
2013-04-02,19.2667179107666
2013-04-03,19.075483322143555
2013-04-04,19.027679443359375
2013-04-05,18.661149978637695
2013-04-08,18.724895477294922
2013-04-09,18.73285675048828
2013-04-10,19.250782012939453
2013-04-11,19.840415954589844
2013-04-12,19.6173152923584
2013-04-15,18.892215728759766
2013-04-16,19.306554794311523
2013-04-17,19.3862361907959
2013-04-18,19.322494506835938
2013-04-19,19.529661178588867
2013-04-22,19.585437774658203
2013-04-23,19.529661178588867
2013-04-24,19.513723373413086
2013-04-25,19.52170181274414
2013-04-26,19.513723373413086
2013-04-29,19.537630081176758
2013-04-30,20.06352424621582
2013-05-01,19.999778747558594
2013-05-02,20.206941604614258
2013-05-03,20.17506980895996
2013-05-06,20.17506980895996
2013-05-07,20.71689796447754
2013-05-08,20.860334396362305
2013-05-09,20.71689796447754
2013-05-10,20.677059173583984
2013-05-13,20.78064727783203
2013-05-14,21.003747940063477
2013-05-15,21.08343505859375
2013-05-16,21.202953338623047
2013-05-17,21.609323501586914
2013-05-20,21.665098190307617
2013-05-21,21.473865509033203
2013-05-22,21.362308502197266
2013-05-23,21.673067092895508
2013-05-24,21.848365783691406
2013-05-28,22.286602020263672
2013-05-29,21.848365783691406
2013-05-30,21.473865509033203
2013-05-31,21.625259399414062
2013-06-03,21.338409423828125
2013-06-04,21.155141830444336
2013-06-05,20.955942153930664
2013-06-06,21.075458526611328
2013-06-07,21.394182205200195
2013-06-10,21.354341506958008
2013-06-11,21.25075340270996
2013-06-12,21.17107582092285
2013-06-13,21.435819625854492
2013-06-14,21.323501586914062
2013-06-17,21.475929260253906
2013-06-18,21.644397735595703
2013-06-19,21.29141616821289
2013-06-20,21.163055419921875
2013-06-21,20.994586944580078
2013-06-24,20.705780029296875
2013-06-25,20.794023513793945
2013-06-26,20.794023513793945
2013-06-27,21.074811935424805
2013-06-28,21.323501586914062
2013-07-01,21.732643127441406
2013-07-02,21.604286193847656
2013-07-03,21.788806915283203
2013-07-05,21.909135818481445
2013-07-08,22.25409698486328
2013-07-09,21.981340408325195
2013-07-10,22.10167121887207
2013-07-11,22.366409301757812
2013-07-12,22.58301544189453
2013-07-15,22.591045379638672
2013-07-16,22.478729248046875
2013-07-17,22.550928115844727
2013-07-18,22.78358268737793
2013-07-19,22.767534255981445
2013-07-22,22.895893096923828
2013-07-23,22.960065841674805
2013-07-24,22.895893096923828
2013-07-25,22.94402503967285
2013-07-26,22.960065841674805
2013-07-29,22.87984275817871
2013-07-30,22.87984275817871
2013-07-31,23.216787338256836
2013-08-01,23.45745849609375
2013-08-02,23.449440002441406
2013-08-05,23.51361656188965
2013-08-06,23.41735076904297
2013-08-07,23.24888038635254
2013-08-08,24.524436950683594
2013-08-09,25.061935424804688
2013-08-12,25.094024658203125
2013-08-13,25.471080780029297
2013-08-14,24.61268424987793
2013-08-15,24.49234390258789
2013-08-16,24.524436950683594
2013-08-19,24.628726959228516
2013-08-20,24.628726959228516
2013-08-21,24.62070083618164
2013-08-22,24.909513473510742
2013-08-23,24.821256637573242
2013-08-26,24.82929039001465
2013-08-27,24.203542709350586
2013-08-28,24.043092727661133
2013-08-29,24.227603912353516
2013-08-30,23.874624252319336
2013-09-03,23.746259689331055
2013-09-04,23.970888137817383
2013-09-05,24.131343841552734
2013-09-06,24.123313903808594
2013-09-09,24.299806594848633
2013-09-10,24.652793884277344
2013-09-11,24.724998474121094
2013-09-12,24.708845138549805
2013-09-13,24.76538848876953
2013-09-16,24.854238510131836
