Date,TROW
2010-01-04,32.66350173950195
2010-01-05,33.02975845336914
2010-01-06,32.513389587402344
2010-01-07,32.4893684387207
2010-01-08,32.363285064697266
2010-01-11,32.59144973754883
2010-01-12,32.777587890625
2010-01-13,33.10181427001953
2010-01-14,32.897666931152344
2010-01-15,32.18313980102539
2010-01-19,32.597450256347656
2010-01-20,32.0390510559082
2010-01-21,31.1744327545166
2010-01-22,30.405881881713867
2010-01-25,31.042335510253906
2010-01-26,30.844192504882812
2010-01-27,31.600738525390625
2010-01-28,30.381866455078125
2010-01-29,29.79343032836914
2010-02-01,30.640052795410156
2010-02-02,30.724098205566406
2010-02-03,30.44190216064453
2010-02-04,28.98285484313965
2010-02-05,29.343103408813477
2010-02-08,28.89879035949707
2010-02-09,29.235031127929688
2010-02-10,29.46318817138672
2010-02-11,29.42715835571289
2010-02-12,29.38513946533203
2010-02-16,30.12967300415039
2010-02-17,29.97355079650879
2010-02-18,29.78142547607422
2010-02-19,29.991579055786133
2010-02-22,30.04561424255371
2010-02-23,29.78142547607422
2010-02-24,30.399871826171875
2010-02-25,30.213729858398438
2010-02-26,30.43589210510254
2010-03-01,30.682085037231445
2010-03-02,30.862197875976562
2010-03-03,31.006317138671875
2010-03-04,31.55869483947754
2010-03-05,32.411312103271484
2010-03-08,32.0390510559082
2010-03-09,32.11710739135742
2010-03-10,32.087074279785156
2010-03-11,32.063072204589844
2010-03-12,32.18376541137695
2010-03-15,32.256195068359375
2010-03-16,32.497581481933594
2010-03-17,33.34244918823242
2010-03-18,33.32435607910156
2010-03-19,33.07691955566406
2010-03-22,33.46918869018555
2010-03-23,33.71057891845703
2010-03-24,33.19157409667969
2010-03-25,33.32435607910156
2010-03-26,33.239864349365234
2010-03-29,33.40884017944336
2010-03-30,33.31831359863281
2010-03-31,33.173484802246094
2010-04-01,33.716609954833984
2010-04-05,33.71057891845703
2010-04-06,33.75283432006836
2010-04-07,33.5174674987793
2010-04-08,33.59590530395508
2010-04-09,34.10887145996094
2010-04-12,34.03043746948242
2010-04-13,34.49509811401367
2010-04-14,35.29170227050781
2010-04-15,35.42447280883789
2010-04-16,34.22957992553711
2010-04-19,34.79081726074219
2010-04-20,35.30379104614258
2010-04-21,35.12876892089844
2010-04-22,35.593441009521484
2010-04-23,35.53310775756836
2010-04-26,34.887367248535156
2010-04-27,33.95197296142578
2010-04-28,34.102848052978516
2010-04-29,35.53912353515625
2010-04-30,34.72443389892578
2010-05-03,35.3520622253418
2010-05-04,34.585628509521484
2010-05-05,34.14508056640625
2010-05-06,32.256195068359375
2010-05-07,31.68889808654785
2010-05-10,33.21571350097656
2010-05-11,32.61223220825195
2010-05-12,33.17951965332031
2010-05-13,32.43120193481445
2010-05-14,31.664770126342773
2010-05-17,32.05702590942383
2010-05-18,31.369070053100586
2010-05-19,31.25440788269043
2010-05-20,29.55257225036621
2010-05-21,30.771615982055664
2010-05-24,29.492229461669922
2010-05-25,30.07761573791504
2010-05-26,29.830181121826172
2010-05-27,31.061290740966797
2010-05-28,29.884490966796875
2010-06-01,29.395679473876953
2010-06-02,30.228483200073242
2010-06-03,29.85433006286621
2010-06-04,28.91892433166504
2010-06-07,28.43613624572754
2010-06-08,28.949077606201172
2010-06-09,28.490442276000977
2010-06-10,29.63150978088379
2010-06-11,30.250621795654297
2010-06-14,29.97141456604004
2010-06-15,30.645143508911133
2010-06-16,30.04425048828125
2010-06-17,30.007827758789062
2010-06-18,29.947139739990234
2010-06-21,29.595108032226562
2010-06-22,29.0306453704834
2010-06-23,28.909242630004883
2010-06-24,27.919912338256836
2010-06-25,28.872825622558594
2010-06-28,28.52079200744629
2010-06-29,27.22190284729004
2010-06-30,26.942710876464844
2010-07-01,26.77883529663086
2010-07-02,26.46321678161621
2010-07-06,26.572471618652344
2010-07-07,27.883499145507812
2010-07-08,28.58148765563965
2010-07-09,29.067052841186523
2010-07-12,29.01243019104004
2010-07-13,29.82574462890625
2010-07-14,29.443376541137695
2010-07-15,29.43730354309082
2010-07-16,28.484375
2010-07-19,28.69074058532715
2010-07-20,28.92138671875
2010-07-21,28.599702835083008
2010-07-22,30.007827758789062
2010-07-23,29.042770385742188
2010-07-26,29.41909408569336
2010-07-27,29.34018325805664
2010-07-28,29.261280059814453
2010-07-29,29.56476402282715
2010-07-30,29.273418426513672
2010-08-02,30.359874725341797
2010-08-03,30.16564178466797
2010-08-04,30.438785552978516
2010-08-05,30.554096221923828
2010-08-06,29.898574829101562
2010-08-09,30.28704261779785
2010-08-10,29.843963623046875
2010-08-11,28.660402297973633
2010-08-12,28.223386764526367
2010-08-13,28.16876220703125
2010-08-16,28.047359466552734
2010-08-17,28.976009368896484
2010-08-18,28.82427215576172
2010-08-19,27.70747947692871
2010-08-20,27.974533081054688
2010-08-23,27.816726684570312
2010-08-24,27.22190284729004
2010-08-25,27.3736515045166
2010-08-26,26.69386100769043
2010-08-27,27.458620071411133
2010-08-30,26.572471618652344
2010-08-31,26.57854461669922
2010-09-01,27.932056427001953
2010-09-02,28.31443977355957
2010-09-03,29.188444137573242
2010-09-07,28.478307723999023
2010-09-08,28.93352508544922
2010-09-09,29.504060745239258
2010-09-10,29.67496109008789
2010-09-13,30.443992614746094
2010-09-14,30.42569351196289
2010-09-15,30.224266052246094
2010-09-16,30.285301208496094
2010-09-17,30.30971336364746
2010-09-20,31.145889282226562
2010-09-21,30.60879898071289
2010-09-22,30.19986343383789
2010-09-23,29.418622970581055
2010-09-24,30.743064880371094
2010-09-27,30.498931884765625
2010-09-28,30.578266143798828
2010-09-29,30.297513961791992
2010-09-30,30.553857803344727
2010-10-01,30.724748611450195
2010-10-04,30.382965087890625
2010-10-05,31.689098358154297
2010-10-06,31.731809616088867
2010-10-07,31.22524070739746
2010-10-08,31.505990982055664
2010-10-11,31.567028045654297
2010-10-12,31.8172664642334
2010-10-13,32.3665771484375
2010-10-14,32.05531311035156
2010-10-15,31.969858169555664
2010-10-18,32.299442291259766
2010-10-19,31.597553253173828
2010-10-20,32.268924713134766
2010-10-21,32.165157318115234
2010-10-22,33.501827239990234
2010-10-25,33.379737854003906
2010-10-26,33.3187255859375
2010-10-27,33.20275115966797
2010-10-28,33.38584899902344
2010-10-29,33.733741760253906
2010-11-01,33.81308364868164
2010-11-02,34.356300354003906
2010-11-03,34.64316940307617
2010-11-04,36.08967208862305
2010-11-05,36.90144729614258
2010-11-08,36.01645278930664
2010-11-09,35.31454086303711
2010-11-10,35.58919906616211
2010-11-11,35.80281066894531
2010-11-12,35.241294860839844
2010-11-15,35.50374984741211
2010-11-16,34.704219818115234
2010-11-17,35.033790588378906
2010-11-18,35.729583740234375
2010-11-19,35.99813461303711
2010-11-22,35.729583740234375
2010-11-23,34.899505615234375
2010-11-24,36.14460754394531
2010-11-26,35.796722412109375
2010-11-29,35.60752487182617
2010-11-30,35.60139846801758
2010-12-01,36.29109573364258
2010-12-02,37.517887115478516
2010-12-03,37.426334381103516
2010-12-06,37.58503341674805
2010-12-07,37.902400970458984
2010-12-08,37.74372100830078
