Date,LH
2010-11-05,68.46786499023438
2010-11-08,68.47611236572266
2010-11-09,68.3853759765625
2010-11-10,68.41836547851562
2010-11-11,68.88037872314453
2010-11-12,67.7913589477539
2010-11-15,68.26985931396484
2010-11-16,66.70233917236328
2010-11-17,67.12309265136719
2010-11-18,67.6923599243164
2010-11-19,68.48435974121094
2010-11-22,67.74185180664062
2010-11-23,66.94158935546875
2010-11-24,67.10659790039062
2010-11-26,66.71883392333984
2010-11-29,66.96633911132812
2010-11-30,67.67585754394531
2010-12-01,70.52213287353516
2010-12-02,69.22689819335938
2010-12-03,69.07838439941406
2010-12-06,68.54212951660156
2010-12-07,68.2451171875
2010-12-08,68.79785919189453
2010-12-09,69.06185913085938
2010-12-10,69.81263732910156
2010-12-13,69.21038055419922
2010-12-14,70.56340026855469
2010-12-15,71.47916412353516
2010-12-16,73.03020477294922
2010-12-17,73.36019897460938
2010-12-20,72.77444458007812
2010-12-21,73.03844451904297
2010-12-22,73.27769470214844
2010-12-23,72.78269958496094
2010-12-27,72.74144744873047
2010-12-28,72.7166976928711
2010-12-29,72.658935546875
2010-12-30,73.11268615722656
2010-12-31,72.5351791381836
2011-01-03,73.91295623779297
2011-01-04,74.35022735595703
2011-01-05,74.58122253417969
2011-01-06,74.05320739746094
2011-01-07,73.97896575927734
2011-01-10,73.52519226074219
2011-01-11,74.89472198486328
2011-01-12,75.20824432373047
2011-01-13,75.74446868896484
2011-01-14,75.19998168945312
2011-01-18,74.7874755859375
2011-01-19,74.17696380615234
2011-01-20,74.31720733642578
2011-01-21,74.05320739746094
2011-01-24,73.98722076416016
2011-01-25,75.04322052001953
2011-01-26,76.35499572753906
2011-01-27,76.13224029541016
2011-01-28,74.72147369384766
2011-01-31,74.17696380615234
2011-02-01,73.28594970703125
2011-02-02,73.68194580078125
2011-02-03,74.20172119140625
2011-02-04,74.58122253417969
2011-02-07,74.50697326660156
2011-02-08,74.82047271728516
2011-02-09,74.86172485351562
2011-02-10,72.37843322753906
2011-02-11,72.42793273925781
2011-02-14,72.37843322753906
2011-02-15,72.32893371582031
2011-02-16,72.86518096923828
2011-02-17,72.51044464111328
2011-02-18,73.43445587158203
2011-02-22,72.30418395996094
2011-02-23,73.14569854736328
2011-02-24,72.88993835449219
2011-02-25,73.98722076416016
2011-02-28,74.35846710205078
2011-03-01,73.41796112060547
2011-03-02,73.73970794677734
2011-03-03,75.2989730834961
2011-03-04,76.21475219726562
2011-03-07,75.18347930908203
2011-03-08,76.04149627685547
2011-03-09,75.79398345947266
2011-03-10,74.21822357177734
2011-03-11,74.30070495605469
2011-03-14,73.96244812011719
2011-03-15,72.93943786621094
2011-03-16,71.89167022705078
2011-03-17,72.03193664550781
2011-03-18,71.77616119384766
2011-03-21,71.5616683959961
2011-03-22,72.08966827392578
2011-03-23,71.85868072509766
2011-03-24,72.91468811035156
2011-03-25,73.30242919921875
2011-03-28,73.91295623779297
2011-03-29,74.86998748779297
2011-03-30,75.54647827148438
2011-03-31,76.00849151611328
2011-04-01,76.61075592041016
2011-04-04,77.1882553100586
2011-04-05,77.26248931884766
2011-04-06,77.5265121459961
2011-04-07,77.4770278930664
2011-04-08,76.5777587890625
2011-04-11,77.0562515258789
2011-04-12,77.28726959228516
2011-04-13,77.79876708984375
2011-04-14,78.42577362060547
2011-04-15,79.0280532836914
2011-04-18,78.09577941894531
2011-04-19,79.4240493774414
2011-04-20,79.8530502319336
2011-04-21,79.67980194091797
2011-04-25,78.68978881835938
2011-04-26,78.49178314208984
2011-04-27,79.0032958984375
2011-04-28,79.0197982788086
2011-04-29,79.58905792236328
2011-05-02,81.05756378173828
2011-05-03,79.40753936767578
2011-05-04,79.09403991699219
2011-05-05,79.50653839111328
2011-05-06,80.51306915283203
2011-05-09,81.24732208251953
2011-05-10,81.59383392333984
2011-05-11,81.25557708740234
2011-05-12,82.5013427734375
2011-05-13,82.27859497070312
2011-05-16,82.00634765625
2011-05-17,82.5013427734375
2011-05-18,82.52609252929688
2011-05-19,83.09536743164062
2011-05-20,82.99634552001953
2011-05-23,81.68458557128906
2011-05-24,81.32981872558594
2011-05-25,81.6020736694336
2011-05-26,81.61858367919922
2011-05-27,82.4848403930664
2011-05-31,83.18611145019531
2011-06-01,81.68458557128906
2011-06-02,81.14008331298828
2011-06-03,80.11705017089844
2011-06-06,79.36630249023438
2011-06-07,79.29203033447266
2011-06-08,79.2260513305664
2011-06-09,79.49830627441406
2011-06-10,78.82178497314453
2011-06-13,78.68978881835938
2011-06-14,79.4735336303711
2011-06-15,79.0197982788086
2011-06-16,79.54778289794922
2011-06-17,79.61381530761719
2011-06-20,80.12529754638672
2011-06-21,80.14180755615234
2011-06-22,79.6385498046875
2011-06-23,78.67327880859375
2011-06-24,77.97203063964844
2011-06-27,78.59903717041016
2011-06-28,79.03629302978516
2011-06-29,78.49178314208984
2011-06-30,79.8530502319336
2011-07-01,81.19783020019531
2011-07-05,80.96682739257812
2011-07-06,81.75057983398438
2011-07-07,81.725830078125
2011-07-08,81.07408142089844
2011-07-11,80.09232330322266
2011-07-12,79.71279907226562
2011-07-13,78.37628173828125
2011-07-14,78.53302764892578
2011-07-15,78.97855377197266
2011-07-18,78.35977935791016
2011-07-19,80.00980377197266
2011-07-20,79.68806457519531
2011-07-21,77.93904113769531
2011-07-22,76.80876159667969
2011-07-25,76.000244140625
2011-07-26,75.74446868896484
2011-07-27,74.38321685791016
2011-07-28,74.54823303222656
2011-07-29,74.87821960449219
2011-08-01,73.21170043945312
2011-08-02,72.27117156982422
2011-08-03,72.74144744873047
2011-08-04,70.50565338134766
2011-08-05,70.97590637207031
2011-08-08,66.85908508300781
2011-08-09,69.34237670898438
2011-08-10,65.9020767211914
2011-08-11,68.31111907958984
2011-08-12,68.50911712646484
2011-08-15,69.91163635253906
2011-08-16,69.41664123535156
2011-08-17,68.73188781738281
2011-08-18,65.96808624267578
2011-08-19,65.25031280517578
2011-08-22,63.77354049682617
2011-08-23,65.58858489990234
2011-08-24,66.36408233642578
2011-08-25,65.38231658935547
2011-08-26,66.52908325195312
2011-08-29,68.3853759765625
2011-08-30,68.61637115478516
2011-08-31,68.91337585449219
2011-09-01,68.05535888671875
2011-09-02,67.0158462524414
2011-09-06,68.26162719726562
2011-09-07,71.01716613769531
2011-09-08,70.69539642333984
2011-09-09,66.84259796142578
2011-09-12,67.7501220703125
2011-09-13,67.58509826660156
2011-09-14,68.5668716430664
2011-09-15,67.99761962890625
2011-09-16,68.82263946533203
2011-09-19,67.70059967041016
2011-09-20,68.0883560180664
2011-09-21,66.0918197631836
2011-09-22,65.06055450439453
2011-09-23,65.72056579589844
2011-09-26,67.93160247802734
2011-09-27,68.80612182617188
2011-09-28,66.57858276367188
2011-09-29,66.49607849121094
2011-09-30,65.2173080444336
2011-10-03,62.70927810668945
2011-10-04,64.16954803466797
2011-10-05,62.69277572631836
2011-10-06,64.4253158569336
2011-10-07,64.6233139038086
2011-10-10,66.36408233642578
2011-10-11,65.26680755615234
2011-10-12,66.32283782958984
2011-10-13,64.97806549072266
2011-10-14,66.38058471679688
2011-10-17,66.23208618164062
2011-10-18,68.12960815429688
2011-10-19,67.60160064697266
2011-10-20,67.0158462524414
2011-10-21,67.84912872314453
2011-10-24,68.53387451171875
2011-10-25,69.35887908935547
2011-10-26,68.80612182617188
2011-10-27,70.5716552734375
2011-10-28,71.66893768310547
2011-10-31,69.17737579345703
2011-11-01,66.91685485839844
2011-11-02,67.46958923339844
2011-11-03,68.203857421875
2011-11-04,67.51084899902344
2011-11-07,68.44312286376953
2011-11-08,69.51563262939453
2011-11-09,66.57858276367188
2011-11-10,67.62635803222656
2011-11-11,69.14436340332031
2011-11-14,69.3341293334961
2011-11-15,69.16912841796875
2011-11-16,68.13786315917969
2011-11-17,66.47132110595703
2011-11-18,66.81784057617188
2011-11-21,65.42357635498047
2011-11-22,66.30633544921875
2011-11-23,66.454833984375
2011-11-25,66.57858276367188
2011-11-28,68.36063385009766
2011-11-29,68.88037872314453
2011-11-30,70.72016143798828
2011-12-01,71.03367614746094
2011-12-02,71.14091491699219
2011-12-05,71.23165130615234
2011-12-06,70.6294174194336
2011-12-07,70.24164581298828
2011-12-08,68.41011047363281
2011-12-09,68.83086395263672
2011-12-12,67.93160247802734
2011-12-13,67.35409545898438
2011-12-14,67.15608978271484
2011-12-15,67.26335144042969
2011-12-16,67.3458480834961
2011-12-19,67.33760833740234
2011-12-20,69.49913787841797
2011-12-21,69.87039184570312
2011-12-22,71.66893768310547
2011-12-23,72.04017639160156
2011-12-27,72.33717346191406
2011-12-28,70.80266571044922
2011-12-29,71.3306655883789
2011-12-30,70.92639923095703
2012-01-03,71.28117370605469
2012-01-04,71.38017272949219
2012-01-05,71.66893768310547
2012-01-06,72.11442565917969
2012-01-09,71.85868072509766
2012-01-10,72.35369873046875
2012-01-11,72.09791564941406
2012-01-12,72.24642181396484
2012-01-13,71.72665405273438
2012-01-17,73.04669952392578
2012-01-18,72.98894500732422
2012-01-19,73.28594970703125
2012-01-20,73.12918090820312
2012-01-23,73.3519515991211
2012-01-24,75.2247314453125
2012-01-25,75.71973419189453
2012-01-26,75.12571716308594
2012-01-27,75.3402328491211
2012-01-30,75.01021575927734
2012-01-31,75.3979721069336
2012-02-01,76.31375885009766
2012-02-02,76.24774932861328
2012-02-03,76.80049896240234
2012-02-06,75.07622528076172
2012-02-07,75.85997772216797
2012-02-08,75.89297485351562
2012-02-09,75.99199676513672
2012-02-10,74.27596282958984
2012-02-13,73.30242919921875
2012-02-14,73.59119415283203
2012-02-15,72.15568542480469
2012-02-16,72.658935546875
2012-02-17,72.55168151855469
2012-02-21,72.39494323730469
2012-02-22,72.6424331665039
2012-02-23,72.6011962890625
2012-02-24,73.49220275878906
2012-02-27,74.16870880126953
2012-02-28,74.91947937011719
2012-02-29,74.16046142578125
2012-03-01,73.47569274902344
2012-03-02,73.69020080566406
2012-03-05,73.80570983886719
2012-03-06,73.26943969726562
2012-03-07,73.37670135498047
2012-03-08,73.12918090820312
2012-03-09,73.21170043945312
2012-03-12,72.8734359741211
2012-03-13,73.31896209716797
2012-03-14,74.45746612548828
2012-03-15,74.74622344970703
2012-03-16,74.52347564697266
2012-03-19,74.35846710205078
2012-03-20,73.89645385742188
2012-03-21,75.2247314453125
2012-03-22,74.31720733642578
2012-03-23,73.81394958496094
2012-03-26,75.8187255859375
2012-03-27,75.5794906616211
2012-03-28,75.19998168945312
2012-03-29,75.3814926147461
2012-03-30,75.521728515625
2012-04-02,76.7757568359375
2012-04-03,77.74102020263672
2012-04-04,76.88299560546875
2012-04-05,76.92426300048828
2012-04-09,74.2429428100586
2012-04-10,73.5582046508789
2012-04-11,73.87169647216797
2012-04-12,73.85521697998047
2012-04-13,73.03020477294922
2012-04-16,72.7166976928711
2012-04-17,75.5052261352539
2012-04-18,74.81222534179688
2012-04-19,73.28594970703125
2012-04-20,72.26293182373047
2012-04-23,71.78443145751953
2012-04-24,72.08966827392578
2012-04-25,71.95767211914062
2012-04-26,72.22993469238281
2012-04-27,72.18045043945312
2012-04-30,72.51044464111328
2012-05-01,73.09619140625
2012-05-02,73.02194213867188
2012-05-03,71.88341522216797
2012-05-04,71.53691101074219
2012-05-07,71.8091812133789
2012-05-08,71.85041046142578
2012-05-09,70.85215759277344
2012-05-10,70.84391021728516
2012-05-11,71.54515838623047
2012-05-14,70.39840698242188
2012-05-15,71.5286865234375
2012-05-16,71.50390625
2012-05-17,70.49739837646484
2012-05-18,69.48262786865234
2012-05-21,70.50565338134766
2012-05-22,70.21691131591797
2012-05-23,69.796142578125
2012-05-24,70.01065063476562
2012-05-25,70.72840881347656
2012-05-29,71.19866180419922
2012-05-30,70.34889221191406
2012-05-31,68.70712280273438
2012-06-01,67.95634460449219
2012-06-04,69.16912841796875
2012-06-05,69.76313781738281
2012-06-06,70.12613677978516
2012-06-07,70.16738891601562
2012-06-08,70.69539642333984
2012-06-11,70.31591033935547
2012-06-12,70.60466766357422
2012-06-13,70.79440307617188
2012-06-14,71.85041046142578
2012-06-15,72.18867492675781
2012-06-18,72.51044464111328
2012-06-19,72.91468811035156
2012-06-20,73.5582046508789
2012-06-21,72.33717346191406
2012-06-22,73.58296203613281
2012-06-25,72.73318481445312
2012-06-26,73.52519226074219
2012-06-27,73.73146057128906
2012-06-28,75.93423461914062
2012-06-29,76.40451049804688
2012-07-02,76.09099578857422
2012-07-03,76.70149230957031
2012-07-05,75.80224609375
2012-07-06,75.8764877319336
2012-07-09,76.05799865722656
2012-07-10,76.66024780273438
2012-07-11,76.84174346923828
2012-07-12,77.28726959228516
2012-07-13,78.58253479003906
2012-07-16,78.06278228759766
2012-07-17,76.35499572753906
2012-07-18,77.25425720214844
2012-07-19,72.70018005371094
2012-07-20,70.34064483642578
2012-07-23,69.5816421508789
2012-07-24,69.62289428710938
2012-07-25,69.49088287353516
2012-07-26,70.12613677978516
2012-07-27,70.29939270019531
2012-07-30,70.08490753173828
2012-07-31,69.3753890991211
2012-08-01,72.5186767578125
2012-08-02,71.15741729736328
2012-08-03,72.14742279052734
2012-08-06,72.34542846679688
2012-08-07,72.52693176269531
2012-08-08,73.42619323730469
2012-08-09,72.96419525146484
2012-08-10,73.0136947631836
2012-08-13,72.98894500732422
2012-08-14,73.07144165039062
2012-08-15,73.0136947631836
2012-08-16,73.50870513916016
2012-08-17,73.43445587158203
2012-08-20,73.46744537353516
2012-08-21,73.02194213867188
2012-08-22,72.66719055175781
2012-08-23,72.1969223022461
2012-08-24,73.294189453125
2012-08-27,73.0136947631836
2012-08-28,72.84868621826172
2012-08-29,72.86518096923828
2012-08-30,72.13092041015625
2012-08-31,72.5599365234375
2012-09-04,72.81570434570312
2012-09-05,73.27769470214844
2012-09-06,73.83870697021484
2012-09-07,73.25293731689453
2012-09-10,73.36843872070312
2012-09-11,73.41796112060547
2012-09-12,73.37670135498047
2012-09-13,74.6307144165039
2012-09-14,75.0679702758789
2012-09-17,75.32371520996094
2012-09-18,75.29073333740234
2012-09-19,75.24122619628906
2012-09-20,74.82872009277344
2012-09-21,75.55472564697266
2012-09-24,75.41448211669922
2012-09-25,75.23298645019531
2012-09-26,74.56472778320312
2012-09-27,75.5794906616211
2012-09-28,76.28899383544922
2012-10-01,76.76750183105469
2012-10-02,76.44575500488281
2012-10-03,76.38800811767578
2012-10-04,77.25425720214844
2012-10-05,77.10575866699219
2012-10-08,77.5677719116211
2012-10-09,76.6355209350586
2012-10-10,76.27249908447266
2012-10-11,76.96551513671875
2012-10-12,76.50350189208984
2012-10-15,77.21302032470703
2012-10-16,76.70149230957031
2012-10-17,74.42446899414062
2012-10-18,73.26943969726562
2012-10-19,71.47090148925781
2012-10-22,71.3719253540039
2012-10-23,70.28289794921875
2012-10-24,70.30764770507812
2012-10-25,70.63765716552734
2012-10-26,70.08490753173828
2012-10-31,69.90339660644531
2012-11-01,70.40666198730469
2012-11-02,70.34889221191406
2012-11-05,71.20691680908203
2012-11-06,71.38017272949219
2012-11-07,70.05189514160156
2012-11-08,69.51563262939453
2012-11-09,69.66414642333984
2012-11-12,69.60638427734375
2012-11-13,69.19389343261719
2012-11-14,68.03885650634766
2012-11-15,68.5256118774414
2012-11-16,67.98111724853516
2012-11-19,69.01239013671875
2012-11-20,68.1708755493164
2012-11-21,68.40187072753906
2012-11-23,69.09488677978516
2012-11-26,68.34412384033203
2012-11-27,68.3853759765625
2012-11-28,68.82263946533203
2012-11-29,69.4743881225586
2012-11-30,69.78789520263672
2012-12-03,69.58988952636719
2012-12-04,69.54864501953125
2012-12-05,69.64764404296875
2012-12-06,69.88688659667969
2012-12-07,70.12613677978516
2012-12-10,69.90339660644531
2012-12-11,70.4478988647461
2012-12-12,71.89167022705078
2012-12-13,72.08966827392578
2012-12-14,71.85868072509766
2012-12-17,71.91641998291016
2012-12-18,72.69193267822266
2012-12-19,72.49393463134766
2012-12-20,72.0649185180664
2012-12-21,71.54515838623047
2012-12-24,71.38842010498047
2012-12-26,71.47916412353516
2012-12-27,71.54515838623047
2012-12-28,70.86040496826172
2012-12-31,71.46266174316406
2013-01-02,72.25468444824219
2013-01-03,72.35369873046875
2013-01-04,72.49393463134766
2013-01-07,72.32893371582031
2013-01-08,71.58642578125
2013-01-09,71.88341522216797
2013-01-10,72.11442565917969
2013-01-11,71.28941345214844
2013-01-14,71.60293579101562
2013-01-15,71.77616119384766
2013-01-16,72.1969223022461
2013-01-17,72.82394409179688
2013-01-18,73.03844451904297
2013-01-22,74.49871063232422
2013-01-23,72.08966827392578
2013-01-24,72.6011962890625
2013-01-25,73.14569854736328
2013-01-28,74.5317153930664
2013-01-29,74.38321685791016
2013-01-30,74.02845764160156
2013-01-31,73.83870697021484
2013-02-01,74.63897705078125
2013-02-04,74.11921691894531
2013-02-05,74.23471069335938
2013-02-06,75.07622528076172
2013-02-07,75.59599304199219
2013-02-08,74.44921112060547
2013-02-11,74.30070495605469
2013-02-12,73.76445007324219
2013-02-13,74.00370788574219
2013-02-14,73.58296203613281
2013-02-15,74.11921691894531
2013-02-19,74.48220825195312
2013-02-20,73.90470886230469
2013-02-21,73.533447265625
2013-02-22,73.40969848632812
2013-02-25,72.93119812011719
2013-02-26,73.00544738769531
2013-02-27,73.42619323730469
2013-02-28,73.09619140625
2013-03-01,73.46744537353516
2013-03-04,73.82221221923828
2013-03-05,74.41620635986328
2013-03-06,73.62419891357422
2013-03-07,73.86344909667969
2013-03-08,73.7974624633789
2013-03-11,74.21822357177734
2013-03-12,74.05320739746094
2013-03-13,73.60771179199219
2013-03-14,74.04497528076172
2013-03-15,73.58296203613281
2013-03-18,72.91468811035156
2013-03-19,72.84868621826172
2013-03-20,72.74968719482422
2013-03-21,72.46092987060547
2013-03-22,72.80744171142578
2013-03-25,73.1622085571289
2013-03-26,73.54170227050781
2013-03-27,73.5582046508789
2013-03-28,74.41620635986328
2013-04-01,74.77098083496094
2013-04-02,76.51998901367188
2013-04-03,76.56949615478516
2013-04-04,77.30376434326172
2013-04-05,76.76750183105469
2013-04-08,76.62724304199219
2013-04-09,76.90775299072266
2013-04-10,77.0562515258789
2013-04-11,78.43403625488281
2013-04-12,77.8482894897461
2013-04-15,77.13876342773438
2013-04-16,77.8730239868164
2013-04-17,77.55952453613281
2013-04-18,76.81700134277344
2013-04-19,77.43577575683594
2013-04-22,77.35326385498047
2013-04-23,77.17176055908203
2013-04-24,77.41925811767578
2013-04-25,77.38627624511719
2013-04-26,77.27901458740234
2013-04-29,77.15526580810547
2013-04-30,77.02326202392578
2013-05-01,76.33023834228516
2013-05-02,76.58601379394531
2013-05-03,76.56949615478516
2013-05-06,77.18000030517578
2013-05-07,76.93251037597656
2013-05-08,77.65850830078125
2013-05-09,77.03150177001953
2013-05-10,77.8482894897461
2013-05-13,78.38453674316406
2013-05-14,78.59903717041016
2013-05-15,79.53131866455078
2013-05-16,80.58731842041016
2013-05-17,81.65157318115234
2013-05-20,82.19609832763672
2013-05-21,83.02110290527344
2013-05-22,82.33634185791016
2013-05-23,83.08709716796875
2013-05-24,82.80658721923828
2013-05-28,83.29336547851562
2013-05-29,82.58385467529297
2013-05-30,82.60034942626953
2013-05-31,82.08059692382812
2013-06-03,82.4848403930664
2013-06-04,82.34458923339844
2013-06-05,81.34632873535156
2013-06-06,81.37933349609375
2013-06-07,82.39409637451172
2013-06-10,83.1530990600586
2013-06-11,82.90560150146484
2013-06-12,82.37760162353516
2013-06-13,82.5673599243164
2013-06-14,82.5013427734375
2013-06-17,82.86434936523438
2013-06-18,83.14486694335938
2013-06-19,82.50959777832031
2013-06-20,81.66808319091797
2013-06-21,82.05585479736328
2013-06-24,81.7093505859375
2013-06-25,81.8908462524414
2013-06-26,82.04759216308594
2013-06-27,83.1530990600586
2013-06-28,82.58385467529297
2013-07-01,82.71585083007812
2013-07-02,81.85783386230469
2013-07-03,81.23082733154297
2013-07-05,82.4188461303711
2013-07-08,82.62511444091797
2013-07-09,79.08577728271484
2013-07-10,79.9025650024414
2013-07-11,79.77879333496094
2013-07-12,79.77879333496094
2013-07-15,80.30680847167969
2013-07-16,80.25731658935547
2013-07-17,81.28857421875
2013-07-18,80.37281799316406
2013-07-19,79.92729949951172
2013-07-22,80.38106536865234
2013-07-23,81.02457427978516
2013-07-24,80.6698226928711
2013-07-25,80.87606811523438
2013-07-26,81.14008331298828
2013-07-29,80.87606811523438
2013-07-30,80.37281799316406
2013-07-31,79.81181335449219
2013-08-01,80.34806060791016
2013-08-02,80.40582275390625
2013-08-05,80.83483123779297
2013-08-06,80.38931274414062
2013-08-07,79.91905975341797
2013-08-08,80.70282745361328
2013-08-09,80.66156005859375
2013-08-12,80.80181121826172
2013-08-13,81.01631164550781
2013-08-14,81.80008697509766
2013-08-15,80.43055725097656
2013-08-16,79.91080474853516
2013-08-19,80.03456115722656
2013-08-20,79.70454406738281
2013-08-21,79.63030242919922
2013-08-22,79.5230484008789
2013-08-23,79.61381530761719
2013-08-26,79.63030242919922
2013-08-27,79.20954132080078
2013-08-28,79.25079345703125
2013-08-29,79.10228729248047
2013-08-30,78.97028350830078
2013-09-03,79.23429107666016
2013-09-04,80.02632141113281
2013-09-05,80.64506530761719
2013-09-06,80.99156951904297
2013-09-09,81.26383209228516
2013-09-10,82.55084228515625
2013-09-11,82.62511444091797
2013-09-12,82.54261016845703
2013-09-13,83.078857421875
2013-09-16,83.4006118774414
2013-09-17,83.64810943603516
