Date,F
2010-11-03,8.004006385803223
2010-11-04,8.362553596496582
2010-11-05,8.547100067138672
2010-11-08,8.652554512023926
2010-11-09,8.47327995300293
2010-11-10,8.768552780151367
2010-11-11,8.758010864257812
2010-11-12,8.594551086425781
2010-11-15,8.963644981384277
2010-11-16,8.705281257629395
2010-11-17,8.79491901397705
2010-11-18,8.49964427947998
2010-11-19,8.584010124206543
2010-11-22,8.541827201843262
2010-11-23,8.278189659118652
2010-11-24,8.410008430480957
2010-11-26,8.48909854888916
2010-11-29,8.468005180358887
2010-11-30,8.404733657836914
2010-12-01,8.678916931152344
2010-12-02,8.847644805908203
2010-12-03,8.858187675476074
2010-12-06,8.779098510742188
2010-12-07,8.731644630432129
2010-12-08,8.800192832946777
2010-12-09,8.8371000289917
2010-12-10,8.821280479431152
2010-12-13,8.684189796447754
2010-12-14,8.657825469970703
2010-12-15,8.726372718811035
2010-12-16,8.842373847961426
2010-12-17,8.858187675476074
2010-12-20,8.884552955627441
2010-12-21,8.958372116088867
2010-12-22,8.958372116088867
2010-12-23,8.847644805908203
2010-12-27,8.895097732543945
2010-12-28,8.821280479431152
2010-12-29,8.826553344726562
2010-12-30,8.800192832946777
2010-12-31,8.852917671203613
2011-01-03,9.095462799072266
2011-01-04,9.164008140563965
2011-01-05,9.432916641235352
2011-01-06,9.606913566589355
2011-01-07,9.633279800415039
2011-01-10,9.654372215270996
2011-01-11,9.638555526733398
2011-01-12,9.86528205871582
2011-01-13,9.849461555480957
2011-01-14,9.83364200592041
2011-01-18,9.86000919342041
2011-01-19,9.438191413879395
2011-01-20,9.374917030334473
2011-01-21,9.46455192565918
2011-01-24,9.454008102416992
2011-01-25,9.432916641235352
2011-01-26,9.68601131439209
2011-01-27,9.907464027404785
2011-01-28,8.578733444213867
2011-01-31,8.410008430480957
2011-02-01,8.378371238708496
2011-02-02,8.120006561279297
2011-02-03,8.309822082519531
2011-02-04,8.288734436035156
2011-02-07,8.494372367858887
2011-02-08,8.562918663024902
2011-02-09,8.483824729919434
2011-02-10,8.410008430480957
2011-02-11,8.63673210144043
2011-02-14,8.483824729919434
2011-02-15,8.48909854888916
2011-02-16,8.462735176086426
2011-02-17,8.420550346374512
2011-02-18,8.315099716186523
2011-02-22,8.03037166595459
2011-02-23,7.835278511047363
2011-02-24,7.750916481018066
2011-02-25,7.946007251739502
2011-02-28,7.935461044311523
2011-03-01,7.729825019836426
2011-03-02,7.729825019836426
2011-03-03,7.78255558013916
2011-03-04,7.603279113769531
2011-03-07,7.387096881866455
2011-03-08,7.62964391708374
2011-03-09,7.53473424911499
2011-03-10,7.413463592529297
2011-03-11,7.571640491485596
2011-03-14,7.540007591247559
2011-03-15,7.735097408294678
2011-03-16,7.476734161376953
2011-03-17,7.51891565322876
2011-03-18,7.640188217163086
2011-03-21,7.692916393280029
2011-03-22,7.561097145080566
2011-03-23,7.545278072357178
2011-03-24,7.930191993713379
2011-03-25,7.914371490478516
2011-03-28,7.835278511047363
2011-03-29,7.824732780456543
2011-03-30,7.835278511047363
2011-03-31,7.8616437911987305
2011-04-01,7.993463516235352
2011-04-04,8.199097633361816
2011-04-05,8.325642585754395
2011-04-06,8.29400634765625
2011-04-07,8.188553810119629
2011-04-08,8.083098411560059
2011-04-11,7.835278511047363
2011-04-12,7.8616437911987305
2011-04-13,7.8985514640808105
2011-04-14,7.8089165687561035
2011-04-15,7.756187915802002
2011-04-18,7.708734035491943
2011-04-19,7.729825019836426
2011-04-20,7.956552505493164
2011-04-21,8.135824203491211
2011-04-25,8.193825721740723
2011-04-26,8.257098197937012
2011-04-27,8.214913368225098
2011-04-28,8.172733306884766
2011-04-29,8.156917572021484
2011-05-02,8.146370887756348
2011-05-03,8.10945987701416
2011-05-04,7.988186359405518
2011-05-05,7.951277256011963
2011-05-06,7.967096328735352
2011-05-09,7.951277256011963
2011-05-10,7.988186359405518
2011-05-11,7.988186359405518
2011-05-12,8.046188354492188
2011-05-13,7.951277256011963
2011-05-16,7.9776434898376465
2011-05-17,7.893282890319824
2011-05-18,7.972370147705078
2011-05-19,7.972370147705078
2011-05-20,7.909098148345947
2011-05-23,7.803645133972168
2011-05-24,7.729825019836426
2011-05-25,7.6876420974731445
2011-05-26,7.677098751068115
2011-05-27,7.698190212249756
2011-05-31,7.86691427230835
2011-06-01,7.503097057342529
2011-06-02,7.476734161376953
2011-06-03,7.387096881866455
2011-06-06,7.3343682289123535
2011-06-07,7.355461120605469
2011-06-08,7.2236433029174805
2011-06-09,7.276369094848633
2011-06-10,7.03909969329834
2011-06-13,6.9283671379089355
2011-06-14,7.081278324127197
2011-06-15,6.933640956878662
2011-06-16,6.76491641998291
2011-06-17,6.733278751373291
2011-06-20,6.822913646697998
2011-06-21,7.023277759552002
2011-06-22,7.044369697570801
2011-06-23,7.1023712158203125
2011-06-24,6.981095790863037
2011-06-27,7.0970964431762695
2011-06-28,7.028552055358887
2011-06-29,7.076005458831787
2011-06-30,7.2710981369018555
2011-07-01,7.392367839813232
2011-07-05,7.434550762176514
2011-07-06,7.3607330322265625
2011-07-07,7.445097923278809
2011-07-08,7.318550109863281
2011-07-11,7.023277759552002
2011-07-12,6.917822360992432
2011-07-13,6.996916770935059
2011-07-14,6.902005672454834
2011-07-15,6.902005672454834
2011-07-18,6.801824569702148
2011-07-19,6.902005672454834
2011-07-20,6.89673376083374
2011-07-21,7.002188205718994
2011-07-22,7.01800537109375
2011-07-25,6.944186687469482
2011-07-26,6.822913646697998
2011-07-27,6.522368431091309
2011-07-28,6.496007442474365
2011-07-29,6.4380035400390625
2011-08-01,6.511824131011963
2011-08-02,6.248188018798828
2011-08-03,6.142731189727783
2011-08-04,5.7261857986450195
2011-08-05,5.715641021728516
2011-08-08,5.23582124710083
2011-08-09,5.75255012512207
2011-08-10,5.488913059234619
2011-08-11,5.768369674682617
2011-08-12,5.831642150878906
2011-08-15,5.984550952911377
2011-08-16,5.916003704071045
2011-08-17,5.858006000518799
2011-08-18,5.473095417022705
2011-08-19,5.267457962036133
2011-08-22,5.278004169464111
2011-08-23,5.436185836791992
2011-08-24,5.51000452041626
2011-08-25,5.420366287231445
2011-08-26,5.483640670776367
2011-08-29,5.763095855712891
2011-08-30,5.731457710266113
2011-08-31,5.863277912139893
2011-09-01,5.720913410186768
2011-09-02,5.49418830871582
2011-09-06,5.388730525970459
2011-09-07,5.56800651550293
2011-09-08,5.452003479003906
2011-09-09,5.299094200134277
2011-09-12,5.330731391906738
2011-09-13,5.362369537353516
2011-09-14,5.441461086273193
2011-09-15,5.604913711547852
2011-09-16,5.599641799926758
2011-09-19,5.557458877563477
2011-09-20,5.49418830871582
2011-09-21,5.256913185119629
2011-09-22,5.072365760803223
2011-09-23,5.198914051055908
2011-09-26,5.314913749694824
2011-09-27,5.336004257202148
2011-09-28,5.23582124710083
2011-09-29,5.272732734680176
2011-09-30,5.098731517791748
2011-10-03,4.940549373626709
2011-10-04,5.314913749694824
2011-10-05,5.56800651550293
2011-10-06,5.794734001159668
2011-10-07,5.636549472808838
2011-10-10,5.910731792449951
2011-10-11,5.926548957824707
2011-10-12,6.000369071960449
2011-10-13,5.979277610778809
2011-10-14,6.095277309417725
2011-10-17,6.010912895202637
2011-10-18,6.211277961730957
2011-10-19,6.095277309417725
2011-10-20,6.169096946716309
2011-10-21,6.46436882019043
2011-10-24,6.596188068389893
2011-10-25,6.554004669189453
2011-10-26,6.258735179901123
2011-10-27,6.369460582733154
2011-10-28,6.327276706695557
2011-10-31,6.158551216125488
2011-11-01,5.842186450958252
2011-11-02,5.879093647003174
2011-11-03,5.96873140335083
2011-11-04,5.942367076873779
2011-11-07,5.916003704071045
2011-11-08,6.121640205383301
2011-11-09,5.8210954666137695
2011-11-10,5.794734001159668
2011-11-11,5.873823165893555
2011-11-14,5.81055212020874
2011-11-15,5.731457710266113
2011-11-16,5.56800651550293
2011-11-17,5.362369537353516
2011-11-18,5.325459003448486
2011-11-21,5.299094200134277
2011-11-22,5.320186138153076
2011-11-23,5.183095932006836
2011-11-25,5.140914440155029
2011-11-28,5.272732734680176
2011-11-29,5.267457962036133
2011-11-30,5.589096546173096
2011-12-01,5.583824634552002
2011-12-02,5.747277736663818
2011-12-05,5.858006000518799
2011-12-06,5.8263678550720215
2011-12-07,5.842186450958252
2011-12-08,5.668187141418457
2011-12-09,5.815821170806885
2011-12-12,5.720913410186768
2011-12-13,5.525823593139648
2011-12-14,5.351821422576904
2011-12-15,5.404550075531006
2011-12-16,5.404550075531006
2011-12-19,5.2832770347595215
2011-12-20,5.4467315673828125
2011-12-21,5.620730876922607
2011-12-22,5.768369674682617
2011-12-23,5.773641586303711
2011-12-27,5.699823379516602
2011-12-28,5.546914100646973
2011-12-29,5.631278038024902
2011-12-30,5.673460006713867
2012-01-03,5.8685526847839355
2012-01-04,5.958188056945801
2012-01-05,6.1110968589782715
2012-01-06,6.1743693351745605
2012-01-09,6.221824645996094
2012-01-10,6.221824645996094
2012-01-11,6.364187240600586
2012-01-12,6.401096820831299
2012-01-13,6.348369121551514
2012-01-17,6.33782434463501
2012-01-18,6.506552696228027
2012-01-19,6.648914337158203
2012-01-20,6.638369560241699
2012-01-23,6.675280570983887
2012-01-24,6.759644508361816
2012-01-25,6.8176422119140625
2012-01-26,6.743823051452637
2012-01-27,6.463271617889404
2012-01-30,6.505619525909424
2012-01-31,6.574435710906982
2012-02-01,6.526793003082275
2012-02-02,6.48974084854126
2012-02-03,6.770291328430176
2012-02-06,6.860279560089111
2012-02-07,6.817933082580566
2012-02-08,6.796757698059082
2012-02-09,6.7173542976379395
2012-02-10,6.585021495819092
2012-02-13,6.6379570960998535
2012-02-14,6.606194972991943
2012-02-15,6.553260326385498
2012-02-16,6.743823051452637
2012-02-17,6.749116897583008
2012-02-21,6.632660865783691
2012-02-22,6.500324249267578
2012-02-23,6.563847541809082
2012-02-24,6.473860263824463
2012-02-27,6.510911464691162
2012-02-28,6.484447479248047
2012-02-29,6.553260326385498
2012-03-01,6.701477527618408
2012-03-02,6.733236789703369
2012-03-05,6.595606803894043
2012-03-06,6.399749279022217
2012-03-07,6.479152679443359
2012-03-08,6.595606803894043
2012-03-09,6.659128665924072
2012-03-12,6.579725742340088
2012-03-13,6.722648620605469
2012-03-14,6.817933082580566
2012-03-15,6.828518867492676
2012-03-16,6.62207555770874
2012-03-19,6.685596942901611
2012-03-20,6.6379570960998535
2012-03-21,6.653835773468018
2012-03-22,6.521500587463379
2012-03-23,6.521500587463379
2012-03-26,6.606194972991943
2012-03-27,6.521500587463379
2012-03-28,6.521500587463379
2012-03-29,6.6167802810668945
2012-03-30,6.606194972991943
2012-04-02,6.680303573608398
2012-04-03,6.690890789031982
2012-04-04,6.62207555770874
2012-04-05,6.600902080535889
2012-04-09,6.468565464019775
2012-04-10,6.240947723388672
2012-04-11,6.304469585418701
2012-04-12,6.389166355133057
2012-04-13,6.3097615242004395
2012-04-16,6.288590431213379
2012-04-17,6.304469585418701
2012-04-18,6.240947723388672
2012-04-19,6.172132968902588
2012-04-20,6.039797306060791
2012-04-23,6.0080366134643555
2012-04-24,6.029210567474365
2012-04-25,6.209187984466553
2012-04-26,6.283296585083008
2012-04-27,6.140375137329102
2012-04-30,5.996833324432373
2012-05-01,5.970251083374023
2012-05-02,5.901138782501221
2012-05-03,5.805444240570068
2012-05-04,5.672533988952637
2012-05-07,5.667218208312988
2012-05-08,5.640637397766113
2012-05-09,5.683166980743408
2012-05-10,5.69379997253418
2012-05-11,5.624687671661377
2012-05-14,5.486462593078613
2012-05-15,5.396084785461426
2012-05-16,5.401401996612549
2012-05-17,5.321657657623291
2012-05-18,5.321657657623291
2012-05-21,5.42266845703125
2012-05-22,5.4173502922058105
2012-05-23,5.534310340881348
2012-05-24,5.630006790161133
2012-05-25,5.635321140289307
2012-05-29,5.762913227081299
2012-05-30,5.667218208312988
2012-05-31,5.6140546798706055
2012-06-01,5.380136489868164
2012-06-04,5.337606906890869
2012-06-05,5.4173502922058105
2012-06-06,5.6193718910217285
2012-06-07,5.608738899230957
2012-06-08,5.667218208312988
2012-06-11,5.555576801300049
2012-06-12,5.582158088684082
2012-06-13,5.475830554962158
2012-06-14,5.534310340881348
2012-06-15,5.502413749694824
2012-06-18,5.497096538543701
2012-06-19,5.6140546798706055
2012-06-20,5.661902904510498
2012-06-21,5.45988130569458
2012-06-22,5.4173502922058105
2012-06-25,5.321657657623291
2012-06-26,5.321657657623291
2012-06-27,5.326972961425781
2012-06-28,5.364187240600586
2012-06-29,5.0983710289001465
2012-07-02,4.992044448852539
2012-07-03,5.103686332702637
2012-07-05,5.087737560272217
2012-07-06,5.050520896911621
2012-07-09,5.023941516876221
2012-07-10,4.970778942108154
2012-07-11,4.960144996643066
2012-07-12,4.853818893432617
2012-07-13,4.928248405456543
2012-07-16,4.922930717468262
2012-07-17,4.9654622077941895
2012-07-18,4.986727714538574
2012-07-19,4.970778942108154
2012-07-20,4.896349906921387
2012-07-23,4.875084400177002
2012-07-24,4.816605567932129
2012-07-25,4.768756866455078
2012-07-26,4.763441562652588
2012-07-27,4.784707069396973
2012-07-30,4.8378705978393555
2012-07-31,4.912298202514648
2012-08-01,4.832118511199951
2012-08-02,4.7679762840271
2012-08-03,4.858846664428711
2012-08-06,4.890917778015137
2012-08-07,4.976441383361816
2012-08-08,4.997824192047119
2012-08-09,4.9924774169921875
2012-08-10,4.997824192047119
2012-08-13,5.0245490074157715
2012-08-14,5.045931816101074
2012-08-15,5.072658538818359
2012-08-16,5.126109600067139
2012-08-17,5.147490978240967
2012-08-20,5.147490978240967
2012-08-21,5.094037055969238
2012-08-22,5.072658538818359
2012-08-23,5.051275253295898
2012-08-24,5.072658538818359
2012-08-27,5.019204616546631
2012-08-28,4.9924774169921875
2012-08-29,4.981788158416748
2012-08-30,4.976441383361816
2012-08-31,4.9924774169921875
2012-09-04,5.029894828796387
2012-09-05,5.115418910980225
2012-09-06,5.3025031089782715
2012-09-07,5.420098304748535
2012-09-10,5.404061317443848
2012-09-11,5.42544412612915
2012-09-12,5.457515716552734
2012-09-13,5.527004241943359
2012-09-14,5.628563404083252
2012-09-17,5.553731441497803
2012-09-18,5.569767475128174
2012-09-19,5.660636901855469
2012-09-20,5.58045768737793
2012-09-21,5.559074401855469
2012-09-24,5.516313552856445
2012-09-25,5.393372058868408
2012-09-26,5.350610733032227
2012-09-27,5.355955123901367
2012-09-28,5.270432949066162
2012-10-01,5.307847023010254
2012-10-02,5.233014106750488
2012-10-03,5.313195705413818
2012-10-04,5.404061317443848
2012-10-05,5.430788993835449
2012-10-08,5.371991157531738
2012-10-09,5.39871883392334
2012-10-10,5.3345723152160645
2012-10-11,5.420098304748535
2012-10-12,5.409409046173096
2012-10-15,5.462859630584717
2012-10-16,5.505622863769531
2012-10-17,5.564421653747559
2012-10-18,5.575110912322998
2012-10-19,5.441481113433838
2012-10-22,5.4361348152160645
2012-10-23,5.345267295837402
2012-10-24,5.4361348152160645
2012-10-25,5.553731441497803
2012-10-26,5.537694931030273
2012-10-31,5.9942474365234375
2012-11-01,6.042584419250488
2012-11-02,5.999616622924805
2012-11-05,6.042584419250488
2012-11-06,6.1338958740234375
2012-11-07,5.9405341148376465
2012-11-08,5.854595184326172
2012-11-09,5.870707988739014
2012-11-12,5.892192840576172
2012-11-13,5.908306121826172
2012-11-14,5.7310566902160645
2012-11-15,5.67734432220459
2012-11-16,5.639747142791748
2012-11-19,5.81699800491333
2012-11-20,5.827739715576172
2012-11-21,5.8653364181518555
2012-11-23,5.962019443511963
2012-11-26,5.967391490936279
2012-11-27,5.962019443511963
2012-11-28,6.042584419250488
2012-11-29,6.192981243133545
2012-11-30,6.1500091552734375
2012-12-03,6.128524303436279
2012-12-04,6.074814319610596
2012-12-05,6.074814319610596
2012-12-06,6.037214756011963
2012-12-07,6.1661248207092285
2012-12-10,6.16075325012207
2012-12-11,6.171494960784912
2012-12-12,6.16075325012207
2012-12-13,6.053328037261963
2012-12-14,5.962019443511963
2012-12-17,6.117782115936279
2012-12-18,6.268174648284912
2012-12-19,6.300402641296387
2012-12-20,6.3218913078308105
2012-12-21,6.370229721069336
2012-12-24,6.660273551940918
2012-12-26,6.869748592376709
2012-12-27,6.853635787963867
2012-12-28,6.912719249725342
2012-12-31,6.955687522888184
2013-01-02,7.089967250823975
2013-01-03,7.229619979858398
2013-01-04,7.288702964782715
2013-01-07,7.213503837585449
2013-01-08,7.17053747177124
2013-01-09,7.23499059677124
2013-01-10,7.428350925445557
2013-01-11,7.519664287567139
2013-01-14,7.514290809631348
2013-01-15,7.680798053741455
2013-01-16,7.637829303741455
2013-01-17,7.637829303741455
2013-01-18,7.578747749328613
2013-01-22,7.610972881317139
2013-01-23,7.455207824707031
2013-01-24,7.449838161468506
2013-01-25,7.347784996032715
2013-01-28,7.455997943878174
2013-01-29,7.109711647033691
2013-01-30,6.996086597442627
2013-01-31,7.006906986236572
2013-02-01,7.044784069061279
2013-02-04,6.96903133392334
2013-02-05,7.131357192993164
2013-02-06,7.142177581787109
2013-02-07,7.071836948394775
2013-02-08,7.088068962097168
2013-02-11,7.093481063842773
2013-02-12,7.077247142791748
2013-02-13,7.05560302734375
2013-02-14,7.093481063842773
2013-02-15,7.044784069061279
2013-02-19,7.02855110168457
2013-02-20,6.817534446716309
2013-02-21,6.7039079666137695
2013-02-22,6.752603054046631
2013-02-25,6.563227653503418
2013-02-26,6.676855564117432
2013-02-27,6.904104709625244
2013-02-28,6.822943687438965
2013-03-01,6.822943687438965
2013-03-04,6.898694038391113
2013-03-05,6.963623523712158
2013-03-06,6.974445343017578
2013-03-07,6.941979885101318
2013-03-08,7.0231404304504395
2013-03-11,7.217926025390625
2013-03-12,7.244980812072754
2013-03-13,7.25039005279541
2013-03-14,7.266621112823486
2013-03-15,7.2774457931518555
2013-03-18,7.174643516540527
2013-03-19,7.120534420013428
2013-03-20,7.228748798370361
2013-03-21,7.174643516540527
2013-03-22,7.174643516540527
2013-03-25,7.190872669219971
2013-03-26,7.201695442199707
2013-03-27,7.152998924255371
2013-03-28,7.115123271942139
2013-04-01,6.97985315322876
2013-04-02,7.039374351501465
2013-04-03,6.8608174324035645
2013-04-04,6.844583511352539
2013-04-05,6.730961322784424
2013-04-08,6.914926052093506
2013-04-09,6.925747394561768
2013-04-10,7.0988922119140625
2013-04-11,7.331552505493164
2013-04-12,7.320732116699219
2013-04-15,7.006906986236572
2013-04-16,7.0988922119140625
2013-04-17,6.996086597442627
2013-04-18,6.898694038391113
2013-04-19,6.996086597442627
2013-04-22,7.066426753997803
2013-04-23,7.228748798370361
2013-04-24,7.212516784667969
2013-04-25,7.288269519805908
2013-04-26,7.396482944488525
2013-04-29,7.391071319580078
2013-04-30,7.418125629425049
2013-05-01,7.292763710021973
2013-05-02,7.309116363525391
2013-05-03,7.538034915924072
2013-05-06,7.679747104644775
2013-05-07,7.734252452850342
2013-05-08,7.745155334472656
2013-05-09,7.7397050857543945
2013-05-10,7.69064998626709
2013-05-13,7.63614559173584
2013-05-14,7.777858734130859
2013-05-15,7.995877265930176
2013-05-16,7.979526519775391
2013-05-17,8.21934700012207
2013-05-20,8.202996253967285
2013-05-21,8.148491859436035
2013-05-22,8.159392356872559
2013-05-23,8.072182655334473
2013-05-24,8.061283111572266
2013-05-28,8.328356742858887
2013-05-29,8.519124031066895
2013-05-30,8.66628646850586
2013-05-31,8.546377182006836
2013-06-03,8.660840034484863
2013-06-04,8.600883483886719
2013-06-05,8.312005996704102
2013-06-06,8.415563583374023
2013-06-07,8.573631286621094
2013-06-10,8.562731742858887
2013-06-11,8.453719139099121
2013-06-12,8.377413749694824
2013-06-13,8.49187183380127
2013-06-14,8.377413749694824
2013-06-17,8.475522994995117
2013-06-18,8.53002643585205
2013-06-19,8.35015869140625
2013-06-20,8.077634811401367
2013-06-21,8.175743103027344
2013-06-24,7.995877265930176
2013-06-25,8.159392356872559
2013-06-26,8.333807945251465
2013-06-27,8.53002643585205
2013-06-28,8.431918144226074
2013-07-01,8.579080581665039
2013-07-02,8.818902969360352
2013-07-03,8.955163955688477
2013-07-05,9.10232925415039
2013-07-08,9.162282943725586
2013-07-09,9.178634643554688
2013-07-10,9.113228797912598
2013-07-11,9.254942893981934
2013-07-12,9.325797080993652
2013-07-15,9.331247329711914
2013-07-16,9.047823905944824
2013-07-17,9.145930290222168
2013-07-18,9.227689743041992
2013-07-19,9.135030746459961
2013-07-22,9.28764820098877
2013-07-23,9.23314094543457
2013-07-24,9.467510223388672
2013-07-25,9.244040489196777
2013-07-26,9.27674388885498
2013-07-29,9.309444427490234
2013-07-30,9.309444427490234
2013-07-31,9.254622459411621
2013-08-01,9.424581527709961
2013-08-02,9.59454345703125
2013-08-05,9.424581527709961
2013-08-06,9.336860656738281
2013-08-07,9.194314002990723
2013-08-08,9.309444427490234
2013-08-09,9.331376075744629
2013-08-12,9.358790397644043
2013-08-13,9.35330581665039
2013-08-14,9.26010513305664
2013-08-15,9.007904052734375
2013-08-16,8.936629295349121
2013-08-19,8.837945938110352
2013-08-20,8.942115783691406
2013-08-21,8.909214973449707
2013-08-22,8.996939659118652
2013-08-23,9.018867492675781
2013-08-26,8.996939659118652
2013-08-27,8.706358909606934
2013-08-28,8.78311824798584
2013-08-29,9.046283721923828
2013-08-30,8.876322746276855
2013-09-03,8.958562850952148
2013-09-04,9.271065711975098
2013-09-05,9.484891891479492
2013-09-06,9.320412635803223
2013-09-09,9.490371704101562
