Date,AES
2010-05-26,6.48768949508667
2010-05-27,6.690431118011475
2010-05-28,6.71659517288208
2010-06-01,6.193390369415283
2010-06-02,6.441912651062012
2010-06-03,6.53347110748291
2010-06-04,6.278409957885742
2010-06-07,6.28494930267334
2010-06-08,6.34381103515625
2010-06-09,6.409209251403809
2010-06-10,6.775452136993408
2010-06-11,6.788531303405762
2010-06-14,6.788531303405762
2010-06-15,7.030514717102051
2010-06-16,6.965112686157227
2010-06-17,6.93241548538208
2010-06-18,6.873552322387695
2010-06-21,6.893171787261963
2010-06-22,6.651189804077148
2010-06-23,6.5530900955200195
2010-06-24,6.330732345581055
2010-06-25,6.448450565338135
2010-06-28,6.389590740203857
2010-06-29,6.0495100021362305
2010-06-30,6.042970180511475
2010-07-01,5.94487190246582
2010-07-02,5.964488983154297
2010-07-06,5.820611953735352
2010-07-07,6.448450565338135
2010-07-08,6.4026713371276855
2010-07-09,6.690431118011475
2010-07-12,6.703511714935303
2010-07-13,6.690431118011475
2010-07-14,6.677351474761963
2010-07-15,6.670812129974365
2010-07-16,6.526928901672363
2010-07-19,6.585791110992432
2010-07-20,6.703511714935303
2010-07-21,6.559629917144775
2010-07-22,6.79507303237915
2010-07-23,6.840853214263916
2010-07-26,6.847393035888672
2010-07-27,7.004356861114502
2010-07-28,6.899710655212402
2010-07-29,6.7623701095581055
2010-07-30,6.742753505706787
2010-08-02,7.037051200866699
2010-08-03,6.834313869476318
2010-08-04,6.893171787261963
2010-08-05,6.978191375732422
2010-08-06,6.965112686157227
2010-08-09,7.239790916442871
2010-08-10,7.298651218414307
2010-08-11,6.938948631286621
2010-08-12,6.925871849060059
2010-08-13,6.945492267608643
2010-08-16,6.971652507781982
2010-08-17,7.148235321044922
2010-08-18,7.128613471984863
2010-08-19,6.919332027435303
2010-08-20,6.801612377166748
2010-08-23,6.840853214263916
2010-08-24,6.71659517288208
2010-08-25,6.82123327255249
2010-08-26,6.801612377166748
2010-08-27,6.93241548538208
2010-08-30,6.801612377166748
2010-08-31,6.696974277496338
2010-09-01,6.971652507781982
2010-09-02,7.148235321044922
2010-09-03,7.285571575164795
2010-09-07,7.194011688232422
2010-09-08,7.20709228515625
2010-09-09,7.265953540802002
2010-09-10,7.226715087890625
2010-09-13,7.298651218414307
2010-09-14,7.318273544311523
2010-09-15,7.180931568145752
2010-09-16,7.128613471984863
2010-09-17,7.115533351898193
2010-09-20,7.442534446716309
2010-09-21,7.442534446716309
2010-09-22,7.357512950897217
2010-09-23,7.252871513366699
2010-09-24,7.422914028167725
2010-09-27,7.449072360992432
2010-09-28,7.507932662963867
2010-09-29,7.449072360992432
2010-09-30,7.422914028167725
2010-10-01,7.547172546386719
2010-10-04,7.435992240905762
2010-10-05,7.638731479644775
2010-10-06,7.684514999389648
2010-10-07,7.717215538024902
2010-10-08,7.828393936157227
2010-10-11,7.991893768310547
2010-10-12,8.04421329498291
2010-10-13,8.188094139099121
2010-10-14,8.031133651733398
2010-10-15,8.057295799255371
2010-10-18,8.148852348327637
2010-10-19,7.965731143951416
2010-10-20,8.011514663696289
2010-10-21,7.965731143951416
2010-10-22,8.050752639770508
2010-10-25,8.057295799255371
2010-10-26,7.919952869415283
2010-10-27,7.762993812561035
2010-10-28,7.821854114532471
2010-10-29,7.808773040771484
2010-11-01,7.736832618713379
2010-11-02,7.821854114532471
2010-11-03,7.782613277435303
2010-11-04,7.815313816070557
2010-11-05,7.691054344177246
2010-11-08,7.691054344177246
2010-11-09,7.638731479644775
2010-11-10,7.651811599731445
2010-11-11,7.651811599731445
2010-11-12,7.494854927062988
2010-11-15,7.560256004333496
2010-11-16,7.501394748687744
2010-11-17,7.527552604675293
2010-11-18,7.501394748687744
2010-11-19,7.357512950897217
2010-11-22,7.370593547821045
2010-11-23,7.122072696685791
2010-11-24,7.128613471984863
2010-11-26,7.148235321044922
2010-11-29,7.102451324462891
2010-11-30,7.0697526931762695
2010-12-01,7.141693115234375
2010-12-02,7.370593547821045
2010-12-03,7.455613136291504
2010-12-06,7.514474868774414
2010-12-07,7.475231647491455
2010-12-08,7.422914028167725
2010-12-09,7.422914028167725
2010-12-10,7.449072360992432
2010-12-13,7.449072360992432
2010-12-14,7.39675235748291
2010-12-15,7.318273544311523
2010-12-16,7.39675235748291
2010-12-17,7.481771469116211
2010-12-20,7.691054344177246
2010-12-21,7.92649507522583
2010-12-22,8.083451271057129
2010-12-23,7.9984331130981445
2010-12-27,7.959193229675293
2010-12-28,7.906874179840088
2010-12-29,7.946113586425781
2010-12-30,7.978811740875244
2010-12-31,7.965731143951416
2011-01-03,8.201172828674316
2011-01-04,8.24041748046875
2011-01-05,8.351592063903809
2011-01-06,8.495473861694336
2011-01-07,8.495473861694336
2011-01-10,8.482397079467773
2011-01-11,8.593578338623047
2011-01-12,8.462774276733398
2011-01-13,8.456235885620117
2011-01-14,8.495473861694336
2011-01-18,8.469314575195312
2011-01-19,8.338515281677246
2011-01-20,8.449690818786621
2011-01-21,8.410457611083984
2011-01-24,8.462774276733398
2011-01-25,8.390832901000977
2011-01-26,8.260034561157227
2011-01-27,8.273117065429688
2011-01-28,8.089994430541992
2011-01-31,8.109611511230469
2011-02-01,8.279656410217285
2011-02-02,8.214253425598145
2011-02-03,8.214253425598145
2011-02-04,8.122694969177246
2011-02-07,8.20771312713623
2011-02-08,8.181554794311523
2011-02-09,8.076912879943848
2011-02-10,8.168471336364746
2011-02-11,8.142312049865723
2011-02-14,8.201172828674316
2011-02-15,8.194631576538086
2011-02-16,8.194631576538086
2011-02-17,8.39737319946289
2011-02-18,8.423537254333496
2011-02-22,8.07037353515625
2011-02-23,8.011514663696289
2011-02-24,7.893795490264893
2011-02-25,8.01805305480957
2011-02-28,8.089994430541992
2011-03-01,8.325433731079102
2011-03-02,8.377755165100098
2011-03-03,8.573954582214355
2011-03-04,8.560877799987793
2011-03-07,8.482397079467773
2011-03-08,8.66551399230957
2011-03-09,8.750537872314453
2011-03-10,8.573954582214355
2011-03-11,8.567418098449707
2011-03-14,8.331974983215332
2011-03-15,8.220796585083008
2011-03-16,7.985352039337158
2011-03-17,8.338515281677246
2011-03-18,8.050752639770508
2011-03-21,8.25349235534668
2011-03-22,8.15539264678955
2011-03-23,8.148852348327637
2011-03-24,8.220796585083008
2011-03-25,8.31235408782959
2011-03-28,8.23387336730957
2011-03-29,8.39737319946289
2011-03-30,8.547794342041016
2011-03-31,8.502013206481934
2011-04-01,8.560877799987793
2011-04-04,8.508556365966797
2011-04-05,8.443155288696289
2011-04-06,8.652434349060059
2011-04-07,8.645894050598145
2011-04-08,8.6720552444458
2011-04-11,8.423537254333496
2011-04-12,8.26657485961914
2011-04-13,8.338515281677246
2011-04-14,8.358134269714355
2011-04-15,8.390832901000977
2011-04-18,8.194631576538086
2011-04-19,8.15539264678955
2011-04-20,8.423537254333496
2011-04-21,8.508556365966797
2011-04-25,8.430076599121094
2011-04-26,8.436610221862793
2011-04-27,8.508556365966797
2011-04-28,8.632817268371582
2011-04-29,8.658975601196289
2011-05-02,8.626276969909668
2011-05-03,8.6720552444458
2011-05-04,8.534713745117188
2011-05-05,8.456235885620117
2011-05-06,8.456235885620117
2011-05-09,8.593578338623047
2011-05-10,8.534713745117188
2011-05-11,8.384294509887695
2011-05-12,8.227334976196289
2011-05-13,8.135771751403809
2011-05-16,8.194631576538086
2011-05-17,8.109611511230469
2011-05-18,8.279656410217285
2011-05-19,8.456235885620117
2011-05-20,8.515095710754395
2011-05-23,8.188094139099121
2011-05-24,8.15539264678955
2011-05-25,8.331974983215332
2011-05-26,8.31235408782959
2011-05-27,8.345054626464844
2011-05-31,8.475854873657227
2011-06-01,8.331974983215332
2011-06-02,8.201172828674316
2011-06-03,8.148852348327637
2011-06-06,8.04421329498291
2011-06-07,8.063834190368652
2011-06-08,8.076912879943848
2011-06-09,8.135771751403809
2011-06-10,8.050752639770508
2011-06-13,8.089994430541992
2011-06-14,8.04421329498291
2011-06-15,7.893795490264893
2011-06-16,7.959193229675293
2011-06-17,8.024593353271484
2011-06-20,8.024593353271484
2011-06-21,8.168471336364746
2011-06-22,8.07037353515625
2011-06-23,7.985352039337158
2011-06-24,7.92649507522583
2011-06-27,7.985352039337158
2011-06-28,8.148852348327637
2011-06-29,8.24041748046875
2011-06-30,8.331974983215332
2011-07-01,8.488931655883789
2011-07-05,8.39737319946289
2011-07-06,8.482397079467773
2011-07-07,8.587031364440918
2011-07-08,8.541252136230469
2011-07-11,8.338515281677246
2011-07-12,8.273117065429688
2011-07-13,8.305814743041992
2011-07-14,8.227334976196289
2011-07-15,8.201172828674316
2011-07-18,8.037672996520996
2011-07-19,8.194631576538086
2011-07-20,8.227334976196289
2011-07-21,8.358134269714355
2011-07-22,8.29273509979248
2011-07-25,8.423537254333496
2011-07-26,8.37121295928955
2011-07-27,8.31235408782959
2011-07-28,8.148852348327637
2011-07-29,8.050752639770508
2011-08-01,7.965731143951416
2011-08-02,7.671433925628662
2011-08-03,7.645273685455322
2011-08-04,7.030514717102051
2011-08-05,7.076291561126709
2011-08-08,6.278409957885742
2011-08-09,6.474608898162842
2011-08-10,6.330732345581055
2011-08-11,6.82123327255249
2011-08-12,6.873552322387695
2011-08-15,7.20709228515625
2011-08-16,7.115533351898193
2011-08-17,7.135148525238037
2011-08-18,6.834313869476318
2011-08-19,6.657731056213379
2011-08-22,6.651189804077148
2011-08-23,6.847393035888672
2011-08-24,6.971652507781982
2011-08-25,6.690431118011475
2011-08-26,6.768913745880127
2011-08-29,7.108993053436279
2011-08-30,6.965112686157227
2011-08-31,7.102451324462891
2011-09-01,6.9585723876953125
2011-09-02,6.749290466308594
2011-09-06,6.886631488800049
2011-09-07,7.102451324462891
2011-09-08,6.984732151031494
2011-09-09,6.755830764770508
2011-09-12,6.801612377166748
2011-09-13,6.788531303405762
2011-09-14,6.925871849060059
2011-09-15,7.122072696685791
2011-09-16,7.2332539558410645
2011-09-19,7.148235321044922
2011-09-20,7.010892391204834
2011-09-21,6.775452136993408
2011-09-22,6.428831100463867
2011-09-23,6.454994201660156
2011-09-26,6.585791110992432
2011-09-27,6.664270877838135
2011-09-28,6.507310390472412
2011-09-29,6.710050106048584
2011-09-30,6.383049011230469
2011-10-03,6.173771381378174
2011-10-04,6.173771381378174
2011-10-05,6.383049011230469
2011-10-06,6.6446533203125
2011-10-07,6.5530900955200195
2011-10-10,6.768913745880127
2011-10-11,6.677351474761963
2011-10-12,6.847393035888672
2011-10-13,6.79507303237915
2011-10-14,6.873552322387695
2011-10-17,6.703511714935303
2011-10-18,6.997811317443848
2011-10-19,7.056674480438232
2011-10-20,7.076291561126709
2011-10-21,7.318273544311523
2011-10-24,7.344433307647705
2011-10-25,7.076291561126709
2011-10-26,7.167852401733398
2011-10-27,7.527552604675293
2011-10-28,7.619114875793457
2011-10-31,7.337890625
2011-11-01,7.154772758483887
2011-11-02,7.383671760559082
2011-11-03,7.5733323097229
2011-11-04,7.789151191711426
2011-11-07,7.802231311798096
2011-11-08,7.92649507522583
2011-11-09,7.462151527404785
2011-11-10,7.507932662963867
2011-11-11,7.704132080078125
2011-11-14,7.651811599731445
2011-11-15,7.730295181274414
2011-11-16,7.651811599731445
2011-11-17,7.514474868774414
2011-11-18,7.684514999389648
2011-11-21,7.514474868774414
2011-11-22,7.357512950897217
2011-11-23,7.272495269775391
2011-11-25,7.252871513366699
2011-11-28,7.468693256378174
2011-11-29,7.619114875793457
2011-11-30,7.900332927703857
2011-12-01,7.919952869415283
2011-12-02,7.808773040771484
2011-12-05,7.900332927703857
2011-12-06,7.893795490264893
2011-12-07,7.874175071716309
2011-12-08,7.527552604675293
2011-12-09,7.7564520835876465
2011-12-12,7.664893627166748
2011-12-13,7.632192134857178
2011-12-14,7.527552604675293
2011-12-15,7.566795349121094
2011-12-16,7.5210137367248535
2011-12-19,7.507932662963867
2011-12-20,7.645273685455322
2011-12-21,7.57987117767334
2011-12-22,7.717215538024902
2011-12-23,7.762993812561035
2011-12-27,7.789151191711426
2011-12-28,7.664893627166748
2011-12-29,7.769536972045898
2011-12-30,7.743373870849609
2012-01-03,7.92649507522583
2012-01-04,7.8676323890686035
2012-01-05,8.057295799255371
2012-01-06,7.9984331130981445
2012-01-09,8.15539264678955
2012-01-10,8.305814743041992
2012-01-11,8.279656410217285
2012-01-12,8.20771312713623
2012-01-13,8.273117065429688
2012-01-17,8.423537254333496
2012-01-18,8.36467456817627
2012-01-19,8.449690818786621
2012-01-20,8.541252136230469
2012-01-23,8.462774276733398
2012-01-24,8.331974983215332
2012-01-25,8.573954582214355
2012-01-26,8.462774276733398
2012-01-27,8.377755165100098
2012-01-30,8.338515281677246
2012-01-31,8.345054626464844
2012-02-01,8.475854873657227
2012-02-02,8.508556365966797
2012-02-03,8.449690818786621
2012-02-06,8.358134269714355
2012-02-07,8.423537254333496
2012-02-08,8.462774276733398
2012-02-09,8.488931655883789
2012-02-10,8.423537254333496
2012-02-13,8.580495834350586
2012-02-14,8.815932273864746
2012-02-15,8.783235549926758
2012-02-16,9.012134552001953
2012-02-17,8.95981502532959
2012-02-21,9.012134552001953
2012-02-22,9.038291931152344
2012-02-23,9.005595207214355
2012-02-24,9.025214195251465
2012-02-27,8.95981502532959
2012-02-28,8.789772033691406
2012-02-29,8.868257522583008
2012-03-01,8.848631858825684
2012-03-02,8.822473526000977
2012-03-05,8.750537872314453
2012-03-06,8.488931655883789
2012-03-07,8.515095710754395
2012-03-08,8.619736671447754
2012-03-09,8.626276969909668
2012-03-12,8.678595542907715
2012-03-13,8.71129322052002
2012-03-14,8.502013206481934
2012-03-15,8.600114822387695
2012-03-16,8.613197326660156
2012-03-19,8.580495834350586
2012-03-20,8.600114822387695
2012-03-21,8.560877799987793
2012-03-22,8.410457611083984
2012-03-23,8.449690818786621
2012-03-26,8.573954582214355
2012-03-27,8.613197326660156
2012-03-28,8.515095710754395
2012-03-29,8.515095710754395
2012-03-30,8.547794342041016
2012-04-02,8.528173446655273
2012-04-03,8.66551399230957
2012-04-04,8.613197326660156
2012-04-05,8.449690818786621
2012-04-09,8.410457611083984
2012-04-10,8.17501449584961
2012-04-11,8.161932945251465
2012-04-12,8.279656410217285
2012-04-13,8.109611511230469
2012-04-16,8.135771751403809
2012-04-17,8.07037353515625
2012-04-18,8.011514663696289
2012-04-19,7.92649507522583
2012-04-20,8.01805305480957
2012-04-23,7.88071346282959
2012-04-24,7.9395751953125
2012-04-25,7.991893768310547
2012-04-26,8.122694969177246
2012-04-27,8.142312049865723
2012-04-30,8.188094139099121
2012-05-01,8.227334976196289
2012-05-02,8.050752639770508
2012-05-03,7.985352039337158
2012-05-04,7.900332927703857
2012-05-07,7.893795490264893
2012-05-08,7.854555130004883
2012-05-09,7.8676323890686035
2012-05-10,8.089994430541992
2012-05-11,8.083451271057129
2012-05-14,7.991893768310547
2012-05-15,7.972275257110596
2012-05-16,7.933033466339111
2012-05-17,7.834934711456299
2012-05-18,7.815313816070557
2012-05-21,7.9984331130981445
2012-05-22,8.122694969177246
2012-05-23,7.985352039337158
2012-05-24,8.096534729003906
2012-05-25,8.20771312713623
2012-05-29,8.246956825256348
2012-05-30,8.057295799255371
2012-05-31,7.906874179840088
2012-06-01,7.743373870849609
2012-06-04,7.730295181274414
2012-06-05,7.861093044281006
2012-06-06,8.142312049865723
2012-06-07,8.083451271057129
2012-06-08,8.20771312713623
2012-06-11,8.04421329498291
2012-06-12,8.063834190368652
2012-06-13,8.07037353515625
2012-06-14,8.25349235534668
2012-06-15,8.260034561157227
2012-06-18,8.227334976196289
2012-06-19,8.299273490905762
2012-06-20,8.142312049865723
2012-06-21,7.933033466339111
2012-06-22,7.900332927703857
2012-06-25,7.854555130004883
2012-06-26,7.965731143951416
2012-06-27,8.142312049865723
2012-06-28,8.25349235534668
2012-06-29,8.390832901000977
2012-07-02,8.318894386291504
2012-07-03,8.377755165100098
2012-07-05,8.390832901000977
2012-07-06,8.39737319946289
2012-07-09,8.286192893981934
2012-07-10,8.273117065429688
2012-07-11,8.338515281677246
2012-07-12,8.24041748046875
2012-07-13,8.318894386291504
2012-07-16,8.26657485961914
2012-07-17,8.286192893981934
2012-07-18,8.246956825256348
2012-07-19,8.384294509887695
2012-07-20,8.351592063903809
2012-07-23,8.142312049865723
2012-07-24,7.913414001464844
2012-07-25,7.7106733322143555
2012-07-26,7.828393936157227
2012-07-27,7.834934711456299
2012-07-30,7.919952869415283
2012-07-31,7.887253761291504
2012-08-01,7.848013401031494
2012-08-02,7.919952869415283
2012-08-03,8.011514663696289
2012-08-06,7.658353805541992
2012-08-07,7.540634632110596
2012-08-08,7.664893627166748
2012-08-09,7.691054344177246
2012-08-10,7.704132080078125
2012-08-13,7.7564520835876465
2012-08-14,7.651811599731445
2012-08-15,7.625653266906738
2012-08-16,7.7106733322143555
2012-08-17,7.632192134857178
2012-08-20,7.632192134857178
2012-08-21,7.592954158782959
2012-08-22,7.632192134857178
2012-08-23,7.442534446716309
2012-08-24,7.527552604675293
2012-08-27,7.560256004333496
2012-08-28,7.468693256378174
2012-08-29,7.534091949462891
2012-08-30,7.449072360992432
2012-08-31,7.449072360992432
2012-09-04,7.383671760559082
2012-09-05,7.383671760559082
2012-09-06,7.435992240905762
2012-09-07,7.449072360992432
2012-09-10,7.494854927062988
2012-09-11,7.5210137367248535
2012-09-12,7.364052772521973
2012-09-13,7.5210137367248535
2012-09-14,7.566795349121094
2012-09-17,7.455613136291504
2012-09-18,7.305192470550537
2012-09-19,7.285571575164795
2012-09-20,7.324812412261963
2012-09-21,7.272495269775391
2012-09-24,7.350971221923828
2012-09-25,7.226715087890625
2012-09-26,7.122072696685791
2012-09-27,7.122072696685791
2012-09-28,7.174393653869629
2012-10-01,7.063210964202881
2012-10-02,7.115533351898193
2012-10-03,7.135148525238037
2012-10-04,7.194011688232422
2012-10-05,7.141693115234375
2012-10-08,7.082831859588623
2012-10-09,7.050133228302002
2012-10-10,6.9585723876953125
2012-10-11,6.997811317443848
2012-10-12,6.938948631286621
2012-10-15,7.023971080780029
2012-10-16,7.167852401733398
2012-10-17,7.259410381317139
2012-10-18,7.292110919952393
2012-10-19,7.22017240524292
2012-10-22,7.0697526931762695
2012-10-23,7.017430305480957
2012-10-24,6.860471725463867
2012-10-25,6.834313869476318
2012-10-26,6.860574722290039
2012-10-31,6.860574722290039
2012-11-01,6.91965913772583
2012-11-02,6.998440742492676
2012-11-05,6.8080525398254395
2012-11-06,6.880268096923828
2012-11-07,6.611095905303955
2012-11-08,6.663616180419922
2012-11-09,6.53887939453125
2012-11-12,6.506053924560547
2012-11-13,6.394448280334473
2012-11-14,6.420708179473877
2012-11-15,6.381317615509033
2012-11-16,6.49292516708374
2012-11-19,6.545444965362549
2012-11-20,6.512618064880371
2012-11-21,6.545444965362549
2012-11-23,6.630790710449219
2012-11-26,6.696444511413574
2012-11-27,6.676746368408203
2012-11-28,6.827746391296387
2012-11-29,6.84087610244751
2012-11-30,7.005004405975342
2012-12-03,6.9393534660339355
2012-12-04,7.037830829620361
2012-12-05,7.12974214553833
2012-12-06,7.116612434387207
2012-12-07,7.12974214553833
2012-12-10,7.037830829620361
2012-12-11,7.037830829620361
2012-12-12,7.05095911026001
2012-12-13,7.070657730102539
2012-12-14,7.05095911026001
2012-12-17,7.156004428863525
2012-12-18,7.254483222961426
2012-12-19,7.162565231323242
2012-12-20,7.234785079956055
2012-12-21,7.156004428863525
2012-12-24,7.09035062789917
2012-12-26,7.070657730102539
2012-12-27,6.9853105545043945
2012-12-28,6.899963855743408
2012-12-31,7.024701118469238
2013-01-02,7.221653938293457
2013-01-03,7.182264804840088
2013-01-04,7.352957248687744
2013-01-07,7.123178958892822
2013-01-08,7.123178958892822
2013-01-09,7.156004428863525
2013-01-10,7.280740737915039
2013-01-11,7.293872356414795
2013-01-14,7.2413482666015625
2013-01-15,7.221653938293457
2013-01-16,7.188827991485596
2013-01-17,7.2676100730896
2013-01-18,7.313565731048584
2013-01-22,7.425174236297607
2013-01-23,7.359522342681885
2013-01-24,7.280740737915039
2013-01-25,7.280740737915039
2013-01-28,7.123178958892822
2013-01-29,7.024701118469238
2013-01-30,7.169677257537842
2013-01-31,7.143317222595215
2013-02-01,7.281703472137451
2013-02-04,7.196033954620361
2013-02-05,7.242165565490723
2013-02-06,7.28829288482666
2013-02-07,7.321241855621338
2013-02-08,7.294880390167236
2013-02-11,7.380549907684326
2013-02-12,7.453036785125732
2013-02-13,7.472805023193359
2013-02-14,7.387136936187744
2013-02-15,7.360781192779541
2013-02-19,7.49257755279541
2013-02-20,7.49257755279541
2013-02-21,7.28829288482666
2013-02-22,7.4003167152404785
2013-02-25,7.182856559753418
2013-02-26,7.215804100036621
2013-02-27,7.670499324798584
2013-02-28,7.65731954574585
2013-03-01,7.861602783203125
2013-03-04,7.92091178894043
2013-03-05,8.026345252990723
2013-03-06,8.1449613571167
2013-03-07,8.118603706359863
2013-03-08,8.125192642211914
2013-03-11,8.243809700012207
2013-03-12,8.270170211791992
2013-03-13,8.329474449157715
2013-03-14,8.283347129821777
2013-03-15,8.237221717834473
2013-03-18,8.164730072021484
2013-03-19,8.204272270202637
2013-03-20,8.3558349609375
2013-03-21,8.184499740600586
2013-03-22,8.177913665771484
2013-03-25,8.105422973632812
2013-03-26,8.164730072021484
2013-03-27,8.263580322265625
2013-03-28,8.283347129821777
2013-04-01,8.243809700012207
2013-04-02,8.243809700012207
2013-04-03,8.210862159729004
2013-04-04,8.256987571716309
2013-04-05,8.191095352172852
2013-04-08,8.296528816223145
2013-04-09,8.329474449157715
2013-04-10,8.46786117553711
2013-04-11,8.520580291748047
2013-04-12,8.632603645324707
2013-04-15,8.362424850463867
2013-04-16,8.48104190826416
2013-04-17,8.329474449157715
2013-04-18,8.31629467010498
2013-04-19,8.48104190826416
2013-04-22,8.51399040222168
2013-04-23,8.665556907653809
2013-04-24,8.724864959716797
2013-04-25,8.869836807250977
2013-04-26,8.876426696777344
2013-04-29,9.0284423828125
2013-04-30,9.160633087158203
2013-05-01,9.120978355407715
2013-05-02,9.140803337097168
2013-05-03,9.134196281433105
2013-05-06,9.140803337097168
2013-05-07,9.226724624633789
2013-05-08,9.187068939208984
2013-05-09,8.737630844116211
2013-05-10,8.797115325927734
2013-05-13,8.598832130432129
2013-05-14,8.678146362304688
2013-05-15,8.645100593566895
2013-05-16,8.499692916870117
2013-05-17,8.585614204406738
2013-05-20,8.5459566116333
2013-05-21,8.592222213745117
2013-05-22,8.48647403717041
2013-05-23,8.526127815246582
2013-05-24,8.367506980895996
2013-05-28,8.208877563476562
2013-05-29,8.175833702087402
2013-05-30,8.136173248291016
2013-05-31,8.063468933105469
2013-06-03,8.122954368591309
2013-06-04,8.116344451904297
2013-06-05,7.977548599243164
2013-06-06,8.116344451904297
2013-06-07,8.26836109161377
2013-06-10,8.103129386901855
2013-06-11,8.136173248291016
2013-06-12,8.050251960754395
2013-06-13,8.189050674438477
2013-06-14,8.169218063354492
2013-06-17,8.096521377563477
2013-06-18,8.043643951416016
2013-06-19,7.719784259796143
2013-06-20,7.554547309875488
2013-06-21,7.5875959396362305
2013-06-24,7.541329383850098
2013-06-25,7.7131733894348145
2013-06-26,7.87179708480835
2013-06-27,7.904847621917725
2013-06-28,7.924671649932861
2013-07-01,7.8651885986328125
2013-07-02,7.805705547332764
2013-07-03,7.818925857543945
2013-07-05,7.838751792907715
2013-07-08,7.878408908843994
2013-07-09,7.951112270355225
2013-07-10,8.103129386901855
2013-07-11,8.281579971313477
2013-07-12,8.327847480773926
2013-07-15,8.506301879882812
2013-07-16,8.440206527709961
2013-07-17,8.420378684997559
2013-07-18,8.426989555358887
2013-07-19,8.47986125946045
2013-07-22,8.380721092224121
2013-07-23,8.433600425720215
2013-07-24,8.208877563476562
2013-07-25,8.228708267211914
2013-07-26,8.248533248901367
2013-07-29,8.195656776428223
2013-07-30,8.2089204788208
2013-07-31,8.248706817626953
2013-08-01,8.394584655761719
2013-08-02,8.394584655761719
2013-08-05,8.474156379699707
2013-08-06,8.460892677307129
2013-08-07,8.533828735351562
2013-08-08,8.706229209899902
2013-08-09,8.679705619812012
2013-08-12,8.673076629638672
2013-08-13,8.600136756896973
2013-08-14,8.613398551940918
2013-08-15,8.494044303894043
2013-08-16,8.394584655761719
2013-08-19,8.281859397888184
2013-08-20,8.41447639465332
2013-08-21,8.368058204650879
2013-08-22,8.540460586547852
2013-08-23,8.560351371765137
2013-08-26,8.58687686920166
2013-08-27,8.441000938415527
2013-08-28,8.527199745178223
2013-08-29,8.474156379699707
2013-08-30,8.42773723602295
2013-09-03,8.42110824584961
2013-09-04,8.381319999694824
2013-09-05,8.42773723602295
2013-09-06,8.679705619812012
2013-09-09,8.812320709228516
2013-09-10,8.997981071472168
2013-09-11,8.905152320861816
2013-09-12,8.872000694274902
