Date,AVGO
2010-10-21,1.551845669746399
2010-10-22,1.5893168449401855
2010-10-25,1.6161823272705078
2010-10-26,1.6557735204696655
2010-10-27,1.6755695343017578
2010-10-28,1.6564807891845703
2010-10-29,1.7448540925979614
2010-11-01,1.6847602128982544
2010-11-02,1.70243501663208
2010-11-03,1.7448540925979614
2010-11-04,1.787981390953064
2010-11-05,1.7936373949050903
2010-11-08,1.7851530313491821
2010-11-09,1.7554595470428467
2010-11-10,1.7399057149887085
2010-11-11,1.7568734884262085
2010-11-12,1.8183810710906982
2010-11-15,1.779496669769287
2010-11-16,1.760408639907837
2010-11-17,1.7391984462738037
2010-11-18,1.7724270820617676
2010-11-19,1.7865675687789917
2010-11-22,1.838884711265564
2010-11-23,1.8367633819580078
2010-11-24,1.8593873977661133
2010-11-26,1.9095834493637085
2010-11-29,1.9032204151153564
2010-11-30,1.8459539413452148
2010-12-01,1.8989787101745605
2010-12-02,2.0085630416870117
2010-12-03,1.877061367034912
2010-12-06,1.898271918296814
2010-12-07,1.757580041885376
2010-12-08,1.7957584857940674
2010-12-09,1.8671647310256958
2010-12-10,1.866457223892212
2010-12-13,1.8841785192489624
2010-12-14,1.8636212348937988
2010-12-15,1.8714184761047363
2010-12-16,1.9593186378479004
2010-12-17,1.9968891143798828
2010-12-20,1.9713696241378784
2010-12-21,1.9763320684432983
2010-12-22,1.9947632551193237
2010-12-23,1.994053840637207
2010-12-27,2.038712501525879
2010-12-28,2.0061049461364746
2010-12-29,2.029496669769287
2010-12-30,2.0472190380096436
2010-12-31,2.013901948928833
2011-01-03,1.9706604480743408
2011-01-04,1.9848382472991943
2011-01-05,1.9841294288635254
2011-01-06,2.0216994285583496
2011-01-07,2.0046868324279785
2011-01-10,2.0486369132995605
2011-01-11,2.0727386474609375
2011-01-12,1.9968891143798828
2011-01-13,2.0096497535705566
2011-01-14,2.0564348697662354
2011-01-18,1.967117428779602
2011-01-19,1.9678256511688232
2011-01-20,1.9635721445083618
2011-01-21,1.9685341119766235
2011-01-24,1.9912173748016357
2011-01-25,1.9862558841705322
2011-01-26,2.002561569213867
2011-01-27,2.0713210105895996
2011-01-28,1.9883832931518555
2011-01-31,2.035168170928955
2011-02-01,2.060687780380249
2011-02-02,2.041548252105713
2011-02-03,2.0847887992858887
2011-02-04,2.211676836013794
2011-02-07,2.1826138496398926
2011-02-08,2.262007474899292
2011-02-09,2.322969675064087
2011-02-10,2.302412271499634
2011-02-11,2.3598313331604004
2011-02-14,2.412997245788574
2011-02-15,2.3896031379699707
2011-02-16,2.4370977878570557
2011-02-17,2.3839330673217773
2011-02-18,2.3995275497436523
2011-02-22,2.3109192848205566
2011-02-23,2.2216010093688965
2011-02-24,2.408743381500244
2011-02-25,2.4356801509857178
2011-02-28,2.409452199935913
2011-03-01,2.273348808288574
2011-03-02,2.300995349884033
2011-03-03,2.339273452758789
2011-03-04,2.324387788772583
2011-03-07,2.2669694423675537
2011-03-08,2.296031951904297
2011-03-09,2.1974997520446777
2011-03-10,2.1982083320617676
2011-03-11,2.213803768157959
2011-03-14,2.1974997520446777
2011-03-15,2.2024614810943604
2011-03-16,2.1008312702178955
2011-03-17,2.0837740898132324
2011-03-18,2.1548449993133545
2011-03-21,2.2024612426757812
2011-03-22,2.1825616359710693
2011-03-23,2.2038826942443848
2011-03-24,2.2081470489501953
2011-03-25,2.192511796951294
2011-03-28,2.2024612426757812
2011-03-29,2.201040029525757
2011-03-30,2.2379965782165527
2011-03-31,2.2102794647216797
2011-04-01,2.240128993988037
2011-04-04,2.174744129180908
2011-04-05,2.250789165496826
2011-04-06,2.3289661407470703
2011-04-07,2.307645082473755
2011-04-08,2.3147523403167725
2011-04-11,2.290588617324829
2011-04-12,2.2294673919677734
2011-04-13,2.2600278854370117
2011-04-14,2.2081470489501953
2011-04-15,2.2557640075683594
2011-04-18,2.2458150386810303
2011-04-19,2.2578961849212646
2011-04-20,2.3140416145324707
2011-04-21,2.316885232925415
2011-04-25,2.291300058364868
2011-04-26,2.299117088317871
2011-04-27,2.3730297088623047
2011-04-28,2.3374948501586914
2011-04-29,2.3780055046081543
2011-05-02,2.3559727668762207
2011-05-03,2.285613536834717
2011-05-04,2.3126208782196045
2011-05-05,2.3623695373535156
2011-05-06,2.4810566902160645
2011-05-09,2.520144462585449
2011-05-10,2.5450198650360107
2011-05-11,2.5492827892303467
2011-05-12,2.4917171001434326
2011-05-13,2.479635000228882
2011-05-16,2.4348607063293457
2011-05-17,2.4355716705322266
2011-05-18,2.4611573219299316
2011-05-19,2.473949432373047
2011-05-20,2.4441001415252686
2011-05-23,2.276374578475952
2011-05-24,2.253632068634033
2011-05-25,2.4519174098968506
2011-05-26,2.4668424129486084
2011-05-27,2.4881632328033447
2011-05-31,2.401458263397217
2011-06-01,2.4000372886657715
2011-06-02,2.3822691440582275
2011-06-03,2.408564567565918
2011-06-06,2.368765354156494
2011-06-07,2.419935941696167
2011-06-08,2.374451160430908
2011-06-09,2.432729482650757
2011-06-10,2.4000372886657715
2011-06-13,2.3787152767181396
2011-06-14,2.4320180416107178
2011-06-15,2.391401529312134
2011-06-16,2.3778629302978516
2011-06-17,2.3158679008483887
2011-06-20,2.333682060241699
2011-06-21,2.4277422428131104
2011-06-22,2.565269947052002
2011-06-23,2.552443265914917
2011-06-24,2.5310657024383545
2011-06-27,2.526078939437866
2011-06-28,2.6329643726348877
2011-06-29,2.687119483947754
2011-06-30,2.707784414291382
2011-07-01,2.7548141479492188
2011-07-05,2.7761919498443604
2011-07-06,2.784743070602417
2011-07-07,2.7548141479492188
2011-07-08,2.7049338817596436
2011-07-11,2.6643171310424805
2011-07-12,2.5232276916503906
2011-07-13,2.521089792251587
2011-07-14,2.506838798522949
2011-07-15,2.53035306930542
2011-07-18,2.4940123558044434
2011-07-19,2.579522132873535
2011-07-20,2.570258140563965
2011-07-21,2.619424343109131
2011-07-22,2.641515016555786
2011-07-25,2.5716824531555176
2011-07-26,2.612299919128418
2011-07-27,2.3963897228240967
2011-07-28,2.4683592319488525
2011-07-29,2.3963897228240967
2011-08-01,2.365748643875122
2011-08-02,2.283802032470703
2011-08-03,2.3358209133148193
2011-08-04,2.2018558979034424
2011-08-05,2.0906946659088135
2011-08-08,1.9374909400939941
2011-08-09,2.111359119415283
2011-08-10,2.084282398223877
2011-08-11,2.18831729888916
2011-08-12,2.2118325233459473
2011-08-15,2.2524495124816895
2011-08-16,2.2068440914154053
2011-08-17,2.1876049041748047
2011-08-18,2.038677453994751
2011-08-19,2.0158743858337402
2011-08-22,1.9695568084716797
2011-08-23,2.084994316101074
2011-08-24,2.2994790077209473
2011-08-25,2.2004311084747314
2011-08-26,2.2460360527038574
2011-08-29,2.3408091068267822
2011-08-30,2.3607609272003174
2011-08-31,2.359334945678711
2011-09-01,2.2488858699798584
2011-09-02,2.2182457447052
2011-09-06,2.241760492324829
2011-09-07,2.330120086669922
2011-09-08,2.3579115867614746
2011-09-09,2.30161714553833
2011-09-12,2.38926362991333
2011-09-13,2.445556879043579
2011-09-14,2.6051740646362305
2011-09-15,2.625900983810425
2011-09-16,2.6080322265625
2011-09-19,2.6694986820220947
2011-09-20,2.5958824157714844
2011-09-21,2.5715818405151367
2011-09-22,2.4286367893218994
2011-09-23,2.4872443675994873
2011-09-26,2.4372127056121826
2011-09-27,2.465087652206421
2011-09-28,2.3593080043792725
2011-09-29,2.370743989944458
2011-09-30,2.3421547412872314
2011-10-03,2.279259204864502
2011-10-04,2.3114213943481445
2011-10-05,2.330718755722046
2011-10-06,2.35502028465271
2011-10-07,2.3500170707702637
2011-10-10,2.4057655334472656
2011-10-11,2.3821792602539062
2011-10-12,2.40505051612854
2011-10-13,2.434354543685913
2011-10-14,2.5515694618225098
2011-10-17,2.505826711654663
2011-10-18,2.561575412750244
2011-10-19,2.4750943183898926
2011-10-20,2.4286367893218994
2011-10-21,2.418631076812744
2011-10-24,2.5265533924102783
2011-10-25,2.461514472961426
2011-10-26,2.413628339767456
2011-10-27,2.4129130840301514
2011-10-28,2.4007620811462402
2011-10-31,2.413628339767456
2011-11-01,2.358593225479126
2011-11-02,2.330005407333374
2011-11-03,2.453651189804077
2011-11-04,2.4572253227233887
2011-11-07,2.47152042388916
2011-11-08,2.48224139213562
2011-11-09,2.3750319480895996
2011-11-10,2.366455078125
2011-11-11,2.4507925510406494
2011-11-14,2.3650271892547607
2011-11-15,2.357879400253296
2011-11-16,2.2942683696746826
2011-11-17,2.229942560195923
2011-11-18,2.1341702938079834
2011-11-21,2.1048660278320312
2011-11-22,2.1020071506500244
2011-11-23,2.070558786392212
2011-11-25,2.0326788425445557
2011-11-28,2.04268479347229
2011-11-29,2.0634119510650635
2011-11-30,2.1384575366973877
2011-12-01,2.1377429962158203
2011-12-02,2.2270843982696533
2011-12-05,2.2185072898864746
2011-12-06,2.202068328857422
2011-12-07,2.2313718795776367
2011-12-08,2.192777156829834
2011-12-09,2.187774419784546
2011-12-12,2.1055803298950195
2011-12-13,2.089857816696167
2011-12-14,2.0519771575927734
2011-12-15,2.055565595626831
2011-12-16,2.0670485496520996
2011-12-19,1.9773331880569458
2011-12-20,2.0692014694213867
2011-12-21,2.00317120552063
2011-12-22,2.082838535308838
2011-12-23,2.109394073486328
2011-12-27,2.1058058738708496
2011-12-28,2.062741994857788
2011-12-29,2.090015411376953
2011-12-30,2.071355104446411
2012-01-03,2.0778141021728516
2012-01-04,2.0419280529022217
2012-01-05,2.044799566268921
2012-01-06,2.0318799018859863
2012-01-09,2.1689653396606445
2012-01-10,2.1998274326324463
2012-01-11,2.239302158355713
2012-01-12,2.2737529277801514
2012-01-13,2.2658591270446777
2012-01-17,2.2716002464294434
2012-01-18,2.4359593391418457
2012-01-19,2.412992238998413
2012-01-20,2.4266297817230225
2012-01-23,2.415863513946533
2012-01-24,2.430936098098755
2012-01-25,2.4366772174835205
2012-01-26,2.4460067749023438
2012-01-27,2.438829183578491
2012-01-30,2.420886993408203
2012-01-31,2.4359593391418457
2012-02-01,2.4847652912139893
2012-02-02,2.5120389461517334
2012-02-03,2.5213677883148193
2012-02-06,2.4617977142333984
2012-02-07,2.481894016265869
2012-02-08,2.503425359725952
2012-02-09,2.5213677883148193
2012-02-10,2.475433826446533
2012-02-13,2.498401641845703
2012-02-14,2.4768693447113037
2012-02-15,2.5106022357940674
2012-02-16,2.5737621784210205
2012-02-17,2.5292625427246094
2012-02-21,2.5457708835601807
2012-02-22,2.576633930206299
2012-02-23,2.669220447540283
2012-02-24,2.6067776679992676
2012-02-27,2.6541476249694824
2012-02-28,2.6563007831573486
2012-02-29,2.699364185333252
2012-03-01,2.6785502433776855
2012-03-02,2.6268742084503174
2012-03-05,2.5443363189697266
2012-03-06,2.534287691116333
2012-03-07,2.5658679008483887
2012-03-08,2.61395525932312
2012-03-09,2.639075517654419
2012-03-12,2.6268742084503174
2012-03-13,2.7007997035980225
2012-03-14,2.663477897644043
2012-03-15,2.7196576595306396
2012-03-16,2.729741334915161
2012-03-19,2.741264820098877
2012-03-20,2.739103317260742
2012-03-21,2.7628719806671143
2012-03-22,2.733341693878174
2012-03-23,2.744145631790161
2012-03-26,2.7974438667297363
2012-03-27,2.7931222915649414
2012-03-28,2.7347819805145264
2012-03-29,2.7614314556121826
2012-03-30,2.806807279586792
2012-04-02,2.7866408824920654
2012-04-03,2.763592004776001
2012-04-04,2.694448471069336
2012-04-05,2.7088534832000732
2012-04-09,2.7066924571990967
2012-04-10,2.650513172149658
2012-04-11,2.699490547180176
2012-04-12,2.7477471828460693
2012-04-13,2.685084581375122
2012-04-16,2.668518543243408
2012-04-17,2.7182161808013916
2012-04-18,2.699490547180176
2012-04-19,2.572007656097412
2012-04-20,2.469011068344116
2012-04-23,2.3933846950531006
2012-04-24,2.3537709712982178
2012-04-25,2.51942777633667
2012-04-26,2.5251898765563965
2012-04-27,2.4920594692230225
2012-04-30,2.4834165573120117
2012-05-01,2.481975793838501
2012-05-02,2.5050227642059326
2012-05-03,2.4027483463287354
2012-05-04,2.2781457901000977
2012-05-07,2.2543766498565674
2012-05-08,2.2723827362060547
2012-05-09,2.2378108501434326
2012-05-10,2.2241263389587402
2012-05-11,2.2284483909606934
2012-05-14,2.242133140563965
2012-05-15,2.2363715171813965
2012-05-16,2.2162039279937744
2012-05-17,2.1657865047454834
2012-05-18,2.1621859073638916
2012-05-21,2.226287603378296
2012-05-22,2.2522165775299072
2012-05-23,2.4142725467681885
2012-05-24,2.341527223587036
2012-05-25,2.387622833251953
2012-05-29,2.481255054473877
2012-05-30,2.38114070892334
2012-05-31,2.3840219974517822
2012-06-01,2.2313294410705566
2012-06-04,2.1989173889160156
2012-06-05,2.2623000144958496
2012-06-06,2.3746588230133057
2012-06-07,2.373218059539795
2012-06-08,2.4373199939727783
2012-06-11,2.3941049575805664
2012-06-12,2.443082094192505
2012-06-13,2.4517250061035156
2012-06-14,2.4097654819488525
2012-06-15,2.464747190475464
2012-06-18,2.5146644115448
2012-06-19,2.5103235244750977
2012-06-20,2.5515594482421875
2012-06-21,2.494408130645752
2012-06-22,2.5175583362579346
2012-06-25,2.474874496459961
2012-06-26,2.48789644241333
2012-06-27,2.524792432785034
2012-06-28,2.482109308242798
2012-06-29,2.5971362590789795
2012-07-02,2.567474126815796
2012-07-03,2.585559844970703
2012-07-05,2.5739855766296387
2012-07-06,2.494408130645752
2012-07-09,2.4083187580108643
2012-07-10,2.4184465408325195
2012-07-11,2.39457368850708
2012-07-12,2.356955051422119
2012-07-13,2.39819073677063
2012-07-16,2.368529796600342
2012-07-17,2.3902318477630615
2012-07-18,2.444490671157837
2012-07-19,2.6072640419006348
2012-07-20,2.5522825717926025
2012-07-23,2.495131492614746
2012-07-24,2.472705364227295
2012-07-25,2.474874496459961
2012-07-26,2.5638575553894043
2012-07-27,2.6137747764587402
2012-07-30,2.6021995544433594
2012-07-31,2.6694788932800293
2012-08-01,2.654287099838257
2012-08-02,2.643435478210449
2012-08-03,2.684671401977539
2012-08-06,2.6817779541015625
2012-08-07,2.705650568008423
2012-08-08,2.7114386558532715
2012-08-09,2.699864149093628
2012-08-10,2.6875648498535156
2012-08-13,2.6239030361175537
2012-08-14,2.6152210235595703
2012-08-15,2.646329879760742
2012-08-16,2.6702024936676025
2012-08-17,2.665139675140381
2012-08-20,2.6014769077301025
2012-08-21,2.6318609714508057
2012-08-22,2.6398181915283203
2012-08-23,2.6058175563812256
2012-08-24,2.607988119125366
2012-08-27,2.587731122970581
2012-08-28,2.6239030361175537
2012-08-29,2.6477766036987305
2012-08-30,2.6058175563812256
2012-08-31,2.645606517791748
2012-09-04,2.5964126586914062
2012-09-05,2.5450479984283447
2012-09-06,2.648500442504883
2012-09-07,2.618839740753174
2012-09-10,2.532027006149292
2012-09-11,2.529132843017578
2012-09-12,2.5486655235290527
2012-09-13,2.537090301513672
2012-09-14,2.5363667011260986
2012-09-17,2.5522825717926025
2012-09-18,2.5551888942718506
2012-09-19,2.5471956729888916
2012-09-20,2.4527199268341064
2012-09-21,2.580625057220459
2012-09-24,2.514493465423584
2012-09-25,2.398942232131958
2012-09-26,2.431645393371582
2012-09-27,2.536294460296631
2012-09-28,2.534114360809326
2012-10-01,2.52103328704834
2012-10-02,2.501410961151123
2012-10-03,2.512312173843384
2012-10-04,2.501410961151123
2012-10-05,2.5028648376464844
2012-10-08,2.4621686935424805
2012-10-09,2.441092014312744
2012-10-10,2.368419647216797
2012-10-11,2.3931281566619873
2012-10-12,2.3967621326446533
2012-10-15,2.4120233058929443
2012-10-16,2.4963245391845703
2012-10-17,2.4788832664489746
2012-10-18,2.474522590637207
2012-10-19,2.4120233058929443
2012-10-22,2.4272842407226562
2012-10-23,2.4156570434570312
2012-10-24,2.378593683242798
2012-10-25,2.449087381362915
2012-10-26,2.4585344791412354
2012-10-31,2.400395154953003
2012-11-01,2.507225513458252
2012-11-02,2.4687089920043945
2012-11-05,2.494145154953003
2012-11-06,2.563910484313965
2012-11-07,2.4679811000823975
2012-11-08,2.459261417388916
2012-11-09,2.4330992698669434
2012-11-12,2.4425458908081055
2012-11-13,2.4185636043548584
2012-11-14,2.400395154953003
2012-11-15,2.3437106609344482
2012-11-16,2.3211817741394043
2012-11-19,2.3800466060638428
2012-11-20,2.3844082355499268
2012-11-21,2.385133981704712
2012-11-23,2.438185691833496
2012-11-26,2.4737956523895264
2012-11-27,2.479609489440918
2012-11-28,2.511585235595703
2012-11-29,2.5508294105529785
2012-11-30,2.5508294105529785
2012-12-03,2.5297532081604004
2012-12-04,2.537748336791992
2012-12-05,2.5094053745269775
2012-12-06,2.5522830486297607
2012-12-07,2.489058017730713
2012-12-10,2.503591775894165
2012-12-11,2.511585235595703
2012-12-12,2.512312173843384
2012-12-13,2.4611895084381104
2012-12-14,2.2742276191711426
2012-12-17,2.3363044261932373
2012-12-18,2.35675311088562
2012-12-19,2.3363044261932373
2012-12-20,2.3297314643859863
2012-12-21,2.2902941703796387
2012-12-24,2.2749576568603516
2012-12-26,2.2552390098571777
2012-12-27,2.2910242080688477
2012-12-28,2.2749576568603516
2012-12-31,2.3114736080169678
2013-01-02,2.376472234725952
2013-01-03,2.388887405395508
2013-01-04,2.373551607131958
2013-01-07,2.360405445098877
2013-01-08,2.3443386554718018
2013-01-09,2.3961918354034424
2013-01-10,2.4480438232421875
2013-01-11,2.5079312324523926
2013-01-14,2.5247275829315186
2013-01-15,2.473605155944824
2013-01-16,2.5239973068237305
2013-01-17,2.54225492477417
2013-01-18,2.5152337551116943
2013-01-22,2.5152337551116943
2013-01-23,2.513772964477539
2013-01-24,2.477987289428711
2013-01-25,2.494784355163574
2013-01-28,2.5181548595428467
2013-01-29,2.5247275829315186
2013-01-30,2.559783458709717
2013-01-31,2.6123669147491455
2013-02-01,2.6481523513793945
2013-02-04,2.569277763366699
2013-02-05,2.5860750675201416
2013-02-06,2.602872133255005
2013-02-07,2.553210735321045
2013-02-08,2.5795021057128906
2013-02-11,2.5853447914123535
2013-02-12,2.5663559436798096
2013-02-13,2.568547248840332
2013-02-14,2.602872133255005
2013-02-15,2.5663559436798096
2013-02-19,2.595569372177124
2013-02-20,2.5320310592651367
2013-02-21,2.458998680114746
2013-02-22,2.4896726608276367
2013-02-25,2.4064159393310547
2013-02-26,2.4195616245269775
2013-02-27,2.4604604244232178
2013-02-28,2.4991672039031982
2013-03-01,2.4611895084381104
2013-03-04,2.449505090713501
2013-03-05,2.507200002670288
2013-03-06,2.5349514484405518
2013-03-07,2.553941249847412
2013-03-08,2.575850248336792
2013-03-11,2.5751194953918457
2013-03-12,2.5889968872070312
2013-03-13,2.6284332275390625
2013-03-14,2.67736554145813
2013-03-15,2.629163980484009
2013-03-18,2.5751194953918457
2013-03-19,2.5780413150787354
2013-03-20,2.624052047729492
2013-03-21,2.6108360290527344
2013-03-22,2.6284570693969727
2013-03-25,2.6078999042510986
2013-03-26,2.627723217010498
2013-03-27,2.6167097091674805
2013-03-28,2.6372671127319336
2013-04-01,2.5946834087371826
2013-04-02,2.56091046333313
2013-04-03,2.5190606117248535
2013-04-04,2.540351629257202
2013-04-05,2.520528793334961
2013-04-08,2.5447580814361572
2013-04-09,2.5535683631896973
2013-04-10,2.5976197719573975
2013-04-11,2.6159751415252686
2013-04-12,2.5631120204925537
2013-04-15,2.4801478385925293
2013-04-16,2.538883686065674
2013-04-17,2.3788275718688965
2013-04-18,2.303203821182251
2013-04-19,2.295128345489502
2013-04-22,2.318621873855591
2013-04-23,2.376624584197998
2013-04-24,2.39497971534729
2013-04-25,2.395714521408081
2013-04-26,2.3575353622436523
2013-04-29,2.3883719444274902
2013-04-30,2.3465218544006348
2013-05-01,2.2995331287384033
2013-05-02,2.3560662269592285
2013-05-03,2.3406481742858887
2013-05-06,2.4081954956054688
2013-05-07,2.389106035232544
2013-05-08,2.459590435028076
2013-05-09,2.486755132675171
2013-05-10,2.5007059574127197
2013-05-13,2.468400716781616
2013-05-14,2.474273920059204
2013-05-15,2.5095160007476807
2013-05-16,2.511718988418579
2013-05-17,2.5278708934783936
2013-05-20,2.5286054611206055
2013-05-21,2.576328754425049
2013-05-22,2.5374157428741455
2013-05-23,2.4940977096557617
2013-05-24,2.5036420822143555
2013-05-28,2.5286054611206055
2013-05-29,2.5278708934783936
2013-05-30,2.7767670154571533
2013-05-31,2.770158052444458
2013-06-03,2.738588333129883
2013-06-04,2.7752983570098877
2013-06-05,2.716562271118164
2013-06-06,2.698206663131714
2013-06-07,2.737853765487671
2013-06-10,2.70408034324646
2013-06-11,2.664433240890503
2013-06-12,2.6416728496551514
2013-06-13,2.740633964538574
2013-06-14,2.7760825157165527
2013-06-17,2.8130087852478027
2013-06-18,2.8617513179779053
2013-06-19,2.811530828475952
2013-06-20,2.736940383911133
2013-06-21,2.7605741024017334
2013-06-24,2.709616184234619
2013-06-25,2.739896297454834
2013-06-26,2.750973701477051
2013-06-27,2.7561428546905518
2013-06-28,2.7605741024017334
2013-07-01,2.777559757232666
2013-07-02,2.841810941696167
2013-07-03,2.8499341011047363
2013-07-05,2.8661820888519287
2013-07-08,2.7524502277374268
2013-07-09,2.775344133377075
2013-07-10,2.830733299255371
2013-07-11,2.8499341011047363
2013-07-12,2.876521110534668
2013-07-15,2.807101249694824
2013-07-16,2.8706133365631104
2013-07-17,2.8743042945861816
2013-07-18,2.7768211364746094
2013-07-19,2.7952847480773926
2013-07-22,2.790853500366211
2013-07-23,2.777559757232666
