Date,VTRS
2010-11-04,16.92646598815918
2010-11-05,16.84284019470215
2010-11-08,16.71739387512207
2010-11-09,16.290889739990234
2010-11-10,16.30760955810547
2010-11-11,16.28252410888672
2010-11-12,16.098541259765625
2010-11-15,16.090181350708008
2010-11-16,15.856017112731934
2010-11-17,15.897833824157715
2010-11-18,16.098541259765625
2010-11-19,16.600317001342773
2010-11-22,16.84284019470215
2010-11-23,16.84284019470215
2010-11-24,17.16063117980957
2010-11-26,17.001733779907227
2010-11-29,16.75921058654785
2010-11-30,16.366153717041016
2010-12-01,16.54177474975586
2010-12-02,16.508323669433594
2010-12-03,16.64212989807129
2010-12-06,16.859560012817383
2010-12-07,16.834474563598633
2010-12-08,16.792661666870117
2010-12-09,16.8177490234375
2010-12-10,16.84284019470215
2010-12-13,16.59195327758789
2010-12-14,17.294435501098633
2010-12-15,17.436601638793945
2010-12-16,17.8380184173584
2010-12-17,17.896560668945312
2010-12-20,17.729305267333984
2010-12-21,17.7376651763916
2010-12-22,17.904922485351562
2010-12-23,17.904922485351562
2010-12-27,17.913286209106445
2010-12-28,17.779481887817383
2010-12-29,17.729305267333984
2010-12-30,17.704214096069336
2010-12-31,17.670764923095703
2011-01-03,18.113994598388672
2011-01-04,18.022003173828125
2011-01-05,18.13908576965332
2011-01-06,18.78302574157715
2011-01-07,18.66594696044922
2011-01-10,18.749574661254883
2011-01-11,18.891738891601562
2011-01-12,18.90010643005371
2011-01-13,19.00882339477539
2011-01-14,19.06736183166504
2011-01-18,19.928739547729492
2011-01-19,19.242984771728516
2011-01-20,19.577495574951172
2011-01-21,19.242984771728516
2011-01-24,19.66948699951172
2011-01-25,19.903654098510742
2011-01-26,20.037460327148438
2011-01-27,19.820024490356445
2011-01-28,19.159358978271484
2011-01-31,19.368427276611328
2011-02-01,19.686216354370117
2011-02-02,19.351701736450195
2011-02-03,19.694576263427734
2011-02-04,19.36006736755371
2011-02-07,19.502235412597656
2011-02-08,19.2346248626709
2011-02-09,19.502235412597656
2011-02-10,19.585861206054688
2011-02-11,19.52732276916504
2011-02-14,19.544048309326172
2011-02-15,19.51896095275879
2011-02-16,19.51896095275879
2011-02-17,19.744762420654297
2011-02-18,19.51896095275879
2011-02-22,19.10917854309082
2011-02-23,18.78302574157715
2011-02-24,18.50705337524414
2011-02-25,18.90846824645996
2011-02-28,19.125900268554688
2011-03-01,18.958648681640625
2011-03-02,18.95028305053711
2011-03-03,19.31825065612793
2011-03-04,19.017187118530273
2011-03-07,18.84156608581543
2011-03-08,19.100814819335938
2011-03-09,18.95028305053711
2011-03-10,18.674312591552734
2011-03-11,18.6910343170166
2011-03-14,18.590679168701172
2011-03-15,18.231075286865234
2011-03-16,17.679126739501953
2011-03-17,17.96346664428711
2011-03-18,18.113994598388672
2011-03-21,18.231075286865234
2011-03-22,18.448511123657227
2011-03-23,18.36488151550293
2011-03-24,18.68267059326172
2011-03-25,18.657583236694336
2011-03-28,18.49869155883789
2011-03-29,18.7746639251709
2011-03-30,19.05063819885254
2011-03-31,18.95028305053711
2011-04-01,19.42696762084961
2011-04-04,19.544048309326172
2011-04-05,19.510597229003906
2011-04-06,19.401878356933594
2011-04-07,19.43532943725586
2011-04-08,19.602588653564453
2011-04-11,19.736392974853516
2011-04-12,19.63603973388672
2011-04-13,19.644399642944336
2011-04-14,19.37679100036621
2011-04-15,19.978918075561523
2011-04-18,19.63603973388672
2011-04-19,20.087636947631836
2011-04-20,20.73157501220703
2011-04-21,20.622859954833984
2011-04-25,20.923919677734375
2011-04-26,21.074453353881836
2011-04-27,21.09954071044922
2011-04-28,20.915557861328125
2011-04-29,20.840293884277344
2011-05-02,20.77338981628418
2011-05-03,20.26325035095215
2011-05-04,20.13780975341797
2011-05-05,20.104360580444336
2011-05-06,19.987279891967773
2011-05-09,20.062545776367188
2011-05-10,20.24652862548828
2011-05-11,19.71966552734375
2011-05-12,20.146177291870117
2011-05-13,20.146177291870117
2011-05-16,19.91201400756836
2011-05-17,19.76984977722168
2011-05-18,19.995637893676758
2011-05-19,20.13780975341797
2011-05-20,19.92037582397461
2011-05-23,19.493871688842773
2011-05-24,19.55240821838379
2011-05-25,19.20953369140625
2011-05-26,19.242984771728516
2011-05-27,19.569137573242188
2011-05-31,19.694576263427734
2011-06-01,19.410240173339844
2011-06-02,19.43532943725586
2011-06-03,19.100814819335938
2011-06-06,18.749574661254883
2011-06-07,18.866655349731445
2011-06-08,18.84156608581543
2011-06-09,18.866655349731445
2011-06-10,18.431785583496094
2011-06-13,18.473600387573242
2011-06-14,18.84156608581543
2011-06-15,18.456872940063477
2011-06-16,18.523773193359375
2011-06-17,18.62413215637207
2011-06-20,18.875019073486328
2011-06-21,19.10917854309082
2011-06-22,19.10917854309082
2011-06-23,19.1677188873291
2011-06-24,19.32661247253418
2011-06-27,19.42696762084961
2011-06-28,19.86183738708496
2011-06-29,20.221437454223633
2011-06-30,20.631223678588867
2011-07-01,20.88210678100586
2011-07-05,20.72321319580078
2011-07-06,20.698129653930664
2011-07-07,20.82356834411621
2011-07-08,20.89046859741211
2011-07-11,20.34688377380371
2011-07-12,20.179622650146484
2011-07-13,20.087636947631836
2011-07-14,19.953826904296875
2011-07-15,19.711301803588867
2011-07-18,19.343338012695312
2011-07-19,19.811662673950195
2011-07-20,19.560773849487305
2011-07-21,19.828384399414062
2011-07-22,20.02073097229004
2011-07-25,19.70294189453125
2011-07-26,19.694576263427734
2011-07-27,19.150997161865234
2011-07-28,19.401878356933594
2011-07-29,19.05063819885254
2011-08-01,18.523773193359375
2011-08-02,17.436601638793945
2011-08-03,17.068635940551758
2011-08-04,15.948010444641113
2011-08-05,16.106904983520508
2011-08-08,14.952828407287598
2011-08-09,15.546589851379395
2011-08-10,14.53468132019043
2011-08-11,15.713850021362305
2011-08-12,16.090181350708008
2011-08-15,16.575227737426758
2011-08-16,16.73412322998047
2011-08-17,16.600317001342773
2011-08-18,15.521504402160645
2011-08-19,14.911011695861816
2011-08-22,14.835746765136719
2011-08-23,15.362608909606934
2011-08-24,15.66367244720459
2011-08-25,15.278980255126953
2011-08-26,16.081815719604492
2011-08-29,16.75921058654785
2011-08-30,17.051908493041992
2011-08-31,17.352975845336914
2011-09-01,16.93482780456543
2011-09-02,16.223983764648438
2011-09-06,16.115266799926758
2011-09-07,16.600317001342773
2011-09-08,16.29924964904785
2011-09-09,16.190532684326172
2011-09-12,16.332700729370117
2011-09-13,16.909738540649414
2011-09-14,16.7843017578125
2011-09-15,16.84284019470215
2011-09-16,17.152265548706055
2011-09-19,16.968280792236328
2011-09-20,16.884653091430664
2011-09-21,16.23234748840332
2011-09-22,15.320793151855469
2011-09-23,15.295703887939453
2011-09-26,15.45460033416748
2011-09-27,15.47968864440918
2011-09-28,14.810656547546387
2011-09-29,14.79393482208252
2011-09-30,14.20853042602539
2011-10-03,13.53950023651123
2011-10-04,13.514410972595215
2011-10-05,14.083086967468262
2011-10-06,14.66849136352539
2011-10-07,14.484506607055664
2011-10-10,14.952828407287598
2011-10-11,14.97791576385498
2011-10-12,15.086630821228027
2011-10-13,14.944465637207031
2011-10-14,14.777207374572754
2011-10-17,14.50123405456543
2011-10-18,14.676849365234375
2011-10-19,14.49286937713623
2011-10-20,14.53468132019043
2011-10-21,15.086630821228027
2011-10-24,15.496415138244629
2011-10-25,15.228800773620605
2011-10-26,16.357789993286133
2011-10-27,17.018457412719727
2011-10-28,16.959915161132812
2011-10-31,16.366153717041016
2011-11-01,15.538228988647461
2011-11-02,15.63858413696289
2011-11-03,15.797476768493652
2011-11-04,15.47968864440918
2011-11-07,15.621855735778809
2011-11-08,15.881107330322266
2011-11-09,15.136813163757324
2011-11-10,15.345885276794434
2011-11-11,15.66367244720459
2011-11-14,15.437872886657715
2011-11-15,15.63858413696289
2011-11-16,15.195352554321289
2011-11-17,14.96955394744873
2011-11-18,14.936100006103516
2011-11-21,14.768845558166504
2011-11-22,14.961188316345215
2011-11-23,14.735395431518555
2011-11-25,14.559767723083496
2011-11-28,15.278980255126953
2011-11-29,15.46296215057373
2011-11-30,16.332700729370117
2011-12-01,16.46651268005371
2011-12-02,16.30760955810547
2011-12-05,16.71739387512207
2011-12-06,16.566862106323242
2011-12-07,16.75084686279297
2011-12-08,16.198896408081055
2011-12-09,16.725757598876953
2011-12-12,16.80938720703125
2011-12-13,16.75921058654785
2011-12-14,16.68393898010254
2011-12-15,16.92646598815918
2011-12-16,17.46169090270996
2011-12-19,17.244258880615234
2011-12-20,17.946739196777344
2011-12-21,17.7711181640625
2011-12-22,18.038728713989258
2011-12-23,18.256166458129883
2011-12-27,17.971826553344727
2011-12-28,17.971826553344727
2011-12-29,18.239439010620117
2011-12-30,17.946739196777344
2012-01-03,18.523773193359375
2012-01-04,18.180896759033203
2012-01-05,17.971826553344727
2012-01-06,17.955101013183594
2012-01-09,18.155807495117188
2012-01-10,18.557226181030273
2012-01-11,18.657583236694336
2012-01-12,18.632495880126953
2012-01-13,18.155807495117188
2012-01-17,18.038728713989258
2012-01-18,18.264530181884766
2012-01-19,18.28961753845215
2012-01-20,18.030366897583008
2012-01-23,17.996915817260742
2012-01-24,17.428237915039062
2012-01-25,17.7376651763916
2012-01-26,17.729305267333984
2012-01-27,17.595497131347656
2012-01-30,17.545318603515625
2012-01-31,17.352975845336914
2012-02-01,18.37324333190918
2012-02-02,18.197620391845703
2012-02-03,18.76629638671875
2012-02-06,18.674312591552734
2012-02-07,18.84156608581543
2012-02-08,19.14263153076172
2012-02-09,19.201168060302734
2012-02-10,19.06736183166504
2012-02-13,19.201168060302734
2012-02-14,19.43532943725586
2012-02-15,19.368427276611328
2012-02-16,19.736392974853516
2012-02-17,19.585861206054688
2012-02-21,18.983736038208008
2012-02-22,19.602588653564453
2012-02-23,19.811662673950195
2012-02-24,19.63603973388672
2012-02-27,19.393518447875977
2012-02-28,19.393518447875977
2012-02-29,19.602588653564453
2012-03-01,19.76984977722168
2012-03-02,19.368427276611328
2012-03-05,18.94192123413086
2012-03-06,18.57395362854004
2012-03-07,18.7077579498291
2012-03-08,18.883380889892578
2012-03-09,19.20953369140625
2012-03-12,19.058998107910156
2012-03-13,19.343338012695312
2012-03-14,18.95028305053711
2012-03-15,19.20953369140625
2012-03-16,19.14263153076172
2012-03-19,19.125900268554688
2012-03-20,19.017187118530273
2012-03-21,19.284799575805664
2012-03-22,19.29315948486328
2012-03-23,19.2178955078125
2012-03-26,19.502235412597656
2012-03-27,19.52732276916504
2012-03-28,19.36006736755371
2012-03-29,19.401878356933594
2012-03-30,19.610952377319336
2012-04-02,19.66112518310547
2012-04-03,19.686216354370117
2012-04-04,19.368427276611328
2012-04-05,18.891738891601562
2012-04-09,18.381607055664062
2012-04-10,18.005281448364258
2012-04-11,18.31470489501953
2012-04-12,18.7244815826416
2012-04-13,18.456872940063477
2012-04-16,18.481962203979492
2012-04-17,18.958648681640625
2012-04-18,18.82484245300293
2012-04-19,18.473600387573242
2012-04-20,18.264530181884766
2012-04-23,18.030366897583008
2012-04-24,18.348154067993164
2012-04-25,18.565587997436523
2012-04-26,18.50705337524414
2012-04-27,18.465238571166992
2012-04-30,18.13908576965332
2012-05-01,18.155807495117188
2012-05-02,17.913286209106445
2012-05-03,17.754392623901367
2012-05-04,17.562044143676758
2012-05-07,17.603857040405273
2012-05-08,17.562044143676758
2012-05-09,17.260982513427734
2012-05-10,17.628948211669922
2012-05-11,17.996915817260742
2012-05-14,17.913286209106445
2012-05-15,17.746030807495117
2012-05-16,17.796207427978516
2012-05-17,17.695852279663086
2012-05-18,17.403152465820312
2012-05-21,17.7376651763916
2012-05-22,17.787841796875
2012-05-23,17.47005271911621
2012-05-24,17.796207427978516
2012-05-25,18.088911056518555
2012-05-29,18.306337356567383
2012-05-30,18.005281448364258
2012-05-31,18.122358322143555
2012-06-01,17.545318603515625
2012-06-04,17.47841453552246
2012-06-05,17.553680419921875
2012-06-06,17.871471405029297
2012-06-07,17.88819694519043
2012-06-08,18.022003173828125
2012-06-11,17.654035568237305
2012-06-12,17.57040786743164
2012-06-13,17.444965362548828
2012-06-14,17.58713150024414
2012-06-15,17.729305267333984
2012-06-18,17.62058448791504
2012-06-19,17.846385955810547
2012-06-20,18.005281448364258
2012-06-21,17.662403106689453
2012-06-22,17.754392623901367
2012-06-25,17.394790649414062
2012-06-26,17.28607177734375
2012-06-27,17.520227432250977
2012-06-28,17.411514282226562
2012-06-29,17.871471405029297
2012-07-02,18.180896759033203
2012-07-03,18.456872940063477
2012-07-05,18.20598602294922
2012-07-06,18.055456161499023
2012-07-09,18.247800827026367
2012-07-10,18.055456161499023
2012-07-11,18.105634689331055
2012-07-12,18.047094345092773
2012-07-13,18.448511123657227
2012-07-16,18.473600387573242
2012-07-17,18.81647491455078
2012-07-18,18.85828971862793
2012-07-19,18.90846824645996
2012-07-20,18.64921760559082
2012-07-23,18.398332595825195
2012-07-24,18.013643264770508
2012-07-25,18.13908576965332
2012-07-26,19.025548934936523
2012-07-27,19.460416793823242
2012-07-30,19.51896095275879
2012-07-31,19.25971031188965
2012-08-01,19.19281005859375
2012-08-02,19.017187118530273
2012-08-03,19.343338012695312
2012-08-06,19.443695068359375
2012-08-07,19.443695068359375
2012-08-08,19.38515281677246
2012-08-09,19.485509872436523
2012-08-10,19.61931037902832
2012-08-13,19.644399642944336
2012-08-14,19.569137573242188
2012-08-15,19.75312042236328
2012-08-16,19.85347557067871
2012-08-17,19.76148223876953
2012-08-20,19.970552444458008
2012-08-21,19.928739547729492
2012-08-22,19.87019920349121
2012-08-23,19.70294189453125
2012-08-24,19.89529037475586
2012-08-27,19.728029251098633
2012-08-28,19.594223022460938
2012-08-29,19.744762420654297
2012-08-30,19.63603973388672
2012-08-31,19.711301803588867
2012-09-04,19.76984977722168
2012-09-05,19.89529037475586
2012-09-06,20.12944793701172
2012-09-07,20.121089935302734
2012-09-10,20.029096603393555
2012-09-11,20.079273223876953
2012-09-12,20.037460327148438
2012-09-13,20.288345336914062
2012-09-14,20.321796417236328
2012-09-17,20.2381649017334
2012-09-18,20.363611221313477
2012-09-19,20.413789749145508
2012-09-20,20.48069190979004
2012-09-21,20.53087043762207
2012-09-24,20.2381649017334
2012-09-25,20.254892349243164
2012-09-26,20.11272430419922
2012-09-27,20.489057540893555
2012-09-28,20.380334854125977
2012-10-01,20.34688377380371
2012-10-02,20.363611221313477
2012-10-03,20.514141082763672
2012-10-04,20.631223678588867
2012-10-05,20.597766876220703
2012-10-08,20.53087043762207
2012-10-09,20.12944793701172
2012-10-10,20.02073097229004
2012-10-11,20.037460327148438
2012-10-12,19.886926651000977
2012-10-15,20.037460327148438
2012-10-16,20.104360580444336
2012-10-17,20.30506706237793
2012-10-18,20.179622650146484
2012-10-19,19.778209686279297
2012-10-22,19.803295135498047
2012-10-23,19.602588653564453
2012-10-24,20.02073097229004
2012-10-25,20.907196044921875
2012-10-26,21.091176986694336
2012-10-31,21.19153594970703
2012-11-01,21.651493072509766
2012-11-02,21.47587013244629
2012-11-05,21.609678268432617
2012-11-06,21.760208129882812
2012-11-07,21.592952728271484
2012-11-08,21.45078468322754
2012-11-09,21.634767532348633
2012-11-12,21.776935577392578
2012-11-13,21.868928909301758
2012-11-14,21.40896987915039
2012-11-15,21.32534408569336
2012-11-16,21.358793258666992
2012-11-19,21.69330596923828
2012-11-20,21.768573760986328
2012-11-21,22.153268814086914
2012-11-23,22.671764373779297
2012-11-26,22.571413040161133
2012-11-27,22.747026443481445
2012-11-28,22.738666534423828
2012-11-29,22.822298049926758
2012-11-30,22.730304718017578
2012-12-03,22.880836486816406
2012-12-04,22.905927658081055
2012-12-05,22.805574417114258
2012-12-06,22.83902359008789
2012-12-07,22.79720687866211
2012-12-10,23.432785034179688
2012-12-11,23.290618896484375
2012-12-12,23.282255172729492
2012-12-13,23.390975952148438
2012-12-14,23.390975952148438
2012-12-17,23.574953079223633
2012-12-18,23.66694450378418
2012-12-19,23.198627471923828
2012-12-20,23.223716735839844
2012-12-21,23.257164001464844
2012-12-24,23.37424659729004
2012-12-26,22.956100463867188
2012-12-27,22.872472763061523
2012-12-28,22.51287078857422
2012-12-31,22.956100463867188
2013-01-02,23.165172576904297
2013-01-03,23.098270416259766
2013-01-04,23.583316802978516
2013-01-07,23.340787887573242
2013-01-08,23.232080459594727
2013-01-09,23.44114875793457
2013-01-10,23.62512969970703
2013-01-11,23.282255172729492
2013-01-14,23.0313663482666
2013-01-15,23.399335861206055
2013-01-16,23.47460174560547
2013-01-17,23.449514389038086
2013-01-18,23.416059494018555
2013-01-22,23.324068069458008
2013-01-23,23.541501998901367
2013-01-24,23.692035675048828
2013-01-25,23.80075454711914
2013-01-28,23.62512969970703
2013-01-29,23.658584594726562
2013-01-30,23.583316802978516
2013-01-31,23.64185905456543
2013-02-01,24.160354614257812
2013-02-04,23.95128059387207
2013-02-05,24.218896865844727
2013-02-06,24.09345245361328
2013-02-07,24.0850887298584
2013-02-08,24.13526725769043
2013-02-11,24.12690544128418
2013-02-12,24.0850887298584
2013-02-13,24.13526725769043
2013-02-14,24.386154174804688
2013-02-15,24.436328887939453
2013-02-19,24.34433937072754
2013-02-20,24.00982666015625
2013-02-21,24.09345245361328
2013-02-22,24.23562240600586
2013-02-25,23.85093116760254
2013-02-26,23.692035675048828
2013-02-27,23.892745971679688
2013-02-28,24.76248550415039
2013-03-01,25.172266006469727
2013-03-04,25.69912338256836
2013-03-05,25.665672302246094
2013-03-06,25.841297149658203
2013-03-07,25.74930191040039
2013-03-08,25.69912338256836
2013-03-11,25.73257827758789
2013-03-12,25.88311195373535
2013-03-13,25.9081974029541
2013-03-14,25.93328857421875
2013-03-15,25.481689453125
2013-03-18,25.65730857849121
2013-03-19,25.73257827758789
2013-03-20,25.73257827758789
2013-03-21,25.247533798217773
2013-03-22,24.938106536865234
2013-03-25,24.478147506713867
2013-03-26,24.269075393676758
2013-03-27,24.034910202026367
2013-03-28,24.218896865844727
2013-04-01,24.00146484375
2013-04-02,23.917835235595703
2013-04-03,23.842567443847656
2013-04-04,23.95128059387207
2013-04-05,23.942920684814453
2013-04-08,23.72549057006836
2013-04-09,23.926197052001953
2013-04-10,23.876018524169922
2013-04-11,24.210533142089844
2013-04-12,23.9847354888916
2013-04-15,23.49968719482422
2013-04-16,23.66694450378418
2013-04-17,23.432785034179688
2013-04-18,23.382606506347656
2013-04-19,23.700393676757812
2013-04-22,23.692035675048828
2013-04-23,23.9345645904541
2013-04-24,23.993099212646484
2013-04-25,24.486513137817383
2013-04-26,24.5115966796875
2013-04-29,24.260713577270508
2013-04-30,24.34433937072754
2013-05-01,24.00146484375
2013-05-02,24.110177993774414
2013-05-03,24.168718338012695
2013-05-06,24.628677368164062
2013-05-07,24.829387664794922
2013-05-08,24.52832794189453
2013-05-09,24.478147506713867
2013-05-10,24.795934677124023
2013-05-13,24.419605255126953
2013-05-14,25.172266006469727
2013-05-15,25.50678062438965
2013-05-16,25.674039840698242
2013-05-17,26.259437561035156
2013-05-20,26.159086227416992
2013-05-21,26.11726951599121
2013-05-22,26.384883880615234
2013-05-23,26.552143096923828
2013-05-24,26.075458526611328
2013-05-28,26.451784133911133
2013-05-29,26.016916275024414
2013-05-30,25.89983558654785
2013-05-31,25.49005889892578
2013-06-03,25.42315101623535
2013-06-04,24.979917526245117
2013-06-05,24.99664306640625
2013-06-06,25.431514739990234
2013-06-07,25.573680877685547
2013-06-10,25.68239974975586
2013-06-11,25.73257827758789
2013-06-12,25.774389266967773
2013-06-13,26.20926284790039
2013-06-14,26.49359893798828
2013-06-17,26.376522064208984
2013-06-18,26.652494430541992
2013-06-19,26.150720596313477
2013-06-20,25.38133430480957
2013-06-21,25.615495681762695
2013-06-24,25.297710418701172
2013-06-25,25.42315101623535
2013-06-26,25.49005889892578
2013-06-27,25.841297149658203
2013-06-28,25.95001220703125
2013-07-01,25.807844161987305
2013-07-02,25.398061752319336
2013-07-03,25.481689453125
2013-07-05,25.791118621826172
2013-07-08,25.841297149658203
2013-07-09,26.083818435668945
2013-07-10,26.159086227416992
2013-07-11,26.292890548706055
2013-07-12,26.83647918701172
2013-07-15,26.869930267333984
2013-07-16,26.853206634521484
2013-07-17,26.74448585510254
2013-07-18,27.012100219726562
2013-07-19,27.321521759033203
2013-07-22,27.304805755615234
2013-07-23,27.02882194519043
2013-07-24,27.07900047302246
2013-07-25,27.254621505737305
2013-07-26,27.95710563659668
2013-07-29,27.681129455566406
2013-07-30,27.94038200378418
2013-07-31,28.065820693969727
2013-08-01,28.41706085205078
2013-08-02,30.440879821777344
2013-08-05,30.84229278564453
2013-08-06,30.7921199798584
2013-08-07,31.009550094604492
2013-08-08,30.984464645385742
2013-08-09,31.101547241210938
2013-08-12,31.101547241210938
2013-08-13,31.068092346191406
2013-08-14,30.7921199798584
2013-08-15,30.27362632751465
2013-08-16,30.2652530670166
2013-08-19,30.097997665405273
2013-08-20,29.88056755065918
2013-08-21,29.63804054260254
2013-08-22,29.755123138427734
2013-08-23,29.930742263793945
2013-08-26,29.704952239990234
2013-08-27,29.06936264038086
2013-08-28,29.32025718688965
2013-08-29,29.554414749145508
2013-08-30,29.554414749145508
2013-09-03,29.86383819580078
2013-09-04,30.047822952270508
2013-09-05,30.006010055541992
2013-09-06,29.512596130371094
2013-09-09,30.51614761352539
2013-09-10,31.97965431213379
2013-09-11,31.820755004882812
2013-09-12,32.381065368652344
2013-09-13,32.54832458496094
