Date,IRM
2010-11-04,8.601147651672363
2010-11-05,8.635086059570312
2010-11-08,8.604920387268066
2010-11-09,8.65017032623291
2010-11-10,8.657711029052734
2010-11-11,8.751983642578125
2010-11-12,8.64639949798584
2010-11-15,8.597376823425293
2010-11-16,8.29571533203125
2010-11-17,8.273089408874512
2010-11-18,8.378671646118164
2010-11-19,8.431464195251465
2010-11-22,8.397525787353516
2010-11-23,8.348505020141602
2010-11-24,8.593608856201172
2010-11-26,8.521960258483887
2010-11-29,8.51819133758545
2010-11-30,8.374900817871094
2010-12-01,8.612462043762207
2010-12-02,8.846247673034668
2010-12-03,8.812315940856934
2010-12-06,8.725584983825684
2010-12-07,8.782147407531738
2010-12-08,8.778376579284668
2010-12-09,8.789690971374512
2010-12-10,8.827396392822266
2010-12-13,9.15168285369873
2010-12-14,9.328911781311035
2010-12-15,9.26857852935791
2010-12-16,9.521220207214355
2010-12-17,9.547614097595215
2010-12-20,9.532529830932617
2010-12-21,9.472200393676758
2010-12-22,9.509435653686523
2010-12-23,9.486637115478516
2010-12-27,9.494236946105957
2010-12-28,9.509435653686523
2010-12-29,9.509435653686523
2010-12-30,9.5018310546875
2010-12-31,9.5018310546875
2011-01-03,9.444846153259277
2011-01-04,9.315671920776367
2011-01-05,9.41824722290039
2011-01-06,9.395455360412598
2011-01-07,9.387857437133789
2011-01-10,9.414453506469727
2011-01-11,9.353660583496094
2011-01-12,9.467641830444336
2011-01-13,9.395455360412598
2011-01-14,9.422045707702637
2011-01-18,9.448641777038574
2011-01-19,9.353660583496094
2011-01-20,9.308072090148926
2011-01-21,9.346063613891602
2011-01-24,9.433445930480957
2011-01-25,9.456243515014648
2011-01-26,9.61581039428711
2011-01-27,9.718388557434082
2011-01-28,9.391656875610352
2011-01-31,9.266282081604004
2011-02-01,9.349864959716797
2011-02-02,9.490432739257812
2011-02-03,9.536025047302246
2011-02-04,9.748779296875
2011-02-07,9.988133430480957
2011-02-08,10.090709686279297
2011-02-09,10.079315185546875
2011-02-10,10.132503509521484
2011-02-11,10.136302947998047
2011-02-14,10.124903678894043
2011-02-15,10.181893348693848
2011-02-16,10.132503509521484
2011-02-17,10.246477127075195
2011-02-18,10.307269096374512
2011-02-22,10.022321701049805
2011-02-23,9.870356559753418
2011-02-24,9.600610733032227
2011-02-25,9.900750160217285
2011-02-28,9.877952575683594
2011-03-01,9.695592880249023
2011-03-02,9.66899585723877
2011-03-03,9.722187042236328
2011-03-04,9.577813148498535
2011-03-07,9.748779296875
2011-03-08,10.003332138061523
2011-03-09,9.991935729980469
2011-03-10,10.508623123168945
2011-03-11,10.789766311645508
2011-03-14,10.797365188598633
2011-03-15,10.789766311645508
2011-03-16,10.728976249694824
2011-03-17,10.82776165008545
2011-03-18,10.899942398071289
2011-03-21,10.960731506347656
2011-03-22,11.21528434753418
2011-03-23,11.81480884552002
2011-03-24,11.910399436950684
2011-03-25,11.849223136901855
2011-03-28,11.799517631530762
2011-03-29,12.01363754272461
2011-03-30,11.952458381652832
2011-03-31,11.94099235534668
2011-04-01,12.05569839477539
2011-04-04,12.403645515441895
2011-04-05,12.522171974182129
2011-04-06,12.8165864944458
2011-04-07,12.694230079650879
2011-04-08,12.759237289428711
2011-04-11,12.610114097595215
2011-04-12,12.552762031555176
2011-04-13,12.602470397949219
2011-04-14,13.233353614807129
2011-04-15,13.202770233154297
2011-04-18,12.961883544921875
2011-04-19,13.344234466552734
2011-04-20,12.617764472961426
2011-04-21,12.155111312866211
2011-04-25,12.135987281799316
2011-04-26,12.162757873535156
2011-04-27,12.109227180480957
2011-04-28,12.109227180480957
2011-04-29,12.17805290222168
2011-05-02,12.311878204345703
2011-05-03,12.308049201965332
2011-05-04,12.273637771606445
2011-05-05,12.135987281799316
2011-05-06,12.105403900146484
2011-05-09,12.311878204345703
2011-05-10,12.464821815490723
2011-05-11,12.48011302947998
2011-05-12,12.610114097595215
2011-05-13,12.399816513061523
2011-05-16,12.487761497497559
2011-05-17,12.59481430053711
2011-05-18,12.686583518981934
2011-05-19,12.57187557220459
2011-05-20,12.617764472961426
2011-05-23,12.575705528259277
2011-05-24,12.560404777526855
2011-05-25,12.64834976196289
2011-05-26,12.88923454284668
2011-05-27,12.992466926574707
2011-05-31,13.003939628601074
2011-06-01,12.682761192321777
2011-06-02,12.6980562210083
2011-06-03,12.48393726348877
2011-06-06,12.26216983795166
2011-06-07,12.311878204345703
2011-06-08,12.281289100646973
2011-06-09,12.399816513061523
2011-06-10,12.200990676879883
2011-06-13,12.33099365234375
2011-06-14,12.445704460144043
2011-06-15,12.334818840026855
2011-06-16,12.288939476013184
2011-06-17,12.445704460144043
2011-06-20,12.560404777526855
2011-06-21,12.747761726379395
2011-06-22,12.716944694519043
2011-06-23,12.77472972869873
2011-06-24,12.647597312927246
2011-06-27,12.728499412536621
2011-06-28,12.890305519104004
2011-06-29,12.963499069213867
2011-06-30,13.13300895690918
2011-07-01,13.248576164245605
2011-07-05,13.341047286987305
2011-07-06,13.483583450317383
2011-07-07,13.63768482208252
2011-07-08,13.633824348449707
2011-07-11,13.518248558044434
2011-07-12,13.568336486816406
2011-07-13,13.614569664001465
2011-07-14,13.525960922241211
2011-07-15,13.298666954040527
2011-07-18,13.14456558227539
2011-07-19,13.341047286987305
2011-07-20,13.287108421325684
2011-07-21,13.39112377166748
2011-07-22,13.36030387878418
2011-07-25,13.341047286987305
2011-07-26,13.237020492553711
2011-07-27,12.890305519104004
2011-07-28,12.208420753479004
2011-07-29,12.18530559539795
2011-08-01,12.104402542114258
2011-08-02,11.877107620239258
2011-08-03,12.04276180267334
2011-08-04,11.738423347473145
2011-08-05,11.757682800292969
2011-08-08,10.756043434143066
2011-08-09,11.295387268066406
2011-08-10,11.044978141784668
2011-08-11,11.800056457519531
2011-08-12,11.988828659057617
2011-08-15,12.347105026245117
2011-08-16,12.327844619750977
2011-08-17,12.300877571105957
2011-08-18,11.642109870910645
2011-08-19,11.592024803161621
2011-08-22,11.688332557678223
2011-08-23,12.21612548828125
2011-08-24,12.331700325012207
2011-08-25,12.015793800354004
2011-08-26,12.162184715270996
2011-08-29,12.481943130493164
2011-08-30,12.520468711853027
2011-08-31,12.53587818145752
2011-09-01,12.539734840393066
2011-09-02,12.142928123474121
2011-09-06,12.139076232910156
2011-09-07,12.585957527160645
2011-09-08,12.481943130493164
2011-09-09,12.131377220153809
2011-09-12,12.223828315734863
2011-09-13,12.47038745880127
2011-09-14,12.851781845092773
2011-09-15,13.055959701538086
2011-09-16,12.97506332397461
2011-09-19,13.028993606567383
2011-09-20,13.017436981201172
2011-09-21,12.489593505859375
2011-09-22,12.019975662231445
2011-09-23,11.895776748657227
2011-09-26,12.377041816711426
2011-09-27,12.629319190979004
2011-09-28,12.470187187194824
2011-09-29,12.54005241394043
2011-09-30,12.272250175476074
2011-10-03,11.779342651367188
2011-10-04,11.763819694519043
2011-10-05,11.585284233093262
2011-10-06,11.433917999267578
2011-10-07,11.488256454467773
2011-10-10,11.810394287109375
2011-10-11,11.721126556396484
2011-10-12,12.074307441711426
2011-10-13,12.144173622131348
2011-10-14,12.400328636169434
2011-10-17,12.314940452575684
2011-10-18,12.57498550415039
2011-10-19,12.357633590698242
2011-10-20,12.485713005065918
2011-10-21,12.718586921691895
2011-10-24,12.885477066040039
2011-10-25,12.578862190246582
2011-10-26,12.679769515991211
2011-10-27,12.330467224121094
2011-10-28,12.116998672485352
2011-10-31,12.00445556640625
2011-11-01,11.631856918334961
2011-11-02,11.728889465332031
2011-11-03,11.825919151306152
2011-11-04,11.732771873474121
2011-11-07,11.767698287963867
2011-11-08,11.752171516418457
2011-11-09,11.410629272460938
2011-11-10,11.496015548706055
2011-11-11,11.728889465332031
2011-11-14,11.627978324890137
2011-11-15,11.70948314666748
2011-11-16,11.596928596496582
2011-11-17,11.515425682067871
2011-11-18,11.488256454467773
2011-11-21,11.31360149383545
2011-11-22,11.212695121765137
2011-11-23,11.088495254516602
2011-11-25,11.088495254516602
2011-11-28,11.387344360351562
2011-11-29,11.499897956848145
2011-11-30,11.787104606628418
2011-12-01,11.488256454467773
2011-12-02,11.60468864440918
2011-12-05,11.70948314666748
2011-12-06,11.713358879089355
2011-12-07,11.554234504699707
2011-12-08,11.383460998535156
2011-12-09,11.612451553344727
2011-12-12,11.449442863464355
2011-12-13,11.430036544799805
2011-12-14,11.348527908325195
2011-12-15,11.503782272338867
2011-12-16,11.70560359954834
2011-12-19,11.655144691467285
2011-12-20,12.016097068786621
2011-12-21,11.9887056350708
2011-12-22,12.027832984924316
2011-12-23,12.023921966552734
2011-12-27,11.9887056350708
2011-12-28,12.008268356323242
2011-12-29,12.137386322021484
2011-12-30,12.05130672454834
2012-01-03,12.133475303649902
2012-01-04,12.18825912475586
2012-01-05,12.199992179870605
2012-01-06,12.372157096862793
2012-01-09,12.305636405944824
2012-01-10,12.552144050598145
2012-01-11,12.356499671936035
2012-01-12,12.333026885986328
2012-01-13,12.344767570495605
2012-01-17,12.403451919555664
2012-01-18,12.48953628540039
2012-01-19,12.52475643157959
2012-01-20,12.48953628540039
2012-01-23,12.348677635192871
2012-01-24,12.329119682312012
2012-01-25,12.430851936340332
2012-01-26,12.219554901123047
2012-01-27,12.153039932250977
2012-01-30,12.106088638305664
2012-01-31,12.05913257598877
2012-02-01,12.07087516784668
2012-02-02,12.031744003295898
2012-02-03,12.07087516784668
2012-02-06,11.976964950561523
2012-02-07,12.086524963378906
2012-02-08,12.078699111938477
2012-02-09,12.063051223754883
2012-02-10,11.922187805175781
2012-02-13,12.03957462310791
2012-02-14,11.957404136657715
2012-02-15,11.867409706115723
2012-02-16,11.906535148620605
2012-02-17,12.102177619934082
2012-02-21,11.973052024841309
2012-02-22,12.05913257598877
2012-02-23,11.836101531982422
2012-02-24,12.301724433898926
2012-02-27,12.356499671936035
2012-02-28,12.113912582397461
2012-02-29,12.149128913879395
2012-03-01,12.0669584274292
2012-03-02,11.898707389831543
2012-03-05,11.523087501525879
2012-03-06,11.296144485473633
2012-03-07,11.296144485473633
2012-03-08,11.284407615661621
2012-03-09,11.260927200317383
2012-03-12,11.303971290588379
2012-03-13,11.374401092529297
2012-03-14,11.347013473510742
2012-03-15,11.390049934387207
2012-03-16,11.421354293823242
2012-03-19,11.476134300231934
2012-03-20,11.425270080566406
2012-03-21,11.50419807434082
2012-03-22,11.306868553161621
2012-03-23,11.25162124633789
2012-03-26,11.405535697937012
2012-03-27,11.49630355834961
2012-03-28,11.287140846252441
2012-03-29,11.3384428024292
2012-03-30,11.366068840026855
2012-04-02,11.405535697937012
2012-04-03,11.373961448669434
2012-04-04,11.358171463012695
2012-04-05,11.389752388000488
2012-04-09,11.397644996643066
2012-04-10,11.271353721618652
2012-04-11,11.401586532592773
2012-04-12,11.662057876586914
2012-04-13,11.701523780822754
2012-04-16,11.65022087097168
2012-04-17,11.67389965057373
2012-04-18,11.53182601928711
2012-04-19,11.662057876586914
2012-04-20,11.902803421020508
2012-04-23,11.823868751525879
2012-04-24,11.804136276245117
2012-04-25,11.906744956970215
2012-04-26,11.894904136657715
2012-04-27,12.111968040466309
2012-04-30,11.985679626464844
2012-05-01,12.02908706665039
2012-05-02,12.273778915405273
2012-05-03,12.202737808227539
2012-05-04,12.336919784545898
2012-05-07,12.542141914367676
2012-05-08,12.36849594116211
2012-05-09,12.230364799499512
2012-05-10,12.167221069335938
2012-05-11,12.2106294631958
2012-05-14,12.088282585144043
2012-05-15,11.918586730957031
2012-05-16,11.800187110900879
2012-05-17,11.50419807434082
2012-05-18,11.25951099395752
2012-05-21,11.326601028442383
2012-05-22,11.287140846252441
2012-05-23,11.460789680480957
2012-05-24,11.51208782196045
2012-05-25,11.563394546508789
2012-05-29,11.614701271057129
2012-05-30,11.3384428024292
2012-05-31,11.188472747802734
2012-06-01,10.86485481262207
2012-06-04,10.817500114440918
2012-06-05,11.208209037780762
2012-06-06,12.755256652832031
2012-06-07,12.668432235717773
2012-06-08,12.913116455078125
2012-06-11,12.83813190460205
2012-06-12,12.873652458190918
2012-06-13,12.964423179626465
2012-06-14,12.940743446350098
2012-06-15,13.094658851623535
2012-06-18,13.055195808410645
2012-06-19,13.10255241394043
2012-06-20,13.134381294250488
2012-06-21,12.94339656829834
2012-06-22,13.042868614196777
2012-06-25,13.007059097290039
2012-06-26,12.91952133178711
2012-06-27,12.955328941345215
2012-06-28,12.85983943939209
2012-06-29,13.114487648010254
2012-07-02,12.951350212097168
2012-07-03,12.88769245147705
2012-07-05,13.038890838623047
2012-07-06,12.824027061462402
2012-07-09,12.824027061462402
2012-07-10,12.549484252929688
2012-07-11,12.41817569732666
2012-07-12,12.434096336364746
2012-07-13,12.640998840332031
2012-07-16,12.533568382263184
2012-07-17,12.692723274230957
2012-07-18,12.736494064331055
2012-07-19,12.831981658935547
2012-07-20,12.605184555053711
2012-07-23,12.533568382263184
2012-07-24,12.422160148620605
2012-07-25,12.446030616760254
2012-07-26,12.851877212524414
2012-07-27,13.034913063049316
2012-07-30,12.891668319702148
2012-07-31,12.816072463989258
2012-08-01,12.828004837036133
2012-08-02,12.728530883789062
2012-08-03,13.058783531188965
2012-08-06,13.030938148498535
2012-08-07,13.202025413513184
2012-08-08,13.2656888961792
2012-08-09,13.257733345031738
2012-08-10,13.404948234558105
2012-08-13,13.36515998840332
2012-08-14,13.293533325195312
2012-08-15,13.285579681396484
2012-08-16,13.273643493652344
2012-08-17,13.341285705566406
2012-08-20,13.213957786560059
2012-08-21,13.130404472351074
2012-08-22,13.074699401855469
2012-08-23,12.939419746398926
2012-08-24,12.951350212097168
2012-08-27,12.804134368896484
2012-08-28,12.78821849822998
2012-08-29,13.130404472351074
2012-08-30,13.110503196716309
2012-08-31,13.050827980041504
2012-09-04,12.955328941345215
2012-09-05,12.923495292663574
2012-09-06,13.130404472351074
2012-09-07,13.126425743103027
2012-09-10,13.086639404296875
2012-09-11,12.98318099975586
2012-09-12,13.162235260009766
2012-09-13,13.10255241394043
2012-09-14,13.249776840209961
2012-09-17,13.233853340148926
2012-09-18,13.237833023071289
2012-09-19,13.389034271240234
2012-09-20,13.448720932006836
2012-09-21,13.593108177185059
2012-09-24,13.66530704498291
2012-09-25,13.500858306884766
2012-09-26,13.480802536010742
2012-09-27,13.484814643859863
2012-09-28,13.681352615356445
2012-10-01,13.51289176940918
2012-10-02,13.673331260681152
2012-10-03,13.817728042602539
2012-10-04,13.881900787353516
2012-10-05,14.014263153076172
2012-10-08,14.00223159790039
2012-10-09,13.95008659362793
2012-10-10,13.77761459350586
2012-10-11,14.423378944396973
2012-10-12,14.13459300994873
2012-10-15,14.419368743896484
2012-10-16,14.631946563720703
2012-10-17,15.117271423339844
2012-10-18,15.189215660095215
2012-10-19,15.32411003112793
2012-10-22,15.148746490478516
2012-10-23,15.040828704833984
2012-10-24,15.027342796325684
2012-10-25,15.144250869750977
2012-10-26,15.283648490905762
2012-10-31,15.55793571472168
2012-11-01,15.82772159576416
2012-11-02,15.629876136779785
2012-11-05,15.647859573364258
2012-11-06,15.65235710144043
2012-11-07,15.405051231384277
2012-11-08,15.319609642028809
2012-11-09,15.37807559967041
2012-11-12,15.270156860351562
2012-11-13,15.10378360748291
2012-11-14,14.928414344787598
2012-11-15,14.663125038146973
2012-11-16,14.699100494384766
2012-11-19,14.977875709533691
2012-11-20,14.883452415466309
2012-11-21,14.654130935668945
2012-11-23,14.658626556396484
2012-11-26,14.393339157104492
2012-11-27,14.348373413085938
2012-11-28,14.208975791931152
2012-11-29,14.159514427185059
2012-11-30,14.208975791931152
2012-12-03,14.226962089538574
2012-12-04,14.150525093078613
2012-12-05,14.14602279663086
2012-12-06,14.029117584228516
2012-12-07,14.09206771850586
2012-12-10,14.033610343933105
2012-12-11,14.024616241455078
2012-12-12,14.05159854888916
2012-12-13,13.808789253234863
2012-12-14,13.912205696105957
2012-12-17,13.921201705932617
2012-12-18,14.056096076965332
2012-12-19,13.988651275634766
2012-12-20,14.047102928161621
2012-12-21,14.255746841430664
2012-12-24,14.128742218017578
2012-12-26,14.060712814331055
2012-12-27,14.028960227966309
2012-12-28,13.915566444396973
2012-12-31,14.083395004272461
2013-01-02,14.550567626953125
2013-01-03,14.818172454833984
2013-01-04,15.058562278747559
2013-01-07,14.967857360839844
2013-01-08,14.786421775817871
2013-01-09,14.745600700378418
2013-01-10,15.013208389282227
2013-01-11,14.895279884338379
2013-01-14,14.963316917419434
2013-01-15,15.249066352844238
2013-01-16,15.162885665893555
2013-01-17,15.362459182739258
2013-01-18,15.5121431350708
2013-01-22,15.571100234985352
2013-01-23,15.634597778320312
2013-01-24,15.543886184692383
2013-01-25,15.552962303161621
2013-01-28,15.489460945129395
2013-01-29,15.534815788269043
2013-01-30,15.611924171447754
2013-01-31,15.516674995422363
2013-02-01,15.65274429321289
2013-02-04,15.403284072875977
2013-02-05,15.534815788269043
2013-02-06,15.648208618164062
2013-02-07,15.711711883544922
2013-02-08,15.534815788269043
2013-02-11,15.435035705566406
2013-02-12,15.634597778320312
2013-02-13,15.65274429321289
2013-02-14,15.675420761108398
2013-02-15,15.74345874786377
2013-02-19,15.856855392456055
2013-02-20,15.725312232971191
2013-02-21,15.616456031799316
2013-02-22,15.661821365356445
2013-02-25,15.448637008666992
2013-02-26,15.689034461975098
2013-02-27,15.865921020507812
2013-02-28,15.648208618164062
2013-03-01,15.707178115844727
2013-03-04,15.698103904724121
2013-03-05,15.943031311035156
2013-03-06,15.788816452026367
2013-03-07,15.747993469238281
2013-03-08,15.820563316345215
2013-03-11,16.228782653808594
2013-03-12,16.500925064086914
2013-03-13,16.509990692138672
2013-03-14,16.58256721496582
2013-03-15,16.500925064086914
2013-03-18,16.514528274536133
2013-03-19,16.46917724609375
2013-03-20,16.4555606842041
2013-03-21,16.300199508666992
2013-03-22,16.24535369873047
2013-03-25,16.295623779296875
2013-03-26,16.30933952331543
2013-03-27,16.291057586669922
2013-03-28,16.592662811279297
2013-04-01,16.460134506225586
2013-04-02,16.574378967285156
2013-04-03,16.496688842773438
2013-04-04,16.652061462402344
2013-04-05,16.51040267944336
2013-04-08,16.652061462402344
2013-04-09,16.684051513671875
2013-04-10,16.981088638305664
2013-04-11,17.264406204223633
2013-04-12,16.999361038208008
2013-04-15,16.56523895263672
2013-04-16,16.894262313842773
2013-04-17,16.652061462402344
2013-04-18,16.679481506347656
2013-04-19,16.757173538208008
2013-04-22,16.821147918701172
2013-04-23,17.072479248046875
2013-04-24,17.008506774902344
2013-04-25,17.154727935791016
2013-04-26,17.113605499267578
2013-04-29,16.994792938232422
2013-04-30,17.300966262817383
2013-05-01,17.19129180908203
2013-05-02,17.51117706298828
2013-05-03,17.66197395324707
2013-05-06,17.67110824584961
2013-05-07,17.780778884887695
2013-05-08,17.945293426513672
2013-05-09,18.03211784362793
2013-05-10,18.068681716918945
2013-05-13,17.981857299804688
2013-05-14,17.968141555786133
2013-05-15,17.86760902404785
2013-05-16,17.5477294921875
2013-05-17,17.80362892150879
2013-05-20,17.465473175048828
2013-05-21,17.611709594726562
2013-05-22,17.250699996948242
2013-05-23,16.92167854309082
2013-05-24,16.780019760131836
2013-05-28,16.953670501708984
2013-05-29,16.606372833251953
2013-05-30,16.606372833251953
2013-05-31,16.377883911132812
2013-06-03,16.126548767089844
2013-06-04,15.765539169311523
2013-06-05,15.5781831741333
2013-06-06,15.719841957092285
2013-06-07,13.22933292388916
2013-06-10,13.023707389831543
2013-06-11,13.320735931396484
2013-06-12,13.197359085083008
2013-06-13,13.201925277709961
2013-06-14,13.220207214355469
2013-06-17,13.343585968017578
2013-06-18,13.174508094787598
2013-06-19,13.064828872680664
2013-06-20,12.59872055053711
2013-06-21,12.386435508728027
2013-06-24,12.123385429382324
2013-06-25,12.164917945861816
2013-06-26,12.261831283569336
2013-06-27,12.344901084899902
2013-06-28,12.280290603637695
2013-07-01,12.418740272521973
2013-07-02,12.520269393920898
2013-07-03,12.460271835327148
2013-07-05,12.39105224609375
2013-07-08,12.497194290161133
2013-07-09,12.626409530639648
2013-07-10,12.626409530639648
2013-07-11,13.295574188232422
2013-07-12,13.027909278869629
2013-07-15,13.097131729125977
2013-07-16,13.254037857055664
2013-07-17,13.323263168334961
2013-07-18,13.364795684814453
2013-07-19,13.272500038146973
2013-07-22,13.152512550354004
2013-07-23,13.115592002868652
2013-07-24,12.995603561401367
2013-07-25,13.106359481811523
2013-07-26,12.852542877197266
2013-07-29,12.880230903625488
2013-07-30,12.820237159729004
2013-07-31,12.829466819763184
2013-08-01,12.880230903625488
2013-08-02,13.037140846252441
2013-08-05,13.152512550354004
2013-08-06,13.046370506286621
2013-08-07,12.981760025024414
2013-08-08,12.912535667419434
2013-08-09,13.01406478881836
2013-08-12,12.898688316345215
2013-08-13,12.797164916992188
2013-08-14,12.787932395935059
2013-08-15,12.487966537475586
2013-08-16,12.367974281311035
2013-08-19,12.340288162231445
2013-08-20,12.45103931427002
2013-08-21,12.414124488830566
2013-08-22,12.3310546875
2013-08-23,12.464888572692871
2013-08-26,12.45566177368164
2013-08-27,12.284912109375
2013-08-28,12.257219314575195
2013-08-29,12.169533729553223
2013-08-30,11.906484603881836
2013-09-03,11.90186882019043
2013-09-04,12.13723087310791
2013-09-05,11.87879467010498
2013-09-06,11.924947738647461
2013-09-09,11.957247734069824
2013-09-10,11.929560661315918
2013-09-11,11.948016166687012
2013-09-12,12.26644515991211
2013-09-13,12.2710599899292
