Date,ECL
2010-01-04,37.903324127197266
2010-01-05,37.325340270996094
2010-01-06,37.216453552246094
2010-01-07,37.6185188293457
2010-01-08,37.936824798583984
2010-01-11,38.766090393066406
2010-01-12,38.8917236328125
2010-01-13,39.419464111328125
2010-01-14,38.85822677612305
2010-01-15,38.64883804321289
2010-01-19,39.302188873291016
2010-01-20,39.45296859741211
2010-01-21,38.372406005859375
2010-01-22,37.585025787353516
2010-01-25,37.75254440307617
2010-01-26,37.2834587097168
2010-01-27,37.40074157714844
2010-01-28,36.77250289916992
2010-01-29,36.77250289916992
2010-02-01,37.166202545166016
2010-02-02,37.42586135864258
2010-02-03,37.29183578491211
2010-02-04,36.152645111083984
2010-02-05,36.32855987548828
2010-02-08,36.4542121887207
2010-02-09,36.99027633666992
2010-02-10,36.67198944091797
2010-02-11,34.61975860595703
2010-02-12,35.00507354736328
2010-02-16,35.4992790222168
2010-02-17,35.4825325012207
2010-02-18,35.78409194946289
2010-02-19,35.658447265625
2010-02-22,35.28150177001953
2010-02-23,34.829185485839844
2010-02-24,35.18937301635742
2010-02-25,35.31499481201172
2010-02-26,35.29825210571289
2010-03-01,35.4825325012207
2010-03-02,35.34850311279297
2010-03-03,35.742191314697266
2010-03-04,35.75059127807617
2010-03-05,36.233978271484375
2010-03-08,35.8976936340332
2010-03-09,35.77159118652344
2010-03-10,35.79681396484375
2010-03-11,35.8976936340332
2010-03-12,36.671146392822266
2010-03-15,36.5954704284668
2010-03-16,36.74680709838867
2010-03-17,36.654327392578125
2010-03-18,36.267608642578125
2010-03-19,36.30965042114258
2010-03-22,36.47776412963867
2010-03-23,36.502994537353516
2010-03-24,36.39372253417969
2010-03-25,36.233978271484375
2010-03-26,36.56185531616211
2010-03-29,36.679542541503906
2010-03-30,36.90654373168945
2010-03-31,36.94856643676758
2010-04-01,37.352115631103516
2010-04-05,37.461395263671875
2010-04-06,37.461395263671875
2010-04-07,37.5791015625
2010-04-08,37.326881408691406
2010-04-09,37.84811782836914
2010-04-12,37.83129119873047
2010-04-13,37.932167053222656
2010-04-14,38.09192657470703
2010-04-15,38.17599868774414
2010-04-16,38.06671142578125
2010-04-19,38.26005172729492
2010-04-20,38.62995529174805
2010-04-21,38.9914665222168
2010-04-22,39.428627014160156
2010-04-23,40.0339241027832
2010-04-26,40.10959243774414
2010-04-27,39.453834533691406
2010-04-28,39.899410247802734
2010-04-29,41.194095611572266
2010-04-30,41.059574127197266
2010-05-03,41.479915618896484
2010-05-04,40.84940719604492
2010-05-05,40.84940719604492
2010-05-06,39.933040618896484
2010-05-07,40.13482666015625
2010-05-10,41.219295501708984
2010-05-11,41.067962646484375
2010-05-12,40.78214645385742
2010-05-13,40.43744659423828
2010-05-14,39.916229248046875
2010-05-17,40.26091766357422
2010-05-18,40.06755065917969
2010-05-19,39.92463684082031
2010-05-20,38.293678283691406
2010-05-21,39.21844482421875
2010-05-24,38.714027404785156
2010-05-25,39.176422119140625
2010-05-26,38.82331085205078
2010-05-27,39.94984436035156
2010-05-28,39.706050872802734
2010-06-01,39.21844482421875
2010-06-02,40.00870895385742
2010-06-03,40.05073165893555
2010-06-04,38.831748962402344
2010-06-07,38.192806243896484
2010-06-08,38.57951736450195
2010-06-09,38.268463134765625
2010-06-10,39.06712341308594
2010-06-11,39.172569274902344
2010-06-14,38.78451919555664
2010-06-15,39.82206344604492
2010-06-16,39.68711471557617
2010-06-17,39.855804443359375
2010-06-18,39.644935607910156
2010-06-21,39.62805938720703
2010-06-22,39.32442092895508
2010-06-23,39.32442092895508
2010-06-24,38.5146484375
2010-06-25,38.5230598449707
2010-06-28,38.44715881347656
2010-06-29,38.00851821899414
2010-06-30,37.88200378417969
2010-07-01,38.0338249206543
2010-07-02,37.89044189453125
2010-07-06,38.16877746582031
2010-07-07,39.695533752441406
2010-07-08,40.17634201049805
2010-07-09,40.370338439941406
2010-07-12,39.96547317504883
2010-07-13,40.92705154418945
2010-07-14,40.64870071411133
2010-07-15,40.868011474609375
2010-07-16,40.12571716308594
2010-07-19,40.53905487060547
2010-07-20,41.40787124633789
2010-07-21,40.62339782714844
2010-07-22,40.82585144042969
2010-07-23,41.559688568115234
2010-07-26,41.981441497802734
2010-07-27,40.78365707397461
2010-07-28,41.2138671875
2010-07-29,41.23073196411133
2010-07-30,41.256019592285156
2010-08-02,41.44161605834961
2010-08-03,41.15481948852539
2010-08-04,41.75370407104492
2010-08-05,41.627166748046875
2010-08-06,41.47534942626953
2010-08-09,41.627166748046875
2010-08-10,41.29821014404297
2010-08-11,40.3787956237793
2010-08-12,40.522186279296875
2010-08-13,40.235389709472656
2010-08-16,40.26069641113281
2010-08-17,40.808982849121094
2010-08-18,40.53059005737305
2010-08-19,39.72083282470703
2010-08-20,40.024505615234375
2010-08-23,39.408748626708984
2010-08-24,39.172569274902344
2010-08-25,39.27378845214844
2010-08-26,39.223175048828125
2010-08-27,40.167903900146484
2010-08-30,39.77988052368164
2010-08-31,39.982330322265625
2010-09-01,41.00299072265625
2010-09-02,41.45847702026367
2010-09-03,41.67778396606445
2010-09-07,41.07046890258789
2010-09-08,41.382568359375
2010-09-09,41.49220657348633
2010-09-10,41.15481948852539
2010-09-13,41.41629409790039
2010-09-14,41.78744125366211
2010-09-15,42.08266067504883
2010-09-16,42.301979064941406
2010-09-17,42.441585540771484
2010-09-20,42.830810546875
2010-09-21,42.915409088134766
2010-09-22,42.737735748291016
2010-09-23,42.331600189208984
2010-09-24,43.11003112792969
2010-09-27,42.881591796875
2010-09-28,42.830810546875
2010-09-29,42.78850555419922
2010-09-30,42.932342529296875
2010-10-01,43.42310333251953
2010-10-04,42.95772171020508
2010-10-05,44.08308410644531
2010-10-06,44.13383865356445
2010-10-07,43.778465270996094
2010-10-08,43.693851470947266
2010-10-11,43.710784912109375
2010-10-12,43.8800163269043
2010-10-13,44.25230407714844
2010-10-14,43.95616912841797
2010-10-15,44.04922866821289
2010-10-18,43.7700080871582
2010-10-19,42.94927215576172
2010-10-20,43.287715911865234
2010-10-21,43.61771774291992
2010-10-22,43.62615966796875
2010-10-25,44.099998474121094
2010-10-26,41.7054557800293
2010-10-27,41.9423713684082
2010-10-28,41.63776397705078
2010-10-29,41.73085403442383
2010-11-01,41.73085403442383
2010-11-02,41.81545639038086
2010-11-03,41.87468719482422
2010-11-04,41.91699981689453
2010-11-05,42.01008224487305
2010-11-08,42.02699661254883
2010-11-09,41.30779266357422
2010-11-10,41.544700622558594
2010-11-11,41.87468719482422
2010-11-12,41.358551025390625
2010-11-15,40.81703186035156
2010-11-16,40.28398132324219
2010-11-17,40.39398193359375
2010-11-18,41.36701583862305
2010-11-19,41.51932907104492
2010-11-22,41.51932907104492
2010-11-23,40.9693489074707
2010-11-24,41.561622619628906
2010-11-26,41.27393341064453
2010-11-29,41.08779525756836
2010-11-30,40.45320510864258
2010-12-01,40.512420654296875
2010-12-02,40.580116271972656
2010-12-03,40.267066955566406
2010-12-06,39.801673889160156
2010-12-07,39.9539794921875
2010-12-08,40.23321533203125
2010-12-09,40.45320510864258
2010-12-10,40.60551834106445
2010-12-13,41.409324645996094
2010-12-14,41.93392562866211
2010-12-15,41.49393081665039
2010-12-16,42.11159133911133
2010-12-17,42.51492691040039
2010-12-20,42.735694885253906
2010-12-21,42.659278869628906
2010-12-22,42.67626190185547
2010-12-23,42.66777801513672
2010-12-27,42.67626190185547
2010-12-28,42.803646087646484
2010-12-29,42.735694885253906
2010-12-30,42.863059997558594
2010-12-31,42.81210708618164
2011-01-03,42.897037506103516
2011-01-04,42.25170135498047
2011-01-05,42.336605072021484
2011-01-06,42.12434005737305
2011-01-07,41.81865692138672
2011-01-10,42.030948638916016
2011-01-11,41.60639953613281
2011-01-12,42.04793930053711
2011-01-13,41.640350341796875
2011-01-14,41.4620361328125
2011-01-18,41.6912956237793
2011-01-19,42.21774673461914
2011-01-20,42.11585235595703
2011-01-21,42.57435989379883
2011-01-24,42.76966094970703
2011-01-25,42.438514709472656
2011-01-26,42.83759307861328
2011-01-27,42.413028717041016
2011-01-28,41.827152252197266
2011-01-31,42.192264556884766
2011-02-01,42.98195266723633
2011-02-02,42.49794387817383
2011-02-03,42.62532424926758
2011-02-04,42.69322967529297
2011-02-07,42.846073150634766
2011-02-08,42.81210708618164
2011-02-09,42.27719497680664
2011-02-10,42.68476867675781
2011-02-11,42.07341384887695
2011-02-14,41.98847579956055
2011-02-15,41.852630615234375
2011-02-16,42.234737396240234
2011-02-17,40.010047912597656
2011-02-18,41.903564453125
2011-02-22,40.8846435546875
2011-02-23,40.748783111572266
2011-02-24,40.32423400878906
2011-02-25,40.95258331298828
2011-02-28,41.30069351196289
2011-03-01,41.16483688354492
2011-03-02,41.01201248168945
2011-03-03,41.6148796081543
2011-03-04,41.20157241821289
2011-03-07,40.40907669067383
2011-03-08,40.860721588134766
2011-03-09,40.5965461730957
2011-03-10,40.894813537597656
2011-03-11,41.46574020385742
2011-03-14,41.60211181640625
2011-03-15,41.67877197265625
2011-03-16,41.02263641357422
2011-03-17,40.74995040893555
2011-03-18,40.68178939819336
2011-03-21,41.499839782714844
2011-03-22,41.55947494506836
2011-03-23,42.07930374145508
2011-03-24,42.30938720703125
2011-03-25,42.275291442871094
2011-03-28,42.582061767578125
2011-03-29,42.5991096496582
2011-03-30,42.863277435302734
2011-03-31,43.47682189941406
2011-04-01,43.94551086425781
2011-04-04,44.022212982177734
2011-04-05,44.32046890258789
2011-04-06,44.0988883972168
2011-04-07,43.860294342041016
2011-04-08,43.90290451049805
2011-04-11,43.71543502807617
2011-04-12,43.27231216430664
2011-04-13,42.99962615966797
2011-04-14,42.99962615966797
2011-04-15,43.40864944458008
2011-04-18,43.23822784423828
2011-04-19,43.77510070800781
2011-04-20,43.76655197143555
2011-04-21,44.0988883972168
2011-04-25,44.32046890258789
2011-04-26,44.08186340332031
2011-04-27,44.95105743408203
2011-04-28,45.078880310058594
2011-04-29,44.95957946777344
2011-05-02,44.80619430541992
2011-05-03,44.52497482299805
2011-05-04,44.46533203125
2011-05-05,44.03073501586914
2011-05-06,44.20968246459961
2011-05-09,44.712440490722656
2011-05-10,44.93400192260742
2011-05-11,44.371585845947266
2011-05-12,44.899940490722656
2011-05-13,44.371585845947266
2011-05-16,44.456809997558594
2011-05-17,43.76655197143555
2011-05-18,45.044795989990234
2011-05-19,44.89141082763672
2011-05-20,44.635765075683594
2011-05-23,44.882877349853516
2011-05-24,44.899940490722656
2011-05-25,45.249305725097656
2011-05-26,45.41973114013672
2011-05-27,46.00774002075195
2011-05-31,46.76615524291992
2011-06-01,46.25486373901367
