Date,EG
2010-11-05,64.77991485595703
2010-11-08,64.16729736328125
2010-11-09,63.95575714111328
2010-11-10,64.45899963378906
2010-11-11,64.14539337158203
2010-11-12,63.131595611572266
2010-11-15,62.94926071166992
2010-11-16,62.431453704833984
2010-11-17,62.00114059448242
2010-11-18,62.591888427734375
2010-11-19,61.85526657104492
2010-11-22,61.6291618347168
2010-11-23,61.41035461425781
2010-11-24,62.41685485839844
2010-11-26,61.76774597167969
2010-11-29,61.70172882080078
2010-11-30,61.23964309692383
2010-12-01,61.635704040527344
2010-12-02,61.753055572509766
2010-12-03,61.84109878540039
2010-12-06,61.87044906616211
2010-12-07,62.23719024658203
2010-12-08,62.19318771362305
2010-12-09,62.36922073364258
2010-12-10,62.941349029541016
2010-12-13,63.2274055480957
2010-12-14,63.102718353271484
2010-12-15,62.25919723510742
2010-12-16,62.34722137451172
2010-12-17,62.11247634887695
2010-12-20,61.877769470214844
2010-12-21,61.89976119995117
2010-12-22,62.545249938964844
2010-12-23,62.42057418823242
2010-12-27,62.743316650390625
2010-12-28,62.530548095703125
2010-12-29,62.38389205932617
2010-12-30,62.501220703125
2010-12-31,62.21517562866211
2011-01-03,62.49391555786133
2011-01-04,61.635704040527344
2011-01-05,61.06357955932617
2011-01-06,61.092933654785156
2011-01-07,60.59415054321289
2011-01-10,60.55015563964844
2011-01-11,61.15163040161133
2011-01-12,61.82643127441406
2011-01-13,61.10758590698242
2011-01-14,61.17360305786133
2011-01-18,61.452369689941406
2011-01-19,61.01958084106445
2011-01-20,61.232337951660156
2011-01-21,61.0782585144043
2011-01-24,62.11983108520508
2011-01-25,62.89731216430664
2011-01-26,62.92668533325195
2011-01-27,63.30807113647461
2011-01-28,62.25919723510742
2011-01-31,61.819061279296875
2011-02-01,62.515926361083984
2011-02-02,62.28122329711914
2011-02-03,62.3325309753418
2011-02-04,62.63327407836914
2011-02-07,63.16873550415039
2011-02-08,63.50613021850586
2011-02-09,62.87533187866211
2011-02-10,63.38145446777344
2011-02-11,64.98779296875
2011-02-14,64.3936538696289
2011-02-15,64.6797103881836
2011-02-16,64.87777709960938
2011-02-17,65.35454559326172
2011-02-18,66.44013214111328
2011-02-22,64.45235443115234
2011-02-23,63.78486633300781
2011-02-24,63.35945129394531
2011-02-25,64.71640014648438
2011-02-28,65.02444458007812
2011-03-01,64.23963928222656
2011-03-02,64.10760498046875
2011-03-03,64.75308227539062
2011-03-04,63.96088790893555
2011-03-07,63.857643127441406
2011-03-08,64.90496063232422
2011-03-09,64.67633056640625
2011-03-10,63.33396911621094
2011-03-11,61.600730895996094
2011-03-14,60.70092010498047
2011-03-15,60.53864669799805
2011-03-16,60.19198226928711
2011-03-17,60.3542366027832
2011-03-18,60.28786849975586
2011-03-21,61.202430725097656
2011-03-22,60.24361038208008
2011-03-23,60.50177001953125
2011-03-24,60.9148063659668
2011-03-25,61.180301666259766
2011-03-28,60.92954635620117
2011-03-29,61.217185974121094
2011-03-30,61.53434371948242
2011-03-31,65.03771209716797
2011-04-01,66.71937561035156
2011-04-04,68.18712615966797
2011-04-05,67.9584732055664
2011-04-06,69.15328979492188
2011-04-07,69.05006408691406
2011-04-08,68.28299713134766
2011-04-11,68.02486419677734
2011-04-12,67.22090148925781
2011-04-13,67.62654113769531
2011-04-14,67.27252197265625
2011-04-15,67.22090148925781
2011-04-18,66.32109832763672
2011-04-19,65.84903717041016
2011-04-20,66.03346252441406
2011-04-21,66.21044921875
2011-04-25,66.49810028076172
2011-04-26,66.7709732055664
2011-04-27,67.648681640625
2011-04-28,67.89209747314453
2011-04-29,67.20618438720703
2011-05-02,66.32109832763672
2011-05-03,67.72982788085938
2011-05-04,66.98489379882812
2011-05-05,66.21782684326172
2011-05-06,66.28421783447266
2011-05-09,66.57183837890625
2011-05-10,67.16926574707031
2011-05-11,66.20307922363281
2011-05-12,66.9480209350586
2011-05-13,66.4759750366211
2011-05-16,66.54972839355469
2011-05-17,66.27682495117188
2011-05-18,66.93327331542969
2011-05-19,66.31370544433594
2011-05-20,66.22518920898438
2011-05-23,65.25162506103516
2011-05-24,64.52145385742188
2011-05-25,64.8976058959961
2011-05-26,66.04818725585938
2011-05-27,66.18167877197266
2011-05-31,65.97404479980469
2011-06-01,64.80243682861328
2011-06-02,65.78123474121094
2011-06-03,64.92845916748047
2011-06-06,64.09056091308594
2011-06-07,63.76426315307617
2011-06-08,62.970821380615234
2011-06-09,62.385040283203125
2011-06-10,61.62126159667969
2011-06-13,61.85112762451172
2011-06-14,62.20708465576172
2011-06-15,61.05768585205078
2011-06-16,60.931617736816406
2011-06-17,60.67949295043945
2011-06-20,60.901947021484375
2011-06-21,60.4570426940918
2011-06-22,60.1900520324707
2011-06-23,59.826725006103516
2011-06-24,59.73032760620117
2011-06-27,60.68693542480469
2011-06-28,60.3458137512207
2011-06-29,61.14667892456055
2011-06-30,60.620155334472656
2011-07-01,60.65725326538086
2011-07-05,59.85641098022461
2011-07-06,60.746238708496094
2011-07-07,61.89558792114258
2011-07-08,61.53225326538086
2011-07-11,60.67210388183594
2011-07-12,61.3394775390625
2011-07-13,61.41362762451172
2011-07-14,61.050270080566406
2011-07-15,60.338401794433594
2011-07-18,59.611698150634766
2011-07-19,59.945377349853516
2011-07-20,59.73032760620117
2011-07-21,60.590538024902344
2011-07-22,60.4348258972168
2011-07-25,60.29391098022461
2011-07-26,60.931617736816406
2011-07-27,60.24199295043945
2011-07-28,61.78437805175781
2011-07-29,60.89457321166992
2011-08-01,60.94643020629883
2011-08-02,61.29499816894531
2011-08-03,61.8363037109375
2011-08-04,59.278011322021484
2011-08-05,57.913597106933594
2011-08-08,54.502559661865234
2011-08-09,58.514225006103516
2011-08-10,56.6900634765625
2011-08-11,59.92316436767578
2011-08-12,58.988800048828125
2011-08-15,61.213417053222656
2011-08-16,60.67949295043945
2011-08-17,61.07251739501953
2011-08-18,58.98141098022461
2011-08-19,58.31403732299805
2011-08-22,57.283302307128906
2011-08-23,57.772708892822266
2011-08-24,58.19539260864258
2011-08-25,56.32670974731445
2011-08-26,57.58732223510742
2011-08-29,60.44504928588867
2011-08-30,59.93766403198242
2011-08-31,60.2137336730957
2011-09-01,60.2137336730957
2011-09-02,58.482696533203125
2011-09-06,58.191688537597656
2011-09-07,60.85542297363281
2011-09-08,59.534759521484375
2011-09-09,58.38569259643555
2011-09-12,58.46775436401367
2011-09-13,59.0049934387207
2011-09-14,58.84083557128906
2011-09-15,59.52728271484375
2011-09-16,58.773681640625
2011-09-19,58.288692474365234
2011-09-20,59.25868606567383
2011-09-21,58.3036003112793
2011-09-22,56.9083366394043
2011-09-23,57.42315673828125
2011-09-26,57.93800354003906
2011-09-27,58.997520446777344
2011-09-28,57.90071487426758
2011-09-29,59.13930130004883
2011-09-30,59.22882080078125
2011-10-03,58.012611389160156
2011-10-04,59.51234436035156
2011-10-05,59.47505569458008
2011-10-06,60.00481414794922
2011-10-07,58.51253890991211
2011-10-10,60.0869026184082
2011-10-11,59.76606750488281
2011-10-12,59.78098678588867
2011-10-13,58.31108856201172
2011-10-14,58.66176223754883
2011-10-17,57.17694854736328
2011-10-18,58.997520446777344
2011-10-19,60.27342987060547
2011-10-20,61.66872787475586
2011-10-21,63.481834411621094
2011-10-24,64.97415161132812
2011-10-25,64.16082000732422
2011-10-26,64.1235580444336
2011-10-27,67.77216339111328
2011-10-28,67.7796401977539
2011-10-31,67.09318542480469
2011-11-01,66.11572265625
2011-11-02,67.41402435302734
2011-11-03,68.23477172851562
2011-11-04,68.27952575683594
2011-11-07,69.09284210205078
2011-11-08,69.08534240722656
2011-11-09,67.57817077636719
2011-11-10,66.81714630126953
2011-11-11,67.69752502441406
2011-11-14,66.06350708007812
2011-11-15,66.11572265625
2011-11-16,64.88461303710938
2011-11-17,64.15336608886719
2011-11-18,65.42927551269531
2011-11-21,64.668212890625
2011-11-22,63.57883834838867
2011-11-23,60.95988845825195
2011-11-25,62.623775482177734
2011-11-28,63.69690704345703
2011-11-29,63.65187454223633
2011-11-30,65.83561706542969
2011-12-01,64.07212829589844
2011-12-02,63.16407775878906
2011-12-05,63.17158508300781
2011-12-06,63.74190902709961
2011-12-07,63.61435317993164
2011-12-08,62.34612274169922
2011-12-09,62.46617889404297
2011-12-12,61.663211822509766
2011-12-13,60.732704162597656
2011-12-14,60.50006103515625
2011-12-15,59.91469955444336
2011-12-16,59.92972183227539
2011-12-19,58.90163040161133
2011-12-20,60.094818115234375
2011-12-21,61.468109130859375
2011-12-22,61.57317352294922
2011-12-23,64.46986389160156
2011-12-27,64.28975677490234
2011-12-28,63.74942398071289
2011-12-29,64.03459930419922
2011-12-30,63.10406494140625
2012-01-03,63.907005310058594
2012-01-04,62.54873275756836
2012-01-05,62.96147537231445
2012-01-06,63.066532135009766
2012-01-09,63.726905822753906
2012-01-10,64.89008331298828
2012-01-11,64.7175064086914
2012-01-12,64.40982055664062
2012-01-13,63.63688659667969
2012-01-17,63.27667236328125
2012-01-18,63.86952209472656
2012-01-19,63.96706008911133
2012-01-20,64.81504821777344
2012-01-23,64.19219207763672
2012-01-24,64.14716339111328
2012-01-25,64.13215637207031
2012-01-26,64.83006286621094
2012-01-27,63.8995246887207
2012-01-30,63.599342346191406
2012-01-31,64.08711242675781
2012-02-01,66.12079620361328
2012-02-02,65.74559020996094
2012-02-03,66.24085998535156
2012-02-06,65.85066223144531
2012-02-07,66.13578796386719
2012-02-08,66.08328247070312
2012-02-09,66.6160888671875
2012-02-10,65.42292022705078
2012-02-13,66.76619720458984
2012-02-14,66.54855346679688
2012-02-15,67.261474609375
2012-02-16,67.27647399902344
2012-02-17,67.53913879394531
2012-02-21,67.99689483642578
2012-02-22,66.91627502441406
2012-02-23,67.0588607788086
2012-02-24,66.74370574951172
2012-02-27,66.19584655761719
2012-02-28,65.51296997070312
2012-02-29,65.92571258544922
2012-03-01,66.91627502441406
2012-03-02,67.28398132324219
2012-03-05,68.1290054321289
2012-03-06,66.80111694335938
2012-03-07,67.59333038330078
2012-03-08,68.16671752929688
2012-03-09,68.88347625732422
2012-03-12,68.80047607421875
2012-03-13,70.0679931640625
2012-03-14,70.12079620361328
2012-03-15,70.39994812011719
2012-03-16,69.84920501708984
2012-03-19,70.29432678222656
2012-03-20,70.57347869873047
2012-03-21,70.00005340576172
2012-03-22,69.60018157958984
2012-03-23,69.9774398803711
2012-03-26,70.82245635986328
2012-03-27,70.3773193359375
2012-03-28,70.8149185180664
2012-03-29,70.41505432128906
2012-03-30,69.8039321899414
2012-04-02,70.51311492919922
2012-04-03,70.95072174072266
2012-04-04,70.8676986694336
2012-04-05,70.87527465820312
2012-04-09,70.07555389404297
2012-04-10,69.75112915039062
2012-04-11,70.49051666259766
2012-04-12,71.13935852050781
2012-04-13,70.10572052001953
2012-04-16,70.29432678222656
2012-04-17,70.35466003417969
2012-04-18,70.14344787597656
2012-04-19,71.04879760742188
2012-04-20,71.97682189941406
2012-04-23,71.4788589477539
2012-04-24,71.38079071044922
2012-04-25,71.99945831298828
2012-04-26,75.251220703125
2012-04-27,75.02488708496094
2012-04-30,74.76837158203125
2012-05-01,75.52285766601562
2012-05-02,75.00225830078125
2012-05-03,75.85480499267578
2012-05-04,75.97553253173828
2012-05-07,76.36033630371094
2012-05-08,77.1751480102539
2012-05-09,77.1751480102539
2012-05-10,77.28076934814453
2012-05-11,77.85416412353516
2012-05-14,77.23551177978516
2012-05-15,76.43574523925781
2012-05-16,75.62844848632812
2012-05-17,74.37604522705078
2012-05-18,74.22513580322266
2012-05-21,74.14214324951172
2012-05-22,74.90416717529297
2012-05-23,75.27385711669922
2012-05-24,76.72244262695312
2012-05-25,76.43438720703125
2012-05-29,76.7072982788086
2012-05-30,76.73003387451172
2012-05-31,77.41228485107422
2012-06-01,76.76034545898438
2012-06-04,76.51778411865234
2012-06-05,77.20000457763672
2012-06-06,78.47355651855469
2012-06-07,78.33709716796875
2012-06-08,77.43502044677734
2012-06-11,77.37437438964844
2012-06-12,78.17790222167969
2012-06-13,77.37437438964844
2012-06-14,78.46595764160156
2012-06-15,77.32130432128906
2012-06-18,78.26888275146484
2012-06-19,79.2012939453125
2012-06-20,79.2012939453125
2012-06-21,77.89742279052734
2012-06-22,78.34465026855469
2012-06-25,77.67758178710938
2012-06-26,78.44322967529297
2012-06-27,79.00419616699219
2012-06-28,79.69400787353516
2012-06-29,78.4508056640625
2012-07-02,79.58029174804688
2012-07-03,80.48997497558594
2012-07-05,79.54239654541016
2012-07-06,79.28467559814453
2012-07-09,79.08755493164062
2012-07-10,78.77677917480469
2012-07-11,78.06417846679688
2012-07-12,78.8222427368164
2012-07-13,79.08755493164062
2012-07-16,79.40597534179688
2012-07-17,79.89868927001953
2012-07-18,79.16334533691406
2012-07-19,78.17790222167969
2012-07-20,77.20761108398438
2012-07-23,76.97260284423828
2012-07-24,76.03262329101562
2012-07-25,77.38192749023438
2012-07-26,77.17729949951172
2012-07-27,78.33709716796875
2012-07-30,79.2012939453125
2012-07-31,77.0938949584961
2012-08-01,76.99536895751953
2012-08-02,77.920166015625
2012-08-03,77.68514251708984
2012-08-06,77.38192749023438
2012-08-07,77.85193634033203
2012-08-08,78.83744812011719
2012-08-09,78.46595764160156
2012-08-10,78.53421020507812
2012-08-13,78.4508056640625
2012-08-14,78.8222427368164
2012-08-15,79.00419616699219
2012-08-16,79.5196533203125
2012-08-17,79.39080810546875
2012-08-20,79.39836120605469
2012-08-21,80.0047836303711
2012-08-22,78.54936218261719
2012-08-23,77.95051574707031
2012-08-24,78.38260650634766
2012-08-27,78.42829895019531
2012-08-28,79.09086608886719
2012-08-29,78.78624725341797
2012-08-30,78.6491470336914
2012-08-31,78.9461669921875
2012-09-04,81.0938491821289
2012-09-05,81.28424835205078
2012-09-06,82.77694702148438
2012-09-07,82.79218292236328
2012-09-10,82.64747619628906
2012-09-11,82.82264709472656
2012-09-12,83.11203002929688
2012-09-13,83.85839080810547
2012-09-14,84.45244598388672
2012-09-17,83.88887023925781
2012-09-18,83.67560577392578
2012-09-19,84.01834106445312
2012-09-20,83.4242935180664
2012-09-21,82.72364044189453
2012-09-24,82.95973205566406
2012-09-25,81.80211639404297
2012-09-26,81.55842590332031
2012-09-27,81.5888671875
2012-09-28,81.45938873291016
2012-10-01,82.47992706298828
2012-10-02,82.41139221191406
2012-10-03,82.40375518798828
2012-10-04,83.06632995605469
2012-10-05,83.12725830078125
2012-10-08,83.46998596191406
2012-10-09,83.50808715820312
2012-10-10,83.40147399902344
2012-10-11,83.53853607177734
2012-10-12,83.19580078125
2012-10-15,84.28489685058594
2012-10-16,85.54150390625
2012-10-17,85.22162628173828
2012-10-18,85.89186096191406
2012-10-19,84.80277252197266
2012-10-22,84.85608673095703
2012-10-23,84.58187103271484
2012-10-24,84.85608673095703
2012-10-25,87.27793884277344
2012-10-26,86.47063446044922
2012-10-31,84.57430267333984
2012-11-01,83.5461654663086
2012-11-02,81.45176696777344
2012-11-05,81.48985290527344
2012-11-06,82.16766357421875
2012-11-07,81.13953399658203
2012-11-08,80.8425064086914
2012-11-09,80.33226776123047
2012-11-12,79.53257751464844
2012-11-13,78.8014907836914
2012-11-14,78.9080810546875
2012-11-15,77.46866607666016
2012-11-16,78.3597412109375
2012-11-19,79.07561492919922
2012-11-20,79.593505859375
2012-11-21,79.75345611572266
2012-11-23,80.05048370361328
2012-11-26,80.20348358154297
2012-11-27,80.54776763916016
2012-11-28,82.3304214477539
2012-11-29,82.1161880493164
2012-11-30,82.9883804321289
2012-12-03,81.71067810058594
2012-12-04,82.14682006835938
2012-12-05,83.43212127685547
2012-12-06,83.44740295410156
2012-12-07,83.16434478759766
2012-12-10,83.8988265991211
2012-12-11,83.1796646118164
2012-12-12,83.0495834350586
2012-12-13,81.70304870605469
2012-12-14,80.96855163574219
2012-12-17,81.93257904052734
2012-12-18,81.71067810058594
2012-12-19,82.90422058105469
2012-12-20,83.1490478515625
2012-12-21,82.77416229248047
2012-12-24,83.22557067871094
2012-12-26,83.23320770263672
2012-12-27,83.56983947753906
2012-12-28,83.37857055664062
2012-12-31,84.1207046508789
2013-01-02,85.07703399658203
2013-01-03,86.30885314941406
2013-01-04,86.285888671875
2013-01-07,84.85518646240234
2013-01-08,85.314208984375
2013-01-09,85.77325439453125
2013-01-10,86.46183776855469
2013-01-11,86.63018798828125
2013-01-14,86.40827941894531
2013-01-15,86.98974609375
2013-01-16,86.33174896240234
2013-01-17,86.04871368408203
2013-01-18,86.46183776855469
2013-01-22,87.59416961669922
2013-01-23,86.72965240478516
2013-01-24,87.73185729980469
2013-01-25,87.94609069824219
2013-01-28,87.64772033691406
2013-01-29,88.71883392333984
2013-01-30,88.32865905761719
2013-01-31,88.60407257080078
2013-02-01,89.85115814208984
2013-02-04,89.81291961669922
2013-02-05,89.97357177734375
2013-02-06,90.05007934570312
2013-02-07,90.70802307128906
2013-02-08,91.2282943725586
2013-02-11,92.04692840576172
2013-02-12,92.79672241210938
2013-02-13,92.40650939941406
2013-02-14,92.15406036376953
2013-02-15,92.61310577392578
2013-02-19,93.92140197753906
2013-02-20,93.63066101074219
2013-02-21,95.26029205322266
2013-02-22,94.82418823242188
2013-02-25,93.76072692871094
2013-02-26,94.9771957397461
2013-02-27,95.62751770019531
2013-02-28,95.33679962158203
2013-03-01,94.93890380859375
2013-03-04,96.18319702148438
2013-03-05,98.10332489013672
2013-03-06,97.73464965820312
2013-03-07,97.73464965820312
2013-03-08,98.23388671875
2013-03-11,97.73464965820312
2013-03-12,98.36446380615234
2013-03-13,98.3797836303711
2013-03-14,99.00963592529297
2013-03-15,99.00192260742188
2013-03-18,98.67169189453125
2013-03-19,99.0173110961914
2013-03-20,99.63172149658203
2013-03-21,99.23236846923828
2013-03-22,100.3383560180664
2013-03-25,99.82376861572266
2013-03-26,98.64864349365234
2013-03-27,98.64864349365234
2013-03-28,99.73927307128906
2013-04-01,99.49348449707031
2013-04-02,98.3797836303711
2013-04-03,97.91897583007812
2013-04-04,98.01883697509766
2013-04-05,97.12020874023438
2013-04-08,97.85755157470703
2013-04-09,98.16476440429688
2013-04-10,98.41056823730469
2013-04-11,98.84066772460938
2013-04-12,98.30300903320312
2013-04-15,94.96968841552734
2013-04-16,95.75308990478516
2013-04-17,95.5764389038086
2013-04-18,95.35368347167969
2013-04-19,96.65936279296875
2013-04-22,96.29838562011719
2013-04-23,98.34142303466797
2013-04-24,100.90672302246094
2013-04-25,102.18937683105469
2013-04-26,101.74388885498047
2013-04-29,102.61945343017578
2013-04-30,103.67941284179688
2013-05-01,102.15865325927734
2013-05-02,102.37368774414062
2013-05-03,101.36754608154297
2013-05-06,102.65019226074219
2013-05-07,104.24773406982422
2013-05-08,104.43206787109375
2013-05-09,103.9097671508789
2013-05-10,104.30917358398438
2013-05-13,104.17095184326172
2013-05-14,104.36299133300781
2013-05-15,104.12486267089844
2013-05-16,100.322998046875
2013-05-17,101.32144927978516
2013-05-20,101.29844665527344
2013-05-21,100.85295104980469
2013-05-22,99.2170181274414
2013-05-23,98.0342025756836
2013-05-24,97.41975402832031
2013-05-28,97.19702911376953
2013-05-29,98.47197723388672
2013-05-30,99.6624755859375
2013-05-31,99.54727172851562
2013-06-03,99.44702911376953
2013-06-04,98.84575653076172
2013-06-05,97.4195556640625
2013-06-06,98.4371566772461
2013-06-07,98.51423645019531
2013-06-10,99.33141326904297
2013-06-11,98.12109375
2013-06-12,97.79730987548828
2013-06-13,99.8710708618164
2013-06-14,99.03076934814453
2013-06-17,100.15629577636719
2013-06-18,100.8038330078125
2013-06-19,98.5296630859375
2013-06-20,97.08806610107422
2013-06-21,96.04734802246094
2013-06-24,95.9933853149414
2013-06-25,96.01651000976562
2013-06-26,97.15744018554688
2013-06-27,99.21576690673828
2013-06-28,98.87657928466797
2013-07-01,99.49329376220703
2013-07-02,97.41184997558594
2013-07-03,97.48121643066406
2013-07-05,98.89199829101562
2013-07-08,97.79730987548828
2013-07-09,97.7895736694336
2013-07-10,98.49112701416016
2013-07-11,99.42391967773438
2013-07-12,101.05052947998047
2013-07-15,101.90625762939453
2013-07-16,100.05606079101562
2013-07-17,100.4029541015625
2013-07-18,100.18710327148438
2013-07-19,100.06376647949219
2013-07-22,100.5956802368164
2013-07-23,98.91513061523438
2013-07-24,99.80167388916016
2013-07-25,100.88095092773438
2013-07-26,101.45914459228516
2013-07-29,101.85224914550781
2013-07-30,102.86214447021484
2013-07-31,102.93924713134766
2013-08-01,104.33460235595703
2013-08-02,104.2960205078125
2013-08-05,104.48876190185547
2013-08-06,103.633056640625
2013-08-07,102.80050659179688
2013-08-08,103.04719543457031
2013-08-09,102.89300537109375
2013-08-12,103.68705749511719
2013-08-13,106.801513671875
2013-08-14,106.68584442138672
2013-08-15,106.56251525878906
2013-08-16,106.52395629882812
2013-08-19,106.19248962402344
2013-08-20,106.66272735595703
2013-08-21,105.46781158447266
2013-08-22,106.87859344482422
2013-08-23,107.0635986328125
2013-08-26,107.09452819824219
2013-08-27,105.81813049316406
2013-08-28,105.7949447631836
2013-08-29,106.24360656738281
2013-08-30,105.94192504882812
2013-09-03,107.57416534423828
2013-09-04,107.27246856689453
2013-09-05,105.00591278076172
2013-09-06,103.86097717285156
2013-09-09,104.75835418701172
2013-09-10,106.85472869873047
2013-09-11,107.43492126464844
2013-09-12,106.8392562866211
2013-09-13,107.54319763183594
2013-09-16,109.57776641845703
2013-09-17,109.45399475097656
2013-09-18,109.09038543701172
