Date,ACN
2010-09-29,31.942256927490234
2010-09-30,32.08574295043945
2010-10-01,33.5129508972168
2010-10-04,33.520503997802734
2010-10-05,34.09440612792969
2010-10-06,34.13214874267578
2010-10-07,34.61544418334961
2010-10-08,34.570133209228516
2010-10-11,34.40401077270508
2010-10-12,34.532379150390625
2010-10-13,34.5095100402832
2010-10-14,34.64678192138672
2010-10-15,34.54001235961914
2010-10-18,34.64678192138672
2010-10-19,34.66203308105469
2010-10-20,34.74591827392578
2010-10-21,34.890830993652344
2010-10-22,34.80693054199219
2010-10-25,34.723052978515625
2010-10-26,34.35697555541992
2010-10-27,34.21970748901367
2010-10-28,34.25020980834961
2010-10-29,34.0976676940918
2010-11-01,34.29596710205078
2010-11-02,34.311214447021484
2010-11-03,34.57813262939453
2010-11-04,34.829811096191406
2010-11-05,34.829811096191406
2010-11-08,34.3035888671875
2010-11-09,34.547630310058594
2010-11-10,34.70016098022461
2010-11-11,33.73923110961914
2010-11-12,33.068111419677734
2010-11-15,33.73923110961914
2010-11-16,33.5180549621582
2010-11-17,33.6324577331543
2010-11-18,33.80787658691406
2010-11-19,33.71635055541992
2010-11-22,33.510440826416016
2010-11-23,33.33503341674805
2010-11-24,33.701107025146484
2010-11-26,33.43417739868164
2010-11-29,33.47993469238281
2010-11-30,33.037601470947266
2010-12-01,33.55620193481445
2010-12-02,33.79262161254883
2010-12-03,33.72397232055664
2010-12-06,33.80787658691406
2010-12-07,34.311214447021484
2010-12-08,34.32646942138672
2010-12-09,34.02141189575195
2010-12-10,34.82218933105469
2010-12-13,35.00522232055664
2010-12-14,35.523807525634766
2010-12-15,35.157752990722656
2010-12-16,35.59245300292969
2010-12-17,38.37609100341797
2010-12-20,37.13298034667969
2010-12-21,37.16349792480469
2010-12-22,37.0948600769043
2010-12-23,36.86606216430664
2010-12-27,36.797428131103516
2010-12-28,36.59151077270508
2010-12-29,37.07960510253906
2010-12-30,36.927066802978516
2010-12-31,36.98045349121094
2011-01-03,37.05672836303711
2011-01-04,36.812679290771484
2011-01-05,36.820308685302734
2011-01-06,36.957584381103516
2011-01-07,37.01858901977539
2011-01-10,36.69065856933594
2011-01-11,37.194000244140625
2011-01-12,38.048152923583984
2011-01-13,38.03289794921875
2011-01-14,38.13204574584961
2011-01-18,38.39897918701172
2011-01-19,38.284576416015625
2011-01-20,39.001461029052734
2011-01-21,38.92518615722656
2011-01-24,39.25312423706055
2011-01-25,39.443782806396484
2011-01-26,39.92425537109375
2011-01-27,39.93187713623047
2011-01-28,39.291259765625
2011-01-31,39.25312423706055
2011-02-01,39.93951416015625
2011-02-02,40.084407806396484
2011-02-03,40.2521858215332
2011-02-04,40.0767707824707
2011-02-07,40.16829299926758
2011-02-08,40.145408630371094
2011-02-09,40.19118118286133
2011-02-10,40.41234588623047
2011-02-11,39.96238327026367
2011-02-14,39.970008850097656
2011-02-15,39.64970779418945
2011-02-16,40.7326545715332
2011-02-17,41.21311950683594
2011-02-18,40.88518524169922
2011-02-22,39.93951416015625
2011-02-23,39.09297180175781
2011-02-24,39.4666633605957
2011-02-25,39.79460906982422
2011-02-28,39.26074981689453
2011-03-01,39.01671600341797
2011-03-02,39.00907897949219
2011-03-03,40.442848205566406
2011-03-04,40.153038024902344
2011-03-07,39.954769134521484
2011-03-08,39.85560989379883
2011-03-09,39.68783950805664
2011-03-10,39.19211196899414
2011-03-11,39.3370246887207
2011-03-14,39.23788070678711
2011-03-15,38.147300720214844
2011-03-16,37.354156494140625
2011-03-17,37.384666442871094
2011-03-18,38.32270050048828
2011-03-21,38.39897918701172
2011-03-22,38.39897918701172
2011-03-23,38.64301681518555
2011-03-24,39.62681198120117
2011-03-25,41.40378189086914
2011-03-28,40.8622932434082
2011-03-29,41.388526916503906
2011-03-30,41.78510284423828
2011-03-31,41.92237854003906
2011-04-01,41.846107482910156
2011-04-04,41.99863052368164
2011-04-05,41.89186477661133
2011-04-06,41.70119857788086
2011-04-07,41.82322692871094
2011-04-08,42.021514892578125
2011-04-11,42.70790481567383
2011-04-12,42.58587646484375
2011-04-13,43.47770309448242
2011-04-14,42.71657943725586
2011-04-15,42.032310485839844
2011-04-18,41.89390182495117
2011-04-19,42.59355926513672
2011-04-20,43.09330368041992
2011-04-21,43.67761993408203
2011-04-25,43.470035552978516
2011-04-26,43.593048095703125
2011-04-27,43.7237434387207
2011-04-28,43.81601333618164
2011-04-29,43.923641204833984
2011-05-02,44.638675689697266
2011-05-03,43.016414642333984
2011-05-04,42.985660552978516
2011-05-05,42.232208251953125
2011-05-06,42.4013557434082
2011-05-09,42.8549690246582
2011-05-10,43.792945861816406
2011-05-11,43.27012634277344
2011-05-12,43.51615905761719
2011-05-13,42.8549690246582
2011-05-16,43.17019271850586
2011-05-17,43.62380599975586
2011-05-18,43.76218032836914
2011-05-19,43.777565002441406
2011-05-20,44.146602630615234
2011-05-23,43.3162727355957
2011-05-24,43.35470962524414
2011-05-25,43.50846862792969
2011-05-26,43.84675979614258
2011-05-27,43.754493713378906
2011-05-31,44.12355422973633
2011-06-01,43.80832290649414
2011-06-02,43.67761993408203
2011-06-03,42.91646194458008
2011-06-06,42.88571548461914
2011-06-07,43.262447357177734
2011-06-08,42.8549690246582
2011-06-09,43.323944091796875
2011-06-10,42.701194763183594
2011-06-13,43.00105667114258
2011-06-14,43.91596221923828
2011-06-15,42.601253509521484
2011-06-16,41.50181198120117
2011-06-17,41.4787483215332
2011-06-20,41.48643493652344
2011-06-21,42.12458038330078
2011-06-22,42.478233337402344
2011-06-23,42.8165168762207
2011-06-24,43.83908462524414
2011-06-27,44.43107986450195
2011-06-28,45.861106872558594
2011-06-29,46.060997009277344
2011-06-30,46.45310974121094
2011-07-01,46.79909133911133
2011-07-05,47.475669860839844
2011-07-06,47.74475860595703
2011-07-07,48.775001525878906
2011-07-08,48.76731491088867
2011-07-11,47.27577590942383
2011-07-12,46.9375
2011-07-13,46.64532470703125
2011-07-14,46.76835250854492
2011-07-15,46.66838455200195
2011-07-18,46.114830017089844
2011-07-19,47.36034393310547
2011-07-20,47.19889831542969
2011-07-21,47.467987060546875
2011-07-22,47.11431121826172
2011-07-25,47.037437438964844
2011-07-26,47.16045379638672
2011-07-27,45.93799591064453
2011-07-28,45.891868591308594
2011-07-29,45.4690055847168
2011-08-01,45.33061981201172
2011-08-02,44.600215911865234
2011-08-03,45.82267379760742
2011-08-04,43.80832290649414
2011-08-05,43.98515319824219
2011-08-08,40.87136459350586
2011-08-09,42.201454162597656
2011-08-10,39.818058013916016
2011-08-11,41.51719284057617
2011-08-12,41.98618698120117
2011-08-15,42.60893249511719
2011-08-16,42.14763259887695
2011-08-17,41.9169807434082
2011-08-18,37.565364837646484
2011-08-19,36.473609924316406
2011-08-22,37.288570404052734
2011-08-23,38.803199768066406
2011-08-24,39.1953010559082
2011-08-25,39.01846694946289
2011-08-26,39.6719856262207
2011-08-29,40.717586517333984
2011-08-30,41.540260314941406
2011-08-31,41.20196533203125
2011-09-01,40.67145919799805
2011-09-02,39.57204055786133
2011-09-06,38.995399475097656
2011-09-07,40.13328552246094
2011-09-08,40.11020278930664
2011-09-09,38.303436279296875
2011-09-12,38.45722198486328
2011-09-13,39.1030387878418
2011-09-14,39.41826629638672
2011-09-15,40.763736724853516
2011-09-16,42.30141067504883
2011-09-19,41.978492736816406
2011-09-20,41.840087890625
2011-09-21,41.048194885253906
2011-09-22,38.71862030029297
2011-09-23,38.75705337524414
2011-09-26,39.917999267578125
2011-09-27,41.24809646606445
2011-09-28,41.3864860534668
2011-09-29,41.85546875
2011-09-30,40.5023307800293
2011-10-03,39.687339782714844
2011-10-04,41.71708679199219
2011-10-05,42.170692443847656
2011-10-06,42.51668167114258
2011-10-07,42.99334716796875
2011-10-10,44.12355422973633
2011-10-11,43.83908462524414
2011-10-12,44.675472259521484
2011-10-13,44.48874282836914
2011-10-14,45.749183654785156
2011-10-17,44.92444610595703
2011-10-18,44.71437072753906
2011-10-19,44.613224029541016
2011-10-20,44.418704986572266
2011-10-21,45.188995361328125
2011-10-24,45.41461944580078
2011-10-25,45.25901794433594
2011-10-26,45.29011917114258
2011-10-27,47.57759094238281
2011-10-28,48.052188873291016
2011-10-31,46.885128021240234
2011-11-01,44.706600189208984
2011-11-02,45.500205993652344
2011-11-03,46.07597351074219
2011-11-04,45.3134765625
2011-11-07,45.12674331665039
2011-11-08,45.81920623779297
2011-11-09,44.12305450439453
2011-11-10,44.34868621826172
2011-11-11,45.88144302368164
2011-11-14,44.75328826904297
2011-11-15,45.07227325439453
2011-11-16,44.29423904418945
2011-11-17,43.33723068237305
2011-11-18,42.87040710449219
2011-11-21,42.83929443359375
2011-11-22,42.66032791137695
2011-11-23,41.72666931152344
2011-11-25,41.7811393737793
2011-11-28,43.018245697021484
2011-11-29,43.2360954284668
2011-11-30,45.07227325439453
2011-12-01,45.103397369384766
2011-12-02,45.422401428222656
2011-12-05,46.15375900268555
2011-12-06,46.03705978393555
2011-12-07,45.546897888183594
2011-12-08,44.091941833496094
2011-12-09,45.67915725708008
2011-12-12,45.29791259765625
2011-12-13,45.07227325439453
2011-12-14,43.59398651123047
2011-12-15,43.671791076660156
2011-12-16,42.13125991821289
2011-12-19,41.62553787231445
2011-12-20,42.20128631591797
2011-12-21,40.49735641479492
2011-12-22,40.909725189208984
2011-12-23,41.150917053222656
2011-12-27,41.18204879760742
2011-12-28,41.1275749206543
2011-12-29,41.89006423950195
2011-12-30,41.41544723510742
2012-01-03,41.197601318359375
2012-01-04,41.18204879760742
2012-01-05,40.39621353149414
2012-01-06,40.32619857788086
2012-01-09,40.25617980957031
2012-01-10,40.948631286621094
2012-01-11,41.757789611816406
2012-01-12,41.967864990234375
2012-01-13,41.43101501464844
2012-01-17,41.61774826049805
2012-01-18,42.753700256347656
2012-01-19,42.636985778808594
2012-01-20,43.42282485961914
2012-01-23,43.94410705566406
2012-01-24,44.060821533203125
2012-01-25,44.49653244018555
2012-01-26,44.286460876464844
2012-01-27,43.897422790527344
2012-01-30,44.395381927490234
2012-01-31,44.613224029541016
2012-02-01,45.453521728515625
2012-02-02,44.94778823852539
2012-02-03,45.36792755126953
2012-02-06,44.86220169067383
2012-02-07,45.095611572265625
2012-02-08,44.403160095214844
2012-02-09,44.66768264770508
2012-02-10,44.317562103271484
2012-02-13,44.66768264770508
2012-02-14,44.706600189208984
2012-02-15,45.033390045166016
2012-02-16,45.47687530517578
2012-02-17,45.46129608154297
2012-02-21,45.23567199707031
2012-02-22,45.539100646972656
2012-02-23,46.22378921508789
2012-02-24,46.4105110168457
2012-02-27,46.41829299926758
2012-02-28,46.4961051940918
2012-02-29,46.32494354248047
2012-03-01,46.433868408203125
2012-03-02,46.37162399291992
2012-03-05,47.367515563964844
2012-03-06,46.262691497802734
2012-03-07,46.379390716552734
2012-03-08,46.89291000366211
2012-03-09,47.351959228515625
2012-03-12,47.57759094238281
2012-03-13,48.55793762207031
2012-03-14,48.71354293823242
2012-03-15,49.50715255737305
2012-03-16,49.49936294555664
2012-03-19,49.335975646972656
2012-03-20,49.079227447509766
2012-03-21,49.60051345825195
2012-03-22,49.42156219482422
2012-03-23,50.479698181152344
2012-03-26,51.26553726196289
2012-03-27,50.93098068237305
2012-03-28,50.18404769897461
2012-03-29,50.18404769897461
2012-03-30,50.18404769897461
2012-04-02,50.95431137084961
2012-04-03,50.534175872802734
2012-04-04,50.137351989746094
2012-04-05,50.40968704223633
2012-04-09,49.59273147583008
2012-04-10,49.1336784362793
2012-04-11,50.03416442871094
2012-04-12,50.43526077270508
2012-04-13,49.192665100097656
2012-04-16,48.665748596191406
2012-04-17,50.474586486816406
2012-04-18,49.98699951171875
2012-04-19,49.58588409423828
2012-04-20,49.86115646362305
2012-04-23,49.5701789855957
2012-04-24,49.40501403808594
2012-04-25,50.38021469116211
2012-04-26,50.60041427612305
2012-04-27,51.13520812988281
2012-04-30,51.08016586303711
2012-05-01,51.119476318359375
2012-05-02,51.22171401977539
2012-05-03,50.4981803894043
2012-05-04,49.2398567199707
2012-05-07,47.360233306884766
2012-05-08,46.668148040771484
2012-05-09,46.57378005981445
2012-05-10,46.16482925415039
2012-05-11,46.09405517578125
2012-05-14,46.2513313293457
2012-05-15,46.345706939697266
2012-05-16,46.49514389038086
2012-05-17,45.92102813720703
2012-05-18,45.339046478271484
2012-05-21,46.45581817626953
2012-05-22,46.345706939697266
2012-05-23,46.329986572265625
2012-05-24,45.6064453125
2012-05-25,45.173892974853516
2012-05-29,45.936744689941406
2012-05-30,45.394100189208984
2012-05-31,44.906490325927734
2012-06-01,43.47515106201172
2012-06-04,44.135780334472656
2012-06-05,44.623374938964844
2012-06-06,45.94460678100586
2012-06-07,46.290653228759766
2012-06-08,46.031124114990234
2012-06-11,45.00874710083008
2012-06-12,45.10312271118164
2012-06-13,44.772796630859375
2012-06-14,45.48847579956055
2012-06-15,46.46367263793945
2012-06-18,46.306392669677734
2012-06-19,47.05351638793945
2012-06-20,46.864768981933594
2012-06-21,44.560462951660156
2012-06-22,45.26826858520508
2012-06-25,44.395294189453125
2012-06-26,44.395294189453125
2012-06-27,43.93915557861328
2012-06-28,44.536869049072266
2012-06-29,47.25799560546875
2012-07-02,47.572574615478516
2012-07-03,48.04445266723633
2012-07-05,47.39955520629883
2012-07-06,45.9603385925293
2012-07-09,45.46489334106445
2012-07-10,44.81214141845703
2012-07-11,44.93008804321289
2012-07-12,45.04019546508789
2012-07-13,45.661502838134766
2012-07-16,45.653629302978516
2012-07-17,45.850242614746094
2012-07-18,46.35356903076172
2012-07-19,46.67601776123047
2012-07-20,46.400760650634766
2012-07-23,45.417694091796875
2012-07-24,45.04019546508789
2012-07-25,45.35477828979492
2012-07-26,46.56591033935547
2012-07-27,47.52538299560547
2012-07-30,47.48606491088867
2012-07-31,47.42314910888672
2012-08-01,47.344505310058594
2012-08-02,46.42435073852539
2012-08-03,47.46247482299805
2012-08-06,47.68268585205078
2012-08-07,47.9343376159668
2012-08-08,48.60283279418945
2012-08-09,48.40621566772461
2012-08-10,48.4691276550293
2012-08-13,48.36689376831055
2012-08-14,48.178138732910156
2012-08-15,47.83210372924805
2012-08-16,48.09162902832031
2012-08-17,48.036590576171875
2012-08-20,47.80850601196289
2012-08-21,47.95793533325195
2012-08-22,48.40621566772461
2012-08-23,47.83997344970703
2012-08-24,48.3904914855957
2012-08-27,48.1702880859375
2012-08-28,47.85569381713867
2012-08-29,47.9893913269043
2012-08-30,48.09162902832031
2012-08-31,48.445533752441406
2012-09-04,48.02085494995117
2012-09-05,48.24892044067383
2012-09-06,50.23078536987305
2012-09-07,50.6790657043457
2012-09-10,50.348751068115234
2012-09-11,51.02509307861328
2012-09-12,51.2531852722168
2012-09-13,51.74864959716797
2012-09-14,51.81942367553711
2012-09-17,51.59135818481445
2012-09-18,51.34754943847656
2012-09-19,51.46552658081055
2012-09-20,51.26890182495117
2012-09-21,51.316097259521484
2012-09-24,51.7329216003418
2012-09-25,51.048709869384766
2012-09-26,50.608280181884766
2012-09-27,51.41832733154297
2012-09-28,55.07533264160156
2012-10-01,55.012428283691406
2012-10-02,55.24836349487305
2012-10-03,55.42924499511719
2012-10-04,56.14491653442383
2012-10-05,55.633705139160156
2012-10-08,55.869667053222656
2012-10-09,55.3663444519043
2012-10-10,55.334503173828125
2012-10-11,55.23109436035156
2012-10-12,55.23109436035156
2012-10-15,55.82778549194336
2012-10-16,56.28923797607422
2012-10-17,55.493621826171875
2012-10-18,54.8173713684082
2012-10-19,53.90241622924805
2012-10-22,53.96607208251953
2012-10-23,53.27387237548828
2012-10-24,52.76469039916992
2012-10-25,53.03520584106445
2012-10-26,53.393211364746094
2012-10-31,53.63190841674805
2012-11-01,54.76166534423828
2012-11-02,54.02970504760742
2012-11-05,54.00583267211914
2012-11-06,54.666202545166016
2012-11-07,53.011329650878906
2012-11-08,52.470314025878906
2012-11-09,52.358924865722656
2012-11-12,53.019290924072266
2012-11-13,52.73286819458008
2012-11-14,51.75426483154297
2012-11-15,51.38828659057617
2012-11-16,52.66127014160156
2012-11-19,53.353450775146484
2012-11-20,53.011329650878906
2012-11-21,53.75123596191406
2012-11-23,54.24452209472656
2012-11-26,53.8387565612793
2012-11-27,53.584171295166016
2012-11-28,54.11723327636719
2012-11-29,54.37977981567383
2012-11-30,54.037654876708984
2012-12-03,53.96607208251953
2012-12-04,54.58663558959961
2012-12-05,55.37428665161133
2012-12-06,55.53340530395508
2012-12-07,55.27880859375
2012-12-10,55.30268096923828
2012-12-11,56.352882385253906
2012-12-12,56.098289489746094
2012-12-13,55.34245300292969
2012-12-14,55.8596076965332
2012-12-17,56.75069046020508
2012-12-18,56.5836181640625
2012-12-19,56.010780334472656
2012-12-20,54.91283416748047
2012-12-21,53.63986587524414
2012-12-24,53.25797653198242
2012-12-26,52.740814208984375
2012-12-27,52.68513870239258
2012-12-28,52.23959732055664
2012-12-31,52.907901763916016
2013-01-02,54.94465637207031
2013-01-03,54.745750427246094
2013-01-04,55.048095703125
2013-01-07,54.80940246582031
2013-01-08,55.12765121459961
2013-01-09,55.51750564575195
2013-01-10,55.03217697143555
2013-01-11,55.59705352783203
2013-01-14,55.58114242553711
2013-01-15,55.89141082763672
2013-01-16,55.60501480102539
2013-01-17,55.60501480102539
2013-01-18,55.78004837036133
2013-01-22,56.05852508544922
2013-01-23,56.687034606933594
2013-01-24,56.75863265991211
2013-01-25,57.45082092285156
2013-01-28,57.36331558227539
2013-01-29,57.04507064819336
2013-01-30,57.55424880981445
2013-01-31,57.19621658325195
2013-02-01,58.71583557128906
2013-02-04,57.93613815307617
2013-02-05,58.36576843261719
2013-02-06,57.61789321899414
2013-02-07,58.0395622253418
2013-02-08,58.32600402832031
2013-02-11,58.135040283203125
2013-02-12,58.37371826171875
2013-02-13,58.524898529052734
2013-02-14,58.18278884887695
2013-02-15,59.00225830078125
2013-02-19,59.98880386352539
2013-02-20,59.67057418823242
2013-02-21,58.755619049072266
2013-02-22,59.511451721191406
2013-02-25,58.8033561706543
2013-02-26,58.739715576171875
2013-02-27,59.20117950439453
2013-02-28,59.1613883972168
2013-03-01,59.52735900878906
2013-03-04,59.861515045166016
2013-03-05,61.1981315612793
2013-03-06,61.58799743652344
2013-03-07,61.71526336669922
2013-03-08,62.335838317871094
2013-03-11,62.29608154296875
2013-03-12,62.073299407958984
2013-03-13,62.00169372558594
2013-03-14,62.26425552368164
2013-03-15,60.943546295166016
2013-03-18,61.11061096191406
2013-03-19,60.60938262939453
2013-03-20,60.856021881103516
2013-03-21,59.11361312866211
2013-03-22,58.77947998046875
2013-03-25,58.405548095703125
2013-03-26,59.3045654296875
2013-03-27,59.57510757446289
2013-03-28,60.442317962646484
2013-04-01,60.346805572509766
2013-04-02,60.999229431152344
2013-04-03,60.943546295166016
2013-04-04,60.95148849487305
2013-04-05,60.665069580078125
2013-04-08,60.90375900268555
2013-04-09,60.63325881958008
2013-04-10,61.927913665771484
2013-04-11,62.54713821411133
2013-04-12,62.10484313964844
2013-04-15,60.504573822021484
2013-04-16,62.313934326171875
2013-04-17,61.67866516113281
2013-04-18,60.76995849609375
2013-04-19,60.102500915527344
2013-04-22,60.26334762573242
2013-04-23,61.356998443603516
2013-04-24,62.57122802734375
2013-04-25,63.7935791015625
2013-04-26,63.25480651855469
2013-04-29,65.24103546142578
2013-04-30,65.49034118652344
2013-05-01,64.14739990234375
2013-05-02,63.922237396240234
2013-05-03,63.930294036865234
2013-05-06,63.38346481323242
2013-05-07,63.56842803955078
2013-05-08,64.33236694335938
2013-05-09,64.40473937988281
2013-05-10,64.71834564208984
2013-05-13,64.26802062988281
2013-05-14,64.77465057373047
2013-05-15,64.94352722167969
2013-05-16,64.82290649414062
2013-05-17,66.13368225097656
2013-05-20,66.36687469482422
2013-05-21,66.66439819335938
2013-05-22,66.35881805419922
2013-05-23,66.35881805419922
2013-05-24,66.1175765991211
2013-05-28,66.81717681884766
2013-05-29,66.7046127319336
2013-05-30,66.61618041992188
2013-05-31,66.02912139892578
2013-06-03,66.0210952758789
2013-06-04,65.33756256103516
2013-06-05,63.9946174621582
2013-06-06,63.97049331665039
2013-06-07,65.05610656738281
2013-06-10,65.57879638671875
2013-06-11,64.66205596923828
2013-06-12,64.09915161132812
2013-06-13,65.20083618164062
2013-06-14,64.77465057373047
2013-06-17,66.30255889892578
2013-06-18,66.68855285644531
2013-06-19,65.80396270751953
2013-06-20,63.94636154174805
2013-06-21,63.84986877441406
2013-06-24,63.6568489074707
2013-06-25,64.05895233154297
2013-06-26,63.9785270690918
2013-06-27,64.5093002319336
2013-06-28,57.866943359375
2013-07-01,57.97953796386719
2013-07-02,57.99563980102539
2013-07-03,58.44594955444336
2013-07-05,59.21795654296875
2013-07-08,59.8853874206543
2013-07-09,59.587852478027344
2013-07-10,59.78890609741211
2013-07-11,60.472408294677734
2013-07-12,60.729759216308594
2013-07-15,61.3167839050293
2013-07-16,60.544803619384766
2013-07-17,60.44026565551758
2013-07-18,60.665428161621094
2013-07-19,60.48850631713867
2013-07-22,60.31157684326172
2013-07-23,59.708473205566406
2013-07-24,59.282257080078125
2013-07-25,58.81586837768555
2013-07-26,58.79978561401367
2013-07-29,58.196651458740234
2013-07-30,59.298362731933594
2013-07-31,59.35464096069336
2013-08-01,60.19096755981445
2013-08-02,59.98189163208008
2013-08-05,59.69239807128906
2013-08-06,58.90430450439453
2013-08-07,58.70326232910156
2013-08-08,58.68718719482422
2013-08-09,59.129486083984375
2013-08-12,58.534427642822266
2013-08-13,58.60678482055664
2013-08-14,57.49704360961914
2013-08-15,57.521175384521484
2013-08-16,57.61767578125
2013-08-19,57.63375473022461
2013-08-20,58.02779769897461
2013-08-21,58.55048751831055
2013-08-22,59.587852478027344
2013-08-23,59.51546859741211
2013-08-26,59.290313720703125
2013-08-27,58.09211349487305
2013-08-28,58.261009216308594
2013-08-29,58.47810363769531
2013-08-30,58.10017013549805
2013-09-03,58.767635345458984
2013-09-04,58.743492126464844
2013-09-05,59.50745391845703
2013-09-06,58.872169494628906
2013-09-09,59.169681549072266
2013-09-10,60.102500915527344
2013-09-11,60.31157684326172
2013-09-12,59.636112213134766
2013-09-13,59.909515380859375
2013-09-16,61.38916778564453
2013-09-17,61.60627365112305
